time,"P(B)","P(Q)"
9.826500e-11,9.892782e-01,1.070855e+00
9.828000e-11,9.892782e-01,1.070855e+00
9.829500e-11,9.892782e-01,1.070855e+00
9.831000e-11,9.892782e-01,1.070855e+00
9.832500e-11,9.892782e-01,1.070855e+00
9.834000e-11,9.892782e-01,1.070855e+00
9.835500e-11,9.892782e-01,1.070855e+00
9.837000e-11,9.892782e-01,1.070855e+00
9.838500e-11,9.892782e-01,1.070855e+00
9.840000e-11,9.892782e-01,1.070855e+00
9.841500e-11,9.892781e-01,1.070855e+00
9.843000e-11,9.892781e-01,1.070855e+00
9.844500e-11,9.892781e-01,1.070855e+00
9.846000e-11,9.892781e-01,1.070855e+00
9.847500e-11,9.892781e-01,1.070855e+00
9.849000e-11,9.892781e-01,1.070855e+00
9.850500e-11,9.892781e-01,1.070855e+00
9.852000e-11,9.892781e-01,1.070855e+00
9.853500e-11,9.892781e-01,1.070855e+00
9.855000e-11,9.892781e-01,1.070855e+00
9.856500e-11,9.892781e-01,1.070855e+00
9.858000e-11,9.892781e-01,1.070855e+00
9.859500e-11,9.892781e-01,1.070855e+00
9.861000e-11,9.892781e-01,1.070855e+00
9.862500e-11,9.892781e-01,1.070855e+00
9.864000e-11,9.892781e-01,1.070855e+00
9.865500e-11,9.892781e-01,1.070855e+00
9.867000e-11,9.892781e-01,1.070855e+00
9.868500e-11,9.892781e-01,1.070855e+00
9.870000e-11,9.892781e-01,1.070855e+00
9.871500e-11,9.892781e-01,1.070855e+00
9.873000e-11,9.892781e-01,1.070855e+00
9.874500e-11,9.892781e-01,1.070855e+00
9.876000e-11,9.892781e-01,1.070855e+00
9.877500e-11,9.892781e-01,1.070855e+00
9.879000e-11,9.892781e-01,1.070855e+00
9.880500e-11,9.892781e-01,1.070855e+00
9.882000e-11,9.892781e-01,1.070855e+00
9.883500e-11,9.892781e-01,1.070855e+00
9.885000e-11,9.892781e-01,1.070855e+00
9.886500e-11,9.892781e-01,1.070855e+00
9.888000e-11,9.892781e-01,1.070855e+00
9.889500e-11,9.892781e-01,1.070855e+00
9.891000e-11,9.892781e-01,1.070855e+00
9.892500e-11,9.892781e-01,1.070855e+00
9.894000e-11,9.892781e-01,1.070855e+00
9.895500e-11,9.892781e-01,1.070855e+00
9.897000e-11,9.892781e-01,1.070855e+00
9.898500e-11,9.892781e-01,1.070855e+00
9.900000e-11,9.892781e-01,1.070855e+00
9.901500e-11,9.892781e-01,1.070855e+00
9.903000e-11,9.892781e-01,1.070855e+00
9.904500e-11,9.892781e-01,1.070855e+00
9.906000e-11,9.892781e-01,1.070855e+00
9.907500e-11,9.892781e-01,1.070855e+00
9.909000e-11,9.892781e-01,1.070855e+00
9.910500e-11,9.892781e-01,1.070855e+00
9.912000e-11,9.892781e-01,1.070855e+00
9.913500e-11,9.892781e-01,1.070855e+00
9.915000e-11,9.892781e-01,1.070855e+00
9.916500e-11,9.892781e-01,1.070855e+00
9.918000e-11,9.892781e-01,1.070855e+00
9.919500e-11,9.892781e-01,1.070855e+00
9.921000e-11,9.892781e-01,1.070855e+00
9.922500e-11,9.892781e-01,1.070855e+00
9.924000e-11,9.892781e-01,1.070855e+00
9.925500e-11,9.892781e-01,1.070855e+00
9.927000e-11,9.892781e-01,1.070855e+00
9.928500e-11,9.892781e-01,1.070855e+00
9.930000e-11,9.892781e-01,1.070855e+00
9.931500e-11,9.892781e-01,1.070855e+00
9.933000e-11,9.892781e-01,1.070855e+00
9.934500e-11,9.892781e-01,1.070855e+00
9.936000e-11,9.892781e-01,1.070855e+00
9.937500e-11,9.892781e-01,1.070855e+00
9.939000e-11,9.892781e-01,1.070855e+00
9.940500e-11,9.892781e-01,1.070855e+00
9.942000e-11,9.892781e-01,1.070855e+00
9.943500e-11,9.892781e-01,1.070855e+00
9.945000e-11,9.892781e-01,1.070855e+00
9.946500e-11,9.892781e-01,1.070855e+00
9.948000e-11,9.892781e-01,1.070855e+00
9.949500e-11,9.892781e-01,1.070855e+00
9.951000e-11,9.892781e-01,1.070855e+00
9.952500e-11,9.892781e-01,1.070855e+00
9.954000e-11,9.892781e-01,1.070855e+00
9.955500e-11,9.892781e-01,1.070855e+00
9.957000e-11,9.892781e-01,1.070855e+00
9.958500e-11,9.892781e-01,1.070855e+00
9.960000e-11,9.892781e-01,1.070855e+00
9.961500e-11,9.892781e-01,1.070855e+00
9.963000e-11,9.892781e-01,1.070855e+00
9.964500e-11,9.892781e-01,1.070855e+00
9.966000e-11,9.892781e-01,1.070855e+00
9.967500e-11,9.892781e-01,1.070855e+00
9.969000e-11,9.892781e-01,1.070855e+00
9.970500e-11,9.892781e-01,1.070855e+00
9.972000e-11,9.892781e-01,1.070855e+00
9.973500e-11,9.892781e-01,1.070855e+00
9.975000e-11,9.892781e-01,1.070855e+00
9.976500e-11,9.892781e-01,1.070855e+00
9.978000e-11,9.892781e-01,1.070855e+00
9.979500e-11,9.892781e-01,1.070855e+00
9.981000e-11,9.892781e-01,1.070855e+00
9.982500e-11,9.892781e-01,1.070855e+00
9.984000e-11,9.892781e-01,1.070855e+00
9.985500e-11,9.892781e-01,1.070855e+00
9.987000e-11,9.892781e-01,1.070855e+00
9.988500e-11,9.892781e-01,1.070855e+00
9.990000e-11,9.892781e-01,1.070855e+00
9.991500e-11,9.892781e-01,1.070855e+00
9.993000e-11,9.892781e-01,1.070855e+00
9.994500e-11,9.892781e-01,1.070855e+00
9.996000e-11,9.892781e-01,1.070855e+00
9.997500e-11,9.892781e-01,1.070855e+00
9.999000e-11,9.892781e-01,1.070855e+00
1.000050e-10,9.892784e-01,1.070855e+00
1.000200e-10,9.892790e-01,1.070855e+00
1.000350e-10,9.892796e-01,1.070855e+00
1.000500e-10,9.892803e-01,1.070855e+00
1.000650e-10,9.892810e-01,1.070855e+00
1.000800e-10,9.892817e-01,1.070855e+00
1.000950e-10,9.892825e-01,1.070855e+00
1.001100e-10,9.892833e-01,1.070855e+00
1.001250e-10,9.892841e-01,1.070855e+00
1.001400e-10,9.892850e-01,1.070855e+00
1.001550e-10,9.892859e-01,1.070855e+00
1.001700e-10,9.892869e-01,1.070855e+00
1.001850e-10,9.892880e-01,1.070855e+00
1.002000e-10,9.892892e-01,1.070855e+00
1.002150e-10,9.892904e-01,1.070855e+00
1.002300e-10,9.892917e-01,1.070855e+00
1.002450e-10,9.892931e-01,1.070855e+00
1.002600e-10,9.892946e-01,1.070855e+00
1.002750e-10,9.892961e-01,1.070855e+00
1.002900e-10,9.892978e-01,1.070855e+00
1.003050e-10,9.892996e-01,1.070855e+00
1.003200e-10,9.893016e-01,1.070855e+00
1.003350e-10,9.893036e-01,1.070855e+00
1.003500e-10,9.893058e-01,1.070855e+00
1.003650e-10,9.893082e-01,1.070855e+00
1.003800e-10,9.893106e-01,1.070855e+00
1.003950e-10,9.893133e-01,1.070855e+00
1.004100e-10,9.893161e-01,1.070855e+00
1.004250e-10,9.893191e-01,1.070855e+00
1.004400e-10,9.893222e-01,1.070855e+00
1.004550e-10,9.893256e-01,1.070855e+00
1.004700e-10,9.893291e-01,1.070855e+00
1.004850e-10,9.893329e-01,1.070855e+00
1.005000e-10,9.893369e-01,1.070855e+00
1.005150e-10,9.893411e-01,1.070855e+00
1.005300e-10,9.893455e-01,1.070855e+00
1.005450e-10,9.893502e-01,1.070855e+00
1.005600e-10,9.893552e-01,1.070855e+00
1.005750e-10,9.893604e-01,1.070855e+00
1.005900e-10,9.893659e-01,1.070855e+00
1.006050e-10,9.893717e-01,1.070855e+00
1.006200e-10,9.893778e-01,1.070855e+00
1.006350e-10,9.893842e-01,1.070855e+00
1.006500e-10,9.893909e-01,1.070855e+00
1.006650e-10,9.893979e-01,1.070855e+00
1.006800e-10,9.894053e-01,1.070855e+00
1.006950e-10,9.894131e-01,1.070855e+00
1.007100e-10,9.894212e-01,1.070855e+00
1.007250e-10,9.894298e-01,1.070855e+00
1.007400e-10,9.894387e-01,1.070855e+00
1.007550e-10,9.894480e-01,1.070855e+00
1.007700e-10,9.894578e-01,1.070855e+00
1.007850e-10,9.894680e-01,1.070855e+00
1.008000e-10,9.894786e-01,1.070855e+00
1.008150e-10,9.894897e-01,1.070855e+00
1.008300e-10,9.895013e-01,1.070855e+00
1.008450e-10,9.895134e-01,1.070855e+00
1.008600e-10,9.895260e-01,1.070855e+00
1.008750e-10,9.895391e-01,1.070855e+00
1.008900e-10,9.895528e-01,1.070855e+00
1.009050e-10,9.895670e-01,1.070855e+00
1.009200e-10,9.895818e-01,1.070855e+00
1.009350e-10,9.895971e-01,1.070855e+00
1.009500e-10,9.896131e-01,1.070856e+00
1.009650e-10,9.896297e-01,1.070856e+00
1.009800e-10,9.896469e-01,1.070856e+00
1.009950e-10,9.896648e-01,1.070856e+00
1.010100e-10,9.896834e-01,1.070856e+00
1.010250e-10,9.897026e-01,1.070856e+00
1.010400e-10,9.897225e-01,1.070856e+00
1.010550e-10,9.897432e-01,1.070856e+00
1.010700e-10,9.897646e-01,1.070856e+00
1.010850e-10,9.897867e-01,1.070856e+00
1.011000e-10,9.898096e-01,1.070856e+00
1.011150e-10,9.898333e-01,1.070856e+00
1.011300e-10,9.898578e-01,1.070856e+00
1.011450e-10,9.898832e-01,1.070857e+00
1.011600e-10,9.899093e-01,1.070857e+00
1.011750e-10,9.899364e-01,1.070857e+00
1.011900e-10,9.899642e-01,1.070857e+00
1.012050e-10,9.899930e-01,1.070857e+00
1.012200e-10,9.900227e-01,1.070857e+00
1.012350e-10,9.900533e-01,1.070857e+00
1.012500e-10,9.900849e-01,1.070857e+00
1.012650e-10,9.901174e-01,1.070858e+00
1.012800e-10,9.901510e-01,1.070858e+00
1.012950e-10,9.901855e-01,1.070858e+00
1.013100e-10,9.902210e-01,1.070858e+00
1.013250e-10,9.902575e-01,1.070858e+00
1.013400e-10,9.902951e-01,1.070858e+00
1.013550e-10,9.903338e-01,1.070859e+00
1.013700e-10,9.903735e-01,1.070859e+00
1.013850e-10,9.904144e-01,1.070859e+00
1.014000e-10,9.904563e-01,1.070859e+00
1.014150e-10,9.904994e-01,1.070860e+00
1.014300e-10,9.905436e-01,1.070860e+00
1.014450e-10,9.905890e-01,1.070860e+00
1.014600e-10,9.906356e-01,1.070860e+00
1.014750e-10,9.906834e-01,1.070861e+00
1.014900e-10,9.907323e-01,1.070861e+00
1.015050e-10,9.907825e-01,1.070861e+00
1.015200e-10,9.908340e-01,1.070861e+00
1.015350e-10,9.908867e-01,1.070862e+00
1.015500e-10,9.909406e-01,1.070862e+00
1.015650e-10,9.909959e-01,1.070862e+00
1.015800e-10,9.910524e-01,1.070863e+00
1.015950e-10,9.911102e-01,1.070863e+00
1.016100e-10,9.911694e-01,1.070863e+00
1.016250e-10,9.912299e-01,1.070864e+00
1.016400e-10,9.912917e-01,1.070864e+00
1.016550e-10,9.913549e-01,1.070865e+00
1.016700e-10,9.914194e-01,1.070865e+00
1.016850e-10,9.914853e-01,1.070865e+00
1.017000e-10,9.915526e-01,1.070866e+00
1.017150e-10,9.916213e-01,1.070866e+00
1.017300e-10,9.916914e-01,1.070867e+00
1.017450e-10,9.917630e-01,1.070867e+00
1.017600e-10,9.918359e-01,1.070868e+00
1.017750e-10,9.919103e-01,1.070868e+00
1.017900e-10,9.919861e-01,1.070869e+00
1.018050e-10,9.920633e-01,1.070870e+00
1.018200e-10,9.921420e-01,1.070870e+00
1.018350e-10,9.922221e-01,1.070871e+00
1.018500e-10,9.923037e-01,1.070871e+00
1.018650e-10,9.923868e-01,1.070872e+00
1.018800e-10,9.924713e-01,1.070873e+00
1.018950e-10,9.925573e-01,1.070873e+00
1.019100e-10,9.926448e-01,1.070874e+00
1.019250e-10,9.927337e-01,1.070875e+00
1.019400e-10,9.928241e-01,1.070875e+00
1.019550e-10,9.929160e-01,1.070876e+00
1.019700e-10,9.930094e-01,1.070877e+00
1.019850e-10,9.931043e-01,1.070878e+00
1.020000e-10,9.932006e-01,1.070879e+00
1.020150e-10,9.932984e-01,1.070879e+00
1.020300e-10,9.933976e-01,1.070880e+00
1.020450e-10,9.934984e-01,1.070881e+00
1.020600e-10,9.936006e-01,1.070882e+00
1.020750e-10,9.937042e-01,1.070883e+00
1.020900e-10,9.938093e-01,1.070884e+00
1.021050e-10,9.939159e-01,1.070885e+00
1.021200e-10,9.940239e-01,1.070886e+00
1.021350e-10,9.941334e-01,1.070887e+00
1.021500e-10,9.942442e-01,1.070888e+00
1.021650e-10,9.943565e-01,1.070889e+00
1.021800e-10,9.944703e-01,1.070890e+00
1.021950e-10,9.945854e-01,1.070891e+00
1.022100e-10,9.947019e-01,1.070893e+00
1.022250e-10,9.948198e-01,1.070894e+00
1.022400e-10,9.949391e-01,1.070895e+00
1.022550e-10,9.950598e-01,1.070896e+00
1.022700e-10,9.951818e-01,1.070898e+00
1.022850e-10,9.953052e-01,1.070899e+00
1.023000e-10,9.954299e-01,1.070900e+00
1.023150e-10,9.955559e-01,1.070902e+00
1.023300e-10,9.956832e-01,1.070903e+00
1.023450e-10,9.958119e-01,1.070904e+00
1.023600e-10,9.959418e-01,1.070906e+00
1.023750e-10,9.960729e-01,1.070907e+00
1.023900e-10,9.962054e-01,1.070909e+00
1.024050e-10,9.963390e-01,1.070910e+00
1.024200e-10,9.964739e-01,1.070912e+00
1.024350e-10,9.966100e-01,1.070914e+00
1.024500e-10,9.967472e-01,1.070915e+00
1.024650e-10,9.968857e-01,1.070917e+00
1.024800e-10,9.970253e-01,1.070919e+00
1.024950e-10,9.971660e-01,1.070920e+00
1.025100e-10,9.973079e-01,1.070922e+00
1.025250e-10,9.974509e-01,1.070924e+00
1.025400e-10,9.975949e-01,1.070926e+00
1.025550e-10,9.977401e-01,1.070928e+00
1.025700e-10,9.978863e-01,1.070930e+00
1.025850e-10,9.980335e-01,1.070932e+00
1.026000e-10,9.981818e-01,1.070934e+00
1.026150e-10,9.983311e-01,1.070936e+00
1.026300e-10,9.984813e-01,1.070938e+00
1.026450e-10,9.986326e-01,1.070940e+00
1.026600e-10,9.987847e-01,1.070942e+00
1.026750e-10,9.989379e-01,1.070944e+00
1.026900e-10,9.990919e-01,1.070946e+00
1.027050e-10,9.992469e-01,1.070949e+00
1.027200e-10,9.994028e-01,1.070951e+00
1.027350e-10,9.995595e-01,1.070953e+00
1.027500e-10,9.997172e-01,1.070956e+00
1.027650e-10,9.998756e-01,1.070958e+00
1.027800e-10,1.000035e+00,1.070960e+00
1.027950e-10,1.000195e+00,1.070963e+00
1.028100e-10,1.000356e+00,1.070965e+00
1.028250e-10,1.000518e+00,1.070968e+00
1.028400e-10,1.000680e+00,1.070970e+00
1.028550e-10,1.000844e+00,1.070973e+00
1.028700e-10,1.001008e+00,1.070976e+00
1.028850e-10,1.001173e+00,1.070978e+00
1.029000e-10,1.001338e+00,1.070981e+00
1.029150e-10,1.001505e+00,1.070984e+00
1.029300e-10,1.001672e+00,1.070987e+00
1.029450e-10,1.001839e+00,1.070989e+00
1.029600e-10,1.002008e+00,1.070992e+00
1.029750e-10,1.002177e+00,1.070995e+00
1.029900e-10,1.002347e+00,1.070998e+00
1.030050e-10,1.002518e+00,1.071001e+00
1.030200e-10,1.002688e+00,1.071004e+00
1.030350e-10,1.002858e+00,1.071007e+00
1.030500e-10,1.003029e+00,1.071010e+00
1.030650e-10,1.003201e+00,1.071013e+00
1.030800e-10,1.003374e+00,1.071016e+00
1.030950e-10,1.003547e+00,1.071020e+00
1.031100e-10,1.003721e+00,1.071023e+00
1.031250e-10,1.003896e+00,1.071026e+00
1.031400e-10,1.004071e+00,1.071029e+00
1.031550e-10,1.004247e+00,1.071033e+00
1.031700e-10,1.004424e+00,1.071036e+00
1.031850e-10,1.004601e+00,1.071039e+00
1.032000e-10,1.004779e+00,1.071043e+00
1.032150e-10,1.004957e+00,1.071046e+00
1.032300e-10,1.005137e+00,1.071050e+00
1.032450e-10,1.005317e+00,1.071053e+00
1.032600e-10,1.005497e+00,1.071057e+00
1.032750e-10,1.005679e+00,1.071060e+00
1.032900e-10,1.005861e+00,1.071064e+00
1.033050e-10,1.006044e+00,1.071067e+00
1.033200e-10,1.006228e+00,1.071071e+00
1.033350e-10,1.006412e+00,1.071075e+00
1.033500e-10,1.006597e+00,1.071078e+00
1.033650e-10,1.006783e+00,1.071082e+00
1.033800e-10,1.006970e+00,1.071086e+00
1.033950e-10,1.007158e+00,1.071090e+00
1.034100e-10,1.007347e+00,1.071094e+00
1.034250e-10,1.007536e+00,1.071097e+00
1.034400e-10,1.007727e+00,1.071101e+00
1.034550e-10,1.007918e+00,1.071105e+00
1.034700e-10,1.008111e+00,1.071109e+00
1.034850e-10,1.008304e+00,1.071113e+00
1.035000e-10,1.008499e+00,1.071117e+00
1.035150e-10,1.008695e+00,1.071121e+00
1.035300e-10,1.008892e+00,1.071125e+00
1.035450e-10,1.009090e+00,1.071129e+00
1.035600e-10,1.009290e+00,1.071133e+00
1.035750e-10,1.009490e+00,1.071138e+00
1.035900e-10,1.009692e+00,1.071142e+00
1.036050e-10,1.009896e+00,1.071146e+00
1.036200e-10,1.010101e+00,1.071150e+00
1.036350e-10,1.010307e+00,1.071154e+00
1.036500e-10,1.010515e+00,1.071159e+00
1.036650e-10,1.010724e+00,1.071163e+00
1.036800e-10,1.010935e+00,1.071167e+00
1.036950e-10,1.011148e+00,1.071171e+00
1.037100e-10,1.011363e+00,1.071176e+00
1.037250e-10,1.011579e+00,1.071180e+00
1.037400e-10,1.011797e+00,1.071184e+00
1.037550e-10,1.012018e+00,1.071189e+00
1.037700e-10,1.012240e+00,1.071193e+00
1.037850e-10,1.012464e+00,1.071198e+00
1.038000e-10,1.012690e+00,1.071202e+00
1.038150e-10,1.012919e+00,1.071207e+00
1.038300e-10,1.013149e+00,1.071211e+00
1.038450e-10,1.013382e+00,1.071216e+00
1.038600e-10,1.013618e+00,1.071220e+00
1.038750e-10,1.013856e+00,1.071225e+00
1.038900e-10,1.014096e+00,1.071229e+00
1.039050e-10,1.014339e+00,1.071234e+00
1.039200e-10,1.014584e+00,1.071239e+00
1.039350e-10,1.014833e+00,1.071243e+00
1.039500e-10,1.015084e+00,1.071248e+00
1.039650e-10,1.015338e+00,1.071253e+00
1.039800e-10,1.015594e+00,1.071257e+00
1.039950e-10,1.015854e+00,1.071262e+00
1.040100e-10,1.016117e+00,1.071267e+00
1.040250e-10,1.016383e+00,1.071271e+00
1.040400e-10,1.016652e+00,1.071276e+00
1.040550e-10,1.016925e+00,1.071281e+00
1.040700e-10,1.017200e+00,1.071286e+00
1.040850e-10,1.017480e+00,1.071291e+00
1.041000e-10,1.017762e+00,1.071296e+00
1.041150e-10,1.018049e+00,1.071301e+00
1.041300e-10,1.018338e+00,1.071306e+00
1.041450e-10,1.018632e+00,1.071310e+00
1.041600e-10,1.018929e+00,1.071315e+00
1.041750e-10,1.019230e+00,1.071320e+00
1.041900e-10,1.019535e+00,1.071325e+00
1.042050e-10,1.019844e+00,1.071331e+00
1.042200e-10,1.020157e+00,1.071336e+00
1.042350e-10,1.020475e+00,1.071341e+00
1.042500e-10,1.020796e+00,1.071346e+00
1.042650e-10,1.021121e+00,1.071351e+00
1.042800e-10,1.021451e+00,1.071356e+00
1.042950e-10,1.021785e+00,1.071361e+00
1.043100e-10,1.022123e+00,1.071367e+00
1.043250e-10,1.022466e+00,1.071372e+00
1.043400e-10,1.022814e+00,1.071377e+00
1.043550e-10,1.023166e+00,1.071383e+00
1.043700e-10,1.023522e+00,1.071388e+00
1.043850e-10,1.023883e+00,1.071393e+00
1.044000e-10,1.024249e+00,1.071399e+00
1.044150e-10,1.024620e+00,1.071404e+00
1.044300e-10,1.024996e+00,1.071410e+00
1.044450e-10,1.025376e+00,1.071415e+00
1.044600e-10,1.025761e+00,1.071421e+00
1.044750e-10,1.026151e+00,1.071427e+00
1.044900e-10,1.026547e+00,1.071432e+00
1.045050e-10,1.026947e+00,1.071438e+00
1.045200e-10,1.027352e+00,1.071444e+00
1.045350e-10,1.027763e+00,1.071450e+00
1.045500e-10,1.028178e+00,1.071456e+00
1.045650e-10,1.028599e+00,1.071462e+00
1.045800e-10,1.029024e+00,1.071468e+00
1.045950e-10,1.029455e+00,1.071474e+00
1.046100e-10,1.029892e+00,1.071480e+00
1.046250e-10,1.030333e+00,1.071486e+00
1.046400e-10,1.030780e+00,1.071492e+00
1.046550e-10,1.031232e+00,1.071498e+00
1.046700e-10,1.031689e+00,1.071505e+00
1.046850e-10,1.032151e+00,1.071511e+00
1.047000e-10,1.032619e+00,1.071517e+00
1.047150e-10,1.033092e+00,1.071524e+00
1.047300e-10,1.033570e+00,1.071531e+00
1.047450e-10,1.034054e+00,1.071537e+00
1.047600e-10,1.034543e+00,1.071544e+00
1.047750e-10,1.035037e+00,1.071551e+00
1.047900e-10,1.035537e+00,1.071558e+00
1.048050e-10,1.036041e+00,1.071564e+00
1.048200e-10,1.036551e+00,1.071571e+00
1.048350e-10,1.037066e+00,1.071579e+00
1.048500e-10,1.037587e+00,1.071586e+00
1.048650e-10,1.038112e+00,1.071593e+00
1.048800e-10,1.038643e+00,1.071600e+00
1.048950e-10,1.039178e+00,1.071608e+00
1.049100e-10,1.039719e+00,1.071615e+00
1.049250e-10,1.040265e+00,1.071623e+00
1.049400e-10,1.040816e+00,1.071630e+00
1.049550e-10,1.041372e+00,1.071638e+00
1.049700e-10,1.041932e+00,1.071646e+00
1.049850e-10,1.042498e+00,1.071654e+00
1.050000e-10,1.043068e+00,1.071662e+00
1.050150e-10,1.043644e+00,1.071670e+00
1.050300e-10,1.044225e+00,1.071678e+00
1.050450e-10,1.044811e+00,1.071687e+00
1.050600e-10,1.045401e+00,1.071695e+00
1.050750e-10,1.045995e+00,1.071704e+00
1.050900e-10,1.046594e+00,1.071712e+00
1.051050e-10,1.047198e+00,1.071721e+00
1.051200e-10,1.047806e+00,1.071730e+00
1.051350e-10,1.048418e+00,1.071739e+00
1.051500e-10,1.049035e+00,1.071748e+00
1.051650e-10,1.049656e+00,1.071757e+00
1.051800e-10,1.050281e+00,1.071767e+00
1.051950e-10,1.050910e+00,1.071776e+00
1.052100e-10,1.051543e+00,1.071786e+00
1.052250e-10,1.052180e+00,1.071795e+00
1.052400e-10,1.052820e+00,1.071805e+00
1.052550e-10,1.053465e+00,1.071815e+00
1.052700e-10,1.054113e+00,1.071825e+00
1.052850e-10,1.054765e+00,1.071835e+00
1.053000e-10,1.055420e+00,1.071846e+00
1.053150e-10,1.056078e+00,1.071856e+00
1.053300e-10,1.056740e+00,1.071867e+00
1.053450e-10,1.057406e+00,1.071877e+00
1.053600e-10,1.058074e+00,1.071888e+00
1.053750e-10,1.058746e+00,1.071899e+00
1.053900e-10,1.059420e+00,1.071910e+00
1.054050e-10,1.060098e+00,1.071921e+00
1.054200e-10,1.060778e+00,1.071933e+00
1.054350e-10,1.061461e+00,1.071944e+00
1.054500e-10,1.062147e+00,1.071956e+00
1.054650e-10,1.062835e+00,1.071968e+00
1.054800e-10,1.063526e+00,1.071980e+00
1.054950e-10,1.064219e+00,1.071992e+00
1.055100e-10,1.064915e+00,1.072004e+00
1.055250e-10,1.065612e+00,1.072016e+00
1.055400e-10,1.066312e+00,1.072029e+00
1.055550e-10,1.067015e+00,1.072041e+00
1.055700e-10,1.067719e+00,1.072054e+00
1.055850e-10,1.068425e+00,1.072067e+00
1.056000e-10,1.069133e+00,1.072080e+00
1.056150e-10,1.069842e+00,1.072093e+00
1.056300e-10,1.070554e+00,1.072106e+00
1.056450e-10,1.071267e+00,1.072120e+00
1.056600e-10,1.071982e+00,1.072133e+00
1.056750e-10,1.072698e+00,1.072147e+00
1.056900e-10,1.073416e+00,1.072161e+00
1.057050e-10,1.074135e+00,1.072175e+00
1.057200e-10,1.074856e+00,1.072189e+00
1.057350e-10,1.075578e+00,1.072203e+00
1.057500e-10,1.076301e+00,1.072218e+00
1.057650e-10,1.077025e+00,1.072232e+00
1.057800e-10,1.077751e+00,1.072247e+00
1.057950e-10,1.078477e+00,1.072262e+00
1.058100e-10,1.079205e+00,1.072277e+00
1.058250e-10,1.079934e+00,1.072292e+00
1.058400e-10,1.080664e+00,1.072307e+00
1.058550e-10,1.081395e+00,1.072322e+00
1.058700e-10,1.082127e+00,1.072338e+00
1.058850e-10,1.082861e+00,1.072353e+00
1.059000e-10,1.083595e+00,1.072369e+00
1.059150e-10,1.084330e+00,1.072385e+00
1.059300e-10,1.085066e+00,1.072401e+00
1.059450e-10,1.085803e+00,1.072417e+00
1.059600e-10,1.086541e+00,1.072433e+00
1.059750e-10,1.087281e+00,1.072450e+00
1.059900e-10,1.088021e+00,1.072466e+00
1.060050e-10,1.088762e+00,1.072483e+00
1.060200e-10,1.089505e+00,1.072500e+00
1.060350e-10,1.090249e+00,1.072516e+00
1.060500e-10,1.090994e+00,1.072533e+00
1.060650e-10,1.091741e+00,1.072550e+00
1.060800e-10,1.092488e+00,1.072568e+00
1.060950e-10,1.093238e+00,1.072585e+00
1.061100e-10,1.093988e+00,1.072602e+00
1.061250e-10,1.094741e+00,1.072620e+00
1.061400e-10,1.095495e+00,1.072637e+00
1.061550e-10,1.096251e+00,1.072655e+00
1.061700e-10,1.097009e+00,1.072673e+00
1.061850e-10,1.097768e+00,1.072691e+00
1.062000e-10,1.098530e+00,1.072709e+00
1.062150e-10,1.099295e+00,1.072727e+00
1.062300e-10,1.100061e+00,1.072745e+00
1.062450e-10,1.100830e+00,1.072764e+00
1.062600e-10,1.101602e+00,1.072782e+00
1.062750e-10,1.102377e+00,1.072800e+00
1.062900e-10,1.103154e+00,1.072819e+00
1.063050e-10,1.103935e+00,1.072838e+00
1.063200e-10,1.104719e+00,1.072856e+00
1.063350e-10,1.105507e+00,1.072875e+00
1.063500e-10,1.106298e+00,1.072894e+00
1.063650e-10,1.107094e+00,1.072913e+00
1.063800e-10,1.107893e+00,1.072932e+00
1.063950e-10,1.108697e+00,1.072951e+00
1.064100e-10,1.109505e+00,1.072970e+00
1.064250e-10,1.110318e+00,1.072990e+00
1.064400e-10,1.111137e+00,1.073009e+00
1.064550e-10,1.111960e+00,1.073028e+00
1.064700e-10,1.112790e+00,1.073048e+00
1.064850e-10,1.113625e+00,1.073067e+00
1.065000e-10,1.114466e+00,1.073087e+00
1.065150e-10,1.115313e+00,1.073107e+00
1.065300e-10,1.116167e+00,1.073126e+00
1.065450e-10,1.117028e+00,1.073146e+00
1.065600e-10,1.117897e+00,1.073166e+00
1.065750e-10,1.118773e+00,1.073186e+00
1.065900e-10,1.119656e+00,1.073206e+00
1.066050e-10,1.120548e+00,1.073226e+00
1.066200e-10,1.121449e+00,1.073246e+00
1.066350e-10,1.122358e+00,1.073266e+00
1.066500e-10,1.123277e+00,1.073286e+00
1.066650e-10,1.124205e+00,1.073306e+00
1.066800e-10,1.125143e+00,1.073326e+00
1.066950e-10,1.126091e+00,1.073346e+00
1.067100e-10,1.127050e+00,1.073367e+00
1.067250e-10,1.128020e+00,1.073387e+00
1.067400e-10,1.129002e+00,1.073408e+00
1.067550e-10,1.129995e+00,1.073428e+00
1.067700e-10,1.131000e+00,1.073449e+00
1.067850e-10,1.132017e+00,1.073469e+00
1.068000e-10,1.133048e+00,1.073490e+00
1.068150e-10,1.134092e+00,1.073510e+00
1.068300e-10,1.135149e+00,1.073531e+00
1.068450e-10,1.136220e+00,1.073552e+00
1.068600e-10,1.137306e+00,1.073573e+00
1.068750e-10,1.138407e+00,1.073594e+00
1.068900e-10,1.139523e+00,1.073615e+00
1.069050e-10,1.140655e+00,1.073636e+00
1.069200e-10,1.141803e+00,1.073657e+00
1.069350e-10,1.142967e+00,1.073678e+00
1.069500e-10,1.144148e+00,1.073699e+00
1.069650e-10,1.145346e+00,1.073720e+00
1.069800e-10,1.146562e+00,1.073741e+00
