time,"P(B)","P(Q)"
4.722000e-11,9.892770e-01,1.070854e+00
4.723500e-11,9.892769e-01,1.070854e+00
4.725000e-11,9.892768e-01,1.070854e+00
4.726500e-11,9.892768e-01,1.070854e+00
4.728000e-11,9.892767e-01,1.070854e+00
4.729500e-11,9.892767e-01,1.070854e+00
4.731000e-11,9.892766e-01,1.070854e+00
4.732500e-11,9.892766e-01,1.070854e+00
4.734000e-11,9.892766e-01,1.070854e+00
4.735500e-11,9.892765e-01,1.070854e+00
4.737000e-11,9.892765e-01,1.070854e+00
4.738500e-11,9.892765e-01,1.070854e+00
4.740000e-11,9.892765e-01,1.070854e+00
4.741500e-11,9.892765e-01,1.070854e+00
4.743000e-11,9.892765e-01,1.070854e+00
4.744500e-11,9.892765e-01,1.070854e+00
4.746000e-11,9.892765e-01,1.070854e+00
4.747500e-11,9.892765e-01,1.070854e+00
4.749000e-11,9.892766e-01,1.070854e+00
4.750500e-11,9.892766e-01,1.070854e+00
4.752000e-11,9.892766e-01,1.070854e+00
4.753500e-11,9.892767e-01,1.070854e+00
4.755000e-11,9.892767e-01,1.070854e+00
4.756500e-11,9.892768e-01,1.070854e+00
4.758000e-11,9.892769e-01,1.070854e+00
4.759500e-11,9.892769e-01,1.070855e+00
4.761000e-11,9.892770e-01,1.070855e+00
4.762500e-11,9.892771e-01,1.070855e+00
4.764000e-11,9.892771e-01,1.070855e+00
4.765500e-11,9.892772e-01,1.070855e+00
4.767000e-11,9.892773e-01,1.070855e+00
4.768500e-11,9.892774e-01,1.070855e+00
4.770000e-11,9.892775e-01,1.070855e+00
4.771500e-11,9.892776e-01,1.070855e+00
4.773000e-11,9.892776e-01,1.070855e+00
4.774500e-11,9.892777e-01,1.070855e+00
4.776000e-11,9.892778e-01,1.070855e+00
4.777500e-11,9.892779e-01,1.070855e+00
4.779000e-11,9.892780e-01,1.070855e+00
4.780500e-11,9.892781e-01,1.070855e+00
4.782000e-11,9.892782e-01,1.070856e+00
4.783500e-11,9.892783e-01,1.070856e+00
4.785000e-11,9.892783e-01,1.070856e+00
4.786500e-11,9.892784e-01,1.070856e+00
4.788000e-11,9.892785e-01,1.070856e+00
4.789500e-11,9.892786e-01,1.070856e+00
4.791000e-11,9.892787e-01,1.070856e+00
4.792500e-11,9.892787e-01,1.070856e+00
4.794000e-11,9.892788e-01,1.070856e+00
4.795500e-11,9.892788e-01,1.070856e+00
4.797000e-11,9.892789e-01,1.070856e+00
4.798500e-11,9.892790e-01,1.070856e+00
4.800000e-11,9.892790e-01,1.070856e+00
4.801500e-11,9.892791e-01,1.070856e+00
4.803000e-11,9.892791e-01,1.070856e+00
4.804500e-11,9.892791e-01,1.070856e+00
4.806000e-11,9.892792e-01,1.070856e+00
4.807500e-11,9.892792e-01,1.070856e+00
4.809000e-11,9.892792e-01,1.070856e+00
4.810500e-11,9.892792e-01,1.070856e+00
4.812000e-11,9.892792e-01,1.070856e+00
4.813500e-11,9.892792e-01,1.070856e+00
4.815000e-11,9.892792e-01,1.070856e+00
4.816500e-11,9.892792e-01,1.070856e+00
4.818000e-11,9.892792e-01,1.070856e+00
4.819500e-11,9.892792e-01,1.070856e+00
4.821000e-11,9.892792e-01,1.070856e+00
4.822500e-11,9.892792e-01,1.070856e+00
4.824000e-11,9.892791e-01,1.070856e+00
4.825500e-11,9.892791e-01,1.070856e+00
4.827000e-11,9.892791e-01,1.070856e+00
4.828500e-11,9.892790e-01,1.070856e+00
4.830000e-11,9.892790e-01,1.070855e+00
4.831500e-11,9.892789e-01,1.070855e+00
4.833000e-11,9.892789e-01,1.070855e+00
4.834500e-11,9.892788e-01,1.070855e+00
4.836000e-11,9.892787e-01,1.070855e+00
4.837500e-11,9.892787e-01,1.070855e+00
4.839000e-11,9.892786e-01,1.070855e+00
4.840500e-11,9.892786e-01,1.070855e+00
4.842000e-11,9.892785e-01,1.070855e+00
4.843500e-11,9.892784e-01,1.070855e+00
4.845000e-11,9.892784e-01,1.070855e+00
4.846500e-11,9.892783e-01,1.070855e+00
4.848000e-11,9.892782e-01,1.070855e+00
4.849500e-11,9.892781e-01,1.070854e+00
4.851000e-11,9.892781e-01,1.070854e+00
4.852500e-11,9.892780e-01,1.070854e+00
4.854000e-11,9.892779e-01,1.070854e+00
4.855500e-11,9.892779e-01,1.070854e+00
4.857000e-11,9.892778e-01,1.070854e+00
4.858500e-11,9.892778e-01,1.070854e+00
4.860000e-11,9.892777e-01,1.070854e+00
4.861500e-11,9.892776e-01,1.070854e+00
4.863000e-11,9.892776e-01,1.070854e+00
4.864500e-11,9.892775e-01,1.070854e+00
4.866000e-11,9.892775e-01,1.070854e+00
4.867500e-11,9.892774e-01,1.070854e+00
4.869000e-11,9.892774e-01,1.070854e+00
4.870500e-11,9.892774e-01,1.070854e+00
4.872000e-11,9.892773e-01,1.070854e+00
4.873500e-11,9.892773e-01,1.070853e+00
4.875000e-11,9.892773e-01,1.070853e+00
4.876500e-11,9.892773e-01,1.070853e+00
4.878000e-11,9.892772e-01,1.070853e+00
4.879500e-11,9.892772e-01,1.070853e+00
4.881000e-11,9.892772e-01,1.070853e+00
4.882500e-11,9.892772e-01,1.070853e+00
4.884000e-11,9.892772e-01,1.070853e+00
4.885500e-11,9.892772e-01,1.070853e+00
4.887000e-11,9.892772e-01,1.070853e+00
4.888500e-11,9.892773e-01,1.070853e+00
4.890000e-11,9.892773e-01,1.070853e+00
4.891500e-11,9.892773e-01,1.070853e+00
4.893000e-11,9.892773e-01,1.070853e+00
4.894500e-11,9.892774e-01,1.070853e+00
4.896000e-11,9.892774e-01,1.070853e+00
4.897500e-11,9.892774e-01,1.070853e+00
4.899000e-11,9.892775e-01,1.070853e+00
4.900500e-11,9.892775e-01,1.070853e+00
4.902000e-11,9.892776e-01,1.070853e+00
4.903500e-11,9.892776e-01,1.070853e+00
4.905000e-11,9.892777e-01,1.070853e+00
4.906500e-11,9.892778e-01,1.070853e+00
4.908000e-11,9.892778e-01,1.070854e+00
4.909500e-11,9.892779e-01,1.070854e+00
4.911000e-11,9.892780e-01,1.070854e+00
4.912500e-11,9.892780e-01,1.070854e+00
4.914000e-11,9.892781e-01,1.070854e+00
4.915500e-11,9.892782e-01,1.070854e+00
4.917000e-11,9.892782e-01,1.070854e+00
4.918500e-11,9.892783e-01,1.070854e+00
4.920000e-11,9.892784e-01,1.070854e+00
4.921500e-11,9.892784e-01,1.070854e+00
4.923000e-11,9.892785e-01,1.070854e+00
4.924500e-11,9.892786e-01,1.070854e+00
4.926000e-11,9.892786e-01,1.070854e+00
4.927500e-11,9.892787e-01,1.070854e+00
4.929000e-11,9.892788e-01,1.070854e+00
4.930500e-11,9.892788e-01,1.070854e+00
4.932000e-11,9.892789e-01,1.070854e+00
4.933500e-11,9.892789e-01,1.070855e+00
4.935000e-11,9.892790e-01,1.070855e+00
4.936500e-11,9.892790e-01,1.070855e+00
4.938000e-11,9.892791e-01,1.070855e+00
4.939500e-11,9.892791e-01,1.070855e+00
4.941000e-11,9.892792e-01,1.070855e+00
4.942500e-11,9.892792e-01,1.070855e+00
4.944000e-11,9.892792e-01,1.070855e+00
4.945500e-11,9.892793e-01,1.070855e+00
4.947000e-11,9.892793e-01,1.070855e+00
4.948500e-11,9.892793e-01,1.070855e+00
4.950000e-11,9.892793e-01,1.070855e+00
4.951500e-11,9.892793e-01,1.070855e+00
4.953000e-11,9.892793e-01,1.070855e+00
4.954500e-11,9.892793e-01,1.070855e+00
4.956000e-11,9.892793e-01,1.070855e+00
4.957500e-11,9.892793e-01,1.070855e+00
4.959000e-11,9.892793e-01,1.070855e+00
4.960500e-11,9.892793e-01,1.070855e+00
4.962000e-11,9.892793e-01,1.070855e+00
4.963500e-11,9.892792e-01,1.070855e+00
4.965000e-11,9.892792e-01,1.070855e+00
4.966500e-11,9.892791e-01,1.070855e+00
4.968000e-11,9.892791e-01,1.070855e+00
4.969500e-11,9.892791e-01,1.070855e+00
4.971000e-11,9.892790e-01,1.070855e+00
4.972500e-11,9.892790e-01,1.070855e+00
4.974000e-11,9.892789e-01,1.070855e+00
4.975500e-11,9.892788e-01,1.070855e+00
4.977000e-11,9.892788e-01,1.070855e+00
4.978500e-11,9.892787e-01,1.070855e+00
4.980000e-11,9.892786e-01,1.070855e+00
4.981500e-11,9.892786e-01,1.070855e+00
4.983000e-11,9.892785e-01,1.070855e+00
4.984500e-11,9.892784e-01,1.070855e+00
4.986000e-11,9.892783e-01,1.070855e+00
4.987500e-11,9.892783e-01,1.070855e+00
4.989000e-11,9.892782e-01,1.070855e+00
4.990500e-11,9.892781e-01,1.070855e+00
4.992000e-11,9.892780e-01,1.070855e+00
4.993500e-11,9.892779e-01,1.070855e+00
4.995000e-11,9.892779e-01,1.070855e+00
4.996500e-11,9.892778e-01,1.070855e+00
4.998000e-11,9.892777e-01,1.070855e+00
4.999500e-11,9.892776e-01,1.070855e+00
5.001000e-11,9.892776e-01,1.070855e+00
5.002500e-11,9.892775e-01,1.070855e+00
5.004000e-11,9.892774e-01,1.070855e+00
5.005500e-11,9.892773e-01,1.070855e+00
5.007000e-11,9.892773e-01,1.070855e+00
5.008500e-11,9.892772e-01,1.070855e+00
5.010000e-11,9.892772e-01,1.070855e+00
5.011500e-11,9.892771e-01,1.070855e+00
5.013000e-11,9.892771e-01,1.070855e+00
5.014500e-11,9.892770e-01,1.070855e+00
5.016000e-11,9.892770e-01,1.070855e+00
5.017500e-11,9.892769e-01,1.070855e+00
5.019000e-11,9.892769e-01,1.070855e+00
5.020500e-11,9.892769e-01,1.070855e+00
5.022000e-11,9.892768e-01,1.070854e+00
5.023500e-11,9.892768e-01,1.070854e+00
5.025000e-11,9.892768e-01,1.070854e+00
5.026500e-11,9.892768e-01,1.070854e+00
5.028000e-11,9.892768e-01,1.070854e+00
5.029500e-11,9.892768e-01,1.070854e+00
5.031000e-11,9.892768e-01,1.070854e+00
5.032500e-11,9.892768e-01,1.070854e+00
5.034000e-11,9.892768e-01,1.070854e+00
5.035500e-11,9.892768e-01,1.070854e+00
5.037000e-11,9.892768e-01,1.070854e+00
5.038500e-11,9.892769e-01,1.070854e+00
5.040000e-11,9.892769e-01,1.070854e+00
5.041500e-11,9.892769e-01,1.070854e+00
5.043000e-11,9.892770e-01,1.070854e+00
5.044500e-11,9.892770e-01,1.070854e+00
5.046000e-11,9.892771e-01,1.070854e+00
5.047500e-11,9.892771e-01,1.070854e+00
5.049000e-11,9.892772e-01,1.070854e+00
5.050500e-11,9.892772e-01,1.070854e+00
5.052000e-11,9.892773e-01,1.070854e+00
5.053500e-11,9.892773e-01,1.070854e+00
5.055000e-11,9.892774e-01,1.070854e+00
5.056500e-11,9.892775e-01,1.070854e+00
5.058000e-11,9.892776e-01,1.070854e+00
5.059500e-11,9.892776e-01,1.070854e+00
5.061000e-11,9.892777e-01,1.070854e+00
5.062500e-11,9.892778e-01,1.070854e+00
5.064000e-11,9.892779e-01,1.070854e+00
5.065500e-11,9.892779e-01,1.070854e+00
5.067000e-11,9.892780e-01,1.070855e+00
5.068500e-11,9.892781e-01,1.070855e+00
5.070000e-11,9.892782e-01,1.070855e+00
5.071500e-11,9.892783e-01,1.070855e+00
5.073000e-11,9.892783e-01,1.070855e+00
5.074500e-11,9.892784e-01,1.070855e+00
5.076000e-11,9.892785e-01,1.070855e+00
5.077500e-11,9.892786e-01,1.070855e+00
5.079000e-11,9.892786e-01,1.070855e+00
5.080500e-11,9.892787e-01,1.070855e+00
5.082000e-11,9.892788e-01,1.070855e+00
5.083500e-11,9.892788e-01,1.070855e+00
5.085000e-11,9.892789e-01,1.070855e+00
5.086500e-11,9.892790e-01,1.070855e+00
5.088000e-11,9.892790e-01,1.070855e+00
5.089500e-11,9.892791e-01,1.070855e+00
5.091000e-11,9.892791e-01,1.070855e+00
5.092500e-11,9.892792e-01,1.070855e+00
5.094000e-11,9.892792e-01,1.070855e+00
5.095500e-11,9.892793e-01,1.070855e+00
5.097000e-11,9.892793e-01,1.070855e+00
5.098500e-11,9.892793e-01,1.070855e+00
5.100000e-11,9.892793e-01,1.070855e+00
5.101500e-11,9.892794e-01,1.070855e+00
5.103000e-11,9.892794e-01,1.070855e+00
5.104500e-11,9.892794e-01,1.070855e+00
5.106000e-11,9.892794e-01,1.070855e+00
5.107500e-11,9.892794e-01,1.070855e+00
5.109000e-11,9.892794e-01,1.070855e+00
5.110500e-11,9.892794e-01,1.070855e+00
5.112000e-11,9.892794e-01,1.070855e+00
5.113500e-11,9.892794e-01,1.070855e+00
5.115000e-11,9.892794e-01,1.070855e+00
5.116500e-11,9.892793e-01,1.070855e+00
5.118000e-11,9.892793e-01,1.070855e+00
5.119500e-11,9.892793e-01,1.070855e+00
5.121000e-11,9.892792e-01,1.070855e+00
5.122500e-11,9.892792e-01,1.070855e+00
5.124000e-11,9.892792e-01,1.070855e+00
5.125500e-11,9.892791e-01,1.070855e+00
5.127000e-11,9.892791e-01,1.070855e+00
5.128500e-11,9.892790e-01,1.070855e+00
5.130000e-11,9.892790e-01,1.070854e+00
5.131500e-11,9.892789e-01,1.070854e+00
5.133000e-11,9.892788e-01,1.070854e+00
5.134500e-11,9.892788e-01,1.070854e+00
5.136000e-11,9.892787e-01,1.070854e+00
5.137500e-11,9.892787e-01,1.070854e+00
5.139000e-11,9.892786e-01,1.070854e+00
5.140500e-11,9.892785e-01,1.070854e+00
5.142000e-11,9.892785e-01,1.070854e+00
5.143500e-11,9.892784e-01,1.070854e+00
5.145000e-11,9.892783e-01,1.070854e+00
5.146500e-11,9.892783e-01,1.070854e+00
5.148000e-11,9.892782e-01,1.070854e+00
5.149500e-11,9.892781e-01,1.070854e+00
5.151000e-11,9.892781e-01,1.070854e+00
5.152500e-11,9.892780e-01,1.070854e+00
5.154000e-11,9.892779e-01,1.070854e+00
5.155500e-11,9.892779e-01,1.070854e+00
5.157000e-11,9.892778e-01,1.070854e+00
5.158500e-11,9.892778e-01,1.070854e+00
5.160000e-11,9.892777e-01,1.070854e+00
5.161500e-11,9.892776e-01,1.070854e+00
5.163000e-11,9.892776e-01,1.070854e+00
5.164500e-11,9.892775e-01,1.070854e+00
5.166000e-11,9.892775e-01,1.070854e+00
5.167500e-11,9.892775e-01,1.070854e+00
5.169000e-11,9.892774e-01,1.070854e+00
5.170500e-11,9.892774e-01,1.070854e+00
5.172000e-11,9.892774e-01,1.070854e+00
5.173500e-11,9.892773e-01,1.070854e+00
5.175000e-11,9.892773e-01,1.070854e+00
5.176500e-11,9.892773e-01,1.070854e+00
5.178000e-11,9.892773e-01,1.070854e+00
5.179500e-11,9.892773e-01,1.070854e+00
5.181000e-11,9.892772e-01,1.070854e+00
5.182500e-11,9.892772e-01,1.070854e+00
5.184000e-11,9.892772e-01,1.070854e+00
5.185500e-11,9.892772e-01,1.070854e+00
5.187000e-11,9.892772e-01,1.070854e+00
5.188500e-11,9.892773e-01,1.070854e+00
5.190000e-11,9.892773e-01,1.070854e+00
5.191500e-11,9.892773e-01,1.070854e+00
5.193000e-11,9.892773e-01,1.070854e+00
5.194500e-11,9.892773e-01,1.070854e+00
5.196000e-11,9.892774e-01,1.070854e+00
5.197500e-11,9.892774e-01,1.070854e+00
5.199000e-11,9.892774e-01,1.070854e+00
5.200500e-11,9.892774e-01,1.070854e+00
5.202000e-11,9.892775e-01,1.070854e+00
5.203500e-11,9.892775e-01,1.070854e+00
5.205000e-11,9.892776e-01,1.070855e+00
5.206500e-11,9.892776e-01,1.070855e+00
5.208000e-11,9.892777e-01,1.070855e+00
5.209500e-11,9.892777e-01,1.070855e+00
5.211000e-11,9.892777e-01,1.070855e+00
5.212500e-11,9.892778e-01,1.070855e+00
5.214000e-11,9.892778e-01,1.070855e+00
5.215500e-11,9.892779e-01,1.070855e+00
5.217000e-11,9.892779e-01,1.070855e+00
5.218500e-11,9.892780e-01,1.070855e+00
5.220000e-11,9.892780e-01,1.070855e+00
5.221500e-11,9.892781e-01,1.070855e+00
5.223000e-11,9.892781e-01,1.070855e+00
5.224500e-11,9.892782e-01,1.070855e+00
5.226000e-11,9.892782e-01,1.070855e+00
5.227500e-11,9.892783e-01,1.070855e+00
5.229000e-11,9.892783e-01,1.070855e+00
5.230500e-11,9.892784e-01,1.070855e+00
5.232000e-11,9.892784e-01,1.070855e+00
5.233500e-11,9.892785e-01,1.070855e+00
5.235000e-11,9.892785e-01,1.070855e+00
5.236500e-11,9.892785e-01,1.070855e+00
5.238000e-11,9.892786e-01,1.070855e+00
5.239500e-11,9.892786e-01,1.070855e+00
5.241000e-11,9.892786e-01,1.070855e+00
5.242500e-11,9.892786e-01,1.070855e+00
5.244000e-11,9.892787e-01,1.070855e+00
5.245500e-11,9.892787e-01,1.070855e+00
5.247000e-11,9.892787e-01,1.070855e+00
5.248500e-11,9.892787e-01,1.070855e+00
5.250000e-11,9.892787e-01,1.070855e+00
5.251500e-11,9.892787e-01,1.070855e+00
5.253000e-11,9.892787e-01,1.070855e+00
5.254500e-11,9.892788e-01,1.070855e+00
5.256000e-11,9.892788e-01,1.070855e+00
5.257500e-11,9.892787e-01,1.070855e+00
5.259000e-11,9.892787e-01,1.070855e+00
5.260500e-11,9.892787e-01,1.070855e+00
5.262000e-11,9.892787e-01,1.070855e+00
5.263500e-11,9.892787e-01,1.070855e+00
5.265000e-11,9.892787e-01,1.070855e+00
5.266500e-11,9.892787e-01,1.070855e+00
5.268000e-11,9.892786e-01,1.070855e+00
5.269500e-11,9.892786e-01,1.070855e+00
5.271000e-11,9.892786e-01,1.070855e+00
5.272500e-11,9.892786e-01,1.070855e+00
5.274000e-11,9.892785e-01,1.070855e+00
5.275500e-11,9.892785e-01,1.070855e+00
5.277000e-11,9.892785e-01,1.070855e+00
5.278500e-11,9.892784e-01,1.070855e+00
5.280000e-11,9.892784e-01,1.070855e+00
5.281500e-11,9.892783e-01,1.070855e+00
5.283000e-11,9.892783e-01,1.070855e+00
5.284500e-11,9.892783e-01,1.070855e+00
5.286000e-11,9.892782e-01,1.070855e+00
5.287500e-11,9.892782e-01,1.070855e+00
5.289000e-11,9.892781e-01,1.070855e+00
5.290500e-11,9.892781e-01,1.070855e+00
5.292000e-11,9.892781e-01,1.070855e+00
5.293500e-11,9.892780e-01,1.070855e+00
5.295000e-11,9.892780e-01,1.070855e+00
5.296500e-11,9.892779e-01,1.070854e+00
5.298000e-11,9.892779e-01,1.070854e+00
5.299500e-11,9.892779e-01,1.070854e+00
5.301000e-11,9.892778e-01,1.070854e+00
5.302500e-11,9.892778e-01,1.070854e+00
5.304000e-11,9.892778e-01,1.070854e+00
5.305500e-11,9.892777e-01,1.070854e+00
5.307000e-11,9.892777e-01,1.070854e+00
5.308500e-11,9.892777e-01,1.070854e+00
5.310000e-11,9.892776e-01,1.070854e+00
5.311500e-11,9.892776e-01,1.070854e+00
5.313000e-11,9.892776e-01,1.070854e+00
5.314500e-11,9.892776e-01,1.070854e+00
5.316000e-11,9.892776e-01,1.070854e+00
5.317500e-11,9.892776e-01,1.070854e+00
5.319000e-11,9.892776e-01,1.070854e+00
5.320500e-11,9.892775e-01,1.070854e+00
5.322000e-11,9.892775e-01,1.070854e+00
5.323500e-11,9.892775e-01,1.070854e+00
5.325000e-11,9.892775e-01,1.070854e+00
5.326500e-11,9.892775e-01,1.070854e+00
5.328000e-11,9.892776e-01,1.070854e+00
5.329500e-11,9.892776e-01,1.070854e+00
5.331000e-11,9.892776e-01,1.070854e+00
5.332500e-11,9.892776e-01,1.070854e+00
5.334000e-11,9.892776e-01,1.070854e+00
5.335500e-11,9.892776e-01,1.070854e+00
5.337000e-11,9.892777e-01,1.070854e+00
5.338500e-11,9.892777e-01,1.070854e+00
5.340000e-11,9.892777e-01,1.070854e+00
5.341500e-11,9.892777e-01,1.070854e+00
5.343000e-11,9.892778e-01,1.070854e+00
5.344500e-11,9.892778e-01,1.070854e+00
5.346000e-11,9.892778e-01,1.070854e+00
5.347500e-11,9.892779e-01,1.070854e+00
5.349000e-11,9.892779e-01,1.070854e+00
5.350500e-11,9.892780e-01,1.070854e+00
5.352000e-11,9.892780e-01,1.070854e+00
5.353500e-11,9.892780e-01,1.070854e+00
5.355000e-11,9.892781e-01,1.070854e+00
5.356500e-11,9.892781e-01,1.070854e+00
5.358000e-11,9.892782e-01,1.070854e+00
5.359500e-11,9.892782e-01,1.070854e+00
5.361000e-11,9.892783e-01,1.070854e+00
5.362500e-11,9.892783e-01,1.070854e+00
5.364000e-11,9.892784e-01,1.070854e+00
5.365500e-11,9.892784e-01,1.070854e+00
5.367000e-11,9.892784e-01,1.070854e+00
5.368500e-11,9.892785e-01,1.070854e+00
5.370000e-11,9.892785e-01,1.070854e+00
5.371500e-11,9.892786e-01,1.070854e+00
5.373000e-11,9.892786e-01,1.070854e+00
5.374500e-11,9.892786e-01,1.070855e+00
5.376000e-11,9.892787e-01,1.070855e+00
5.377500e-11,9.892787e-01,1.070855e+00
5.379000e-11,9.892787e-01,1.070855e+00
5.380500e-11,9.892788e-01,1.070855e+00
5.382000e-11,9.892788e-01,1.070855e+00
5.383500e-11,9.892788e-01,1.070855e+00
5.385000e-11,9.892789e-01,1.070855e+00
5.386500e-11,9.892789e-01,1.070855e+00
5.388000e-11,9.892789e-01,1.070855e+00
5.389500e-11,9.892789e-01,1.070855e+00
5.391000e-11,9.892789e-01,1.070855e+00
5.392500e-11,9.892789e-01,1.070855e+00
5.394000e-11,9.892789e-01,1.070855e+00
5.395500e-11,9.892789e-01,1.070855e+00
5.397000e-11,9.892789e-01,1.070855e+00
5.398500e-11,9.892789e-01,1.070855e+00
5.400000e-11,9.892789e-01,1.070855e+00
5.401500e-11,9.892789e-01,1.070855e+00
5.403000e-11,9.892789e-01,1.070855e+00
5.404500e-11,9.892789e-01,1.070855e+00
5.406000e-11,9.892789e-01,1.070855e+00
5.407500e-11,9.892788e-01,1.070855e+00
5.409000e-11,9.892788e-01,1.070855e+00
5.410500e-11,9.892788e-01,1.070855e+00
5.412000e-11,9.892788e-01,1.070855e+00
5.413500e-11,9.892787e-01,1.070855e+00
5.415000e-11,9.892787e-01,1.070855e+00
5.416500e-11,9.892787e-01,1.070855e+00
5.418000e-11,9.892786e-01,1.070855e+00
5.419500e-11,9.892786e-01,1.070855e+00
5.421000e-11,9.892785e-01,1.070855e+00
5.422500e-11,9.892785e-01,1.070855e+00
5.424000e-11,9.892785e-01,1.070855e+00
5.425500e-11,9.892784e-01,1.070855e+00
5.427000e-11,9.892784e-01,1.070855e+00
5.428500e-11,9.892783e-01,1.070855e+00
5.430000e-11,9.892783e-01,1.070855e+00
5.431500e-11,9.892782e-01,1.070855e+00
5.433000e-11,9.892782e-01,1.070855e+00
5.434500e-11,9.892781e-01,1.070855e+00
5.436000e-11,9.892781e-01,1.070855e+00
5.437500e-11,9.892780e-01,1.070855e+00
5.439000e-11,9.892780e-01,1.070855e+00
5.440500e-11,9.892779e-01,1.070855e+00
5.442000e-11,9.892779e-01,1.070855e+00
5.443500e-11,9.892778e-01,1.070855e+00
5.445000e-11,9.892778e-01,1.070855e+00
5.446500e-11,9.892777e-01,1.070855e+00
5.448000e-11,9.892777e-01,1.070855e+00
5.449500e-11,9.892776e-01,1.070855e+00
5.451000e-11,9.892776e-01,1.070855e+00
5.452500e-11,9.892776e-01,1.070855e+00
5.454000e-11,9.892775e-01,1.070855e+00
5.455500e-11,9.892775e-01,1.070855e+00
5.457000e-11,9.892775e-01,1.070855e+00
5.458500e-11,9.892774e-01,1.070855e+00
5.460000e-11,9.892774e-01,1.070855e+00
5.461500e-11,9.892774e-01,1.070854e+00
5.463000e-11,9.892774e-01,1.070854e+00
5.464500e-11,9.892773e-01,1.070854e+00
5.466000e-11,9.892773e-01,1.070854e+00
5.467500e-11,9.892773e-01,1.070854e+00
5.469000e-11,9.892773e-01,1.070854e+00
5.470500e-11,9.892773e-01,1.070854e+00
5.472000e-11,9.892773e-01,1.070854e+00
5.473500e-11,9.892773e-01,1.070854e+00
5.475000e-11,9.892773e-01,1.070854e+00
5.476500e-11,9.892773e-01,1.070854e+00
5.478000e-11,9.892773e-01,1.070854e+00
5.479500e-11,9.892773e-01,1.070854e+00
5.481000e-11,9.892773e-01,1.070854e+00
5.482500e-11,9.892774e-01,1.070854e+00
5.484000e-11,9.892774e-01,1.070854e+00
5.485500e-11,9.892774e-01,1.070854e+00
5.487000e-11,9.892774e-01,1.070854e+00
5.488500e-11,9.892774e-01,1.070854e+00
5.490000e-11,9.892775e-01,1.070854e+00
5.491500e-11,9.892775e-01,1.070854e+00
5.493000e-11,9.892775e-01,1.070854e+00
5.494500e-11,9.892776e-01,1.070854e+00
5.496000e-11,9.892776e-01,1.070854e+00
5.497500e-11,9.892777e-01,1.070854e+00
5.499000e-11,9.892777e-01,1.070854e+00
5.500500e-11,9.892777e-01,1.070854e+00
5.502000e-11,9.892778e-01,1.070855e+00
5.503500e-11,9.892778e-01,1.070855e+00
5.505000e-11,9.892779e-01,1.070855e+00
5.506500e-11,9.892779e-01,1.070855e+00
5.508000e-11,9.892780e-01,1.070855e+00
5.509500e-11,9.892780e-01,1.070855e+00
5.511000e-11,9.892781e-01,1.070855e+00
5.512500e-11,9.892781e-01,1.070855e+00
5.514000e-11,9.892782e-01,1.070855e+00
5.515500e-11,9.892782e-01,1.070855e+00
5.517000e-11,9.892783e-01,1.070855e+00
5.518500e-11,9.892783e-01,1.070855e+00
5.520000e-11,9.892783e-01,1.070855e+00
5.521500e-11,9.892784e-01,1.070855e+00
5.523000e-11,9.892784e-01,1.070855e+00
5.524500e-11,9.892785e-01,1.070855e+00
5.526000e-11,9.892785e-01,1.070855e+00
5.527500e-11,9.892786e-01,1.070855e+00
5.529000e-11,9.892786e-01,1.070855e+00
5.530500e-11,9.892786e-01,1.070855e+00
5.532000e-11,9.892787e-01,1.070855e+00
5.533500e-11,9.892787e-01,1.070855e+00
5.535000e-11,9.892787e-01,1.070855e+00
5.536500e-11,9.892787e-01,1.070855e+00
5.538000e-11,9.892788e-01,1.070855e+00
5.539500e-11,9.892788e-01,1.070855e+00
5.541000e-11,9.892788e-01,1.070855e+00
5.542500e-11,9.892788e-01,1.070855e+00
5.544000e-11,9.892788e-01,1.070855e+00
5.545500e-11,9.892789e-01,1.070855e+00
5.547000e-11,9.892789e-01,1.070855e+00
5.548500e-11,9.892789e-01,1.070855e+00
5.550000e-11,9.892789e-01,1.070855e+00
5.551500e-11,9.892789e-01,1.070855e+00
5.553000e-11,9.892789e-01,1.070855e+00
5.554500e-11,9.892789e-01,1.070855e+00
5.556000e-11,9.892789e-01,1.070855e+00
5.557500e-11,9.892788e-01,1.070855e+00
5.559000e-11,9.892788e-01,1.070855e+00
5.560500e-11,9.892788e-01,1.070855e+00
5.562000e-11,9.892788e-01,1.070855e+00
5.563500e-11,9.892788e-01,1.070855e+00
5.565000e-11,9.892788e-01,1.070855e+00
5.566500e-11,9.892787e-01,1.070855e+00
5.568000e-11,9.892787e-01,1.070855e+00
5.569500e-11,9.892787e-01,1.070855e+00
5.571000e-11,9.892787e-01,1.070855e+00
5.572500e-11,9.892786e-01,1.070855e+00
5.574000e-11,9.892786e-01,1.070855e+00
5.575500e-11,9.892786e-01,1.070855e+00
5.577000e-11,9.892785e-01,1.070855e+00
5.578500e-11,9.892785e-01,1.070855e+00
5.580000e-11,9.892785e-01,1.070854e+00
5.581500e-11,9.892784e-01,1.070854e+00
5.583000e-11,9.892784e-01,1.070854e+00
5.584500e-11,9.892783e-01,1.070854e+00
5.586000e-11,9.892783e-01,1.070854e+00
5.587500e-11,9.892783e-01,1.070854e+00
5.589000e-11,9.892782e-01,1.070854e+00
5.590500e-11,9.892782e-01,1.070854e+00
5.592000e-11,9.892781e-01,1.070854e+00
5.593500e-11,9.892781e-01,1.070854e+00
