time,"P(Q)","P(A)","P(B)"
1.568100e-10,7.521243e-01,8.303425e-01,7.127104e+00
1.568250e-10,7.523117e-01,8.305639e-01,7.127304e+00
1.568400e-10,7.524901e-01,8.307735e-01,7.127492e+00
1.568550e-10,7.526591e-01,8.309708e-01,7.127668e+00
1.568700e-10,7.528182e-01,8.311553e-01,7.127832e+00
1.568850e-10,7.529671e-01,8.313266e-01,7.127982e+00
1.569000e-10,7.531056e-01,8.314844e-01,7.128118e+00
1.569150e-10,7.532331e-01,8.316283e-01,7.128241e+00
1.569300e-10,7.533496e-01,8.317579e-01,7.128350e+00
1.569450e-10,7.534547e-01,8.318730e-01,7.128444e+00
1.569600e-10,7.535482e-01,8.319735e-01,7.128524e+00
1.569750e-10,7.536300e-01,8.320589e-01,7.128588e+00
1.569900e-10,7.536998e-01,8.321293e-01,7.128638e+00
1.570050e-10,7.537575e-01,8.321844e-01,7.128672e+00
1.570200e-10,7.538031e-01,8.322243e-01,7.128691e+00
1.570350e-10,7.538364e-01,8.322487e-01,7.128695e+00
1.570500e-10,7.538574e-01,8.322578e-01,7.128683e+00
1.570650e-10,7.538661e-01,8.322515e-01,7.128656e+00
1.570800e-10,7.538625e-01,8.322299e-01,7.128614e+00
1.570950e-10,7.538467e-01,8.321931e-01,7.128557e+00
1.571100e-10,7.538187e-01,8.321413e-01,7.128484e+00
1.571250e-10,7.537787e-01,8.320746e-01,7.128397e+00
1.571400e-10,7.537267e-01,8.319932e-01,7.128295e+00
1.571550e-10,7.536630e-01,8.318974e-01,7.128178e+00
1.571700e-10,7.535878e-01,8.317875e-01,7.128047e+00
1.571850e-10,7.535012e-01,8.316637e-01,7.127903e+00
1.572000e-10,7.534036e-01,8.315265e-01,7.127745e+00
1.572150e-10,7.532952e-01,8.313761e-01,7.127574e+00
1.572300e-10,7.531762e-01,8.312132e-01,7.127390e+00
1.572450e-10,7.530472e-01,8.310379e-01,7.127194e+00
1.572600e-10,7.529083e-01,8.308510e-01,7.126986e+00
1.572750e-10,7.527599e-01,8.306528e-01,7.126767e+00
1.572900e-10,7.526026e-01,8.304438e-01,7.126537e+00
1.573050e-10,7.524366e-01,8.302247e-01,7.126297e+00
1.573200e-10,7.522625e-01,8.299960e-01,7.126047e+00
1.573350e-10,7.520807e-01,8.297583e-01,7.125788e+00
1.573500e-10,7.518916e-01,8.295123e-01,7.125521e+00
1.573650e-10,7.516959e-01,8.292585e-01,7.125246e+00
1.573800e-10,7.514939e-01,8.289977e-01,7.124963e+00
1.573950e-10,7.512862e-01,8.287304e-01,7.124675e+00
1.574100e-10,7.510733e-01,8.284575e-01,7.124380e+00
1.574250e-10,7.508559e-01,8.281796e-01,7.124081e+00
1.574400e-10,7.506344e-01,8.278973e-01,7.123777e+00
1.574550e-10,7.504094e-01,8.276115e-01,7.123470e+00
1.574700e-10,7.501816e-01,8.273229e-01,7.123159e+00
1.574850e-10,7.499514e-01,8.270322e-01,7.122847e+00
1.575000e-10,7.497195e-01,8.267401e-01,7.122533e+00
1.575150e-10,7.494864e-01,8.264473e-01,7.122218e+00
1.575300e-10,7.492529e-01,8.261547e-01,7.121903e+00
1.575450e-10,7.490193e-01,8.258629e-01,7.121590e+00
1.575600e-10,7.487864e-01,8.255728e-01,7.121277e+00
1.575750e-10,7.485547e-01,8.252849e-01,7.120967e+00
1.575900e-10,7.483248e-01,8.250000e-01,7.120660e+00
1.576050e-10,7.480973e-01,8.247189e-01,7.120356e+00
1.576200e-10,7.478728e-01,8.244423e-01,7.120057e+00
1.576350e-10,7.476517e-01,8.241708e-01,7.119763e+00
1.576500e-10,7.474348e-01,8.239050e-01,7.119475e+00
1.576650e-10,7.472224e-01,8.236458e-01,7.119193e+00
1.576800e-10,7.470152e-01,8.233936e-01,7.118918e+00
1.576950e-10,7.468136e-01,8.231492e-01,7.118651e+00
1.577100e-10,7.466181e-01,8.229131e-01,7.118392e+00
1.577250e-10,7.464293e-01,8.226859e-01,7.118142e+00
1.577400e-10,7.462476e-01,8.224682e-01,7.117902e+00
1.577550e-10,7.460733e-01,8.222605e-01,7.117671e+00
1.577700e-10,7.459071e-01,8.220632e-01,7.117451e+00
1.577850e-10,7.457492e-01,8.218770e-01,7.117241e+00
1.578000e-10,7.456001e-01,8.217021e-01,7.117043e+00
1.578150e-10,7.454601e-01,8.215391e-01,7.116857e+00
1.578300e-10,7.453295e-01,8.213883e-01,7.116683e+00
1.578450e-10,7.452087e-01,8.212501e-01,7.116522e+00
1.578600e-10,7.450979e-01,8.211248e-01,7.116373e+00
1.578750e-10,7.449974e-01,8.210127e-01,7.116238e+00
1.578900e-10,7.449075e-01,8.209141e-01,7.116116e+00
1.579050e-10,7.448284e-01,8.208292e-01,7.116008e+00
1.579200e-10,7.447601e-01,8.207581e-01,7.115914e+00
1.579350e-10,7.447030e-01,8.207011e-01,7.115833e+00
1.579500e-10,7.446571e-01,8.206582e-01,7.115767e+00
1.579650e-10,7.446225e-01,8.206296e-01,7.115715e+00
1.579800e-10,7.445993e-01,8.206152e-01,7.115678e+00
1.579950e-10,7.445875e-01,8.206151e-01,7.115654e+00
1.580100e-10,7.445872e-01,8.206293e-01,7.115645e+00
1.580250e-10,7.445983e-01,8.206578e-01,7.115650e+00
1.580400e-10,7.446207e-01,8.207003e-01,7.115670e+00
1.580550e-10,7.446545e-01,8.207568e-01,7.115703e+00
1.580700e-10,7.446995e-01,8.208272e-01,7.115750e+00
1.580850e-10,7.447555e-01,8.209112e-01,7.115811e+00
1.581000e-10,7.448225e-01,8.210086e-01,7.115885e+00
1.581150e-10,7.449002e-01,8.211191e-01,7.115973e+00
1.581300e-10,7.449885e-01,8.212425e-01,7.116073e+00
1.581450e-10,7.450870e-01,8.213784e-01,7.116186e+00
1.581600e-10,7.451956e-01,8.215264e-01,7.116311e+00
1.581750e-10,7.453140e-01,8.216862e-01,7.116448e+00
1.581900e-10,7.454418e-01,8.218574e-01,7.116596e+00
1.582050e-10,7.455787e-01,8.220395e-01,7.116755e+00
1.582200e-10,7.457244e-01,8.222320e-01,7.116925e+00
1.582350e-10,7.458785e-01,8.224345e-01,7.117105e+00
1.582500e-10,7.460406e-01,8.226464e-01,7.117294e+00
1.582650e-10,7.462102e-01,8.228672e-01,7.117493e+00
1.582800e-10,7.463871e-01,8.230963e-01,7.117700e+00
1.582950e-10,7.465706e-01,8.233332e-01,7.117914e+00
1.583100e-10,7.467604e-01,8.235772e-01,7.118136e+00
1.583250e-10,7.469560e-01,8.238278e-01,7.118364e+00
1.583400e-10,7.471569e-01,8.240843e-01,7.118599e+00
1.583550e-10,7.473625e-01,8.243461e-01,7.118839e+00
1.583700e-10,7.475724e-01,8.246124e-01,7.119083e+00
1.583850e-10,7.477861e-01,8.248828e-01,7.119332e+00
1.584000e-10,7.480030e-01,8.251564e-01,7.119584e+00
1.584150e-10,7.482226e-01,8.254326e-01,7.119839e+00
1.584300e-10,7.484443e-01,8.257108e-01,7.120095e+00
1.584450e-10,7.486676e-01,8.259901e-01,7.120354e+00
1.584600e-10,7.488920e-01,8.262701e-01,7.120612e+00
1.584750e-10,7.491168e-01,8.265498e-01,7.120871e+00
1.584900e-10,7.493416e-01,8.268288e-01,7.121129e+00
1.585050e-10,7.495658e-01,8.271063e-01,7.121386e+00
1.585200e-10,7.497889e-01,8.273815e-01,7.121640e+00
1.585350e-10,7.500103e-01,8.276539e-01,7.121892e+00
1.585500e-10,7.502294e-01,8.279229e-01,7.122141e+00
1.585650e-10,7.504458e-01,8.281876e-01,7.122385e+00
1.585800e-10,7.506590e-01,8.284475e-01,7.122625e+00
1.585950e-10,7.508683e-01,8.287021e-01,7.122860e+00
1.586100e-10,7.510734e-01,8.289506e-01,7.123088e+00
1.586250e-10,7.512737e-01,8.291924e-01,7.123310e+00
1.586400e-10,7.514687e-01,8.294271e-01,7.123525e+00
1.586550e-10,7.516581e-01,8.296540e-01,7.123733e+00
1.586700e-10,7.518413e-01,8.298726e-01,7.123932e+00
1.586850e-10,7.520179e-01,8.300824e-01,7.124123e+00
1.587000e-10,7.521875e-01,8.302829e-01,7.124304e+00
1.587150e-10,7.523497e-01,8.304736e-01,7.124476e+00
1.587300e-10,7.525041e-01,8.306542e-01,7.124637e+00
1.587450e-10,7.526505e-01,8.308241e-01,7.124788e+00
1.587600e-10,7.527883e-01,8.309830e-01,7.124929e+00
1.587750e-10,7.529174e-01,8.311305e-01,7.125058e+00
1.587900e-10,7.530375e-01,8.312664e-01,7.125175e+00
1.588050e-10,7.531482e-01,8.313902e-01,7.125281e+00
1.588200e-10,7.532493e-01,8.315018e-01,7.125374e+00
1.588350e-10,7.533407e-01,8.316009e-01,7.125455e+00
1.588500e-10,7.534221e-01,8.316873e-01,7.125524e+00
1.588650e-10,7.534933e-01,8.317608e-01,7.125580e+00
1.588800e-10,7.535542e-01,8.318212e-01,7.125622e+00
1.588950e-10,7.536048e-01,8.318685e-01,7.125652e+00
1.589100e-10,7.536448e-01,8.319026e-01,7.125669e+00
1.589250e-10,7.536742e-01,8.319234e-01,7.125672e+00
1.589400e-10,7.536931e-01,8.319310e-01,7.125662e+00
1.589550e-10,7.537013e-01,8.319253e-01,7.125640e+00
1.589700e-10,7.536990e-01,8.319064e-01,7.125604e+00
1.589850e-10,7.536860e-01,8.318744e-01,7.125555e+00
1.590000e-10,7.536626e-01,8.318294e-01,7.125493e+00
1.590150e-10,7.536288e-01,8.317715e-01,7.125418e+00
1.590300e-10,7.535846e-01,8.317010e-01,7.125331e+00
1.590450e-10,7.535304e-01,8.316181e-01,7.125231e+00
1.590600e-10,7.534661e-01,8.315229e-01,7.125119e+00
1.590750e-10,7.533921e-01,8.314158e-01,7.124996e+00
1.590900e-10,7.533085e-01,8.312971e-01,7.124861e+00
1.591050e-10,7.532155e-01,8.311670e-01,7.124714e+00
1.591200e-10,7.531135e-01,8.310261e-01,7.124557e+00
1.591350e-10,7.530027e-01,8.308745e-01,7.124389e+00
1.591500e-10,7.528834e-01,8.307129e-01,7.124211e+00
1.591650e-10,7.527559e-01,8.305415e-01,7.124024e+00
1.591800e-10,7.526206e-01,8.303608e-01,7.123827e+00
1.591950e-10,7.524779e-01,8.301714e-01,7.123621e+00
1.592100e-10,7.523281e-01,8.299736e-01,7.123408e+00
1.592250e-10,7.521716e-01,8.297681e-01,7.123186e+00
1.592400e-10,7.520088e-01,8.295554e-01,7.122957e+00
1.592550e-10,7.518402e-01,8.293360e-01,7.122722e+00
1.592700e-10,7.516662e-01,8.291105e-01,7.122481e+00
1.592850e-10,7.514873e-01,8.288795e-01,7.122234e+00
1.593000e-10,7.513039e-01,8.286435e-01,7.121982e+00
1.593150e-10,7.511164e-01,8.284032e-01,7.121726e+00
1.593300e-10,7.509255e-01,8.281592e-01,7.121466e+00
1.593450e-10,7.507315e-01,8.279121e-01,7.121203e+00
1.593600e-10,7.505349e-01,8.276626e-01,7.120937e+00
1.593750e-10,7.503364e-01,8.274112e-01,7.120670e+00
1.593900e-10,7.501363e-01,8.271586e-01,7.120402e+00
1.594050e-10,7.499351e-01,8.269055e-01,7.120132e+00
1.594200e-10,7.497335e-01,8.266524e-01,7.119864e+00
1.594350e-10,7.495319e-01,8.264001e-01,7.119595e+00
1.594500e-10,7.493307e-01,8.261492e-01,7.119328e+00
1.594650e-10,7.491306e-01,8.259002e-01,7.119063e+00
1.594800e-10,7.489320e-01,8.256538e-01,7.118801e+00
1.594950e-10,7.487354e-01,8.254107e-01,7.118542e+00
1.595100e-10,7.485414e-01,8.251714e-01,7.118287e+00
1.595250e-10,7.483503e-01,8.249365e-01,7.118036e+00
1.595400e-10,7.481627e-01,8.247066e-01,7.117790e+00
1.595550e-10,7.479790e-01,8.244822e-01,7.117549e+00
1.595700e-10,7.477997e-01,8.242640e-01,7.117315e+00
1.595850e-10,7.476252e-01,8.240525e-01,7.117087e+00
1.596000e-10,7.474560e-01,8.238481e-01,7.116867e+00
1.596150e-10,7.472925e-01,8.236515e-01,7.116654e+00
1.596300e-10,7.471351e-01,8.234629e-01,7.116449e+00
1.596450e-10,7.469841e-01,8.232830e-01,7.116252e+00
1.596600e-10,7.468400e-01,8.231122e-01,7.116065e+00
1.596750e-10,7.467031e-01,8.229508e-01,7.115887e+00
1.596900e-10,7.465736e-01,8.227993e-01,7.115719e+00
1.597050e-10,7.464521e-01,8.226579e-01,7.115561e+00
1.597200e-10,7.463386e-01,8.225272e-01,7.115414e+00
1.597350e-10,7.462335e-01,8.224073e-01,7.115277e+00
1.597500e-10,7.461371e-01,8.222985e-01,7.115152e+00
1.597650e-10,7.460495e-01,8.222011e-01,7.115038e+00
1.597800e-10,7.459711e-01,8.221154e-01,7.114935e+00
1.597950e-10,7.459019e-01,8.220415e-01,7.114844e+00
1.598100e-10,7.458421e-01,8.219795e-01,7.114765e+00
1.598250e-10,7.457918e-01,8.219297e-01,7.114699e+00
1.598400e-10,7.457512e-01,8.218921e-01,7.114644e+00
1.598550e-10,7.457204e-01,8.218667e-01,7.114602e+00
1.598700e-10,7.456994e-01,8.218537e-01,7.114571e+00
1.598850e-10,7.456883e-01,8.218531e-01,7.114554e+00
1.599000e-10,7.456870e-01,8.218648e-01,7.114548e+00
1.599150e-10,7.456955e-01,8.218887e-01,7.114555e+00
1.599300e-10,7.457139e-01,8.219249e-01,7.114574e+00
1.599450e-10,7.457420e-01,8.219731e-01,7.114605e+00
1.599600e-10,7.457798e-01,8.220333e-01,7.114647e+00
1.599750e-10,7.458272e-01,8.221053e-01,7.114702e+00
1.599900e-10,7.458840e-01,8.221888e-01,7.114768e+00
1.600050e-10,7.459501e-01,8.222838e-01,7.114845e+00
1.600200e-10,7.460252e-01,8.223898e-01,7.114934e+00
1.600350e-10,7.461093e-01,8.225066e-01,7.115033e+00
1.600500e-10,7.462020e-01,8.226339e-01,7.115143e+00
1.600650e-10,7.463032e-01,8.227714e-01,7.115263e+00
1.600800e-10,7.464125e-01,8.229188e-01,7.115392e+00
1.600950e-10,7.465298e-01,8.230756e-01,7.115531e+00
1.601100e-10,7.466546e-01,8.232414e-01,7.115679e+00
1.601250e-10,7.467866e-01,8.234158e-01,7.115836e+00
1.601400e-10,7.469256e-01,8.235984e-01,7.116001e+00
1.601550e-10,7.470712e-01,8.237887e-01,7.116173e+00
1.601700e-10,7.472230e-01,8.239862e-01,7.116353e+00
1.601850e-10,7.473806e-01,8.241904e-01,7.116540e+00
1.602000e-10,7.475436e-01,8.244008e-01,7.116732e+00
1.602150e-10,7.477117e-01,8.246169e-01,7.116930e+00
1.602300e-10,7.478843e-01,8.248381e-01,7.117134e+00
1.602450e-10,7.480611e-01,8.250639e-01,7.117342e+00
1.602600e-10,7.482416e-01,8.252937e-01,7.117554e+00
1.602750e-10,7.484253e-01,8.255270e-01,7.117769e+00
1.602900e-10,7.486119e-01,8.257631e-01,7.117988e+00
1.603050e-10,7.488008e-01,8.260014e-01,7.118208e+00
1.603200e-10,7.489917e-01,8.262415e-01,7.118431e+00
1.603350e-10,7.491839e-01,8.264827e-01,7.118654e+00
1.603500e-10,7.493771e-01,8.267243e-01,7.118878e+00
1.603650e-10,7.495707e-01,8.269659e-01,7.119102e+00
1.603800e-10,7.497643e-01,8.272067e-01,7.119325e+00
1.603950e-10,7.499575e-01,8.274463e-01,7.119547e+00
1.604100e-10,7.501497e-01,8.276840e-01,7.119767e+00
1.604250e-10,7.503405e-01,8.279193e-01,7.119985e+00
1.604400e-10,7.505294e-01,8.281516e-01,7.120200e+00
1.604550e-10,7.507159e-01,8.283803e-01,7.120411e+00
1.604700e-10,7.508997e-01,8.286049e-01,7.120618e+00
1.604850e-10,7.510803e-01,8.288248e-01,7.120821e+00
1.605000e-10,7.512572e-01,8.290396e-01,7.121019e+00
1.605150e-10,7.514300e-01,8.292486e-01,7.121210e+00
1.605300e-10,7.515983e-01,8.294514e-01,7.121396e+00
1.605450e-10,7.517617e-01,8.296476e-01,7.121575e+00
1.605600e-10,7.519199e-01,8.298366e-01,7.121747e+00
1.605750e-10,7.520724e-01,8.300180e-01,7.121912e+00
1.605900e-10,7.522189e-01,8.301914e-01,7.122068e+00
1.606050e-10,7.523590e-01,8.303564e-01,7.122216e+00
1.606200e-10,7.524925e-01,8.305126e-01,7.122356e+00
1.606350e-10,7.526190e-01,8.306596e-01,7.122486e+00
1.606500e-10,7.527382e-01,8.307971e-01,7.122607e+00
1.606650e-10,7.528498e-01,8.309248e-01,7.122718e+00
1.606800e-10,7.529537e-01,8.310424e-01,7.122819e+00
1.606950e-10,7.530496e-01,8.311497e-01,7.122910e+00
1.607100e-10,7.531372e-01,8.312464e-01,7.122991e+00
1.607250e-10,7.532164e-01,8.313322e-01,7.123060e+00
1.607400e-10,7.532870e-01,8.314071e-01,7.123119e+00
1.607550e-10,7.533488e-01,8.314709e-01,7.123167e+00
1.607700e-10,7.534018e-01,8.315234e-01,7.123204e+00
1.607850e-10,7.534458e-01,8.315646e-01,7.123229e+00
1.608000e-10,7.534808e-01,8.315943e-01,7.123243e+00
1.608150e-10,7.535067e-01,8.316126e-01,7.123246e+00
1.608300e-10,7.535234e-01,8.316194e-01,7.123237e+00
1.608450e-10,7.535309e-01,8.316148e-01,7.123217e+00
1.608600e-10,7.535293e-01,8.315987e-01,7.123185e+00
1.608750e-10,7.535186e-01,8.315713e-01,7.123143e+00
1.608900e-10,7.534989e-01,8.315326e-01,7.123089e+00
1.609050e-10,7.534701e-01,8.314829e-01,7.123024e+00
1.609200e-10,7.534325e-01,8.314222e-01,7.122949e+00
1.609350e-10,7.533861e-01,8.313507e-01,7.122862e+00
1.609500e-10,7.533311e-01,8.312687e-01,7.122766e+00
1.609650e-10,7.532676e-01,8.311763e-01,7.122659e+00
1.609800e-10,7.531959e-01,8.310739e-01,7.122542e+00
1.609950e-10,7.531161e-01,8.309617e-01,7.122415e+00
1.610100e-10,7.530285e-01,8.308400e-01,7.122279e+00
1.610250e-10,7.529332e-01,8.307092e-01,7.122134e+00
1.610400e-10,7.528307e-01,8.305696e-01,7.121980e+00
1.610550e-10,7.527210e-01,8.304216e-01,7.121818e+00
1.610700e-10,7.526046e-01,8.302655e-01,7.121648e+00
1.610850e-10,7.524818e-01,8.301018e-01,7.121470e+00
1.611000e-10,7.523528e-01,8.299310e-01,7.121285e+00
1.611150e-10,7.522180e-01,8.297534e-01,7.121094e+00
1.611300e-10,7.520778e-01,8.295695e-01,7.120897e+00
1.611450e-10,7.519326e-01,8.293798e-01,7.120693e+00
1.611600e-10,7.517826e-01,8.291848e-01,7.120485e+00
1.611750e-10,7.516284e-01,8.289850e-01,7.120272e+00
1.611900e-10,7.514703e-01,8.287810e-01,7.120054e+00
1.612050e-10,7.513086e-01,8.285731e-01,7.119833e+00
1.612200e-10,7.511440e-01,8.283620e-01,7.119609e+00
1.612350e-10,7.509766e-01,8.281482e-01,7.119382e+00
1.612500e-10,7.508071e-01,8.279323e-01,7.119153e+00
1.612650e-10,7.506357e-01,8.277147e-01,7.118922e+00
1.612800e-10,7.504630e-01,8.274961e-01,7.118691e+00
1.612950e-10,7.502894e-01,8.272770e-01,7.118459e+00
1.613100e-10,7.501153e-01,8.270579e-01,7.118227e+00
1.613250e-10,7.499412e-01,8.268394e-01,7.117996e+00
1.613400e-10,7.497675e-01,8.266220e-01,7.117766e+00
1.613550e-10,7.495947e-01,8.264063e-01,7.117537e+00
1.613700e-10,7.494231e-01,8.261929e-01,7.117311e+00
1.613850e-10,7.492532e-01,8.259822e-01,7.117088e+00
1.614000e-10,7.490855e-01,8.257747e-01,7.116868e+00
1.614150e-10,7.489203e-01,8.255711e-01,7.116652e+00
1.614300e-10,7.487581e-01,8.253718e-01,7.116440e+00
1.614450e-10,7.485992e-01,8.251772e-01,7.116233e+00
1.614600e-10,7.484441e-01,8.249879e-01,7.116031e+00
1.614750e-10,7.482931e-01,8.248043e-01,7.115836e+00
1.614900e-10,7.481467e-01,8.246269e-01,7.115646e+00
1.615050e-10,7.480051e-01,8.244561e-01,7.115463e+00
1.615200e-10,7.478688e-01,8.242924e-01,7.115287e+00
1.615350e-10,7.477380e-01,8.241360e-01,7.115118e+00
1.615500e-10,7.476130e-01,8.239875e-01,7.114957e+00
1.615650e-10,7.474943e-01,8.238471e-01,7.114805e+00
1.615800e-10,7.473820e-01,8.237152e-01,7.114661e+00
1.615950e-10,7.472765e-01,8.235921e-01,7.114525e+00
1.616100e-10,7.471779e-01,8.234781e-01,7.114399e+00
1.616250e-10,7.470866e-01,8.233735e-01,7.114282e+00
1.616400e-10,7.470027e-01,8.232785e-01,7.114175e+00
1.616550e-10,7.469264e-01,8.231934e-01,7.114078e+00
1.616700e-10,7.468580e-01,8.231182e-01,7.113990e+00
1.616850e-10,7.467975e-01,8.230533e-01,7.113913e+00
1.617000e-10,7.467452e-01,8.229987e-01,7.113846e+00
1.617150e-10,7.467011e-01,8.229545e-01,7.113790e+00
1.617300e-10,7.466653e-01,8.229210e-01,7.113744e+00
1.617450e-10,7.466379e-01,8.228980e-01,7.113709e+00
1.617600e-10,7.466190e-01,8.228857e-01,7.113684e+00
1.617750e-10,7.466086e-01,8.228841e-01,7.113670e+00
1.617900e-10,7.466066e-01,8.228931e-01,7.113667e+00
1.618050e-10,7.466132e-01,8.229127e-01,7.113674e+00
1.618200e-10,7.466283e-01,8.229429e-01,7.113692e+00
1.618350e-10,7.466517e-01,8.229835e-01,7.113721e+00
1.618500e-10,7.466835e-01,8.230345e-01,7.113759e+00
1.618650e-10,7.467236e-01,8.230957e-01,7.113808e+00
1.618800e-10,7.467718e-01,8.231668e-01,7.113866e+00
1.618950e-10,7.468281e-01,8.232479e-01,7.113935e+00
1.619100e-10,7.468921e-01,8.233385e-01,7.114013e+00
1.619250e-10,7.469639e-01,8.234385e-01,7.114100e+00
1.619400e-10,7.470432e-01,8.235476e-01,7.114197e+00
1.619550e-10,7.471297e-01,8.236655e-01,7.114302e+00
1.619700e-10,7.472234e-01,8.237919e-01,7.114416e+00
1.619850e-10,7.473238e-01,8.239265e-01,7.114538e+00
1.620000e-10,7.474308e-01,8.240690e-01,7.114668e+00
1.620150e-10,7.475441e-01,8.242189e-01,7.114805e+00
1.620300e-10,7.476634e-01,8.243759e-01,7.114949e+00
1.620450e-10,7.477884e-01,8.245396e-01,7.115100e+00
1.620600e-10,7.479187e-01,8.247096e-01,7.115257e+00
1.620750e-10,7.480541e-01,8.248854e-01,7.115420e+00
1.620900e-10,7.481942e-01,8.250666e-01,7.115588e+00
1.621050e-10,7.483387e-01,8.252527e-01,7.115761e+00
1.621200e-10,7.484871e-01,8.254434e-01,7.115938e+00
1.621350e-10,7.486392e-01,8.256380e-01,7.116120e+00
1.621500e-10,7.487945e-01,8.258361e-01,7.116305e+00
1.621650e-10,7.489527e-01,8.260372e-01,7.116493e+00
1.621800e-10,7.491133e-01,8.262409e-01,7.116683e+00
1.621950e-10,7.492759e-01,8.264466e-01,7.116876e+00
1.622100e-10,7.494403e-01,8.266537e-01,7.117070e+00
1.622250e-10,7.496058e-01,8.268619e-01,7.117265e+00
1.622400e-10,7.497723e-01,8.270705e-01,7.117460e+00
1.622550e-10,7.499391e-01,8.272791e-01,7.117655e+00
1.622700e-10,7.501060e-01,8.274871e-01,7.117850e+00
1.622850e-10,7.502725e-01,8.276941e-01,7.118043e+00
1.623000e-10,7.504382e-01,8.278995e-01,7.118235e+00
1.623150e-10,7.506028e-01,8.281029e-01,7.118425e+00
1.623300e-10,7.507657e-01,8.283037e-01,7.118613e+00
1.623450e-10,7.509267e-01,8.285015e-01,7.118797e+00
1.623600e-10,7.510853e-01,8.286957e-01,7.118978e+00
1.623750e-10,7.512411e-01,8.288860e-01,7.119154e+00
1.623900e-10,7.513938e-01,8.290718e-01,7.119327e+00
1.624050e-10,7.515430e-01,8.292527e-01,7.119494e+00
1.624200e-10,7.516884e-01,8.294283e-01,7.119656e+00
1.624350e-10,7.518296e-01,8.295982e-01,7.119812e+00
1.624500e-10,7.519662e-01,8.297620e-01,7.119963e+00
1.624650e-10,7.520980e-01,8.299192e-01,7.120106e+00
1.624800e-10,7.522247e-01,8.300695e-01,7.120243e+00
1.624950e-10,7.523459e-01,8.302126e-01,7.120372e+00
1.625100e-10,7.524613e-01,8.303481e-01,7.120494e+00
1.625250e-10,7.525708e-01,8.304757e-01,7.120608e+00
1.625400e-10,7.526740e-01,8.305952e-01,7.120714e+00
1.625550e-10,7.527707e-01,8.307062e-01,7.120812e+00
1.625700e-10,7.528607e-01,8.308085e-01,7.120901e+00
1.625850e-10,7.529438e-01,8.309019e-01,7.120980e+00
1.626000e-10,7.530198e-01,8.309861e-01,7.121051e+00
1.626150e-10,7.530886e-01,8.310611e-01,7.121113e+00
1.626300e-10,7.531500e-01,8.311266e-01,7.121165e+00
1.626450e-10,7.532038e-01,8.311824e-01,7.121207e+00
1.626600e-10,7.532500e-01,8.312286e-01,7.121240e+00
1.626750e-10,7.532884e-01,8.312649e-01,7.121263e+00
1.626900e-10,7.533191e-01,8.312914e-01,7.121276e+00
1.627050e-10,7.533419e-01,8.313080e-01,7.121279e+00
1.627200e-10,7.533568e-01,8.313147e-01,7.121272e+00
1.627350e-10,7.533638e-01,8.313115e-01,7.121256e+00
1.627500e-10,7.533630e-01,8.312984e-01,7.121230e+00
1.627650e-10,7.533542e-01,8.312756e-01,7.121194e+00
1.627800e-10,7.533377e-01,8.312430e-01,7.121148e+00
1.627950e-10,7.533134e-01,8.312008e-01,7.121093e+00
1.628100e-10,7.532814e-01,8.311491e-01,7.121028e+00
1.628250e-10,7.532419e-01,8.310881e-01,7.120954e+00
1.628400e-10,7.531949e-01,8.310180e-01,7.120871e+00
1.628550e-10,7.531406e-01,8.309389e-01,7.120779e+00
1.628700e-10,7.530791e-01,8.308512e-01,7.120678e+00
1.628850e-10,7.530107e-01,8.307549e-01,7.120569e+00
1.629000e-10,7.529356e-01,8.306504e-01,7.120452e+00
1.629150e-10,7.528538e-01,8.305380e-01,7.120327e+00
1.629300e-10,7.527657e-01,8.304180e-01,7.120194e+00
1.629450e-10,7.526715e-01,8.302907e-01,7.120055e+00
1.629600e-10,7.525714e-01,8.301564e-01,7.119908e+00
1.629750e-10,7.524657e-01,8.300155e-01,7.119754e+00
1.629900e-10,7.523548e-01,8.298684e-01,7.119595e+00
1.630050e-10,7.522388e-01,8.297154e-01,7.119430e+00
1.630200e-10,7.521181e-01,8.295569e-01,7.119259e+00
1.630350e-10,7.519930e-01,8.293934e-01,7.119083e+00
1.630500e-10,7.518639e-01,8.292253e-01,7.118903e+00
1.630650e-10,7.517310e-01,8.290529e-01,7.118719e+00
1.630800e-10,7.515947e-01,8.288768e-01,7.118531e+00
1.630950e-10,7.514554e-01,8.286975e-01,7.118340e+00
1.631100e-10,7.513134e-01,8.285152e-01,7.118146e+00
1.631250e-10,7.511691e-01,8.283306e-01,7.117949e+00
1.631400e-10,7.510229e-01,8.281441e-01,7.117751e+00
1.631550e-10,7.508751e-01,8.279561e-01,7.117552e+00
1.631700e-10,7.507261e-01,8.277672e-01,7.117351e+00
1.631850e-10,7.505762e-01,8.275778e-01,7.117150e+00
1.632000e-10,7.504260e-01,8.273884e-01,7.116949e+00
1.632150e-10,7.502756e-01,8.271994e-01,7.116749e+00
1.632300e-10,7.501256e-01,8.270114e-01,7.116550e+00
1.632450e-10,7.499763e-01,8.268248e-01,7.116352e+00
1.632600e-10,7.498281e-01,8.266400e-01,7.116156e+00
1.632750e-10,7.496813e-01,8.264576e-01,7.115963e+00
1.632900e-10,7.495363e-01,8.262780e-01,7.115772e+00
1.633050e-10,7.493935e-01,8.261016e-01,7.115585e+00
1.633200e-10,7.492532e-01,8.259288e-01,7.115402e+00
1.633350e-10,7.491157e-01,8.257601e-01,7.115222e+00
