time,"P(Q)","P(A)","P(B)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.500000e-14,3.338948e-04,3.123551e-04,3.123551e-04
3.000000e-14,6.704553e-04,6.274815e-04,6.274815e-04
4.500000e-14,1.010751e-03,9.466027e-04,9.466027e-04
6.000000e-14,1.355847e-03,1.270954e-03,1.270954e-03
7.500000e-14,1.706812e-03,1.601780e-03,1.601780e-03
9.000000e-14,2.064719e-03,1.940329e-03,1.940329e-03
1.050000e-13,2.430643e-03,2.287846e-03,2.287846e-03
1.200000e-13,2.805655e-03,2.645571e-03,2.645571e-03
1.350000e-13,3.190823e-03,3.014734e-03,3.014734e-03
1.500000e-13,3.587210e-03,3.396554e-03,3.396554e-03
1.650000e-13,3.995872e-03,3.792236e-03,3.792236e-03
1.800000e-13,4.417856e-03,4.202971e-03,4.202971e-03
1.950000e-13,4.854199e-03,4.629930e-03,4.629930e-03
2.100000e-13,5.305927e-03,5.074267e-03,5.074267e-03
2.250000e-13,5.774053e-03,5.537112e-03,5.537112e-03
2.400000e-13,6.259576e-03,6.019575e-03,6.019575e-03
2.550000e-13,6.763480e-03,6.522740e-03,6.522740e-03
2.700000e-13,7.286731e-03,7.047667e-03,7.047667e-03
2.850000e-13,7.830277e-03,7.595387e-03,7.595387e-03
3.000000e-13,8.395048e-03,8.166903e-03,8.166903e-03
3.150000e-13,8.981951e-03,8.763191e-03,8.763191e-03
3.300000e-13,9.591873e-03,9.385192e-03,9.385192e-03
3.450000e-13,1.022568e-02,1.003382e-02,1.003382e-02
3.600000e-13,1.088421e-02,1.070995e-02,1.070995e-02
3.750000e-13,1.156827e-02,1.141444e-02,1.141444e-02
3.900000e-13,1.227866e-02,1.214809e-02,1.214809e-02
4.050000e-13,1.301614e-02,1.291167e-02,1.291167e-02
4.200000e-13,1.378143e-02,1.370595e-02,1.370595e-02
4.350000e-13,1.457525e-02,1.453161e-02,1.453161e-02
4.500000e-13,1.539826e-02,1.538933e-02,1.538933e-02
4.650000e-13,1.625112e-02,1.627975e-02,1.627975e-02
4.800000e-13,1.713443e-02,1.720346e-02,1.720346e-02
4.950000e-13,1.804877e-02,1.816103e-02,1.816103e-02
5.100000e-13,1.899468e-02,1.915296e-02,1.915296e-02
5.250000e-13,1.997269e-02,2.017977e-02,2.017977e-02
5.400000e-13,2.098327e-02,2.124188e-02,2.124188e-02
5.550000e-13,2.202687e-02,2.233971e-02,2.233971e-02
5.700000e-13,2.310389e-02,2.347364e-02,2.347364e-02
5.850000e-13,2.421471e-02,2.464401e-02,2.464401e-02
6.000000e-13,2.535966e-02,2.585111e-02,2.585111e-02
6.150000e-13,2.653904e-02,2.709520e-02,2.709520e-02
6.300000e-13,2.775313e-02,2.837652e-02,2.837652e-02
6.450000e-13,2.900214e-02,2.969525e-02,2.969525e-02
6.600000e-13,3.028626e-02,3.105155e-02,3.105155e-02
6.750000e-13,3.160565e-02,3.244553e-02,3.244553e-02
6.900000e-13,3.296042e-02,3.387727e-02,3.387727e-02
7.050000e-13,3.435065e-02,3.534683e-02,3.534683e-02
7.200000e-13,3.577637e-02,3.685420e-02,3.685420e-02
7.350000e-13,3.723759e-02,3.839936e-02,3.839936e-02
7.500000e-13,3.873427e-02,3.998226e-02,3.998226e-02
7.650000e-13,4.026633e-02,4.160279e-02,4.160279e-02
7.800000e-13,4.183366e-02,4.326084e-02,4.326084e-02
7.950000e-13,4.343612e-02,4.495623e-02,4.495623e-02
8.100000e-13,4.507351e-02,4.668877e-02,4.668877e-02
8.250000e-13,4.674561e-02,4.845822e-02,4.845822e-02
8.400000e-13,4.845217e-02,5.026433e-02,5.026433e-02
8.550000e-13,5.019288e-02,5.210679e-02,5.210679e-02
8.700000e-13,5.196741e-02,5.398528e-02,5.398528e-02
8.850000e-13,5.377540e-02,5.589944e-02,5.589944e-02
9.000000e-13,5.561644e-02,5.784887e-02,5.784887e-02
9.150000e-13,5.749010e-02,5.983315e-02,5.983315e-02
9.300000e-13,5.939590e-02,6.185182e-02,6.185182e-02
9.450000e-13,6.133335e-02,6.390439e-02,6.390439e-02
9.600000e-13,6.330189e-02,6.599035e-02,6.599035e-02
9.750000e-13,6.530098e-02,6.810915e-02,6.810915e-02
9.900000e-13,6.733000e-02,7.026021e-02,7.026021e-02
1.005000e-12,6.938833e-02,7.244293e-02,7.244293e-02
1.020000e-12,7.147531e-02,7.465666e-02,7.465666e-02
1.035000e-12,7.359025e-02,7.690075e-02,7.690075e-02
1.050000e-12,7.573243e-02,7.917450e-02,7.917450e-02
1.065000e-12,7.790112e-02,8.147720e-02,8.147720e-02
1.080000e-12,8.009554e-02,8.380809e-02,8.380809e-02
1.095000e-12,8.231489e-02,8.616640e-02,8.616640e-02
1.110000e-12,8.455837e-02,8.855134e-02,8.855134e-02
1.125000e-12,8.682512e-02,9.096209e-02,9.096209e-02
1.140000e-12,8.911430e-02,9.339778e-02,9.339778e-02
1.155000e-12,9.142500e-02,9.585756e-02,9.585756e-02
1.170000e-12,9.375634e-02,9.834053e-02,9.834053e-02
1.185000e-12,9.610738e-02,1.008458e-01,1.008458e-01
1.200000e-12,9.847719e-02,1.033723e-01,1.033723e-01
1.215000e-12,1.008648e-01,1.059193e-01,1.059193e-01
1.230000e-12,1.032693e-01,1.084856e-01,1.084856e-01
1.245000e-12,1.056896e-01,1.110704e-01,1.110704e-01
1.260000e-12,1.081248e-01,1.136725e-01,1.136725e-01
1.275000e-12,1.105738e-01,1.162910e-01,1.162910e-01
1.290000e-12,1.130357e-01,1.189248e-01,1.189248e-01
1.305000e-12,1.155094e-01,1.215729e-01,1.215729e-01
1.320000e-12,1.179938e-01,1.242341e-01,1.242341e-01
1.335000e-12,1.204880e-01,1.269074e-01,1.269074e-01
1.350000e-12,1.229909e-01,1.295918e-01,1.295918e-01
1.365000e-12,1.255014e-01,1.322860e-01,1.322860e-01
1.380000e-12,1.280185e-01,1.349891e-01,1.349891e-01
1.395000e-12,1.305411e-01,1.376998e-01,1.376998e-01
1.410000e-12,1.330683e-01,1.404170e-01,1.404170e-01
1.425000e-12,1.355989e-01,1.431397e-01,1.431397e-01
1.440000e-12,1.381318e-01,1.458667e-01,1.458667e-01
1.455000e-12,1.406662e-01,1.485968e-01,1.485968e-01
1.470000e-12,1.432009e-01,1.513291e-01,1.513291e-01
1.485000e-12,1.457349e-01,1.540622e-01,1.540622e-01
1.500000e-12,1.482672e-01,1.567952e-01,1.567952e-01
1.515000e-12,1.507967e-01,1.595268e-01,1.595268e-01
1.530000e-12,1.533226e-01,1.622561e-01,1.622561e-01
1.545000e-12,1.558438e-01,1.649819e-01,1.649819e-01
1.560000e-12,1.583593e-01,1.677030e-01,1.677030e-01
1.575000e-12,1.608682e-01,1.704186e-01,1.704186e-01
1.590000e-12,1.633696e-01,1.731274e-01,1.731274e-01
1.605000e-12,1.658626e-01,1.758286e-01,1.758286e-01
1.620000e-12,1.683461e-01,1.785209e-01,1.785209e-01
1.635000e-12,1.708195e-01,1.812035e-01,1.812035e-01
1.650000e-12,1.732818e-01,1.838754e-01,1.838754e-01
1.665000e-12,1.757322e-01,1.865356e-01,1.865356e-01
1.680000e-12,1.781698e-01,1.891831e-01,1.891831e-01
1.695000e-12,1.805940e-01,1.918172e-01,1.918172e-01
1.710000e-12,1.830039e-01,1.944368e-01,1.944368e-01
1.725000e-12,1.853989e-01,1.970412e-01,1.970412e-01
1.740000e-12,1.877781e-01,1.996294e-01,1.996294e-01
1.755000e-12,1.901410e-01,2.022008e-01,2.022008e-01
1.770000e-12,1.924869e-01,2.047546e-01,2.047546e-01
1.785000e-12,1.948152e-01,2.072900e-01,2.072900e-01
1.800000e-12,1.971252e-01,2.098064e-01,2.098064e-01
1.815000e-12,1.994166e-01,2.123031e-01,2.123031e-01
1.830000e-12,2.016887e-01,2.147795e-01,2.147795e-01
1.845000e-12,2.039410e-01,2.172349e-01,2.172349e-01
1.860000e-12,2.061732e-01,2.196690e-01,2.196690e-01
1.875000e-12,2.083848e-01,2.220811e-01,2.220811e-01
1.890000e-12,2.105753e-01,2.244708e-01,2.244708e-01
1.905000e-12,2.127446e-01,2.268378e-01,2.268378e-01
1.920000e-12,2.148922e-01,2.291815e-01,2.291815e-01
1.935000e-12,2.170180e-01,2.315017e-01,2.315017e-01
1.950000e-12,2.191216e-01,2.337981e-01,2.337981e-01
1.965000e-12,2.212028e-01,2.360705e-01,2.360705e-01
1.980000e-12,2.232616e-01,2.383186e-01,2.383186e-01
1.995000e-12,2.252978e-01,2.405422e-01,2.405422e-01
2.010000e-12,2.273112e-01,2.427413e-01,2.427413e-01
2.025000e-12,2.293019e-01,2.449158e-01,2.449158e-01
2.040000e-12,2.312699e-01,2.470656e-01,2.470656e-01
2.055000e-12,2.332151e-01,2.491907e-01,2.491907e-01
2.070000e-12,2.351376e-01,2.512912e-01,2.512912e-01
2.085000e-12,2.370376e-01,2.533673e-01,2.533673e-01
2.100000e-12,2.389152e-01,2.554189e-01,2.554189e-01
2.115000e-12,2.407704e-01,2.574464e-01,2.574464e-01
2.130000e-12,2.426036e-01,2.594499e-01,2.594499e-01
2.145000e-12,2.444150e-01,2.614297e-01,2.614297e-01
2.160000e-12,2.462049e-01,2.633860e-01,2.633860e-01
2.175000e-12,2.479736e-01,2.653193e-01,2.653193e-01
2.190000e-12,2.497213e-01,2.672299e-01,2.672299e-01
2.205000e-12,2.514486e-01,2.691182e-01,2.691182e-01
2.220000e-12,2.531558e-01,2.709847e-01,2.709847e-01
2.235000e-12,2.548433e-01,2.728298e-01,2.728298e-01
2.250000e-12,2.565117e-01,2.746541e-01,2.746541e-01
2.265000e-12,2.581614e-01,2.764581e-01,2.764581e-01
2.280000e-12,2.597929e-01,2.782425e-01,2.782425e-01
2.295000e-12,2.614069e-01,2.800077e-01,2.800077e-01
2.310000e-12,2.630039e-01,2.817546e-01,2.817546e-01
2.325000e-12,2.645846e-01,2.834837e-01,2.834837e-01
2.340000e-12,2.661495e-01,2.851958e-01,2.851958e-01
2.355000e-12,2.676994e-01,2.868915e-01,2.868915e-01
2.370000e-12,2.692349e-01,2.885717e-01,2.885717e-01
2.385000e-12,2.707567e-01,2.902371e-01,2.902371e-01
2.400000e-12,2.722656e-01,2.918885e-01,2.918885e-01
2.415000e-12,2.737623e-01,2.935268e-01,2.935268e-01
2.430000e-12,2.752476e-01,2.951527e-01,2.951527e-01
2.445000e-12,2.767222e-01,2.967672e-01,2.967672e-01
2.460000e-12,2.781871e-01,2.983710e-01,2.983710e-01
2.475000e-12,2.796429e-01,2.999652e-01,2.999652e-01
2.490000e-12,2.810906e-01,3.015505e-01,3.015505e-01
2.505000e-12,2.825309e-01,3.031279e-01,3.031279e-01
2.520000e-12,2.839648e-01,3.046983e-01,3.046983e-01
2.535000e-12,2.853930e-01,3.062627e-01,3.062627e-01
2.550000e-12,2.868165e-01,3.078220e-01,3.078220e-01
2.565000e-12,2.882361e-01,3.093770e-01,3.093770e-01
2.580000e-12,2.896527e-01,3.109289e-01,3.109289e-01
2.595000e-12,2.910672e-01,3.124784e-01,3.124784e-01
2.610000e-12,2.924805e-01,3.140266e-01,3.140266e-01
2.625000e-12,2.938934e-01,3.155745e-01,3.155745e-01
2.640000e-12,2.953069e-01,3.171228e-01,3.171228e-01
2.655000e-12,2.967219e-01,3.186727e-01,3.186727e-01
2.670000e-12,2.981392e-01,3.202251e-01,3.202251e-01
2.685000e-12,2.995597e-01,3.217808e-01,3.217808e-01
2.700000e-12,3.009842e-01,3.233408e-01,3.233408e-01
2.715000e-12,3.024138e-01,3.249060e-01,3.249060e-01
2.730000e-12,3.038491e-01,3.264773e-01,3.264773e-01
2.745000e-12,3.052911e-01,3.280557e-01,3.280557e-01
2.760000e-12,3.067406e-01,3.296420e-01,3.296420e-01
2.775000e-12,3.081984e-01,3.312371e-01,3.312371e-01
2.790000e-12,3.096653e-01,3.328418e-01,3.328418e-01
2.805000e-12,3.111422e-01,3.344569e-01,3.344569e-01
2.820000e-12,3.126298e-01,3.360834e-01,3.360834e-01
2.835000e-12,3.141288e-01,3.377220e-01,3.377220e-01
2.850000e-12,3.156401e-01,3.393735e-01,3.393735e-01
2.865000e-12,3.171643e-01,3.410386e-01,3.410386e-01
2.880000e-12,3.187021e-01,3.427181e-01,3.427181e-01
2.895000e-12,3.202543e-01,3.444127e-01,3.444127e-01
2.910000e-12,3.218215e-01,3.461232e-01,3.461232e-01
2.925000e-12,3.234044e-01,3.478501e-01,3.478501e-01
2.940000e-12,3.250035e-01,3.495942e-01,3.495942e-01
2.955000e-12,3.266194e-01,3.513561e-01,3.513561e-01
2.970000e-12,3.282528e-01,3.531363e-01,3.531363e-01
2.985000e-12,3.299041e-01,3.549354e-01,3.549354e-01
3.000000e-12,3.315739e-01,3.567540e-01,3.567540e-01
3.015000e-12,3.332626e-01,3.585927e-01,3.585927e-01
3.030000e-12,3.349708e-01,3.604517e-01,3.604517e-01
3.045000e-12,3.366988e-01,3.623318e-01,3.623318e-01
3.060000e-12,3.384470e-01,3.642331e-01,3.642331e-01
3.075000e-12,3.402158e-01,3.661562e-01,3.661562e-01
3.090000e-12,3.420055e-01,3.681015e-01,3.681015e-01
3.105000e-12,3.438165e-01,3.700691e-01,3.700691e-01
3.120000e-12,3.456490e-01,3.720595e-01,3.720595e-01
3.135000e-12,3.475032e-01,3.740730e-01,3.740730e-01
3.150000e-12,3.493794e-01,3.761096e-01,3.761096e-01
3.165000e-12,3.512778e-01,3.781697e-01,3.781697e-01
3.180000e-12,3.531984e-01,3.802534e-01,3.802534e-01
3.195000e-12,3.551415e-01,3.823609e-01,3.823609e-01
3.210000e-12,3.571071e-01,3.844922e-01,3.844922e-01
3.225000e-12,3.590952e-01,3.866474e-01,3.866474e-01
3.240000e-12,3.611059e-01,3.888266e-01,3.888266e-01
3.255000e-12,3.631391e-01,3.910297e-01,3.910297e-01
3.270000e-12,3.651949e-01,3.932568e-01,3.932568e-01
3.285000e-12,3.672731e-01,3.955077e-01,3.955077e-01
3.300000e-12,3.693737e-01,3.977825e-01,3.977825e-01
3.315000e-12,3.714964e-01,4.000808e-01,4.000808e-01
3.330000e-12,3.736412e-01,4.024027e-01,4.024027e-01
3.345000e-12,3.758079e-01,4.047478e-01,4.047478e-01
3.360000e-12,3.779961e-01,4.071161e-01,4.071161e-01
3.375000e-12,3.802057e-01,4.095071e-01,4.095071e-01
3.390000e-12,3.824364e-01,4.119207e-01,4.119207e-01
3.405000e-12,3.846879e-01,4.143565e-01,4.143565e-01
3.420000e-12,3.869598e-01,4.168143e-01,4.168143e-01
3.435000e-12,3.892518e-01,4.192935e-01,4.192935e-01
3.450000e-12,3.915635e-01,4.217939e-01,4.217939e-01
3.465000e-12,3.938945e-01,4.243150e-01,4.243150e-01
3.480000e-12,3.962443e-01,4.268563e-01,4.268563e-01
3.495000e-12,3.986125e-01,4.294175e-01,4.294175e-01
3.510000e-12,4.009986e-01,4.319979e-01,4.319979e-01
3.525000e-12,4.034021e-01,4.345970e-01,4.345970e-01
3.540000e-12,4.058225e-01,4.372144e-01,4.372144e-01
3.555000e-12,4.082592e-01,4.398494e-01,4.398494e-01
3.570000e-12,4.107117e-01,4.425015e-01,4.425015e-01
3.585000e-12,4.131794e-01,4.451701e-01,4.451701e-01
3.600000e-12,4.156617e-01,4.478545e-01,4.478545e-01
3.615000e-12,4.181580e-01,4.505540e-01,4.505540e-01
3.630000e-12,4.206677e-01,4.532681e-01,4.532681e-01
3.645000e-12,4.231902e-01,4.559961e-01,4.559961e-01
3.660000e-12,4.257247e-01,4.587372e-01,4.587372e-01
3.675000e-12,4.282707e-01,4.614908e-01,4.614908e-01
3.690000e-12,4.308274e-01,4.642561e-01,4.642561e-01
3.705000e-12,4.333943e-01,4.670325e-01,4.670325e-01
3.720000e-12,4.359705e-01,4.698192e-01,4.698192e-01
3.735000e-12,4.385555e-01,4.726154e-01,4.726154e-01
3.750000e-12,4.411485e-01,4.754205e-01,4.754205e-01
3.765000e-12,4.437488e-01,4.782336e-01,4.782336e-01
3.780000e-12,4.463558e-01,4.810540e-01,4.810540e-01
3.795000e-12,4.489687e-01,4.838810e-01,4.838810e-01
3.810000e-12,4.515868e-01,4.867138e-01,4.867138e-01
3.825000e-12,4.542095e-01,4.895516e-01,4.895516e-01
3.840000e-12,4.568359e-01,4.923937e-01,4.923937e-01
3.855000e-12,4.594655e-01,4.952393e-01,4.952393e-01
3.870000e-12,4.620975e-01,4.980877e-01,4.980877e-01
3.885000e-12,4.647313e-01,5.009381e-01,5.009381e-01
3.900000e-12,4.673661e-01,5.037898e-01,5.037898e-01
3.915000e-12,4.700013e-01,5.066420e-01,5.066420e-01
3.930000e-12,4.726361e-01,5.094941e-01,5.094941e-01
3.945000e-12,4.752701e-01,5.123453e-01,5.123453e-01
3.960000e-12,4.779025e-01,5.151949e-01,5.151949e-01
3.975000e-12,4.805326e-01,5.180422e-01,5.180422e-01
3.990000e-12,4.831599e-01,5.208865e-01,5.208865e-01
4.005000e-12,4.857837e-01,5.237272e-01,5.237272e-01
4.020000e-12,4.884034e-01,5.265636e-01,5.265636e-01
4.035000e-12,4.910185e-01,5.293951e-01,5.293951e-01
4.050000e-12,4.936283e-01,5.322210e-01,5.322210e-01
4.065000e-12,4.962324e-01,5.350408e-01,5.350408e-01
4.080000e-12,4.988302e-01,5.378539e-01,5.378539e-01
4.095000e-12,5.014211e-01,5.406598e-01,5.406598e-01
4.110000e-12,5.040047e-01,5.434577e-01,5.434577e-01
4.125000e-12,5.065805e-01,5.462474e-01,5.462474e-01
4.140000e-12,5.091481e-01,5.490282e-01,5.490282e-01
4.155000e-12,5.117069e-01,5.517997e-01,5.517997e-01
4.170000e-12,5.142566e-01,5.545614e-01,5.545614e-01
4.185000e-12,5.167967e-01,5.573129e-01,5.573129e-01
4.200000e-12,5.193269e-01,5.600537e-01,5.600537e-01
4.215000e-12,5.218469e-01,5.627836e-01,5.627836e-01
4.230000e-12,5.243562e-01,5.655021e-01,5.655021e-01
4.245000e-12,5.268546e-01,5.682089e-01,5.682089e-01
4.260000e-12,5.293418e-01,5.709038e-01,5.709038e-01
4.275000e-12,5.318175e-01,5.735863e-01,5.735863e-01
4.290000e-12,5.342815e-01,5.762563e-01,5.762563e-01
4.305000e-12,5.367335e-01,5.789135e-01,5.789135e-01
4.320000e-12,5.391734e-01,5.815577e-01,5.815577e-01
4.335000e-12,5.416010e-01,5.841888e-01,5.841888e-01
4.350000e-12,5.440160e-01,5.868065e-01,5.868065e-01
4.365000e-12,5.464185e-01,5.894108e-01,5.894108e-01
4.380000e-12,5.488082e-01,5.920016e-01,5.920016e-01
4.395000e-12,5.511852e-01,5.945787e-01,5.945787e-01
4.410000e-12,5.535493e-01,5.971421e-01,5.971421e-01
4.425000e-12,5.559005e-01,5.996919e-01,5.996919e-01
4.440000e-12,5.582388e-01,6.022279e-01,6.022279e-01
4.455000e-12,5.605643e-01,6.047502e-01,6.047502e-01
4.470000e-12,5.628768e-01,6.072589e-01,6.072589e-01
4.485000e-12,5.651765e-01,6.097540e-01,6.097540e-01
4.500000e-12,5.674636e-01,6.122356e-01,6.122356e-01
4.515000e-12,5.697379e-01,6.147038e-01,6.147038e-01
4.530000e-12,5.719998e-01,6.171588e-01,6.171588e-01
4.545000e-12,5.742492e-01,6.196007e-01,6.196007e-01
4.560000e-12,5.764864e-01,6.220298e-01,6.220298e-01
4.575000e-12,5.787116e-01,6.244461e-01,6.244461e-01
4.590000e-12,5.809249e-01,6.268500e-01,6.268500e-01
4.605000e-12,5.831266e-01,6.292416e-01,6.292416e-01
4.620000e-12,5.853168e-01,6.316213e-01,6.316213e-01
4.635000e-12,5.874959e-01,6.339892e-01,6.339892e-01
4.650000e-12,5.896641e-01,6.363458e-01,6.363458e-01
4.665000e-12,5.918216e-01,6.386913e-01,6.386913e-01
4.680000e-12,5.939688e-01,6.410260e-01,6.410260e-01
4.695000e-12,5.961061e-01,6.433503e-01,6.433503e-01
4.710000e-12,5.982336e-01,6.456645e-01,6.456645e-01
4.725000e-12,6.003518e-01,6.479690e-01,6.479690e-01
4.740000e-12,6.024609e-01,6.502642e-01,6.502642e-01
4.755000e-12,6.045615e-01,6.525504e-01,6.525504e-01
4.770000e-12,6.066538e-01,6.548282e-01,6.548282e-01
4.785000e-12,6.087382e-01,6.570978e-01,6.570978e-01
4.800000e-12,6.108151e-01,6.593598e-01,6.593598e-01
4.815000e-12,6.128849e-01,6.616145e-01,6.616145e-01
4.830000e-12,6.149481e-01,6.638624e-01,6.638624e-01
4.845000e-12,6.170051e-01,6.661040e-01,6.661040e-01
4.860000e-12,6.190562e-01,6.683397e-01,6.683397e-01
4.875000e-12,6.211019e-01,6.705699e-01,6.705699e-01
4.890000e-12,6.231427e-01,6.727951e-01,6.727951e-01
4.905000e-12,6.251790e-01,6.750159e-01,6.750159e-01
4.920000e-12,6.272113e-01,6.772326e-01,6.772326e-01
4.935000e-12,6.292399e-01,6.794457e-01,6.794457e-01
4.950000e-12,6.312654e-01,6.816558e-01,6.816558e-01
4.965000e-12,6.332882e-01,6.838633e-01,6.838633e-01
4.980000e-12,6.353087e-01,6.860686e-01,6.860686e-01
4.995000e-12,6.373275e-01,6.882724e-01,6.882724e-01
5.010000e-12,6.391223e-01,6.902667e-01,6.902667e-01
5.025000e-12,6.408032e-01,6.921543e-01,6.921543e-01
5.040000e-12,6.424803e-01,6.940382e-01,6.940382e-01
5.055000e-12,6.441530e-01,6.959175e-01,6.959175e-01
5.070000e-12,6.458207e-01,6.977915e-01,6.977915e-01
5.085000e-12,6.474827e-01,6.996593e-01,6.996593e-01
5.100000e-12,6.491384e-01,7.015202e-01,7.015202e-01
5.115000e-12,6.507872e-01,7.033734e-01,7.033734e-01
5.130000e-12,6.524283e-01,7.052181e-01,7.052181e-01
5.145000e-12,6.540613e-01,7.070536e-01,7.070536e-01
5.160000e-12,6.556854e-01,7.088790e-01,7.088790e-01
5.175000e-12,6.573000e-01,7.106935e-01,7.106935e-01
5.190000e-12,6.589044e-01,7.124964e-01,7.124964e-01
5.205000e-12,6.604980e-01,7.142869e-01,7.142869e-01
5.220000e-12,6.620802e-01,7.160643e-01,7.160643e-01
5.235000e-12,6.636503e-01,7.178279e-01,7.178279e-01
5.250000e-12,6.652077e-01,7.195768e-01,7.195768e-01
5.265000e-12,6.667517e-01,7.213104e-01,7.213104e-01
5.280000e-12,6.682817e-01,7.230280e-01,7.230280e-01
5.295000e-12,6.697972e-01,7.247290e-01,7.247290e-01
5.310000e-12,6.712974e-01,7.264125e-01,7.264125e-01
5.325000e-12,6.727819e-01,7.280780e-01,7.280780e-01
5.340000e-12,6.742499e-01,7.297248e-01,7.297248e-01
5.355000e-12,6.757009e-01,7.313524e-01,7.313524e-01
5.370000e-12,6.771343e-01,7.329600e-01,7.329600e-01
5.385000e-12,6.785496e-01,7.345472e-01,7.345472e-01
5.400000e-12,6.799462e-01,7.361133e-01,7.361133e-01
5.415000e-12,6.813235e-01,7.376578e-01,7.376578e-01
5.430000e-12,6.826811e-01,7.391801e-01,7.391801e-01
5.445000e-12,6.840184e-01,7.406798e-01,7.406798e-01
5.460000e-12,6.853348e-01,7.421564e-01,7.421564e-01
5.475000e-12,6.866300e-01,7.436093e-01,7.436093e-01
5.490000e-12,6.879034e-01,7.450382e-01,7.450382e-01
5.505000e-12,6.891546e-01,7.464426e-01,7.464426e-01
5.520000e-12,6.903831e-01,7.478220e-01,7.478220e-01
5.535000e-12,6.915885e-01,7.491762e-01,7.491762e-01
5.550000e-12,6.927704e-01,7.505046e-01,7.505046e-01
5.565000e-12,6.939284e-01,7.518070e-01,7.518070e-01
5.580000e-12,6.950621e-01,7.530831e-01,7.530831e-01
5.595000e-12,6.961712e-01,7.543324e-01,7.543324e-01
5.610000e-12,6.972554e-01,7.555547e-01,7.555547e-01
5.625000e-12,6.983142e-01,7.567498e-01,7.567498e-01
5.640000e-12,6.993475e-01,7.579173e-01,7.579173e-01
5.655000e-12,7.003550e-01,7.590571e-01,7.590571e-01
5.670000e-12,7.013364e-01,7.601689e-01,7.601689e-01
5.685000e-12,7.022914e-01,7.612526e-01,7.612526e-01
5.700000e-12,7.032199e-01,7.623078e-01,7.623078e-01
5.715000e-12,7.041217e-01,7.633346e-01,7.633346e-01
5.730000e-12,7.049967e-01,7.643326e-01,7.643326e-01
5.745000e-12,7.058446e-01,7.653019e-01,7.653019e-01
5.760000e-12,7.066653e-01,7.662423e-01,7.662423e-01
5.775000e-12,7.074588e-01,7.671538e-01,7.671538e-01
5.790000e-12,7.082250e-01,7.680362e-01,7.680362e-01
5.805000e-12,7.089639e-01,7.688895e-01,7.688895e-01
5.820000e-12,7.096754e-01,7.697137e-01,7.697137e-01
5.835000e-12,7.103595e-01,7.705088e-01,7.705088e-01
5.850000e-12,7.110162e-01,7.712749e-01,7.712749e-01
5.865000e-12,7.116456e-01,7.720119e-01,7.720119e-01
5.880000e-12,7.122478e-01,7.727198e-01,7.727198e-01
5.895000e-12,7.128229e-01,7.733989e-01,7.733989e-01
5.910000e-12,7.133710e-01,7.740492e-01,7.740492e-01
5.925000e-12,7.138922e-01,7.746707e-01,7.746707e-01
5.940000e-12,7.143867e-01,7.752637e-01,7.752637e-01
5.955000e-12,7.148547e-01,7.758283e-01,7.758283e-01
5.970000e-12,7.152964e-01,7.763647e-01,7.763647e-01
5.985000e-12,7.157121e-01,7.768731e-01,7.768731e-01
6.000000e-12,7.161020e-01,7.773537e-01,7.773537e-01
6.015000e-12,7.164664e-01,7.778067e-01,7.778067e-01
6.030000e-12,7.168057e-01,7.782325e-01,7.782325e-01
6.045000e-12,7.171201e-01,7.786313e-01,7.786313e-01
6.060000e-12,7.174101e-01,7.790035e-01,7.790035e-01
6.075000e-12,7.176760e-01,7.793493e-01,7.793493e-01
6.090000e-12,7.179182e-01,7.796692e-01,7.796692e-01
6.105000e-12,7.181371e-01,7.799635e-01,7.799635e-01
6.120000e-12,7.183332e-01,7.802326e-01,7.802326e-01
6.135000e-12,7.185070e-01,7.804771e-01,7.804771e-01
6.150000e-12,7.186590e-01,7.806972e-01,7.806972e-01
6.165000e-12,7.187896e-01,7.808935e-01,7.808935e-01
6.180000e-12,7.188993e-01,7.810665e-01,7.810665e-01
6.195000e-12,7.189889e-01,7.812168e-01,7.812168e-01
6.210000e-12,7.190587e-01,7.813447e-01,7.813447e-01
6.225000e-12,7.191095e-01,7.814510e-01,7.814510e-01
6.240000e-12,7.191417e-01,7.815362e-01,7.815362e-01
6.255000e-12,7.191560e-01,7.816009e-01,7.816009e-01
6.270000e-12,7.191531e-01,7.816458e-01,7.816458e-01
6.285000e-12,7.191336e-01,7.816714e-01,7.816714e-01
6.300000e-12,7.190982e-01,7.816785e-01,7.816785e-01
6.315000e-12,7.190474e-01,7.816677e-01,7.816677e-01
6.330000e-12,7.189822e-01,7.816397e-01,7.816397e-01
6.345000e-12,7.189030e-01,7.815953e-01,7.815953e-01
6.360000e-12,7.188107e-01,7.815353e-01,7.815353e-01
6.375000e-12,7.187060e-01,7.814602e-01,7.814602e-01
6.390000e-12,7.185896e-01,7.813710e-01,7.813710e-01
6.405000e-12,7.184622e-01,7.812684e-01,7.812684e-01
6.420000e-12,7.183247e-01,7.811532e-01,7.811532e-01
6.435000e-12,7.181777e-01,7.810262e-01,7.810262e-01
6.450000e-12,7.180220e-01,7.808883e-01,7.808883e-01
6.465000e-12,7.178585e-01,7.807402e-01,7.807402e-01
6.480000e-12,7.176877e-01,7.805829e-01,7.805829e-01
6.495000e-12,7.175107e-01,7.804171e-01,7.804171e-01
6.510000e-12,7.173280e-01,7.802437e-01,7.802437e-01
6.525000e-12,7.171405e-01,7.800635e-01,7.800635e-01
