time,"P(B5)"
0.000000e+00,0.000000e+00
1.000000e-14,2.801469e-08
2.000000e-14,1.288740e-07
3.000000e-14,3.536471e-07
4.000000e-14,7.539559e-07
5.000000e-14,1.379518e-06
6.000000e-14,2.277310e-06
7.000000e-14,3.491451e-06
8.000000e-14,5.063383e-06
9.000000e-14,7.032167e-06
1.000000e-13,9.434815e-06
1.100000e-13,1.230663e-05
1.200000e-13,1.568154e-05
1.300000e-13,1.959244e-05
1.400000e-13,2.407150e-05
1.500000e-13,2.915046e-05
1.600000e-13,3.486098e-05
1.700000e-13,4.123487e-05
1.800000e-13,4.830441e-05
1.900000e-13,5.610261e-05
2.000000e-13,6.466346e-05
2.100000e-13,7.402221e-05
2.200000e-13,8.421556e-05
2.300000e-13,9.528195e-05
2.400000e-13,1.072617e-04
2.500000e-13,1.201974e-04
2.600000e-13,1.341338e-04
2.700000e-13,1.491183e-04
2.800000e-13,1.652010e-04
2.900000e-13,1.824349e-04
3.000000e-13,2.008759e-04
3.100000e-13,2.205834e-04
3.200000e-13,2.416196e-04
3.300000e-13,2.640508e-04
3.400000e-13,2.879464e-04
3.500000e-13,3.133795e-04
3.600000e-13,3.404273e-04
3.700000e-13,3.691705e-04
3.800000e-13,3.996940e-04
3.900000e-13,4.320864e-04
4.000000e-13,4.664405e-04
4.100000e-13,5.028532e-04
4.200000e-13,5.414254e-04
4.300000e-13,5.822624e-04
4.400000e-13,6.254731e-04
4.500000e-13,6.711711e-04
4.600000e-13,7.194737e-04
4.700000e-13,7.705025e-04
4.800000e-13,8.243831e-04
4.900000e-13,8.812451e-04
5.000000e-13,9.412219e-04
5.100000e-13,1.004451e-03
5.200000e-13,1.071074e-03
5.300000e-13,1.141235e-03
5.400000e-13,1.215083e-03
5.500000e-13,1.292770e-03
5.600000e-13,1.374451e-03
5.700000e-13,1.460286e-03
5.800000e-13,1.550436e-03
5.900000e-13,1.645065e-03
6.000000e-13,1.744342e-03
6.100000e-13,1.848437e-03
6.200000e-13,1.957523e-03
6.300000e-13,2.071775e-03
6.400000e-13,2.191370e-03
6.500000e-13,2.316488e-03
6.600000e-13,2.447310e-03
6.700000e-13,2.584018e-03
6.800000e-13,2.726797e-03
6.900000e-13,2.875831e-03
7.000000e-13,3.031308e-03
7.100000e-13,3.193413e-03
7.200000e-13,3.362335e-03
7.300000e-13,3.538259e-03
7.400000e-13,3.721376e-03
7.500000e-13,3.911870e-03
7.600000e-13,4.109930e-03
7.700000e-13,4.315742e-03
7.800000e-13,4.529490e-03
7.900000e-13,4.751359e-03
8.000000e-13,4.981530e-03
8.100000e-13,5.220186e-03
8.200000e-13,5.467503e-03
8.300000e-13,5.723660e-03
8.400000e-13,5.988829e-03
8.500000e-13,6.263183e-03
8.600000e-13,6.546889e-03
8.700000e-13,6.840112e-03
8.800000e-13,7.143014e-03
8.900000e-13,7.455753e-03
9.000000e-13,7.778481e-03
9.100000e-13,8.111350e-03
9.200000e-13,8.454502e-03
9.300000e-13,8.808080e-03
9.400000e-13,9.172217e-03
9.500000e-13,9.547044e-03
9.600000e-13,9.932686e-03
9.700000e-13,1.032926e-02
9.800000e-13,1.073688e-02
9.900000e-13,1.115566e-02
1.000000e-12,1.158569e-02
1.010000e-12,1.202707e-02
1.020000e-12,1.247988e-02
1.030000e-12,1.294422e-02
1.040000e-12,1.342014e-02
1.050000e-12,1.390772e-02
1.060000e-12,1.440702e-02
1.070000e-12,1.491809e-02
1.080000e-12,1.544096e-02
1.090000e-12,1.597569e-02
1.100000e-12,1.652230e-02
1.110000e-12,1.708080e-02
1.120000e-12,1.765121e-02
1.130000e-12,1.823353e-02
1.140000e-12,1.882777e-02
1.150000e-12,1.943390e-02
1.160000e-12,2.005190e-02
1.170000e-12,2.068175e-02
1.180000e-12,2.132340e-02
1.190000e-12,2.197681e-02
1.200000e-12,2.264192e-02
1.210000e-12,2.331867e-02
1.220000e-12,2.400698e-02
1.230000e-12,2.470677e-02
1.240000e-12,2.541795e-02
1.250000e-12,2.614042e-02
1.260000e-12,2.687407e-02
1.270000e-12,2.761878e-02
1.280000e-12,2.837443e-02
1.290000e-12,2.914089e-02
1.300000e-12,2.991800e-02
1.310000e-12,3.070562e-02
1.320000e-12,3.150358e-02
1.330000e-12,3.231173e-02
1.340000e-12,3.312988e-02
1.350000e-12,3.395785e-02
1.360000e-12,3.479544e-02
1.370000e-12,3.564246e-02
1.380000e-12,3.649870e-02
1.390000e-12,3.736394e-02
1.400000e-12,3.823796e-02
1.410000e-12,3.912053e-02
1.420000e-12,4.001142e-02
1.430000e-12,4.091037e-02
1.440000e-12,4.181715e-02
1.450000e-12,4.273149e-02
1.460000e-12,4.365313e-02
1.470000e-12,4.458181e-02
1.480000e-12,4.551724e-02
1.490000e-12,4.645915e-02
1.500000e-12,4.740726e-02
1.510000e-12,4.836127e-02
1.520000e-12,4.932089e-02
1.530000e-12,5.028582e-02
1.540000e-12,5.125575e-02
1.550000e-12,5.223039e-02
1.560000e-12,5.320941e-02
1.570000e-12,5.419251e-02
1.580000e-12,5.517937e-02
1.590000e-12,5.616966e-02
1.600000e-12,5.716306e-02
1.610000e-12,5.815925e-02
1.620000e-12,5.915791e-02
1.630000e-12,6.015870e-02
1.640000e-12,6.116129e-02
1.650000e-12,6.216535e-02
1.660000e-12,6.317055e-02
1.670000e-12,6.417656e-02
1.680000e-12,6.518305e-02
1.690000e-12,6.618969e-02
1.700000e-12,6.719613e-02
1.710000e-12,6.820206e-02
1.720000e-12,6.920714e-02
1.730000e-12,7.021105e-02
1.740000e-12,7.121346e-02
1.750000e-12,7.221404e-02
1.760000e-12,7.321248e-02
1.770000e-12,7.420845e-02
1.780000e-12,7.520164e-02
1.790000e-12,7.619173e-02
1.800000e-12,7.717843e-02
1.810000e-12,7.816141e-02
1.820000e-12,7.914038e-02
1.830000e-12,8.011504e-02
1.840000e-12,8.108511e-02
1.850000e-12,8.205029e-02
1.860000e-12,8.301030e-02
1.870000e-12,8.396486e-02
1.880000e-12,8.491371e-02
1.890000e-12,8.585658e-02
1.900000e-12,8.679320e-02
1.910000e-12,8.772334e-02
1.920000e-12,8.864674e-02
1.930000e-12,8.956316e-02
1.940000e-12,9.047237e-02
1.950000e-12,9.137415e-02
1.960000e-12,9.226828e-02
1.970000e-12,9.315455e-02
1.980000e-12,9.403277e-02
1.990000e-12,9.490273e-02
2.000000e-12,9.576426e-02
2.010000e-12,9.661717e-02
2.020000e-12,9.746130e-02
2.030000e-12,9.829649e-02
2.040000e-12,9.912259e-02
2.050000e-12,9.993946e-02
2.060000e-12,1.007470e-01
2.070000e-12,1.015450e-01
2.080000e-12,1.023334e-01
2.090000e-12,1.031121e-01
2.100000e-12,1.038810e-01
2.110000e-12,1.046400e-01
2.120000e-12,1.053890e-01
2.130000e-12,1.061280e-01
2.140000e-12,1.068570e-01
2.150000e-12,1.075757e-01
2.160000e-12,1.082843e-01
2.170000e-12,1.089827e-01
2.180000e-12,1.096709e-01
2.190000e-12,1.103488e-01
2.200000e-12,1.110166e-01
2.210000e-12,1.116740e-01
2.220000e-12,1.123213e-01
2.230000e-12,1.129584e-01
2.240000e-12,1.135854e-01
2.250000e-12,1.142022e-01
2.260000e-12,1.148091e-01
2.270000e-12,1.154059e-01
2.280000e-12,1.159929e-01
2.290000e-12,1.165700e-01
2.300000e-12,1.171374e-01
2.310000e-12,1.176953e-01
2.320000e-12,1.182435e-01
2.330000e-12,1.187824e-01
2.340000e-12,1.193121e-01
2.350000e-12,1.198326e-01
2.360000e-12,1.203441e-01
2.370000e-12,1.208468e-01
2.380000e-12,1.213407e-01
2.390000e-12,1.218262e-01
2.400000e-12,1.223033e-01
2.410000e-12,1.227722e-01
2.420000e-12,1.232332e-01
2.430000e-12,1.236864e-01
2.440000e-12,1.241319e-01
2.450000e-12,1.245701e-01
2.460000e-12,1.250011e-01
2.470000e-12,1.254251e-01
2.480000e-12,1.258424e-01
2.490000e-12,1.262532e-01
2.500000e-12,1.266577e-01
2.510000e-12,1.270561e-01
2.520000e-12,1.274487e-01
2.530000e-12,1.278358e-01
2.540000e-12,1.282175e-01
2.550000e-12,1.285942e-01
2.560000e-12,1.289660e-01
2.570000e-12,1.293333e-01
2.580000e-12,1.296963e-01
2.590000e-12,1.300553e-01
2.600000e-12,1.304105e-01
2.610000e-12,1.307623e-01
2.620000e-12,1.311107e-01
2.630000e-12,1.314563e-01
2.640000e-12,1.317991e-01
2.650000e-12,1.321396e-01
2.660000e-12,1.324779e-01
2.670000e-12,1.328143e-01
2.680000e-12,1.331492e-01
2.690000e-12,1.334827e-01
2.700000e-12,1.338152e-01
2.710000e-12,1.341469e-01
2.720000e-12,1.344782e-01
2.730000e-12,1.348091e-01
2.740000e-12,1.351402e-01
2.750000e-12,1.354715e-01
2.760000e-12,1.358034e-01
2.770000e-12,1.361361e-01
2.780000e-12,1.364699e-01
2.790000e-12,1.368051e-01
2.800000e-12,1.371418e-01
2.810000e-12,1.374804e-01
2.820000e-12,1.378211e-01
2.830000e-12,1.381642e-01
2.840000e-12,1.385098e-01
2.850000e-12,1.388582e-01
2.860000e-12,1.392097e-01
2.870000e-12,1.395644e-01
2.880000e-12,1.399227e-01
2.890000e-12,1.402846e-01
2.900000e-12,1.406504e-01
2.910000e-12,1.410204e-01
2.920000e-12,1.413947e-01
2.930000e-12,1.417735e-01
2.940000e-12,1.421570e-01
2.950000e-12,1.425454e-01
2.960000e-12,1.429389e-01
2.970000e-12,1.433376e-01
2.980000e-12,1.437417e-01
2.990000e-12,1.441514e-01
3.000000e-12,1.445667e-01
3.010000e-12,1.449879e-01
3.020000e-12,1.454151e-01
3.030000e-12,1.458484e-01
3.040000e-12,1.462880e-01
3.050000e-12,1.467339e-01
3.060000e-12,1.471863e-01
3.070000e-12,1.476452e-01
3.080000e-12,1.481108e-01
3.090000e-12,1.485832e-01
3.100000e-12,1.490624e-01
3.110000e-12,1.495485e-01
3.120000e-12,1.500415e-01
3.130000e-12,1.505416e-01
3.140000e-12,1.510488e-01
3.150000e-12,1.515631e-01
3.160000e-12,1.520845e-01
3.170000e-12,1.526131e-01
3.180000e-12,1.531490e-01
3.190000e-12,1.536920e-01
3.200000e-12,1.542423e-01
3.210000e-12,1.547998e-01
3.220000e-12,1.553646e-01
3.230000e-12,1.559365e-01
3.240000e-12,1.565156e-01
3.250000e-12,1.571019e-01
3.260000e-12,1.576953e-01
3.270000e-12,1.582958e-01
3.280000e-12,1.589033e-01
3.290000e-12,1.595178e-01
3.300000e-12,1.601392e-01
3.310000e-12,1.607675e-01
3.320000e-12,1.614025e-01
3.330000e-12,1.620442e-01
3.340000e-12,1.626925e-01
3.350000e-12,1.633474e-01
3.360000e-12,1.640087e-01
3.370000e-12,1.646762e-01
3.380000e-12,1.653500e-01
3.390000e-12,1.660299e-01
3.400000e-12,1.667158e-01
3.410000e-12,1.674075e-01
3.420000e-12,1.681050e-01
3.430000e-12,1.688080e-01
3.440000e-12,1.695166e-01
3.450000e-12,1.702304e-01
3.460000e-12,1.709494e-01
3.470000e-12,1.716735e-01
3.480000e-12,1.724024e-01
3.490000e-12,1.731361e-01
3.500000e-12,1.738743e-01
3.510000e-12,1.746169e-01
3.520000e-12,1.753637e-01
3.530000e-12,1.761147e-01
3.540000e-12,1.768695e-01
3.550000e-12,1.776281e-01
3.560000e-12,1.783902e-01
3.570000e-12,1.791558e-01
3.580000e-12,1.799245e-01
3.590000e-12,1.806963e-01
3.600000e-12,1.814709e-01
3.610000e-12,1.822482e-01
3.620000e-12,1.830280e-01
3.630000e-12,1.838101e-01
3.640000e-12,1.845944e-01
3.650000e-12,1.853806e-01
3.660000e-12,1.861686e-01
3.670000e-12,1.869581e-01
3.680000e-12,1.877491e-01
3.690000e-12,1.885413e-01
3.700000e-12,1.893346e-01
3.710000e-12,1.901287e-01
3.720000e-12,1.909235e-01
3.730000e-12,1.917189e-01
3.740000e-12,1.925145e-01
3.750000e-12,1.933104e-01
3.760000e-12,1.941063e-01
3.770000e-12,1.949020e-01
3.780000e-12,1.956973e-01
3.790000e-12,1.964922e-01
3.800000e-12,1.972864e-01
3.810000e-12,1.980798e-01
3.820000e-12,1.988722e-01
3.830000e-12,1.996635e-01
3.840000e-12,2.004535e-01
3.850000e-12,2.012421e-01
3.860000e-12,2.020291e-01
3.870000e-12,2.028145e-01
3.880000e-12,2.035980e-01
3.890000e-12,2.043795e-01
3.900000e-12,2.051589e-01
3.910000e-12,2.059361e-01
3.920000e-12,2.067109e-01
3.930000e-12,2.074833e-01
3.940000e-12,2.082531e-01
3.950000e-12,2.090202e-01
3.960000e-12,2.097846e-01
3.970000e-12,2.105460e-01
3.980000e-12,2.113045e-01
3.990000e-12,2.120599e-01
4.000000e-12,2.128122e-01
4.010000e-12,2.135612e-01
4.020000e-12,2.143069e-01
4.030000e-12,2.150492e-01
4.040000e-12,2.157881e-01
4.050000e-12,2.165235e-01
4.060000e-12,2.172553e-01
4.070000e-12,2.179835e-01
4.080000e-12,2.187081e-01
4.090000e-12,2.194289e-01
4.100000e-12,2.201461e-01
4.110000e-12,2.208594e-01
4.120000e-12,2.215689e-01
4.130000e-12,2.222747e-01
4.140000e-12,2.229766e-01
4.150000e-12,2.236746e-01
4.160000e-12,2.243688e-01
4.170000e-12,2.250591e-01
4.180000e-12,2.257456e-01
4.190000e-12,2.264283e-01
4.200000e-12,2.271071e-01
4.210000e-12,2.277820e-01
4.220000e-12,2.284532e-01
4.230000e-12,2.291206e-01
4.240000e-12,2.297843e-01
4.250000e-12,2.304442e-01
4.260000e-12,2.311005e-01
4.270000e-12,2.317531e-01
4.280000e-12,2.324022e-01
4.290000e-12,2.330477e-01
4.300000e-12,2.336897e-01
4.310000e-12,2.343283e-01
4.320000e-12,2.349636e-01
4.330000e-12,2.355955e-01
4.340000e-12,2.362242e-01
4.350000e-12,2.368498e-01
4.360000e-12,2.374722e-01
4.370000e-12,2.380917e-01
4.380000e-12,2.387082e-01
4.390000e-12,2.393219e-01
4.400000e-12,2.399329e-01
4.410000e-12,2.405411e-01
4.420000e-12,2.411468e-01
4.430000e-12,2.417501e-01
4.440000e-12,2.423509e-01
4.450000e-12,2.429494e-01
4.460000e-12,2.435458e-01
4.470000e-12,2.441401e-01
4.480000e-12,2.447324e-01
4.490000e-12,2.453229e-01
4.500000e-12,2.459115e-01
4.510000e-12,2.464986e-01
4.520000e-12,2.470841e-01
4.530000e-12,2.476681e-01
4.540000e-12,2.482508e-01
4.550000e-12,2.488324e-01
4.560000e-12,2.494128e-01
4.570000e-12,2.499922e-01
4.580000e-12,2.505708e-01
4.590000e-12,2.511486e-01
4.600000e-12,2.517258e-01
4.610000e-12,2.523025e-01
4.620000e-12,2.528787e-01
4.630000e-12,2.534547e-01
4.640000e-12,2.540305e-01
4.650000e-12,2.546062e-01
4.660000e-12,2.551820e-01
4.670000e-12,2.557579e-01
4.680000e-12,2.563341e-01
4.690000e-12,2.569107e-01
4.700000e-12,2.574878e-01
4.710000e-12,2.580655e-01
4.720000e-12,2.586439e-01
4.730000e-12,2.592231e-01
4.740000e-12,2.598032e-01
4.750000e-12,2.603843e-01
4.760000e-12,2.609665e-01
4.770000e-12,2.615500e-01
4.780000e-12,2.621348e-01
4.790000e-12,2.627210e-01
4.800000e-12,2.633087e-01
4.810000e-12,2.638980e-01
4.820000e-12,2.644889e-01
4.830000e-12,2.650817e-01
4.840000e-12,2.656763e-01
4.850000e-12,2.662728e-01
4.860000e-12,2.668713e-01
4.870000e-12,2.674719e-01
4.880000e-12,2.680747e-01
4.890000e-12,2.686797e-01
4.900000e-12,2.692871e-01
4.910000e-12,2.698967e-01
4.920000e-12,2.705088e-01
4.930000e-12,2.711234e-01
4.940000e-12,2.717406e-01
4.950000e-12,2.723603e-01
4.960000e-12,2.729827e-01
4.970000e-12,2.736078e-01
4.980000e-12,2.742356e-01
4.990000e-12,2.748662e-01
5.000000e-12,2.754996e-01
5.010000e-12,2.761358e-01
5.020000e-12,2.767749e-01
5.030000e-12,2.774168e-01
5.040000e-12,2.780614e-01
5.050000e-12,2.787087e-01
5.060000e-12,2.793588e-01
5.070000e-12,2.800116e-01
5.080000e-12,2.806670e-01
5.090000e-12,2.813250e-01
5.100000e-12,2.819857e-01
5.110000e-12,2.826489e-01
5.120000e-12,2.833146e-01
5.130000e-12,2.839829e-01
5.140000e-12,2.846536e-01
5.150000e-12,2.853267e-01
5.160000e-12,2.860023e-01
5.170000e-12,2.866801e-01
5.180000e-12,2.873603e-01
5.190000e-12,2.880427e-01
5.200000e-12,2.887273e-01
5.210000e-12,2.894140e-01
5.220000e-12,2.901028e-01
5.230000e-12,2.907936e-01
5.240000e-12,2.914863e-01
5.250000e-12,2.921809e-01
5.260000e-12,2.928773e-01
5.270000e-12,2.935753e-01
5.280000e-12,2.942749e-01
5.290000e-12,2.949761e-01
5.300000e-12,2.956786e-01
5.310000e-12,2.963824e-01
5.320000e-12,2.970874e-01
5.330000e-12,2.977935e-01
5.340000e-12,2.985006e-01
5.350000e-12,2.992084e-01
5.360000e-12,2.999170e-01
5.370000e-12,3.006260e-01
5.380000e-12,3.013355e-01
5.390000e-12,3.020453e-01
5.400000e-12,3.027552e-01
5.410000e-12,3.034650e-01
5.420000e-12,3.041746e-01
5.430000e-12,3.048838e-01
5.440000e-12,3.055924e-01
5.450000e-12,3.063003e-01
5.460000e-12,3.070073e-01
5.470000e-12,3.077132e-01
5.480000e-12,3.084177e-01
5.490000e-12,3.091208e-01
5.500000e-12,3.098221e-01
5.510000e-12,3.105215e-01
5.520000e-12,3.112187e-01
5.530000e-12,3.119136e-01
5.540000e-12,3.126060e-01
5.550000e-12,3.132955e-01
5.560000e-12,3.139820e-01
5.570000e-12,3.146653e-01
5.580000e-12,3.153450e-01
5.590000e-12,3.160210e-01
5.600000e-12,3.166931e-01
5.610000e-12,3.173609e-01
5.620000e-12,3.180243e-01
5.630000e-12,3.186830e-01
5.640000e-12,3.193367e-01
5.650000e-12,3.199852e-01
5.660000e-12,3.206282e-01
5.670000e-12,3.212655e-01
5.680000e-12,3.218969e-01
5.690000e-12,3.225220e-01
5.700000e-12,3.231406e-01
5.710000e-12,3.237525e-01
5.720000e-12,3.243574e-01
5.730000e-12,3.249551e-01
5.740000e-12,3.255452e-01
5.750000e-12,3.261276e-01
5.760000e-12,3.267020e-01
5.770000e-12,3.272681e-01
5.780000e-12,3.278257e-01
5.790000e-12,3.283745e-01
5.800000e-12,3.289143e-01
5.810000e-12,3.294449e-01
5.820000e-12,3.299660e-01
5.830000e-12,3.304774e-01
5.840000e-12,3.309788e-01
5.850000e-12,3.314700e-01
5.860000e-12,3.319509e-01
5.870000e-12,3.324211e-01
5.880000e-12,3.328804e-01
5.890000e-12,3.333287e-01
5.900000e-12,3.337657e-01
5.910000e-12,3.341913e-01
5.920000e-12,3.346052e-01
5.930000e-12,3.350072e-01
5.940000e-12,3.353972e-01
5.950000e-12,3.357750e-01
5.960000e-12,3.361404e-01
5.970000e-12,3.364933e-01
5.980000e-12,3.368334e-01
5.990000e-12,3.371607e-01
6.000000e-12,3.374750e-01
6.010000e-12,3.377762e-01
6.020000e-12,3.380640e-01
6.030000e-12,3.383386e-01
6.040000e-12,3.385996e-01
6.050000e-12,3.388470e-01
6.060000e-12,3.390807e-01
6.070000e-12,3.393006e-01
6.080000e-12,3.395067e-01
6.090000e-12,3.396989e-01
6.100000e-12,3.398770e-01
6.110000e-12,3.400411e-01
6.120000e-12,3.401912e-01
6.130000e-12,3.403271e-01
6.140000e-12,3.404489e-01
6.150000e-12,3.405565e-01
6.160000e-12,3.406500e-01
6.170000e-12,3.407293e-01
6.180000e-12,3.407945e-01
6.190000e-12,3.408455e-01
6.200000e-12,3.408825e-01
6.210000e-12,3.409054e-01
6.220000e-12,3.409144e-01
6.230000e-12,3.409094e-01
6.240000e-12,3.408905e-01
6.250000e-12,3.408579e-01
6.260000e-12,3.408117e-01
6.270000e-12,3.407518e-01
6.280000e-12,3.406785e-01
6.290000e-12,3.405918e-01
6.300000e-12,3.404919e-01
6.310000e-12,3.403789e-01
6.320000e-12,3.402529e-01
6.330000e-12,3.401142e-01
6.340000e-12,3.399629e-01
6.350000e-12,3.397991e-01
6.360000e-12,3.396231e-01
6.370000e-12,3.394350e-01
6.380000e-12,3.392350e-01
6.390000e-12,3.390234e-01
6.400000e-12,3.388003e-01
6.410000e-12,3.385660e-01
6.420000e-12,3.383207e-01
6.430000e-12,3.380646e-01
6.440000e-12,3.377981e-01
6.450000e-12,3.375213e-01
6.460000e-12,3.372344e-01
6.470000e-12,3.369379e-01
6.480000e-12,3.366319e-01
6.490000e-12,3.363167e-01
6.500000e-12,3.359927e-01
6.510000e-12,3.356600e-01
6.520000e-12,3.353190e-01
6.530000e-12,3.349701e-01
6.540000e-12,3.346134e-01
6.550000e-12,3.342493e-01
6.560000e-12,3.338782e-01
6.570000e-12,3.335003e-01
6.580000e-12,3.331160e-01
6.590000e-12,3.327256e-01
6.600000e-12,3.323295e-01
6.610000e-12,3.319279e-01
6.620000e-12,3.315212e-01
6.630000e-12,3.311097e-01
6.640000e-12,3.306938e-01
6.650000e-12,3.302738e-01
6.660000e-12,3.298501e-01
6.670000e-12,3.294230e-01
6.680000e-12,3.289929e-01
6.690000e-12,3.285600e-01
6.700000e-12,3.281248e-01
6.710000e-12,3.276876e-01
6.720000e-12,3.272488e-01
6.730000e-12,3.268086e-01
6.740000e-12,3.263675e-01
6.750000e-12,3.259257e-01
6.760000e-12,3.254836e-01
6.770000e-12,3.250416e-01
6.780000e-12,3.246000e-01
6.790000e-12,3.241591e-01
6.800000e-12,3.237193e-01
6.810000e-12,3.232809e-01
6.820000e-12,3.228441e-01
6.830000e-12,3.224095e-01
6.840000e-12,3.219772e-01
6.850000e-12,3.215475e-01
6.860000e-12,3.211209e-01
6.870000e-12,3.206975e-01
6.880000e-12,3.202777e-01
6.890000e-12,3.198618e-01
6.900000e-12,3.194501e-01
6.910000e-12,3.190428e-01
6.920000e-12,3.186403e-01
6.930000e-12,3.182428e-01
6.940000e-12,3.178506e-01
6.950000e-12,3.174639e-01
6.960000e-12,3.170831e-01
6.970000e-12,3.167082e-01
6.980000e-12,3.163396e-01
6.990000e-12,3.159776e-01
7.000000e-12,3.156223e-01
7.010000e-12,3.152739e-01
7.020000e-12,3.149327e-01
7.030000e-12,3.145989e-01
7.040000e-12,3.142726e-01
7.050000e-12,3.139541e-01
7.060000e-12,3.136435e-01
7.070000e-12,3.133410e-01
7.080000e-12,3.130467e-01
7.090000e-12,3.127608e-01
7.100000e-12,3.124835e-01
7.110000e-12,3.122148e-01
7.120000e-12,3.119550e-01
7.130000e-12,3.117041e-01
7.140000e-12,3.114621e-01
7.150000e-12,3.112294e-01
7.160000e-12,3.110058e-01
7.170000e-12,3.107915e-01
7.180000e-12,3.105865e-01
7.190000e-12,3.103910e-01
7.200000e-12,3.102050e-01
7.210000e-12,3.100285e-01
7.220000e-12,3.098615e-01
7.230000e-12,3.097041e-01
7.240000e-12,3.095563e-01
7.250000e-12,3.094181e-01
7.260000e-12,3.092895e-01
7.270000e-12,3.091705e-01
7.280000e-12,3.090610e-01
7.290000e-12,3.089611e-01
7.300000e-12,3.088707e-01
7.310000e-12,3.087897e-01
7.320000e-12,3.087181e-01
7.330000e-12,3.086559e-01
7.340000e-12,3.086030e-01
7.350000e-12,3.085592e-01
7.360000e-12,3.085245e-01
7.370000e-12,3.084989e-01
7.380000e-12,3.084821e-01
7.390000e-12,3.084742e-01
7.400000e-12,3.084749e-01
7.410000e-12,3.084842e-01
7.420000e-12,3.085019e-01
7.430000e-12,3.085280e-01
7.440000e-12,3.085621e-01
7.450000e-12,3.086043e-01
7.460000e-12,3.086542e-01
7.470000e-12,3.087119e-01
7.480000e-12,3.087771e-01
7.490000e-12,3.088496e-01
7.500000e-12,3.089292e-01
7.510000e-12,3.090159e-01
7.520000e-12,3.091093e-01
7.530000e-12,3.092092e-01
7.540000e-12,3.093156e-01
7.550000e-12,3.094281e-01
7.560000e-12,3.095467e-01
7.570000e-12,3.096709e-01
7.580000e-12,3.098008e-01
7.590000e-12,3.099359e-01
7.600000e-12,3.100762e-01
7.610000e-12,3.102214e-01
7.620000e-12,3.103712e-01
7.630000e-12,3.105254e-01
7.640000e-12,3.106838e-01
7.650000e-12,3.108463e-01
7.660000e-12,3.110124e-01
7.670000e-12,3.111820e-01
7.680000e-12,3.113549e-01
7.690000e-12,3.115308e-01
7.700000e-12,3.117095e-01
7.710000e-12,3.118908e-01
7.720000e-12,3.120743e-01
7.730000e-12,3.122600e-01
7.740000e-12,3.124474e-01
7.750000e-12,3.126365e-01
7.760000e-12,3.128269e-01
7.770000e-12,3.130184e-01
7.780000e-12,3.132108e-01
7.790000e-12,3.134039e-01
7.800000e-12,3.135974e-01
7.810000e-12,3.137911e-01
7.820000e-12,3.139847e-01
7.830000e-12,3.141781e-01
7.840000e-12,3.143710e-01
7.850000e-12,3.145632e-01
7.860000e-12,3.147545e-01
7.870000e-12,3.149447e-01
7.880000e-12,3.151336e-01
7.890000e-12,3.153209e-01
7.900000e-12,3.155064e-01
7.910000e-12,3.156900e-01
7.920000e-12,3.158715e-01
7.930000e-12,3.160507e-01
7.940000e-12,3.162273e-01
7.950000e-12,3.164013e-01
7.960000e-12,3.165724e-01
7.970000e-12,3.167404e-01
7.980000e-12,3.169052e-01
7.990000e-12,3.170667e-01
8.000000e-12,3.172246e-01
8.010000e-12,3.173789e-01
8.020000e-12,3.175294e-01
8.030000e-12,3.176758e-01
8.040000e-12,3.178182e-01
8.050000e-12,3.179564e-01
8.060000e-12,3.180902e-01
8.070000e-12,3.182196e-01
8.080000e-12,3.183444e-01
8.090000e-12,3.184645e-01
8.100000e-12,3.185798e-01
8.110000e-12,3.186903e-01
8.120000e-12,3.187958e-01
8.130000e-12,3.188962e-01
8.140000e-12,3.189916e-01
8.150000e-12,3.190817e-01
8.160000e-12,3.191667e-01
8.170000e-12,3.192463e-01
8.180000e-12,3.193206e-01
8.190000e-12,3.193894e-01
8.200000e-12,3.194529e-01
8.210000e-12,3.195109e-01
8.220000e-12,3.195634e-01
8.230000e-12,3.196104e-01
8.240000e-12,3.196519e-01
8.250000e-12,3.196878e-01
8.260000e-12,3.197183e-01
8.270000e-12,3.197432e-01
8.280000e-12,3.197626e-01
8.290000e-12,3.197765e-01
8.300000e-12,3.197849e-01
8.310000e-12,3.197879e-01
8.320000e-12,3.197855e-01
8.330000e-12,3.197778e-01
8.340000e-12,3.197646e-01
8.350000e-12,3.197463e-01
8.360000e-12,3.197227e-01
8.370000e-12,3.196939e-01
8.380000e-12,3.196600e-01
8.390000e-12,3.196211e-01
8.400000e-12,3.195773e-01
8.410000e-12,3.195286e-01
8.420000e-12,3.194751e-01
8.430000e-12,3.194168e-01
8.440000e-12,3.193540e-01
8.450000e-12,3.192867e-01
8.460000e-12,3.192149e-01
8.470000e-12,3.191388e-01
8.480000e-12,3.190585e-01
8.490000e-12,3.189741e-01
8.500000e-12,3.188858e-01
8.510000e-12,3.187935e-01
8.520000e-12,3.186975e-01
8.530000e-12,3.185979e-01
8.540000e-12,3.184948e-01
8.550000e-12,3.183882e-01
8.560000e-12,3.182785e-01
8.570000e-12,3.181656e-01
8.580000e-12,3.180498e-01
8.590000e-12,3.179311e-01
8.600000e-12,3.178097e-01
8.610000e-12,3.176857e-01
8.620000e-12,3.175593e-01
8.630000e-12,3.174306e-01
8.640000e-12,3.172997e-01
8.650000e-12,3.171669e-01
8.660000e-12,3.170321e-01
8.670000e-12,3.168957e-01
8.680000e-12,3.167577e-01
8.690000e-12,3.166182e-01
8.700000e-12,3.164775e-01
8.710000e-12,3.163356e-01
8.720000e-12,3.161927e-01
8.730000e-12,3.160490e-01
