time,"I(BD)","I(BS)","P(VLEAK)","P(OUT)","P(BD)","P(BS)"
1.965900e-10,3.731208e-05,-2.932374e-05,6.930635e+00,9.562334e-01,2.571362e+00,5.974402e+00
1.966000e-10,3.734744e-05,-2.932672e-05,6.930590e+00,9.562353e-01,2.570770e+00,5.974355e+00
1.966100e-10,3.738293e-05,-2.932989e-05,6.930544e+00,9.562377e-01,2.570176e+00,5.974306e+00
1.966200e-10,3.741855e-05,-2.933324e-05,6.930496e+00,9.562406e-01,2.569580e+00,5.974256e+00
1.966300e-10,3.745429e-05,-2.933678e-05,6.930447e+00,9.562440e-01,2.568981e+00,5.974203e+00
1.966400e-10,3.749016e-05,-2.934051e-05,6.930396e+00,9.562480e-01,2.568379e+00,5.974148e+00
1.966500e-10,3.752615e-05,-2.934442e-05,6.930344e+00,9.562524e-01,2.567775e+00,5.974091e+00
1.966600e-10,3.756227e-05,-2.934851e-05,6.930290e+00,9.562574e-01,2.567169e+00,5.974032e+00
1.966700e-10,3.759851e-05,-2.935279e-05,6.930234e+00,9.562628e-01,2.566560e+00,5.973972e+00
1.966800e-10,3.763488e-05,-2.935726e-05,6.930178e+00,9.562687e-01,2.565949e+00,5.973909e+00
1.966900e-10,3.767136e-05,-2.936190e-05,6.930119e+00,9.562752e-01,2.565336e+00,5.973844e+00
1.967000e-10,3.770797e-05,-2.936673e-05,6.930060e+00,9.562821e-01,2.564720e+00,5.973778e+00
1.967100e-10,3.774471e-05,-2.937173e-05,6.929998e+00,9.562895e-01,2.564102e+00,5.973709e+00
1.967200e-10,3.778156e-05,-2.937692e-05,6.929936e+00,9.562974e-01,2.563482e+00,5.973638e+00
1.967300e-10,3.781853e-05,-2.938228e-05,6.929872e+00,9.563058e-01,2.562859e+00,5.973566e+00
1.967400e-10,3.785563e-05,-2.938783e-05,6.929806e+00,9.563146e-01,2.562234e+00,5.973491e+00
1.967500e-10,3.789284e-05,-2.939355e-05,6.929739e+00,9.563240e-01,2.561606e+00,5.973415e+00
1.967600e-10,3.793018e-05,-2.939945e-05,6.929671e+00,9.563338e-01,2.560976e+00,5.973337e+00
1.967700e-10,3.796763e-05,-2.940553e-05,6.929601e+00,9.563441e-01,2.560344e+00,5.973257e+00
1.967800e-10,3.800521e-05,-2.941178e-05,6.929530e+00,9.563549e-01,2.559709e+00,5.973175e+00
1.967900e-10,3.804290e-05,-2.941821e-05,6.929457e+00,9.563662e-01,2.559072e+00,5.973091e+00
1.968000e-10,3.808071e-05,-2.942481e-05,6.929383e+00,9.563780e-01,2.558433e+00,5.973005e+00
1.968100e-10,3.811863e-05,-2.943158e-05,6.929307e+00,9.563902e-01,2.557792e+00,5.972917e+00
1.968200e-10,3.815668e-05,-2.943853e-05,6.929231e+00,9.564029e-01,2.557148e+00,5.972828e+00
1.968300e-10,3.819484e-05,-2.944565e-05,6.929152e+00,9.564160e-01,2.556502e+00,5.972736e+00
1.968400e-10,3.823311e-05,-2.945295e-05,6.929073e+00,9.564297e-01,2.555853e+00,5.972643e+00
1.968500e-10,3.827151e-05,-2.946041e-05,6.928992e+00,9.564438e-01,2.555203e+00,5.972548e+00
1.968600e-10,3.831001e-05,-2.946805e-05,6.928909e+00,9.564583e-01,2.554550e+00,5.972451e+00
1.968700e-10,3.834864e-05,-2.947585e-05,6.928825e+00,9.564734e-01,2.553894e+00,5.972352e+00
1.968800e-10,3.838737e-05,-2.948383e-05,6.928740e+00,9.564888e-01,2.553237e+00,5.972251e+00
1.968900e-10,3.842622e-05,-2.949197e-05,6.928654e+00,9.565048e-01,2.552577e+00,5.972149e+00
1.969000e-10,3.846519e-05,-2.950028e-05,6.928566e+00,9.565212e-01,2.551915e+00,5.972045e+00
1.969100e-10,3.850427e-05,-2.950875e-05,6.928477e+00,9.565381e-01,2.551250e+00,5.971938e+00
1.969200e-10,3.854345e-05,-2.951740e-05,6.928386e+00,9.565554e-01,2.550584e+00,5.971831e+00
1.969300e-10,3.858276e-05,-2.952621e-05,6.928294e+00,9.565731e-01,2.549915e+00,5.971721e+00
1.969400e-10,3.862217e-05,-2.953518e-05,6.928201e+00,9.565914e-01,2.549243e+00,5.971609e+00
1.969500e-10,3.866169e-05,-2.954432e-05,6.928106e+00,9.566100e-01,2.548570e+00,5.971496e+00
1.969600e-10,3.870133e-05,-2.955363e-05,6.928010e+00,9.566292e-01,2.547894e+00,5.971381e+00
1.969700e-10,3.874108e-05,-2.956309e-05,6.927913e+00,9.566487e-01,2.547216e+00,5.971264e+00
1.969800e-10,3.878093e-05,-2.957272e-05,6.927814e+00,9.566687e-01,2.546536e+00,5.971146e+00
1.969900e-10,3.882090e-05,-2.958251e-05,6.927714e+00,9.566892e-01,2.545854e+00,5.971025e+00
1.970000e-10,3.886097e-05,-2.959247e-05,6.927613e+00,9.567101e-01,2.545169e+00,5.970903e+00
1.970100e-10,3.890115e-05,-2.960258e-05,6.927511e+00,9.567314e-01,2.544482e+00,5.970779e+00
1.970200e-10,3.894145e-05,-2.961285e-05,6.927407e+00,9.567532e-01,2.543793e+00,5.970654e+00
1.970300e-10,3.898184e-05,-2.962329e-05,6.927302e+00,9.567754e-01,2.543102e+00,5.970527e+00
1.970400e-10,3.902235e-05,-2.963388e-05,6.927196e+00,9.567980e-01,2.542408e+00,5.970398e+00
1.970500e-10,3.906296e-05,-2.964463e-05,6.927088e+00,9.568211e-01,2.541713e+00,5.970267e+00
1.970600e-10,3.910368e-05,-2.965553e-05,6.926979e+00,9.568446e-01,2.541015e+00,5.970134e+00
1.970700e-10,3.914451e-05,-2.966660e-05,6.926869e+00,9.568686e-01,2.540315e+00,5.970000e+00
1.970800e-10,3.918544e-05,-2.967782e-05,6.926757e+00,9.568930e-01,2.539613e+00,5.969864e+00
1.970900e-10,3.922647e-05,-2.968920e-05,6.926645e+00,9.569178e-01,2.538908e+00,5.969727e+00
1.971000e-10,3.926761e-05,-2.970073e-05,6.926531e+00,9.569430e-01,2.538201e+00,5.969588e+00
1.971100e-10,3.930886e-05,-2.971241e-05,6.926415e+00,9.569686e-01,2.537493e+00,5.969447e+00
1.971200e-10,3.935021e-05,-2.972425e-05,6.926299e+00,9.569947e-01,2.536782e+00,5.969304e+00
1.971300e-10,3.939166e-05,-2.973625e-05,6.926181e+00,9.570212e-01,2.536068e+00,5.969160e+00
1.971400e-10,3.943321e-05,-2.974839e-05,6.926062e+00,9.570481e-01,2.535353e+00,5.969014e+00
1.971500e-10,3.947487e-05,-2.976069e-05,6.925942e+00,9.570754e-01,2.534636e+00,5.968866e+00
1.971600e-10,3.951663e-05,-2.977314e-05,6.925820e+00,9.571032e-01,2.533916e+00,5.968717e+00
1.971700e-10,3.955849e-05,-2.978574e-05,6.925698e+00,9.571313e-01,2.533194e+00,5.968566e+00
1.971800e-10,3.960045e-05,-2.979849e-05,6.925574e+00,9.571599e-01,2.532470e+00,5.968414e+00
1.971900e-10,3.964251e-05,-2.981139e-05,6.925449e+00,9.571889e-01,2.531744e+00,5.968260e+00
1.972000e-10,3.968467e-05,-2.982443e-05,6.925322e+00,9.572183e-01,2.531016e+00,5.968104e+00
1.972100e-10,3.972694e-05,-2.983763e-05,6.925195e+00,9.572481e-01,2.530286e+00,5.967947e+00
1.972200e-10,3.976930e-05,-2.985097e-05,6.925066e+00,9.572783e-01,2.529553e+00,5.967788e+00
1.972300e-10,3.981176e-05,-2.986447e-05,6.924936e+00,9.573089e-01,2.528818e+00,5.967627e+00
1.972400e-10,3.985432e-05,-2.987810e-05,6.924805e+00,9.573400e-01,2.528082e+00,5.967465e+00
1.972500e-10,3.989698e-05,-2.989189e-05,6.924673e+00,9.573714e-01,2.527343e+00,5.967301e+00
1.972600e-10,3.993973e-05,-2.990582e-05,6.924539e+00,9.574032e-01,2.526602e+00,5.967136e+00
1.972700e-10,3.998258e-05,-2.991989e-05,6.924404e+00,9.574354e-01,2.525859e+00,5.966969e+00
1.972800e-10,4.002553e-05,-2.993411e-05,6.924268e+00,9.574681e-01,2.525114e+00,5.966800e+00
1.972900e-10,4.006858e-05,-2.994847e-05,6.924131e+00,9.575011e-01,2.524366e+00,5.966630e+00
1.973000e-10,4.011172e-05,-2.996298e-05,6.923993e+00,9.575345e-01,2.523617e+00,5.966459e+00
1.973100e-10,4.015495e-05,-2.997762e-05,6.923854e+00,9.575683e-01,2.522866e+00,5.966285e+00
1.973200e-10,4.019828e-05,-2.999241e-05,6.923713e+00,9.576025e-01,2.522112e+00,5.966111e+00
1.973300e-10,4.024171e-05,-3.000734e-05,6.923571e+00,9.576371e-01,2.521356e+00,5.965934e+00
1.973400e-10,4.028523e-05,-3.002241e-05,6.923429e+00,9.576721e-01,2.520599e+00,5.965757e+00
1.973500e-10,4.032884e-05,-3.003762e-05,6.923285e+00,9.577074e-01,2.519839e+00,5.965577e+00
1.973600e-10,4.037255e-05,-3.005297e-05,6.923140e+00,9.577432e-01,2.519077e+00,5.965396e+00
1.973700e-10,4.041635e-05,-3.006846e-05,6.922993e+00,9.577793e-01,2.518313e+00,5.965214e+00
1.973800e-10,4.046024e-05,-3.008409e-05,6.922846e+00,9.578159e-01,2.517547e+00,5.965030e+00
1.973900e-10,4.050423e-05,-3.009986e-05,6.922697e+00,9.578528e-01,2.516779e+00,5.964845e+00
1.974000e-10,4.054830e-05,-3.011576e-05,6.922548e+00,9.578901e-01,2.516009e+00,5.964658e+00
1.974100e-10,4.059247e-05,-3.013180e-05,6.922397e+00,9.579277e-01,2.515237e+00,5.964469e+00
1.974200e-10,4.063673e-05,-3.014798e-05,6.922245e+00,9.579658e-01,2.514463e+00,5.964279e+00
1.974300e-10,4.068108e-05,-3.016429e-05,6.922092e+00,9.580042e-01,2.513686e+00,5.964088e+00
1.974400e-10,4.072551e-05,-3.018073e-05,6.921938e+00,9.580430e-01,2.512908e+00,5.963895e+00
1.974500e-10,4.077004e-05,-3.019732e-05,6.921783e+00,9.580822e-01,2.512128e+00,5.963700e+00
1.974600e-10,4.081466e-05,-3.021403e-05,6.921626e+00,9.581217e-01,2.511345e+00,5.963505e+00
1.974700e-10,4.085936e-05,-3.023088e-05,6.921469e+00,9.581616e-01,2.510561e+00,5.963307e+00
1.974800e-10,4.090415e-05,-3.024786e-05,6.921310e+00,9.582019e-01,2.509775e+00,5.963109e+00
1.974900e-10,4.094903e-05,-3.026497e-05,6.921151e+00,9.582425e-01,2.508986e+00,5.962908e+00
1.975000e-10,4.099400e-05,-3.028222e-05,6.920990e+00,9.582836e-01,2.508196e+00,5.962707e+00
1.975100e-10,4.103906e-05,-3.029959e-05,6.920828e+00,9.583249e-01,2.507403e+00,5.962503e+00
1.975200e-10,4.108420e-05,-3.031710e-05,6.920666e+00,9.583667e-01,2.506609e+00,5.962299e+00
1.975300e-10,4.112942e-05,-3.033473e-05,6.920502e+00,9.584088e-01,2.505813e+00,5.962093e+00
1.975400e-10,4.117473e-05,-3.035250e-05,6.920337e+00,9.584512e-01,2.505014e+00,5.961886e+00
1.975500e-10,4.122013e-05,-3.037039e-05,6.920171e+00,9.584941e-01,2.504214e+00,5.961677e+00
1.975600e-10,4.126561e-05,-3.038842e-05,6.920004e+00,9.585373e-01,2.503411e+00,5.961466e+00
1.975700e-10,4.131118e-05,-3.040657e-05,6.919836e+00,9.585808e-01,2.502607e+00,5.961255e+00
1.975800e-10,4.135683e-05,-3.042484e-05,6.919666e+00,9.586247e-01,2.501801e+00,5.961042e+00
1.975900e-10,4.140256e-05,-3.044325e-05,6.919496e+00,9.586689e-01,2.500992e+00,5.960827e+00
1.976000e-10,4.144837e-05,-3.046178e-05,6.919325e+00,9.587136e-01,2.500182e+00,5.960611e+00
1.976100e-10,4.149427e-05,-3.048044e-05,6.919153e+00,9.587585e-01,2.499370e+00,5.960394e+00
1.976200e-10,4.154025e-05,-3.049922e-05,6.918979e+00,9.588038e-01,2.498555e+00,5.960176e+00
1.976300e-10,4.158631e-05,-3.051812e-05,6.918805e+00,9.588495e-01,2.497739e+00,5.959956e+00
1.976400e-10,4.163245e-05,-3.053715e-05,6.918630e+00,9.588955e-01,2.496921e+00,5.959734e+00
1.976500e-10,4.167868e-05,-3.055631e-05,6.918453e+00,9.589418e-01,2.496101e+00,5.959511e+00
1.976600e-10,4.172498e-05,-3.057558e-05,6.918276e+00,9.589885e-01,2.495279e+00,5.959287e+00
1.976700e-10,4.177136e-05,-3.059498e-05,6.918097e+00,9.590355e-01,2.494455e+00,5.959062e+00
1.976800e-10,4.181782e-05,-3.061450e-05,6.917918e+00,9.590829e-01,2.493629e+00,5.958835e+00
1.976900e-10,4.186437e-05,-3.063414e-05,6.917738e+00,9.591306e-01,2.492801e+00,5.958607e+00
1.977000e-10,4.191099e-05,-3.065390e-05,6.917556e+00,9.591787e-01,2.491971e+00,5.958377e+00
1.977100e-10,4.195768e-05,-3.067379e-05,6.917374e+00,9.592271e-01,2.491139e+00,5.958147e+00
1.977200e-10,4.200446e-05,-3.069379e-05,6.917190e+00,9.592758e-01,2.490305e+00,5.957914e+00
1.977300e-10,4.205131e-05,-3.071391e-05,6.917006e+00,9.593249e-01,2.489470e+00,5.957681e+00
1.977400e-10,4.209824e-05,-3.073415e-05,6.916820e+00,9.593743e-01,2.488632e+00,5.957446e+00
1.977500e-10,4.214524e-05,-3.075451e-05,6.916634e+00,9.594240e-01,2.487793e+00,5.957210e+00
1.977600e-10,4.219233e-05,-3.077499e-05,6.916447e+00,9.594741e-01,2.486951e+00,5.956973e+00
1.977700e-10,4.223948e-05,-3.079558e-05,6.916258e+00,9.595245e-01,2.486108e+00,5.956734e+00
1.977800e-10,4.228671e-05,-3.081629e-05,6.916069e+00,9.595752e-01,2.485263e+00,5.956494e+00
1.977900e-10,4.233402e-05,-3.083712e-05,6.915879e+00,9.596262e-01,2.484416e+00,5.956253e+00
1.978000e-10,4.238140e-05,-3.085806e-05,6.915688e+00,9.596776e-01,2.483567e+00,5.956010e+00
1.978100e-10,4.242885e-05,-3.087912e-05,6.915495e+00,9.597293e-01,2.482716e+00,5.955766e+00
1.978200e-10,4.247638e-05,-3.090029e-05,6.915302e+00,9.597813e-01,2.481863e+00,5.955521e+00
1.978300e-10,4.252398e-05,-3.092157e-05,6.915108e+00,9.598337e-01,2.481008e+00,5.955275e+00
1.978400e-10,4.257165e-05,-3.094297e-05,6.914913e+00,9.598863e-01,2.480152e+00,5.955027e+00
1.978500e-10,4.261940e-05,-3.096448e-05,6.914717e+00,9.599393e-01,2.479293e+00,5.954778e+00
1.978600e-10,4.266721e-05,-3.098611e-05,6.914520e+00,9.599926e-01,2.478433e+00,5.954528e+00
1.978700e-10,4.271510e-05,-3.100785e-05,6.914323e+00,9.600462e-01,2.477571e+00,5.954276e+00
1.978800e-10,4.276306e-05,-3.102969e-05,6.914124e+00,9.601002e-01,2.476707e+00,5.954024e+00
1.978900e-10,4.281109e-05,-3.105165e-05,6.913924e+00,9.601544e-01,2.475841e+00,5.953770e+00
1.979000e-10,4.285918e-05,-3.107372e-05,6.913724e+00,9.602090e-01,2.474973e+00,5.953515e+00
1.979100e-10,4.290735e-05,-3.109590e-05,6.913522e+00,9.602639e-01,2.474104e+00,5.953258e+00
1.979200e-10,4.295558e-05,-3.111819e-05,6.913320e+00,9.603191e-01,2.473232e+00,5.953001e+00
1.979300e-10,4.300389e-05,-3.114059e-05,6.913116e+00,9.603746e-01,2.472359e+00,5.952742e+00
1.979400e-10,4.305226e-05,-3.116310e-05,6.912912e+00,9.604304e-01,2.471484e+00,5.952482e+00
1.979500e-10,4.310070e-05,-3.118571e-05,6.912707e+00,9.604865e-01,2.470607e+00,5.952220e+00
1.979600e-10,4.314921e-05,-3.120843e-05,6.912501e+00,9.605429e-01,2.469728e+00,5.951958e+00
1.979700e-10,4.319778e-05,-3.123126e-05,6.912294e+00,9.605996e-01,2.468847e+00,5.951694e+00
1.979800e-10,4.324642e-05,-3.125420e-05,6.912086e+00,9.606566e-01,2.467965e+00,5.951429e+00
1.979900e-10,4.329512e-05,-3.127724e-05,6.911877e+00,9.607140e-01,2.467081e+00,5.951163e+00
1.980000e-10,4.334389e-05,-3.130038e-05,6.911668e+00,9.607716e-01,2.466195e+00,5.950896e+00
1.980100e-10,4.339273e-05,-3.132364e-05,6.911457e+00,9.608295e-01,2.465307e+00,5.950628e+00
1.980200e-10,4.344163e-05,-3.134699e-05,6.911246e+00,9.608878e-01,2.464417e+00,5.950358e+00
1.980300e-10,4.349059e-05,-3.137045e-05,6.911034e+00,9.609463e-01,2.463525e+00,5.950087e+00
1.980400e-10,4.353962e-05,-3.139402e-05,6.910820e+00,9.610051e-01,2.462632e+00,5.949815e+00
1.980500e-10,4.358871e-05,-3.141768e-05,6.910606e+00,9.610642e-01,2.461737e+00,5.949542e+00
1.980600e-10,4.363786e-05,-3.144145e-05,6.910392e+00,9.611236e-01,2.460840e+00,5.949268e+00
1.980700e-10,4.368708e-05,-3.146533e-05,6.910176e+00,9.611833e-01,2.459941e+00,5.948993e+00
1.980800e-10,4.373635e-05,-3.148930e-05,6.909959e+00,9.612433e-01,2.459041e+00,5.948716e+00
1.980900e-10,4.378569e-05,-3.151337e-05,6.909742e+00,9.613036e-01,2.458138e+00,5.948438e+00
1.981000e-10,4.383509e-05,-3.153755e-05,6.909524e+00,9.613642e-01,2.457234e+00,5.948159e+00
1.981100e-10,4.388455e-05,-3.156182e-05,6.909305e+00,9.614251e-01,2.456328e+00,5.947879e+00
1.981200e-10,4.393407e-05,-3.158620e-05,6.909085e+00,9.614862e-01,2.455421e+00,5.947598e+00
1.981300e-10,4.398365e-05,-3.161067e-05,6.908864e+00,9.615476e-01,2.454511e+00,5.947316e+00
1.981400e-10,4.403329e-05,-3.163524e-05,6.908642e+00,9.616093e-01,2.453600e+00,5.947033e+00
1.981500e-10,4.408299e-05,-3.165991e-05,6.908420e+00,9.616713e-01,2.452687e+00,5.946748e+00
1.981600e-10,4.413274e-05,-3.168468e-05,6.908197e+00,9.617336e-01,2.451772e+00,5.946463e+00
1.981700e-10,4.418256e-05,-3.170955e-05,6.907972e+00,9.617962e-01,2.450856e+00,5.946176e+00
1.981800e-10,4.423243e-05,-3.173451e-05,6.907748e+00,9.618590e-01,2.449937e+00,5.945889e+00
1.981900e-10,4.428235e-05,-3.175957e-05,6.907522e+00,9.619221e-01,2.449018e+00,5.945600e+00
1.982000e-10,4.433234e-05,-3.178472e-05,6.907295e+00,9.619855e-01,2.448096e+00,5.945310e+00
1.982100e-10,4.438238e-05,-3.180997e-05,6.907068e+00,9.620492e-01,2.447172e+00,5.945019e+00
1.982200e-10,4.443247e-05,-3.183532e-05,6.906840e+00,9.621132e-01,2.446247e+00,5.944727e+00
1.982300e-10,4.448262e-05,-3.186076e-05,6.906611e+00,9.621774e-01,2.445320e+00,5.944434e+00
1.982400e-10,4.453283e-05,-3.188629e-05,6.906381e+00,9.622419e-01,2.444391e+00,5.944139e+00
1.982500e-10,4.458309e-05,-3.191192e-05,6.906151e+00,9.623066e-01,2.443461e+00,5.943844e+00
1.982600e-10,4.463340e-05,-3.193763e-05,6.905919e+00,9.623717e-01,2.442529e+00,5.943548e+00
1.982700e-10,4.468377e-05,-3.196345e-05,6.905687e+00,9.624370e-01,2.441595e+00,5.943250e+00
1.982800e-10,4.473419e-05,-3.198935e-05,6.905454e+00,9.625025e-01,2.440659e+00,5.942952e+00
1.982900e-10,4.478466e-05,-3.201535e-05,6.905221e+00,9.625684e-01,2.439722e+00,5.942652e+00
1.983000e-10,4.483518e-05,-3.204143e-05,6.904986e+00,9.626345e-01,2.438783e+00,5.942352e+00
1.983100e-10,4.488576e-05,-3.206761e-05,6.904751e+00,9.627008e-01,2.437842e+00,5.942050e+00
1.983200e-10,4.493639e-05,-3.209388e-05,6.904515e+00,9.627675e-01,2.436900e+00,5.941748e+00
1.983300e-10,4.498706e-05,-3.212023e-05,6.904278e+00,9.628343e-01,2.435956e+00,5.941444e+00
1.983400e-10,4.503779e-05,-3.214668e-05,6.904041e+00,9.629015e-01,2.435010e+00,5.941139e+00
1.983500e-10,4.508857e-05,-3.217321e-05,6.903803e+00,9.629689e-01,2.434063e+00,5.940834e+00
1.983600e-10,4.513940e-05,-3.219984e-05,6.903564e+00,9.630366e-01,2.433114e+00,5.940527e+00
1.983700e-10,4.519027e-05,-3.222655e-05,6.903324e+00,9.631045e-01,2.432163e+00,5.940219e+00
1.983800e-10,4.524120e-05,-3.225334e-05,6.903083e+00,9.631727e-01,2.431210e+00,5.939911e+00
1.983900e-10,4.529217e-05,-3.228023e-05,6.902842e+00,9.632411e-01,2.430256e+00,5.939601e+00
1.984000e-10,4.534319e-05,-3.230720e-05,6.902600e+00,9.633098e-01,2.429300e+00,5.939290e+00
1.984100e-10,4.539425e-05,-3.233426e-05,6.902357e+00,9.633788e-01,2.428343e+00,5.938978e+00
1.984200e-10,4.544537e-05,-3.236140e-05,6.902114e+00,9.634480e-01,2.427383e+00,5.938666e+00
1.984300e-10,4.549653e-05,-3.238863e-05,6.901870e+00,9.635174e-01,2.426422e+00,5.938352e+00
1.984400e-10,4.554773e-05,-3.241594e-05,6.901625e+00,9.635871e-01,2.425460e+00,5.938038e+00
1.984500e-10,4.559898e-05,-3.244334e-05,6.901379e+00,9.636570e-01,2.424496e+00,5.937722e+00
1.984600e-10,4.565028e-05,-3.247082e-05,6.901133e+00,9.637272e-01,2.423530e+00,5.937405e+00
1.984700e-10,4.570162e-05,-3.249838e-05,6.900886e+00,9.637977e-01,2.422562e+00,5.937088e+00
1.984800e-10,4.575300e-05,-3.252603e-05,6.900638e+00,9.638684e-01,2.421593e+00,5.936769e+00
1.984900e-10,4.580443e-05,-3.255376e-05,6.900389e+00,9.639393e-01,2.420623e+00,5.936450e+00
1.985000e-10,4.585590e-05,-3.258157e-05,6.900140e+00,9.640105e-01,2.419650e+00,5.936130e+00
1.985100e-10,4.590741e-05,-3.260946e-05,6.899890e+00,9.640819e-01,2.418676e+00,5.935808e+00
1.985200e-10,4.595896e-05,-3.263744e-05,6.899640e+00,9.641535e-01,2.417700e+00,5.935486e+00
1.985300e-10,4.601056e-05,-3.266549e-05,6.899388e+00,9.642254e-01,2.416723e+00,5.935163e+00
1.985400e-10,4.606220e-05,-3.269362e-05,6.899136e+00,9.642975e-01,2.415744e+00,5.934839e+00
1.985500e-10,4.611388e-05,-3.272184e-05,6.898884e+00,9.643699e-01,2.414764e+00,5.934514e+00
1.985600e-10,4.616559e-05,-3.275013e-05,6.898630e+00,9.644425e-01,2.413782e+00,5.934188e+00
1.985700e-10,4.621735e-05,-3.277850e-05,6.898376e+00,9.645153e-01,2.412798e+00,5.933861e+00
1.985800e-10,4.626915e-05,-3.280695e-05,6.898122e+00,9.645884e-01,2.411813e+00,5.933533e+00
1.985900e-10,4.632099e-05,-3.283548e-05,6.897866e+00,9.646617e-01,2.410826e+00,5.933204e+00
1.986000e-10,4.637286e-05,-3.286408e-05,6.897610e+00,9.647353e-01,2.409837e+00,5.932875e+00
1.986100e-10,4.642478e-05,-3.289276e-05,6.897353e+00,9.648090e-01,2.408847e+00,5.932544e+00
1.986200e-10,4.647673e-05,-3.292152e-05,6.897096e+00,9.648830e-01,2.407855e+00,5.932213e+00
1.986300e-10,4.652871e-05,-3.295036e-05,6.896838e+00,9.649573e-01,2.406862e+00,5.931881e+00
1.986400e-10,4.658074e-05,-3.297927e-05,6.896579e+00,9.650317e-01,2.405867e+00,5.931547e+00
1.986500e-10,4.663280e-05,-3.300825e-05,6.896320e+00,9.651064e-01,2.404871e+00,5.931213e+00
1.986600e-10,4.668490e-05,-3.303731e-05,6.896060e+00,9.651813e-01,2.403873e+00,5.930878e+00
1.986700e-10,4.673703e-05,-3.306645e-05,6.895799e+00,9.652564e-01,2.402873e+00,5.930543e+00
1.986800e-10,4.678919e-05,-3.309565e-05,6.895538e+00,9.653318e-01,2.401872e+00,5.930206e+00
1.986900e-10,4.684139e-05,-3.312494e-05,6.895276e+00,9.654074e-01,2.400869e+00,5.929868e+00
1.987000e-10,4.689363e-05,-3.315429e-05,6.895013e+00,9.654832e-01,2.399865e+00,5.929530e+00
1.987100e-10,4.694590e-05,-3.318372e-05,6.894750e+00,9.655592e-01,2.398859e+00,5.929191e+00
1.987200e-10,4.699820e-05,-3.321322e-05,6.894486e+00,9.656354e-01,2.397851e+00,5.928851e+00
1.987300e-10,4.705053e-05,-3.324279e-05,6.894222e+00,9.657119e-01,2.396842e+00,5.928510e+00
1.987400e-10,4.710290e-05,-3.327243e-05,6.893957e+00,9.657885e-01,2.395832e+00,5.928168e+00
1.987500e-10,4.715530e-05,-3.330214e-05,6.893691e+00,9.658654e-01,2.394820e+00,5.927825e+00
1.987600e-10,4.720772e-05,-3.333192e-05,6.893425e+00,9.659425e-01,2.393806e+00,5.927482e+00
1.987700e-10,4.726018e-05,-3.336178e-05,6.893158e+00,9.660198e-01,2.392791e+00,5.927138e+00
1.987800e-10,4.731267e-05,-3.339170e-05,6.892890e+00,9.660974e-01,2.391774e+00,5.926793e+00
1.987900e-10,4.736519e-05,-3.342169e-05,6.892622e+00,9.661751e-01,2.390756e+00,5.926447e+00
1.988000e-10,4.741774e-05,-3.345175e-05,6.892353e+00,9.662531e-01,2.389737e+00,5.926100e+00
1.988100e-10,4.747032e-05,-3.348188e-05,6.892084e+00,9.663312e-01,2.388715e+00,5.925752e+00
1.988200e-10,4.752292e-05,-3.351207e-05,6.891814e+00,9.664096e-01,2.387693e+00,5.925404e+00
1.988300e-10,4.757556e-05,-3.354234e-05,6.891543e+00,9.664882e-01,2.386668e+00,5.925055e+00
1.988400e-10,4.762822e-05,-3.357267e-05,6.891272e+00,9.665669e-01,2.385643e+00,5.924705e+00
1.988500e-10,4.768091e-05,-3.360306e-05,6.891000e+00,9.666459e-01,2.384615e+00,5.924354e+00
1.988600e-10,4.773362e-05,-3.363352e-05,6.890728e+00,9.667251e-01,2.383587e+00,5.924003e+00
1.988700e-10,4.778636e-05,-3.366405e-05,6.890455e+00,9.668045e-01,2.382556e+00,5.923651e+00
1.988800e-10,4.783913e-05,-3.369465e-05,6.890182e+00,9.668841e-01,2.381525e+00,5.923297e+00
1.988900e-10,4.789192e-05,-3.372530e-05,6.889908e+00,9.669639e-01,2.380491e+00,5.922944e+00
1.989000e-10,4.794474e-05,-3.375602e-05,6.889633e+00,9.670439e-01,2.379457e+00,5.922589e+00
1.989100e-10,4.799758e-05,-3.378681e-05,6.889358e+00,9.671241e-01,2.378420e+00,5.922234e+00
1.989200e-10,4.805045e-05,-3.381766e-05,6.889082e+00,9.672045e-01,2.377383e+00,5.921877e+00
1.989300e-10,4.810333e-05,-3.384857e-05,6.888806e+00,9.672851e-01,2.376343e+00,5.921521e+00
1.989400e-10,4.815624e-05,-3.387955e-05,6.888529e+00,9.673659e-01,2.375303e+00,5.921163e+00
1.989500e-10,4.820918e-05,-3.391058e-05,6.888251e+00,9.674468e-01,2.374261e+00,5.920804e+00
1.989600e-10,4.826213e-05,-3.394168e-05,6.887973e+00,9.675280e-01,2.373217e+00,5.920445e+00
1.989700e-10,4.831511e-05,-3.397284e-05,6.887695e+00,9.676094e-01,2.372172e+00,5.920085e+00
1.989800e-10,4.836811e-05,-3.400406e-05,6.887416e+00,9.676909e-01,2.371126e+00,5.919725e+00
1.989900e-10,4.842113e-05,-3.403534e-05,6.887136e+00,9.677727e-01,2.370078e+00,5.919363e+00
1.990000e-10,4.847416e-05,-3.406669e-05,6.886856e+00,9.678546e-01,2.369028e+00,5.919001e+00
1.990100e-10,4.852722e-05,-3.409809e-05,6.886575e+00,9.679368e-01,2.367977e+00,5.918639e+00
1.990200e-10,4.858030e-05,-3.412955e-05,6.886294e+00,9.680191e-01,2.366925e+00,5.918275e+00
