time,"I(BD)","I(BS)","P(VLEAK)","P(OUT)","P(BD)","P(BS)"
0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-14,3.160739e-12,2.006569e-11,2.122435e-04,2.122434e-04,8.705942e-12,4.072451e-11
2.000000e-14,9.138789e-12,3.701298e-11,4.252050e-04,4.252048e-04,4.837440e-11,1.836563e-10
3.000000e-14,1.692905e-11,5.199985e-11,6.394180e-04,6.394176e-04,1.542929e-10,4.955523e-10
4.000000e-14,2.572366e-11,6.601519e-11,8.554535e-04,8.554524e-04,3.716570e-10,1.042335e-09
5.000000e-14,3.504331e-11,7.972033e-11,1.073896e-03,1.073894e-03,7.522132e-10,1.888074e-09
6.000000e-14,4.466094e-11,9.351933e-11,1.295335e-03,1.295332e-03,1.351730e-09,3.095790e-09
7.000000e-14,5.450283e-11,1.076580e-10,1.520359e-03,1.520354e-03,2.228472e-09,4.728595e-09
8.000000e-14,6.457643e-11,1.222970e-10,1.749551e-03,1.749544e-03,3.442468e-09,6.850672e-09
9.000000e-14,7.492765e-11,1.375561e-10,1.983493e-03,1.983484e-03,5.055310e-09,9.528037e-09
1.000000e-13,8.561855e-11,1.535370e-10,2.222762e-03,2.222749e-03,7.130259e-09,1.282912e-08
1.100000e-13,9.671687e-11,1.703342e-10,2.467927e-03,2.467911e-03,9.732508e-09,1.682527e-08
1.200000e-13,1.082917e-10,1.880396e-10,2.719555e-03,2.719533e-03,1.292953e-08,2.159115e-08
1.300000e-13,1.204119e-10,2.067450e-10,2.978202e-03,2.978175e-03,1.679143e-08,2.720517e-08
1.400000e-13,1.331457e-10,2.265419e-10,3.244422e-03,3.244388e-03,2.139136e-08,3.374985e-08
1.500000e-13,1.465608e-10,2.475220e-10,3.518757e-03,3.518716e-03,2.680589e-08,4.131223e-08
1.600000e-13,1.607246e-10,2.697775e-10,3.801746e-03,3.801696e-03,3.311538e-08,4.998423e-08
1.700000e-13,1.757041e-10,2.934007e-10,4.093916e-03,4.093856e-03,4.040437e-08,5.986301e-08
1.800000e-13,1.915662e-10,3.184844e-10,4.395788e-03,4.395717e-03,4.876195e-08,7.105141e-08
1.900000e-13,2.083778e-10,3.451220e-10,4.707873e-03,4.707789e-03,5.828215e-08,8.365823e-08
2.000000e-13,2.262060e-10,3.734074e-10,5.030672e-03,5.030574e-03,6.906429e-08,9.779869e-08
2.100000e-13,2.451178e-10,4.034352e-10,5.364679e-03,5.364566e-03,8.121333e-08,1.135948e-07
2.200000e-13,2.651806e-10,4.353005e-10,5.710377e-03,5.710245e-03,9.484029e-08,1.311755e-07
2.300000e-13,2.864624e-10,4.690998e-10,6.068236e-03,6.068086e-03,1.100626e-07,1.506776e-07
2.400000e-13,3.090311e-10,5.049300e-10,6.438721e-03,6.438548e-03,1.270043e-07,1.722454e-07
2.500000e-13,3.329554e-10,5.428893e-10,6.822280e-03,6.822084e-03,1.457968e-07,1.960317e-07
2.600000e-13,3.583045e-10,5.830770e-10,7.219356e-03,7.219134e-03,1.665789e-07,2.221978e-07
2.700000e-13,3.851482e-10,6.255935e-10,7.630376e-03,7.630125e-03,1.894970e-07,2.509142e-07
2.800000e-13,4.135568e-10,6.705404e-10,8.055757e-03,8.055475e-03,2.147061e-07,2.823605e-07
2.900000e-13,4.436014e-10,7.180208e-10,8.495905e-03,8.495589e-03,2.423695e-07,3.167263e-07
3.000000e-13,4.753540e-10,7.681388e-10,8.951214e-03,8.950860e-03,2.726595e-07,3.542110e-07
3.100000e-13,5.088872e-10,8.210003e-10,9.422064e-03,9.421669e-03,3.057578e-07,3.950250e-07
3.200000e-13,5.442746e-10,8.767124e-10,9.908825e-03,9.908386e-03,3.418555e-07,4.393893e-07
3.300000e-13,5.815905e-10,9.353836e-10,1.041185e-02,1.041136e-02,3.811540e-07,4.875360e-07
3.400000e-13,6.209103e-10,9.971244e-10,1.093149e-02,1.093095e-02,4.238650e-07,5.397094e-07
3.500000e-13,6.623103e-10,1.062046e-09,1.146807e-02,1.146747e-02,4.702108e-07,5.961654e-07
3.600000e-13,7.058676e-10,1.130262e-09,1.202190e-02,1.202125e-02,5.204250e-07,6.571724e-07
3.700000e-13,7.516606e-10,1.201888e-09,1.259330e-02,1.259258e-02,5.747527e-07,7.230119e-07
3.800000e-13,7.997684e-10,1.277039e-09,1.318256e-02,1.318176e-02,6.334507e-07,7.939783e-07
3.900000e-13,8.502715e-10,1.355835e-09,1.378994e-02,1.378907e-02,6.967880e-07,8.703799e-07
4.000000e-13,9.032510e-10,1.438394e-09,1.441572e-02,1.441477e-02,7.650465e-07,9.525388e-07
4.100000e-13,9.587894e-10,1.524838e-09,1.506015e-02,1.505911e-02,8.385208e-07,1.040792e-06
4.200000e-13,1.016970e-09,1.615290e-09,1.572346e-02,1.572233e-02,9.175188e-07,1.135490e-06
4.300000e-13,1.077877e-09,1.709874e-09,1.640588e-02,1.640465e-02,1.002362e-06,1.237000e-06
4.400000e-13,1.141597e-09,1.808718e-09,1.710762e-02,1.710628e-02,1.093387e-06,1.345704e-06
4.500000e-13,1.208215e-09,1.911947e-09,1.782888e-02,1.782742e-02,1.190943e-06,1.462000e-06
4.600000e-13,1.277820e-09,2.019692e-09,1.856983e-02,1.856825e-02,1.295396e-06,1.586303e-06
4.700000e-13,1.350499e-09,2.132083e-09,1.933065e-02,1.932893e-02,1.407126e-06,1.719043e-06
4.800000e-13,1.426343e-09,2.249252e-09,2.011150e-02,2.010964e-02,1.526528e-06,1.860671e-06
4.900000e-13,1.505441e-09,2.371334e-09,2.091251e-02,2.091049e-02,1.654014e-06,2.011651e-06
5.000000e-13,1.587886e-09,2.498461e-09,2.173381e-02,2.173163e-02,1.790013e-06,2.172467e-06
5.100000e-13,1.673769e-09,2.630772e-09,2.257551e-02,2.257317e-02,1.934969e-06,2.343623e-06
5.200000e-13,1.763184e-09,2.768403e-09,2.343773e-02,2.343521e-02,2.089343e-06,2.525639e-06
5.300000e-13,1.856224e-09,2.911492e-09,2.432055e-02,2.431783e-02,2.253616e-06,2.719055e-06
5.400000e-13,1.952985e-09,3.060180e-09,2.522403e-02,2.522111e-02,2.428283e-06,2.924431e-06
5.500000e-13,2.053561e-09,3.214608e-09,2.614825e-02,2.614511e-02,2.613860e-06,3.142346e-06
5.600000e-13,2.158050e-09,3.374916e-09,2.709325e-02,2.708988e-02,2.810880e-06,3.373401e-06
5.700000e-13,2.266547e-09,3.541248e-09,2.805906e-02,2.805544e-02,3.019896e-06,3.618216e-06
5.800000e-13,2.379150e-09,3.713746e-09,2.904571e-02,2.904184e-02,3.241478e-06,3.877432e-06
5.900000e-13,2.495957e-09,3.892556e-09,3.005321e-02,3.004906e-02,3.476218e-06,4.151713e-06
6.000000e-13,2.617067e-09,4.077821e-09,3.108155e-02,3.107710e-02,3.724726e-06,4.441742e-06
6.100000e-13,2.742577e-09,4.269687e-09,3.213071e-02,3.212596e-02,3.987634e-06,4.748226e-06
6.200000e-13,2.872588e-09,4.468300e-09,3.320067e-02,3.319560e-02,4.265591e-06,5.071895e-06
6.300000e-13,3.007198e-09,4.673805e-09,3.429139e-02,3.428597e-02,4.559271e-06,5.413499e-06
6.400000e-13,3.146507e-09,4.886349e-09,3.540281e-02,3.539703e-02,4.869367e-06,5.773813e-06
6.500000e-13,3.290614e-09,5.106077e-09,3.653486e-02,3.652871e-02,5.196593e-06,6.153635e-06
6.600000e-13,3.439620e-09,5.333136e-09,3.768748e-02,3.768093e-02,5.541685e-06,6.553787e-06
6.700000e-13,3.593623e-09,5.567673e-09,3.886057e-02,3.885359e-02,5.905402e-06,6.975115e-06
6.800000e-13,3.752724e-09,5.809833e-09,4.005403e-02,4.004661e-02,6.288523e-06,7.418487e-06
6.900000e-13,3.917021e-09,6.059761e-09,4.126774e-02,4.125986e-02,6.691852e-06,7.884798e-06
7.000000e-13,4.086613e-09,6.317603e-09,4.250160e-02,4.249322e-02,7.116214e-06,8.374968e-06
7.100000e-13,4.261599e-09,6.583503e-09,4.375546e-02,4.374657e-02,7.562458e-06,8.889939e-06
7.200000e-13,4.442078e-09,6.857604e-09,4.502918e-02,4.501975e-02,8.031455e-06,9.430681e-06
7.300000e-13,4.628145e-09,7.140050e-09,4.632260e-02,4.631260e-02,8.524100e-06,9.998188e-06
7.400000e-13,4.819900e-09,7.430981e-09,4.763557e-02,4.762497e-02,9.041312e-06,1.059348e-05
7.500000e-13,5.017437e-09,7.730539e-09,4.896790e-02,4.895668e-02,9.584033e-06,1.121760e-05
7.600000e-13,5.220852e-09,8.038863e-09,5.031941e-02,5.030754e-02,1.015323e-05,1.187163e-05
7.700000e-13,5.430239e-09,8.356091e-09,5.168991e-02,5.167736e-02,1.074989e-05,1.255666e-05
7.800000e-13,5.645692e-09,8.682358e-09,5.307920e-02,5.306593e-02,1.137504e-05,1.327381e-05
7.900000e-13,5.867303e-09,9.017801e-09,5.448706e-02,5.447303e-02,1.202970e-05,1.402424e-05
8.000000e-13,6.095162e-09,9.362551e-09,5.591327e-02,5.589846e-02,1.271494e-05,1.480911e-05
8.100000e-13,6.329359e-09,9.716738e-09,5.735760e-02,5.734197e-02,1.343186e-05,1.562965e-05
8.200000e-13,6.569983e-09,1.008049e-08,5.881982e-02,5.880333e-02,1.418156e-05,1.648707e-05
8.300000e-13,6.817121e-09,1.045394e-08,6.029967e-02,6.028229e-02,1.496518e-05,1.738263e-05
8.400000e-13,7.070856e-09,1.083721e-08,6.179691e-02,6.177859e-02,1.578388e-05,1.831761e-05
8.500000e-13,7.331272e-09,1.123041e-08,6.331127e-02,6.329198e-02,1.663884e-05,1.929333e-05
8.600000e-13,7.598451e-09,1.163367e-08,6.484249e-02,6.482218e-02,1.753129e-05,2.031112e-05
8.700000e-13,7.872473e-09,1.204710e-08,6.639029e-02,6.636891e-02,1.846245e-05,2.137234e-05
8.800000e-13,8.153414e-09,1.247082e-08,6.795438e-02,6.793190e-02,1.943358e-05,2.247839e-05
8.900000e-13,8.441350e-09,1.290494e-08,6.953449e-02,6.951086e-02,2.044597e-05,2.363067e-05
9.000000e-13,8.736354e-09,1.334956e-08,7.113031e-02,7.110548e-02,2.150093e-05,2.483063e-05
9.100000e-13,9.038496e-09,1.380478e-08,7.274154e-02,7.271546e-02,2.259979e-05,2.607973e-05
9.200000e-13,9.347846e-09,1.427070e-08,7.436788e-02,7.434050e-02,2.374390e-05,2.737948e-05
9.300000e-13,9.664468e-09,1.474743e-08,7.600902e-02,7.598029e-02,2.493465e-05,2.873138e-05
9.400000e-13,9.988425e-09,1.523505e-08,7.766464e-02,7.763450e-02,2.617344e-05,3.013698e-05
9.500000e-13,1.031978e-08,1.573365e-08,7.933441e-02,7.930282e-02,2.746170e-05,3.159785e-05
9.600000e-13,1.065859e-08,1.624331e-08,8.101802e-02,8.098491e-02,2.880088e-05,3.311559e-05
9.700000e-13,1.100490e-08,1.676412e-08,8.271513e-02,8.268044e-02,3.019244e-05,3.469181e-05
9.800000e-13,1.135877e-08,1.729615e-08,8.442541e-02,8.438908e-02,3.163790e-05,3.632816e-05
9.900000e-13,1.172026e-08,1.783946e-08,8.614852e-02,8.611050e-02,3.313876e-05,3.802629e-05
1.000000e-12,1.208939e-08,1.839414e-08,8.788412e-02,8.784433e-02,3.469657e-05,3.978791e-05
1.010000e-12,1.246622e-08,1.896023e-08,8.963187e-02,8.959025e-02,3.631288e-05,4.161472e-05
1.020000e-12,1.285078e-08,1.953779e-08,9.139141e-02,9.134790e-02,3.798928e-05,4.350845e-05
1.030000e-12,1.324312e-08,2.012688e-08,9.316240e-02,9.311693e-02,3.972738e-05,4.547087e-05
1.040000e-12,1.364325e-08,2.072754e-08,9.494448e-02,9.489698e-02,4.152878e-05,4.750375e-05
1.050000e-12,1.405121e-08,2.133982e-08,9.673731e-02,9.668770e-02,4.339514e-05,4.960888e-05
1.060000e-12,1.446702e-08,2.196375e-08,9.854052e-02,9.848873e-02,4.532811e-05,5.178809e-05
1.070000e-12,1.489070e-08,2.259935e-08,1.003538e-01,1.002997e-01,4.732938e-05,5.404321e-05
1.080000e-12,1.532228e-08,2.324667e-08,1.021767e-01,1.021203e-01,4.940064e-05,5.637611e-05
1.090000e-12,1.576175e-08,2.390570e-08,1.040089e-01,1.039501e-01,5.154360e-05,5.878864e-05
1.100000e-12,1.620914e-08,2.457648e-08,1.058500e-01,1.057888e-01,5.375999e-05,6.128271e-05
1.110000e-12,1.666444e-08,2.525900e-08,1.076998e-01,1.076359e-01,5.605157e-05,6.386023e-05
1.120000e-12,1.712765e-08,2.595328e-08,1.095578e-01,1.094912e-01,5.842008e-05,6.652311e-05
1.130000e-12,1.759878e-08,2.665930e-08,1.114236e-01,1.113543e-01,6.086730e-05,6.927330e-05
1.140000e-12,1.807781e-08,2.737706e-08,1.132970e-01,1.132248e-01,6.339503e-05,7.211274e-05
1.150000e-12,1.856474e-08,2.810654e-08,1.151774e-01,1.151024e-01,6.600505e-05,7.504341e-05
1.160000e-12,1.905954e-08,2.884771e-08,1.170647e-01,1.169866e-01,6.869919e-05,7.806729e-05
1.170000e-12,1.956219e-08,2.960056e-08,1.189584e-01,1.188772e-01,7.147926e-05,8.118635e-05
1.180000e-12,2.007267e-08,3.036505e-08,1.208581e-01,1.207737e-01,7.434710e-05,8.440261e-05
1.190000e-12,2.059096e-08,3.114113e-08,1.227636e-01,1.226759e-01,7.730454e-05,8.771806e-05
1.200000e-12,2.111700e-08,3.192876e-08,1.246744e-01,1.245833e-01,8.035344e-05,9.113473e-05
1.210000e-12,2.165078e-08,3.272789e-08,1.265903e-01,1.264956e-01,8.349565e-05,9.465464e-05
1.220000e-12,2.219224e-08,3.353845e-08,1.285107e-01,1.284125e-01,8.673304e-05,9.827982e-05
1.230000e-12,2.274133e-08,3.436039e-08,1.304355e-01,1.303335e-01,9.006746e-05,1.020123e-04
1.240000e-12,2.329801e-08,3.519362e-08,1.323642e-01,1.322584e-01,9.350079e-05,1.058541e-04
1.250000e-12,2.386222e-08,3.603808e-08,1.342966e-01,1.341868e-01,9.703489e-05,1.098073e-04
1.260000e-12,2.443389e-08,3.689367e-08,1.362322e-01,1.361183e-01,1.006717e-04,1.138740e-04
1.270000e-12,2.501296e-08,3.776030e-08,1.381708e-01,1.380527e-01,1.044129e-04,1.180561e-04
1.280000e-12,2.559936e-08,3.863788e-08,1.401119e-01,1.399896e-01,1.082606e-04,1.223557e-04
1.290000e-12,2.619302e-08,3.952630e-08,1.420554e-01,1.419286e-01,1.122166e-04,1.267748e-04
1.300000e-12,2.679385e-08,4.042544e-08,1.440007e-01,1.438694e-01,1.162826e-04,1.313155e-04
1.310000e-12,2.740176e-08,4.133520e-08,1.459477e-01,1.458118e-01,1.204607e-04,1.359798e-04
1.320000e-12,2.801669e-08,4.225545e-08,1.478961e-01,1.477553e-01,1.247526e-04,1.407697e-04
1.330000e-12,2.863851e-08,4.318605e-08,1.498454e-01,1.496997e-01,1.291602e-04,1.456873e-04
1.340000e-12,2.926715e-08,4.412687e-08,1.517953e-01,1.516446e-01,1.336854e-04,1.507345e-04
1.350000e-12,2.990250e-08,4.507778e-08,1.537457e-01,1.535898e-01,1.383299e-04,1.559133e-04
1.360000e-12,3.054445e-08,4.603861e-08,1.556961e-01,1.555349e-01,1.430955e-04,1.612257e-04
1.370000e-12,3.119289e-08,4.700922e-08,1.576463e-01,1.574796e-01,1.479842e-04,1.666737e-04
1.380000e-12,3.184771e-08,4.798945e-08,1.595960e-01,1.594238e-01,1.529976e-04,1.722592e-04
1.390000e-12,3.250878e-08,4.897912e-08,1.615449e-01,1.613669e-01,1.581375e-04,1.779841e-04
1.400000e-12,3.317598e-08,4.997806e-08,1.634927e-01,1.633089e-01,1.634058e-04,1.838504e-04
1.410000e-12,3.384919e-08,5.098611e-08,1.654392e-01,1.652493e-01,1.688040e-04,1.898599e-04
1.420000e-12,3.452827e-08,5.200306e-08,1.673840e-01,1.671880e-01,1.743340e-04,1.960145e-04
1.430000e-12,3.521308e-08,5.302874e-08,1.693270e-01,1.691247e-01,1.799974e-04,2.023161e-04
1.440000e-12,3.590350e-08,5.406294e-08,1.712678e-01,1.710590e-01,1.857959e-04,2.087664e-04
1.450000e-12,3.659936e-08,5.510547e-08,1.732062e-01,1.729908e-01,1.917312e-04,2.153673e-04
1.460000e-12,3.730053e-08,5.615612e-08,1.751419e-01,1.749198e-01,1.978047e-04,2.221205e-04
1.470000e-12,3.800685e-08,5.721467e-08,1.770748e-01,1.768458e-01,2.040183e-04,2.290278e-04
1.480000e-12,3.871816e-08,5.828092e-08,1.790045e-01,1.787684e-01,2.103733e-04,2.360908e-04
1.490000e-12,3.943432e-08,5.935464e-08,1.809309e-01,1.806876e-01,2.168713e-04,2.433112e-04
1.500000e-12,4.015515e-08,6.043561e-08,1.828537e-01,1.826030e-01,2.235138e-04,2.506907e-04
1.510000e-12,4.088050e-08,6.152359e-08,1.847728e-01,1.845145e-01,2.303023e-04,2.582308e-04
1.520000e-12,4.161019e-08,6.261835e-08,1.866878e-01,1.864219e-01,2.372382e-04,2.659332e-04
1.530000e-12,4.234405e-08,6.371965e-08,1.885986e-01,1.883248e-01,2.443229e-04,2.737992e-04
1.540000e-12,4.308191e-08,6.482725e-08,1.905050e-01,1.902232e-01,2.515576e-04,2.818303e-04
1.550000e-12,4.382359e-08,6.594090e-08,1.924069e-01,1.921168e-01,2.589437e-04,2.900281e-04
1.560000e-12,4.456890e-08,6.706036e-08,1.943039e-01,1.940055e-01,2.664825e-04,2.983939e-04
1.570000e-12,4.531768e-08,6.818535e-08,1.961961e-01,1.958891e-01,2.741752e-04,3.069289e-04
1.580000e-12,4.606972e-08,6.931564e-08,1.980831e-01,1.977674e-01,2.820229e-04,3.156346e-04
1.590000e-12,4.682485e-08,7.045095e-08,1.999648e-01,1.996403e-01,2.900268e-04,3.245121e-04
1.600000e-12,4.758287e-08,7.159102e-08,2.018410e-01,2.015075e-01,2.981879e-04,3.335625e-04
1.610000e-12,4.834359e-08,7.273559e-08,2.037117e-01,2.033689e-01,3.065072e-04,3.427871e-04
1.620000e-12,4.910682e-08,7.388438e-08,2.055767e-01,2.052245e-01,3.149857e-04,3.521869e-04
1.630000e-12,4.987236e-08,7.503713e-08,2.074358e-01,2.070740e-01,3.236243e-04,3.617629e-04
1.640000e-12,5.064001e-08,7.619355e-08,2.092889e-01,2.089173e-01,3.324238e-04,3.715161e-04
1.650000e-12,5.140958e-08,7.735338e-08,2.111358e-01,2.107544e-01,3.413852e-04,3.814473e-04
1.660000e-12,5.218087e-08,7.851633e-08,2.129765e-01,2.125850e-01,3.505090e-04,3.915573e-04
1.670000e-12,5.295366e-08,7.968213e-08,2.148109e-01,2.144091e-01,3.597960e-04,4.018471e-04
1.680000e-12,5.372777e-08,8.085050e-08,2.166389e-01,2.162265e-01,3.692467e-04,4.123171e-04
1.690000e-12,5.450299e-08,8.202114e-08,2.184602e-01,2.180373e-01,3.788618e-04,4.229681e-04
1.700000e-12,5.527910e-08,8.319379e-08,2.202750e-01,2.198412e-01,3.886417e-04,4.338007e-04
1.710000e-12,5.605592e-08,8.436815e-08,2.220830e-01,2.216382e-01,3.985868e-04,4.448152e-04
1.720000e-12,5.683323e-08,8.554394e-08,2.238843e-01,2.234282e-01,4.086976e-04,4.560122e-04
1.730000e-12,5.761083e-08,8.672088e-08,2.256786e-01,2.252112e-01,4.189742e-04,4.673920e-04
1.740000e-12,5.838851e-08,8.789869e-08,2.274661e-01,2.269871e-01,4.294168e-04,4.789549e-04
1.750000e-12,5.916607e-08,8.907707e-08,2.292466e-01,2.287559e-01,4.400257e-04,4.907010e-04
1.760000e-12,5.994330e-08,9.025575e-08,2.310200e-01,2.305174e-01,4.508009e-04,5.026306e-04
1.770000e-12,6.072000e-08,9.143444e-08,2.327864e-01,2.322716e-01,4.617424e-04,5.147435e-04
1.780000e-12,6.149597e-08,9.261286e-08,2.345456e-01,2.340186e-01,4.728501e-04,5.270398e-04
1.790000e-12,6.227099e-08,9.379074e-08,2.362977e-01,2.357582e-01,4.841238e-04,5.395194e-04
1.800000e-12,6.304488e-08,9.496779e-08,2.380427e-01,2.374905e-01,4.955633e-04,5.521821e-04
1.810000e-12,6.381742e-08,9.614373e-08,2.397804e-01,2.392154e-01,5.071683e-04,5.650276e-04
1.820000e-12,6.458842e-08,9.731829e-08,2.415110e-01,2.409330e-01,5.189383e-04,5.780554e-04
1.830000e-12,6.535769e-08,9.849120e-08,2.432344e-01,2.426431e-01,5.308730e-04,5.912653e-04
1.840000e-12,6.612501e-08,9.966218e-08,2.449505e-01,2.443459e-01,5.429718e-04,6.046566e-04
1.850000e-12,6.689021e-08,1.008310e-07,2.466595e-01,2.460413e-01,5.552340e-04,6.182287e-04
1.860000e-12,6.765309e-08,1.019973e-07,2.483613e-01,2.477293e-01,5.676589e-04,6.319809e-04
1.870000e-12,6.841345e-08,1.031609e-07,2.500559e-01,2.494100e-01,5.802456e-04,6.459124e-04
1.880000e-12,6.917111e-08,1.043216e-07,2.517433e-01,2.510833e-01,5.929934e-04,6.600223e-04
1.890000e-12,6.992589e-08,1.054790e-07,2.534237e-01,2.527494e-01,6.059011e-04,6.743096e-04
1.900000e-12,7.067760e-08,1.066329e-07,2.550969e-01,2.544082e-01,6.189678e-04,6.887733e-04
1.910000e-12,7.142605e-08,1.077831e-07,2.567632e-01,2.560597e-01,6.321924e-04,7.034121e-04
1.920000e-12,7.217108e-08,1.089293e-07,2.584224e-01,2.577041e-01,6.455734e-04,7.182249e-04
1.930000e-12,7.291252e-08,1.100713e-07,2.600746e-01,2.593414e-01,6.591097e-04,7.332103e-04
1.940000e-12,7.365018e-08,1.112089e-07,2.617200e-01,2.609716e-01,6.727998e-04,7.483668e-04
1.950000e-12,7.438390e-08,1.123418e-07,2.633585e-01,2.625948e-01,6.866422e-04,7.636929e-04
1.960000e-12,7.511352e-08,1.134698e-07,2.649902e-01,2.642110e-01,7.006353e-04,7.791871e-04
1.970000e-12,7.583889e-08,1.145926e-07,2.666153e-01,2.658204e-01,7.147775e-04,7.948474e-04
1.980000e-12,7.655984e-08,1.157102e-07,2.682337e-01,2.674230e-01,7.290669e-04,8.106723e-04
1.990000e-12,7.727622e-08,1.168222e-07,2.698455e-01,2.690188e-01,7.435017e-04,8.266596e-04
2.000000e-12,7.798788e-08,1.179285e-07,2.714508e-01,2.706080e-01,7.580799e-04,8.428075e-04
2.010000e-12,7.869469e-08,1.190288e-07,2.730498e-01,2.721907e-01,7.727996e-04,8.591139e-04
2.020000e-12,7.939650e-08,1.201231e-07,2.746425e-01,2.737669e-01,7.876585e-04,8.755764e-04
2.030000e-12,8.009319e-08,1.212110e-07,2.762289e-01,2.753367e-01,8.026544e-04,8.921930e-04
2.040000e-12,8.078461e-08,1.222924e-07,2.778093e-01,2.769003e-01,8.177851e-04,9.089611e-04
2.050000e-12,8.147065e-08,1.233673e-07,2.793836e-01,2.784577e-01,8.330481e-04,9.258784e-04
2.060000e-12,8.215119e-08,1.244353e-07,2.809520e-01,2.800091e-01,8.484410e-04,9.429422e-04
2.070000e-12,8.282612e-08,1.254963e-07,2.825147e-01,2.815545e-01,8.639611e-04,9.601499e-04
2.080000e-12,8.349532e-08,1.265502e-07,2.840716e-01,2.830941e-01,8.796058e-04,9.774987e-04
2.090000e-12,8.415869e-08,1.275969e-07,2.856230e-01,2.846280e-01,8.953724e-04,9.949858e-04
2.100000e-12,8.481613e-08,1.286363e-07,2.871689e-01,2.861563e-01,9.112580e-04,1.012608e-03
2.110000e-12,8.546755e-08,1.296681e-07,2.887095e-01,2.876791e-01,9.272598e-04,1.030363e-03
2.120000e-12,8.611287e-08,1.306923e-07,2.902449e-01,2.891966e-01,9.433745e-04,1.048247e-03
2.130000e-12,8.675200e-08,1.317088e-07,2.917752e-01,2.907089e-01,9.595993e-04,1.066258e-03
2.140000e-12,8.738487e-08,1.327174e-07,2.933005e-01,2.922161e-01,9.759310e-04,1.084390e-03
2.150000e-12,8.801141e-08,1.337181e-07,2.948210e-01,2.937184e-01,9.923661e-04,1.102643e-03
2.160000e-12,8.863155e-08,1.347109e-07,2.963368e-01,2.952158e-01,1.008902e-03,1.121011e-03
2.170000e-12,8.924523e-08,1.356955e-07,2.978481e-01,2.967086e-01,1.025534e-03,1.139492e-03
2.180000e-12,8.985242e-08,1.366720e-07,2.993549e-01,2.981968e-01,1.042259e-03,1.158081e-03
2.190000e-12,9.045305e-08,1.376403e-07,3.008575e-01,2.996807e-01,1.059074e-03,1.176776e-03
2.200000e-12,9.104709e-08,1.386004e-07,3.023559e-01,3.011603e-01,1.075976e-03,1.195572e-03
2.210000e-12,9.163450e-08,1.395522e-07,3.038503e-01,3.026358e-01,1.092959e-03,1.214465e-03
2.220000e-12,9.221527e-08,1.404956e-07,3.053409e-01,3.041074e-01,1.110022e-03,1.233452e-03
2.230000e-12,9.278936e-08,1.414307e-07,3.068277e-01,3.055752e-01,1.127159e-03,1.252528e-03
2.240000e-12,9.335677e-08,1.423574e-07,3.083110e-01,3.070393e-01,1.144366e-03,1.271690e-03
2.250000e-12,9.391749e-08,1.432757e-07,3.097909e-01,3.084999e-01,1.161641e-03,1.290933e-03
2.260000e-12,9.447151e-08,1.441857e-07,3.112675e-01,3.099572e-01,1.178978e-03,1.310253e-03
2.270000e-12,9.501884e-08,1.450873e-07,3.127410e-01,3.114113e-01,1.196373e-03,1.329645e-03
2.280000e-12,9.555949e-08,1.459806e-07,3.142115e-01,3.128624e-01,1.213823e-03,1.349106e-03
2.290000e-12,9.609348e-08,1.468655e-07,3.156792e-01,3.143106e-01,1.231323e-03,1.368631e-03
2.300000e-12,9.662082e-08,1.477422e-07,3.171442e-01,3.157560e-01,1.248868e-03,1.388216e-03
2.310000e-12,9.714156e-08,1.486106e-07,3.186068e-01,3.171989e-01,1.266455e-03,1.407855e-03
2.320000e-12,9.765573e-08,1.494709e-07,3.200669e-01,3.186394e-01,1.284079e-03,1.427545e-03
2.330000e-12,9.816336e-08,1.503230e-07,3.215249e-01,3.200776e-01,1.301735e-03,1.447281e-03
2.340000e-12,9.866451e-08,1.511672e-07,3.229807e-01,3.215137e-01,1.319419e-03,1.467057e-03
2.350000e-12,9.915923e-08,1.520033e-07,3.244347e-01,3.229478e-01,1.337126e-03,1.486869e-03
2.360000e-12,9.964759e-08,1.528316e-07,3.258869e-01,3.243802e-01,1.354852e-03,1.506713e-03
2.370000e-12,1.001296e-07,1.536521e-07,3.273376e-01,3.258110e-01,1.372592e-03,1.526584e-03
2.380000e-12,1.006055e-07,1.544649e-07,3.287867e-01,3.272402e-01,1.390341e-03,1.546476e-03
2.390000e-12,1.010751e-07,1.552701e-07,3.302346e-01,3.286682e-01,1.408094e-03,1.566385e-03
2.400000e-12,1.015387e-07,1.560679e-07,3.316813e-01,3.300950e-01,1.425848e-03,1.586305e-03
2.410000e-12,1.019964e-07,1.568584e-07,3.331270e-01,3.315207e-01,1.443596e-03,1.606232e-03
2.420000e-12,1.024481e-07,1.576417e-07,3.345718e-01,3.329456e-01,1.461334e-03,1.626161e-03
2.430000e-12,1.028941e-07,1.584180e-07,3.360159e-01,3.343698e-01,1.479057e-03,1.646087e-03
2.440000e-12,1.033344e-07,1.591874e-07,3.374595e-01,3.357935e-01,1.496760e-03,1.666004e-03
2.450000e-12,1.037692e-07,1.599501e-07,3.389026e-01,3.372167e-01,1.514439e-03,1.685907e-03
2.460000e-12,1.041985e-07,1.607062e-07,3.403454e-01,3.386396e-01,1.532088e-03,1.705792e-03
2.470000e-12,1.046224e-07,1.614559e-07,3.417882e-01,3.400625e-01,1.549702e-03,1.725652e-03
2.480000e-12,1.050412e-07,1.621995e-07,3.432309e-01,3.414854e-01,1.567276e-03,1.745484e-03
