time,"P(SOUT)","P(A0)","P(B0)","P(CIN)","P(COUT)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.000000e-14,6.269753e-05,2.068513e-03,2.068513e-03,2.068516e-03,1.135721e-03
1.000000e-13,2.074204e-04,4.224989e-03,4.224989e-03,4.224996e-03,2.334196e-03
1.500000e-13,4.404942e-04,6.512231e-03,6.512231e-03,6.512242e-03,3.631802e-03
2.000000e-13,7.655791e-04,8.973617e-03,8.973617e-03,8.973634e-03,5.066069e-03
2.500000e-13,1.187060e-03,1.165204e-02,1.165204e-02,1.165207e-02,6.674262e-03
3.000000e-13,1.711014e-03,1.458891e-02,1.458891e-02,1.458894e-02,8.492421e-03
3.500000e-13,2.345316e-03,1.782327e-02,1.782327e-02,1.782331e-02,1.055465e-02
4.000000e-13,3.099452e-03,2.139107e-02,2.139107e-02,2.139113e-02,1.289255e-02
4.500000e-13,3.984203e-03,2.532454e-02,2.532454e-02,2.532462e-02,1.553474e-02
5.000000e-13,5.011304e-03,2.965165e-02,2.965165e-02,2.965176e-02,1.850648e-02
5.500000e-13,6.193084e-03,3.439568e-02,3.439568e-02,3.439581e-02,2.182927e-02
6.000000e-13,7.542116e-03,3.957482e-02,3.957482e-02,3.957499e-02,2.552059e-02
6.500000e-13,9.070871e-03,4.520197e-02,4.520197e-02,4.520218e-02,2.959366e-02
7.000000e-13,1.079140e-02,5.128457e-02,5.128457e-02,5.128483e-02,3.405728e-02
7.500000e-13,1.271502e-02,5.782451e-02,5.782451e-02,5.782483e-02,3.891568e-02
8.000000e-13,1.485205e-02,6.481821e-02,6.481821e-02,6.481859e-02,4.416850e-02
8.500000e-13,1.721157e-02,7.225670e-02,7.225670e-02,7.225717e-02,4.981080e-02
9.000000e-13,1.980119e-02,8.012590e-02,8.012590e-02,8.012646e-02,5.583310e-02
9.500000e-13,2.262688e-02,8.840683e-02,8.840683e-02,8.840751e-02,6.222153e-02
1.000000e-12,2.569284e-02,9.707607e-02,9.707607e-02,9.707687e-02,6.895804e-02
1.050000e-12,2.900137e-02,1.061061e-01,1.061061e-01,1.061071e-01,7.602058e-02
1.100000e-12,3.255282e-02,1.154659e-01,1.154659e-01,1.154671e-01,8.338347e-02
1.150000e-12,3.634555e-02,1.251215e-01,1.251215e-01,1.251228e-01,9.101771e-02
1.200000e-12,4.037594e-02,1.350363e-01,1.350363e-01,1.350378e-01,9.889140e-02
1.250000e-12,4.463842e-02,1.451721e-01,1.451721e-01,1.451739e-01,1.069702e-01
1.300000e-12,4.912555e-02,1.554894e-01,1.554894e-01,1.554914e-01,1.152176e-01
1.350000e-12,5.382812e-02,1.659480e-01,1.659480e-01,1.659503e-01,1.235959e-01
1.400000e-12,5.873529e-02,1.765081e-01,1.765081e-01,1.765107e-01,1.320663e-01
1.450000e-12,6.383475e-02,1.871301e-01,1.871301e-01,1.871331e-01,1.405896e-01
1.500000e-12,6.911289e-02,1.977760e-01,1.977760e-01,1.977794e-01,1.491268e-01
1.550000e-12,7.455501e-02,2.084094e-01,2.084094e-01,2.084132e-01,1.576398e-01
1.600000e-12,8.014553e-02,2.189962e-01,2.189962e-01,2.190005e-01,1.660915e-01
1.650000e-12,8.586823e-02,2.295051e-01,2.295051e-01,2.295099e-01,1.744469e-01
1.700000e-12,9.170648e-02,2.399077e-01,2.399077e-01,2.399131e-01,1.826733e-01
1.750000e-12,9.764348e-02,2.501794e-01,2.501794e-01,2.501853e-01,1.907410e-01
1.800000e-12,1.036625e-01,2.602990e-01,2.602990e-01,2.603056e-01,1.986232e-01
1.850000e-12,1.097471e-01,2.702494e-01,2.702494e-01,2.702567e-01,2.062973e-01
1.900000e-12,1.158815e-01,2.800176e-01,2.800176e-01,2.800256e-01,2.137444e-01
1.950000e-12,1.220505e-01,2.895946e-01,2.895946e-01,2.896034e-01,2.209499e-01
2.000000e-12,1.282399e-01,2.989756e-01,2.989756e-01,2.989853e-01,2.279038e-01
2.050000e-12,1.344368e-01,3.081599e-01,3.081599e-01,3.081704e-01,2.346008e-01
2.100000e-12,1.406294e-01,3.171506e-01,3.171506e-01,3.171620e-01,2.410400e-01
2.150000e-12,1.468074e-01,3.259547e-01,3.259547e-01,3.259671e-01,2.472253e-01
2.200000e-12,1.529621e-01,3.345826e-01,3.345826e-01,3.345960e-01,2.531651e-01
2.250000e-12,1.590864e-01,3.430480e-01,3.430480e-01,3.430625e-01,2.588723e-01
2.300000e-12,1.651749e-01,3.513675e-01,3.513675e-01,3.513830e-01,2.643637e-01
2.350000e-12,1.712238e-01,3.595600e-01,3.595600e-01,3.595767e-01,2.696600e-01
2.400000e-12,1.772312e-01,3.676468e-01,3.676468e-01,3.676647e-01,2.747851e-01
2.450000e-12,1.831967e-01,3.756509e-01,3.756509e-01,3.756700e-01,2.797662e-01
2.500000e-12,1.891216e-01,3.835964e-01,3.835964e-01,3.836167e-01,2.846326e-01
2.550000e-12,1.950087e-01,3.915084e-01,3.915084e-01,3.915300e-01,2.894159e-01
2.600000e-12,2.008623e-01,3.994123e-01,3.994123e-01,3.994352e-01,2.941488e-01
2.650000e-12,2.066877e-01,4.073338e-01,4.073338e-01,4.073580e-01,2.988650e-01
2.700000e-12,2.124918e-01,4.152977e-01,4.152977e-01,4.153232e-01,3.035984e-01
2.750000e-12,2.182819e-01,4.233282e-01,4.233282e-01,4.233552e-01,3.083823e-01
2.800000e-12,2.240666e-01,4.314486e-01,4.314486e-01,4.314769e-01,3.132496e-01
2.850000e-12,2.298548e-01,4.396801e-01,4.396801e-01,4.397098e-01,3.182312e-01
2.900000e-12,2.356558e-01,4.480426e-01,4.480426e-01,4.480737e-01,3.233563e-01
2.950000e-12,2.414792e-01,4.565536e-01,4.565536e-01,4.565860e-01,3.286517e-01
3.000000e-12,2.473346e-01,4.652283e-01,4.652283e-01,4.652622e-01,3.341411e-01
3.050000e-12,2.532314e-01,4.740795e-01,4.740795e-01,4.741148e-01,3.398451e-01
3.100000e-12,2.591785e-01,4.831174e-01,4.831174e-01,4.831541e-01,3.457805e-01
3.150000e-12,2.651847e-01,4.923495e-01,4.923495e-01,4.923875e-01,3.519606e-01
3.200000e-12,2.712575e-01,5.017803e-01,5.017803e-01,5.018198e-01,3.583946e-01
3.250000e-12,2.774042e-01,5.114120e-01,5.114120e-01,5.114528e-01,3.650874e-01
3.300000e-12,2.836307e-01,5.212436e-01,5.212436e-01,5.212859e-01,3.720401e-01
3.350000e-12,2.899421e-01,5.312721e-01,5.312721e-01,5.313157e-01,3.792496e-01
3.400000e-12,2.963423e-01,5.414915e-01,5.414915e-01,5.415364e-01,3.867089e-01
3.450000e-12,3.028341e-01,5.518938e-01,5.518938e-01,5.519401e-01,3.944072e-01
3.500000e-12,3.094192e-01,5.624689e-01,5.624689e-01,5.625166e-01,4.023302e-01
3.550000e-12,3.160978e-01,5.732048e-01,5.732048e-01,5.732538e-01,4.104606e-01
3.600000e-12,3.228692e-01,5.840878e-01,5.840878e-01,5.841382e-01,4.187781e-01
3.650000e-12,3.297314e-01,5.951030e-01,5.951030e-01,5.951548e-01,4.272601e-01
3.700000e-12,3.366815e-01,6.062343e-01,6.062343e-01,6.062876e-01,4.358820e-01
3.750000e-12,3.437154e-01,6.174651e-01,6.174651e-01,6.175197e-01,4.446179e-01
3.800000e-12,3.508281e-01,6.287779e-01,6.287779e-01,6.288340e-01,4.534407e-01
3.850000e-12,3.580139e-01,6.401554e-01,6.401554e-01,6.402130e-01,4.623230e-01
3.900000e-12,3.652664e-01,6.515801e-01,6.515801e-01,6.516392e-01,4.712372e-01
3.950000e-12,3.725786e-01,6.630349e-01,6.630349e-01,6.630957e-01,4.801564e-01
4.000000e-12,3.799432e-01,6.745036e-01,6.745036e-01,6.745660e-01,4.890547e-01
4.050000e-12,3.873524e-01,6.859705e-01,6.859705e-01,6.860346e-01,4.979074e-01
4.100000e-12,3.947986e-01,6.974211e-01,6.974211e-01,6.974870e-01,5.066917e-01
4.150000e-12,4.022739e-01,7.088422e-01,7.088422e-01,7.089099e-01,5.153870e-01
4.200000e-12,4.097708e-01,7.202219e-01,7.202219e-01,7.202915e-01,5.239752e-01
4.250000e-12,4.172820e-01,7.315500e-01,7.315500e-01,7.316216e-01,5.324407e-01
4.300000e-12,4.248006e-01,7.428179e-01,7.428179e-01,7.428916e-01,5.407711e-01
4.350000e-12,4.323203e-01,7.540186e-01,7.540186e-01,7.540946e-01,5.489567e-01
4.400000e-12,4.398352e-01,7.651472e-01,7.651472e-01,7.652255e-01,5.569913e-01
4.450000e-12,4.473405e-01,7.762004e-01,7.762004e-01,7.762811e-01,5.648715e-01
4.500000e-12,4.548318e-01,7.871767e-01,7.871767e-01,7.872600e-01,5.725972e-01
4.550000e-12,4.623057e-01,7.980765e-01,7.980765e-01,7.981625e-01,5.801712e-01
4.600000e-12,4.697596e-01,8.089019e-01,8.089019e-01,8.089907e-01,5.875991e-01
4.650000e-12,4.771918e-01,8.196564e-01,8.196564e-01,8.197482e-01,5.948893e-01
4.700000e-12,4.846015e-01,8.303454e-01,8.303454e-01,8.304402e-01,6.020526e-01
4.750000e-12,4.919888e-01,8.409755e-01,8.409755e-01,8.410734e-01,6.091017e-01
4.800000e-12,4.993543e-01,8.515545e-01,8.515545e-01,8.516557e-01,6.160513e-01
4.850000e-12,5.066998e-01,8.620914e-01,8.620914e-01,8.621961e-01,6.229178e-01
4.900000e-12,5.140276e-01,8.725963e-01,8.725963e-01,8.727046e-01,6.297184e-01
4.950000e-12,5.213406e-01,8.830799e-01,8.830799e-01,8.831919e-01,6.364715e-01
5.000000e-12,5.286423e-01,8.935537e-01,8.935537e-01,8.936694e-01,6.431957e-01
5.050000e-12,5.358739e-01,9.019608e-01,9.019608e-01,9.020805e-01,6.487742e-01
5.100000e-12,5.430206e-01,9.102940e-01,9.102940e-01,9.104177e-01,6.542987e-01
5.150000e-12,5.500805e-01,9.185225e-01,9.185225e-01,9.186502e-01,6.597508e-01
5.200000e-12,5.570548e-01,9.266143e-01,9.266143e-01,9.267462e-01,6.651101e-01
5.250000e-12,5.639439e-01,9.345379e-01,9.345379e-01,9.346740e-01,6.703554e-01
5.300000e-12,5.707466e-01,9.422618e-01,9.422618e-01,9.424023e-01,6.754649e-01
5.350000e-12,5.774596e-01,9.497563e-01,9.497563e-01,9.499012e-01,6.804174e-01
5.400000e-12,5.840778e-01,9.569932e-01,9.569932e-01,9.571425e-01,6.851917e-01
5.450000e-12,5.905945e-01,9.639463e-01,9.639463e-01,9.641001e-01,6.897679e-01
5.500000e-12,5.970015e-01,9.705923e-01,9.705923e-01,9.707507e-01,6.941267e-01
5.550000e-12,6.032896e-01,9.769105e-01,9.769105e-01,9.770735e-01,6.982507e-01
5.600000e-12,6.094487e-01,9.828834e-01,9.828834e-01,9.830510e-01,7.021235e-01
5.650000e-12,6.154682e-01,9.884968e-01,9.884968e-01,9.886689e-01,7.057311e-01
5.700000e-12,6.213374e-01,9.937396e-01,9.937396e-01,9.939164e-01,7.090613e-01
5.750000e-12,6.270452e-01,9.986046e-01,9.986046e-01,9.987860e-01,7.121042e-01
5.800000e-12,6.325813e-01,1.003088e+00,1.003088e+00,1.003274e+00,7.148523e-01
5.850000e-12,6.379354e-01,1.007189e+00,1.007189e+00,1.007380e+00,7.173009e-01
5.900000e-12,6.430983e-01,1.010911e+00,1.010911e+00,1.011106e+00,7.194480e-01
5.950000e-12,6.480616e-01,1.014261e+00,1.014261e+00,1.014461e+00,7.212944e-01
6.000000e-12,6.528181e-01,1.017247e+00,1.017247e+00,1.017451e+00,7.228439e-01
6.050000e-12,6.573617e-01,1.019883e+00,1.019883e+00,1.020092e+00,7.241033e-01
6.100000e-12,6.616879e-01,1.022184e+00,1.022184e+00,1.022397e+00,7.250822e-01
6.150000e-12,6.657936e-01,1.024167e+00,1.024167e+00,1.024384e+00,7.257934e-01
6.200000e-12,6.696773e-01,1.025852e+00,1.025852e+00,1.026074e+00,7.262523e-01
6.250000e-12,6.733392e-01,1.027263e+00,1.027263e+00,1.027489e+00,7.264769e-01
6.300000e-12,6.767810e-01,1.028421e+00,1.028421e+00,1.028652e+00,7.264879e-01
6.350000e-12,6.800062e-01,1.029353e+00,1.029353e+00,1.029588e+00,7.263082e-01
6.400000e-12,6.830198e-01,1.030084e+00,1.030084e+00,1.030323e+00,7.259626e-01
6.450000e-12,6.858283e-01,1.030641e+00,1.030641e+00,1.030884e+00,7.254777e-01
6.500000e-12,6.884398e-01,1.031051e+00,1.031051e+00,1.031298e+00,7.248813e-01
6.550000e-12,6.908637e-01,1.031340e+00,1.031340e+00,1.031592e+00,7.242023e-01
6.600000e-12,6.931105e-01,1.031537e+00,1.031537e+00,1.031792e+00,7.234700e-01
6.650000e-12,6.951918e-01,1.031666e+00,1.031666e+00,1.031925e+00,7.227138e-01
6.700000e-12,6.971203e-01,1.031753e+00,1.031753e+00,1.032016e+00,7.219630e-01
6.750000e-12,6.989092e-01,1.031821e+00,1.031821e+00,1.032089e+00,7.212459e-01
6.800000e-12,7.005724e-01,1.031895e+00,1.031895e+00,1.032166e+00,7.205899e-01
6.850000e-12,7.021240e-01,1.031994e+00,1.031994e+00,1.032270e+00,7.200203e-01
6.900000e-12,7.035784e-01,1.032139e+00,1.032139e+00,1.032418e+00,7.195610e-01
6.950000e-12,7.049498e-01,1.032345e+00,1.032345e+00,1.032628e+00,7.192332e-01
7.000000e-12,7.062523e-01,1.032629e+00,1.032629e+00,1.032916e+00,7.190554e-01
7.050000e-12,7.074996e-01,1.033004e+00,1.033004e+00,1.033295e+00,7.190432e-01
7.100000e-12,7.087046e-01,1.033479e+00,1.033479e+00,1.033774e+00,7.192090e-01
7.150000e-12,7.098797e-01,1.034064e+00,1.034064e+00,1.034363e+00,7.195619e-01
7.200000e-12,7.110363e-01,1.034764e+00,1.034764e+00,1.035067e+00,7.201074e-01
7.250000e-12,7.121847e-01,1.035584e+00,1.035584e+00,1.035890e+00,7.208475e-01
7.300000e-12,7.133340e-01,1.036524e+00,1.036524e+00,1.036834e+00,7.217806e-01
7.350000e-12,7.144923e-01,1.037583e+00,1.037583e+00,1.037898e+00,7.229018e-01
7.400000e-12,7.156661e-01,1.038760e+00,1.038760e+00,1.039079e+00,7.242029e-01
7.450000e-12,7.168609e-01,1.040049e+00,1.040049e+00,1.040372e+00,7.256723e-01
7.500000e-12,7.180805e-01,1.041444e+00,1.041444e+00,1.041770e+00,7.272959e-01
7.550000e-12,7.193276e-01,1.042936e+00,1.042936e+00,1.043266e+00,7.290567e-01
7.600000e-12,7.206033e-01,1.044515e+00,1.044515e+00,1.044850e+00,7.309357e-01
7.650000e-12,7.219077e-01,1.046172e+00,1.046172e+00,1.046510e+00,7.329118e-01
7.700000e-12,7.232395e-01,1.047893e+00,1.047893e+00,1.048235e+00,7.349627e-01
7.750000e-12,7.245964e-01,1.049666e+00,1.049666e+00,1.050012e+00,7.370647e-01
7.800000e-12,7.259748e-01,1.051477e+00,1.051477e+00,1.051827e+00,7.391937e-01
7.850000e-12,7.273704e-01,1.053313e+00,1.053313e+00,1.053666e+00,7.413254e-01
7.900000e-12,7.287782e-01,1.055159e+00,1.055159e+00,1.055516e+00,7.434354e-01
7.950000e-12,7.301924e-01,1.057001e+00,1.057001e+00,1.057361e+00,7.455004e-01
8.000000e-12,7.316066e-01,1.058825e+00,1.058825e+00,1.059188e+00,7.474977e-01
8.050000e-12,7.330141e-01,1.060618e+00,1.060618e+00,1.060984e+00,7.494060e-01
8.100000e-12,7.344081e-01,1.062366e+00,1.062366e+00,1.062735e+00,7.512061e-01
8.150000e-12,7.357817e-01,1.064056e+00,1.064056e+00,1.064428e+00,7.528802e-01
8.200000e-12,7.371279e-01,1.065678e+00,1.065678e+00,1.066053e+00,7.544132e-01
8.250000e-12,7.384399e-01,1.067221e+00,1.067221e+00,1.067598e+00,7.557921e-01
8.300000e-12,7.397115e-01,1.068675e+00,1.068675e+00,1.069055e+00,7.570068e-01
8.350000e-12,7.409365e-01,1.070032e+00,1.070032e+00,1.070414e+00,7.580496e-01
8.400000e-12,7.421097e-01,1.071285e+00,1.071285e+00,1.071669e+00,7.589157e-01
8.450000e-12,7.432262e-01,1.072428e+00,1.072428e+00,1.072814e+00,7.596030e-01
8.500000e-12,7.442819e-01,1.073457e+00,1.073457e+00,1.073844e+00,7.601123e-01
8.550000e-12,7.452735e-01,1.074368e+00,1.074368e+00,1.074757e+00,7.604467e-01
8.600000e-12,7.461984e-01,1.075161e+00,1.075161e+00,1.075551e+00,7.606120e-01
8.650000e-12,7.470548e-01,1.075834e+00,1.075834e+00,1.076226e+00,7.606164e-01
8.700000e-12,7.478420e-01,1.076389e+00,1.076389e+00,1.076782e+00,7.604699e-01
8.750000e-12,7.485599e-01,1.076828e+00,1.076828e+00,1.077222e+00,7.601848e-01
8.800000e-12,7.492092e-01,1.077155e+00,1.077155e+00,1.077549e+00,7.597746e-01
8.850000e-12,7.497916e-01,1.077373e+00,1.077373e+00,1.077768e+00,7.592545e-01
8.900000e-12,7.503092e-01,1.077489e+00,1.077489e+00,1.077885e+00,7.586406e-01
8.950000e-12,7.507651e-01,1.077510e+00,1.077510e+00,1.077906e+00,7.579497e-01
9.000000e-12,7.511629e-01,1.077442e+00,1.077442e+00,1.077838e+00,7.571990e-01
9.050000e-12,7.515067e-01,1.077294e+00,1.077294e+00,1.077690e+00,7.564061e-01
9.100000e-12,7.518010e-01,1.077074e+00,1.077074e+00,1.077471e+00,7.555881e-01
9.150000e-12,7.520507e-01,1.076791e+00,1.076791e+00,1.077189e+00,7.547618e-01
9.200000e-12,7.522611e-01,1.076456e+00,1.076456e+00,1.076855e+00,7.539435e-01
9.250000e-12,7.524376e-01,1.076078e+00,1.076078e+00,1.076477e+00,7.531483e-01
9.300000e-12,7.525854e-01,1.075667e+00,1.075667e+00,1.076066e+00,7.523903e-01
9.350000e-12,7.527101e-01,1.075232e+00,1.075232e+00,1.075632e+00,7.516823e-01
9.400000e-12,7.528170e-01,1.074784e+00,1.074784e+00,1.075184e+00,7.510357e-01
9.450000e-12,7.529112e-01,1.074331e+00,1.074331e+00,1.074733e+00,7.504601e-01
9.500000e-12,7.529975e-01,1.073883e+00,1.073883e+00,1.074286e+00,7.499638e-01
9.550000e-12,7.530806e-01,1.073449e+00,1.073449e+00,1.073852e+00,7.495531e-01
9.600000e-12,7.531646e-01,1.073036e+00,1.073036e+00,1.073441e+00,7.492328e-01
9.650000e-12,7.532531e-01,1.072651e+00,1.072651e+00,1.073058e+00,7.490060e-01
9.700000e-12,7.533495e-01,1.072303e+00,1.072303e+00,1.072711e+00,7.488742e-01
9.750000e-12,7.534565e-01,1.071995e+00,1.071995e+00,1.072406e+00,7.488372e-01
9.800000e-12,7.535763e-01,1.071735e+00,1.071735e+00,1.072147e+00,7.488936e-01
9.850000e-12,7.537106e-01,1.071525e+00,1.071525e+00,1.071940e+00,7.490404e-01
9.900000e-12,7.538605e-01,1.071370e+00,1.071370e+00,1.071787e+00,7.492736e-01
9.950000e-12,7.540268e-01,1.071271e+00,1.071271e+00,1.071692e+00,7.495881e-01
1.000000e-11,7.542096e-01,1.071231e+00,1.071231e+00,1.071655e+00,7.499779e-01
1.005000e-11,7.544087e-01,1.071250e+00,1.071250e+00,1.071677e+00,7.504361e-01
1.010000e-11,7.546233e-01,1.071329e+00,1.071329e+00,1.071759e+00,7.509555e-01
1.015000e-11,7.548524e-01,1.071465e+00,1.071465e+00,1.071899e+00,7.515283e-01
1.020000e-11,7.550946e-01,1.071659e+00,1.071659e+00,1.072096e+00,7.521465e-01
1.025000e-11,7.553483e-01,1.071906e+00,1.071906e+00,1.072347e+00,7.528017e-01
1.030000e-11,7.556116e-01,1.072205e+00,1.072205e+00,1.072649e+00,7.534858e-01
1.035000e-11,7.558824e-01,1.072551e+00,1.072551e+00,1.072998e+00,7.541907e-01
1.040000e-11,7.561586e-01,1.072940e+00,1.072940e+00,1.073391e+00,7.549083e-01
1.045000e-11,7.564380e-01,1.073367e+00,1.073367e+00,1.073822e+00,7.556311e-01
1.050000e-11,7.567183e-01,1.073828e+00,1.073828e+00,1.074286e+00,7.563517e-01
1.055000e-11,7.569975e-01,1.074317e+00,1.074317e+00,1.074778e+00,7.570633e-01
1.060000e-11,7.572734e-01,1.074827e+00,1.074827e+00,1.075292e+00,7.577594e-01
1.065000e-11,7.575441e-01,1.075355e+00,1.075355e+00,1.075822e+00,7.584340e-01
1.070000e-11,7.578077e-01,1.075892e+00,1.075892e+00,1.076362e+00,7.590818e-01
1.075000e-11,7.580627e-01,1.076435e+00,1.076435e+00,1.076907e+00,7.596977e-01
1.080000e-11,7.583075e-01,1.076976e+00,1.076976e+00,1.077450e+00,7.602774e-01
1.085000e-11,7.585410e-01,1.077511e+00,1.077511e+00,1.077987e+00,7.608170e-01
1.090000e-11,7.587622e-01,1.078033e+00,1.078033e+00,1.078511e+00,7.613130e-01
1.095000e-11,7.589702e-01,1.078538e+00,1.078538e+00,1.079017e+00,7.617626e-01
1.100000e-11,7.591646e-01,1.079022e+00,1.079022e+00,1.079501e+00,7.621632e-01
1.105000e-11,7.593450e-01,1.079479e+00,1.079479e+00,1.079958e+00,7.625129e-01
1.110000e-11,7.595113e-01,1.079905e+00,1.079905e+00,1.080385e+00,7.628100e-01
1.115000e-11,7.596634e-01,1.080298e+00,1.080298e+00,1.080778e+00,7.630536e-01
1.120000e-11,7.598017e-01,1.080654e+00,1.080654e+00,1.081133e+00,7.632428e-01
1.125000e-11,7.599265e-01,1.080971e+00,1.080971e+00,1.081449e+00,7.633774e-01
1.130000e-11,7.600382e-01,1.081247e+00,1.081247e+00,1.081724e+00,7.634574e-01
1.135000e-11,7.601375e-01,1.081481e+00,1.081481e+00,1.081956e+00,7.634835e-01
1.140000e-11,7.602251e-01,1.081671e+00,1.081671e+00,1.082145e+00,7.634564e-01
1.145000e-11,7.603016e-01,1.081818e+00,1.081818e+00,1.082290e+00,7.633776e-01
1.150000e-11,7.603678e-01,1.081922e+00,1.081922e+00,1.082391e+00,7.632488e-01
1.155000e-11,7.604245e-01,1.081983e+00,1.081983e+00,1.082450e+00,7.630723e-01
1.160000e-11,7.604725e-01,1.082004e+00,1.082004e+00,1.082468e+00,7.628507e-01
1.165000e-11,7.605124e-01,1.081985e+00,1.081985e+00,1.082447e+00,7.625872e-01
1.170000e-11,7.605452e-01,1.081929e+00,1.081929e+00,1.082388e+00,7.622852e-01
1.175000e-11,7.605713e-01,1.081838e+00,1.081838e+00,1.082295e+00,7.619488e-01
1.180000e-11,7.605915e-01,1.081715e+00,1.081715e+00,1.082169e+00,7.615824e-01
1.185000e-11,7.606064e-01,1.081564e+00,1.081564e+00,1.082015e+00,7.611907e-01
1.190000e-11,7.606165e-01,1.081387e+00,1.081387e+00,1.081836e+00,7.607790e-01
1.195000e-11,7.606222e-01,1.081189e+00,1.081189e+00,1.081635e+00,7.603528e-01
1.200000e-11,7.606240e-01,1.080972e+00,1.080972e+00,1.081417e+00,7.599178e-01
1.205000e-11,7.606224e-01,1.080741e+00,1.080741e+00,1.081184e+00,7.594802e-01
1.210000e-11,7.606176e-01,1.080500e+00,1.080500e+00,1.080941e+00,7.590460e-01
1.215000e-11,7.606100e-01,1.080252e+00,1.080252e+00,1.080692e+00,7.586216e-01
1.220000e-11,7.605999e-01,1.080001e+00,1.080001e+00,1.080441e+00,7.582131e-01
1.225000e-11,7.605875e-01,1.079751e+00,1.079751e+00,1.080190e+00,7.578268e-01
1.230000e-11,7.605732e-01,1.079506e+00,1.079506e+00,1.079945e+00,7.574686e-01
1.235000e-11,7.605573e-01,1.079268e+00,1.079268e+00,1.079707e+00,7.571442e-01
1.240000e-11,7.605399e-01,1.079041e+00,1.079041e+00,1.079481e+00,7.568589e-01
1.245000e-11,7.605215e-01,1.078828e+00,1.078828e+00,1.079269e+00,7.566173e-01
1.250000e-11,7.605023e-01,1.078631e+00,1.078631e+00,1.079073e+00,7.564238e-01
1.255000e-11,7.604827e-01,1.078452e+00,1.078452e+00,1.078897e+00,7.562818e-01
1.260000e-11,7.604630e-01,1.078295e+00,1.078295e+00,1.078742e+00,7.561941e-01
1.265000e-11,7.604436e-01,1.078159e+00,1.078159e+00,1.078609e+00,7.561627e-01
1.270000e-11,7.604248e-01,1.078047e+00,1.078047e+00,1.078500e+00,7.561885e-01
1.275000e-11,7.604071e-01,1.077960e+00,1.077960e+00,1.078416e+00,7.562717e-01
1.280000e-11,7.603908e-01,1.077898e+00,1.077898e+00,1.078357e+00,7.564114e-01
1.285000e-11,7.603763e-01,1.077861e+00,1.077861e+00,1.078324e+00,7.566060e-01
1.290000e-11,7.603641e-01,1.077850e+00,1.077850e+00,1.078316e+00,7.568526e-01
1.295000e-11,7.603544e-01,1.077863e+00,1.077863e+00,1.078333e+00,7.571477e-01
1.300000e-11,7.603476e-01,1.077900e+00,1.077900e+00,1.078374e+00,7.574868e-01
1.305000e-11,7.603441e-01,1.077961e+00,1.077961e+00,1.078439e+00,7.578646e-01
1.310000e-11,7.603440e-01,1.078044e+00,1.078044e+00,1.078525e+00,7.582750e-01
1.315000e-11,7.603476e-01,1.078147e+00,1.078147e+00,1.078632e+00,7.587116e-01
1.320000e-11,7.603551e-01,1.078269e+00,1.078269e+00,1.078757e+00,7.591672e-01
1.325000e-11,7.603664e-01,1.078407e+00,1.078407e+00,1.078899e+00,7.596344e-01
1.330000e-11,7.603817e-01,1.078560e+00,1.078560e+00,1.079055e+00,7.601056e-01
1.335000e-11,7.604009e-01,1.078726e+00,1.078726e+00,1.079224e+00,7.605730e-01
1.340000e-11,7.604238e-01,1.078902e+00,1.078902e+00,1.079402e+00,7.610289e-01
1.345000e-11,7.604503e-01,1.079086e+00,1.079086e+00,1.079588e+00,7.614658e-01
1.350000e-11,7.604801e-01,1.079275e+00,1.079275e+00,1.079779e+00,7.618768e-01
1.355000e-11,7.605129e-01,1.079468e+00,1.079468e+00,1.079973e+00,7.622551e-01
1.360000e-11,7.605482e-01,1.079661e+00,1.079661e+00,1.080167e+00,7.625947e-01
1.365000e-11,7.605856e-01,1.079853e+00,1.079853e+00,1.080359e+00,7.628904e-01
1.370000e-11,7.606247e-01,1.080041e+00,1.080041e+00,1.080547e+00,7.631377e-01
1.375000e-11,7.606649e-01,1.080224e+00,1.080224e+00,1.080729e+00,7.633331e-01
1.380000e-11,7.607055e-01,1.080398e+00,1.080398e+00,1.080903e+00,7.634741e-01
1.385000e-11,7.607461e-01,1.080564e+00,1.080564e+00,1.081067e+00,7.635591e-01
1.390000e-11,7.607859e-01,1.080718e+00,1.080718e+00,1.081219e+00,7.635877e-01
1.395000e-11,7.608244e-01,1.080859e+00,1.080859e+00,1.081359e+00,7.635604e-01
1.400000e-11,7.608611e-01,1.080987e+00,1.080987e+00,1.081484e+00,7.634788e-01
1.405000e-11,7.608952e-01,1.081100e+00,1.081100e+00,1.081594e+00,7.633455e-01
1.410000e-11,7.609263e-01,1.081197e+00,1.081197e+00,1.081689e+00,7.631641e-01
1.415000e-11,7.609538e-01,1.081279e+00,1.081279e+00,1.081766e+00,7.629388e-01
1.420000e-11,7.609773e-01,1.081343e+00,1.081343e+00,1.081828e+00,7.626748e-01
1.425000e-11,7.609964e-01,1.081391e+00,1.081391e+00,1.081872e+00,7.623778e-01
1.430000e-11,7.610107e-01,1.081421e+00,1.081421e+00,1.081899e+00,7.620541e-01
1.435000e-11,7.610200e-01,1.081436e+00,1.081436e+00,1.081909e+00,7.617103e-01
1.440000e-11,7.610239e-01,1.081434e+00,1.081434e+00,1.081904e+00,7.613532e-01
1.445000e-11,7.610224e-01,1.081416e+00,1.081416e+00,1.081883e+00,7.609898e-01
