time,"P(SOUT)","P(A0)","P(B0)","P(CIN)","P(COUT)"
1.382850e-09,1.960545e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.382900e-09,1.960546e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589003e+01
1.382950e-09,1.960547e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589003e+01
1.383000e-09,1.960548e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589003e+01
1.383050e-09,1.960550e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589003e+01
1.383100e-09,1.960551e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589003e+01
1.383150e-09,1.960552e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589003e+01
1.383200e-09,1.960552e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589002e+01
1.383250e-09,1.960553e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589002e+01
1.383300e-09,1.960554e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589002e+01
1.383350e-09,1.960555e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589003e+01
1.383400e-09,1.960555e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589003e+01
1.383450e-09,1.960556e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589003e+01
1.383500e-09,1.960556e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589003e+01
1.383550e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589003e+01
1.383600e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589003e+01
1.383650e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.383700e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589004e+01
1.383750e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589004e+01
1.383800e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.383850e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589005e+01
1.383900e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589005e+01
1.383950e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589005e+01
1.384000e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589005e+01
1.384050e-09,1.960556e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589005e+01
1.384100e-09,1.960556e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589005e+01
1.384150e-09,1.960556e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589005e+01
1.384200e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.384250e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.384300e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.384350e-09,1.960557e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.384400e-09,1.960558e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.384450e-09,1.960558e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.384500e-09,1.960559e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.384550e-09,1.960559e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.384600e-09,1.960560e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.384650e-09,1.960561e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.384700e-09,1.960562e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.384750e-09,1.960563e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.384800e-09,1.960563e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589003e+01
1.384850e-09,1.960564e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589003e+01
1.384900e-09,1.960565e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589003e+01
1.384950e-09,1.960566e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589003e+01
1.385000e-09,1.960567e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589003e+01
1.385050e-09,1.960568e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589003e+01
1.385100e-09,1.960568e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589003e+01
1.385150e-09,1.960569e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589003e+01
1.385200e-09,1.960570e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589003e+01
1.385250e-09,1.960570e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589003e+01
1.385300e-09,1.960570e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589003e+01
1.385350e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589003e+01
1.385400e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589003e+01
1.385450e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589003e+01
1.385500e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589003e+01
1.385550e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.385600e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.385650e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.385700e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.385750e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.385800e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589005e+01
1.385850e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589005e+01
1.385900e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589005e+01
1.385950e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589005e+01
1.386000e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589005e+01
1.386050e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589005e+01
1.386100e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589005e+01
1.386150e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589005e+01
1.386200e-09,1.960571e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589005e+01
1.386250e-09,1.960572e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589005e+01
1.386300e-09,1.960572e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589005e+01
1.386350e-09,1.960573e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589005e+01
1.386400e-09,1.960573e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589005e+01
1.386450e-09,1.960574e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589005e+01
1.386500e-09,1.960574e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.386550e-09,1.960575e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.386600e-09,1.960575e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.386650e-09,1.960576e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.386700e-09,1.960577e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589004e+01
1.386750e-09,1.960577e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589003e+01
1.386800e-09,1.960578e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589003e+01
1.386850e-09,1.960579e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589003e+01
1.386900e-09,1.960579e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589003e+01
1.386950e-09,1.960580e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589003e+01
1.387000e-09,1.960580e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589003e+01
1.387050e-09,1.960581e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589003e+01
1.387100e-09,1.960581e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589003e+01
1.387150e-09,1.960582e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589003e+01
1.387200e-09,1.960582e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589003e+01
1.387250e-09,1.960582e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589003e+01
1.387300e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589003e+01
1.387350e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589003e+01
1.387400e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.387450e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.387500e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.387550e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.387600e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.387650e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.387700e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589005e+01
1.387750e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589005e+01
1.387800e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589005e+01
1.387850e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589005e+01
1.387900e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589005e+01
1.387950e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589005e+01
1.388000e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589005e+01
1.388050e-09,1.960583e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589005e+01
1.388100e-09,1.960584e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589005e+01
1.388150e-09,1.960584e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589005e+01
1.388200e-09,1.960584e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589005e+01
1.388250e-09,1.960585e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589005e+01
1.388300e-09,1.960585e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589005e+01
1.388350e-09,1.960585e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.388400e-09,1.960586e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.388450e-09,1.960586e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.388500e-09,1.960587e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.388550e-09,1.960587e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.388600e-09,1.960588e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.388650e-09,1.960588e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.388700e-09,1.960589e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589003e+01
1.388750e-09,1.960589e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589003e+01
1.388800e-09,1.960590e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589003e+01
1.388850e-09,1.960590e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589003e+01
1.388900e-09,1.960590e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589003e+01
1.388950e-09,1.960591e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589003e+01
1.389000e-09,1.960591e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589003e+01
1.389050e-09,1.960591e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589003e+01
1.389100e-09,1.960591e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589003e+01
1.389150e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589003e+01
1.389200e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589003e+01
1.389250e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589003e+01
1.389300e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589004e+01
1.389350e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.389400e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.389450e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.389500e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.389550e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589004e+01
1.389600e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589004e+01
1.389650e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589005e+01
1.389700e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589005e+01
1.389750e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589005e+01
1.389800e-09,1.960592e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589005e+01
1.389850e-09,1.960593e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.389900e-09,1.960593e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.389950e-09,1.960593e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.390000e-09,1.960593e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.390050e-09,1.960594e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.390100e-09,1.960594e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.390150e-09,1.960594e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.390200e-09,1.960595e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.390250e-09,1.960595e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.390300e-09,1.960595e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.390350e-09,1.960596e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.390400e-09,1.960596e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.390450e-09,1.960596e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.390500e-09,1.960597e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.390550e-09,1.960597e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.390600e-09,1.960598e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589004e+01
1.390650e-09,1.960598e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589003e+01
1.390700e-09,1.960598e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589003e+01
1.390750e-09,1.960598e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589003e+01
1.390800e-09,1.960599e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589003e+01
1.390850e-09,1.960599e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589003e+01
1.390900e-09,1.960599e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589003e+01
1.390950e-09,1.960599e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589003e+01
1.391000e-09,1.960599e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589003e+01
1.391050e-09,1.960599e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589003e+01
1.391100e-09,1.960599e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589003e+01
1.391150e-09,1.960599e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.391200e-09,1.960599e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.391250e-09,1.960599e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.391300e-09,1.960599e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.391350e-09,1.960599e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.391400e-09,1.960600e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.391450e-09,1.960600e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.391500e-09,1.960600e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.391550e-09,1.960600e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.391600e-09,1.960600e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589005e+01
1.391650e-09,1.960600e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589005e+01
1.391700e-09,1.960600e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589005e+01
1.391750e-09,1.960600e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589005e+01
1.391800e-09,1.960600e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589005e+01
1.391850e-09,1.960601e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589005e+01
1.391900e-09,1.960601e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589005e+01
1.391950e-09,1.960601e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589005e+01
1.392000e-09,1.960602e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589005e+01
1.392050e-09,1.960602e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589005e+01
1.392100e-09,1.960602e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.392150e-09,1.960602e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.392200e-09,1.960603e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589004e+01
1.392250e-09,1.960603e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589004e+01
1.392300e-09,1.960603e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.392350e-09,1.960604e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.392400e-09,1.960604e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.392450e-09,1.960604e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.392500e-09,1.960604e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.392550e-09,1.960605e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.392600e-09,1.960605e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589003e+01
1.392650e-09,1.960605e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589003e+01
1.392700e-09,1.960605e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589003e+01
1.392750e-09,1.960605e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589003e+01
1.392800e-09,1.960605e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589003e+01
1.392850e-09,1.960605e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589003e+01
1.392900e-09,1.960605e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589003e+01
1.392950e-09,1.960605e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589003e+01
1.393000e-09,1.960605e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589003e+01
1.393050e-09,1.960606e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.393100e-09,1.960606e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.393150e-09,1.960606e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.393200e-09,1.960606e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.393250e-09,1.960606e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.393300e-09,1.960606e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589004e+01
1.393350e-09,1.960606e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589004e+01
1.393400e-09,1.960606e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.393450e-09,1.960606e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.393500e-09,1.960606e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589004e+01
1.393550e-09,1.960606e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589005e+01
1.393600e-09,1.960606e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589005e+01
1.393650e-09,1.960606e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589005e+01
1.393700e-09,1.960607e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589005e+01
1.393750e-09,1.960607e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589005e+01
1.393800e-09,1.960607e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589005e+01
1.393850e-09,1.960607e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589005e+01
1.393900e-09,1.960608e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589005e+01
1.393950e-09,1.960608e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589005e+01
1.394000e-09,1.960608e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.394050e-09,1.960608e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.394100e-09,1.960609e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.394150e-09,1.960609e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.394200e-09,1.960609e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.394250e-09,1.960609e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.394300e-09,1.960610e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.394350e-09,1.960610e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.394400e-09,1.960610e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.394450e-09,1.960610e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.394500e-09,1.960610e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.394550e-09,1.960610e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589003e+01
1.394600e-09,1.960610e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589003e+01
1.394650e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589003e+01
1.394700e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589003e+01
1.394750e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589003e+01
1.394800e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589003e+01
1.394850e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589004e+01
1.394900e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.394950e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.395000e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.395050e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.395100e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589004e+01
1.395150e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589004e+01
1.395200e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589004e+01
1.395250e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589004e+01
1.395300e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589004e+01
1.395350e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589004e+01
1.395400e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589004e+01
1.395450e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589004e+01
1.395500e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993044e+01,2.589005e+01
1.395550e-09,1.960611e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.395600e-09,1.960612e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.395650e-09,1.960612e+01,5.762904e+01,5.762904e+01,1.993043e+01,2.589005e+01
1.395700e-09,1.960612e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589005e+01
1.395750e-09,1.960612e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589005e+01
1.395800e-09,1.960612e+01,5.762904e+01,5.762904e+01,1.993042e+01,2.589004e+01
1.395850e-09,1.960613e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589004e+01
1.395900e-09,1.960613e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589004e+01
1.395950e-09,1.960613e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.396000e-09,1.960613e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.396050e-09,1.960613e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589004e+01
1.396100e-09,1.960614e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589004e+01
1.396150e-09,1.960614e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.396200e-09,1.960614e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.396250e-09,1.960614e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.396300e-09,1.960614e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.396350e-09,1.960614e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.396400e-09,1.960614e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.396450e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.396500e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.396550e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.396600e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.396650e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.396700e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.396750e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993036e+01,2.589004e+01
1.396800e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.396850e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.396900e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993037e+01,2.589004e+01
1.396950e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.397000e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.397050e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993038e+01,2.589004e+01
1.397100e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589004e+01
1.397150e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993039e+01,2.589004e+01
1.397200e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.397250e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993040e+01,2.589004e+01
1.397300e-09,1.960615e+01,5.762904e+01,5.762904e+01,1.993041e+01,2.589004e+01
