time,"V(A)","V(B)","V(C)","V(D)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e-14,3.777361e-07,4.637097e-06,6.262176e-06,1.168980e-07
5.000000e-14,1.243633e-06,3.401663e-06,4.507745e-06,2.328272e-07
7.500000e-14,2.613338e-06,3.826416e-06,4.961342e-06,3.483481e-07
1.000000e-13,4.462309e-06,4.405716e-06,5.580210e-06,4.641701e-07
1.250000e-13,6.744880e-06,5.134187e-06,6.360071e-06,5.810439e-07
1.500000e-13,9.401737e-06,6.003874e-06,7.294239e-06,6.997203e-07
1.750000e-13,1.236375e-05,7.004960e-06,8.374353e-06,8.209328e-07
2.000000e-13,1.555472e-05,8.126117e-06,9.590714e-06,9.453903e-07
2.250000e-13,1.889386e-05,9.354736e-06,1.093249e-05,1.073772e-06
2.500000e-13,2.229822e-05,1.067713e-05,1.238788e-05,1.206723e-06
2.750000e-13,2.568504e-05,1.207875e-05,1.394429e-05,1.344854e-06
3.000000e-13,2.897412e-05,1.354437e-05,1.558851e-05,1.488737e-06
3.250000e-13,3.208993e-05,1.505832e-05,1.730682e-05,1.638904e-06
3.500000e-13,3.496369e-05,1.660470e-05,1.908523e-05,1.795843e-06
3.750000e-13,3.753503e-05,1.816761e-05,2.090960e-05,1.960001e-06
4.000000e-13,3.975353e-05,1.973135e-05,2.276581e-05,2.131777e-06
4.250000e-13,4.157987e-05,2.128067e-05,2.463991e-05,2.311525e-06
4.500000e-13,4.298655e-05,2.280095e-05,2.651827e-05,2.499552e-06
4.750000e-13,4.395841e-05,2.427843e-05,2.838775e-05,2.696117e-06
5.000000e-13,4.449266e-05,2.570040e-05,3.023577e-05,2.901428e-06
5.250000e-13,4.459856e-05,2.705535e-05,3.205049e-05,3.115648e-06
5.500000e-13,4.429685e-05,2.833314e-05,3.382087e-05,3.338888e-06
5.750000e-13,4.361870e-05,2.952517e-05,3.553678e-05,3.571213e-06
6.000000e-13,4.260458e-05,3.062441e-05,3.718909e-05,3.812640e-06
6.250000e-13,4.130272e-05,3.162557e-05,3.876972e-05,4.063135e-06
6.500000e-13,3.976749e-05,3.252511e-05,4.027168e-05,4.322622e-06
6.750000e-13,3.805764e-05,3.332128e-05,4.168914e-05,4.590978e-06
7.000000e-13,3.623440e-05,3.401410e-05,4.301739e-05,4.868034e-06
7.250000e-13,3.435967e-05,3.460534e-05,4.425291e-05,5.153580e-06
7.500000e-13,3.249416e-05,3.509847e-05,4.539331e-05,5.447365e-06
7.750000e-13,3.069566e-05,3.549850e-05,4.643734e-05,5.749098e-06
8.000000e-13,2.901748e-05,3.581194e-05,4.738483e-05,6.058450e-06
8.250000e-13,2.750704e-05,3.604658e-05,4.823666e-05,6.375057e-06
8.500000e-13,2.620468e-05,3.621132e-05,4.899467e-05,6.698521e-06
8.750000e-13,2.514279e-05,3.631602e-05,4.966164e-05,7.028414e-06
9.000000e-13,2.434511e-05,3.637122e-05,5.024117e-05,7.364278e-06
9.250000e-13,2.382640e-05,3.638795e-05,5.073760e-05,7.705630e-06
9.500000e-13,2.359234e-05,3.637745e-05,5.115595e-05,8.051962e-06
9.750000e-13,2.363980e-05,3.635098e-05,5.150177e-05,8.402746e-06
1.000000e-12,2.395723e-05,3.631953e-05,5.178108e-05,8.757434e-06
1.025000e-12,2.452541e-05,3.629362e-05,5.200025e-05,9.115463e-06
1.050000e-12,2.531840e-05,3.628301e-05,5.216589e-05,9.476257e-06
1.075000e-12,2.630461e-05,3.629657e-05,5.228476e-05,9.839229e-06
1.100000e-12,2.744804e-05,3.634201e-05,5.236364e-05,1.020378e-05
1.125000e-12,2.870963e-05,3.642577e-05,5.240926e-05,1.056932e-05
1.150000e-12,3.004860e-05,3.655285e-05,5.242816e-05,1.093524e-05
1.175000e-12,3.142388e-05,3.672670e-05,5.242666e-05,1.130095e-05
1.200000e-12,3.279540e-05,3.694917e-05,5.241069e-05,1.166583e-05
1.225000e-12,3.412540e-05,3.722044e-05,5.238578e-05,1.202930e-05
1.250000e-12,3.537948e-05,3.753903e-05,5.235694e-05,1.239077e-05
1.275000e-12,3.652764e-05,3.790186e-05,5.232864e-05,1.274968e-05
1.300000e-12,3.754507e-05,3.830427e-05,5.230471e-05,1.310544e-05
1.325000e-12,3.841271e-05,3.874019e-05,5.228832e-05,1.345752e-05
1.350000e-12,3.911766e-05,3.920222e-05,5.228193e-05,1.380539e-05
1.375000e-12,3.965332e-05,3.968182e-05,5.228732e-05,1.414853e-05
1.400000e-12,4.001933e-05,4.016955e-05,5.230548e-05,1.448646e-05
1.425000e-12,4.022134e-05,4.065520e-05,5.233671e-05,1.481870e-05
1.450000e-12,4.027050e-05,4.112810e-05,5.238059e-05,1.514481e-05
1.475000e-12,4.018283e-05,4.157735e-05,5.243598e-05,1.546438e-05
1.500000e-12,3.997848e-05,4.199205e-05,5.250111e-05,1.577701e-05
1.525000e-12,3.968081e-05,4.236157e-05,5.257358e-05,1.608233e-05
1.550000e-12,3.931541e-05,4.267580e-05,5.265046e-05,1.638003e-05
1.575000e-12,3.890908e-05,4.292539e-05,5.272829e-05,1.666979e-05
1.600000e-12,3.848883e-05,4.310197e-05,5.280325e-05,1.695134e-05
1.625000e-12,3.808083e-05,4.319835e-05,5.287116e-05,1.722446e-05
1.650000e-12,3.770951e-05,4.320870e-05,5.292762e-05,1.748892e-05
1.675000e-12,3.739665e-05,4.312870e-05,5.296807e-05,1.774456e-05
1.700000e-12,3.716070e-05,4.295566e-05,5.298793e-05,1.799124e-05
1.725000e-12,3.701616e-05,4.268857e-05,5.298267e-05,1.822885e-05
1.750000e-12,3.697310e-05,4.232819e-05,5.294792e-05,1.845733e-05
1.775000e-12,3.703696e-05,4.187703e-05,5.287957e-05,1.867663e-05
1.800000e-12,3.720836e-05,4.133932e-05,5.277387e-05,1.888674e-05
1.825000e-12,3.748327e-05,4.072094e-05,5.262754e-05,1.908770e-05
1.850000e-12,3.785319e-05,4.002933e-05,5.243783e-05,1.927955e-05
1.875000e-12,3.830555e-05,3.927335e-05,5.220260e-05,1.946240e-05
1.900000e-12,3.882428e-05,3.846311e-05,5.192042e-05,1.963636e-05
1.925000e-12,3.939047e-05,3.760980e-05,5.159060e-05,1.980158e-05
1.950000e-12,3.998309e-05,3.672544e-05,5.121326e-05,1.995824e-05
1.975000e-12,4.057982e-05,3.582270e-05,5.078934e-05,2.010655e-05
2.000000e-12,4.115793e-05,3.491465e-05,5.032065e-05,2.024673e-05
2.025000e-12,4.169512e-05,3.401447e-05,4.980984e-05,2.037905e-05
2.050000e-12,4.217039e-05,3.313530e-05,4.926043e-05,2.050378e-05
2.075000e-12,4.256477e-05,3.228989e-05,4.867677e-05,2.062123e-05
2.100000e-12,4.286210e-05,3.149046e-05,4.806398e-05,2.073172e-05
2.125000e-12,4.304959e-05,3.074844e-05,4.742794e-05,2.083559e-05
2.150000e-12,4.311834e-05,3.007427e-05,4.677519e-05,2.093321e-05
2.175000e-12,4.306364e-05,2.947724e-05,4.611287e-05,2.102494e-05
2.200000e-12,4.288523e-05,2.896533e-05,4.544861e-05,2.111119e-05
2.225000e-12,4.258730e-05,2.854512e-05,4.479043e-05,2.119234e-05
2.250000e-12,4.217840e-05,2.822163e-05,4.414665e-05,2.126880e-05
2.275000e-12,4.167120e-05,2.799832e-05,4.352576e-05,2.134101e-05
2.300000e-12,4.108204e-05,2.787706e-05,4.293629e-05,2.140938e-05
2.325000e-12,4.043046e-05,2.785809e-05,4.238666e-05,2.147435e-05
2.350000e-12,3.973856e-05,2.794009e-05,4.188513e-05,2.153635e-05
2.375000e-12,3.903027e-05,2.812024e-05,4.143958e-05,2.159581e-05
2.400000e-12,3.833057e-05,2.839431e-05,4.105744e-05,2.165318e-05
2.425000e-12,3.766471e-05,2.875676e-05,4.074557e-05,2.170887e-05
2.450000e-12,3.705736e-05,2.920090e-05,4.051012e-05,2.176333e-05
2.475000e-12,3.653179e-05,2.971902e-05,4.035647e-05,2.181697e-05
2.500000e-12,3.610917e-05,3.030260e-05,4.028907e-05,2.187021e-05
2.525000e-12,3.580781e-05,3.094242e-05,4.031145e-05,2.192345e-05
2.550000e-12,3.564261e-05,3.162884e-05,4.042609e-05,2.197709e-05
2.575000e-12,3.562452e-05,3.235190e-05,4.063439e-05,2.203152e-05
2.600000e-12,3.576021e-05,3.310155e-05,4.093664e-05,2.208709e-05
2.625000e-12,3.605181e-05,3.386784e-05,4.133201e-05,2.214417e-05
2.650000e-12,3.649680e-05,3.464107e-05,4.181853e-05,2.220309e-05
2.675000e-12,3.708811e-05,3.541194e-05,4.239313e-05,2.226418e-05
2.700000e-12,3.781427e-05,3.617172e-05,4.305167e-05,2.232773e-05
2.725000e-12,3.865973e-05,3.691237e-05,4.378898e-05,2.239403e-05
2.750000e-12,3.960537e-05,3.762664e-05,4.459894e-05,2.246334e-05
2.775000e-12,4.062898e-05,3.830816e-05,4.547457e-05,2.253590e-05
2.800000e-12,4.170600e-05,3.895150e-05,4.640811e-05,2.261193e-05
2.825000e-12,4.281017e-05,3.955225e-05,4.739114e-05,2.269163e-05
2.850000e-12,4.391436e-05,4.010699e-05,4.841467e-05,2.277516e-05
2.875000e-12,4.499134e-05,4.061332e-05,4.946933e-05,2.286268e-05
2.900000e-12,4.601460e-05,4.106983e-05,5.054542e-05,2.295431e-05
2.925000e-12,4.695911e-05,4.147609e-05,5.163312e-05,2.305016e-05
2.950000e-12,4.780204e-05,4.183256e-05,5.272257e-05,2.315029e-05
2.975000e-12,4.852344e-05,4.214054e-05,5.380403e-05,2.325477e-05
3.000000e-12,4.910679e-05,4.240211e-05,5.486802e-05,2.336361e-05
3.025000e-12,4.953947e-05,4.261999e-05,5.590545e-05,2.347683e-05
3.050000e-12,4.981311e-05,4.279747e-05,5.690771e-05,2.359440e-05
3.075000e-12,4.992377e-05,4.293832e-05,5.786682e-05,2.371627e-05
3.100000e-12,4.987208e-05,4.304665e-05,5.877550e-05,2.384239e-05
3.125000e-12,4.966314e-05,4.312683e-05,5.962729e-05,2.397266e-05
3.150000e-12,4.930636e-05,4.318336e-05,6.041657e-05,2.410697e-05
3.175000e-12,4.881517e-05,4.322080e-05,6.113870e-05,2.424520e-05
3.200000e-12,4.820656e-05,4.324365e-05,6.178998e-05,2.438718e-05
3.225000e-12,4.750060e-05,4.325625e-05,6.236774e-05,2.453274e-05
3.250000e-12,4.671982e-05,4.326273e-05,6.287032e-05,2.468171e-05
3.275000e-12,4.588855e-05,4.326693e-05,6.329708e-05,2.483387e-05
3.300000e-12,4.503224e-05,4.327232e-05,6.364836e-05,2.498899e-05
3.325000e-12,4.417667e-05,4.328198e-05,6.392547e-05,2.514685e-05
3.350000e-12,4.334728e-05,4.329854e-05,6.413065e-05,2.530719e-05
3.375000e-12,4.256843e-05,4.332415e-05,6.426695e-05,2.546975e-05
3.400000e-12,4.186273e-05,4.336048e-05,6.433821e-05,2.563425e-05
3.425000e-12,4.125046e-05,4.340871e-05,6.434898e-05,2.580042e-05
3.450000e-12,4.074899e-05,4.346952e-05,6.430439e-05,2.596795e-05
3.475000e-12,4.037238e-05,4.354312e-05,6.421007e-05,2.613656e-05
3.500000e-12,4.013103e-05,4.362928e-05,6.407204e-05,2.630594e-05
3.525000e-12,4.003143e-05,4.372731e-05,6.389662e-05,2.647577e-05
3.550000e-12,4.007607e-05,4.383615e-05,6.369030e-05,2.664577e-05
3.575000e-12,4.026342e-05,4.395440e-05,6.345964e-05,2.681560e-05
3.600000e-12,4.058807e-05,4.408034e-05,6.321116e-05,2.698497e-05
3.625000e-12,4.104092e-05,4.421198e-05,6.295125e-05,2.715356e-05
3.650000e-12,4.160956e-05,4.434716e-05,6.268607e-05,2.732107e-05
3.675000e-12,4.227861e-05,4.448353e-05,6.242142e-05,2.748721e-05
3.700000e-12,4.303029e-05,4.461864e-05,6.216274e-05,2.765167e-05
3.725000e-12,4.384491e-05,4.475001e-05,6.191497e-05,2.781418e-05
3.750000e-12,4.470148e-05,4.487513e-05,6.168250e-05,2.797446e-05
3.775000e-12,4.557837e-05,4.499156e-05,6.146916e-05,2.813224e-05
3.800000e-12,4.645387e-05,4.509693e-05,6.127813e-05,2.828726e-05
3.825000e-12,4.730683e-05,4.518902e-05,6.111193e-05,2.843930e-05
3.850000e-12,4.811726e-05,4.526578e-05,6.097244e-05,2.858810e-05
3.875000e-12,4.886686e-05,4.532535e-05,6.086085e-05,2.873347e-05
3.900000e-12,4.953948e-05,4.536614e-05,6.077769e-05,2.887520e-05
3.925000e-12,5.012152e-05,4.538680e-05,6.072286e-05,2.901311e-05
3.950000e-12,5.060230e-05,4.538629e-05,6.069563e-05,2.914702e-05
3.975000e-12,5.097422e-05,4.536388e-05,6.069474e-05,2.927681e-05
4.000000e-12,5.123296e-05,4.531914e-05,6.071837e-05,2.940232e-05
4.025000e-12,5.137746e-05,4.525199e-05,6.076427e-05,2.952346e-05
4.050000e-12,5.140991e-05,4.516268e-05,6.082980e-05,2.964012e-05
4.075000e-12,5.133558e-05,4.505178e-05,6.091197e-05,2.975224e-05
4.100000e-12,5.116258e-05,4.492022e-05,6.100755e-05,2.985976e-05
4.125000e-12,5.090159e-05,4.476923e-05,6.111316e-05,2.996264e-05
4.150000e-12,5.056543e-05,4.460034e-05,6.122528e-05,3.006087e-05
4.175000e-12,5.016868e-05,4.441537e-05,6.134041e-05,3.015445e-05
4.200000e-12,4.972720e-05,4.421642e-05,6.145509e-05,3.024341e-05
4.225000e-12,4.925765e-05,4.400581e-05,6.156598e-05,3.032780e-05
4.250000e-12,4.877697e-05,4.378609e-05,6.166995e-05,3.040766e-05
4.275000e-12,4.830192e-05,4.355996e-05,6.176414e-05,3.048309e-05
4.300000e-12,4.784861e-05,4.333029e-05,6.184598e-05,3.055418e-05
4.325000e-12,4.743200e-05,4.310002e-05,6.191329e-05,3.062104e-05
4.350000e-12,4.706558e-05,4.287219e-05,6.196430e-05,3.068380e-05
4.375000e-12,4.676099e-05,4.264982e-05,6.199769e-05,3.074263e-05
4.400000e-12,4.652774e-05,4.243595e-05,6.201260e-05,3.079766e-05
4.425000e-12,4.637301e-05,4.223354e-05,6.200864e-05,3.084909e-05
4.450000e-12,4.630150e-05,4.204543e-05,6.198596e-05,3.089710e-05
4.475000e-12,4.631538e-05,4.187433e-05,6.194516e-05,3.094189e-05
4.500000e-12,4.641431e-05,4.172277e-05,6.188734e-05,3.098367e-05
4.525000e-12,4.659552e-05,4.159305e-05,6.181405e-05,3.102267e-05
4.550000e-12,4.685394e-05,4.148720e-05,6.172727e-05,3.105912e-05
4.575000e-12,4.718246e-05,4.140699e-05,6.162940e-05,3.109325e-05
4.600000e-12,4.757217e-05,4.135385e-05,6.152316e-05,3.112532e-05
4.625000e-12,4.801269e-05,4.132888e-05,6.141160e-05,3.115557e-05
4.650000e-12,4.849251e-05,4.133285e-05,6.129802e-05,3.118425e-05
4.675000e-12,4.899936e-05,4.136613e-05,6.118592e-05,3.121162e-05
4.700000e-12,4.952060e-05,4.142875e-05,6.107892e-05,3.123795e-05
4.725000e-12,5.004362e-05,4.152036e-05,6.098073e-05,3.126349e-05
4.750000e-12,5.055617e-05,4.164025e-05,6.089507e-05,3.128850e-05
4.775000e-12,5.104675e-05,4.178735e-05,6.082560e-05,3.131323e-05
4.800000e-12,5.150491e-05,4.196027e-05,6.077587e-05,3.133794e-05
4.825000e-12,5.192152e-05,4.215732e-05,6.074926e-05,3.136287e-05
4.850000e-12,5.228903e-05,4.237653e-05,6.074893e-05,3.138827e-05
4.875000e-12,5.260162e-05,4.261567e-05,6.077774e-05,3.141438e-05
4.900000e-12,5.285533e-05,4.287232e-05,6.083824e-05,3.144142e-05
4.925000e-12,5.304813e-05,4.314390e-05,6.093259e-05,3.146961e-05
4.950000e-12,5.317990e-05,4.342771e-05,6.106257e-05,3.149916e-05
4.975000e-12,5.325244e-05,4.372097e-05,6.122951e-05,3.153027e-05
5.000000e-12,5.326927e-05,4.402089e-05,6.143428e-05,3.156314e-05
5.025000e-12,5.285785e-05,3.968757e-05,5.541513e-05,3.148104e-05
5.050000e-12,5.191249e-05,4.122784e-05,5.745055e-05,3.140199e-05
5.075000e-12,5.042259e-05,4.110620e-05,5.731503e-05,3.132560e-05
5.100000e-12,4.841748e-05,4.082559e-05,5.704983e-05,3.125128e-05
5.125000e-12,4.594702e-05,4.038877e-05,5.665709e-05,3.117841e-05
5.150000e-12,4.307408e-05,3.980122e-05,5.614077e-05,3.110634e-05
5.175000e-12,3.987067e-05,3.907044e-05,5.550592e-05,3.103443e-05
5.200000e-12,3.641528e-05,3.820563e-05,5.475843e-05,3.096205e-05
5.225000e-12,3.279051e-05,3.721747e-05,5.390486e-05,3.088858e-05
5.250000e-12,2.908081e-05,3.611798e-05,5.295234e-05,3.081340e-05
5.275000e-12,2.537033e-05,3.492028e-05,5.190847e-05,3.073594e-05
5.300000e-12,2.174079e-05,3.363844e-05,5.078127e-05,3.065562e-05
5.325000e-12,1.826955e-05,3.228725e-05,4.957907e-05,3.057192e-05
5.350000e-12,1.502775e-05,3.088202e-05,4.831041e-05,3.048430e-05
5.375000e-12,1.207877e-05,2.943835e-05,4.698402e-05,3.039229e-05
5.400000e-12,9.476851e-06,2.797189e-05,4.560870e-05,3.029542e-05
5.425000e-12,7.265991e-06,2.649816e-05,4.419326e-05,3.019327e-05
5.450000e-12,5.479177e-06,2.503227e-05,4.274646e-05,3.008543e-05
5.475000e-12,4.137877e-06,2.358874e-05,4.127693e-05,2.997154e-05
5.500000e-12,3.251846e-06,2.218129e-05,3.979311e-05,2.985127e-05
5.525000e-12,2.819249e-06,2.082262e-05,3.830323e-05,2.972431e-05
5.550000e-12,2.827073e-06,1.952426e-05,3.681519e-05,2.959042e-05
5.575000e-12,3.251813e-06,1.829636e-05,3.533657e-05,2.944936e-05
5.600000e-12,4.060427e-06,1.714761e-05,3.387456e-05,2.930094e-05
5.625000e-12,5.211494e-06,1.608509e-05,3.243592e-05,2.914501e-05
5.650000e-12,6.656572e-06,1.511417e-05,3.102695e-05,2.898145e-05
5.675000e-12,8.341700e-06,1.423848e-05,2.965343e-05,2.881018e-05
5.700000e-12,1.020899e-05,1.345986e-05,2.832064e-05,2.863115e-05
5.725000e-12,1.219828e-05,1.277834e-05,2.703330e-05,2.844435e-05
5.750000e-12,1.424881e-05,1.219223e-05,2.579556e-05,2.824981e-05
5.775000e-12,1.630080e-05,1.169814e-05,2.461099e-05,2.804758e-05
5.800000e-12,1.829704e-05,1.129107e-05,2.348257e-05,2.783775e-05
5.825000e-12,2.018423e-05,1.096455e-05,2.241264e-05,2.762046e-05
5.850000e-12,2.191431e-05,1.071081e-05,2.140299e-05,2.739585e-05
5.875000e-12,2.344545e-05,1.052092e-05,2.045476e-05,2.716412e-05
5.900000e-12,2.474295e-05,1.038501e-05,1.956853e-05,2.692547e-05
5.925000e-12,2.577984e-05,1.029246e-05,1.874426e-05,2.668014e-05
5.950000e-12,2.653727e-05,1.023219e-05,1.798137e-05,2.642841e-05
5.975000e-12,2.700465e-05,1.019282e-05,1.727875e-05,2.617057e-05
6.000000e-12,2.717958e-05,1.016297e-05,1.663472e-05,2.590694e-05
6.025000e-12,2.706754e-05,1.013151e-05,1.604718e-05,2.563785e-05
6.050000e-12,2.668140e-05,1.008775e-05,1.551352e-05,2.536365e-05
6.075000e-12,2.604070e-05,1.002171e-05,1.503078e-05,2.508473e-05
6.100000e-12,2.517085e-05,9.924331e-06,1.459561e-05,2.480148e-05
6.125000e-12,2.410214e-05,9.787663e-06,1.420435e-05,2.451430e-05
6.150000e-12,2.286870e-05,9.605035e-06,1.385309e-05,2.422360e-05
6.175000e-12,2.150739e-05,9.371211e-06,1.353774e-05,2.392983e-05
6.200000e-12,2.005665e-05,9.082498e-06,1.325405e-05,2.363341e-05
6.225000e-12,1.855535e-05,8.736835e-06,1.299770e-05,2.333479e-05
6.250000e-12,1.704174e-05,8.333837e-06,1.276437e-05,2.303443e-05
6.275000e-12,1.555236e-05,7.874814e-06,1.254980e-05,2.273277e-05
6.300000e-12,1.412113e-05,7.362742e-06,1.234985e-05,2.243027e-05
6.325000e-12,1.277852e-05,6.802212e-06,1.216054e-05,2.212739e-05
6.350000e-12,1.155083e-05,6.199333e-06,1.197817e-05,2.182458e-05
6.375000e-12,1.045969e-05,5.561611e-06,1.179933e-05,2.152229e-05
6.400000e-12,9.521579e-06,4.897793e-06,1.162097e-05,2.122096e-05
6.425000e-12,8.747691e-06,4.217684e-06,1.144046e-05,2.092104e-05
6.450000e-12,8.143801e-06,3.531950e-06,1.125561e-05,2.062294e-05
6.475000e-12,7.710388e-06,2.851885e-06,1.106476e-05,2.032710e-05
6.500000e-12,7.442871e-06,2.189183e-06,1.086673e-05,2.003393e-05
6.525000e-12,7.331994e-06,1.555689e-06,1.066092e-05,1.974380e-05
6.550000e-12,7.364343e-06,9.631442e-07,1.044729e-05,1.945712e-05
6.575000e-12,7.522951e-06,4.229431e-07,1.022636e-05,1.917424e-05
6.600000e-12,7.788002e-06,-5.411411e-08,9.999227e-06,1.889553e-05
6.625000e-12,8.137588e-06,-4.580527e-07,9.767531e-06,1.862130e-05
6.650000e-12,8.548495e-06,-7.799399e-07,9.533445e-06,1.835188e-05
6.675000e-12,8.997012e-06,-1.012081e-06,9.299636e-06,1.808757e-05
6.700000e-12,9.459706e-06,-1.148191e-06,9.069227e-06,1.782865e-05
6.725000e-12,9.914174e-06,-1.183537e-06,8.845742e-06,1.757536e-05
6.750000e-12,1.033973e-05,-1.115054e-06,8.633048e-06,1.732795e-05
6.775000e-12,1.071798e-05,-9.414207e-07,8.435292e-06,1.708663e-05
6.800000e-12,1.103339e-05,-6.631051e-07,8.256818e-06,1.685160e-05
6.825000e-12,1.127360e-05,-2.823738e-07,8.102098e-06,1.662303e-05
6.850000e-12,1.142977e-05,1.967361e-07,7.975640e-06,1.640106e-05
6.875000e-12,1.149671e-05,7.684797e-07,7.881905e-06,1.618582e-05
6.900000e-12,1.147291e-05,1.425502e-06,7.825217e-06,1.597742e-05
6.925000e-12,1.136045e-05,2.158964e-06,7.809673e-06,1.577594e-05
6.950000e-12,1.116481e-05,2.958704e-06,7.839054e-06,1.558142e-05
6.975000e-12,1.089454e-05,3.813421e-06,7.916740e-06,1.539392e-05
7.000000e-12,1.056090e-05,4.710878e-06,8.045628e-06,1.521345e-05
7.025000e-12,1.017734e-05,5.638127e-06,8.228056e-06,1.503999e-05
7.050000e-12,9.758993e-06,6.581746e-06,8.465732e-06,1.487351e-05
7.075000e-12,9.322098e-06,7.528084e-06,8.759679e-06,1.471398e-05
7.100000e-12,8.883394e-06,8.463506e-06,9.110179e-06,1.456131e-05
7.125000e-12,8.459526e-06,9.374637e-06,9.516735e-06,1.441543e-05
7.150000e-12,8.066456e-06,1.024861e-05,9.978045e-06,1.427621e-05
7.175000e-12,7.718910e-06,1.107327e-05,1.049198e-05,1.414354e-05
7.200000e-12,7.429882e-06,1.183740e-05,1.105561e-05,1.401727e-05
7.225000e-12,7.210189e-06,1.253093e-05,1.166516e-05,1.389723e-05
7.250000e-12,7.068116e-06,1.314504e-05,1.231609e-05,1.378326e-05
7.275000e-12,7.009136e-06,1.367237e-05,1.300312e-05,1.367516e-05
7.300000e-12,7.035736e-06,1.410708e-05,1.372028e-05,1.357273e-05
7.325000e-12,7.147332e-06,1.444493e-05,1.446094e-05,1.347574e-05
7.350000e-12,7.340286e-06,1.468336e-05,1.521798e-05,1.338397e-05
7.375000e-12,7.608026e-06,1.482145e-05,1.598376e-05,1.329717e-05
7.400000e-12,7.941257e-06,1.485993e-05,1.675031e-05,1.321510e-05
7.425000e-12,8.328253e-06,1.480115e-05,1.750940e-05,1.313750e-05
7.450000e-12,8.755238e-06,1.464895e-05,1.825265e-05,1.306409e-05
7.475000e-12,9.206817e-06,1.440856e-05,1.897164e-05,1.299460e-05
7.500000e-12,9.666470e-06,1.408652e-05,1.965806e-05,1.292877e-05
7.525000e-12,1.011707e-05,1.369046e-05,2.030378e-05,1.286629e-05
7.550000e-12,1.054144e-05,1.322895e-05,2.090101e-05,1.280688e-05
7.575000e-12,1.092288e-05,1.271134e-05,2.144241e-05,1.275026e-05
7.600000e-12,1.124569e-05,1.214751e-05,2.192114e-05,1.269613e-05
7.625000e-12,1.149569e-05,1.154774e-05,2.233105e-05,1.264420e-05
7.650000e-12,1.166066e-05,1.092243e-05,2.266671e-05,1.259418e-05
7.675000e-12,1.173073e-05,1.028198e-05,2.292351e-05,1.254579e-05
7.700000e-12,1.169870e-05,9.636508e-06,2.309772e-05,1.249873e-05
7.725000e-12,1.156030e-05,8.995755e-06,2.318656e-05,1.245274e-05
7.750000e-12,1.131428e-05,8.368854e-06,2.318823e-05,1.240752e-05
7.775000e-12,1.096256e-05,7.764203e-06,2.310194e-05,1.236281e-05
7.800000e-12,1.051012e-05,7.189328e-06,2.292792e-05,1.231835e-05
7.825000e-12,9.964919e-06,6.650773e-06,2.266744e-05,1.227388e-05
7.850000e-12,9.337685e-06,6.154007e-06,2.232274e-05,1.222915e-05
7.875000e-12,8.641603e-06,5.703364e-06,2.189705e-05,1.218392e-05
7.900000e-12,7.891970e-06,5.302004e-06,2.139451e-05,1.213796e-05
7.925000e-12,7.105769e-06,4.951895e-06,2.082012e-05,1.209105e-05
7.950000e-12,6.301203e-06,4.653827e-06,2.017967e-05,1.204298e-05
7.975000e-12,5.497183e-06,4.407446e-06,1.947965e-05,1.199356e-05
8.000000e-12,4.712815e-06,4.211306e-06,1.872717e-05,1.194260e-05
8.025000e-12,3.966859e-06,4.062949e-06,1.792983e-05,1.188993e-05
8.050000e-12,3.277217e-06,3.959001e-06,1.709565e-05,1.183538e-05
8.075000e-12,2.660436e-06,3.895275e-06,1.623292e-05,1.177882e-05
8.100000e-12,2.131249e-06,3.866902e-06,1.535011e-05,1.172010e-05
8.125000e-12,1.702165e-06,3.868461e-06,1.445575e-05,1.165912e-05
8.150000e-12,1.383125e-06,3.894117e-06,1.355832e-05,1.159575e-05
8.175000e-12,1.181227e-06,3.937768e-06,1.266611e-05,1.152993e-05
8.200000e-12,1.100525e-06,3.993186e-06,1.178714e-05,1.146155e-05
8.225000e-12,1.141914e-06,4.054163e-06,1.092905e-05,1.139058e-05
8.250000e-12,1.303106e-06,4.114643e-06,1.009899e-05,1.131695e-05
8.275000e-12,1.578681e-06,4.168857e-06,9.303574e-06,1.124064e-05
8.300000e-12,1.960235e-06,4.211434e-06,8.548742e-06,1.116162e-05
8.325000e-12,2.436602e-06,4.237514e-06,7.839745e-06,1.107989e-05
8.350000e-12,2.994154e-06,4.242837e-06,7.181067e-06,1.099546e-05
8.375000e-12,3.617163e-06,4.223821e-06,6.576392e-06,1.090836e-05
8.400000e-12,4.288223e-06,4.177617e-06,6.028571e-06,1.081861e-05
8.425000e-12,4.988714e-06,4.102157e-06,5.539608e-06,1.072627e-05
8.450000e-12,5.699297e-06,3.996179e-06,5.110655e-06,1.063140e-05
8.475000e-12,6.400430e-06,3.859227e-06,4.742028e-06,1.053407e-05
8.500000e-12,7.072881e-06,3.691651e-06,4.433222e-06,1.043437e-05
8.525000e-12,7.698236e-06,3.494573e-06,4.182954e-06,1.033239e-05
8.550000e-12,8.259381e-06,3.269849e-06,3.989200e-06,1.022824e-05
8.575000e-12,8.740943e-06,3.020016e-06,3.849260e-06,1.012204e-05
8.600000e-12,9.129686e-06,2.748221e-06,3.759818e-06,1.001392e-05
8.625000e-12,9.414847e-06,2.458145e-06,3.717017e-06,9.904006e-06
8.650000e-12,9.588399e-06,2.153918e-06,3.716535e-06,9.792448e-06
8.675000e-12,9.645246e-06,1.840024e-06,3.753677e-06,9.679395e-06
8.700000e-12,9.583334e-06,1.521206e-06,3.823456e-06,9.565006e-06
