time,"V(A)","V(B)","V(C)","V(D)"
3.102000e-10,-4.146042e-09,-7.548245e-09,-6.578019e-08,6.070141e-05
3.102250e-10,-3.854632e-09,-7.233293e-09,-2.735615e-09,6.064140e-05
3.102500e-10,-3.542629e-09,-6.883590e-09,6.098139e-08,6.058291e-05
3.102750e-10,-3.211119e-09,-6.500216e-09,1.251260e-07,6.052601e-05
3.103000e-10,-2.861273e-09,-6.084392e-09,1.894503e-07,6.047072e-05
3.103250e-10,-2.494323e-09,-5.637475e-09,2.537045e-07,6.041707e-05
3.103500e-10,-2.111635e-09,-5.160953e-09,3.176376e-07,6.036507e-05
3.103750e-10,-1.714574e-09,-4.656441e-09,3.809987e-07,6.031472e-05
3.104000e-10,-1.304646e-09,-4.125676e-09,4.435380e-07,6.026599e-05
3.104250e-10,-8.833581e-10,-3.570510e-09,5.050076e-07,6.021887e-05
3.104500e-10,-4.523050e-10,-2.992904e-09,5.651626e-07,6.017331e-05
3.104750e-10,-1.314285e-11,-2.394921e-09,6.237622e-07,6.012925e-05
3.105000e-10,4.324632e-10,-1.778716e-09,6.805709e-07,6.008665e-05
3.105250e-10,8.827844e-10,-1.146535e-09,7.353588e-07,6.004542e-05
3.105500e-10,1.336071e-09,-5.006959e-10,7.879033e-07,6.000550e-05
3.105750e-10,1.790557e-09,1.564102e-10,8.379897e-07,5.996679e-05
3.106000e-10,2.244441e-09,8.223340e-10,8.854122e-07,5.992921e-05
3.106250e-10,2.695942e-09,1.494577e-09,9.299746e-07,5.989265e-05
3.106500e-10,3.143249e-09,2.170598e-09,9.714912e-07,5.985702e-05
3.106750e-10,3.584575e-09,2.847828e-09,1.009788e-06,5.982221e-05
3.107000e-10,4.018156e-09,3.523677e-09,1.044703e-06,5.978813e-05
3.107250e-10,4.442221e-09,4.195546e-09,1.076087e-06,5.975465e-05
3.107500e-10,4.855065e-09,4.860836e-09,1.103804e-06,5.972168e-05
3.107750e-10,5.254979e-09,5.516962e-09,1.127733e-06,5.968912e-05
3.108000e-10,5.640357e-09,6.161358e-09,1.147767e-06,5.965685e-05
3.108250e-10,6.009572e-09,6.791495e-09,1.163814e-06,5.962479e-05
3.108500e-10,6.361114e-09,7.404884e-09,1.175798e-06,5.959283e-05
3.108750e-10,6.693522e-09,7.999093e-09,1.183658e-06,5.956090e-05
3.109000e-10,7.005392e-09,8.571752e-09,1.187352e-06,5.952891e-05
3.109250e-10,7.295427e-09,9.120567e-09,1.186852e-06,5.949679e-05
3.109500e-10,7.562379e-09,9.643328e-09,1.182147e-06,5.946447e-05
3.109750e-10,7.805129e-09,1.013792e-08,1.173242e-06,5.943190e-05
3.110000e-10,8.022628e-09,1.060232e-08,1.160162e-06,5.939903e-05
3.110250e-10,8.213937e-09,1.103464e-08,1.142946e-06,5.936583e-05
3.110500e-10,8.378209e-09,1.143309e-08,1.121650e-06,5.933227e-05
3.110750e-10,8.514738e-09,1.179601e-08,1.096346e-06,5.929834e-05
3.111000e-10,8.622896e-09,1.212190e-08,1.067125e-06,5.926404e-05
3.111250e-10,8.702183e-09,1.240936e-08,1.034091e-06,5.922940e-05
3.111500e-10,8.752232e-09,1.265718e-08,9.973643e-07,5.919442e-05
3.111750e-10,8.772773e-09,1.286427e-08,9.570810e-07,5.915917e-05
3.112000e-10,8.763667e-09,1.302972e-08,9.133912e-07,5.912368e-05
3.112250e-10,8.724906e-09,1.315277e-08,8.664591e-07,5.908804e-05
3.112500e-10,8.656596e-09,1.323284e-08,8.164624e-07,5.905232e-05
3.112750e-10,8.558968e-09,1.326952e-08,7.635913e-07,5.901663e-05
3.113000e-10,8.432368e-09,1.326254e-08,7.080481e-07,5.898107e-05
3.113250e-10,8.277286e-09,1.321186e-08,6.500461e-07,5.894578e-05
3.113500e-10,8.094292e-09,1.311755e-08,5.898091e-07,5.891089e-05
3.113750e-10,7.884125e-09,1.297990e-08,5.275700e-07,5.887657e-05
3.114000e-10,7.647588e-09,1.279937e-08,4.635704e-07,5.884297e-05
3.114250e-10,7.385631e-09,1.257656e-08,3.980593e-07,5.881029e-05
3.114500e-10,7.099273e-09,1.231227e-08,3.312924e-07,5.877872e-05
3.114750e-10,6.789688e-09,1.200746e-08,2.635306e-07,5.874846e-05
3.115000e-10,6.458097e-09,1.166324e-08,1.950395e-07,5.871975e-05
3.115250e-10,6.105843e-09,1.128091e-08,1.260877e-07,5.869281e-05
3.115500e-10,5.734346e-09,1.086188e-08,5.694633e-08,5.866788e-05
3.115750e-10,5.345109e-09,1.040775e-08,-1.211242e-08,5.864522e-05
3.116000e-10,4.939702e-09,9.920245e-09,-8.081632e-08,5.862511e-05
3.116250e-10,4.519786e-09,9.401215e-09,-1.488942e-07,5.860780e-05
3.116500e-10,4.087037e-09,8.852655e-09,-2.160772e-07,5.859358e-05
3.116750e-10,3.643243e-09,8.276673e-09,-2.820996e-07,5.858275e-05
3.117000e-10,3.190199e-09,7.675492e-09,-3.467000e-07,5.857561e-05
3.117250e-10,2.729734e-09,7.051436e-09,-4.096227e-07,5.857245e-05
3.117500e-10,2.263741e-09,6.406923e-09,-4.706183e-07,5.857359e-05
3.117750e-10,1.794098e-09,5.744458e-09,-5.294451e-07,5.857934e-05
3.118000e-10,1.322740e-09,5.066618e-09,-5.858698e-07,5.859003e-05
3.118250e-10,8.515601e-10,4.376045e-09,-6.396686e-07,5.860597e-05
3.118500e-10,3.824814e-10,3.675434e-09,-6.906283e-07,5.862750e-05
3.118750e-10,-8.257779e-11,2.967523e-09,-7.385468e-07,5.865493e-05
3.119000e-10,-5.417376e-10,2.255085e-09,-7.832343e-07,5.868861e-05
3.119250e-10,-9.931392e-10,1.540908e-09,-8.245139e-07,5.872885e-05
3.119500e-10,-1.434946e-09,8.277967e-10,-8.622224e-07,5.877598e-05
3.119750e-10,-1.865357e-09,1.185492e-10,-8.962108e-07,5.883034e-05
3.120000e-10,-2.282655e-09,-5.840467e-10,-9.263454e-07,5.889225e-05
3.120250e-10,-2.685126e-09,-1.277227e-09,-9.525077e-07,5.896203e-05
3.120500e-10,-3.071155e-09,-1.958261e-09,-9.745954e-07,5.903999e-05
3.120750e-10,-3.439194e-09,-2.624467e-09,-9.925227e-07,5.912647e-05
3.121000e-10,-3.787743e-09,-3.273216e-09,-1.006221e-06,5.922176e-05
3.121250e-10,-4.115415e-09,-3.901946e-09,-1.015637e-06,5.932617e-05
3.121500e-10,-4.420884e-09,-4.508175e-09,-1.020738e-06,5.944001e-05
3.121750e-10,-4.702955e-09,-5.089503e-09,-1.021505e-06,5.956357e-05
3.122000e-10,-4.960451e-09,-5.643631e-09,-1.017940e-06,5.969714e-05
3.122250e-10,-5.192405e-09,-6.168364e-09,-1.010060e-06,5.984100e-05
3.122500e-10,-5.397854e-09,-6.661619e-09,-9.979002e-07,5.999543e-05
3.122750e-10,-5.576005e-09,-7.121440e-09,-9.815143e-07,6.016069e-05
3.123000e-10,-5.726162e-09,-7.545999e-09,-9.609718e-07,6.033704e-05
3.123250e-10,-5.847734e-09,-7.933607e-09,-9.363594e-07,6.052474e-05
3.123500e-10,-5.940256e-09,-8.282721e-09,-9.077801e-07,6.072404e-05
3.123750e-10,-6.003382e-09,-8.591947e-09,-8.753531e-07,6.093518e-05
3.124000e-10,-6.036887e-09,-8.860050e-09,-8.392132e-07,6.115837e-05
3.124250e-10,-6.040653e-09,-9.085958e-09,-7.995098e-07,6.139385e-05
3.124500e-10,-6.014705e-09,-9.268762e-09,-7.564070e-07,6.164184e-05
3.124750e-10,-5.959167e-09,-9.407728e-09,-7.100823e-07,6.190253e-05
3.125000e-10,-5.874311e-09,-9.502293e-09,-6.607262e-07,6.217614e-05
3.125250e-10,-5.760499e-09,-9.552070e-09,-6.085413e-07,6.246285e-05
3.125500e-10,-5.618218e-09,-9.556852e-09,-5.537414e-07,6.276287e-05
3.125750e-10,-5.448087e-09,-9.516609e-09,-4.965507e-07,6.307636e-05
3.126000e-10,-5.250821e-09,-9.431492e-09,-4.372027e-07,6.340352e-05
3.126250e-10,-5.027262e-09,-9.301830e-09,-3.759394e-07,6.374450e-05
3.126500e-10,-4.778322e-09,-9.128131e-09,-3.130103e-07,6.409949e-05
3.126750e-10,-4.505072e-09,-8.911078e-09,-2.486711e-07,6.446864e-05
3.127000e-10,-4.208626e-09,-8.651528e-09,-1.831830e-07,6.485212e-05
3.127250e-10,-3.890224e-09,-8.350511e-09,-1.168113e-07,6.525009e-05
3.127500e-10,-3.551189e-09,-8.009220e-09,-4.982428e-08,6.566271e-05
3.127750e-10,-3.192928e-09,-7.629013e-09,1.750751e-08,6.609013e-05
3.128000e-10,-2.816908e-09,-7.211403e-09,8.491285e-08,6.653251e-05
3.128250e-10,-2.424699e-09,-6.758054e-09,1.521207e-07,6.699002e-05
3.128500e-10,-2.017905e-09,-6.270776e-09,2.188615e-07,6.746280e-05
3.128750e-10,-1.598219e-09,-5.751513e-09,2.848681e-07,6.795103e-05
3.129000e-10,-1.167345e-09,-5.202341e-09,3.498770e-07,6.845487e-05
3.129250e-10,-7.270717e-10,-4.625455e-09,4.136293e-07,6.897448e-05
3.129500e-10,-2.792046e-10,-4.023165e-09,4.758721e-07,6.951006e-05
3.129750e-10,1.744255e-10,-3.397881e-09,5.363590e-07,7.006177e-05
3.130000e-10,6.319510e-10,-2.752105e-09,5.948517e-07,7.062981e-05
3.130250e-10,1.091506e-09,-2.088426e-09,6.511203e-07,7.121438e-05
3.130500e-10,1.551201e-09,-1.409500e-09,7.049450e-07,7.181567e-05
3.130750e-10,2.009173e-09,-7.180489e-10,7.561163e-07,7.243392e-05
3.131000e-10,2.463544e-09,-1.684055e-11,8.044363e-07,7.306935e-05
3.131250e-10,2.912467e-09,6.913169e-10,8.497192e-07,7.372220e-05
3.131500e-10,3.354119e-09,1.403589e-09,8.917923e-07,7.439273e-05
3.131750e-10,3.786702e-09,2.117125e-09,9.304964e-07,7.508120e-05
3.132000e-10,4.208488e-09,2.829074e-09,9.656867e-07,7.578790e-05
3.132250e-10,4.617740e-09,3.536591e-09,9.972330e-07,7.651314e-05
3.132500e-10,5.012838e-09,4.236854e-09,1.025021e-06,7.725724e-05
3.132750e-10,5.392194e-09,4.927071e-09,1.048951e-06,7.802052e-05
3.133000e-10,5.754284e-09,5.604496e-09,1.068940e-06,7.880337e-05
3.133250e-10,6.097681e-09,6.266439e-09,1.084922e-06,7.960614e-05
3.133500e-10,6.421015e-09,6.910275e-09,1.096848e-06,8.042925e-05
3.133750e-10,6.723028e-09,7.533459e-09,1.104683e-06,8.127313e-05
3.134000e-10,7.002537e-09,8.133533e-09,1.108411e-06,8.213822e-05
3.134250e-10,7.258471e-09,8.708139e-09,1.108033e-06,8.302499e-05
3.134500e-10,7.489836e-09,9.255027e-09,1.103567e-06,8.393397e-05
3.134750e-10,7.695792e-09,9.772065e-09,1.095045e-06,8.486567e-05
3.135000e-10,7.875551e-09,1.025725e-08,1.082519e-06,8.582066e-05
3.135250e-10,8.028487e-09,1.070870e-08,1.066055e-06,8.679952e-05
3.135500e-10,8.154052e-09,1.112471e-08,1.045735e-06,8.780288e-05
3.135750e-10,8.251861e-09,1.150368e-08,1.021657e-06,8.883140e-05
3.136000e-10,8.321589e-09,1.184419e-08,9.939340e-07,8.988576e-05
3.136250e-10,8.363082e-09,1.214499e-08,9.626925e-07,9.096670e-05
3.136500e-10,8.376293e-09,1.240498e-08,9.280737e-07,9.207496e-05
3.136750e-10,8.361270e-09,1.262324e-08,8.902318e-07,9.321134e-05
3.137000e-10,8.318221e-09,1.279901e-08,8.493332e-07,9.437670e-05
3.137250e-10,8.247448e-09,1.293172e-08,8.055565e-07,9.557189e-05
3.137500e-10,8.149358e-09,1.302098e-08,7.590909e-07,9.679784e-05
3.137750e-10,8.024514e-09,1.306657e-08,7.101358e-07,9.805551e-05
3.138000e-10,7.873550e-09,1.306844e-08,6.589000e-07,9.934591e-05
3.138250e-10,7.697216e-09,1.302676e-08,6.056004e-07,1.006701e-04
3.138500e-10,7.496400e-09,1.294182e-08,5.504616e-07,1.020291e-04
3.138750e-10,7.272040e-09,1.281414e-08,4.937144e-07,1.034242e-04
3.139000e-10,7.025191e-09,1.264438e-08,4.355951e-07,1.048565e-04
3.139250e-10,6.757008e-09,1.243337e-08,3.763446e-07,1.063272e-04
3.139500e-10,6.468720e-09,1.218212e-08,3.162070e-07,1.078377e-04
3.139750e-10,6.161642e-09,1.189179e-08,2.554291e-07,1.093893e-04
3.140000e-10,5.837140e-09,1.156369e-08,1.942587e-07,1.109834e-04
3.140250e-10,5.496664e-09,1.119930e-08,1.329443e-07,1.126215e-04
3.140500e-10,5.141721e-09,1.080022e-08,7.173343e-08,1.143052e-04
3.140750e-10,4.773883e-09,1.036818e-08,1.087214e-08,1.160358e-04
3.141000e-10,4.394728e-09,9.905063e-09,-4.939639e-08,1.178153e-04
3.141250e-10,4.005896e-09,9.412839e-09,-1.088326e-07,1.196451e-04
3.141500e-10,3.609080e-09,8.893605e-09,-1.672018e-07,1.215272e-04
3.141750e-10,3.205941e-09,8.349553e-09,-2.242746e-07,1.234633e-04
3.142000e-10,2.798202e-09,7.782963e-09,-2.798285e-07,1.254553e-04
3.142250e-10,2.387572e-09,7.196198e-09,-3.336482e-07,1.275052e-04
3.142500e-10,1.975766e-09,6.591689e-09,-3.855268e-07,1.296151e-04
3.142750e-10,1.564482e-09,5.971928e-09,-4.352665e-07,1.317869e-04
3.143000e-10,1.155419e-09,5.339455e-09,-4.826792e-07,1.340230e-04
3.143250e-10,7.502339e-10,4.696850e-09,-5.275876e-07,1.363256e-04
3.143500e-10,3.505944e-10,4.046718e-09,-5.698256e-07,1.386968e-04
3.143750e-10,-4.194204e-11,3.391683e-09,-6.092389e-07,1.411392e-04
3.144000e-10,-4.257704e-10,2.734376e-09,-6.456856e-07,1.436552e-04
3.144250e-10,-7.994012e-10,2.077423e-09,-6.790370e-07,1.462473e-04
3.144500e-10,-1.161360e-09,1.423434e-09,-7.091776e-07,1.489181e-04
3.144750e-10,-1.510270e-09,7.749952e-10,-7.360058e-07,1.516702e-04
3.145000e-10,-1.844779e-09,1.346569e-10,-7.594342e-07,1.545063e-04
3.145250e-10,-2.163625e-09,-4.950767e-10,-7.793897e-07,1.574292e-04
3.145500e-10,-2.465632e-09,-1.111756e-09,-7.958140e-07,1.604418e-04
3.145750e-10,-2.749679e-09,-1.712996e-09,-8.086634e-07,1.635468e-04
3.146000e-10,-3.014743e-09,-2.296487e-09,-8.179093e-07,1.667473e-04
3.146250e-10,-3.259890e-09,-2.860000e-09,-8.235377e-07,1.700461e-04
3.146500e-10,-3.484266e-09,-3.401398e-09,-8.255499e-07,1.734463e-04
3.146750e-10,-3.687105e-09,-3.918644e-09,-8.239616e-07,1.769509e-04
3.147000e-10,-3.867771e-09,-4.409806e-09,-8.188032e-07,1.805628e-04
3.147250e-10,-4.025665e-09,-4.873067e-09,-8.101194e-07,1.842851e-04
3.147500e-10,-4.160329e-09,-5.306729e-09,-7.979692e-07,1.881208e-04
3.147750e-10,-4.271406e-09,-5.709223e-09,-7.824252e-07,1.920728e-04
3.148000e-10,-4.358612e-09,-6.079108e-09,-7.635734e-07,1.961440e-04
3.148250e-10,-4.421771e-09,-6.415084e-09,-7.415125e-07,2.003373e-04
3.148500e-10,-4.460818e-09,-6.715990e-09,-7.163539e-07,2.046554e-04
3.148750e-10,-4.475785e-09,-6.980810e-09,-6.882208e-07,2.091008e-04
3.149000e-10,-4.466786e-09,-7.208680e-09,-6.572474e-07,2.136761e-04
3.149250e-10,-4.434038e-09,-7.398883e-09,-6.235788e-07,2.183835e-04
3.149500e-10,-4.377863e-09,-7.550859e-09,-5.873698e-07,2.232250e-04
3.149750e-10,-4.298667e-09,-7.664202e-09,-5.487845e-07,2.282024e-04
3.150000e-10,-4.196951e-09,-7.738660e-09,-5.079956e-07,2.333171e-04
3.150250e-10,-4.073282e-09,-7.774140e-09,-4.651833e-07,2.385703e-04
3.150500e-10,-3.928352e-09,-7.770703e-09,-4.205346e-07,2.439626e-04
3.150750e-10,-3.762892e-09,-7.728566e-09,-3.742427e-07,2.494941e-04
3.151000e-10,-3.577735e-09,-7.648100e-09,-3.265059e-07,2.551647e-04
3.151250e-10,-3.373779e-09,-7.529825e-09,-2.775269e-07,2.609734e-04
3.151500e-10,-3.151996e-09,-7.374411e-09,-2.275115e-07,2.669186e-04
3.151750e-10,-2.913428e-09,-7.182674e-09,-1.766686e-07,2.729980e-04
3.152000e-10,-2.659136e-09,-6.955570e-09,-1.252082e-07,2.792084e-04
3.152250e-10,-2.390310e-09,-6.694192e-09,-7.334135e-08,2.855459e-04
3.152500e-10,-2.108124e-09,-6.399766e-09,-2.127899e-08,2.920053e-04
3.152750e-10,-1.813826e-09,-6.073643e-09,3.076904e-08,2.985807e-04
3.153000e-10,-1.508705e-09,-5.717296e-09,8.259474e-08,3.052649e-04
3.153250e-10,-1.194076e-09,-5.332311e-09,1.339928e-07,3.120494e-04
3.153500e-10,-8.712870e-10,-4.920382e-09,1.847616e-07,3.189245e-04
3.153750e-10,-5.417012e-10,-4.483300e-09,2.347037e-07,3.258791e-04
3.154000e-10,-2.067185e-10,-4.022951e-09,2.836270e-07,3.329006e-04
3.154250e-10,1.322714e-10,-3.541303e-09,3.313451e-07,3.399751e-04
3.154500e-10,4.738645e-10,-3.040401e-09,3.776783e-07,3.470869e-04
3.154750e-10,8.166571e-10,-2.522355e-09,4.224544e-07,3.542188e-04
3.155000e-10,1.159231e-09,-1.989333e-09,4.655090e-07,3.613521e-04
3.155250e-10,1.500241e-09,-1.443552e-09,5.066863e-07,3.684664e-04
3.155500e-10,1.838275e-09,-8.872675e-10,5.458397e-07,3.755397e-04
3.155750e-10,2.172015e-09,-3.227645e-10,5.828322e-07,3.825484e-04
3.156000e-10,2.500132e-09,2.476524e-10,6.175370e-07,3.894675e-04
3.156250e-10,2.821331e-09,8.216680e-10,6.498380e-07,3.962706e-04
3.156500e-10,3.134386e-09,1.396968e-09,6.796299e-07,4.029300e-04
3.156750e-10,3.438096e-09,1.971245e-09,7.068188e-07,4.094169e-04
3.157000e-10,3.731287e-09,2.542214e-09,7.313222e-07,4.157013e-04
3.157250e-10,4.012882e-09,3.107617e-09,7.530697e-07,4.217528e-04
3.157500e-10,4.281826e-09,3.665233e-09,7.720027e-07,4.275401e-04
3.157750e-10,4.537150e-09,4.212889e-09,7.880747e-07,4.330318e-04
3.158000e-10,4.777936e-09,4.748468e-09,8.012513e-07,4.381964e-04
3.158250e-10,5.003333e-09,5.269918e-09,8.115104e-07,4.430026e-04
3.158500e-10,5.212591e-09,5.775260e-09,8.188419e-07,4.474196e-04
3.158750e-10,5.404986e-09,6.262594e-09,8.232480e-07,4.514177e-04
3.159000e-10,5.579913e-09,6.730111e-09,8.247424e-07,4.549679e-04
3.159250e-10,5.736847e-09,7.176095e-09,8.233510e-07,4.580429e-04
3.159500e-10,5.875307e-09,7.598936e-09,8.191107e-07,4.606172e-04
3.159750e-10,5.994926e-09,7.997128e-09,8.120700e-07,4.626672e-04
3.160000e-10,6.095431e-09,8.369282e-09,8.022879e-07,4.641715e-04
3.160250e-10,6.176604e-09,8.714127e-09,7.898342e-07,4.651114e-04
3.160500e-10,6.238317e-09,9.030514e-09,7.747885e-07,4.654710e-04
3.160750e-10,6.280554e-09,9.317424e-09,7.572402e-07,4.652372e-04
3.161000e-10,6.303359e-09,9.573966e-09,7.372876e-07,4.644000e-04
3.161250e-10,6.306851e-09,9.799386e-09,7.150380e-07,4.629530e-04
3.161500e-10,6.291264e-09,9.993062e-09,6.906063e-07,4.608928e-04
3.161750e-10,6.256879e-09,1.015451e-08,6.641151e-07,4.582196e-04
3.162000e-10,6.204071e-09,1.028338e-08,6.356939e-07,4.549370e-04
3.162250e-10,6.133291e-09,1.037948e-08,6.054781e-07,4.510524e-04
3.162500e-10,6.045053e-09,1.044271e-08,5.736090e-07,4.465762e-04
3.162750e-10,5.939957e-09,1.047316e-08,5.402326e-07,4.415225e-04
3.163000e-10,5.818647e-09,1.047102e-08,5.054993e-07,4.359087e-04
3.163250e-10,5.681846e-09,1.043662e-08,4.695627e-07,4.297553e-04
3.163500e-10,5.530329e-09,1.037043e-08,4.325795e-07,4.230859e-04
3.163750e-10,5.364921e-09,1.027303e-08,3.947084e-07,4.159271e-04
3.164000e-10,5.186507e-09,1.014512e-08,3.561095e-07,4.083081e-04
3.164250e-10,4.996003e-09,9.987547e-09,3.169436e-07,4.002607e-04
3.164500e-10,4.794381e-09,9.801237e-09,2.773714e-07,3.918190e-04
3.164750e-10,4.582622e-09,9.587240e-09,2.375533e-07,3.830192e-04
3.165000e-10,4.361776e-09,9.346705e-09,1.976477e-07,3.738992e-04
3.165250e-10,4.132870e-09,9.080874e-09,1.578115e-07,3.644986e-04
3.165500e-10,3.896993e-09,8.791080e-09,1.181988e-07,3.548583e-04
3.165750e-10,3.655219e-09,8.478738e-09,7.896004e-08,3.450203e-04
3.166000e-10,3.408639e-09,8.145337e-09,4.024219e-08,3.350272e-04
3.166250e-10,3.158360e-09,7.792435e-09,2.187449e-09,3.249223e-04
3.166500e-10,2.905475e-09,7.421649e-09,-3.506699e-08,3.147489e-04
3.166750e-10,2.651061e-09,7.034647e-09,-7.138953e-08,3.045505e-04
3.167000e-10,2.396196e-09,6.633146e-09,-1.066547e-07,2.943702e-04
3.167250e-10,2.141959e-09,6.218896e-09,-1.407435e-07,2.842504e-04
3.167500e-10,1.889360e-09,5.793676e-09,-1.735441e-07,2.742328e-04
3.167750e-10,1.639441e-09,5.359288e-09,-2.049520e-07,2.643580e-04
3.168000e-10,1.393147e-09,4.917546e-09,-2.348703e-07,2.546654e-04
3.168250e-10,1.151480e-09,4.470269e-09,-2.632103e-07,2.451927e-04
3.168500e-10,9.152948e-10,4.019273e-09,-2.898918e-07,2.359761e-04
3.168750e-10,6.855070e-10,3.566364e-09,-3.148429e-07,2.270499e-04
3.169000e-10,4.629121e-10,3.113331e-09,-3.380009e-07,2.184461e-04
3.169250e-10,2.483012e-10,2.661937e-09,-3.593116e-07,2.101947e-04
3.169500e-10,4.240287e-11,2.213914e-09,-3.787303e-07,2.023235e-04
3.169750e-10,-1.541127e-10,1.770953e-09,-3.962213e-07,1.948574e-04
3.170000e-10,-3.406252e-10,1.334701e-09,-4.117580e-07,1.878192e-04
3.170250e-10,-5.165766e-10,9.067528e-10,-4.253232e-07,1.812289e-04
3.170500e-10,-6.814436e-10,4.886452e-10,-4.369087e-07,1.751037e-04
3.170750e-10,-8.348084e-10,8.185134e-11,-4.465156e-07,1.694583e-04
3.171000e-10,-9.762596e-10,-3.122248e-10,-4.541538e-07,1.643044e-04
3.171250e-10,-1.105494e-09,-6.922534e-10,-4.598419e-07,1.596511e-04
3.171500e-10,-1.222252e-09,-1.056983e-09,-4.636073e-07,1.555047e-04
3.171750e-10,-1.326310e-09,-1.405244e-09,-4.654857e-07,1.518686e-04
3.172000e-10,-1.417560e-09,-1.735956e-09,-4.655210e-07,1.487437e-04
3.172250e-10,-1.495901e-09,-2.048127e-09,-4.637647e-07,1.461279e-04
3.172500e-10,-1.561331e-09,-2.340859e-09,-4.602759e-07,1.440168e-04
3.172750e-10,-1.613890e-09,-2.613350e-09,-4.551209e-07,1.424031e-04
3.173000e-10,-1.653687e-09,-2.864895e-09,-4.483726e-07,1.412772e-04
3.173250e-10,-1.680861e-09,-3.094891e-09,-4.401103e-07,1.406269e-04
3.173500e-10,-1.695647e-09,-3.302835e-09,-4.304193e-07,1.404378e-04
3.173750e-10,-1.698313e-09,-3.488328e-09,-4.193901e-07,1.406932e-04
3.174000e-10,-1.689171e-09,-3.651073e-09,-4.071184e-07,1.413741e-04
3.174250e-10,-1.668586e-09,-3.790876e-09,-3.937042e-07,1.424598e-04
3.174500e-10,-1.636988e-09,-3.907645e-09,-3.792516e-07,1.439273e-04
3.174750e-10,-1.594837e-09,-4.001394e-09,-3.638682e-07,1.457522e-04
3.175000e-10,-1.542631e-09,-4.072235e-09,-3.476645e-07,1.479083e-04
3.175250e-10,-1.480917e-09,-4.120381e-09,-3.307533e-07,1.503678e-04
3.175500e-10,-1.410286e-09,-4.146142e-09,-3.132495e-07,1.531019e-04
3.175750e-10,-1.331333e-09,-4.149924e-09,-2.952691e-07,1.560805e-04
3.176000e-10,-1.244719e-09,-4.132228e-09,-2.769291e-07,1.592723e-04
3.176250e-10,-1.151113e-09,-4.093644e-09,-2.583467e-07,1.626456e-04
3.176500e-10,-1.051219e-09,-4.034848e-09,-2.396389e-07,1.661679e-04
3.176750e-10,-9.457391e-10,-3.956601e-09,-2.209219e-07,1.698063e-04
3.177000e-10,-8.354343e-10,-3.859742e-09,-2.023106e-07,1.735278e-04
3.177250e-10,-7.210424e-10,-3.745186e-09,-1.839181e-07,1.772991e-04
3.177500e-10,-6.033229e-10,-3.613920e-09,-1.658554e-07,1.810876e-04
3.177750e-10,-4.830630e-10,-3.466996e-09,-1.482305e-07,1.848605e-04
3.178000e-10,-3.610378e-10,-3.305525e-09,-1.311485e-07,1.885861e-04
3.178250e-10,-2.380146e-10,-3.130678e-09,-1.147107e-07,1.922334e-04
3.178500e-10,-1.147813e-10,-2.943673e-09,-9.901450e-08,1.957720e-04
3.178750e-10,7.887056e-12,-2.745774e-09,-8.415274e-08,1.991733e-04
3.179000e-10,1.292335e-10,-2.538284e-09,-7.021359e-08,2.024095e-04
3.179250e-10,2.485045e-10,-2.322540e-09,-5.728010e-08,2.054546e-04
3.179500e-10,3.649436e-10,-2.099904e-09,-4.542985e-08,2.082843e-04
3.179750e-10,4.778516e-10,-1.871761e-09,-3.473475e-08,2.108760e-04
3.180000e-10,5.865044e-10,-1.639511e-09,-2.526070e-08,2.132089e-04
3.180250e-10,6.902391e-10,-1.404561e-09,-1.706741e-08,2.152646e-04
3.180500e-10,7.883868e-10,-1.168323e-09,-1.020822e-08,2.170265e-04
3.180750e-10,8.803263e-10,-9.322021e-10,-4.729860e-09,2.184804e-04
3.181000e-10,9.654605e-10,-6.975971e-10,-6.723772e-10,2.196143e-04
3.181250e-10,1.043236e-09,-4.658893e-10,1.931001e-09,2.204186e-04
3.181500e-10,1.113105e-09,-2.384386e-10,3.053942e-09,2.208859e-04
3.181750e-10,1.174592e-09,-1.657714e-11,2.677049e-09,2.210113e-04
3.182000e-10,1.227235e-09,1.983954e-10,7.878866e-10,2.207920e-04
3.182250e-10,1.270630e-09,4.052188e-10,-2.619039e-09,2.202279e-04
3.182500e-10,1.304395e-09,6.026762e-10,-7.542318e-09,2.193208e-04
3.182750e-10,1.328219e-09,7.896002e-10,-1.397371e-08,2.180748e-04
3.183000e-10,1.341806e-09,9.648766e-10,-2.189824e-08,2.164965e-04
3.183250e-10,1.344930e-09,1.127450e-09,-3.129433e-08,2.145941e-04
3.183500e-10,1.337387e-09,1.276328e-09,-4.213394e-08,2.123781e-04
3.183750e-10,1.319049e-09,1.410584e-09,-5.438276e-08,2.098607e-04
3.184000e-10,1.289805e-09,1.529361e-09,-6.800040e-08,2.070561e-04
3.184250e-10,1.249616e-09,1.631877e-09,-8.294062e-08,2.039801e-04
3.184500e-10,1.198475e-09,1.717425e-09,-9.915157e-08,2.006498e-04
3.184750e-10,1.136429e-09,1.785378e-09,-1.165761e-07,1.970839e-04
3.185000e-10,1.063562e-09,1.835190e-09,-1.351519e-07,1.933025e-04
3.185250e-10,9.800127e-10,1.866397e-09,-1.548120e-07,1.893267e-04
3.185500e-10,8.859580e-10,1.878619e-09,-1.754850e-07,1.851783e-04
3.185750e-10,7.816482e-10,1.871563e-09,-1.970953e-07,1.808805e-04
3.186000e-10,6.673009e-10,1.845021e-09,-2.195637e-07,1.764566e-04
3.186250e-10,5.432691e-10,1.798872e-09,-2.428074e-07,1.719309e-04
