time,"P(A)","P(B)","P(C)","P(Q)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e-14,1.062557e-03,6.578875e-04,6.578875e-04,1.014691e-03
5.000000e-14,2.140388e-03,1.353387e-03,1.353387e-03,2.044649e-03
7.500000e-14,3.239215e-03,2.112083e-03,2.112083e-03,3.095790e-03
1.000000e-13,4.364677e-03,2.960504e-03,2.960504e-03,4.173971e-03
1.250000e-13,5.522408e-03,3.924788e-03,3.924788e-03,5.285060e-03
1.500000e-13,6.718036e-03,5.029906e-03,5.029906e-03,6.434920e-03
1.750000e-13,7.957157e-03,6.299181e-03,6.299181e-03,7.629372e-03
2.000000e-13,9.245302e-03,7.753937e-03,7.753937e-03,8.874169e-03
2.250000e-13,1.058791e-02,9.413230e-03,9.413230e-03,1.017496e-02
2.500000e-13,1.199032e-02,1.129364e-02,1.129364e-02,1.153728e-02
2.750000e-13,1.345770e-02,1.340909e-02,1.340909e-02,1.296648e-02
3.000000e-13,1.499509e-02,1.577077e-02,1.577077e-02,1.446776e-02
3.250000e-13,1.660732e-02,1.838701e-02,1.838701e-02,1.604610e-02
3.500000e-13,1.829903e-02,2.126326e-02,2.126326e-02,1.770626e-02
3.750000e-13,2.007463e-02,2.440212e-02,2.440212e-02,1.945275e-02
4.000000e-13,2.193828e-02,2.780336e-02,2.780336e-02,2.128980e-02
4.250000e-13,2.389388e-02,3.146401e-02,3.146401e-02,2.322138e-02
4.500000e-13,2.594506e-02,3.537844e-02,3.537844e-02,2.525114e-02
4.750000e-13,2.809514e-02,3.953852e-02,3.953852e-02,2.738242e-02
5.000000e-13,3.034717e-02,4.393379e-02,4.393379e-02,2.961822e-02
5.250000e-13,3.270385e-02,4.855161e-02,4.855161e-02,3.196121e-02
5.500000e-13,3.516755e-02,5.337739e-02,5.337739e-02,3.441370e-02
5.750000e-13,3.774035e-02,5.839480e-02,5.839480e-02,3.697766e-02
6.000000e-13,4.042393e-02,6.358598e-02,6.358598e-02,3.965466e-02
6.250000e-13,4.321967e-02,6.893182e-02,6.893182e-02,4.244593e-02
6.500000e-13,4.612856e-02,7.441220e-02,7.441220e-02,4.535231e-02
6.750000e-13,4.915127e-02,8.000623e-02,8.000623e-02,4.837429e-02
7.000000e-13,5.228809e-02,8.569256e-02,8.569256e-02,5.151195e-02
7.250000e-13,5.553896e-02,9.144962e-02,9.144962e-02,5.476502e-02
7.500000e-13,5.890348e-02,9.725590e-02,9.725590e-02,5.813287e-02
7.750000e-13,6.238089e-02,1.030902e-01,1.030902e-01,6.161449e-02
8.000000e-13,6.597008e-02,1.089321e-01,1.089321e-01,6.520854e-02
8.250000e-13,6.966963e-02,1.147618e-01,1.147618e-01,6.891330e-02
8.500000e-13,7.347776e-02,1.205607e-01,1.205607e-01,7.272675e-02
8.750000e-13,7.739238e-02,1.263119e-01,1.263119e-01,7.664653e-02
9.000000e-13,8.141110e-02,1.319997e-01,1.319997e-01,8.066995e-02
9.250000e-13,8.553122e-02,1.376105e-01,1.376105e-01,8.479405e-02
9.500000e-13,8.974975e-02,1.431326e-01,1.431326e-01,8.901557e-02
9.750000e-13,9.406344e-02,1.485565e-01,1.485565e-01,9.333099e-02
1.000000e-12,9.846878e-02,1.538750e-01,1.538750e-01,9.773652e-02
1.025000e-12,1.029620e-01,1.590834e-01,1.590834e-01,1.022282e-01
1.050000e-12,1.075392e-01,1.641792e-01,1.641792e-01,1.068017e-01
1.075000e-12,1.121960e-01,1.691628e-01,1.691628e-01,1.114527e-01
1.100000e-12,1.169283e-01,1.740366e-01,1.740366e-01,1.161766e-01
1.125000e-12,1.217313e-01,1.788056e-01,1.788056e-01,1.209686e-01
1.150000e-12,1.266004e-01,1.834770e-01,1.834770e-01,1.258239e-01
1.175000e-12,1.315308e-01,1.880602e-01,1.880602e-01,1.307373e-01
1.200000e-12,1.365175e-01,1.925665e-01,1.925665e-01,1.357039e-01
1.225000e-12,1.415555e-01,1.970088e-01,1.970088e-01,1.407185e-01
1.250000e-12,1.466397e-01,2.014017e-01,2.014017e-01,1.457758e-01
1.275000e-12,1.517648e-01,2.057607e-01,2.057607e-01,1.508706e-01
1.300000e-12,1.569259e-01,2.101026e-01,2.101026e-01,1.559976e-01
1.325000e-12,1.621175e-01,2.144444e-01,2.144444e-01,1.611515e-01
1.350000e-12,1.673345e-01,2.188037e-01,2.188037e-01,1.663273e-01
1.375000e-12,1.725719e-01,2.231979e-01,2.231979e-01,1.715196e-01
1.400000e-12,1.778244e-01,2.276442e-01,2.276442e-01,1.767234e-01
1.425000e-12,1.830870e-01,2.321593e-01,2.321593e-01,1.819337e-01
1.450000e-12,1.883547e-01,2.367588e-01,2.367588e-01,1.871455e-01
1.475000e-12,1.936228e-01,2.414575e-01,2.414575e-01,1.923542e-01
1.500000e-12,1.988864e-01,2.462685e-01,2.462685e-01,1.975550e-01
1.525000e-12,2.041411e-01,2.512037e-01,2.512037e-01,2.027436e-01
1.550000e-12,2.093823e-01,2.562731e-01,2.562731e-01,2.079155e-01
1.575000e-12,2.146059e-01,2.614850e-01,2.614850e-01,2.130667e-01
1.600000e-12,2.198077e-01,2.668455e-01,2.668455e-01,2.181934e-01
1.625000e-12,2.249838e-01,2.723589e-01,2.723589e-01,2.232917e-01
1.650000e-12,2.301308e-01,2.780274e-01,2.780274e-01,2.283583e-01
1.675000e-12,2.352449e-01,2.838511e-01,2.838511e-01,2.333899e-01
1.700000e-12,2.403232e-01,2.898279e-01,2.898279e-01,2.383836e-01
1.725000e-12,2.453627e-01,2.959538e-01,2.959538e-01,2.433365e-01
1.750000e-12,2.503605e-01,3.022227e-01,3.022227e-01,2.482463e-01
1.775000e-12,2.553144e-01,3.086266e-01,3.086266e-01,2.531108e-01
1.800000e-12,2.602221e-01,3.151557e-01,3.151557e-01,2.579280e-01
1.825000e-12,2.650817e-01,3.217986e-01,3.217986e-01,2.626963e-01
1.850000e-12,2.698916e-01,3.285421e-01,3.285421e-01,2.674143e-01
1.875000e-12,2.746505e-01,3.353718e-01,3.353718e-01,2.720810e-01
1.900000e-12,2.793572e-01,3.422721e-01,3.422721e-01,2.766955e-01
1.925000e-12,2.840110e-01,3.492260e-01,3.492260e-01,2.812573e-01
1.950000e-12,2.886113e-01,3.562161e-01,3.562161e-01,2.857663e-01
1.975000e-12,2.931580e-01,3.632240e-01,3.632240e-01,2.902224e-01
2.000000e-12,2.976509e-01,3.702310e-01,3.702310e-01,2.946259e-01
2.025000e-12,3.020905e-01,3.772183e-01,3.772183e-01,2.989774e-01
2.050000e-12,3.064774e-01,3.841670e-01,3.841670e-01,3.032778e-01
2.075000e-12,3.108122e-01,3.910586e-01,3.910586e-01,3.075282e-01
2.100000e-12,3.150961e-01,3.978750e-01,3.978750e-01,3.117299e-01
2.125000e-12,3.193304e-01,4.045989e-01,4.045989e-01,3.158845e-01
2.150000e-12,3.235167e-01,4.112143e-01,4.112143e-01,3.199938e-01
2.175000e-12,3.276567e-01,4.177061e-01,4.177061e-01,3.240598e-01
2.200000e-12,3.317524e-01,4.240608e-01,4.240608e-01,3.280847e-01
2.225000e-12,3.358059e-01,4.302667e-01,4.302667e-01,3.320711e-01
2.250000e-12,3.398197e-01,4.363139e-01,4.363139e-01,3.360215e-01
2.275000e-12,3.437962e-01,4.421944e-01,4.421944e-01,3.399386e-01
2.300000e-12,3.477382e-01,4.479026e-01,4.479026e-01,3.438255e-01
2.325000e-12,3.516486e-01,4.534349e-01,4.534349e-01,3.476853e-01
2.350000e-12,3.555303e-01,4.587902e-01,4.587902e-01,3.515210e-01
2.375000e-12,3.593865e-01,4.639698e-01,4.639698e-01,3.553360e-01
2.400000e-12,3.632203e-01,4.689771e-01,4.689771e-01,3.591338e-01
2.425000e-12,3.670351e-01,4.738180e-01,4.738180e-01,3.629178e-01
2.450000e-12,3.708342e-01,4.785007e-01,4.785007e-01,3.666915e-01
2.475000e-12,3.746211e-01,4.830352e-01,4.830352e-01,3.704586e-01
2.500000e-12,3.783993e-01,4.874337e-01,4.874337e-01,3.742227e-01
2.525000e-12,3.821722e-01,4.917101e-01,4.917101e-01,3.779875e-01
2.550000e-12,3.859434e-01,4.958798e-01,4.958798e-01,3.817564e-01
2.575000e-12,3.897165e-01,4.999598e-01,4.999598e-01,3.855333e-01
2.600000e-12,3.934948e-01,5.039678e-01,5.039678e-01,3.893217e-01
2.625000e-12,3.972819e-01,5.079227e-01,5.079227e-01,3.931250e-01
2.650000e-12,4.010812e-01,5.118440e-01,5.118440e-01,3.969469e-01
2.675000e-12,4.048961e-01,5.157512e-01,5.157512e-01,4.007906e-01
2.700000e-12,4.087298e-01,5.196642e-01,5.196642e-01,4.046595e-01
2.725000e-12,4.125856e-01,5.236027e-01,5.236027e-01,4.085568e-01
2.750000e-12,4.164665e-01,5.275857e-01,5.275857e-01,4.124855e-01
2.775000e-12,4.203754e-01,5.316320e-01,5.316320e-01,4.164486e-01
2.800000e-12,4.243154e-01,5.357591e-01,5.357591e-01,4.204488e-01
2.825000e-12,4.282890e-01,5.399838e-01,5.399838e-01,4.244889e-01
2.850000e-12,4.322989e-01,5.443215e-01,5.443215e-01,4.285713e-01
2.875000e-12,4.363475e-01,5.487861e-01,5.487861e-01,4.326982e-01
2.900000e-12,4.404369e-01,5.533903e-01,5.533903e-01,4.368719e-01
2.925000e-12,4.445695e-01,5.581449e-01,5.581449e-01,4.410941e-01
2.950000e-12,4.487469e-01,5.630590e-01,5.630590e-01,4.453668e-01
2.975000e-12,4.529710e-01,5.681399e-01,5.681399e-01,4.496913e-01
3.000000e-12,4.572432e-01,5.733931e-01,5.733931e-01,4.540690e-01
3.025000e-12,4.615650e-01,5.788222e-01,5.788222e-01,4.585009e-01
3.050000e-12,4.659375e-01,5.844286e-01,5.844286e-01,4.629881e-01
3.075000e-12,4.703616e-01,5.902120e-01,5.902120e-01,4.675311e-01
3.100000e-12,4.748380e-01,5.961703e-01,5.961703e-01,4.721304e-01
3.125000e-12,4.793674e-01,6.022992e-01,6.022992e-01,4.767862e-01
3.150000e-12,4.839500e-01,6.085929e-01,6.085929e-01,4.814987e-01
3.175000e-12,4.885860e-01,6.150436e-01,6.150436e-01,4.862675e-01
3.200000e-12,4.932754e-01,6.216420e-01,6.216420e-01,4.910922e-01
3.225000e-12,4.980178e-01,6.283773e-01,6.283773e-01,4.959724e-01
3.250000e-12,5.028130e-01,6.352372e-01,6.352372e-01,5.009071e-01
3.275000e-12,5.076601e-01,6.422083e-01,6.422083e-01,5.058954e-01
3.300000e-12,5.125586e-01,6.492759e-01,6.492759e-01,5.109362e-01
3.325000e-12,5.175072e-01,6.564248e-01,6.564248e-01,5.160279e-01
3.350000e-12,5.225050e-01,6.636388e-01,6.636388e-01,5.211692e-01
3.375000e-12,5.275506e-01,6.709014e-01,6.709014e-01,5.263583e-01
3.400000e-12,5.326426e-01,6.781959e-01,6.781959e-01,5.315933e-01
3.425000e-12,5.377792e-01,6.855056e-01,6.855056e-01,5.368724e-01
3.450000e-12,5.429589e-01,6.928139e-01,6.928139e-01,5.421933e-01
3.475000e-12,5.481797e-01,7.001050e-01,7.001050e-01,5.475538e-01
3.500000e-12,5.534396e-01,7.073635e-01,7.073635e-01,5.529517e-01
3.525000e-12,5.587365e-01,7.145749e-01,7.145749e-01,5.583844e-01
3.550000e-12,5.640683e-01,7.217262e-01,7.217262e-01,5.638494e-01
3.575000e-12,5.694327e-01,7.288052e-01,7.288052e-01,5.693442e-01
3.600000e-12,5.748272e-01,7.358014e-01,7.358014e-01,5.748661e-01
3.625000e-12,5.802496e-01,7.427060e-01,7.427060e-01,5.804124e-01
3.650000e-12,5.856974e-01,7.495117e-01,7.495117e-01,5.859804e-01
3.675000e-12,5.911680e-01,7.562131e-01,7.562131e-01,5.915673e-01
3.700000e-12,5.966589e-01,7.628064e-01,7.628064e-01,5.971704e-01
3.725000e-12,6.021676e-01,7.692900e-01,7.692900e-01,6.027870e-01
3.750000e-12,6.076915e-01,7.756638e-01,7.756638e-01,6.084143e-01
3.775000e-12,6.132281e-01,7.819295e-01,7.819295e-01,6.140496e-01
3.800000e-12,6.187748e-01,7.880908e-01,7.880908e-01,6.196902e-01
3.825000e-12,6.243291e-01,7.941528e-01,7.941528e-01,6.253337e-01
3.850000e-12,6.298885e-01,8.001220e-01,8.001220e-01,6.309773e-01
3.875000e-12,6.354507e-01,8.060066e-01,8.060066e-01,6.366188e-01
3.900000e-12,6.410132e-01,8.118157e-01,8.118157e-01,6.422555e-01
3.925000e-12,6.465738e-01,8.175596e-01,8.175596e-01,6.478854e-01
3.950000e-12,6.521301e-01,8.232497e-01,8.232497e-01,6.535062e-01
3.975000e-12,6.576802e-01,8.288979e-01,8.288979e-01,6.591157e-01
4.000000e-12,6.632218e-01,8.345167e-01,8.345167e-01,6.647121e-01
4.025000e-12,6.687531e-01,8.401191e-01,8.401191e-01,6.702935e-01
4.050000e-12,6.742722e-01,8.457182e-01,8.457182e-01,6.758582e-01
4.075000e-12,6.797773e-01,8.513273e-01,8.513273e-01,6.814046e-01
4.100000e-12,6.852669e-01,8.569594e-01,8.569594e-01,6.869312e-01
4.125000e-12,6.907393e-01,8.626275e-01,8.626275e-01,6.924368e-01
4.150000e-12,6.961933e-01,8.683440e-01,8.683440e-01,6.979202e-01
4.175000e-12,7.016276e-01,8.741208e-01,8.741208e-01,7.033804e-01
4.200000e-12,7.070410e-01,8.799691e-01,8.799691e-01,7.088165e-01
4.225000e-12,7.124325e-01,8.858995e-01,8.858995e-01,7.142279e-01
4.250000e-12,7.178015e-01,8.919213e-01,8.919213e-01,7.196139e-01
4.275000e-12,7.231470e-01,8.980432e-01,8.980432e-01,7.249742e-01
4.300000e-12,7.284685e-01,9.042726e-01,9.042726e-01,7.303085e-01
4.325000e-12,7.337657e-01,9.106155e-01,9.106155e-01,7.356167e-01
4.350000e-12,7.390382e-01,9.170770e-01,9.170770e-01,7.408989e-01
4.375000e-12,7.442859e-01,9.236606e-01,9.236606e-01,7.461552e-01
4.400000e-12,7.495087e-01,9.303685e-01,9.303685e-01,7.513860e-01
4.425000e-12,7.547068e-01,9.372015e-01,9.372015e-01,7.565917e-01
4.450000e-12,7.598804e-01,9.441588e-01,9.441588e-01,7.617729e-01
4.475000e-12,7.650299e-01,9.512384e-01,9.512384e-01,7.669304e-01
4.500000e-12,7.701558e-01,9.584368e-01,9.584368e-01,7.720649e-01
4.525000e-12,7.752588e-01,9.657491e-01,9.657491e-01,7.771775e-01
4.550000e-12,7.803395e-01,9.731690e-01,9.731690e-01,7.822692e-01
4.575000e-12,7.853988e-01,9.806891e-01,9.806891e-01,7.873412e-01
4.600000e-12,7.904377e-01,9.883008e-01,9.883008e-01,7.923947e-01
4.625000e-12,7.954572e-01,9.959945e-01,9.959945e-01,7.974312e-01
4.650000e-12,8.004585e-01,1.003760e+00,1.003760e+00,8.024521e-01
4.675000e-12,8.054428e-01,1.011585e+00,1.011585e+00,8.074589e-01
4.700000e-12,8.104114e-01,1.019458e+00,1.019458e+00,8.124533e-01
4.725000e-12,8.153657e-01,1.027368e+00,1.027368e+00,8.174368e-01
4.750000e-12,8.203073e-01,1.035302e+00,1.035302e+00,8.224113e-01
4.775000e-12,8.252376e-01,1.043246e+00,1.043246e+00,8.273784e-01
4.800000e-12,8.301582e-01,1.051189e+00,1.051189e+00,8.323400e-01
4.825000e-12,8.350707e-01,1.059120e+00,1.059120e+00,8.372979e-01
4.850000e-12,8.399768e-01,1.067025e+00,1.067025e+00,8.422540e-01
4.875000e-12,8.448782e-01,1.074894e+00,1.074894e+00,8.472102e-01
4.900000e-12,8.497766e-01,1.082718e+00,1.082718e+00,8.521684e-01
4.925000e-12,8.546737e-01,1.090487e+00,1.090487e+00,8.571304e-01
4.950000e-12,8.595714e-01,1.098193e+00,1.098193e+00,8.620982e-01
4.975000e-12,8.644714e-01,1.105829e+00,1.105829e+00,8.670737e-01
5.000000e-12,8.693754e-01,1.113389e+00,1.113389e+00,8.720586e-01
5.025000e-12,8.732226e-01,1.120212e+00,1.120212e+00,8.760402e-01
5.050000e-12,8.770620e-01,1.126913e+00,1.126913e+00,8.800197e-01
5.075000e-12,8.808896e-01,1.133467e+00,1.133467e+00,8.839930e-01
5.100000e-12,8.847015e-01,1.139845e+00,1.139845e+00,8.879558e-01
5.125000e-12,8.884935e-01,1.146022e+00,1.146022e+00,8.919040e-01
5.150000e-12,8.922617e-01,1.151974e+00,1.151974e+00,8.958334e-01
5.175000e-12,8.960020e-01,1.157681e+00,1.157681e+00,8.997395e-01
5.200000e-12,8.997103e-01,1.163125e+00,1.163125e+00,9.036181e-01
5.225000e-12,9.033824e-01,1.168290e+00,1.168290e+00,9.074648e-01
5.250000e-12,9.070143e-01,1.173165e+00,1.173165e+00,9.112754e-01
5.275000e-12,9.106020e-01,1.177740e+00,1.177740e+00,9.150456e-01
5.300000e-12,9.141415e-01,1.182012e+00,1.182012e+00,9.187711e-01
5.325000e-12,9.176291e-01,1.185976e+00,1.185976e+00,9.224480e-01
5.350000e-12,9.210608e-01,1.189634e+00,1.189634e+00,9.260721e-01
5.375000e-12,9.244330e-01,1.192990e+00,1.192990e+00,9.296395e-01
5.400000e-12,9.277421e-01,1.196049e+00,1.196049e+00,9.331466e-01
5.425000e-12,9.309847e-01,1.198823e+00,1.198823e+00,9.365895e-01
5.450000e-12,9.341576e-01,1.201322e+00,1.201322e+00,9.399650e-01
5.475000e-12,9.372575e-01,1.203560e+00,1.203560e+00,9.432696e-01
5.500000e-12,9.402816e-01,1.205555e+00,1.205555e+00,9.465002e-01
5.525000e-12,9.432270e-01,1.207325e+00,1.207325e+00,9.496539e-01
5.550000e-12,9.460912e-01,1.208890e+00,1.208890e+00,9.527278e-01
5.575000e-12,9.488717e-01,1.210271e+00,1.210271e+00,9.557195e-01
5.600000e-12,9.515663e-01,1.211491e+00,1.211491e+00,9.586266e-01
5.625000e-12,9.541730e-01,1.212574e+00,1.212574e+00,9.614469e-01
5.650000e-12,9.566901e-01,1.213543e+00,1.213543e+00,9.641787e-01
5.675000e-12,9.591159e-01,1.214423e+00,1.214423e+00,9.668201e-01
5.700000e-12,9.614492e-01,1.215239e+00,1.215239e+00,9.693699e-01
5.725000e-12,9.636887e-01,1.216015e+00,1.216015e+00,9.718267e-01
5.750000e-12,9.658337e-01,1.216773e+00,1.216773e+00,9.741895e-01
5.775000e-12,9.678834e-01,1.217537e+00,1.217537e+00,9.764578e-01
5.800000e-12,9.698375e-01,1.218328e+00,1.218328e+00,9.786309e-01
5.825000e-12,9.716956e-01,1.219166e+00,1.219166e+00,9.807087e-01
5.850000e-12,9.734579e-01,1.220070e+00,1.220070e+00,9.826910e-01
5.875000e-12,9.751246e-01,1.221055e+00,1.221055e+00,9.845782e-01
5.900000e-12,9.766962e-01,1.222137e+00,1.222137e+00,9.863705e-01
5.925000e-12,9.781734e-01,1.223327e+00,1.223327e+00,9.880688e-01
5.950000e-12,9.795572e-01,1.224635e+00,1.224635e+00,9.896739e-01
5.975000e-12,9.808486e-01,1.226069e+00,1.226069e+00,9.911868e-01
6.000000e-12,9.820491e-01,1.227632e+00,1.227632e+00,9.926090e-01
6.025000e-12,9.831603e-01,1.229326e+00,1.229326e+00,9.939418e-01
6.050000e-12,9.841838e-01,1.231152e+00,1.231152e+00,9.951871e-01
6.075000e-12,9.851216e-01,1.233104e+00,1.233104e+00,9.963467e-01
6.100000e-12,9.859760e-01,1.235177e+00,1.235177e+00,9.974227e-01
6.125000e-12,9.867491e-01,1.237363e+00,1.237363e+00,9.984174e-01
6.150000e-12,9.874436e-01,1.239650e+00,1.239650e+00,9.993331e-01
6.175000e-12,9.880620e-01,1.242026e+00,1.242026e+00,1.000172e+00
6.200000e-12,9.886073e-01,1.244475e+00,1.244475e+00,1.000938e+00
6.225000e-12,9.890822e-01,1.246980e+00,1.246980e+00,1.001633e+00
6.250000e-12,9.894899e-01,1.249523e+00,1.249523e+00,1.002261e+00
6.275000e-12,9.898337e-01,1.252084e+00,1.252084e+00,1.002823e+00
6.300000e-12,9.901168e-01,1.254643e+00,1.254643e+00,1.003324e+00
6.325000e-12,9.903426e-01,1.257179e+00,1.257179e+00,1.003768e+00
6.350000e-12,9.905146e-01,1.259669e+00,1.259669e+00,1.004156e+00
6.375000e-12,9.906364e-01,1.262093e+00,1.262093e+00,1.004493e+00
6.400000e-12,9.907117e-01,1.264427e+00,1.264427e+00,1.004783e+00
6.425000e-12,9.907441e-01,1.266653e+00,1.266653e+00,1.005028e+00
6.450000e-12,9.907374e-01,1.268748e+00,1.268748e+00,1.005233e+00
6.475000e-12,9.906954e-01,1.270694e+00,1.270694e+00,1.005401e+00
6.500000e-12,9.906217e-01,1.272473e+00,1.272473e+00,1.005536e+00
6.525000e-12,9.905203e-01,1.274068e+00,1.274068e+00,1.005642e+00
6.550000e-12,9.903949e-01,1.275464e+00,1.275464e+00,1.005722e+00
6.575000e-12,9.902493e-01,1.276649e+00,1.276649e+00,1.005780e+00
6.600000e-12,9.900871e-01,1.277611e+00,1.277611e+00,1.005820e+00
6.625000e-12,9.899121e-01,1.278341e+00,1.278341e+00,1.005845e+00
6.650000e-12,9.897279e-01,1.278833e+00,1.278833e+00,1.005859e+00
6.675000e-12,9.895382e-01,1.279083e+00,1.279083e+00,1.005866e+00
6.700000e-12,9.893463e-01,1.279089e+00,1.279089e+00,1.005869e+00
6.725000e-12,9.891557e-01,1.278851e+00,1.278851e+00,1.005870e+00
6.750000e-12,9.889697e-01,1.278373e+00,1.278373e+00,1.005875e+00
6.775000e-12,9.887916e-01,1.277661e+00,1.277661e+00,1.005885e+00
6.800000e-12,9.886243e-01,1.276721e+00,1.276721e+00,1.005905e+00
6.825000e-12,9.884710e-01,1.275566e+00,1.275566e+00,1.005936e+00
6.850000e-12,9.883344e-01,1.274207e+00,1.274207e+00,1.005983e+00
6.875000e-12,9.882173e-01,1.272659e+00,1.272659e+00,1.006047e+00
6.900000e-12,9.881221e-01,1.270939e+00,1.270939e+00,1.006131e+00
6.925000e-12,9.880513e-01,1.269067e+00,1.269067e+00,1.006238e+00
6.950000e-12,9.880071e-01,1.267062e+00,1.267062e+00,1.006371e+00
6.975000e-12,9.879917e-01,1.264947e+00,1.264947e+00,1.006530e+00
7.000000e-12,9.880068e-01,1.262745e+00,1.262745e+00,1.006719e+00
7.025000e-12,9.880543e-01,1.260480e+00,1.260480e+00,1.006939e+00
7.050000e-12,9.881357e-01,1.258177e+00,1.258177e+00,1.007191e+00
7.075000e-12,9.882523e-01,1.255862e+00,1.255862e+00,1.007478e+00
7.100000e-12,9.884053e-01,1.253561e+00,1.253561e+00,1.007801e+00
7.125000e-12,9.885958e-01,1.251299e+00,1.251299e+00,1.008160e+00
7.150000e-12,9.888245e-01,1.249102e+00,1.249102e+00,1.008557e+00
7.175000e-12,9.890920e-01,1.246995e+00,1.246995e+00,1.008992e+00
7.200000e-12,9.893989e-01,1.245000e+00,1.245000e+00,1.009466e+00
7.225000e-12,9.897453e-01,1.243142e+00,1.243142e+00,1.009980e+00
7.250000e-12,9.901314e-01,1.241440e+00,1.241440e+00,1.010534e+00
7.275000e-12,9.905570e-01,1.239915e+00,1.239915e+00,1.011127e+00
7.300000e-12,9.910218e-01,1.238583e+00,1.238583e+00,1.011759e+00
7.325000e-12,9.915254e-01,1.237459e+00,1.237459e+00,1.012431e+00
7.350000e-12,9.920672e-01,1.236557e+00,1.236557e+00,1.013141e+00
7.375000e-12,9.926463e-01,1.235887e+00,1.235887e+00,1.013890e+00
7.400000e-12,9.932618e-01,1.235457e+00,1.235457e+00,1.014675e+00
7.425000e-12,9.939126e-01,1.235272e+00,1.235272e+00,1.015496e+00
7.450000e-12,9.945974e-01,1.235335e+00,1.235335e+00,1.016353e+00
7.475000e-12,9.953148e-01,1.235645e+00,1.235645e+00,1.017242e+00
7.500000e-12,9.960634e-01,1.236200e+00,1.236200e+00,1.018164e+00
7.525000e-12,9.968414e-01,1.236995e+00,1.236995e+00,1.019116e+00
7.550000e-12,9.976471e-01,1.238021e+00,1.238021e+00,1.020097e+00
7.575000e-12,9.984786e-01,1.239270e+00,1.239270e+00,1.021104e+00
7.600000e-12,9.993339e-01,1.240727e+00,1.240727e+00,1.022137e+00
7.625000e-12,1.000211e+00,1.242381e+00,1.242381e+00,1.023192e+00
7.650000e-12,1.001108e+00,1.244213e+00,1.244213e+00,1.024267e+00
7.675000e-12,1.002022e+00,1.246207e+00,1.246207e+00,1.025361e+00
7.700000e-12,1.002951e+00,1.248343e+00,1.248343e+00,1.026471e+00
7.725000e-12,1.003893e+00,1.250601e+00,1.250601e+00,1.027594e+00
7.750000e-12,1.004846e+00,1.252960e+00,1.252960e+00,1.028728e+00
7.775000e-12,1.005807e+00,1.255398e+00,1.255398e+00,1.029871e+00
7.800000e-12,1.006773e+00,1.257892e+00,1.257892e+00,1.031019e+00
7.825000e-12,1.007742e+00,1.260420e+00,1.260420e+00,1.032171e+00
7.850000e-12,1.008712e+00,1.262959e+00,1.262959e+00,1.033324e+00
7.875000e-12,1.009681e+00,1.265488e+00,1.265488e+00,1.034475e+00
7.900000e-12,1.010645e+00,1.267983e+00,1.267983e+00,1.035622e+00
7.925000e-12,1.011603e+00,1.270425e+00,1.270425e+00,1.036762e+00
7.950000e-12,1.012552e+00,1.272793e+00,1.272793e+00,1.037892e+00
7.975000e-12,1.013490e+00,1.275068e+00,1.275068e+00,1.039010e+00
8.000000e-12,1.014414e+00,1.277233e+00,1.277233e+00,1.040114e+00
8.025000e-12,1.015323e+00,1.279272e+00,1.279272e+00,1.041202e+00
8.050000e-12,1.016214e+00,1.281170e+00,1.281170e+00,1.042270e+00
8.075000e-12,1.017086e+00,1.282915e+00,1.282915e+00,1.043317e+00
8.100000e-12,1.017935e+00,1.284496e+00,1.284496e+00,1.044341e+00
8.125000e-12,1.018762e+00,1.285905e+00,1.285905e+00,1.045339e+00
8.150000e-12,1.019562e+00,1.287136e+00,1.287136e+00,1.046310e+00
8.175000e-12,1.020336e+00,1.288184e+00,1.288184e+00,1.047252e+00
8.200000e-12,1.021081e+00,1.289048e+00,1.289048e+00,1.048163e+00
8.225000e-12,1.021796e+00,1.289728e+00,1.289728e+00,1.049042e+00
8.250000e-12,1.022480e+00,1.290227e+00,1.290227e+00,1.049886e+00
8.275000e-12,1.023131e+00,1.290550e+00,1.290550e+00,1.050695e+00
8.300000e-12,1.023748e+00,1.290703e+00,1.290703e+00,1.051468e+00
8.325000e-12,1.024330e+00,1.290696e+00,1.290696e+00,1.052203e+00
8.350000e-12,1.024877e+00,1.290539e+00,1.290539e+00,1.052899e+00
8.375000e-12,1.025388e+00,1.290244e+00,1.290244e+00,1.053557e+00
8.400000e-12,1.025862e+00,1.289826e+00,1.289826e+00,1.054174e+00
8.425000e-12,1.026298e+00,1.289300e+00,1.289300e+00,1.054750e+00
8.450000e-12,1.026698e+00,1.288682e+00,1.288682e+00,1.055286e+00
8.475000e-12,1.027059e+00,1.287989e+00,1.287989e+00,1.055781e+00
8.500000e-12,1.027382e+00,1.287240e+00,1.287240e+00,1.056235e+00
8.525000e-12,1.027668e+00,1.286452e+00,1.286452e+00,1.056647e+00
8.550000e-12,1.027916e+00,1.285644e+00,1.285644e+00,1.057019e+00
8.575000e-12,1.028127e+00,1.284834e+00,1.284834e+00,1.057350e+00
8.600000e-12,1.028301e+00,1.284041e+00,1.284041e+00,1.057641e+00
8.625000e-12,1.028439e+00,1.283281e+00,1.283281e+00,1.057893e+00
8.650000e-12,1.028541e+00,1.282571e+00,1.282571e+00,1.058106e+00
8.675000e-12,1.028609e+00,1.281928e+00,1.281928e+00,1.058281e+00
8.700000e-12,1.028643e+00,1.281364e+00,1.281364e+00,1.058419e+00
