time,"P(A)","P(B)","P(C)","P(Q)"
2.106750e-10,7.311640e+00,7.595084e+00,7.595084e+00,1.071456e+00
2.107000e-10,7.311640e+00,7.595087e+00,7.595087e+00,1.071456e+00
2.107250e-10,7.311640e+00,7.595089e+00,7.595089e+00,1.071456e+00
2.107500e-10,7.311640e+00,7.595091e+00,7.595091e+00,1.071456e+00
2.107750e-10,7.311640e+00,7.595093e+00,7.595093e+00,1.071456e+00
2.108000e-10,7.311640e+00,7.595096e+00,7.595096e+00,1.071456e+00
2.108250e-10,7.311640e+00,7.595098e+00,7.595098e+00,1.071456e+00
2.108500e-10,7.311640e+00,7.595101e+00,7.595101e+00,1.071456e+00
2.108750e-10,7.311640e+00,7.595103e+00,7.595103e+00,1.071455e+00
2.109000e-10,7.311640e+00,7.595106e+00,7.595106e+00,1.071455e+00
2.109250e-10,7.311640e+00,7.595109e+00,7.595109e+00,1.071455e+00
2.109500e-10,7.311640e+00,7.595112e+00,7.595112e+00,1.071455e+00
2.109750e-10,7.311640e+00,7.595114e+00,7.595114e+00,1.071455e+00
2.110000e-10,7.311640e+00,7.595117e+00,7.595117e+00,1.071455e+00
2.110250e-10,7.311640e+00,7.595120e+00,7.595120e+00,1.071455e+00
2.110500e-10,7.311640e+00,7.595123e+00,7.595123e+00,1.071455e+00
2.110750e-10,7.311640e+00,7.595126e+00,7.595126e+00,1.071455e+00
2.111000e-10,7.311640e+00,7.595129e+00,7.595129e+00,1.071455e+00
2.111250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071455e+00
2.111500e-10,7.311640e+00,7.595135e+00,7.595135e+00,1.071455e+00
2.111750e-10,7.311640e+00,7.595138e+00,7.595138e+00,1.071455e+00
2.112000e-10,7.311640e+00,7.595141e+00,7.595141e+00,1.071455e+00
2.112250e-10,7.311640e+00,7.595144e+00,7.595144e+00,1.071455e+00
2.112500e-10,7.311640e+00,7.595147e+00,7.595147e+00,1.071455e+00
2.112750e-10,7.311640e+00,7.595150e+00,7.595150e+00,1.071455e+00
2.113000e-10,7.311640e+00,7.595153e+00,7.595153e+00,1.071455e+00
2.113250e-10,7.311640e+00,7.595156e+00,7.595156e+00,1.071455e+00
2.113500e-10,7.311640e+00,7.595158e+00,7.595158e+00,1.071455e+00
2.113750e-10,7.311640e+00,7.595161e+00,7.595161e+00,1.071455e+00
2.114000e-10,7.311640e+00,7.595164e+00,7.595164e+00,1.071455e+00
2.114250e-10,7.311640e+00,7.595166e+00,7.595166e+00,1.071455e+00
2.114500e-10,7.311640e+00,7.595169e+00,7.595169e+00,1.071455e+00
2.114750e-10,7.311640e+00,7.595171e+00,7.595171e+00,1.071455e+00
2.115000e-10,7.311640e+00,7.595173e+00,7.595173e+00,1.071455e+00
2.115250e-10,7.311640e+00,7.595176e+00,7.595176e+00,1.071455e+00
2.115500e-10,7.311640e+00,7.595178e+00,7.595178e+00,1.071455e+00
2.115750e-10,7.311640e+00,7.595179e+00,7.595179e+00,1.071455e+00
2.116000e-10,7.311640e+00,7.595181e+00,7.595181e+00,1.071455e+00
2.116250e-10,7.311640e+00,7.595183e+00,7.595183e+00,1.071455e+00
2.116500e-10,7.311640e+00,7.595184e+00,7.595184e+00,1.071455e+00
2.116750e-10,7.311640e+00,7.595186e+00,7.595186e+00,1.071455e+00
2.117000e-10,7.311640e+00,7.595187e+00,7.595187e+00,1.071455e+00
2.117250e-10,7.311640e+00,7.595188e+00,7.595188e+00,1.071455e+00
2.117500e-10,7.311640e+00,7.595189e+00,7.595189e+00,1.071455e+00
2.117750e-10,7.311640e+00,7.595190e+00,7.595190e+00,1.071455e+00
2.118000e-10,7.311640e+00,7.595190e+00,7.595190e+00,1.071455e+00
2.118250e-10,7.311640e+00,7.595191e+00,7.595191e+00,1.071455e+00
2.118500e-10,7.311640e+00,7.595191e+00,7.595191e+00,1.071455e+00
2.118750e-10,7.311640e+00,7.595191e+00,7.595191e+00,1.071455e+00
2.119000e-10,7.311640e+00,7.595191e+00,7.595191e+00,1.071455e+00
2.119250e-10,7.311640e+00,7.595191e+00,7.595191e+00,1.071455e+00
2.119500e-10,7.311640e+00,7.595190e+00,7.595190e+00,1.071455e+00
2.119750e-10,7.311640e+00,7.595190e+00,7.595190e+00,1.071455e+00
2.120000e-10,7.311640e+00,7.595189e+00,7.595189e+00,1.071455e+00
2.120250e-10,7.311640e+00,7.595188e+00,7.595188e+00,1.071455e+00
2.120500e-10,7.311640e+00,7.595187e+00,7.595187e+00,1.071455e+00
2.120750e-10,7.311640e+00,7.595186e+00,7.595186e+00,1.071455e+00
2.121000e-10,7.311640e+00,7.595185e+00,7.595185e+00,1.071455e+00
2.121250e-10,7.311640e+00,7.595184e+00,7.595184e+00,1.071455e+00
2.121500e-10,7.311640e+00,7.595182e+00,7.595182e+00,1.071455e+00
2.121750e-10,7.311640e+00,7.595181e+00,7.595181e+00,1.071455e+00
2.122000e-10,7.311640e+00,7.595179e+00,7.595179e+00,1.071456e+00
2.122250e-10,7.311640e+00,7.595177e+00,7.595177e+00,1.071456e+00
2.122500e-10,7.311640e+00,7.595175e+00,7.595175e+00,1.071456e+00
2.122750e-10,7.311640e+00,7.595173e+00,7.595173e+00,1.071456e+00
2.123000e-10,7.311640e+00,7.595171e+00,7.595171e+00,1.071456e+00
2.123250e-10,7.311640e+00,7.595169e+00,7.595169e+00,1.071456e+00
2.123500e-10,7.311640e+00,7.595167e+00,7.595167e+00,1.071456e+00
2.123750e-10,7.311640e+00,7.595164e+00,7.595164e+00,1.071456e+00
2.124000e-10,7.311640e+00,7.595162e+00,7.595162e+00,1.071456e+00
2.124250e-10,7.311640e+00,7.595159e+00,7.595159e+00,1.071456e+00
2.124500e-10,7.311640e+00,7.595157e+00,7.595157e+00,1.071456e+00
2.124750e-10,7.311640e+00,7.595154e+00,7.595154e+00,1.071456e+00
2.125000e-10,7.311640e+00,7.595152e+00,7.595152e+00,1.071456e+00
2.125250e-10,7.311640e+00,7.595149e+00,7.595149e+00,1.071456e+00
2.125500e-10,7.311640e+00,7.595147e+00,7.595147e+00,1.071456e+00
2.125750e-10,7.311640e+00,7.595144e+00,7.595144e+00,1.071456e+00
2.126000e-10,7.311640e+00,7.595141e+00,7.595141e+00,1.071456e+00
2.126250e-10,7.311640e+00,7.595139e+00,7.595139e+00,1.071456e+00
2.126500e-10,7.311640e+00,7.595136e+00,7.595136e+00,1.071456e+00
2.126750e-10,7.311640e+00,7.595134e+00,7.595134e+00,1.071456e+00
2.127000e-10,7.311640e+00,7.595131e+00,7.595131e+00,1.071456e+00
2.127250e-10,7.311640e+00,7.595128e+00,7.595128e+00,1.071456e+00
2.127500e-10,7.311640e+00,7.595126e+00,7.595126e+00,1.071456e+00
2.127750e-10,7.311640e+00,7.595123e+00,7.595123e+00,1.071456e+00
2.128000e-10,7.311640e+00,7.595121e+00,7.595121e+00,1.071456e+00
2.128250e-10,7.311640e+00,7.595118e+00,7.595118e+00,1.071456e+00
2.128500e-10,7.311640e+00,7.595116e+00,7.595116e+00,1.071456e+00
2.128750e-10,7.311640e+00,7.595114e+00,7.595114e+00,1.071456e+00
2.129000e-10,7.311640e+00,7.595111e+00,7.595111e+00,1.071456e+00
2.129250e-10,7.311640e+00,7.595109e+00,7.595109e+00,1.071456e+00
2.129500e-10,7.311640e+00,7.595107e+00,7.595107e+00,1.071456e+00
2.129750e-10,7.311640e+00,7.595105e+00,7.595105e+00,1.071456e+00
2.130000e-10,7.311640e+00,7.595103e+00,7.595103e+00,1.071456e+00
2.130250e-10,7.311640e+00,7.595101e+00,7.595101e+00,1.071456e+00
2.130500e-10,7.311640e+00,7.595099e+00,7.595099e+00,1.071456e+00
2.130750e-10,7.311640e+00,7.595097e+00,7.595097e+00,1.071456e+00
2.131000e-10,7.311640e+00,7.595095e+00,7.595095e+00,1.071456e+00
2.131250e-10,7.311640e+00,7.595093e+00,7.595093e+00,1.071456e+00
2.131500e-10,7.311640e+00,7.595092e+00,7.595092e+00,1.071456e+00
2.131750e-10,7.311640e+00,7.595090e+00,7.595090e+00,1.071456e+00
2.132000e-10,7.311640e+00,7.595088e+00,7.595088e+00,1.071456e+00
2.132250e-10,7.311640e+00,7.595087e+00,7.595087e+00,1.071456e+00
2.132500e-10,7.311640e+00,7.595086e+00,7.595086e+00,1.071456e+00
2.132750e-10,7.311640e+00,7.595085e+00,7.595085e+00,1.071456e+00
2.133000e-10,7.311640e+00,7.595084e+00,7.595084e+00,1.071456e+00
2.133250e-10,7.311640e+00,7.595083e+00,7.595083e+00,1.071456e+00
2.133500e-10,7.311640e+00,7.595082e+00,7.595082e+00,1.071456e+00
2.133750e-10,7.311640e+00,7.595081e+00,7.595081e+00,1.071456e+00
2.134000e-10,7.311640e+00,7.595080e+00,7.595080e+00,1.071456e+00
2.134250e-10,7.311640e+00,7.595080e+00,7.595080e+00,1.071456e+00
2.134500e-10,7.311640e+00,7.595079e+00,7.595079e+00,1.071456e+00
2.134750e-10,7.311640e+00,7.595079e+00,7.595079e+00,1.071456e+00
2.135000e-10,7.311640e+00,7.595079e+00,7.595079e+00,1.071456e+00
2.135250e-10,7.311640e+00,7.595079e+00,7.595079e+00,1.071456e+00
2.135500e-10,7.311640e+00,7.595079e+00,7.595079e+00,1.071456e+00
2.135750e-10,7.311640e+00,7.595079e+00,7.595079e+00,1.071456e+00
2.136000e-10,7.311640e+00,7.595079e+00,7.595079e+00,1.071456e+00
2.136250e-10,7.311640e+00,7.595079e+00,7.595079e+00,1.071456e+00
2.136500e-10,7.311640e+00,7.595080e+00,7.595080e+00,1.071456e+00
2.136750e-10,7.311640e+00,7.595080e+00,7.595080e+00,1.071456e+00
2.137000e-10,7.311640e+00,7.595081e+00,7.595081e+00,1.071456e+00
2.137250e-10,7.311640e+00,7.595082e+00,7.595082e+00,1.071456e+00
2.137500e-10,7.311640e+00,7.595083e+00,7.595083e+00,1.071456e+00
2.137750e-10,7.311640e+00,7.595084e+00,7.595084e+00,1.071456e+00
2.138000e-10,7.311640e+00,7.595085e+00,7.595085e+00,1.071456e+00
2.138250e-10,7.311640e+00,7.595086e+00,7.595086e+00,1.071456e+00
2.138500e-10,7.311640e+00,7.595087e+00,7.595087e+00,1.071456e+00
2.138750e-10,7.311640e+00,7.595089e+00,7.595089e+00,1.071456e+00
2.139000e-10,7.311640e+00,7.595090e+00,7.595090e+00,1.071456e+00
2.139250e-10,7.311640e+00,7.595092e+00,7.595092e+00,1.071456e+00
2.139500e-10,7.311640e+00,7.595094e+00,7.595094e+00,1.071456e+00
2.139750e-10,7.311640e+00,7.595096e+00,7.595096e+00,1.071456e+00
2.140000e-10,7.311640e+00,7.595098e+00,7.595098e+00,1.071456e+00
2.140250e-10,7.311640e+00,7.595100e+00,7.595100e+00,1.071456e+00
2.140500e-10,7.311640e+00,7.595102e+00,7.595102e+00,1.071456e+00
2.140750e-10,7.311640e+00,7.595104e+00,7.595104e+00,1.071456e+00
2.141000e-10,7.311640e+00,7.595106e+00,7.595106e+00,1.071455e+00
2.141250e-10,7.311640e+00,7.595109e+00,7.595109e+00,1.071455e+00
2.141500e-10,7.311640e+00,7.595111e+00,7.595111e+00,1.071455e+00
2.141750e-10,7.311640e+00,7.595114e+00,7.595114e+00,1.071455e+00
2.142000e-10,7.311640e+00,7.595116e+00,7.595116e+00,1.071455e+00
2.142250e-10,7.311640e+00,7.595119e+00,7.595119e+00,1.071455e+00
2.142500e-10,7.311640e+00,7.595121e+00,7.595121e+00,1.071455e+00
2.142750e-10,7.311640e+00,7.595124e+00,7.595124e+00,1.071455e+00
2.143000e-10,7.311640e+00,7.595126e+00,7.595126e+00,1.071455e+00
2.143250e-10,7.311640e+00,7.595129e+00,7.595129e+00,1.071455e+00
2.143500e-10,7.311640e+00,7.595131e+00,7.595131e+00,1.071455e+00
2.143750e-10,7.311640e+00,7.595134e+00,7.595134e+00,1.071455e+00
2.144000e-10,7.311640e+00,7.595136e+00,7.595136e+00,1.071455e+00
2.144250e-10,7.311640e+00,7.595139e+00,7.595139e+00,1.071455e+00
2.144500e-10,7.311640e+00,7.595141e+00,7.595141e+00,1.071455e+00
2.144750e-10,7.311640e+00,7.595144e+00,7.595144e+00,1.071455e+00
2.145000e-10,7.311640e+00,7.595146e+00,7.595146e+00,1.071455e+00
2.145250e-10,7.311640e+00,7.595149e+00,7.595149e+00,1.071455e+00
2.145500e-10,7.311640e+00,7.595151e+00,7.595151e+00,1.071455e+00
2.145750e-10,7.311640e+00,7.595153e+00,7.595153e+00,1.071455e+00
2.146000e-10,7.311640e+00,7.595155e+00,7.595155e+00,1.071455e+00
2.146250e-10,7.311640e+00,7.595157e+00,7.595157e+00,1.071455e+00
2.146500e-10,7.311640e+00,7.595159e+00,7.595159e+00,1.071455e+00
2.146750e-10,7.311640e+00,7.595161e+00,7.595161e+00,1.071455e+00
2.147000e-10,7.311640e+00,7.595163e+00,7.595163e+00,1.071455e+00
2.147250e-10,7.311640e+00,7.595165e+00,7.595165e+00,1.071455e+00
2.147500e-10,7.311640e+00,7.595166e+00,7.595166e+00,1.071455e+00
2.147750e-10,7.311640e+00,7.595168e+00,7.595168e+00,1.071455e+00
2.148000e-10,7.311640e+00,7.595169e+00,7.595169e+00,1.071455e+00
2.148250e-10,7.311640e+00,7.595171e+00,7.595171e+00,1.071455e+00
2.148500e-10,7.311640e+00,7.595172e+00,7.595172e+00,1.071455e+00
2.148750e-10,7.311640e+00,7.595173e+00,7.595173e+00,1.071455e+00
2.149000e-10,7.311640e+00,7.595174e+00,7.595174e+00,1.071455e+00
2.149250e-10,7.311640e+00,7.595175e+00,7.595175e+00,1.071455e+00
2.149500e-10,7.311640e+00,7.595176e+00,7.595176e+00,1.071455e+00
2.149750e-10,7.311640e+00,7.595176e+00,7.595176e+00,1.071455e+00
2.150000e-10,7.311640e+00,7.595177e+00,7.595177e+00,1.071455e+00
2.150250e-10,7.311640e+00,7.595177e+00,7.595177e+00,1.071455e+00
2.150500e-10,7.311640e+00,7.595177e+00,7.595177e+00,1.071455e+00
2.150750e-10,7.311640e+00,7.595178e+00,7.595178e+00,1.071455e+00
2.151000e-10,7.311640e+00,7.595178e+00,7.595178e+00,1.071455e+00
2.151250e-10,7.311640e+00,7.595178e+00,7.595178e+00,1.071455e+00
2.151500e-10,7.311640e+00,7.595178e+00,7.595178e+00,1.071455e+00
2.151750e-10,7.311640e+00,7.595177e+00,7.595177e+00,1.071455e+00
2.152000e-10,7.311640e+00,7.595177e+00,7.595177e+00,1.071455e+00
2.152250e-10,7.311640e+00,7.595177e+00,7.595177e+00,1.071455e+00
2.152500e-10,7.311640e+00,7.595176e+00,7.595176e+00,1.071455e+00
2.152750e-10,7.311640e+00,7.595175e+00,7.595175e+00,1.071455e+00
2.153000e-10,7.311640e+00,7.595175e+00,7.595175e+00,1.071455e+00
2.153250e-10,7.311640e+00,7.595174e+00,7.595174e+00,1.071455e+00
2.153500e-10,7.311640e+00,7.595173e+00,7.595173e+00,1.071455e+00
2.153750e-10,7.311640e+00,7.595172e+00,7.595172e+00,1.071455e+00
2.154000e-10,7.311640e+00,7.595171e+00,7.595171e+00,1.071455e+00
2.154250e-10,7.311640e+00,7.595170e+00,7.595170e+00,1.071456e+00
2.154500e-10,7.311640e+00,7.595168e+00,7.595168e+00,1.071456e+00
2.154750e-10,7.311640e+00,7.595167e+00,7.595167e+00,1.071456e+00
2.155000e-10,7.311640e+00,7.595166e+00,7.595166e+00,1.071456e+00
2.155250e-10,7.311640e+00,7.595164e+00,7.595164e+00,1.071456e+00
2.155500e-10,7.311640e+00,7.595163e+00,7.595163e+00,1.071456e+00
2.155750e-10,7.311640e+00,7.595161e+00,7.595161e+00,1.071456e+00
2.156000e-10,7.311640e+00,7.595159e+00,7.595159e+00,1.071456e+00
2.156250e-10,7.311640e+00,7.595158e+00,7.595158e+00,1.071456e+00
2.156500e-10,7.311640e+00,7.595156e+00,7.595156e+00,1.071456e+00
2.156750e-10,7.311640e+00,7.595154e+00,7.595154e+00,1.071456e+00
2.157000e-10,7.311640e+00,7.595152e+00,7.595152e+00,1.071456e+00
2.157250e-10,7.311640e+00,7.595150e+00,7.595150e+00,1.071456e+00
2.157500e-10,7.311640e+00,7.595149e+00,7.595149e+00,1.071456e+00
2.157750e-10,7.311640e+00,7.595147e+00,7.595147e+00,1.071456e+00
2.158000e-10,7.311640e+00,7.595145e+00,7.595145e+00,1.071456e+00
2.158250e-10,7.311640e+00,7.595143e+00,7.595143e+00,1.071456e+00
2.158500e-10,7.311640e+00,7.595141e+00,7.595141e+00,1.071456e+00
2.158750e-10,7.311640e+00,7.595139e+00,7.595139e+00,1.071456e+00
2.159000e-10,7.311640e+00,7.595137e+00,7.595137e+00,1.071456e+00
2.159250e-10,7.311640e+00,7.595135e+00,7.595135e+00,1.071456e+00
2.159500e-10,7.311640e+00,7.595133e+00,7.595133e+00,1.071456e+00
2.159750e-10,7.311640e+00,7.595130e+00,7.595130e+00,1.071456e+00
2.160000e-10,7.311640e+00,7.595128e+00,7.595128e+00,1.071456e+00
2.160250e-10,7.311640e+00,7.595126e+00,7.595126e+00,1.071456e+00
2.160500e-10,7.311640e+00,7.595124e+00,7.595124e+00,1.071456e+00
2.160750e-10,7.311640e+00,7.595122e+00,7.595122e+00,1.071456e+00
2.161000e-10,7.311640e+00,7.595120e+00,7.595120e+00,1.071456e+00
2.161250e-10,7.311640e+00,7.595118e+00,7.595118e+00,1.071456e+00
2.161500e-10,7.311640e+00,7.595116e+00,7.595116e+00,1.071456e+00
2.161750e-10,7.311640e+00,7.595114e+00,7.595114e+00,1.071456e+00
2.162000e-10,7.311640e+00,7.595112e+00,7.595112e+00,1.071456e+00
2.162250e-10,7.311640e+00,7.595111e+00,7.595111e+00,1.071456e+00
2.162500e-10,7.311640e+00,7.595109e+00,7.595109e+00,1.071456e+00
2.162750e-10,7.311640e+00,7.595107e+00,7.595107e+00,1.071456e+00
2.163000e-10,7.311640e+00,7.595105e+00,7.595105e+00,1.071456e+00
2.163250e-10,7.311640e+00,7.595104e+00,7.595104e+00,1.071456e+00
2.163500e-10,7.311640e+00,7.595102e+00,7.595102e+00,1.071456e+00
2.163750e-10,7.311640e+00,7.595100e+00,7.595100e+00,1.071456e+00
2.164000e-10,7.311640e+00,7.595099e+00,7.595099e+00,1.071456e+00
2.164250e-10,7.311640e+00,7.595097e+00,7.595097e+00,1.071456e+00
2.164500e-10,7.311640e+00,7.595096e+00,7.595096e+00,1.071456e+00
2.164750e-10,7.311640e+00,7.595095e+00,7.595095e+00,1.071456e+00
2.165000e-10,7.311640e+00,7.595094e+00,7.595094e+00,1.071456e+00
2.165250e-10,7.311640e+00,7.595093e+00,7.595093e+00,1.071456e+00
2.165500e-10,7.311640e+00,7.595092e+00,7.595092e+00,1.071456e+00
2.165750e-10,7.311640e+00,7.595091e+00,7.595091e+00,1.071456e+00
2.166000e-10,7.311640e+00,7.595090e+00,7.595090e+00,1.071456e+00
2.166250e-10,7.311640e+00,7.595089e+00,7.595089e+00,1.071456e+00
2.166500e-10,7.311640e+00,7.595089e+00,7.595089e+00,1.071456e+00
2.166750e-10,7.311640e+00,7.595088e+00,7.595088e+00,1.071456e+00
2.167000e-10,7.311640e+00,7.595088e+00,7.595088e+00,1.071456e+00
2.167250e-10,7.311640e+00,7.595088e+00,7.595088e+00,1.071456e+00
2.167500e-10,7.311640e+00,7.595088e+00,7.595088e+00,1.071456e+00
2.167750e-10,7.311640e+00,7.595088e+00,7.595088e+00,1.071456e+00
2.168000e-10,7.311640e+00,7.595088e+00,7.595088e+00,1.071456e+00
2.168250e-10,7.311640e+00,7.595088e+00,7.595088e+00,1.071456e+00
2.168500e-10,7.311640e+00,7.595088e+00,7.595088e+00,1.071456e+00
2.168750e-10,7.311640e+00,7.595088e+00,7.595088e+00,1.071456e+00
2.169000e-10,7.311640e+00,7.595089e+00,7.595089e+00,1.071456e+00
2.169250e-10,7.311640e+00,7.595089e+00,7.595089e+00,1.071456e+00
2.169500e-10,7.311640e+00,7.595090e+00,7.595090e+00,1.071456e+00
2.169750e-10,7.311640e+00,7.595091e+00,7.595091e+00,1.071456e+00
2.170000e-10,7.311640e+00,7.595092e+00,7.595092e+00,1.071456e+00
2.170250e-10,7.311640e+00,7.595093e+00,7.595093e+00,1.071456e+00
2.170500e-10,7.311640e+00,7.595094e+00,7.595094e+00,1.071456e+00
2.170750e-10,7.311640e+00,7.595095e+00,7.595095e+00,1.071456e+00
2.171000e-10,7.311640e+00,7.595096e+00,7.595096e+00,1.071456e+00
2.171250e-10,7.311640e+00,7.595098e+00,7.595098e+00,1.071456e+00
2.171500e-10,7.311640e+00,7.595099e+00,7.595099e+00,1.071456e+00
2.171750e-10,7.311640e+00,7.595101e+00,7.595101e+00,1.071456e+00
2.172000e-10,7.311640e+00,7.595102e+00,7.595102e+00,1.071456e+00
2.172250e-10,7.311640e+00,7.595104e+00,7.595104e+00,1.071456e+00
2.172500e-10,7.311640e+00,7.595106e+00,7.595106e+00,1.071456e+00
2.172750e-10,7.311640e+00,7.595107e+00,7.595107e+00,1.071456e+00
2.173000e-10,7.311640e+00,7.595109e+00,7.595109e+00,1.071456e+00
2.173250e-10,7.311640e+00,7.595111e+00,7.595111e+00,1.071456e+00
2.173500e-10,7.311640e+00,7.595113e+00,7.595113e+00,1.071455e+00
2.173750e-10,7.311640e+00,7.595115e+00,7.595115e+00,1.071455e+00
2.174000e-10,7.311640e+00,7.595117e+00,7.595117e+00,1.071455e+00
2.174250e-10,7.311640e+00,7.595119e+00,7.595119e+00,1.071455e+00
2.174500e-10,7.311640e+00,7.595121e+00,7.595121e+00,1.071455e+00
2.174750e-10,7.311640e+00,7.595123e+00,7.595123e+00,1.071455e+00
2.175000e-10,7.311640e+00,7.595125e+00,7.595125e+00,1.071455e+00
2.175250e-10,7.311640e+00,7.595127e+00,7.595127e+00,1.071455e+00
2.175500e-10,7.311640e+00,7.595129e+00,7.595129e+00,1.071455e+00
2.175750e-10,7.311640e+00,7.595131e+00,7.595131e+00,1.071455e+00
2.176000e-10,7.311640e+00,7.595133e+00,7.595133e+00,1.071455e+00
2.176250e-10,7.311640e+00,7.595135e+00,7.595135e+00,1.071455e+00
2.176500e-10,7.311640e+00,7.595136e+00,7.595136e+00,1.071455e+00
2.176750e-10,7.311640e+00,7.595138e+00,7.595138e+00,1.071455e+00
2.177000e-10,7.311640e+00,7.595140e+00,7.595140e+00,1.071455e+00
2.177250e-10,7.311640e+00,7.595142e+00,7.595142e+00,1.071455e+00
2.177500e-10,7.311640e+00,7.595144e+00,7.595144e+00,1.071455e+00
2.177750e-10,7.311640e+00,7.595145e+00,7.595145e+00,1.071455e+00
2.178000e-10,7.311640e+00,7.595147e+00,7.595147e+00,1.071455e+00
2.178250e-10,7.311640e+00,7.595149e+00,7.595149e+00,1.071455e+00
2.178500e-10,7.311640e+00,7.595150e+00,7.595150e+00,1.071455e+00
2.178750e-10,7.311640e+00,7.595152e+00,7.595152e+00,1.071455e+00
2.179000e-10,7.311640e+00,7.595153e+00,7.595153e+00,1.071455e+00
2.179250e-10,7.311640e+00,7.595155e+00,7.595155e+00,1.071455e+00
2.179500e-10,7.311640e+00,7.595156e+00,7.595156e+00,1.071455e+00
2.179750e-10,7.311640e+00,7.595157e+00,7.595157e+00,1.071455e+00
2.180000e-10,7.311640e+00,7.595159e+00,7.595159e+00,1.071455e+00
2.180250e-10,7.311640e+00,7.595160e+00,7.595160e+00,1.071455e+00
2.180500e-10,7.311640e+00,7.595161e+00,7.595161e+00,1.071455e+00
2.180750e-10,7.311640e+00,7.595162e+00,7.595162e+00,1.071455e+00
2.181000e-10,7.311640e+00,7.595163e+00,7.595163e+00,1.071455e+00
2.181250e-10,7.311640e+00,7.595164e+00,7.595164e+00,1.071455e+00
2.181500e-10,7.311640e+00,7.595164e+00,7.595164e+00,1.071455e+00
2.181750e-10,7.311640e+00,7.595165e+00,7.595165e+00,1.071455e+00
2.182000e-10,7.311640e+00,7.595166e+00,7.595166e+00,1.071455e+00
2.182250e-10,7.311640e+00,7.595166e+00,7.595166e+00,1.071455e+00
2.182500e-10,7.311640e+00,7.595167e+00,7.595167e+00,1.071455e+00
2.182750e-10,7.311640e+00,7.595167e+00,7.595167e+00,1.071455e+00
2.183000e-10,7.311640e+00,7.595167e+00,7.595167e+00,1.071455e+00
2.183250e-10,7.311640e+00,7.595168e+00,7.595168e+00,1.071455e+00
2.183500e-10,7.311640e+00,7.595168e+00,7.595168e+00,1.071455e+00
2.183750e-10,7.311640e+00,7.595168e+00,7.595168e+00,1.071455e+00
2.184000e-10,7.311640e+00,7.595168e+00,7.595168e+00,1.071455e+00
2.184250e-10,7.311640e+00,7.595168e+00,7.595168e+00,1.071455e+00
2.184500e-10,7.311640e+00,7.595168e+00,7.595168e+00,1.071455e+00
2.184750e-10,7.311640e+00,7.595167e+00,7.595167e+00,1.071455e+00
2.185000e-10,7.311640e+00,7.595167e+00,7.595167e+00,1.071455e+00
2.185250e-10,7.311640e+00,7.595167e+00,7.595167e+00,1.071455e+00
2.185500e-10,7.311640e+00,7.595166e+00,7.595166e+00,1.071455e+00
2.185750e-10,7.311640e+00,7.595166e+00,7.595166e+00,1.071455e+00
2.186000e-10,7.311640e+00,7.595165e+00,7.595165e+00,1.071455e+00
2.186250e-10,7.311640e+00,7.595164e+00,7.595164e+00,1.071455e+00
2.186500e-10,7.311640e+00,7.595164e+00,7.595164e+00,1.071455e+00
2.186750e-10,7.311640e+00,7.595163e+00,7.595163e+00,1.071456e+00
2.187000e-10,7.311640e+00,7.595162e+00,7.595162e+00,1.071456e+00
2.187250e-10,7.311640e+00,7.595161e+00,7.595161e+00,1.071456e+00
2.187500e-10,7.311640e+00,7.595160e+00,7.595160e+00,1.071456e+00
2.187750e-10,7.311640e+00,7.595159e+00,7.595159e+00,1.071456e+00
2.188000e-10,7.311640e+00,7.595158e+00,7.595158e+00,1.071456e+00
2.188250e-10,7.311640e+00,7.595156e+00,7.595156e+00,1.071456e+00
2.188500e-10,7.311640e+00,7.595155e+00,7.595155e+00,1.071456e+00
2.188750e-10,7.311640e+00,7.595154e+00,7.595154e+00,1.071456e+00
2.189000e-10,7.311640e+00,7.595152e+00,7.595152e+00,1.071456e+00
2.189250e-10,7.311640e+00,7.595151e+00,7.595151e+00,1.071456e+00
2.189500e-10,7.311640e+00,7.595149e+00,7.595149e+00,1.071456e+00
2.189750e-10,7.311640e+00,7.595148e+00,7.595148e+00,1.071456e+00
2.190000e-10,7.311640e+00,7.595146e+00,7.595146e+00,1.071456e+00
2.190250e-10,7.311640e+00,7.595144e+00,7.595144e+00,1.071456e+00
2.190500e-10,7.311640e+00,7.595143e+00,7.595143e+00,1.071456e+00
2.190750e-10,7.311640e+00,7.595141e+00,7.595141e+00,1.071456e+00
2.191000e-10,7.311640e+00,7.595139e+00,7.595139e+00,1.071456e+00
2.191250e-10,7.311640e+00,7.595138e+00,7.595138e+00,1.071456e+00
2.191500e-10,7.311640e+00,7.595136e+00,7.595136e+00,1.071456e+00
2.191750e-10,7.311640e+00,7.595134e+00,7.595134e+00,1.071456e+00
2.192000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
2.192250e-10,7.311640e+00,7.595131e+00,7.595131e+00,1.071456e+00
2.192500e-10,7.311640e+00,7.595129e+00,7.595129e+00,1.071456e+00
2.192750e-10,7.311640e+00,7.595127e+00,7.595127e+00,1.071456e+00
2.193000e-10,7.311640e+00,7.595125e+00,7.595125e+00,1.071456e+00
2.193250e-10,7.311640e+00,7.595124e+00,7.595124e+00,1.071456e+00
2.193500e-10,7.311640e+00,7.595122e+00,7.595122e+00,1.071456e+00
2.193750e-10,7.311640e+00,7.595120e+00,7.595120e+00,1.071456e+00
