time,"P(D0)","P(D1)","P(S)","P(Q)"
2.180100e-10,1.363913e+01,7.323304e+00,7.162294e+00,1.362858e+01
2.180200e-10,1.363913e+01,7.329387e+00,7.172817e+00,1.362858e+01
2.180300e-10,1.363913e+01,7.335393e+00,7.183157e+00,1.362858e+01
2.180400e-10,1.363913e+01,7.341318e+00,7.193310e+00,1.362858e+01
2.180500e-10,1.363913e+01,7.347159e+00,7.203272e+00,1.362858e+01
2.180600e-10,1.363913e+01,7.352913e+00,7.213037e+00,1.362858e+01
2.180700e-10,1.363913e+01,7.358577e+00,7.222603e+00,1.362858e+01
2.180800e-10,1.363913e+01,7.364148e+00,7.231964e+00,1.362858e+01
2.180900e-10,1.363913e+01,7.369624e+00,7.241118e+00,1.362858e+01
2.181000e-10,1.363913e+01,7.375002e+00,7.250060e+00,1.362858e+01
2.181100e-10,1.363913e+01,7.380279e+00,7.258787e+00,1.362858e+01
2.181200e-10,1.363913e+01,7.385452e+00,7.267295e+00,1.362858e+01
2.181300e-10,1.363913e+01,7.390519e+00,7.275581e+00,1.362858e+01
2.181400e-10,1.363913e+01,7.395477e+00,7.283642e+00,1.362858e+01
2.181500e-10,1.363913e+01,7.400325e+00,7.291475e+00,1.362858e+01
2.181600e-10,1.363913e+01,7.405059e+00,7.299076e+00,1.362858e+01
2.181700e-10,1.363913e+01,7.409678e+00,7.306443e+00,1.362858e+01
2.181800e-10,1.363913e+01,7.414179e+00,7.313573e+00,1.362858e+01
2.181900e-10,1.363913e+01,7.418561e+00,7.320465e+00,1.362858e+01
2.182000e-10,1.363913e+01,7.422821e+00,7.327114e+00,1.362858e+01
2.182100e-10,1.363913e+01,7.426958e+00,7.333520e+00,1.362857e+01
2.182200e-10,1.363913e+01,7.430969e+00,7.339680e+00,1.362857e+01
2.182300e-10,1.363913e+01,7.434854e+00,7.345592e+00,1.362857e+01
2.182400e-10,1.363913e+01,7.438609e+00,7.351254e+00,1.362857e+01
2.182500e-10,1.363913e+01,7.442235e+00,7.356664e+00,1.362857e+01
2.182600e-10,1.363914e+01,7.445728e+00,7.361822e+00,1.362857e+01
2.182700e-10,1.363914e+01,7.449089e+00,7.366725e+00,1.362857e+01
2.182800e-10,1.363914e+01,7.452315e+00,7.371372e+00,1.362857e+01
2.182900e-10,1.363914e+01,7.455406e+00,7.375763e+00,1.362857e+01
2.183000e-10,1.363914e+01,7.458360e+00,7.379895e+00,1.362857e+01
2.183100e-10,1.363914e+01,7.461176e+00,7.383769e+00,1.362857e+01
2.183200e-10,1.363914e+01,7.463853e+00,7.387384e+00,1.362857e+01
2.183300e-10,1.363914e+01,7.466391e+00,7.390738e+00,1.362857e+01
2.183400e-10,1.363914e+01,7.468788e+00,7.393832e+00,1.362857e+01
2.183500e-10,1.363914e+01,7.471044e+00,7.396665e+00,1.362857e+01
2.183600e-10,1.363914e+01,7.473158e+00,7.399237e+00,1.362857e+01
2.183700e-10,1.363914e+01,7.475130e+00,7.401548e+00,1.362857e+01
2.183800e-10,1.363914e+01,7.476960e+00,7.403598e+00,1.362857e+01
2.183900e-10,1.363914e+01,7.478646e+00,7.405388e+00,1.362857e+01
2.184000e-10,1.363915e+01,7.480189e+00,7.406917e+00,1.362857e+01
2.184100e-10,1.363915e+01,7.481588e+00,7.408187e+00,1.362857e+01
2.184200e-10,1.363915e+01,7.482844e+00,7.409198e+00,1.362857e+01
2.184300e-10,1.363915e+01,7.483956e+00,7.409950e+00,1.362857e+01
2.184400e-10,1.363915e+01,7.484924e+00,7.410445e+00,1.362857e+01
2.184500e-10,1.363915e+01,7.485749e+00,7.410685e+00,1.362857e+01
2.184600e-10,1.363915e+01,7.486431e+00,7.410669e+00,1.362857e+01
2.184700e-10,1.363915e+01,7.486970e+00,7.410400e+00,1.362857e+01
2.184800e-10,1.363915e+01,7.487366e+00,7.409879e+00,1.362857e+01
2.184900e-10,1.363915e+01,7.487621e+00,7.409107e+00,1.362857e+01
2.185000e-10,1.363916e+01,7.487734e+00,7.408087e+00,1.362857e+01
2.185100e-10,1.363916e+01,7.487706e+00,7.406821e+00,1.362857e+01
2.185200e-10,1.363916e+01,7.487538e+00,7.405310e+00,1.362857e+01
2.185300e-10,1.363916e+01,7.487231e+00,7.403557e+00,1.362857e+01
2.185400e-10,1.363916e+01,7.486785e+00,7.401564e+00,1.362857e+01
2.185500e-10,1.363916e+01,7.486202e+00,7.399333e+00,1.362857e+01
2.185600e-10,1.363916e+01,7.485483e+00,7.396868e+00,1.362857e+01
2.185700e-10,1.363916e+01,7.484629e+00,7.394171e+00,1.362857e+01
2.185800e-10,1.363917e+01,7.483640e+00,7.391245e+00,1.362857e+01
2.185900e-10,1.363917e+01,7.482519e+00,7.388093e+00,1.362857e+01
2.186000e-10,1.363917e+01,7.481266e+00,7.384718e+00,1.362857e+01
2.186100e-10,1.363917e+01,7.479883e+00,7.381124e+00,1.362857e+01
2.186200e-10,1.363917e+01,7.478372e+00,7.377313e+00,1.362857e+01
2.186300e-10,1.363917e+01,7.476734e+00,7.373290e+00,1.362857e+01
2.186400e-10,1.363917e+01,7.474971e+00,7.369058e+00,1.362857e+01
2.186500e-10,1.363918e+01,7.473084e+00,7.364622e+00,1.362857e+01
2.186600e-10,1.363918e+01,7.471075e+00,7.359984e+00,1.362857e+01
2.186700e-10,1.363918e+01,7.468947e+00,7.355149e+00,1.362857e+01
2.186800e-10,1.363918e+01,7.466700e+00,7.350122e+00,1.362857e+01
2.186900e-10,1.363918e+01,7.464337e+00,7.344906e+00,1.362857e+01
2.187000e-10,1.363918e+01,7.461861e+00,7.339507e+00,1.362857e+01
2.187100e-10,1.363918e+01,7.459272e+00,7.333928e+00,1.362858e+01
2.187200e-10,1.363919e+01,7.456574e+00,7.328174e+00,1.362858e+01
2.187300e-10,1.363919e+01,7.453768e+00,7.322251e+00,1.362858e+01
2.187400e-10,1.363919e+01,7.450857e+00,7.316162e+00,1.362858e+01
2.187500e-10,1.363919e+01,7.447842e+00,7.309914e+00,1.362858e+01
2.187600e-10,1.363919e+01,7.444728e+00,7.303510e+00,1.362858e+01
2.187700e-10,1.363919e+01,7.441515e+00,7.296957e+00,1.362858e+01
2.187800e-10,1.363920e+01,7.438207e+00,7.290260e+00,1.362858e+01
2.187900e-10,1.363920e+01,7.434806e+00,7.283423e+00,1.362858e+01
2.188000e-10,1.363920e+01,7.431315e+00,7.276453e+00,1.362858e+01
2.188100e-10,1.363920e+01,7.427735e+00,7.269355e+00,1.362858e+01
2.188200e-10,1.363920e+01,7.424071e+00,7.262135e+00,1.362858e+01
2.188300e-10,1.363920e+01,7.420324e+00,7.254798e+00,1.362858e+01
2.188400e-10,1.363920e+01,7.416498e+00,7.247350e+00,1.362858e+01
2.188500e-10,1.363921e+01,7.412596e+00,7.239797e+00,1.362858e+01
2.188600e-10,1.363921e+01,7.408619e+00,7.232146e+00,1.362858e+01
2.188700e-10,1.363921e+01,7.404572e+00,7.224401e+00,1.362858e+01
2.188800e-10,1.363921e+01,7.400457e+00,7.216570e+00,1.362858e+01
2.188900e-10,1.363921e+01,7.396276e+00,7.208658e+00,1.362858e+01
2.189000e-10,1.363922e+01,7.392034e+00,7.200671e+00,1.362859e+01
2.189100e-10,1.363922e+01,7.387733e+00,7.192615e+00,1.362859e+01
2.189200e-10,1.363922e+01,7.383376e+00,7.184498e+00,1.362859e+01
2.189300e-10,1.363922e+01,7.378966e+00,7.176325e+00,1.362859e+01
2.189400e-10,1.363922e+01,7.374507e+00,7.168102e+00,1.362859e+01
2.189500e-10,1.363922e+01,7.370001e+00,7.159836e+00,1.362859e+01
2.189600e-10,1.363923e+01,7.365452e+00,7.151533e+00,1.362859e+01
2.189700e-10,1.363923e+01,7.360863e+00,7.143200e+00,1.362859e+01
2.189800e-10,1.363923e+01,7.356236e+00,7.134843e+00,1.362859e+01
2.189900e-10,1.363923e+01,7.351577e+00,7.126468e+00,1.362859e+01
2.190000e-10,1.363923e+01,7.346886e+00,7.118082e+00,1.362860e+01
2.190100e-10,1.363924e+01,7.342169e+00,7.109691e+00,1.362860e+01
2.190200e-10,1.363924e+01,7.337427e+00,7.101301e+00,1.362860e+01
2.190300e-10,1.363924e+01,7.332665e+00,7.092920e+00,1.362860e+01
2.190400e-10,1.363924e+01,7.327885e+00,7.084553e+00,1.362860e+01
2.190500e-10,1.363924e+01,7.323092e+00,7.076206e+00,1.362860e+01
2.190600e-10,1.363924e+01,7.318287e+00,7.067887e+00,1.362860e+01
2.190700e-10,1.363925e+01,7.313474e+00,7.059600e+00,1.362860e+01
2.190800e-10,1.363925e+01,7.308658e+00,7.051354e+00,1.362861e+01
2.190900e-10,1.363925e+01,7.303840e+00,7.043153e+00,1.362861e+01
2.191000e-10,1.363925e+01,7.299024e+00,7.035004e+00,1.362861e+01
2.191100e-10,1.363925e+01,7.294214e+00,7.026913e+00,1.362861e+01
2.191200e-10,1.363926e+01,7.289412e+00,7.018887e+00,1.362861e+01
2.191300e-10,1.363926e+01,7.284622e+00,7.010930e+00,1.362861e+01
2.191400e-10,1.363926e+01,7.279847e+00,7.003050e+00,1.362861e+01
2.191500e-10,1.363926e+01,7.275091e+00,6.995252e+00,1.362862e+01
2.191600e-10,1.363926e+01,7.270356e+00,6.987542e+00,1.362862e+01
2.191700e-10,1.363926e+01,7.265645e+00,6.979925e+00,1.362862e+01
2.191800e-10,1.363927e+01,7.260962e+00,6.972407e+00,1.362862e+01
2.191900e-10,1.363927e+01,7.256310e+00,6.964995e+00,1.362862e+01
2.192000e-10,1.363927e+01,7.251691e+00,6.957692e+00,1.362862e+01
2.192100e-10,1.363927e+01,7.247110e+00,6.950506e+00,1.362863e+01
2.192200e-10,1.363927e+01,7.242568e+00,6.943440e+00,1.362863e+01
2.192300e-10,1.363928e+01,7.238069e+00,6.936501e+00,1.362863e+01
2.192400e-10,1.363928e+01,7.233616e+00,6.929694e+00,1.362863e+01
2.192500e-10,1.363928e+01,7.229212e+00,6.923023e+00,1.362863e+01
2.192600e-10,1.363928e+01,7.224859e+00,6.916493e+00,1.362864e+01
2.192700e-10,1.363928e+01,7.220561e+00,6.910110e+00,1.362864e+01
2.192800e-10,1.363928e+01,7.216320e+00,6.903878e+00,1.362864e+01
2.192900e-10,1.363929e+01,7.212139e+00,6.897801e+00,1.362864e+01
2.193000e-10,1.363929e+01,7.208021e+00,6.891884e+00,1.362865e+01
2.193100e-10,1.363929e+01,7.203968e+00,6.886131e+00,1.362865e+01
2.193200e-10,1.363929e+01,7.199982e+00,6.880547e+00,1.362865e+01
2.193300e-10,1.363929e+01,7.196068e+00,6.875136e+00,1.362865e+01
2.193400e-10,1.363929e+01,7.192226e+00,6.869901e+00,1.362865e+01
2.193500e-10,1.363930e+01,7.188459e+00,6.864847e+00,1.362866e+01
2.193600e-10,1.363930e+01,7.184771e+00,6.859977e+00,1.362866e+01
2.193700e-10,1.363930e+01,7.181163e+00,6.855294e+00,1.362866e+01
2.193800e-10,1.363930e+01,7.177637e+00,6.850803e+00,1.362866e+01
2.193900e-10,1.363930e+01,7.174195e+00,6.846506e+00,1.362867e+01
2.194000e-10,1.363930e+01,7.170841e+00,6.842407e+00,1.362867e+01
2.194100e-10,1.363931e+01,7.167575e+00,6.838508e+00,1.362867e+01
2.194200e-10,1.363931e+01,7.164400e+00,6.834813e+00,1.362868e+01
2.194300e-10,1.363931e+01,7.161319e+00,6.831323e+00,1.362868e+01
2.194400e-10,1.363931e+01,7.158332e+00,6.828043e+00,1.362868e+01
2.194500e-10,1.363931e+01,7.155442e+00,6.824973e+00,1.362868e+01
2.194600e-10,1.363931e+01,7.152650e+00,6.822117e+00,1.362869e+01
2.194700e-10,1.363932e+01,7.149958e+00,6.819476e+00,1.362869e+01
2.194800e-10,1.363932e+01,7.147368e+00,6.817052e+00,1.362869e+01
2.194900e-10,1.363932e+01,7.144881e+00,6.814847e+00,1.362870e+01
2.195000e-10,1.363932e+01,7.142499e+00,6.812863e+00,1.362870e+01
2.195100e-10,1.363932e+01,7.140223e+00,6.811100e+00,1.362870e+01
2.195200e-10,1.363932e+01,7.138055e+00,6.809561e+00,1.362871e+01
2.195300e-10,1.363933e+01,7.135996e+00,6.808247e+00,1.362871e+01
2.195400e-10,1.363933e+01,7.134046e+00,6.807158e+00,1.362871e+01
2.195500e-10,1.363933e+01,7.132208e+00,6.806295e+00,1.362872e+01
2.195600e-10,1.363933e+01,7.130482e+00,6.805659e+00,1.362872e+01
2.195700e-10,1.363933e+01,7.128869e+00,6.805250e+00,1.362872e+01
2.195800e-10,1.363933e+01,7.127369e+00,6.805069e+00,1.362873e+01
2.195900e-10,1.363933e+01,7.125985e+00,6.805115e+00,1.362873e+01
2.196000e-10,1.363934e+01,7.124716e+00,6.805389e+00,1.362873e+01
2.196100e-10,1.363934e+01,7.123563e+00,6.805891e+00,1.362874e+01
2.196200e-10,1.363934e+01,7.122526e+00,6.806619e+00,1.362874e+01
2.196300e-10,1.363934e+01,7.121607e+00,6.807574e+00,1.362874e+01
2.196400e-10,1.363934e+01,7.120805e+00,6.808755e+00,1.362875e+01
2.196500e-10,1.363934e+01,7.120121e+00,6.810161e+00,1.362875e+01
2.196600e-10,1.363934e+01,7.119555e+00,6.811791e+00,1.362876e+01
2.196700e-10,1.363935e+01,7.119108e+00,6.813644e+00,1.362876e+01
2.196800e-10,1.363935e+01,7.118778e+00,6.815718e+00,1.362876e+01
2.196900e-10,1.363935e+01,7.118567e+00,6.818012e+00,1.362877e+01
2.197000e-10,1.363935e+01,7.118474e+00,6.820525e+00,1.362877e+01
2.197100e-10,1.363935e+01,7.118499e+00,6.823254e+00,1.362878e+01
2.197200e-10,1.363935e+01,7.118642e+00,6.826197e+00,1.362878e+01
2.197300e-10,1.363935e+01,7.118902e+00,6.829354e+00,1.362878e+01
2.197400e-10,1.363935e+01,7.119279e+00,6.832720e+00,1.362879e+01
2.197500e-10,1.363936e+01,7.119773e+00,6.836294e+00,1.362879e+01
2.197600e-10,1.363936e+01,7.120382e+00,6.840073e+00,1.362880e+01
2.197700e-10,1.363936e+01,7.121107e+00,6.844055e+00,1.362880e+01
2.197800e-10,1.363936e+01,7.121947e+00,6.848237e+00,1.362881e+01
2.197900e-10,1.363936e+01,7.122900e+00,6.852616e+00,1.362881e+01
2.198000e-10,1.363936e+01,7.123966e+00,6.857188e+00,1.362881e+01
2.198100e-10,1.363936e+01,7.125144e+00,6.861951e+00,1.362882e+01
2.198200e-10,1.363936e+01,7.126434e+00,6.866902e+00,1.362882e+01
2.198300e-10,1.363937e+01,7.127832e+00,6.872036e+00,1.362883e+01
2.198400e-10,1.363937e+01,7.129340e+00,6.877350e+00,1.362883e+01
2.198500e-10,1.363937e+01,7.130955e+00,6.882840e+00,1.362884e+01
2.198600e-10,1.363937e+01,7.132677e+00,6.888504e+00,1.362884e+01
2.198700e-10,1.363937e+01,7.134503e+00,6.894336e+00,1.362885e+01
2.198800e-10,1.363937e+01,7.136432e+00,6.900333e+00,1.362885e+01
2.198900e-10,1.363937e+01,7.138463e+00,6.906490e+00,1.362886e+01
2.199000e-10,1.363937e+01,7.140595e+00,6.912804e+00,1.362886e+01
2.199100e-10,1.363937e+01,7.142825e+00,6.919271e+00,1.362887e+01
2.199200e-10,1.363938e+01,7.145152e+00,6.925885e+00,1.362887e+01
2.199300e-10,1.363938e+01,7.147575e+00,6.932642e+00,1.362888e+01
2.199400e-10,1.363938e+01,7.150090e+00,6.939538e+00,1.362888e+01
2.199500e-10,1.363938e+01,7.152698e+00,6.946568e+00,1.362889e+01
2.199600e-10,1.363938e+01,7.155394e+00,6.953728e+00,1.362889e+01
2.199700e-10,1.363938e+01,7.158179e+00,6.961012e+00,1.362890e+01
2.199800e-10,1.363938e+01,7.161049e+00,6.968416e+00,1.362890e+01
2.199900e-10,1.363938e+01,7.164002e+00,6.975936e+00,1.362891e+01
2.200000e-10,1.363938e+01,7.167037e+00,6.983565e+00,1.362891e+01
2.200100e-10,1.363939e+01,7.170151e+00,6.991299e+00,1.362892e+01
2.200200e-10,1.363939e+01,7.173342e+00,6.999134e+00,1.362892e+01
2.200300e-10,1.363939e+01,7.176608e+00,7.007063e+00,1.362893e+01
2.200400e-10,1.363939e+01,7.179946e+00,7.015082e+00,1.362893e+01
2.200500e-10,1.363939e+01,7.183354e+00,7.023186e+00,1.362894e+01
2.200600e-10,1.363939e+01,7.186830e+00,7.031370e+00,1.362894e+01
2.200700e-10,1.363939e+01,7.190371e+00,7.039628e+00,1.362895e+01
2.200800e-10,1.363939e+01,7.193975e+00,7.047955e+00,1.362895e+01
2.200900e-10,1.363939e+01,7.197639e+00,7.056346e+00,1.362896e+01
2.201000e-10,1.363940e+01,7.201361e+00,7.064795e+00,1.362897e+01
2.201100e-10,1.363940e+01,7.205138e+00,7.073298e+00,1.362897e+01
2.201200e-10,1.363940e+01,7.208967e+00,7.081850e+00,1.362898e+01
2.201300e-10,1.363940e+01,7.212847e+00,7.090444e+00,1.362898e+01
2.201400e-10,1.363940e+01,7.216774e+00,7.099076e+00,1.362899e+01
2.201500e-10,1.363940e+01,7.220746e+00,7.107740e+00,1.362899e+01
2.201600e-10,1.363940e+01,7.224759e+00,7.116431e+00,1.362900e+01
2.201700e-10,1.363940e+01,7.228812e+00,7.125144e+00,1.362901e+01
2.201800e-10,1.363940e+01,7.232902e+00,7.133874e+00,1.362901e+01
2.201900e-10,1.363941e+01,7.237026e+00,7.142616e+00,1.362902e+01
2.202000e-10,1.363941e+01,7.241181e+00,7.151363e+00,1.362902e+01
2.202100e-10,1.363941e+01,7.245364e+00,7.160112e+00,1.362903e+01
2.202200e-10,1.363941e+01,7.249573e+00,7.168857e+00,1.362903e+01
2.202300e-10,1.363941e+01,7.253805e+00,7.177593e+00,1.362904e+01
2.202400e-10,1.363941e+01,7.258057e+00,7.186315e+00,1.362905e+01
2.202500e-10,1.363941e+01,7.262327e+00,7.195018e+00,1.362905e+01
2.202600e-10,1.363941e+01,7.266611e+00,7.203697e+00,1.362906e+01
2.202700e-10,1.363942e+01,7.270907e+00,7.212347e+00,1.362907e+01
2.202800e-10,1.363942e+01,7.275212e+00,7.220962e+00,1.362907e+01
2.202900e-10,1.363942e+01,7.279524e+00,7.229539e+00,1.362908e+01
2.203000e-10,1.363942e+01,7.283839e+00,7.238073e+00,1.362908e+01
2.203100e-10,1.363942e+01,7.288155e+00,7.246558e+00,1.362909e+01
2.203200e-10,1.363942e+01,7.292469e+00,7.254991e+00,1.362910e+01
2.203300e-10,1.363942e+01,7.296778e+00,7.263366e+00,1.362910e+01
2.203400e-10,1.363942e+01,7.301080e+00,7.271678e+00,1.362911e+01
2.203500e-10,1.363943e+01,7.305372e+00,7.279925e+00,1.362912e+01
2.203600e-10,1.363943e+01,7.309651e+00,7.288100e+00,1.362912e+01
2.203700e-10,1.363943e+01,7.313915e+00,7.296200e+00,1.362913e+01
2.203800e-10,1.363943e+01,7.318161e+00,7.304220e+00,1.362913e+01
2.203900e-10,1.363943e+01,7.322386e+00,7.312156e+00,1.362914e+01
2.204000e-10,1.363943e+01,7.326588e+00,7.320004e+00,1.362915e+01
2.204100e-10,1.363943e+01,7.330764e+00,7.327759e+00,1.362915e+01
2.204200e-10,1.363944e+01,7.334911e+00,7.335419e+00,1.362916e+01
2.204300e-10,1.363944e+01,7.339028e+00,7.342979e+00,1.362917e+01
2.204400e-10,1.363944e+01,7.343111e+00,7.350434e+00,1.362917e+01
2.204500e-10,1.363944e+01,7.347158e+00,7.357782e+00,1.362918e+01
2.204600e-10,1.363944e+01,7.351167e+00,7.365018e+00,1.362919e+01
2.204700e-10,1.363944e+01,7.355135e+00,7.372140e+00,1.362919e+01
2.204800e-10,1.363945e+01,7.359060e+00,7.379143e+00,1.362920e+01
2.204900e-10,1.363945e+01,7.362940e+00,7.386024e+00,1.362921e+01
2.205000e-10,1.363945e+01,7.366772e+00,7.392779e+00,1.362921e+01
2.205100e-10,1.363945e+01,7.370553e+00,7.399406e+00,1.362922e+01
2.205200e-10,1.363945e+01,7.374283e+00,7.405901e+00,1.362923e+01
2.205300e-10,1.363945e+01,7.377958e+00,7.412262e+00,1.362923e+01
2.205400e-10,1.363946e+01,7.381577e+00,7.418485e+00,1.362924e+01
2.205500e-10,1.363946e+01,7.385137e+00,7.424566e+00,1.362925e+01
2.205600e-10,1.363946e+01,7.388636e+00,7.430505e+00,1.362926e+01
2.205700e-10,1.363946e+01,7.392073e+00,7.436297e+00,1.362926e+01
2.205800e-10,1.363946e+01,7.395445e+00,7.441940e+00,1.362927e+01
2.205900e-10,1.363947e+01,7.398750e+00,7.447433e+00,1.362928e+01
2.206000e-10,1.363947e+01,7.401987e+00,7.452771e+00,1.362928e+01
2.206100e-10,1.363947e+01,7.405154e+00,7.457953e+00,1.362929e+01
2.206200e-10,1.363947e+01,7.408249e+00,7.462977e+00,1.362930e+01
2.206300e-10,1.363947e+01,7.411270e+00,7.467841e+00,1.362931e+01
2.206400e-10,1.363948e+01,7.414216e+00,7.472542e+00,1.362931e+01
2.206500e-10,1.363948e+01,7.417085e+00,7.477079e+00,1.362932e+01
2.206600e-10,1.363948e+01,7.419876e+00,7.481450e+00,1.362933e+01
2.206700e-10,1.363948e+01,7.422586e+00,7.485653e+00,1.362933e+01
2.206800e-10,1.363949e+01,7.425215e+00,7.489687e+00,1.362934e+01
2.206900e-10,1.363949e+01,7.427761e+00,7.493550e+00,1.362935e+01
2.207000e-10,1.363949e+01,7.430223e+00,7.497240e+00,1.362936e+01
2.207100e-10,1.363949e+01,7.432599e+00,7.500757e+00,1.362936e+01
2.207200e-10,1.363950e+01,7.434889e+00,7.504099e+00,1.362937e+01
2.207300e-10,1.363950e+01,7.437091e+00,7.507265e+00,1.362938e+01
2.207400e-10,1.363950e+01,7.439205e+00,7.510254e+00,1.362939e+01
2.207500e-10,1.363950e+01,7.441228e+00,7.513065e+00,1.362939e+01
2.207600e-10,1.363951e+01,7.443160e+00,7.515698e+00,1.362940e+01
2.207700e-10,1.363951e+01,7.445001e+00,7.518151e+00,1.362941e+01
2.207800e-10,1.363951e+01,7.446748e+00,7.520425e+00,1.362942e+01
2.207900e-10,1.363951e+01,7.448403e+00,7.522518e+00,1.362942e+01
2.208000e-10,1.363952e+01,7.449963e+00,7.524431e+00,1.362943e+01
2.208100e-10,1.363952e+01,7.451428e+00,7.526163e+00,1.362944e+01
2.208200e-10,1.363952e+01,7.452798e+00,7.527714e+00,1.362945e+01
2.208300e-10,1.363953e+01,7.454071e+00,7.529083e+00,1.362945e+01
2.208400e-10,1.363953e+01,7.455248e+00,7.530272e+00,1.362946e+01
2.208500e-10,1.363953e+01,7.456328e+00,7.531280e+00,1.362947e+01
2.208600e-10,1.363953e+01,7.457311e+00,7.532107e+00,1.362948e+01
2.208700e-10,1.363954e+01,7.458196e+00,7.532754e+00,1.362949e+01
2.208800e-10,1.363954e+01,7.458983e+00,7.533221e+00,1.362949e+01
2.208900e-10,1.363954e+01,7.459672e+00,7.533509e+00,1.362950e+01
2.209000e-10,1.363955e+01,7.460263e+00,7.533618e+00,1.362951e+01
2.209100e-10,1.363955e+01,7.460755e+00,7.533550e+00,1.362952e+01
2.209200e-10,1.363955e+01,7.461150e+00,7.533305e+00,1.362953e+01
2.209300e-10,1.363956e+01,7.461446e+00,7.532884e+00,1.362953e+01
2.209400e-10,1.363956e+01,7.461644e+00,7.532288e+00,1.362954e+01
2.209500e-10,1.363956e+01,7.461744e+00,7.531518e+00,1.362955e+01
2.209600e-10,1.363957e+01,7.461746e+00,7.530576e+00,1.362956e+01
2.209700e-10,1.363957e+01,7.461652e+00,7.529463e+00,1.362957e+01
2.209800e-10,1.363958e+01,7.461460e+00,7.528181e+00,1.362958e+01
2.209900e-10,1.363958e+01,7.461172e+00,7.526730e+00,1.362958e+01
2.210000e-10,1.363958e+01,7.460787e+00,7.525113e+00,1.362959e+01
2.210100e-10,1.363959e+01,7.460307e+00,7.523332e+00,1.362960e+01
2.210200e-10,1.363959e+01,7.459733e+00,7.521387e+00,1.362961e+01
2.210300e-10,1.363959e+01,7.459064e+00,7.519282e+00,1.362962e+01
2.210400e-10,1.363960e+01,7.458301e+00,7.517018e+00,1.362963e+01
2.210500e-10,1.363960e+01,7.457446e+00,7.514598e+00,1.362964e+01
2.210600e-10,1.363961e+01,7.456499e+00,7.512023e+00,1.362964e+01
2.210700e-10,1.363961e+01,7.455461e+00,7.509296e+00,1.362965e+01
2.210800e-10,1.363962e+01,7.454333e+00,7.506419e+00,1.362966e+01
2.210900e-10,1.363962e+01,7.453116e+00,7.503394e+00,1.362967e+01
2.211000e-10,1.363962e+01,7.451811e+00,7.500225e+00,1.362968e+01
2.211100e-10,1.363963e+01,7.450419e+00,7.496914e+00,1.362969e+01
2.211200e-10,1.363963e+01,7.448941e+00,7.493463e+00,1.362970e+01
2.211300e-10,1.363964e+01,7.447379e+00,7.489875e+00,1.362971e+01
2.211400e-10,1.363964e+01,7.445733e+00,7.486154e+00,1.362972e+01
2.211500e-10,1.363965e+01,7.444006e+00,7.482302e+00,1.362973e+01
2.211600e-10,1.363965e+01,7.442198e+00,7.478321e+00,1.362974e+01
2.211700e-10,1.363966e+01,7.440311e+00,7.474216e+00,1.362974e+01
2.211800e-10,1.363966e+01,7.438346e+00,7.469990e+00,1.362975e+01
2.211900e-10,1.363967e+01,7.436304e+00,7.465644e+00,1.362976e+01
2.212000e-10,1.363967e+01,7.434188e+00,7.461184e+00,1.362977e+01
2.212100e-10,1.363968e+01,7.431999e+00,7.456612e+00,1.362978e+01
2.212200e-10,1.363968e+01,7.429739e+00,7.451931e+00,1.362979e+01
2.212300e-10,1.363969e+01,7.427409e+00,7.447146e+00,1.362980e+01
2.212400e-10,1.363969e+01,7.425010e+00,7.442259e+00,1.362981e+01
2.212500e-10,1.363970e+01,7.422546e+00,7.437274e+00,1.362982e+01
2.212600e-10,1.363970e+01,7.420016e+00,7.432195e+00,1.362983e+01
2.212700e-10,1.363971e+01,7.417424e+00,7.427025e+00,1.362984e+01
2.212800e-10,1.363971e+01,7.414772e+00,7.421769e+00,1.362985e+01
2.212900e-10,1.363972e+01,7.412060e+00,7.416429e+00,1.362986e+01
2.213000e-10,1.363972e+01,7.409291e+00,7.411011e+00,1.362987e+01
2.213100e-10,1.363973e+01,7.406467e+00,7.405517e+00,1.362988e+01
2.213200e-10,1.363974e+01,7.403590e+00,7.399951e+00,1.362989e+01
2.213300e-10,1.363974e+01,7.400663e+00,7.394319e+00,1.362990e+01
2.213400e-10,1.363975e+01,7.397686e+00,7.388622e+00,1.362991e+01
2.213500e-10,1.363975e+01,7.394662e+00,7.382866e+00,1.362992e+01
2.213600e-10,1.363976e+01,7.391593e+00,7.377055e+00,1.362993e+01
2.213700e-10,1.363977e+01,7.388482e+00,7.371193e+00,1.362995e+01
2.213800e-10,1.363977e+01,7.385331e+00,7.365283e+00,1.362996e+01
2.213900e-10,1.363978e+01,7.382141e+00,7.359330e+00,1.362997e+01
2.214000e-10,1.363978e+01,7.378915e+00,7.353337e+00,1.362998e+01
2.214100e-10,1.363979e+01,7.375655e+00,7.347310e+00,1.362999e+01
2.214200e-10,1.363980e+01,7.372363e+00,7.341253e+00,1.363000e+01
2.214300e-10,1.363980e+01,7.369042e+00,7.335168e+00,1.363001e+01
2.214400e-10,1.363981e+01,7.365694e+00,7.329062e+00,1.363002e+01
2.214500e-10,1.363982e+01,7.362321e+00,7.322937e+00,1.363003e+01
2.214600e-10,1.363982e+01,7.358925e+00,7.316798e+00,1.363005e+01
2.214700e-10,1.363983e+01,7.355510e+00,7.310649e+00,1.363006e+01
2.214800e-10,1.363984e+01,7.352076e+00,7.304494e+00,1.363007e+01
2.214900e-10,1.363984e+01,7.348626e+00,7.298338e+00,1.363008e+01
