time,"P(D0)","P(D1)","P(S)","P(Q)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-14,4.134269e-04,4.136092e-04,4.141865e-04,2.244747e-06
2.000000e-14,8.285457e-04,8.289047e-04,8.300646e-04,7.474057e-06
3.000000e-14,1.245782e-03,1.246305e-03,1.248054e-03,1.592677e-05
4.000000e-14,1.665516e-03,1.666184e-03,1.668529e-03,2.767611e-05
5.000000e-14,2.088117e-03,2.088899e-03,2.091850e-03,4.274167e-05
6.000000e-14,2.513950e-03,2.514810e-03,2.518375e-03,6.112688e-05
7.000000e-14,2.943379e-03,2.944273e-03,2.948462e-03,8.283146e-05
8.000000e-14,3.376772e-03,3.377645e-03,3.382471e-03,1.078556e-04
9.000000e-14,3.814494e-03,3.815285e-03,3.820759e-03,1.362013e-04
1.000000e-13,4.256912e-03,4.257550e-03,4.263686e-03,1.678728e-04
1.100000e-13,4.704392e-03,4.704799e-03,4.711611e-03,2.028770e-04
1.200000e-13,5.157300e-03,5.157389e-03,5.164892e-03,2.412229e-04
1.300000e-13,5.616002e-03,5.615676e-03,5.623888e-03,2.829223e-04
1.400000e-13,6.080861e-03,6.080017e-03,6.088954e-03,3.279893e-04
1.500000e-13,6.552241e-03,6.550767e-03,6.560449e-03,3.764402e-04
1.600000e-13,7.030505e-03,7.028280e-03,7.038724e-03,4.282939e-04
1.700000e-13,7.516011e-03,7.512906e-03,7.524134e-03,4.835716e-04
1.800000e-13,8.009117e-03,8.004996e-03,8.017030e-03,5.422969e-04
1.900000e-13,8.510181e-03,8.504896e-03,8.517759e-03,6.044954e-04
2.000000e-13,9.019555e-03,9.012953e-03,9.026667e-03,6.701951e-04
2.100000e-13,9.537589e-03,9.529508e-03,9.544099e-03,7.394263e-04
2.200000e-13,1.006463e-02,1.005490e-02,1.007039e-02,8.122213e-04
2.300000e-13,1.060103e-02,1.058947e-02,1.060589e-02,8.886146e-04
2.400000e-13,1.114711e-02,1.113354e-02,1.115092e-02,9.686427e-04
2.500000e-13,1.170323e-02,1.168745e-02,1.170582e-02,1.052344e-03
2.600000e-13,1.226971e-02,1.225152e-02,1.227090e-02,1.139760e-03
2.700000e-13,1.284689e-02,1.282607e-02,1.284650e-02,1.230931e-03
2.800000e-13,1.343508e-02,1.341142e-02,1.343292e-02,1.325904e-03
2.900000e-13,1.403461e-02,1.400788e-02,1.403050e-02,1.424724e-03
3.000000e-13,1.464579e-02,1.461575e-02,1.463952e-02,1.527438e-03
3.100000e-13,1.526893e-02,1.523535e-02,1.526029e-02,1.634098e-03
3.200000e-13,1.590434e-02,1.586696e-02,1.589312e-02,1.744753e-03
3.300000e-13,1.655231e-02,1.651088e-02,1.653829e-02,1.859457e-03
3.400000e-13,1.721315e-02,1.716739e-02,1.719610e-02,1.978266e-03
3.500000e-13,1.788713e-02,1.783677e-02,1.786681e-02,2.101234e-03
3.600000e-13,1.857454e-02,1.851931e-02,1.855072e-02,2.228419e-03
3.700000e-13,1.927565e-02,1.921525e-02,1.924808e-02,2.359880e-03
3.800000e-13,1.999074e-02,1.992488e-02,1.995916e-02,2.495678e-03
3.900000e-13,2.072006e-02,2.064843e-02,2.068421e-02,2.635874e-03
4.000000e-13,2.146388e-02,2.138617e-02,2.142349e-02,2.780531e-03
4.100000e-13,2.222243e-02,2.213833e-02,2.217723e-02,2.929712e-03
4.200000e-13,2.299597e-02,2.290514e-02,2.294568e-02,3.083483e-03
4.300000e-13,2.378472e-02,2.368683e-02,2.372905e-02,3.241909e-03
4.400000e-13,2.458892e-02,2.448363e-02,2.452758e-02,3.405058e-03
4.500000e-13,2.540878e-02,2.529575e-02,2.534147e-02,3.572997e-03
4.600000e-13,2.624452e-02,2.612338e-02,2.617093e-02,3.745794e-03
4.700000e-13,2.709633e-02,2.696673e-02,2.701616e-02,3.923520e-03
4.800000e-13,2.796442e-02,2.782599e-02,2.787734e-02,4.106243e-03
4.900000e-13,2.884898e-02,2.870134e-02,2.875467e-02,4.294036e-03
5.000000e-13,2.975018e-02,2.959295e-02,2.964831e-02,4.486969e-03
5.100000e-13,3.066820e-02,3.050099e-02,3.055844e-02,4.685113e-03
5.200000e-13,3.160319e-02,3.142561e-02,3.148520e-02,4.888541e-03
5.300000e-13,3.255533e-02,3.236697e-02,3.242875e-02,5.097324e-03
5.400000e-13,3.352474e-02,3.332520e-02,3.338923e-02,5.311537e-03
5.500000e-13,3.451158e-02,3.430044e-02,3.436678e-02,5.531252e-03
5.600000e-13,3.551597e-02,3.529280e-02,3.536151e-02,5.756541e-03
5.700000e-13,3.653803e-02,3.630241e-02,3.637354e-02,5.987478e-03
5.800000e-13,3.757788e-02,3.732937e-02,3.740299e-02,6.224136e-03
5.900000e-13,3.863561e-02,3.837378e-02,3.844994e-02,6.466588e-03
6.000000e-13,3.971133e-02,3.943573e-02,3.951448e-02,6.714907e-03
6.100000e-13,4.080511e-02,4.051529e-02,4.059671e-02,6.969165e-03
6.200000e-13,4.191704e-02,4.161254e-02,4.169668e-02,7.229435e-03
6.300000e-13,4.304718e-02,4.272753e-02,4.281447e-02,7.495789e-03
6.400000e-13,4.419560e-02,4.386033e-02,4.395012e-02,7.768299e-03
6.500000e-13,4.536234e-02,4.501098e-02,4.510368e-02,8.047036e-03
6.600000e-13,4.654744e-02,4.617951e-02,4.627518e-02,8.332070e-03
6.700000e-13,4.775093e-02,4.736595e-02,4.746466e-02,8.623472e-03
6.800000e-13,4.897284e-02,4.857031e-02,4.867213e-02,8.921311e-03
6.900000e-13,5.021319e-02,4.979261e-02,4.989760e-02,9.225656e-03
7.000000e-13,5.147197e-02,5.103285e-02,5.114108e-02,9.536574e-03
7.100000e-13,5.274918e-02,5.229101e-02,5.240254e-02,9.854133e-03
7.200000e-13,5.404481e-02,5.356709e-02,5.368198e-02,1.017840e-02
7.300000e-13,5.535884e-02,5.486104e-02,5.497937e-02,1.050944e-02
7.400000e-13,5.669124e-02,5.617284e-02,5.629467e-02,1.084731e-02
7.500000e-13,5.804196e-02,5.750244e-02,5.762784e-02,1.119208e-02
7.600000e-13,5.941096e-02,5.884979e-02,5.897883e-02,1.154382e-02
7.700000e-13,6.079818e-02,6.021483e-02,6.034757e-02,1.190257e-02
7.800000e-13,6.220355e-02,6.159749e-02,6.173400e-02,1.226841e-02
7.900000e-13,6.362701e-02,6.299769e-02,6.313804e-02,1.264139e-02
8.000000e-13,6.506846e-02,6.441535e-02,6.455961e-02,1.302156e-02
8.100000e-13,6.652782e-02,6.585036e-02,6.599859e-02,1.340899e-02
8.200000e-13,6.800498e-02,6.730262e-02,6.745490e-02,1.380372e-02
8.300000e-13,6.949984e-02,6.877203e-02,6.892843e-02,1.420581e-02
8.400000e-13,7.101228e-02,7.025847e-02,7.041905e-02,1.461531e-02
8.500000e-13,7.254217e-02,7.176180e-02,7.192663e-02,1.503227e-02
8.600000e-13,7.408939e-02,7.328189e-02,7.345104e-02,1.545674e-02
8.700000e-13,7.565379e-02,7.481861e-02,7.499214e-02,1.588875e-02
8.800000e-13,7.723523e-02,7.637178e-02,7.654978e-02,1.632837e-02
8.900000e-13,7.883354e-02,7.794127e-02,7.812379e-02,1.677563e-02
9.000000e-13,8.044856e-02,7.952691e-02,7.971402e-02,1.723056e-02
9.100000e-13,8.208013e-02,8.112851e-02,8.132028e-02,1.769322e-02
9.200000e-13,8.372806e-02,8.274591e-02,8.294241e-02,1.816364e-02
9.300000e-13,8.539217e-02,8.437891e-02,8.458021e-02,1.864184e-02
9.400000e-13,8.707226e-02,8.602732e-02,8.623348e-02,1.912788e-02
9.500000e-13,8.876814e-02,8.769095e-02,8.790204e-02,1.962177e-02
9.600000e-13,9.047960e-02,8.936958e-02,8.958567e-02,2.012355e-02
9.700000e-13,9.220642e-02,9.106299e-02,9.128415e-02,2.063325e-02
9.800000e-13,9.394839e-02,9.277098e-02,9.299727e-02,2.115089e-02
9.900000e-13,9.570528e-02,9.449331e-02,9.472480e-02,2.167649e-02
1.000000e-12,9.747686e-02,9.622976e-02,9.646651e-02,2.221008e-02
1.010000e-12,9.926288e-02,9.798008e-02,9.822216e-02,2.275168e-02
1.020000e-12,1.010631e-01,9.974404e-02,9.999151e-02,2.330130e-02
1.030000e-12,1.028773e-01,1.015214e-01,1.017743e-01,2.385896e-02
1.040000e-12,1.047052e-01,1.033119e-01,1.035703e-01,2.442467e-02
1.050000e-12,1.065465e-01,1.051152e-01,1.053792e-01,2.499845e-02
1.060000e-12,1.084010e-01,1.069312e-01,1.072008e-01,2.558030e-02
1.070000e-12,1.102684e-01,1.087594e-01,1.090348e-01,2.617024e-02
1.080000e-12,1.121484e-01,1.105998e-01,1.108810e-01,2.676826e-02
1.090000e-12,1.140408e-01,1.124520e-01,1.127390e-01,2.737436e-02
1.100000e-12,1.159452e-01,1.143156e-01,1.146085e-01,2.798856e-02
1.110000e-12,1.178614e-01,1.161905e-01,1.164893e-01,2.861085e-02
1.120000e-12,1.197891e-01,1.180763e-01,1.183812e-01,2.924122e-02
1.130000e-12,1.217280e-01,1.199728e-01,1.202837e-01,2.987967e-02
1.140000e-12,1.236778e-01,1.218796e-01,1.221967e-01,3.052619e-02
1.150000e-12,1.256381e-01,1.237965e-01,1.241197e-01,3.118078e-02
1.160000e-12,1.276087e-01,1.257231e-01,1.260525e-01,3.184341e-02
1.170000e-12,1.295893e-01,1.276592e-01,1.279949e-01,3.251408e-02
1.180000e-12,1.315795e-01,1.296044e-01,1.299464e-01,3.319278e-02
1.190000e-12,1.335791e-01,1.315584e-01,1.319068e-01,3.387947e-02
1.200000e-12,1.355877e-01,1.335209e-01,1.338758e-01,3.457415e-02
1.210000e-12,1.376049e-01,1.354917e-01,1.358531e-01,3.527679e-02
1.220000e-12,1.396306e-01,1.374703e-01,1.378382e-01,3.598736e-02
1.230000e-12,1.416643e-01,1.394565e-01,1.398310e-01,3.670585e-02
1.240000e-12,1.437057e-01,1.414499e-01,1.418311e-01,3.743222e-02
1.250000e-12,1.457545e-01,1.434503e-01,1.438381e-01,3.816644e-02
1.260000e-12,1.478104e-01,1.454572e-01,1.458519e-01,3.890849e-02
1.270000e-12,1.498731e-01,1.474705e-01,1.478719e-01,3.965832e-02
1.280000e-12,1.519421e-01,1.494897e-01,1.498980e-01,4.041591e-02
1.290000e-12,1.540172e-01,1.515146e-01,1.519297e-01,4.118120e-02
1.300000e-12,1.560981e-01,1.535448e-01,1.539668e-01,4.195418e-02
1.310000e-12,1.581844e-01,1.555800e-01,1.560090e-01,4.273479e-02
1.320000e-12,1.602758e-01,1.576199e-01,1.580558e-01,4.352299e-02
1.330000e-12,1.623719e-01,1.596641e-01,1.601071e-01,4.431874e-02
1.340000e-12,1.644725e-01,1.617124e-01,1.621625e-01,4.512200e-02
1.350000e-12,1.665771e-01,1.637644e-01,1.642216e-01,4.593270e-02
1.360000e-12,1.686855e-01,1.658198e-01,1.662841e-01,4.675082e-02
1.370000e-12,1.707974e-01,1.678783e-01,1.683497e-01,4.757628e-02
1.380000e-12,1.729123e-01,1.699395e-01,1.704182e-01,4.840905e-02
1.390000e-12,1.750301e-01,1.720032e-01,1.724891e-01,4.924906e-02
1.400000e-12,1.771503e-01,1.740691e-01,1.745622e-01,5.009627e-02
1.410000e-12,1.792726e-01,1.761367e-01,1.766372e-01,5.095062e-02
1.420000e-12,1.813968e-01,1.782059e-01,1.787137e-01,5.181204e-02
1.430000e-12,1.835224e-01,1.802763e-01,1.807914e-01,5.268048e-02
1.440000e-12,1.856493e-01,1.823476e-01,1.828701e-01,5.355587e-02
1.450000e-12,1.877770e-01,1.844196e-01,1.849494e-01,5.443816e-02
1.460000e-12,1.899053e-01,1.864918e-01,1.870290e-01,5.532729e-02
1.470000e-12,1.920338e-01,1.885640e-01,1.891087e-01,5.622318e-02
1.480000e-12,1.941623e-01,1.906360e-01,1.911881e-01,5.712577e-02
1.490000e-12,1.962904e-01,1.927074e-01,1.932670e-01,5.803499e-02
1.500000e-12,1.984179e-01,1.947780e-01,1.953451e-01,5.895079e-02
1.510000e-12,2.005444e-01,1.968474e-01,1.974220e-01,5.987308e-02
1.520000e-12,2.026697e-01,1.989155e-01,1.994975e-01,6.080180e-02
1.530000e-12,2.047935e-01,2.009818e-01,2.015714e-01,6.173688e-02
1.540000e-12,2.069155e-01,2.030462e-01,2.036434e-01,6.267825e-02
1.550000e-12,2.090354e-01,2.051084e-01,2.057131e-01,6.362583e-02
1.560000e-12,2.111529e-01,2.071682e-01,2.077804e-01,6.457955e-02
1.570000e-12,2.132678e-01,2.092252e-01,2.098450e-01,6.553934e-02
1.580000e-12,2.153799e-01,2.112792e-01,2.119065e-01,6.650512e-02
1.590000e-12,2.174888e-01,2.133300e-01,2.139649e-01,6.747682e-02
1.600000e-12,2.195942e-01,2.153773e-01,2.160198e-01,6.845436e-02
1.610000e-12,2.216960e-01,2.174210e-01,2.180710e-01,6.943767e-02
1.620000e-12,2.237940e-01,2.194607e-01,2.201183e-01,7.042667e-02
1.630000e-12,2.258877e-01,2.214962e-01,2.221614e-01,7.142128e-02
1.640000e-12,2.279772e-01,2.235274e-01,2.242001e-01,7.242143e-02
1.650000e-12,2.300620e-01,2.255539e-01,2.262343e-01,7.342704e-02
1.660000e-12,2.321419e-01,2.275757e-01,2.282636e-01,7.443802e-02
1.670000e-12,2.342169e-01,2.295925e-01,2.302879e-01,7.545431e-02
1.680000e-12,2.362866e-01,2.316041e-01,2.323070e-01,7.647581e-02
1.690000e-12,2.383508e-01,2.336102e-01,2.343207e-01,7.750247e-02
1.700000e-12,2.404094e-01,2.356108e-01,2.363289e-01,7.853418e-02
1.710000e-12,2.424621e-01,2.376057e-01,2.383312e-01,7.957089e-02
1.720000e-12,2.445087e-01,2.395946e-01,2.403276e-01,8.061250e-02
1.730000e-12,2.465492e-01,2.415774e-01,2.423179e-01,8.165894e-02
1.740000e-12,2.485832e-01,2.435539e-01,2.443019e-01,8.271013e-02
1.750000e-12,2.506107e-01,2.455241e-01,2.462795e-01,8.376599e-02
1.760000e-12,2.526315e-01,2.474876e-01,2.482505e-01,8.482644e-02
1.770000e-12,2.546454e-01,2.494445e-01,2.502148e-01,8.589141e-02
1.780000e-12,2.566522e-01,2.513945e-01,2.521722e-01,8.696082e-02
1.790000e-12,2.586519e-01,2.533376e-01,2.541227e-01,8.803459e-02
1.800000e-12,2.606443e-01,2.552736e-01,2.560660e-01,8.911264e-02
1.810000e-12,2.626292e-01,2.572023e-01,2.580021e-01,9.019490e-02
1.820000e-12,2.646066e-01,2.591238e-01,2.599308e-01,9.128129e-02
1.830000e-12,2.665763e-01,2.610378e-01,2.618522e-01,9.237173e-02
1.840000e-12,2.685382e-01,2.629444e-01,2.637659e-01,9.346616e-02
1.850000e-12,2.704923e-01,2.648433e-01,2.656721e-01,9.456449e-02
1.860000e-12,2.724383e-01,2.667346e-01,2.675705e-01,9.566664e-02
1.870000e-12,2.743764e-01,2.686180e-01,2.694612e-01,9.677256e-02
1.880000e-12,2.763062e-01,2.704937e-01,2.713440e-01,9.788216e-02
1.890000e-12,2.782279e-01,2.723615e-01,2.732188e-01,9.899538e-02
1.900000e-12,2.801412e-01,2.742213e-01,2.750857e-01,1.001121e-01
1.910000e-12,2.820462e-01,2.760732e-01,2.769446e-01,1.012324e-01
1.920000e-12,2.839428e-01,2.779170e-01,2.787954e-01,1.023560e-01
1.930000e-12,2.858310e-01,2.797527e-01,2.806381e-01,1.034830e-01
1.940000e-12,2.877107e-01,2.815804e-01,2.824727e-01,1.046132e-01
1.950000e-12,2.895819e-01,2.833999e-01,2.842991e-01,1.057466e-01
1.960000e-12,2.914445e-01,2.852113e-01,2.861174e-01,1.068832e-01
1.970000e-12,2.932986e-01,2.870146e-01,2.879274e-01,1.080229e-01
1.980000e-12,2.951441e-01,2.888097e-01,2.897293e-01,1.091655e-01
1.990000e-12,2.969810e-01,2.905967e-01,2.915230e-01,1.103111e-01
2.000000e-12,2.988094e-01,2.923755e-01,2.933085e-01,1.114596e-01
2.010000e-12,3.006291e-01,2.941463e-01,2.950859e-01,1.126109e-01
2.020000e-12,3.024404e-01,2.959089e-01,2.968552e-01,1.137650e-01
2.030000e-12,3.042431e-01,2.976635e-01,2.986163e-01,1.149218e-01
2.040000e-12,3.060373e-01,2.994101e-01,3.003694e-01,1.160812e-01
2.050000e-12,3.078230e-01,3.011487e-01,3.021145e-01,1.172432e-01
2.060000e-12,3.096004e-01,3.028793e-01,3.038516e-01,1.184078e-01
2.070000e-12,3.113693e-01,3.046021e-01,3.055807e-01,1.195749e-01
2.080000e-12,3.131299e-01,3.063171e-01,3.073020e-01,1.207444e-01
2.090000e-12,3.148823e-01,3.080243e-01,3.090155e-01,1.219163e-01
2.100000e-12,3.166264e-01,3.097238e-01,3.107213e-01,1.230905e-01
2.110000e-12,3.183625e-01,3.114157e-01,3.124195e-01,1.242671e-01
2.120000e-12,3.200905e-01,3.131001e-01,3.141100e-01,1.254459e-01
2.130000e-12,3.218105e-01,3.147771e-01,3.157931e-01,1.266269e-01
2.140000e-12,3.235226e-01,3.164468e-01,3.174688e-01,1.278100e-01
2.150000e-12,3.252270e-01,3.181092e-01,3.191373e-01,1.289953e-01
2.160000e-12,3.269237e-01,3.197644e-01,3.207985e-01,1.301827e-01
2.170000e-12,3.286128e-01,3.214127e-01,3.224527e-01,1.313721e-01
2.180000e-12,3.302945e-01,3.230540e-01,3.240999e-01,1.325635e-01
2.190000e-12,3.319688e-01,3.246886e-01,3.257403e-01,1.337569e-01
2.200000e-12,3.336359e-01,3.263165e-01,3.273740e-01,1.349522e-01
2.210000e-12,3.352959e-01,3.279378e-01,3.290011e-01,1.361495e-01
2.220000e-12,3.369490e-01,3.295528e-01,3.306217e-01,1.373486e-01
2.230000e-12,3.385952e-01,3.311614e-01,3.322361e-01,1.385495e-01
2.240000e-12,3.402348e-01,3.327640e-01,3.338442e-01,1.397523e-01
2.250000e-12,3.418678e-01,3.343606e-01,3.354464e-01,1.409569e-01
2.260000e-12,3.434944e-01,3.359513e-01,3.370426e-01,1.421633e-01
2.270000e-12,3.451148e-01,3.375364e-01,3.386332e-01,1.433714e-01
2.280000e-12,3.467292e-01,3.391159e-01,3.402182e-01,1.445812e-01
2.290000e-12,3.483376e-01,3.406901e-01,3.417978e-01,1.457927e-01
2.300000e-12,3.499403e-01,3.422591e-01,3.433721e-01,1.470059e-01
2.310000e-12,3.515375e-01,3.438231e-01,3.449414e-01,1.482208e-01
2.320000e-12,3.531292e-01,3.453823e-01,3.465059e-01,1.494374e-01
2.330000e-12,3.547157e-01,3.469367e-01,3.480656e-01,1.506555e-01
2.340000e-12,3.562973e-01,3.484867e-01,3.496207e-01,1.518753e-01
2.350000e-12,3.578739e-01,3.500324e-01,3.511715e-01,1.530968e-01
2.360000e-12,3.594460e-01,3.515739e-01,3.527181e-01,1.543198e-01
2.370000e-12,3.610135e-01,3.531115e-01,3.542608e-01,1.555444e-01
2.380000e-12,3.625768e-01,3.546453e-01,3.557996e-01,1.567706e-01
2.390000e-12,3.641361e-01,3.561755e-01,3.573349e-01,1.579984e-01
2.400000e-12,3.656915e-01,3.577024e-01,3.588667e-01,1.592278e-01
2.410000e-12,3.672432e-01,3.592261e-01,3.603954e-01,1.604588e-01
2.420000e-12,3.687914e-01,3.607468e-01,3.619210e-01,1.616913e-01
2.430000e-12,3.703364e-01,3.622647e-01,3.634438e-01,1.629255e-01
2.440000e-12,3.718784e-01,3.637800e-01,3.649639e-01,1.641612e-01
2.450000e-12,3.734175e-01,3.652930e-01,3.664817e-01,1.653984e-01
2.460000e-12,3.749540e-01,3.668038e-01,3.679973e-01,1.666373e-01
2.470000e-12,3.764882e-01,3.683126e-01,3.695108e-01,1.678777e-01
2.480000e-12,3.780201e-01,3.698196e-01,3.710226e-01,1.691198e-01
2.490000e-12,3.795501e-01,3.713251e-01,3.725328e-01,1.703634e-01
2.500000e-12,3.810783e-01,3.728292e-01,3.740415e-01,1.716087e-01
2.510000e-12,3.826050e-01,3.743321e-01,3.755492e-01,1.728556e-01
2.520000e-12,3.841303e-01,3.758341e-01,3.770558e-01,1.741041e-01
2.530000e-12,3.856546e-01,3.773354e-01,3.785617e-01,1.753543e-01
2.540000e-12,3.871780e-01,3.788361e-01,3.800670e-01,1.766061e-01
2.550000e-12,3.887008e-01,3.803365e-01,3.815721e-01,1.778596e-01
2.560000e-12,3.902232e-01,3.818368e-01,3.830769e-01,1.791147e-01
2.570000e-12,3.917453e-01,3.833372e-01,3.845819e-01,1.803716e-01
2.580000e-12,3.932675e-01,3.848379e-01,3.860872e-01,1.816302e-01
2.590000e-12,3.947899e-01,3.863391e-01,3.875929e-01,1.828905e-01
2.600000e-12,3.963128e-01,3.878411e-01,3.890994e-01,1.841526e-01
2.610000e-12,3.978363e-01,3.893439e-01,3.906067e-01,1.854164e-01
2.620000e-12,3.993608e-01,3.908479e-01,3.921152e-01,1.866820e-01
2.630000e-12,4.008864e-01,3.923532e-01,3.936251e-01,1.879495e-01
2.640000e-12,4.024134e-01,3.938600e-01,3.951364e-01,1.892188e-01
2.650000e-12,4.039419e-01,3.953686e-01,3.966495e-01,1.904899e-01
2.660000e-12,4.054722e-01,3.968790e-01,3.981645e-01,1.917629e-01
2.670000e-12,4.070045e-01,3.983917e-01,3.996816e-01,1.930379e-01
2.680000e-12,4.085390e-01,3.999066e-01,4.012011e-01,1.943147e-01
2.690000e-12,4.100759e-01,4.014241e-01,4.027231e-01,1.955935e-01
2.700000e-12,4.116155e-01,4.029442e-01,4.042478e-01,1.968743e-01
2.710000e-12,4.131579e-01,4.044673e-01,4.057754e-01,1.981571e-01
2.720000e-12,4.147033e-01,4.059934e-01,4.073062e-01,1.994419e-01
2.730000e-12,4.162520e-01,4.075229e-01,4.088402e-01,2.007288e-01
2.740000e-12,4.178042e-01,4.090558e-01,4.103777e-01,2.020177e-01
2.750000e-12,4.193600e-01,4.105923e-01,4.119188e-01,2.033088e-01
2.760000e-12,4.209197e-01,4.121326e-01,4.134638e-01,2.046020e-01
2.770000e-12,4.224834e-01,4.136770e-01,4.150128e-01,2.058974e-01
2.780000e-12,4.240514e-01,4.152255e-01,4.165660e-01,2.071949e-01
2.790000e-12,4.256238e-01,4.167783e-01,4.181236e-01,2.084947e-01
2.800000e-12,4.272009e-01,4.183357e-01,4.196857e-01,2.097968e-01
2.810000e-12,4.287827e-01,4.198977e-01,4.212525e-01,2.111011e-01
2.820000e-12,4.303695e-01,4.214645e-01,4.228241e-01,2.124077e-01
2.830000e-12,4.319615e-01,4.230363e-01,4.244008e-01,2.137167e-01
2.840000e-12,4.335588e-01,4.246133e-01,4.259827e-01,2.150280e-01
2.850000e-12,4.351616e-01,4.261956e-01,4.275698e-01,2.163418e-01
2.860000e-12,4.367701e-01,4.277833e-01,4.291625e-01,2.176580e-01
2.870000e-12,4.383845e-01,4.293765e-01,4.307608e-01,2.189766e-01
2.880000e-12,4.400048e-01,4.309755e-01,4.323648e-01,2.202977e-01
2.890000e-12,4.416313e-01,4.325804e-01,4.339748e-01,2.216213e-01
2.900000e-12,4.432641e-01,4.341913e-01,4.355908e-01,2.229475e-01
2.910000e-12,4.449034e-01,4.358082e-01,4.372130e-01,2.242762e-01
2.920000e-12,4.465492e-01,4.374315e-01,4.388414e-01,2.256076e-01
2.930000e-12,4.482018e-01,4.390610e-01,4.404763e-01,2.269416e-01
2.940000e-12,4.498613e-01,4.406971e-01,4.421177e-01,2.282782e-01
2.950000e-12,4.515277e-01,4.423398e-01,4.437658e-01,2.296175e-01
2.960000e-12,4.532014e-01,4.439892e-01,4.454207e-01,2.309596e-01
2.970000e-12,4.548822e-01,4.456454e-01,4.470824e-01,2.323044e-01
2.980000e-12,4.565705e-01,4.473084e-01,4.487511e-01,2.336519e-01
2.990000e-12,4.582662e-01,4.489786e-01,4.504268e-01,2.350023e-01
3.000000e-12,4.599695e-01,4.506558e-01,4.521097e-01,2.363555e-01
3.010000e-12,4.616806e-01,4.523401e-01,4.537999e-01,2.377115e-01
3.020000e-12,4.633994e-01,4.540318e-01,4.554974e-01,2.390704e-01
3.030000e-12,4.651262e-01,4.557308e-01,4.572023e-01,2.404322e-01
3.040000e-12,4.668609e-01,4.574372e-01,4.589148e-01,2.417970e-01
3.050000e-12,4.686037e-01,4.591511e-01,4.606348e-01,2.431647e-01
3.060000e-12,4.703547e-01,4.608726e-01,4.623624e-01,2.445353e-01
3.070000e-12,4.721139e-01,4.626017e-01,4.640977e-01,2.459090e-01
3.080000e-12,4.738815e-01,4.643385e-01,4.658408e-01,2.472857e-01
3.090000e-12,4.756574e-01,4.660830e-01,4.675917e-01,2.486654e-01
3.100000e-12,4.774418e-01,4.678353e-01,4.693504e-01,2.500482e-01
3.110000e-12,4.792346e-01,4.695954e-01,4.711170e-01,2.514341e-01
3.120000e-12,4.810360e-01,4.713633e-01,4.728916e-01,2.528231e-01
3.130000e-12,4.828460e-01,4.731391e-01,4.746742e-01,2.542152e-01
3.140000e-12,4.846647e-01,4.749229e-01,4.764647e-01,2.556104e-01
3.150000e-12,4.864920e-01,4.767146e-01,4.782633e-01,2.570088e-01
3.160000e-12,4.883280e-01,4.785143e-01,4.800700e-01,2.584104e-01
3.170000e-12,4.901728e-01,4.803219e-01,4.818847e-01,2.598152e-01
3.180000e-12,4.920264e-01,4.821376e-01,4.837075e-01,2.612233e-01
3.190000e-12,4.938887e-01,4.839612e-01,4.855384e-01,2.626345e-01
3.200000e-12,4.957599e-01,4.857929e-01,4.873774e-01,2.640490e-01
3.210000e-12,4.976398e-01,4.876325e-01,4.892245e-01,2.654667e-01
3.220000e-12,4.995286e-01,4.894801e-01,4.910797e-01,2.668878e-01
3.230000e-12,5.014262e-01,4.913358e-01,4.929430e-01,2.683121e-01
3.240000e-12,5.033325e-01,4.931994e-01,4.948143e-01,2.697397e-01
3.250000e-12,5.052477e-01,4.950709e-01,4.966937e-01,2.711706e-01
3.260000e-12,5.071717e-01,4.969504e-01,4.985811e-01,2.726048e-01
3.270000e-12,5.091044e-01,4.988378e-01,5.004765e-01,2.740424e-01
3.280000e-12,5.110459e-01,5.007331e-01,5.023799e-01,2.754833e-01
3.290000e-12,5.129961e-01,5.026362e-01,5.042913e-01,2.769275e-01
3.300000e-12,5.149549e-01,5.045471e-01,5.062105e-01,2.783751e-01
3.310000e-12,5.169224e-01,5.064658e-01,5.081376e-01,2.798260e-01
3.320000e-12,5.188985e-01,5.083921e-01,5.100725e-01,2.812803e-01
3.330000e-12,5.208832e-01,5.103261e-01,5.120151e-01,2.827380e-01
3.340000e-12,5.228763e-01,5.122678e-01,5.139655e-01,2.841990e-01
3.350000e-12,5.248779e-01,5.142169e-01,5.159235e-01,2.856634e-01
3.360000e-12,5.268879e-01,5.161736e-01,5.178891e-01,2.871312e-01
3.370000e-12,5.289063e-01,5.181376e-01,5.198622e-01,2.886023e-01
3.380000e-12,5.309328e-01,5.201091e-01,5.218428e-01,2.900769e-01
3.390000e-12,5.329676e-01,5.220877e-01,5.238307e-01,2.915547e-01
3.400000e-12,5.350105e-01,5.240736e-01,5.258259e-01,2.930360e-01
3.410000e-12,5.370614e-01,5.260666e-01,5.278284e-01,2.945206e-01
3.420000e-12,5.391203e-01,5.280666e-01,5.298380e-01,2.960086e-01
3.430000e-12,5.411870e-01,5.300736e-01,5.318546e-01,2.975000e-01
3.440000e-12,5.432615e-01,5.320875e-01,5.338782e-01,2.989947e-01
3.450000e-12,5.453437e-01,5.341081e-01,5.359087e-01,3.004928e-01
3.460000e-12,5.474335e-01,5.361353e-01,5.379459e-01,3.019942e-01
3.470000e-12,5.495307e-01,5.381692e-01,5.399899e-01,3.034989e-01
3.480000e-12,5.516354e-01,5.402095e-01,5.420403e-01,3.050069e-01
