time,"P(A)","P(B)","P(CLK)","P(ROUT)"
8.665000e-11,1.465778e+00,1.153948e+00,1.457102e+00,1.030483e+00
8.667500e-11,1.465785e+00,1.153948e+00,1.457102e+00,1.030483e+00
8.670000e-11,1.465791e+00,1.153948e+00,1.457102e+00,1.030483e+00
8.672500e-11,1.465797e+00,1.153948e+00,1.457102e+00,1.030483e+00
8.675000e-11,1.465803e+00,1.153949e+00,1.457102e+00,1.030483e+00
8.677500e-11,1.465809e+00,1.153949e+00,1.457102e+00,1.030483e+00
8.680000e-11,1.465814e+00,1.153949e+00,1.457102e+00,1.030483e+00
8.682500e-11,1.465818e+00,1.153949e+00,1.457103e+00,1.030483e+00
8.685000e-11,1.465822e+00,1.153949e+00,1.457103e+00,1.030483e+00
8.687500e-11,1.465824e+00,1.153949e+00,1.457103e+00,1.030484e+00
8.690000e-11,1.465826e+00,1.153949e+00,1.457102e+00,1.030484e+00
8.692500e-11,1.465828e+00,1.153949e+00,1.457102e+00,1.030484e+00
8.695000e-11,1.465828e+00,1.153949e+00,1.457102e+00,1.030484e+00
8.697500e-11,1.465827e+00,1.153949e+00,1.457102e+00,1.030484e+00
8.700000e-11,1.465825e+00,1.153949e+00,1.457102e+00,1.030484e+00
8.702500e-11,1.465823e+00,1.153949e+00,1.457102e+00,1.030484e+00
8.705000e-11,1.465820e+00,1.153950e+00,1.457102e+00,1.030484e+00
8.707500e-11,1.465815e+00,1.153950e+00,1.457101e+00,1.030484e+00
8.710000e-11,1.465811e+00,1.153950e+00,1.457101e+00,1.030484e+00
8.712500e-11,1.465805e+00,1.153950e+00,1.457101e+00,1.030484e+00
8.715000e-11,1.465799e+00,1.153950e+00,1.457101e+00,1.030484e+00
8.717500e-11,1.465792e+00,1.153950e+00,1.457100e+00,1.030484e+00
8.720000e-11,1.465785e+00,1.153950e+00,1.457100e+00,1.030484e+00
8.722500e-11,1.465778e+00,1.153950e+00,1.457099e+00,1.030484e+00
8.725000e-11,1.465770e+00,1.153950e+00,1.457099e+00,1.030484e+00
8.727500e-11,1.465763e+00,1.153950e+00,1.457098e+00,1.030484e+00
8.730000e-11,1.465755e+00,1.153950e+00,1.457097e+00,1.030484e+00
8.732500e-11,1.465748e+00,1.153950e+00,1.457097e+00,1.030484e+00
8.735000e-11,1.465741e+00,1.153950e+00,1.457096e+00,1.030484e+00
8.737500e-11,1.465734e+00,1.153950e+00,1.457095e+00,1.030484e+00
8.740000e-11,1.465728e+00,1.153950e+00,1.457094e+00,1.030484e+00
8.742500e-11,1.465722e+00,1.153951e+00,1.457093e+00,1.030484e+00
8.745000e-11,1.465718e+00,1.153951e+00,1.457092e+00,1.030484e+00
8.747500e-11,1.465714e+00,1.153951e+00,1.457091e+00,1.030484e+00
8.750000e-11,1.465710e+00,1.153951e+00,1.457090e+00,1.030484e+00
8.752500e-11,1.465708e+00,1.153951e+00,1.457088e+00,1.030484e+00
8.755000e-11,1.465707e+00,1.153951e+00,1.457087e+00,1.030484e+00
8.757500e-11,1.465706e+00,1.153951e+00,1.457085e+00,1.030484e+00
8.760000e-11,1.465706e+00,1.153951e+00,1.457084e+00,1.030484e+00
8.762500e-11,1.465708e+00,1.153951e+00,1.457082e+00,1.030484e+00
8.765000e-11,1.465710e+00,1.153951e+00,1.457080e+00,1.030484e+00
8.767500e-11,1.465713e+00,1.153951e+00,1.457079e+00,1.030484e+00
8.770000e-11,1.465717e+00,1.153951e+00,1.457077e+00,1.030484e+00
8.772500e-11,1.465722e+00,1.153951e+00,1.457075e+00,1.030484e+00
8.775000e-11,1.465727e+00,1.153951e+00,1.457073e+00,1.030484e+00
8.777500e-11,1.465733e+00,1.153951e+00,1.457071e+00,1.030484e+00
8.780000e-11,1.465739e+00,1.153951e+00,1.457069e+00,1.030484e+00
8.782500e-11,1.465746e+00,1.153951e+00,1.457066e+00,1.030484e+00
8.785000e-11,1.465753e+00,1.153951e+00,1.457064e+00,1.030484e+00
8.787500e-11,1.465760e+00,1.153951e+00,1.457062e+00,1.030484e+00
8.790000e-11,1.465767e+00,1.153951e+00,1.457060e+00,1.030485e+00
8.792500e-11,1.465775e+00,1.153951e+00,1.457057e+00,1.030485e+00
8.795000e-11,1.465782e+00,1.153951e+00,1.457055e+00,1.030485e+00
8.797500e-11,1.465788e+00,1.153951e+00,1.457053e+00,1.030485e+00
8.800000e-11,1.465795e+00,1.153951e+00,1.457051e+00,1.030485e+00
8.802500e-11,1.465800e+00,1.153951e+00,1.457048e+00,1.030485e+00
8.805000e-11,1.465806e+00,1.153951e+00,1.457046e+00,1.030485e+00
8.807500e-11,1.465810e+00,1.153951e+00,1.457044e+00,1.030485e+00
8.810000e-11,1.465814e+00,1.153951e+00,1.457042e+00,1.030485e+00
8.812500e-11,1.465817e+00,1.153951e+00,1.457040e+00,1.030485e+00
8.815000e-11,1.465819e+00,1.153951e+00,1.457038e+00,1.030485e+00
8.817500e-11,1.465820e+00,1.153951e+00,1.457036e+00,1.030485e+00
8.820000e-11,1.465821e+00,1.153951e+00,1.457035e+00,1.030485e+00
8.822500e-11,1.465821e+00,1.153951e+00,1.457033e+00,1.030485e+00
8.825000e-11,1.465819e+00,1.153951e+00,1.457032e+00,1.030485e+00
8.827500e-11,1.465817e+00,1.153951e+00,1.457031e+00,1.030485e+00
8.830000e-11,1.465815e+00,1.153951e+00,1.457030e+00,1.030485e+00
8.832500e-11,1.465811e+00,1.153951e+00,1.457029e+00,1.030485e+00
8.835000e-11,1.465807e+00,1.153951e+00,1.457029e+00,1.030485e+00
8.837500e-11,1.465802e+00,1.153951e+00,1.457029e+00,1.030485e+00
8.840000e-11,1.465797e+00,1.153951e+00,1.457029e+00,1.030485e+00
8.842500e-11,1.465791e+00,1.153951e+00,1.457029e+00,1.030485e+00
8.845000e-11,1.465785e+00,1.153951e+00,1.457029e+00,1.030485e+00
8.847500e-11,1.465779e+00,1.153951e+00,1.457030e+00,1.030485e+00
8.850000e-11,1.465773e+00,1.153951e+00,1.457031e+00,1.030485e+00
8.852500e-11,1.465767e+00,1.153951e+00,1.457033e+00,1.030485e+00
8.855000e-11,1.465761e+00,1.153951e+00,1.457034e+00,1.030485e+00
8.857500e-11,1.465755e+00,1.153951e+00,1.457036e+00,1.030485e+00
8.860000e-11,1.465749e+00,1.153951e+00,1.457038e+00,1.030485e+00
8.862500e-11,1.465744e+00,1.153951e+00,1.457041e+00,1.030485e+00
8.865000e-11,1.465740e+00,1.153951e+00,1.457044e+00,1.030485e+00
8.867500e-11,1.465735e+00,1.153951e+00,1.457047e+00,1.030485e+00
8.870000e-11,1.465732e+00,1.153951e+00,1.457050e+00,1.030485e+00
8.872500e-11,1.465729e+00,1.153951e+00,1.457054e+00,1.030485e+00
8.875000e-11,1.465727e+00,1.153951e+00,1.457057e+00,1.030485e+00
8.877500e-11,1.465726e+00,1.153951e+00,1.457061e+00,1.030485e+00
8.880000e-11,1.465725e+00,1.153951e+00,1.457066e+00,1.030485e+00
8.882500e-11,1.465725e+00,1.153951e+00,1.457070e+00,1.030485e+00
8.885000e-11,1.465726e+00,1.153951e+00,1.457075e+00,1.030484e+00
8.887500e-11,1.465728e+00,1.153951e+00,1.457080e+00,1.030484e+00
8.890000e-11,1.465730e+00,1.153951e+00,1.457085e+00,1.030484e+00
8.892500e-11,1.465733e+00,1.153951e+00,1.457090e+00,1.030484e+00
8.895000e-11,1.465736e+00,1.153951e+00,1.457095e+00,1.030484e+00
8.897500e-11,1.465740e+00,1.153951e+00,1.457100e+00,1.030484e+00
8.900000e-11,1.465745e+00,1.153951e+00,1.457106e+00,1.030484e+00
8.902500e-11,1.465749e+00,1.153951e+00,1.457111e+00,1.030484e+00
8.905000e-11,1.465754e+00,1.153951e+00,1.457117e+00,1.030484e+00
8.907500e-11,1.465759e+00,1.153951e+00,1.457122e+00,1.030484e+00
8.910000e-11,1.465764e+00,1.153951e+00,1.457127e+00,1.030484e+00
8.912500e-11,1.465769e+00,1.153951e+00,1.457133e+00,1.030484e+00
8.915000e-11,1.465774e+00,1.153951e+00,1.457138e+00,1.030484e+00
8.917500e-11,1.465779e+00,1.153951e+00,1.457143e+00,1.030484e+00
8.920000e-11,1.465784e+00,1.153951e+00,1.457149e+00,1.030484e+00
8.922500e-11,1.465788e+00,1.153951e+00,1.457154e+00,1.030484e+00
8.925000e-11,1.465791e+00,1.153951e+00,1.457159e+00,1.030484e+00
8.927500e-11,1.465794e+00,1.153951e+00,1.457163e+00,1.030484e+00
8.930000e-11,1.465797e+00,1.153951e+00,1.457168e+00,1.030484e+00
8.932500e-11,1.465799e+00,1.153951e+00,1.457172e+00,1.030484e+00
8.935000e-11,1.465800e+00,1.153951e+00,1.457177e+00,1.030484e+00
8.937500e-11,1.465801e+00,1.153951e+00,1.457181e+00,1.030484e+00
8.940000e-11,1.465801e+00,1.153951e+00,1.457185e+00,1.030484e+00
8.942500e-11,1.465800e+00,1.153952e+00,1.457188e+00,1.030484e+00
8.945000e-11,1.465799e+00,1.153952e+00,1.457192e+00,1.030484e+00
8.947500e-11,1.465797e+00,1.153952e+00,1.457195e+00,1.030484e+00
8.950000e-11,1.465795e+00,1.153952e+00,1.457198e+00,1.030484e+00
8.952500e-11,1.465792e+00,1.153952e+00,1.457201e+00,1.030484e+00
8.955000e-11,1.465788e+00,1.153952e+00,1.457204e+00,1.030484e+00
8.957500e-11,1.465784e+00,1.153952e+00,1.457206e+00,1.030484e+00
8.960000e-11,1.465780e+00,1.153952e+00,1.457209e+00,1.030484e+00
8.962500e-11,1.465776e+00,1.153952e+00,1.457211e+00,1.030484e+00
8.965000e-11,1.465772e+00,1.153952e+00,1.457213e+00,1.030484e+00
8.967500e-11,1.465767e+00,1.153952e+00,1.457215e+00,1.030484e+00
8.970000e-11,1.465763e+00,1.153952e+00,1.457216e+00,1.030484e+00
8.972500e-11,1.465759e+00,1.153952e+00,1.457218e+00,1.030484e+00
8.975000e-11,1.465755e+00,1.153952e+00,1.457219e+00,1.030484e+00
8.977500e-11,1.465751e+00,1.153952e+00,1.457221e+00,1.030484e+00
8.980000e-11,1.465748e+00,1.153953e+00,1.457222e+00,1.030484e+00
8.982500e-11,1.465745e+00,1.153953e+00,1.457223e+00,1.030484e+00
8.985000e-11,1.465742e+00,1.153953e+00,1.457224e+00,1.030484e+00
8.987500e-11,1.465741e+00,1.153953e+00,1.457225e+00,1.030484e+00
8.990000e-11,1.465740e+00,1.153953e+00,1.457226e+00,1.030484e+00
8.992500e-11,1.465739e+00,1.153953e+00,1.457227e+00,1.030484e+00
8.995000e-11,1.465739e+00,1.153953e+00,1.457228e+00,1.030484e+00
8.997500e-11,1.465740e+00,1.153953e+00,1.457229e+00,1.030484e+00
9.000000e-11,1.465742e+00,1.153953e+00,1.457230e+00,1.030484e+00
9.002500e-11,1.465744e+00,1.153953e+00,1.457231e+00,1.030484e+00
9.005000e-11,1.465747e+00,1.153953e+00,1.457232e+00,1.030484e+00
9.007500e-11,1.465751e+00,1.153954e+00,1.457232e+00,1.030484e+00
9.010000e-11,1.465755e+00,1.153954e+00,1.457233e+00,1.030484e+00
9.012500e-11,1.465759e+00,1.153954e+00,1.457234e+00,1.030484e+00
9.015000e-11,1.465764e+00,1.153954e+00,1.457235e+00,1.030484e+00
9.017500e-11,1.465770e+00,1.153954e+00,1.457236e+00,1.030484e+00
9.020000e-11,1.465775e+00,1.153954e+00,1.457237e+00,1.030484e+00
9.022500e-11,1.465781e+00,1.153954e+00,1.457238e+00,1.030484e+00
9.025000e-11,1.465787e+00,1.153954e+00,1.457239e+00,1.030484e+00
9.027500e-11,1.465793e+00,1.153954e+00,1.457240e+00,1.030484e+00
9.030000e-11,1.465799e+00,1.153954e+00,1.457241e+00,1.030484e+00
9.032500e-11,1.465804e+00,1.153954e+00,1.457242e+00,1.030484e+00
9.035000e-11,1.465809e+00,1.153954e+00,1.457243e+00,1.030484e+00
9.037500e-11,1.465814e+00,1.153955e+00,1.457244e+00,1.030484e+00
9.040000e-11,1.465819e+00,1.153955e+00,1.457245e+00,1.030484e+00
9.042500e-11,1.465823e+00,1.153955e+00,1.457246e+00,1.030484e+00
9.045000e-11,1.465826e+00,1.153955e+00,1.457247e+00,1.030484e+00
9.047500e-11,1.465828e+00,1.153955e+00,1.457248e+00,1.030484e+00
9.050000e-11,1.465830e+00,1.153955e+00,1.457249e+00,1.030484e+00
9.052500e-11,1.465831e+00,1.153955e+00,1.457250e+00,1.030484e+00
9.055000e-11,1.465832e+00,1.153955e+00,1.457250e+00,1.030484e+00
9.057500e-11,1.465831e+00,1.153955e+00,1.457251e+00,1.030484e+00
9.060000e-11,1.465830e+00,1.153955e+00,1.457251e+00,1.030484e+00
9.062500e-11,1.465828e+00,1.153955e+00,1.457252e+00,1.030484e+00
9.065000e-11,1.465825e+00,1.153955e+00,1.457252e+00,1.030484e+00
9.067500e-11,1.465822e+00,1.153955e+00,1.457252e+00,1.030484e+00
9.070000e-11,1.465818e+00,1.153955e+00,1.457252e+00,1.030484e+00
9.072500e-11,1.465813e+00,1.153955e+00,1.457252e+00,1.030484e+00
9.075000e-11,1.465808e+00,1.153955e+00,1.457252e+00,1.030485e+00
9.077500e-11,1.465802e+00,1.153955e+00,1.457252e+00,1.030485e+00
9.080000e-11,1.465796e+00,1.153955e+00,1.457252e+00,1.030485e+00
9.082500e-11,1.465790e+00,1.153956e+00,1.457251e+00,1.030485e+00
9.085000e-11,1.465783e+00,1.153956e+00,1.457250e+00,1.030485e+00
9.087500e-11,1.465777e+00,1.153956e+00,1.457250e+00,1.030485e+00
9.090000e-11,1.465770e+00,1.153956e+00,1.457249e+00,1.030485e+00
9.092500e-11,1.465764e+00,1.153956e+00,1.457248e+00,1.030485e+00
9.095000e-11,1.465758e+00,1.153956e+00,1.457246e+00,1.030485e+00
9.097500e-11,1.465752e+00,1.153956e+00,1.457245e+00,1.030485e+00
9.100000e-11,1.465746e+00,1.153956e+00,1.457244e+00,1.030485e+00
9.102500e-11,1.465741e+00,1.153956e+00,1.457242e+00,1.030485e+00
9.105000e-11,1.465737e+00,1.153956e+00,1.457241e+00,1.030485e+00
9.107500e-11,1.465733e+00,1.153956e+00,1.457239e+00,1.030485e+00
9.110000e-11,1.465730e+00,1.153956e+00,1.457237e+00,1.030485e+00
9.112500e-11,1.465728e+00,1.153956e+00,1.457235e+00,1.030485e+00
9.115000e-11,1.465727e+00,1.153956e+00,1.457233e+00,1.030485e+00
9.117500e-11,1.465726e+00,1.153956e+00,1.457231e+00,1.030485e+00
9.120000e-11,1.465726e+00,1.153956e+00,1.457229e+00,1.030485e+00
9.122500e-11,1.465727e+00,1.153956e+00,1.457227e+00,1.030485e+00
9.125000e-11,1.465728e+00,1.153956e+00,1.457225e+00,1.030485e+00
9.127500e-11,1.465731e+00,1.153956e+00,1.457223e+00,1.030485e+00
9.130000e-11,1.465734e+00,1.153956e+00,1.457221e+00,1.030485e+00
9.132500e-11,1.465737e+00,1.153956e+00,1.457219e+00,1.030485e+00
9.135000e-11,1.465742e+00,1.153956e+00,1.457217e+00,1.030485e+00
9.137500e-11,1.465746e+00,1.153956e+00,1.457215e+00,1.030485e+00
9.140000e-11,1.465752e+00,1.153956e+00,1.457213e+00,1.030485e+00
9.142500e-11,1.465757e+00,1.153956e+00,1.457211e+00,1.030485e+00
9.145000e-11,1.465763e+00,1.153956e+00,1.457209e+00,1.030485e+00
9.147500e-11,1.465769e+00,1.153956e+00,1.457207e+00,1.030485e+00
9.150000e-11,1.465775e+00,1.153956e+00,1.457205e+00,1.030485e+00
9.152500e-11,1.465781e+00,1.153956e+00,1.457204e+00,1.030485e+00
9.155000e-11,1.465786e+00,1.153956e+00,1.457202e+00,1.030485e+00
9.157500e-11,1.465792e+00,1.153956e+00,1.457201e+00,1.030485e+00
9.160000e-11,1.465797e+00,1.153956e+00,1.457200e+00,1.030485e+00
9.162500e-11,1.465802e+00,1.153956e+00,1.457199e+00,1.030485e+00
9.165000e-11,1.465807e+00,1.153956e+00,1.457198e+00,1.030485e+00
9.167500e-11,1.465810e+00,1.153956e+00,1.457197e+00,1.030485e+00
9.170000e-11,1.465814e+00,1.153956e+00,1.457196e+00,1.030485e+00
9.172500e-11,1.465816e+00,1.153956e+00,1.457196e+00,1.030485e+00
9.175000e-11,1.465818e+00,1.153956e+00,1.457195e+00,1.030485e+00
9.177500e-11,1.465819e+00,1.153956e+00,1.457195e+00,1.030485e+00
9.180000e-11,1.465820e+00,1.153956e+00,1.457195e+00,1.030485e+00
9.182500e-11,1.465820e+00,1.153956e+00,1.457196e+00,1.030485e+00
9.185000e-11,1.465819e+00,1.153956e+00,1.457196e+00,1.030485e+00
9.187500e-11,1.465818e+00,1.153956e+00,1.457197e+00,1.030485e+00
9.190000e-11,1.465815e+00,1.153956e+00,1.457198e+00,1.030485e+00
9.192500e-11,1.465813e+00,1.153956e+00,1.457199e+00,1.030485e+00
9.195000e-11,1.465809e+00,1.153956e+00,1.457200e+00,1.030485e+00
9.197500e-11,1.465806e+00,1.153956e+00,1.457201e+00,1.030485e+00
9.200000e-11,1.465802e+00,1.153956e+00,1.457203e+00,1.030485e+00
9.202500e-11,1.465797e+00,1.153956e+00,1.457205e+00,1.030485e+00
9.205000e-11,1.465792e+00,1.153956e+00,1.457207e+00,1.030485e+00
9.207500e-11,1.465787e+00,1.153956e+00,1.457209e+00,1.030485e+00
9.210000e-11,1.465783e+00,1.153956e+00,1.457212e+00,1.030485e+00
9.212500e-11,1.465778e+00,1.153956e+00,1.457214e+00,1.030485e+00
9.215000e-11,1.465773e+00,1.153956e+00,1.457217e+00,1.030485e+00
9.217500e-11,1.465768e+00,1.153956e+00,1.457220e+00,1.030485e+00
9.220000e-11,1.465764e+00,1.153956e+00,1.457223e+00,1.030485e+00
9.222500e-11,1.465760e+00,1.153956e+00,1.457226e+00,1.030485e+00
9.225000e-11,1.465756e+00,1.153956e+00,1.457230e+00,1.030485e+00
9.227500e-11,1.465753e+00,1.153956e+00,1.457233e+00,1.030485e+00
9.230000e-11,1.465750e+00,1.153956e+00,1.457237e+00,1.030485e+00
9.232500e-11,1.465748e+00,1.153956e+00,1.457241e+00,1.030485e+00
9.235000e-11,1.465746e+00,1.153956e+00,1.457244e+00,1.030485e+00
9.237500e-11,1.465745e+00,1.153956e+00,1.457248e+00,1.030485e+00
9.240000e-11,1.465745e+00,1.153956e+00,1.457252e+00,1.030485e+00
9.242500e-11,1.465745e+00,1.153956e+00,1.457256e+00,1.030485e+00
9.245000e-11,1.465746e+00,1.153956e+00,1.457260e+00,1.030485e+00
9.247500e-11,1.465748e+00,1.153956e+00,1.457264e+00,1.030485e+00
9.250000e-11,1.465750e+00,1.153956e+00,1.457268e+00,1.030485e+00
9.252500e-11,1.465752e+00,1.153956e+00,1.457272e+00,1.030485e+00
9.255000e-11,1.465755e+00,1.153956e+00,1.457276e+00,1.030485e+00
9.257500e-11,1.465759e+00,1.153956e+00,1.457280e+00,1.030485e+00
9.260000e-11,1.465762e+00,1.153956e+00,1.457284e+00,1.030485e+00
9.262500e-11,1.465766e+00,1.153956e+00,1.457288e+00,1.030485e+00
9.265000e-11,1.465770e+00,1.153957e+00,1.457292e+00,1.030485e+00
9.267500e-11,1.465775e+00,1.153957e+00,1.457295e+00,1.030485e+00
9.270000e-11,1.465779e+00,1.153957e+00,1.457299e+00,1.030485e+00
9.272500e-11,1.465783e+00,1.153957e+00,1.457302e+00,1.030485e+00
9.275000e-11,1.465787e+00,1.153957e+00,1.457306e+00,1.030485e+00
9.277500e-11,1.465791e+00,1.153957e+00,1.457309e+00,1.030485e+00
9.280000e-11,1.465795e+00,1.153957e+00,1.457312e+00,1.030485e+00
9.282500e-11,1.465798e+00,1.153957e+00,1.457315e+00,1.030485e+00
9.285000e-11,1.465801e+00,1.153957e+00,1.457317e+00,1.030485e+00
9.287500e-11,1.465804e+00,1.153957e+00,1.457320e+00,1.030485e+00
9.290000e-11,1.465806e+00,1.153957e+00,1.457322e+00,1.030485e+00
9.292500e-11,1.465808e+00,1.153957e+00,1.457325e+00,1.030485e+00
9.295000e-11,1.465809e+00,1.153957e+00,1.457327e+00,1.030485e+00
9.297500e-11,1.465809e+00,1.153957e+00,1.457329e+00,1.030485e+00
9.300000e-11,1.465809e+00,1.153957e+00,1.457330e+00,1.030485e+00
9.302500e-11,1.465808e+00,1.153957e+00,1.457332e+00,1.030485e+00
9.305000e-11,1.465807e+00,1.153957e+00,1.457334e+00,1.030485e+00
9.307500e-11,1.465806e+00,1.153957e+00,1.457335e+00,1.030485e+00
9.310000e-11,1.465804e+00,1.153957e+00,1.457336e+00,1.030485e+00
9.312500e-11,1.465801e+00,1.153957e+00,1.457337e+00,1.030484e+00
9.315000e-11,1.465798e+00,1.153957e+00,1.457339e+00,1.030484e+00
9.317500e-11,1.465795e+00,1.153957e+00,1.457339e+00,1.030484e+00
9.320000e-11,1.465791e+00,1.153957e+00,1.457340e+00,1.030484e+00
9.322500e-11,1.465788e+00,1.153957e+00,1.457341e+00,1.030484e+00
9.325000e-11,1.465784e+00,1.153957e+00,1.457342e+00,1.030484e+00
9.327500e-11,1.465780e+00,1.153958e+00,1.457342e+00,1.030484e+00
9.330000e-11,1.465776e+00,1.153958e+00,1.457343e+00,1.030484e+00
9.332500e-11,1.465773e+00,1.153958e+00,1.457343e+00,1.030484e+00
9.335000e-11,1.465769e+00,1.153958e+00,1.457344e+00,1.030484e+00
9.337500e-11,1.465766e+00,1.153958e+00,1.457344e+00,1.030484e+00
9.340000e-11,1.465763e+00,1.153958e+00,1.457345e+00,1.030484e+00
9.342500e-11,1.465761e+00,1.153958e+00,1.457345e+00,1.030484e+00
9.345000e-11,1.465759e+00,1.153958e+00,1.457346e+00,1.030484e+00
9.347500e-11,1.465757e+00,1.153958e+00,1.457346e+00,1.030484e+00
9.350000e-11,1.465756e+00,1.153958e+00,1.457347e+00,1.030484e+00
9.352500e-11,1.465756e+00,1.153958e+00,1.457348e+00,1.030484e+00
9.355000e-11,1.465756e+00,1.153958e+00,1.457348e+00,1.030484e+00
9.357500e-11,1.465756e+00,1.153958e+00,1.457349e+00,1.030484e+00
9.360000e-11,1.465758e+00,1.153958e+00,1.457349e+00,1.030484e+00
9.362500e-11,1.465759e+00,1.153958e+00,1.457350e+00,1.030484e+00
9.365000e-11,1.465762e+00,1.153958e+00,1.457351e+00,1.030484e+00
9.367500e-11,1.465764e+00,1.153958e+00,1.457352e+00,1.030484e+00
9.370000e-11,1.465768e+00,1.153958e+00,1.457352e+00,1.030484e+00
9.372500e-11,1.465771e+00,1.153958e+00,1.457353e+00,1.030484e+00
9.375000e-11,1.465775e+00,1.153959e+00,1.457354e+00,1.030484e+00
9.377500e-11,1.465780e+00,1.153959e+00,1.457355e+00,1.030484e+00
9.380000e-11,1.465784e+00,1.153959e+00,1.457356e+00,1.030484e+00
9.382500e-11,1.465789e+00,1.153959e+00,1.457357e+00,1.030484e+00
9.385000e-11,1.465793e+00,1.153959e+00,1.457358e+00,1.030484e+00
9.387500e-11,1.465798e+00,1.153959e+00,1.457359e+00,1.030485e+00
9.390000e-11,1.465802e+00,1.153959e+00,1.457360e+00,1.030485e+00
9.392500e-11,1.465807e+00,1.153959e+00,1.457361e+00,1.030485e+00
9.395000e-11,1.465811e+00,1.153959e+00,1.457362e+00,1.030485e+00
9.397500e-11,1.465815e+00,1.153959e+00,1.457363e+00,1.030485e+00
9.400000e-11,1.465818e+00,1.153959e+00,1.457364e+00,1.030485e+00
9.402500e-11,1.465821e+00,1.153959e+00,1.457365e+00,1.030485e+00
9.405000e-11,1.465823e+00,1.153959e+00,1.457365e+00,1.030485e+00
9.407500e-11,1.465825e+00,1.153959e+00,1.457366e+00,1.030485e+00
9.410000e-11,1.465827e+00,1.153959e+00,1.457367e+00,1.030485e+00
9.412500e-11,1.465827e+00,1.153959e+00,1.457368e+00,1.030485e+00
9.415000e-11,1.465827e+00,1.153959e+00,1.457368e+00,1.030485e+00
9.417500e-11,1.465827e+00,1.153959e+00,1.457369e+00,1.030485e+00
9.420000e-11,1.465825e+00,1.153959e+00,1.457369e+00,1.030485e+00
9.422500e-11,1.465824e+00,1.153960e+00,1.457370e+00,1.030485e+00
9.425000e-11,1.465821e+00,1.153960e+00,1.457370e+00,1.030485e+00
9.427500e-11,1.465818e+00,1.153960e+00,1.457370e+00,1.030485e+00
9.430000e-11,1.465814e+00,1.153960e+00,1.457370e+00,1.030485e+00
9.432500e-11,1.465810e+00,1.153960e+00,1.457370e+00,1.030485e+00
9.435000e-11,1.465806e+00,1.153960e+00,1.457370e+00,1.030485e+00
9.437500e-11,1.465801e+00,1.153960e+00,1.457370e+00,1.030485e+00
9.440000e-11,1.465796e+00,1.153960e+00,1.457370e+00,1.030485e+00
9.442500e-11,1.465791e+00,1.153960e+00,1.457369e+00,1.030485e+00
9.445000e-11,1.465786e+00,1.153960e+00,1.457369e+00,1.030485e+00
9.447500e-11,1.465780e+00,1.153960e+00,1.457368e+00,1.030485e+00
9.450000e-11,1.465775e+00,1.153960e+00,1.457368e+00,1.030485e+00
9.452500e-11,1.465770e+00,1.153960e+00,1.457367e+00,1.030486e+00
9.455000e-11,1.465765e+00,1.153960e+00,1.457367e+00,1.030486e+00
9.457500e-11,1.465761e+00,1.153960e+00,1.457366e+00,1.030486e+00
9.460000e-11,1.465757e+00,1.153960e+00,1.457365e+00,1.030486e+00
9.462500e-11,1.465753e+00,1.153960e+00,1.457364e+00,1.030486e+00
9.465000e-11,1.465750e+00,1.153960e+00,1.457363e+00,1.030486e+00
9.467500e-11,1.465747e+00,1.153960e+00,1.457362e+00,1.030486e+00
9.470000e-11,1.465745e+00,1.153960e+00,1.457361e+00,1.030486e+00
9.472500e-11,1.465744e+00,1.153960e+00,1.457360e+00,1.030486e+00
9.475000e-11,1.465743e+00,1.153960e+00,1.457359e+00,1.030486e+00
9.477500e-11,1.465743e+00,1.153960e+00,1.457358e+00,1.030486e+00
9.480000e-11,1.465744e+00,1.153960e+00,1.457357e+00,1.030486e+00
9.482500e-11,1.465745e+00,1.153960e+00,1.457356e+00,1.030486e+00
9.485000e-11,1.465747e+00,1.153960e+00,1.457355e+00,1.030486e+00
9.487500e-11,1.465749e+00,1.153960e+00,1.457354e+00,1.030486e+00
9.490000e-11,1.465753e+00,1.153960e+00,1.457354e+00,1.030486e+00
9.492500e-11,1.465756e+00,1.153960e+00,1.457353e+00,1.030486e+00
9.495000e-11,1.465760e+00,1.153960e+00,1.457352e+00,1.030486e+00
9.497500e-11,1.465765e+00,1.153960e+00,1.457351e+00,1.030486e+00
9.500000e-11,1.465770e+00,1.153960e+00,1.457350e+00,1.030486e+00
9.502500e-11,1.465775e+00,1.153960e+00,1.457349e+00,1.030486e+00
9.505000e-11,1.465780e+00,1.153960e+00,1.457349e+00,1.030486e+00
9.507500e-11,1.465785e+00,1.153960e+00,1.457348e+00,1.030486e+00
9.510000e-11,1.465791e+00,1.153960e+00,1.457348e+00,1.030486e+00
9.512500e-11,1.465796e+00,1.153960e+00,1.457347e+00,1.030486e+00
9.515000e-11,1.465801e+00,1.153960e+00,1.457347e+00,1.030486e+00
9.517500e-11,1.465806e+00,1.153960e+00,1.457347e+00,1.030486e+00
9.520000e-11,1.465811e+00,1.153960e+00,1.457346e+00,1.030486e+00
9.522500e-11,1.465815e+00,1.153960e+00,1.457346e+00,1.030486e+00
9.525000e-11,1.465819e+00,1.153960e+00,1.457346e+00,1.030486e+00
9.527500e-11,1.465822e+00,1.153960e+00,1.457346e+00,1.030486e+00
9.530000e-11,1.465825e+00,1.153960e+00,1.457346e+00,1.030486e+00
9.532500e-11,1.465827e+00,1.153960e+00,1.457347e+00,1.030486e+00
9.535000e-11,1.465828e+00,1.153960e+00,1.457347e+00,1.030486e+00
