time,"P(A)","P(B)","P(CLK)","P(ROUT)"
1.246750e-10,8.210797e+00,7.402090e+00,8.400278e+00,1.097249e+00
1.247000e-10,8.196990e+00,7.398161e+00,8.425885e+00,1.098019e+00
1.247250e-10,8.181636e+00,7.394463e+00,8.451423e+00,1.098741e+00
1.247500e-10,8.164689e+00,7.391013e+00,8.476897e+00,1.099414e+00
1.247750e-10,8.146136e+00,7.387825e+00,8.502312e+00,1.100037e+00
1.248000e-10,8.125989e+00,7.384915e+00,8.527671e+00,1.100608e+00
1.248250e-10,8.104295e+00,7.382294e+00,8.552975e+00,1.101126e+00
1.248500e-10,8.081131e+00,7.379974e+00,8.578224e+00,1.101589e+00
1.248750e-10,8.056608e+00,7.377966e+00,8.603415e+00,1.101997e+00
1.249000e-10,8.030867e+00,7.376277e+00,8.628542e+00,1.102348e+00
1.249250e-10,8.004080e+00,7.374914e+00,8.653599e+00,1.102641e+00
1.249500e-10,7.976449e+00,7.373884e+00,8.678577e+00,1.102876e+00
1.249750e-10,7.948202e+00,7.373189e+00,8.703463e+00,1.103052e+00
1.250000e-10,7.919590e+00,7.372832e+00,8.728242e+00,1.103168e+00
1.250250e-10,7.890886e+00,7.372813e+00,8.752900e+00,1.103224e+00
1.250500e-10,7.862376e+00,7.373132e+00,8.777415e+00,1.103220e+00
1.250750e-10,7.834359e+00,7.373786e+00,8.801768e+00,1.103156e+00
1.251000e-10,7.807139e+00,7.374771e+00,8.825934e+00,1.103031e+00
1.251250e-10,7.781020e+00,7.376082e+00,8.849887e+00,1.102847e+00
1.251500e-10,7.756303e+00,7.377712e+00,8.873600e+00,1.102602e+00
1.251750e-10,7.733276e+00,7.379652e+00,8.897041e+00,1.102299e+00
1.252000e-10,7.712212e+00,7.381892e+00,8.920180e+00,1.101937e+00
1.252250e-10,7.693362e+00,7.384422e+00,8.942983e+00,1.101516e+00
1.252500e-10,7.676950e+00,7.387230e+00,8.965414e+00,1.101039e+00
1.252750e-10,7.663168e+00,7.390301e+00,8.987436e+00,1.100506e+00
1.253000e-10,7.652174e+00,7.393623e+00,9.009011e+00,1.099918e+00
1.253250e-10,7.644085e+00,7.397179e+00,9.030102e+00,1.099277e+00
1.253500e-10,7.638976e+00,7.400953e+00,9.050667e+00,1.098583e+00
1.253750e-10,7.636879e+00,7.404928e+00,9.070666e+00,1.097840e+00
1.254000e-10,7.637781e+00,7.409086e+00,9.090060e+00,1.097047e+00
1.254250e-10,7.641621e+00,7.413409e+00,9.108807e+00,1.096207e+00
1.254500e-10,7.648295e+00,7.417878e+00,9.126867e+00,1.095322e+00
1.254750e-10,7.657654e+00,7.422473e+00,9.144201e+00,1.094394e+00
1.255000e-10,7.669510e+00,7.427174e+00,9.160769e+00,1.093425e+00
1.255250e-10,7.683632e+00,7.431962e+00,9.176533e+00,1.092417e+00
1.255500e-10,7.699760e+00,7.436816e+00,9.191458e+00,1.091373e+00
1.255750e-10,7.717601e+00,7.441716e+00,9.205508e+00,1.090294e+00
1.256000e-10,7.736838e+00,7.446642e+00,9.218652e+00,1.089184e+00
1.256250e-10,7.757134e+00,7.451573e+00,9.230857e+00,1.088045e+00
1.256500e-10,7.778140e+00,7.456490e+00,9.242097e+00,1.086878e+00
1.256750e-10,7.799499e+00,7.461373e+00,9.252346e+00,1.085688e+00
1.257000e-10,7.820855e+00,7.466202e+00,9.261583e+00,1.084476e+00
1.257250e-10,7.841853e+00,7.470958e+00,9.269788e+00,1.083245e+00
1.257500e-10,7.862153e+00,7.475623e+00,9.276947e+00,1.081997e+00
1.257750e-10,7.881430e+00,7.480180e+00,9.283048e+00,1.080737e+00
1.258000e-10,7.899379e+00,7.484610e+00,9.288084e+00,1.079465e+00
1.258250e-10,7.915725e+00,7.488897e+00,9.292050e+00,1.078186e+00
1.258500e-10,7.930221e+00,7.493026e+00,9.294946e+00,1.076901e+00
1.258750e-10,7.942656e+00,7.496982e+00,9.296779e+00,1.075613e+00
1.259000e-10,7.952854e+00,7.500749e+00,9.297554e+00,1.074326e+00
1.259250e-10,7.960682e+00,7.504316e+00,9.297286e+00,1.073041e+00
1.259500e-10,7.966047e+00,7.507669e+00,9.295991e+00,1.071761e+00
1.259750e-10,7.968901e+00,7.510797e+00,9.293690e+00,1.070490e+00
1.260000e-10,7.969240e+00,7.513691e+00,9.290406e+00,1.069230e+00
1.260250e-10,7.967102e+00,7.516340e+00,9.286168e+00,1.067983e+00
1.260500e-10,7.962574e+00,7.518736e+00,9.281008e+00,1.066751e+00
1.260750e-10,7.955782e+00,7.520873e+00,9.274960e+00,1.065538e+00
1.261000e-10,7.946896e+00,7.522744e+00,9.268062e+00,1.064346e+00
1.261250e-10,7.936125e+00,7.524344e+00,9.260355e+00,1.063177e+00
1.261500e-10,7.923714e+00,7.525670e+00,9.251882e+00,1.062034e+00
1.261750e-10,7.909943e+00,7.526719e+00,9.242689e+00,1.060919e+00
1.262000e-10,7.895122e+00,7.527489e+00,9.232822e+00,1.059834e+00
1.262250e-10,7.879587e+00,7.527979e+00,9.222329e+00,1.058782e+00
1.262500e-10,7.863693e+00,7.528191e+00,9.211261e+00,1.057765e+00
1.262750e-10,7.847811e+00,7.528126e+00,9.199668e+00,1.056784e+00
1.263000e-10,7.832324e+00,7.527788e+00,9.187600e+00,1.055843e+00
1.263250e-10,7.817617e+00,7.527180e+00,9.175108e+00,1.054942e+00
1.263500e-10,7.804072e+00,7.526307e+00,9.162243e+00,1.054085e+00
1.263750e-10,7.792064e+00,7.525175e+00,9.149053e+00,1.053272e+00
1.264000e-10,7.781951e+00,7.523792e+00,9.135587e+00,1.052506e+00
1.264250e-10,7.774071e+00,7.522165e+00,9.121891e+00,1.051789e+00
1.264500e-10,7.768733e+00,7.520304e+00,9.108011e+00,1.051121e+00
1.264750e-10,7.766214e+00,7.518218e+00,9.093989e+00,1.050506e+00
1.265000e-10,7.766753e+00,7.515919e+00,9.079866e+00,1.049943e+00
1.265250e-10,7.770543e+00,7.513417e+00,9.065680e+00,1.049436e+00
1.265500e-10,7.777733e+00,7.510726e+00,9.051466e+00,1.048984e+00
1.265750e-10,7.788422e+00,7.507858e+00,9.037255e+00,1.048589e+00
1.266000e-10,7.802655e+00,7.504826e+00,9.023077e+00,1.048252e+00
1.266250e-10,7.820425e+00,7.501646e+00,9.008956e+00,1.047974e+00
1.266500e-10,7.841671e+00,7.498333e+00,8.994915e+00,1.047756e+00
1.266750e-10,7.866282e+00,7.494900e+00,8.980971e+00,1.047599e+00
1.267000e-10,7.894092e+00,7.491365e+00,8.967141e+00,1.047503e+00
1.267250e-10,7.924890e+00,7.487744e+00,8.953435e+00,1.047469e+00
1.267500e-10,7.958419e+00,7.484052e+00,8.939862e+00,1.047497e+00
1.267750e-10,7.994384e+00,7.480306e+00,8.926425e+00,1.047587e+00
1.268000e-10,8.032452e+00,7.476524e+00,8.913127e+00,1.047740e+00
1.268250e-10,8.072261e+00,7.472721e+00,8.899966e+00,1.047955e+00
1.268500e-10,8.113425e+00,7.468915e+00,8.886937e+00,1.048232e+00
1.268750e-10,8.155541e+00,7.465121e+00,8.874032e+00,1.048571e+00
1.269000e-10,8.198191e+00,7.461358e+00,8.861242e+00,1.048971e+00
1.269250e-10,8.240951e+00,7.457640e+00,8.848555e+00,1.049431e+00
1.269500e-10,8.283398e+00,7.453985e+00,8.835956e+00,1.049952e+00
1.269750e-10,8.325110e+00,7.450406e+00,8.823430e+00,1.050531e+00
1.270000e-10,8.365675e+00,7.446921e+00,8.810959e+00,1.051169e+00
1.270250e-10,8.404697e+00,7.443542e+00,8.798526e+00,1.051864e+00
1.270500e-10,8.441795e+00,7.440285e+00,8.786110e+00,1.052614e+00
1.270750e-10,8.476610e+00,7.437162e+00,8.773693e+00,1.053418e+00
1.271000e-10,8.508808e+00,7.434187e+00,8.761255e+00,1.054275e+00
1.271250e-10,8.538086e+00,7.431371e+00,8.748777e+00,1.055183e+00
1.271500e-10,8.564167e+00,7.428725e+00,8.736239e+00,1.056141e+00
1.271750e-10,8.586811e+00,7.426260e+00,8.723623e+00,1.057146e+00
1.272000e-10,8.605812e+00,7.423985e+00,8.710914e+00,1.058196e+00
1.272250e-10,8.621002e+00,7.421909e+00,8.698094e+00,1.059290e+00
1.272500e-10,8.632251e+00,7.420039e+00,8.685150e+00,1.060425e+00
1.272750e-10,8.639470e+00,7.418382e+00,8.672071e+00,1.061600e+00
1.273000e-10,8.642610e+00,7.416943e+00,8.658847e+00,1.062810e+00
1.273250e-10,8.641662e+00,7.415727e+00,8.645471e+00,1.064055e+00
1.273500e-10,8.636661e+00,7.414737e+00,8.631938e+00,1.065332e+00
1.273750e-10,8.627679e+00,7.413976e+00,8.618247e+00,1.066638e+00
1.274000e-10,8.614828e+00,7.413445e+00,8.604397e+00,1.067970e+00
1.274250e-10,8.598261e+00,7.413143e+00,8.590394e+00,1.069326e+00
1.274500e-10,8.578164e+00,7.413072e+00,8.576244e+00,1.070702e+00
1.274750e-10,8.554757e+00,7.413228e+00,8.561958e+00,1.072097e+00
1.275000e-10,8.528293e+00,7.413608e+00,8.547547e+00,1.073506e+00
1.275250e-10,8.499053e+00,7.414210e+00,8.533029e+00,1.074927e+00
1.275500e-10,8.467341e+00,7.415028e+00,8.518421e+00,1.076358e+00
1.275750e-10,8.433485e+00,7.416057e+00,8.503747e+00,1.077794e+00
1.276000e-10,8.397830e+00,7.417290e+00,8.489028e+00,1.079233e+00
1.276250e-10,8.360733e+00,7.418720e+00,8.474293e+00,1.080671e+00
1.276500e-10,8.322566e+00,7.420338e+00,8.459569e+00,1.082106e+00
1.276750e-10,8.283701e+00,7.422135e+00,8.444888e+00,1.083535e+00
1.277000e-10,8.244515e+00,7.424102e+00,8.430280e+00,1.084953e+00
1.277250e-10,8.205383e+00,7.426228e+00,8.415780e+00,1.086358e+00
1.277500e-10,8.166672e+00,7.428503e+00,8.401420e+00,1.087747e+00
1.277750e-10,8.128738e+00,7.430914e+00,8.387236e+00,1.089117e+00
1.278000e-10,8.091923e+00,7.433449e+00,8.373262e+00,1.090464e+00
1.278250e-10,8.056550e+00,7.436097e+00,8.359531e+00,1.091786e+00
1.278500e-10,8.022917e+00,7.438844e+00,8.346077e+00,1.093079e+00
1.278750e-10,7.991300e+00,7.441677e+00,8.332932e+00,1.094341e+00
1.279000e-10,7.961942e+00,7.444583e+00,8.320125e+00,1.095567e+00
1.279250e-10,7.935054e+00,7.447548e+00,8.307684e+00,1.096757e+00
1.279500e-10,7.910812e+00,7.450558e+00,8.295635e+00,1.097906e+00
1.279750e-10,7.889354e+00,7.453600e+00,8.284000e+00,1.099012e+00
1.280000e-10,7.870780e+00,7.456660e+00,8.272796e+00,1.100073e+00
1.280250e-10,7.855150e+00,7.459723e+00,8.262040e+00,1.101085e+00
1.280500e-10,7.842482e+00,7.462777e+00,8.251742e+00,1.102048e+00
1.280750e-10,7.832755e+00,7.465808e+00,8.241907e+00,1.102958e+00
1.281000e-10,7.825909e+00,7.468803e+00,8.232538e+00,1.103813e+00
1.281250e-10,7.821843e+00,7.471749e+00,8.223631e+00,1.104611e+00
1.281500e-10,7.820423e+00,7.474633e+00,8.215178e+00,1.105351e+00
1.281750e-10,7.821479e+00,7.477443e+00,8.207165e+00,1.106031e+00
1.282000e-10,7.824812e+00,7.480168e+00,8.199574e+00,1.106650e+00
1.282250e-10,7.830194e+00,7.482795e+00,8.192381e+00,1.107205e+00
1.282500e-10,7.837376e+00,7.485315e+00,8.185557e+00,1.107696e+00
1.282750e-10,7.846089e+00,7.487717e+00,8.179070e+00,1.108122e+00
1.283000e-10,7.856050e+00,7.489991e+00,8.172879e+00,1.108483e+00
1.283250e-10,7.866965e+00,7.492129e+00,8.166943e+00,1.108777e+00
1.283500e-10,7.878537e+00,7.494122e+00,8.161215e+00,1.109004e+00
1.283750e-10,7.890467e+00,7.495962e+00,8.155645e+00,1.109164e+00
1.284000e-10,7.902462e+00,7.497642e+00,8.150178e+00,1.109256e+00
1.284250e-10,7.914238e+00,7.499157e+00,8.144757e+00,1.109282e+00
1.284500e-10,7.925524e+00,7.500501e+00,8.139323e+00,1.109241e+00
1.284750e-10,7.936069e+00,7.501669e+00,8.133816e+00,1.109133e+00
1.285000e-10,7.945644e+00,7.502657e+00,8.128172e+00,1.108960e+00
1.285250e-10,7.954042e+00,7.503462e+00,8.122328e+00,1.108723e+00
1.285500e-10,7.961090e+00,7.504081e+00,8.116221e+00,1.108422e+00
1.285750e-10,7.966644e+00,7.504514e+00,8.109788e+00,1.108058e+00
1.286000e-10,7.970594e+00,7.504759e+00,8.102967e+00,1.107633e+00
1.286250e-10,7.972865e+00,7.504816e+00,8.095697e+00,1.107148e+00
1.286500e-10,7.973420e+00,7.504686e+00,8.087920e+00,1.106606e+00
1.286750e-10,7.972259e+00,7.504370e+00,8.079580e+00,1.106008e+00
1.287000e-10,7.969418e+00,7.503871e+00,8.070626e+00,1.105355e+00
1.287250e-10,7.964969e+00,7.503192e+00,8.061009e+00,1.104651e+00
1.287500e-10,7.959019e+00,7.502337e+00,8.050686e+00,1.103897e+00
1.287750e-10,7.951708e+00,7.501310e+00,8.039617e+00,1.103096e+00
1.288000e-10,7.943204e+00,7.500116e+00,8.027770e+00,1.102250e+00
1.288250e-10,7.933702e+00,7.498761e+00,8.015117e+00,1.101362e+00
1.288500e-10,7.923420e+00,7.497251e+00,8.001637e+00,1.100434e+00
1.288750e-10,7.912589e+00,7.495594e+00,7.987316e+00,1.099470e+00
1.289000e-10,7.901458e+00,7.493796e+00,7.972146e+00,1.098472e+00
1.289250e-10,7.890277e+00,7.491867e+00,7.956128e+00,1.097444e+00
1.289500e-10,7.879301e+00,7.489815e+00,7.939269e+00,1.096387e+00
1.289750e-10,7.868780e+00,7.487648e+00,7.921586e+00,1.095307e+00
1.290000e-10,7.858952e+00,7.485377e+00,7.903101e+00,1.094204e+00
1.290250e-10,7.850040e+00,7.483010e+00,7.883846e+00,1.093084e+00
1.290500e-10,7.842247e+00,7.480559e+00,7.863861e+00,1.091948e+00
1.290750e-10,7.835750e+00,7.478033e+00,7.843194e+00,1.090801e+00
1.291000e-10,7.830696e+00,7.475444e+00,7.821900e+00,1.089645e+00
1.291250e-10,7.827200e+00,7.472802e+00,7.800042e+00,1.088484e+00
1.291500e-10,7.825340e+00,7.470118e+00,7.777692e+00,1.087321e+00
1.291750e-10,7.825156e+00,7.467403e+00,7.754927e+00,1.086158e+00
1.292000e-10,7.826652e+00,7.464668e+00,7.731833e+00,1.085000e+00
1.292250e-10,7.829789e+00,7.461925e+00,7.708500e+00,1.083848e+00
1.292500e-10,7.834492e+00,7.459185e+00,7.685024e+00,1.082707e+00
1.292750e-10,7.840649e+00,7.456457e+00,7.661509e+00,1.081579e+00
1.293000e-10,7.848111e+00,7.453754e+00,7.638061e+00,1.080466e+00
1.293250e-10,7.856700e+00,7.451086e+00,7.614788e+00,1.079372e+00
1.293500e-10,7.866207e+00,7.448463e+00,7.591805e+00,1.078298e+00
1.293750e-10,7.876400e+00,7.445895e+00,7.569224e+00,1.077247e+00
1.294000e-10,7.887028e+00,7.443392e+00,7.547163e+00,1.076222e+00
1.294250e-10,7.897825e+00,7.440963e+00,7.525736e+00,1.075225e+00
1.294500e-10,7.908516e+00,7.438618e+00,7.505058e+00,1.074257e+00
1.294750e-10,7.918822e+00,7.436364e+00,7.485241e+00,1.073320e+00
1.295000e-10,7.928469e+00,7.434210e+00,7.466395e+00,1.072416e+00
1.295250e-10,7.937189e+00,7.432163e+00,7.448624e+00,1.071546e+00
1.295500e-10,7.944727e+00,7.430230e+00,7.432029e+00,1.070711e+00
1.295750e-10,7.950851e+00,7.428418e+00,7.416705e+00,1.069913e+00
1.296000e-10,7.955348e+00,7.426732e+00,7.402738e+00,1.069152e+00
1.296250e-10,7.958038e+00,7.425177e+00,7.390208e+00,1.068430e+00
1.296500e-10,7.958770e+00,7.423758e+00,7.379186e+00,1.067745e+00
1.296750e-10,7.957433e+00,7.422479e+00,7.369733e+00,1.067099e+00
1.297000e-10,7.953952e+00,7.421343e+00,7.361903e+00,1.066492e+00
1.297250e-10,7.948294e+00,7.420352e+00,7.355735e+00,1.065923e+00
1.297500e-10,7.940469e+00,7.419508e+00,7.351261e+00,1.065393e+00
1.297750e-10,7.930529e+00,7.418813e+00,7.348501e+00,1.064901e+00
1.298000e-10,7.918570e+00,7.418266e+00,7.347462e+00,1.064445e+00
1.298250e-10,7.904730e+00,7.417868e+00,7.348141e+00,1.064026e+00
1.298500e-10,7.889185e+00,7.417618e+00,7.350523e+00,1.063643e+00
1.298750e-10,7.872150e+00,7.417514e+00,7.354583e+00,1.063294e+00
1.299000e-10,7.853876e+00,7.417554e+00,7.360283e+00,1.062978e+00
1.299250e-10,7.834640e+00,7.417735e+00,7.367576e+00,1.062693e+00
1.299500e-10,7.814747e+00,7.418054e+00,7.376403e+00,1.062439e+00
1.299750e-10,7.794523e+00,7.418507e+00,7.386696e+00,1.062213e+00
1.300000e-10,7.774308e+00,7.419089e+00,7.398379e+00,1.062014e+00
1.300250e-10,7.754448e+00,7.419795e+00,7.411366e+00,1.061840e+00
1.300500e-10,7.735295e+00,7.420620e+00,7.425565e+00,1.061689e+00
1.300750e-10,7.717195e+00,7.421558e+00,7.440877e+00,1.061559e+00
1.301000e-10,7.700484e+00,7.422602e+00,7.457195e+00,1.061449e+00
1.301250e-10,7.685481e+00,7.423745e+00,7.474411e+00,1.061355e+00
1.301500e-10,7.672481e+00,7.424981e+00,7.492412e+00,1.061277e+00
1.301750e-10,7.661752e+00,7.426301e+00,7.511082e+00,1.061211e+00
1.302000e-10,7.653527e+00,7.427698e+00,7.530302e+00,1.061156e+00
1.302250e-10,7.648002e+00,7.429164e+00,7.549956e+00,1.061110e+00
1.302500e-10,7.645328e+00,7.430691e+00,7.569927e+00,1.061071e+00
1.302750e-10,7.645615e+00,7.432270e+00,7.590098e+00,1.061036e+00
1.303000e-10,7.648919e+00,7.433892e+00,7.610357e+00,1.061004e+00
1.303250e-10,7.655252e+00,7.435549e+00,7.630594e+00,1.060972e+00
1.303500e-10,7.664575e+00,7.437233e+00,7.650703e+00,1.060939e+00
1.303750e-10,7.676797e+00,7.438935e+00,7.670586e+00,1.060902e+00
1.304000e-10,7.691783e+00,7.440645e+00,7.690147e+00,1.060861e+00
1.304250e-10,7.709352e+00,7.442357e+00,7.709299e+00,1.060813e+00
1.304500e-10,7.729280e+00,7.444061e+00,7.727961e+00,1.060756e+00
1.304750e-10,7.751309e+00,7.445748e+00,7.746060e+00,1.060689e+00
1.305000e-10,7.775144e+00,7.447412e+00,7.763532e+00,1.060611e+00
1.305250e-10,7.800468e+00,7.449044e+00,7.780321e+00,1.060521e+00
1.305500e-10,7.826942e+00,7.450636e+00,7.796377e+00,1.060417e+00
1.305750e-10,7.854211e+00,7.452182e+00,7.811662e+00,1.060298e+00
1.306000e-10,7.881914e+00,7.453674e+00,7.826146e+00,1.060163e+00
1.306250e-10,7.909688e+00,7.455106e+00,7.839809e+00,1.060012e+00
1.306500e-10,7.937174e+00,7.456471e+00,7.852637e+00,1.059844e+00
1.306750e-10,7.964022e+00,7.457764e+00,7.864627e+00,1.059659e+00
1.307000e-10,7.989899e+00,7.458979e+00,7.875786e+00,1.059455e+00
1.307250e-10,8.014488e+00,7.460111e+00,7.886125e+00,1.059234e+00
1.307500e-10,8.037499e+00,7.461156e+00,7.895669e+00,1.058995e+00
1.307750e-10,8.058665e+00,7.462109e+00,7.904445e+00,1.058737e+00
1.308000e-10,8.077751e+00,7.462968e+00,7.912492e+00,1.058463e+00
1.308250e-10,8.094551e+00,7.463728e+00,7.919853e+00,1.058171e+00
1.308500e-10,8.108893e+00,7.464387e+00,7.926578e+00,1.057862e+00
1.308750e-10,8.120639e+00,7.464943e+00,7.932724e+00,1.057538e+00
1.309000e-10,8.129686e+00,7.465395e+00,7.938351e+00,1.057199e+00
1.309250e-10,8.135966e+00,7.465741e+00,7.943525e+00,1.056845e+00
1.309500e-10,8.139445e+00,7.465981e+00,7.948316e+00,1.056480e+00
1.309750e-10,8.140125e+00,7.466114e+00,7.952795e+00,1.056102e+00
1.310000e-10,8.138041e+00,7.466142e+00,7.957037e+00,1.055715e+00
1.310250e-10,8.133261e+00,7.466064e+00,7.961118e+00,1.055319e+00
1.310500e-10,8.125883e+00,7.465883e+00,7.965115e+00,1.054916e+00
1.310750e-10,8.116038e+00,7.465599e+00,7.969103e+00,1.054508e+00
1.311000e-10,8.103880e+00,7.465217e+00,7.973159e+00,1.054097e+00
1.311250e-10,8.089594e+00,7.464737e+00,7.977354e+00,1.053684e+00
1.311500e-10,8.073384e+00,7.464164e+00,7.981761e+00,1.053272e+00
1.311750e-10,8.055476e+00,7.463501e+00,7.986445e+00,1.052862e+00
1.312000e-10,8.036114e+00,7.462752e+00,7.991470e+00,1.052457e+00
1.312250e-10,8.015557e+00,7.461921e+00,7.996894e+00,1.052059e+00
1.312500e-10,7.994074e+00,7.461013e+00,8.002769e+00,1.051669e+00
1.312750e-10,7.971942e+00,7.460033e+00,8.009140e+00,1.051291e+00
1.313000e-10,7.949446e+00,7.458986e+00,8.016047e+00,1.050926e+00
1.313250e-10,7.926868e+00,7.457878e+00,8.023521e+00,1.050576e+00
1.313500e-10,7.904490e+00,7.456715e+00,8.031587e+00,1.050244e+00
1.313750e-10,7.882588e+00,7.455503e+00,8.040261e+00,1.049931e+00
1.314000e-10,7.861428e+00,7.454247e+00,8.049551e+00,1.049640e+00
1.314250e-10,7.841265e+00,7.452955e+00,8.059455e+00,1.049373e+00
1.314500e-10,7.822337e+00,7.451632e+00,8.069965e+00,1.049132e+00
1.314750e-10,7.804861e+00,7.450286e+00,8.081064e+00,1.048917e+00
1.315000e-10,7.789034e+00,7.448922e+00,8.092726e+00,1.048732e+00
1.315250e-10,7.775030e+00,7.447548e+00,8.104916e+00,1.048578e+00
1.315500e-10,7.762992e+00,7.446171e+00,8.117594e+00,1.048457e+00
1.315750e-10,7.753037e+00,7.444796e+00,8.130709e+00,1.048369e+00
1.316000e-10,7.745251e+00,7.443430e+00,8.144205e+00,1.048316e+00
1.316250e-10,7.739687e+00,7.442080e+00,8.158020e+00,1.048300e+00
1.316500e-10,7.736368e+00,7.440752e+00,8.172084e+00,1.048320e+00
1.316750e-10,7.735281e+00,7.439453e+00,8.186322e+00,1.048379e+00
1.317000e-10,7.736386e+00,7.438187e+00,8.200656e+00,1.048477e+00
1.317250e-10,7.739606e+00,7.436962e+00,8.215000e+00,1.048614e+00
1.317500e-10,7.744837e+00,7.435782e+00,8.229269e+00,1.048790e+00
1.317750e-10,7.751947e+00,7.434653e+00,8.243370e+00,1.049007e+00
1.318000e-10,7.760776e+00,7.433580e+00,8.257212e+00,1.049263e+00
1.318250e-10,7.771142e+00,7.432567e+00,8.270700e+00,1.049559e+00
1.318500e-10,7.782842e+00,7.431619e+00,8.283739e+00,1.049894e+00
1.318750e-10,7.795654e+00,7.430739e+00,8.296233e+00,1.050267e+00
1.319000e-10,7.809344e+00,7.429933e+00,8.308089e+00,1.050679e+00
1.319250e-10,7.823669e+00,7.429202e+00,8.319211e+00,1.051128e+00
1.319500e-10,7.838375e+00,7.428549e+00,8.329508e+00,1.051613e+00
1.319750e-10,7.853211e+00,7.427978e+00,8.338891e+00,1.052132e+00
1.320000e-10,7.867923e+00,7.427490e+00,8.347272e+00,1.052684e+00
1.320250e-10,7.882266e+00,7.427087e+00,8.354569e+00,1.053268e+00
1.320500e-10,7.896001e+00,7.426770e+00,8.360703e+00,1.053882e+00
1.320750e-10,7.908903e+00,7.426540e+00,8.365599e+00,1.054524e+00
1.321000e-10,7.920763e+00,7.426398e+00,8.369190e+00,1.055192e+00
1.321250e-10,7.931393e+00,7.426343e+00,8.371410e+00,1.055883e+00
1.321500e-10,7.940624e+00,7.426375e+00,8.372203e+00,1.056595e+00
1.321750e-10,7.948313e+00,7.426493e+00,8.371519e+00,1.057326e+00
1.322000e-10,7.954346e+00,7.426696e+00,8.369314e+00,1.058073e+00
1.322250e-10,7.958635e+00,7.426983e+00,8.365551e+00,1.058834e+00
1.322500e-10,7.961123e+00,7.427350e+00,8.360203e+00,1.059606e+00
1.322750e-10,7.961785e+00,7.427797e+00,8.353248e+00,1.060385e+00
1.323000e-10,7.960627e+00,7.428320e+00,8.344674e+00,1.061169e+00
1.323250e-10,7.957686e+00,7.428916e+00,8.334478e+00,1.061955e+00
1.323500e-10,7.953032e+00,7.429582e+00,8.322665e+00,1.062739e+00
1.323750e-10,7.946762e+00,7.430314e+00,8.309249e+00,1.063520e+00
1.324000e-10,7.939006e+00,7.431109e+00,8.294254e+00,1.064293e+00
1.324250e-10,7.929916e+00,7.431961e+00,8.277713e+00,1.065055e+00
1.324500e-10,7.919671e+00,7.432866e+00,8.259669e+00,1.065804e+00
1.324750e-10,7.908469e+00,7.433821e+00,8.240172e+00,1.066537e+00
1.325000e-10,7.896526e+00,7.434819e+00,8.219284e+00,1.067249e+00
1.325250e-10,7.884072e+00,7.435856e+00,8.197075e+00,1.067939e+00
1.325500e-10,7.871345e+00,7.436927e+00,8.173626e+00,1.068602e+00
1.325750e-10,7.858590e+00,7.438027e+00,8.149024e+00,1.069238e+00
1.326000e-10,7.846049e+00,7.439149e+00,8.123368e+00,1.069841e+00
1.326250e-10,7.833961e+00,7.440290e+00,8.096762e+00,1.070410e+00
1.326500e-10,7.822557e+00,7.441442e+00,8.069321e+00,1.070943e+00
1.326750e-10,7.812051e+00,7.442601e+00,8.041164e+00,1.071436e+00
1.327000e-10,7.802642e+00,7.443762e+00,8.012420e+00,1.071886e+00
1.327250e-10,7.794506e+00,7.444918e+00,7.983221e+00,1.072293e+00
1.327500e-10,7.787792e+00,7.446064e+00,7.953706e+00,1.072653e+00
1.327750e-10,7.782623e+00,7.447196e+00,7.924016e+00,1.072965e+00
1.328000e-10,7.779089e+00,7.448308e+00,7.894296e+00,1.073226e+00
1.328250e-10,7.777250e+00,7.449394e+00,7.864691e+00,1.073436e+00
1.328500e-10,7.777130e+00,7.450451e+00,7.835349e+00,1.073592e+00
1.328750e-10,7.778720e+00,7.451473e+00,7.806415e+00,1.073692e+00
1.329000e-10,7.781977e+00,7.452456e+00,7.778033e+00,1.073737e+00
1.329250e-10,7.786825e+00,7.453395e+00,7.750340e+00,1.073725e+00
1.329500e-10,7.793156e+00,7.454286e+00,7.723472e+00,1.073655e+00
1.329750e-10,7.800834e+00,7.455127e+00,7.697556e+00,1.073526e+00
1.330000e-10,7.809695e+00,7.455912e+00,7.672711e+00,1.073339e+00
1.330250e-10,7.819552e+00,7.456638e+00,7.649049e+00,1.073092e+00
1.330500e-10,7.830197e+00,7.457304e+00,7.626669e+00,1.072786e+00
1.330750e-10,7.841408e+00,7.457905e+00,7.605660e+00,1.072422e+00
1.331000e-10,7.852948e+00,7.458439e+00,7.586099e+00,1.071998e+00
1.331250e-10,7.864577e+00,7.458905e+00,7.568049e+00,1.071517e+00
1.331500e-10,7.876048e+00,7.459300e+00,7.551561e+00,1.070978e+00
1.331750e-10,7.887117e+00,7.459623e+00,7.536670e+00,1.070383e+00
1.332000e-10,7.897548e+00,7.459873e+00,7.523399e+00,1.069734e+00
1.332250e-10,7.907112e+00,7.460048e+00,7.511754e+00,1.069030e+00
1.332500e-10,7.915598e+00,7.460150e+00,7.501728e+00,1.068274e+00
1.332750e-10,7.922811e+00,7.460176e+00,7.493300e+00,1.067468e+00
1.333000e-10,7.928578e+00,7.460128e+00,7.486437e+00,1.066614e+00
1.333250e-10,7.932753e+00,7.460005e+00,7.481089e+00,1.065713e+00
1.333500e-10,7.935215e+00,7.459809e+00,7.477198e+00,1.064768e+00
1.333750e-10,7.935873e+00,7.459541e+00,7.474693e+00,1.063781e+00
