time,"I(LD)","I(BD)","I(BS)","I(ROUT)"
1.095000e-11,8.042369e-08,-3.082748e-08,1.938635e-07,8.042369e-08
1.096000e-11,8.056117e-08,-3.083782e-08,1.932166e-07,8.056117e-08
1.097000e-11,8.070265e-08,-3.085167e-08,1.925662e-07,8.070265e-08
1.098000e-11,8.084782e-08,-3.086894e-08,1.919124e-07,8.084782e-08
1.099000e-11,8.099640e-08,-3.088954e-08,1.912554e-07,8.099640e-08
1.100000e-11,8.114809e-08,-3.091337e-08,1.905953e-07,8.114809e-08
1.101000e-11,8.130262e-08,-3.094032e-08,1.899323e-07,8.130262e-08
1.102000e-11,8.145970e-08,-3.097032e-08,1.892664e-07,8.145970e-08
1.103000e-11,8.161905e-08,-3.100324e-08,1.885979e-07,8.161905e-08
1.104000e-11,8.178039e-08,-3.103899e-08,1.879269e-07,8.178039e-08
1.105000e-11,8.194345e-08,-3.107747e-08,1.872535e-07,8.194345e-08
1.106000e-11,8.210797e-08,-3.111857e-08,1.865780e-07,8.210797e-08
1.107000e-11,8.227367e-08,-3.116218e-08,1.859004e-07,8.227367e-08
1.108000e-11,8.244031e-08,-3.120819e-08,1.852208e-07,8.244031e-08
1.109000e-11,8.260761e-08,-3.125651e-08,1.845396e-07,8.260761e-08
1.110000e-11,8.277533e-08,-3.130701e-08,1.838568e-07,8.277533e-08
1.111000e-11,8.294322e-08,-3.135960e-08,1.831726e-07,8.294322e-08
1.112000e-11,8.311103e-08,-3.141415e-08,1.824871e-07,8.311103e-08
1.113000e-11,8.327853e-08,-3.147055e-08,1.818006e-07,8.327853e-08
1.114000e-11,8.344548e-08,-3.152870e-08,1.811131e-07,8.344548e-08
1.115000e-11,8.361166e-08,-3.158848e-08,1.804248e-07,8.361166e-08
1.116000e-11,8.377683e-08,-3.164978e-08,1.797360e-07,8.377683e-08
1.117000e-11,8.394077e-08,-3.171249e-08,1.790467e-07,8.394077e-08
1.118000e-11,8.410328e-08,-3.177649e-08,1.783571e-07,8.410328e-08
1.119000e-11,8.426414e-08,-3.184166e-08,1.776675e-07,8.426414e-08
1.120000e-11,8.442314e-08,-3.190790e-08,1.769778e-07,8.442314e-08
1.121000e-11,8.458009e-08,-3.197510e-08,1.762884e-07,8.458009e-08
1.122000e-11,8.473480e-08,-3.204313e-08,1.755994e-07,8.473480e-08
1.123000e-11,8.488707e-08,-3.211188e-08,1.749109e-07,8.488707e-08
1.124000e-11,8.503671e-08,-3.218125e-08,1.742231e-07,8.503671e-08
1.125000e-11,8.518356e-08,-3.225112e-08,1.735362e-07,8.518356e-08
1.126000e-11,8.532744e-08,-3.232138e-08,1.728503e-07,8.532744e-08
1.127000e-11,8.546818e-08,-3.239192e-08,1.721656e-07,8.546818e-08
1.128000e-11,8.560563e-08,-3.246262e-08,1.714822e-07,8.560563e-08
1.129000e-11,8.573962e-08,-3.253339e-08,1.708003e-07,8.573962e-08
1.130000e-11,8.587000e-08,-3.260410e-08,1.701201e-07,8.587000e-08
1.131000e-11,8.599664e-08,-3.267465e-08,1.694416e-07,8.599664e-08
1.132000e-11,8.611939e-08,-3.274493e-08,1.687651e-07,8.611939e-08
1.133000e-11,8.623812e-08,-3.281484e-08,1.680908e-07,8.623812e-08
1.134000e-11,8.635270e-08,-3.288427e-08,1.674186e-07,8.635270e-08
1.135000e-11,8.646301e-08,-3.295313e-08,1.667489e-07,8.646301e-08
1.136000e-11,8.656894e-08,-3.302129e-08,1.660817e-07,8.656894e-08
1.137000e-11,8.667038e-08,-3.308868e-08,1.654172e-07,8.667038e-08
1.138000e-11,8.676721e-08,-3.315518e-08,1.647555e-07,8.676721e-08
1.139000e-11,8.685935e-08,-3.322069e-08,1.640968e-07,8.685935e-08
1.140000e-11,8.694670e-08,-3.328513e-08,1.634412e-07,8.694670e-08
1.141000e-11,8.702916e-08,-3.334839e-08,1.627889e-07,8.702916e-08
1.142000e-11,8.710667e-08,-3.341039e-08,1.621398e-07,8.710667e-08
1.143000e-11,8.717915e-08,-3.347102e-08,1.614943e-07,8.717915e-08
1.144000e-11,8.724651e-08,-3.353020e-08,1.608525e-07,8.724651e-08
1.145000e-11,8.730870e-08,-3.358785e-08,1.602143e-07,8.730871e-08
1.146000e-11,8.736567e-08,-3.364387e-08,1.595800e-07,8.736567e-08
1.147000e-11,8.741734e-08,-3.369818e-08,1.589497e-07,8.741734e-08
1.148000e-11,8.746368e-08,-3.375070e-08,1.583235e-07,8.746368e-08
1.149000e-11,8.750465e-08,-3.380135e-08,1.577015e-07,8.750465e-08
1.150000e-11,8.754019e-08,-3.385005e-08,1.570838e-07,8.754019e-08
1.151000e-11,8.757029e-08,-3.389673e-08,1.564706e-07,8.757029e-08
1.152000e-11,8.759490e-08,-3.394130e-08,1.558619e-07,8.759490e-08
1.153000e-11,8.761402e-08,-3.398370e-08,1.552577e-07,8.761402e-08
1.154000e-11,8.762762e-08,-3.402386e-08,1.546584e-07,8.762762e-08
1.155000e-11,8.763569e-08,-3.406171e-08,1.540638e-07,8.763569e-08
1.156000e-11,8.763821e-08,-3.409719e-08,1.534741e-07,8.763821e-08
1.157000e-11,8.763520e-08,-3.413022e-08,1.528894e-07,8.763520e-08
1.158000e-11,8.762664e-08,-3.416076e-08,1.523098e-07,8.762664e-08
1.159000e-11,8.761255e-08,-3.418875e-08,1.517353e-07,8.761255e-08
1.160000e-11,8.759293e-08,-3.421412e-08,1.511661e-07,8.759293e-08
1.161000e-11,8.756780e-08,-3.423683e-08,1.506021e-07,8.756781e-08
1.162000e-11,8.753719e-08,-3.425683e-08,1.500435e-07,8.753719e-08
1.163000e-11,8.750111e-08,-3.427406e-08,1.494904e-07,8.750111e-08
1.164000e-11,8.745959e-08,-3.428848e-08,1.489427e-07,8.745959e-08
1.165000e-11,8.741266e-08,-3.430005e-08,1.484006e-07,8.741266e-08
1.166000e-11,8.736036e-08,-3.430872e-08,1.478641e-07,8.736036e-08
1.167000e-11,8.730273e-08,-3.431446e-08,1.473333e-07,8.730273e-08
1.168000e-11,8.723982e-08,-3.431724e-08,1.468081e-07,8.723982e-08
1.169000e-11,8.717167e-08,-3.431701e-08,1.462888e-07,8.717167e-08
1.170000e-11,8.709833e-08,-3.431376e-08,1.457752e-07,8.709833e-08
1.171000e-11,8.701986e-08,-3.430744e-08,1.452674e-07,8.701986e-08
1.172000e-11,8.693631e-08,-3.429803e-08,1.447655e-07,8.693631e-08
1.173000e-11,8.684776e-08,-3.428552e-08,1.442694e-07,8.684776e-08
1.174000e-11,8.675425e-08,-3.426988e-08,1.437793e-07,8.675425e-08
1.175000e-11,8.665586e-08,-3.425109e-08,1.432951e-07,8.665586e-08
1.176000e-11,8.655266e-08,-3.422914e-08,1.428169e-07,8.655266e-08
1.177000e-11,8.644473e-08,-3.420401e-08,1.423446e-07,8.644473e-08
1.178000e-11,8.633214e-08,-3.417570e-08,1.418784e-07,8.633214e-08
1.179000e-11,8.621496e-08,-3.414419e-08,1.414181e-07,8.621496e-08
1.180000e-11,8.609329e-08,-3.410948e-08,1.409638e-07,8.609329e-08
1.181000e-11,8.596720e-08,-3.407156e-08,1.405155e-07,8.596720e-08
1.182000e-11,8.583679e-08,-3.403045e-08,1.400732e-07,8.583679e-08
1.183000e-11,8.570213e-08,-3.398613e-08,1.396369e-07,8.570213e-08
1.184000e-11,8.556333e-08,-3.393861e-08,1.392066e-07,8.556333e-08
1.185000e-11,8.542047e-08,-3.388789e-08,1.387823e-07,8.542047e-08
1.186000e-11,8.527365e-08,-3.383400e-08,1.383639e-07,8.527365e-08
1.187000e-11,8.512296e-08,-3.377693e-08,1.379514e-07,8.512296e-08
1.188000e-11,8.496851e-08,-3.371671e-08,1.375449e-07,8.496851e-08
1.189000e-11,8.481040e-08,-3.365333e-08,1.371443e-07,8.481040e-08
1.190000e-11,8.464872e-08,-3.358684e-08,1.367495e-07,8.464872e-08
1.191000e-11,8.448358e-08,-3.351724e-08,1.363606e-07,8.448358e-08
1.192000e-11,8.431508e-08,-3.344455e-08,1.359774e-07,8.431508e-08
1.193000e-11,8.414333e-08,-3.336880e-08,1.356001e-07,8.414333e-08
1.194000e-11,8.396843e-08,-3.329002e-08,1.352284e-07,8.396843e-08
1.195000e-11,8.379049e-08,-3.320824e-08,1.348625e-07,8.379050e-08
1.196000e-11,8.360963e-08,-3.312348e-08,1.345022e-07,8.360963e-08
1.197000e-11,8.342594e-08,-3.303578e-08,1.341474e-07,8.342594e-08
1.198000e-11,8.323955e-08,-3.294517e-08,1.337983e-07,8.323955e-08
1.199000e-11,8.305055e-08,-3.285168e-08,1.334546e-07,8.305055e-08
1.200000e-11,8.285906e-08,-3.275537e-08,1.331164e-07,8.285906e-08
1.201000e-11,8.266519e-08,-3.265625e-08,1.327835e-07,8.266519e-08
1.202000e-11,8.246906e-08,-3.255439e-08,1.324560e-07,8.246906e-08
1.203000e-11,8.227076e-08,-3.244981e-08,1.321337e-07,8.227077e-08
1.204000e-11,8.207043e-08,-3.234257e-08,1.318166e-07,8.207043e-08
1.205000e-11,8.186816e-08,-3.223271e-08,1.315047e-07,8.186816e-08
1.206000e-11,8.166407e-08,-3.212027e-08,1.311978e-07,8.166407e-08
1.207000e-11,8.145827e-08,-3.200532e-08,1.308959e-07,8.145827e-08
1.208000e-11,8.125087e-08,-3.188789e-08,1.305989e-07,8.125087e-08
1.209000e-11,8.104199e-08,-3.176804e-08,1.303068e-07,8.104199e-08
1.210000e-11,8.083172e-08,-3.164583e-08,1.300194e-07,8.083172e-08
1.211000e-11,8.062020e-08,-3.152130e-08,1.297368e-07,8.062020e-08
1.212000e-11,8.040751e-08,-3.139452e-08,1.294587e-07,8.040751e-08
1.213000e-11,8.019377e-08,-3.126554e-08,1.291852e-07,8.019377e-08
1.214000e-11,7.997910e-08,-3.113442e-08,1.289162e-07,7.997910e-08
1.215000e-11,7.976359e-08,-3.100122e-08,1.286515e-07,7.976359e-08
1.216000e-11,7.954735e-08,-3.086600e-08,1.283911e-07,7.954735e-08
1.217000e-11,7.933049e-08,-3.072882e-08,1.281349e-07,7.933049e-08
1.218000e-11,7.911312e-08,-3.058974e-08,1.278828e-07,7.911312e-08
1.219000e-11,7.889533e-08,-3.044883e-08,1.276348e-07,7.889533e-08
1.220000e-11,7.867723e-08,-3.030615e-08,1.273906e-07,7.867723e-08
1.221000e-11,7.845892e-08,-3.016176e-08,1.271503e-07,7.845892e-08
1.222000e-11,7.824049e-08,-3.001573e-08,1.269138e-07,7.824049e-08
1.223000e-11,7.802206e-08,-2.986813e-08,1.266810e-07,7.802206e-08
1.224000e-11,7.780371e-08,-2.971901e-08,1.264517e-07,7.780371e-08
1.225000e-11,7.758554e-08,-2.956846e-08,1.262258e-07,7.758554e-08
1.226000e-11,7.736765e-08,-2.941653e-08,1.260034e-07,7.736765e-08
1.227000e-11,7.715012e-08,-2.926329e-08,1.257843e-07,7.715012e-08
1.228000e-11,7.693305e-08,-2.910882e-08,1.255683e-07,7.693305e-08
1.229000e-11,7.671653e-08,-2.895317e-08,1.253555e-07,7.671653e-08
1.230000e-11,7.650065e-08,-2.879643e-08,1.251456e-07,7.650065e-08
1.231000e-11,7.628549e-08,-2.863865e-08,1.249387e-07,7.628549e-08
1.232000e-11,7.607113e-08,-2.847990e-08,1.247346e-07,7.607113e-08
1.233000e-11,7.585767e-08,-2.832026e-08,1.245332e-07,7.585767e-08
1.234000e-11,7.564517e-08,-2.815980e-08,1.243344e-07,7.564517e-08
1.235000e-11,7.543373e-08,-2.799858e-08,1.241381e-07,7.543373e-08
1.236000e-11,7.522341e-08,-2.783667e-08,1.239443e-07,7.522341e-08
1.237000e-11,7.501429e-08,-2.767414e-08,1.237528e-07,7.501429e-08
1.238000e-11,7.480645e-08,-2.751106e-08,1.235636e-07,7.480645e-08
1.239000e-11,7.459995e-08,-2.734750e-08,1.233765e-07,7.459995e-08
1.240000e-11,7.439487e-08,-2.718352e-08,1.231914e-07,7.439487e-08
1.241000e-11,7.419128e-08,-2.701920e-08,1.230084e-07,7.419128e-08
1.242000e-11,7.398923e-08,-2.685459e-08,1.228271e-07,7.398923e-08
1.243000e-11,7.378879e-08,-2.668978e-08,1.226477e-07,7.378879e-08
1.244000e-11,7.359003e-08,-2.652482e-08,1.224700e-07,7.359003e-08
1.245000e-11,7.339300e-08,-2.635978e-08,1.222938e-07,7.339300e-08
1.246000e-11,7.319776e-08,-2.619472e-08,1.221191e-07,7.319776e-08
1.247000e-11,7.300437e-08,-2.602971e-08,1.219459e-07,7.300437e-08
1.248000e-11,7.281287e-08,-2.586482e-08,1.217739e-07,7.281287e-08
1.249000e-11,7.262332e-08,-2.570011e-08,1.216033e-07,7.262332e-08
1.250000e-11,7.243577e-08,-2.553564e-08,1.214337e-07,7.243577e-08
1.251000e-11,7.225027e-08,-2.537147e-08,1.212652e-07,7.225027e-08
1.252000e-11,7.206686e-08,-2.520766e-08,1.210977e-07,7.206686e-08
1.253000e-11,7.188558e-08,-2.504428e-08,1.209311e-07,7.188558e-08
1.254000e-11,7.170647e-08,-2.488138e-08,1.207653e-07,7.170647e-08
1.255000e-11,7.152957e-08,-2.471902e-08,1.206003e-07,7.152957e-08
1.256000e-11,7.135492e-08,-2.455727e-08,1.204359e-07,7.135492e-08
1.257000e-11,7.118256e-08,-2.439617e-08,1.202721e-07,7.118256e-08
1.258000e-11,7.101250e-08,-2.423578e-08,1.201087e-07,7.101250e-08
1.259000e-11,7.084480e-08,-2.407616e-08,1.199458e-07,7.084480e-08
1.260000e-11,7.067946e-08,-2.391736e-08,1.197833e-07,7.067946e-08
1.261000e-11,7.051653e-08,-2.375943e-08,1.196210e-07,7.051653e-08
1.262000e-11,7.035601e-08,-2.360242e-08,1.194589e-07,7.035601e-08
1.263000e-11,7.019795e-08,-2.344639e-08,1.192970e-07,7.019795e-08
1.264000e-11,7.004235e-08,-2.329138e-08,1.191351e-07,7.004235e-08
1.265000e-11,6.988923e-08,-2.313745e-08,1.189732e-07,6.988923e-08
1.266000e-11,6.973862e-08,-2.298463e-08,1.188113e-07,6.973862e-08
1.267000e-11,6.959051e-08,-2.283297e-08,1.186492e-07,6.959051e-08
1.268000e-11,6.944494e-08,-2.268252e-08,1.184869e-07,6.944494e-08
1.269000e-11,6.930191e-08,-2.253331e-08,1.183244e-07,6.930191e-08
1.270000e-11,6.916142e-08,-2.238540e-08,1.181616e-07,6.916142e-08
1.271000e-11,6.902348e-08,-2.223882e-08,1.179985e-07,6.902348e-08
1.272000e-11,6.888811e-08,-2.209361e-08,1.178349e-07,6.888811e-08
1.273000e-11,6.875529e-08,-2.194981e-08,1.176708e-07,6.875529e-08
1.274000e-11,6.862505e-08,-2.180745e-08,1.175062e-07,6.862505e-08
1.275000e-11,6.849736e-08,-2.166657e-08,1.173411e-07,6.849736e-08
1.276000e-11,6.837224e-08,-2.152719e-08,1.171753e-07,6.837224e-08
1.277000e-11,6.824968e-08,-2.138937e-08,1.170088e-07,6.824968e-08
1.278000e-11,6.812968e-08,-2.125311e-08,1.168417e-07,6.812968e-08
1.279000e-11,6.801222e-08,-2.111846e-08,1.166738e-07,6.801222e-08
1.280000e-11,6.789730e-08,-2.098544e-08,1.165051e-07,6.789730e-08
1.281000e-11,6.778491e-08,-2.085408e-08,1.163356e-07,6.778491e-08
1.282000e-11,6.767505e-08,-2.072439e-08,1.161652e-07,6.767505e-08
1.283000e-11,6.756769e-08,-2.059642e-08,1.159940e-07,6.756769e-08
1.284000e-11,6.746283e-08,-2.047017e-08,1.158218e-07,6.746283e-08
1.285000e-11,6.736044e-08,-2.034567e-08,1.156486e-07,6.736044e-08
1.286000e-11,6.726052e-08,-2.022293e-08,1.154744e-07,6.726052e-08
1.287000e-11,6.716304e-08,-2.010198e-08,1.152993e-07,6.716304e-08
1.288000e-11,6.706799e-08,-1.998283e-08,1.151230e-07,6.706799e-08
1.289000e-11,6.697534e-08,-1.986550e-08,1.149458e-07,6.697534e-08
1.290000e-11,6.688508e-08,-1.975000e-08,1.147674e-07,6.688508e-08
1.291000e-11,6.679718e-08,-1.963633e-08,1.145879e-07,6.679718e-08
1.292000e-11,6.671161e-08,-1.952453e-08,1.144073e-07,6.671161e-08
1.293000e-11,6.662836e-08,-1.941458e-08,1.142256e-07,6.662836e-08
1.294000e-11,6.654740e-08,-1.930650e-08,1.140426e-07,6.654740e-08
1.295000e-11,6.646870e-08,-1.920030e-08,1.138586e-07,6.646870e-08
1.296000e-11,6.639223e-08,-1.909598e-08,1.136733e-07,6.639223e-08
1.297000e-11,6.631796e-08,-1.899355e-08,1.134869e-07,6.631796e-08
1.298000e-11,6.624587e-08,-1.889300e-08,1.132992e-07,6.624587e-08
1.299000e-11,6.617593e-08,-1.879435e-08,1.131104e-07,6.617593e-08
1.300000e-11,6.610810e-08,-1.869758e-08,1.129203e-07,6.610810e-08
1.301000e-11,6.604235e-08,-1.860270e-08,1.127291e-07,6.604235e-08
1.302000e-11,6.597865e-08,-1.850970e-08,1.125366e-07,6.597865e-08
1.303000e-11,6.591696e-08,-1.841859e-08,1.123429e-07,6.591696e-08
1.304000e-11,6.585726e-08,-1.832936e-08,1.121480e-07,6.585726e-08
1.305000e-11,6.579951e-08,-1.824199e-08,1.119519e-07,6.579951e-08
1.306000e-11,6.574366e-08,-1.815649e-08,1.117546e-07,6.574366e-08
1.307000e-11,6.568970e-08,-1.807284e-08,1.115562e-07,6.568970e-08
1.308000e-11,6.563758e-08,-1.799103e-08,1.113565e-07,6.563758e-08
1.309000e-11,6.558726e-08,-1.791106e-08,1.111557e-07,6.558726e-08
1.310000e-11,6.553871e-08,-1.783291e-08,1.109537e-07,6.553871e-08
1.311000e-11,6.549189e-08,-1.775656e-08,1.107505e-07,6.549189e-08
1.312000e-11,6.544676e-08,-1.768201e-08,1.105462e-07,6.544676e-08
1.313000e-11,6.540329e-08,-1.760924e-08,1.103408e-07,6.540329e-08
1.314000e-11,6.536143e-08,-1.753823e-08,1.101343e-07,6.536143e-08
1.315000e-11,6.532116e-08,-1.746897e-08,1.099267e-07,6.532116e-08
1.316000e-11,6.528242e-08,-1.740143e-08,1.097181e-07,6.528242e-08
1.317000e-11,6.524518e-08,-1.733560e-08,1.095083e-07,6.524518e-08
1.318000e-11,6.520941e-08,-1.727145e-08,1.092976e-07,6.520941e-08
1.319000e-11,6.517506e-08,-1.720897e-08,1.090859e-07,6.517506e-08
1.320000e-11,6.514209e-08,-1.714814e-08,1.088732e-07,6.514209e-08
1.321000e-11,6.511046e-08,-1.708893e-08,1.086595e-07,6.511046e-08
1.322000e-11,6.508015e-08,-1.703131e-08,1.084449e-07,6.508015e-08
1.323000e-11,6.505109e-08,-1.697527e-08,1.082294e-07,6.505109e-08
1.324000e-11,6.502327e-08,-1.692078e-08,1.080130e-07,6.502327e-08
1.325000e-11,6.499663e-08,-1.686782e-08,1.077958e-07,6.499663e-08
1.326000e-11,6.497114e-08,-1.681634e-08,1.075777e-07,6.497114e-08
1.327000e-11,6.494676e-08,-1.676634e-08,1.073589e-07,6.494676e-08
1.328000e-11,6.492345e-08,-1.671778e-08,1.071393e-07,6.492345e-08
1.329000e-11,6.490118e-08,-1.667064e-08,1.069190e-07,6.490118e-08
1.330000e-11,6.487990e-08,-1.662487e-08,1.066980e-07,6.487990e-08
1.331000e-11,6.485957e-08,-1.658047e-08,1.064763e-07,6.485957e-08
1.332000e-11,6.484016e-08,-1.653739e-08,1.062540e-07,6.484016e-08
1.333000e-11,6.482164e-08,-1.649560e-08,1.060311e-07,6.482164e-08
1.334000e-11,6.480396e-08,-1.645508e-08,1.058077e-07,6.480396e-08
1.335000e-11,6.478709e-08,-1.641579e-08,1.055837e-07,6.478709e-08
1.336000e-11,6.477098e-08,-1.637770e-08,1.053593e-07,6.477098e-08
1.337000e-11,6.475561e-08,-1.634078e-08,1.051344e-07,6.475561e-08
1.338000e-11,6.474094e-08,-1.630499e-08,1.049091e-07,6.474094e-08
1.339000e-11,6.472693e-08,-1.627031e-08,1.046834e-07,6.472694e-08
1.340000e-11,6.471356e-08,-1.623670e-08,1.044574e-07,6.471356e-08
1.341000e-11,6.470077e-08,-1.620412e-08,1.042311e-07,6.470077e-08
1.342000e-11,6.468854e-08,-1.617255e-08,1.040045e-07,6.468854e-08
1.343000e-11,6.467685e-08,-1.614195e-08,1.037777e-07,6.467685e-08
1.344000e-11,6.466564e-08,-1.611229e-08,1.035507e-07,6.466564e-08
1.345000e-11,6.465489e-08,-1.608352e-08,1.033235e-07,6.465489e-08
1.346000e-11,6.464458e-08,-1.605563e-08,1.030963e-07,6.464458e-08
1.347000e-11,6.463465e-08,-1.602856e-08,1.028689e-07,6.463465e-08
1.348000e-11,6.462510e-08,-1.600230e-08,1.026416e-07,6.462510e-08
1.349000e-11,6.461588e-08,-1.597680e-08,1.024143e-07,6.461588e-08
1.350000e-11,6.460697e-08,-1.595203e-08,1.021870e-07,6.460697e-08
1.351000e-11,6.459833e-08,-1.592796e-08,1.019598e-07,6.459833e-08
1.352000e-11,6.458994e-08,-1.590455e-08,1.017327e-07,6.458994e-08
1.353000e-11,6.458178e-08,-1.588176e-08,1.015058e-07,6.458178e-08
1.354000e-11,6.457380e-08,-1.585957e-08,1.012790e-07,6.457380e-08
1.355000e-11,6.456599e-08,-1.583794e-08,1.010526e-07,6.456599e-08
1.356000e-11,6.455832e-08,-1.581684e-08,1.008264e-07,6.455832e-08
1.357000e-11,6.455076e-08,-1.579623e-08,1.006005e-07,6.455076e-08
1.358000e-11,6.454329e-08,-1.577607e-08,1.003750e-07,6.454329e-08
1.359000e-11,6.453589e-08,-1.575635e-08,1.001499e-07,6.453589e-08
1.360000e-11,6.452853e-08,-1.573701e-08,9.992516e-08,6.452853e-08
1.361000e-11,6.452119e-08,-1.571803e-08,9.970093e-08,6.452119e-08
1.362000e-11,6.451384e-08,-1.569939e-08,9.947720e-08,6.451384e-08
1.363000e-11,6.450646e-08,-1.568103e-08,9.925402e-08,6.450646e-08
1.364000e-11,6.449904e-08,-1.566294e-08,9.903141e-08,6.449904e-08
1.365000e-11,6.449156e-08,-1.564508e-08,9.880942e-08,6.449156e-08
1.366000e-11,6.448398e-08,-1.562743e-08,9.858807e-08,6.448398e-08
1.367000e-11,6.447630e-08,-1.560994e-08,9.836740e-08,6.447630e-08
1.368000e-11,6.446850e-08,-1.559259e-08,9.814744e-08,6.446850e-08
1.369000e-11,6.446056e-08,-1.557535e-08,9.792824e-08,6.446056e-08
1.370000e-11,6.445245e-08,-1.555820e-08,9.770981e-08,6.445245e-08
1.371000e-11,6.444417e-08,-1.554109e-08,9.749220e-08,6.444417e-08
1.372000e-11,6.443570e-08,-1.552401e-08,9.727543e-08,6.443570e-08
1.373000e-11,6.442703e-08,-1.550692e-08,9.705954e-08,6.442703e-08
1.374000e-11,6.441813e-08,-1.548980e-08,9.684455e-08,6.441813e-08
1.375000e-11,6.440900e-08,-1.547262e-08,9.663051e-08,6.440900e-08
1.376000e-11,6.439962e-08,-1.545536e-08,9.641742e-08,6.439962e-08
1.377000e-11,6.438999e-08,-1.543798e-08,9.620534e-08,6.438999e-08
1.378000e-11,6.438008e-08,-1.542046e-08,9.599427e-08,6.438008e-08
1.379000e-11,6.436989e-08,-1.540279e-08,9.578425e-08,6.436989e-08
1.380000e-11,6.435941e-08,-1.538492e-08,9.557531e-08,6.435941e-08
1.381000e-11,6.434862e-08,-1.536685e-08,9.536748e-08,6.434862e-08
1.382000e-11,6.433752e-08,-1.534854e-08,9.516077e-08,6.433752e-08
1.383000e-11,6.432610e-08,-1.532998e-08,9.495521e-08,6.432610e-08
1.384000e-11,6.431435e-08,-1.531114e-08,9.475082e-08,6.431435e-08
1.385000e-11,6.430227e-08,-1.529201e-08,9.454763e-08,6.430227e-08
1.386000e-11,6.428984e-08,-1.527255e-08,9.434567e-08,6.428984e-08
1.387000e-11,6.427706e-08,-1.525275e-08,9.414494e-08,6.427706e-08
1.388000e-11,6.426392e-08,-1.523260e-08,9.394547e-08,6.426392e-08
1.389000e-11,6.425043e-08,-1.521207e-08,9.374729e-08,6.425043e-08
1.390000e-11,6.423656e-08,-1.519114e-08,9.355040e-08,6.423656e-08
1.391000e-11,6.422233e-08,-1.516981e-08,9.335484e-08,6.422233e-08
1.392000e-11,6.420772e-08,-1.514804e-08,9.316061e-08,6.420772e-08
1.393000e-11,6.419274e-08,-1.512583e-08,9.296773e-08,6.419274e-08
1.394000e-11,6.417738e-08,-1.510316e-08,9.277622e-08,6.417738e-08
1.395000e-11,6.416163e-08,-1.508002e-08,9.258609e-08,6.416163e-08
1.396000e-11,6.414550e-08,-1.505638e-08,9.239736e-08,6.414550e-08
1.397000e-11,6.412899e-08,-1.503225e-08,9.221004e-08,6.412899e-08
1.398000e-11,6.411209e-08,-1.500760e-08,9.202414e-08,6.411209e-08
1.399000e-11,6.409481e-08,-1.498243e-08,9.183968e-08,6.409481e-08
1.400000e-11,6.407714e-08,-1.495671e-08,9.165666e-08,6.407714e-08
1.401000e-11,6.405908e-08,-1.493045e-08,9.147509e-08,6.405908e-08
1.402000e-11,6.404065e-08,-1.490364e-08,9.129499e-08,6.404065e-08
1.403000e-11,6.402183e-08,-1.487625e-08,9.111636e-08,6.402183e-08
1.404000e-11,6.400263e-08,-1.484829e-08,9.093921e-08,6.400263e-08
1.405000e-11,6.398305e-08,-1.481975e-08,9.076355e-08,6.398305e-08
1.406000e-11,6.396310e-08,-1.479062e-08,9.058938e-08,6.396310e-08
1.407000e-11,6.394277e-08,-1.476089e-08,9.041671e-08,6.394277e-08
1.408000e-11,6.392207e-08,-1.473056e-08,9.024554e-08,6.392207e-08
1.409000e-11,6.390101e-08,-1.469962e-08,9.007588e-08,6.390101e-08
1.410000e-11,6.387959e-08,-1.466807e-08,8.990773e-08,6.387959e-08
1.411000e-11,6.385781e-08,-1.463590e-08,8.974109e-08,6.385781e-08
1.412000e-11,6.383568e-08,-1.460312e-08,8.957596e-08,6.383568e-08
1.413000e-11,6.381320e-08,-1.456971e-08,8.941235e-08,6.381320e-08
1.414000e-11,6.379038e-08,-1.453568e-08,8.925024e-08,6.379038e-08
1.415000e-11,6.376722e-08,-1.450102e-08,8.908965e-08,6.376722e-08
1.416000e-11,6.374373e-08,-1.446574e-08,8.893058e-08,6.374373e-08
1.417000e-11,6.371992e-08,-1.442983e-08,8.877301e-08,6.371992e-08
1.418000e-11,6.369578e-08,-1.439329e-08,8.861694e-08,6.369578e-08
1.419000e-11,6.367134e-08,-1.435613e-08,8.846238e-08,6.367134e-08
1.420000e-11,6.364659e-08,-1.431834e-08,8.830932e-08,6.364659e-08
1.421000e-11,6.362154e-08,-1.427994e-08,8.815775e-08,6.362154e-08
1.422000e-11,6.359619e-08,-1.424091e-08,8.800767e-08,6.359619e-08
1.423000e-11,6.357057e-08,-1.420128e-08,8.785907e-08,6.357057e-08
1.424000e-11,6.354466e-08,-1.416102e-08,8.771194e-08,6.354466e-08
1.425000e-11,6.351849e-08,-1.412017e-08,8.756628e-08,6.351849e-08
1.426000e-11,6.349205e-08,-1.407871e-08,8.742208e-08,6.349205e-08
1.427000e-11,6.346537e-08,-1.403665e-08,8.727934e-08,6.346537e-08
1.428000e-11,6.343843e-08,-1.399400e-08,8.713803e-08,6.343843e-08
1.429000e-11,6.341126e-08,-1.395076e-08,8.699815e-08,6.341126e-08
1.430000e-11,6.338386e-08,-1.390695e-08,8.685970e-08,6.338386e-08
1.431000e-11,6.335623e-08,-1.386257e-08,8.672266e-08,6.335623e-08
1.432000e-11,6.332840e-08,-1.381762e-08,8.658701e-08,6.332840e-08
1.433000e-11,6.330036e-08,-1.377212e-08,8.645276e-08,6.330036e-08
1.434000e-11,6.327212e-08,-1.372606e-08,8.631988e-08,6.327212e-08
