time,"I(LD)","I(BD)","I(BS)","I(ROUT)"
1.240300e-10,1.004472e-04,3.161891e-07,9.958195e-05,1.004472e-04
1.240400e-10,1.004461e-04,3.159634e-07,9.958145e-05,1.004461e-04
1.240500e-10,1.004450e-04,3.157380e-07,9.958095e-05,1.004450e-04
1.240600e-10,1.004440e-04,3.155128e-07,9.958045e-05,1.004440e-04
1.240700e-10,1.004429e-04,3.152879e-07,9.957995e-05,1.004429e-04
1.240800e-10,1.004418e-04,3.150632e-07,9.957945e-05,1.004418e-04
1.240900e-10,1.004407e-04,3.148388e-07,9.957895e-05,1.004407e-04
1.241000e-10,1.004396e-04,3.146147e-07,9.957845e-05,1.004396e-04
1.241100e-10,1.004385e-04,3.143909e-07,9.957795e-05,1.004385e-04
1.241200e-10,1.004375e-04,3.141673e-07,9.957745e-05,1.004375e-04
1.241300e-10,1.004364e-04,3.139440e-07,9.957696e-05,1.004364e-04
1.241400e-10,1.004353e-04,3.137209e-07,9.957646e-05,1.004353e-04
1.241500e-10,1.004342e-04,3.134981e-07,9.957596e-05,1.004342e-04
1.241600e-10,1.004331e-04,3.132756e-07,9.957546e-05,1.004331e-04
1.241700e-10,1.004320e-04,3.130533e-07,9.957496e-05,1.004320e-04
1.241800e-10,1.004310e-04,3.128313e-07,9.957446e-05,1.004310e-04
1.241900e-10,1.004299e-04,3.126096e-07,9.957396e-05,1.004299e-04
1.242000e-10,1.004288e-04,3.123881e-07,9.957346e-05,1.004288e-04
1.242100e-10,1.004277e-04,3.121669e-07,9.957296e-05,1.004277e-04
1.242200e-10,1.004267e-04,3.119459e-07,9.957246e-05,1.004267e-04
1.242300e-10,1.004256e-04,3.117252e-07,9.957196e-05,1.004256e-04
1.242400e-10,1.004245e-04,3.115048e-07,9.957146e-05,1.004245e-04
1.242500e-10,1.004234e-04,3.112846e-07,9.957096e-05,1.004234e-04
1.242600e-10,1.004224e-04,3.110647e-07,9.957047e-05,1.004224e-04
1.242700e-10,1.004213e-04,3.108451e-07,9.956997e-05,1.004213e-04
1.242800e-10,1.004202e-04,3.106257e-07,9.956947e-05,1.004202e-04
1.242900e-10,1.004191e-04,3.104066e-07,9.956897e-05,1.004191e-04
1.243000e-10,1.004181e-04,3.101877e-07,9.956847e-05,1.004181e-04
1.243100e-10,1.004170e-04,3.099691e-07,9.956797e-05,1.004170e-04
1.243200e-10,1.004159e-04,3.097507e-07,9.956747e-05,1.004159e-04
1.243300e-10,1.004149e-04,3.095326e-07,9.956697e-05,1.004149e-04
1.243400e-10,1.004138e-04,3.093148e-07,9.956647e-05,1.004138e-04
1.243500e-10,1.004127e-04,3.090972e-07,9.956598e-05,1.004127e-04
1.243600e-10,1.004117e-04,3.088799e-07,9.956548e-05,1.004117e-04
1.243700e-10,1.004106e-04,3.086628e-07,9.956498e-05,1.004106e-04
1.243800e-10,1.004095e-04,3.084460e-07,9.956448e-05,1.004095e-04
1.243900e-10,1.004085e-04,3.082295e-07,9.956398e-05,1.004085e-04
1.244000e-10,1.004074e-04,3.080132e-07,9.956348e-05,1.004074e-04
1.244100e-10,1.004063e-04,3.077972e-07,9.956298e-05,1.004063e-04
1.244200e-10,1.004053e-04,3.075814e-07,9.956249e-05,1.004053e-04
1.244300e-10,1.004042e-04,3.073658e-07,9.956199e-05,1.004042e-04
1.244400e-10,1.004031e-04,3.071506e-07,9.956149e-05,1.004031e-04
1.244500e-10,1.004021e-04,3.069355e-07,9.956099e-05,1.004021e-04
1.244600e-10,1.004010e-04,3.067208e-07,9.956049e-05,1.004010e-04
1.244700e-10,1.004000e-04,3.065063e-07,9.956000e-05,1.004000e-04
1.244800e-10,1.003989e-04,3.062920e-07,9.955950e-05,1.003989e-04
1.244900e-10,1.003978e-04,3.060780e-07,9.955900e-05,1.003978e-04
1.245000e-10,1.003968e-04,3.058643e-07,9.955850e-05,1.003968e-04
1.245100e-10,1.003957e-04,3.056508e-07,9.955800e-05,1.003957e-04
1.245200e-10,1.003947e-04,3.054375e-07,9.955751e-05,1.003947e-04
1.245300e-10,1.003936e-04,3.052245e-07,9.955701e-05,1.003936e-04
1.245400e-10,1.003926e-04,3.050118e-07,9.955651e-05,1.003926e-04
1.245500e-10,1.003915e-04,3.047993e-07,9.955601e-05,1.003915e-04
1.245600e-10,1.003905e-04,3.045870e-07,9.955551e-05,1.003905e-04
1.245700e-10,1.003894e-04,3.043750e-07,9.955502e-05,1.003894e-04
1.245800e-10,1.003883e-04,3.041633e-07,9.955452e-05,1.003883e-04
1.245900e-10,1.003873e-04,3.039518e-07,9.955402e-05,1.003873e-04
1.246000e-10,1.003862e-04,3.037405e-07,9.955352e-05,1.003862e-04
1.246100e-10,1.003852e-04,3.035295e-07,9.955303e-05,1.003852e-04
1.246200e-10,1.003841e-04,3.033188e-07,9.955253e-05,1.003841e-04
1.246300e-10,1.003831e-04,3.031083e-07,9.955203e-05,1.003831e-04
1.246400e-10,1.003820e-04,3.028980e-07,9.955153e-05,1.003820e-04
1.246500e-10,1.003810e-04,3.026880e-07,9.955104e-05,1.003810e-04
1.246600e-10,1.003800e-04,3.024783e-07,9.955054e-05,1.003800e-04
1.246700e-10,1.003789e-04,3.022688e-07,9.955004e-05,1.003789e-04
1.246800e-10,1.003779e-04,3.020595e-07,9.954954e-05,1.003779e-04
1.246900e-10,1.003768e-04,3.018505e-07,9.954905e-05,1.003768e-04
1.247000e-10,1.003758e-04,3.016417e-07,9.954855e-05,1.003758e-04
1.247100e-10,1.003747e-04,3.014332e-07,9.954805e-05,1.003747e-04
1.247200e-10,1.003737e-04,3.012249e-07,9.954756e-05,1.003737e-04
1.247300e-10,1.003726e-04,3.010168e-07,9.954706e-05,1.003726e-04
1.247400e-10,1.003716e-04,3.008090e-07,9.954656e-05,1.003716e-04
1.247500e-10,1.003706e-04,3.006015e-07,9.954607e-05,1.003706e-04
1.247600e-10,1.003695e-04,3.003942e-07,9.954557e-05,1.003695e-04
1.247700e-10,1.003685e-04,3.001871e-07,9.954507e-05,1.003685e-04
1.247800e-10,1.003674e-04,2.999803e-07,9.954458e-05,1.003674e-04
1.247900e-10,1.003664e-04,2.997737e-07,9.954408e-05,1.003664e-04
1.248000e-10,1.003654e-04,2.995674e-07,9.954358e-05,1.003654e-04
1.248100e-10,1.003643e-04,2.993613e-07,9.954309e-05,1.003643e-04
1.248200e-10,1.003633e-04,2.991554e-07,9.954259e-05,1.003633e-04
1.248300e-10,1.003623e-04,2.989498e-07,9.954209e-05,1.003623e-04
1.248400e-10,1.003612e-04,2.987444e-07,9.954160e-05,1.003612e-04
1.248500e-10,1.003602e-04,2.985393e-07,9.954110e-05,1.003602e-04
1.248600e-10,1.003592e-04,2.983344e-07,9.954060e-05,1.003592e-04
1.248700e-10,1.003581e-04,2.981297e-07,9.954011e-05,1.003581e-04
1.248800e-10,1.003571e-04,2.979253e-07,9.953961e-05,1.003571e-04
1.248900e-10,1.003561e-04,2.977211e-07,9.953912e-05,1.003561e-04
1.249000e-10,1.003550e-04,2.975171e-07,9.953862e-05,1.003550e-04
1.249100e-10,1.003540e-04,2.973134e-07,9.953812e-05,1.003540e-04
1.249200e-10,1.003530e-04,2.971100e-07,9.953763e-05,1.003530e-04
1.249300e-10,1.003519e-04,2.969067e-07,9.953713e-05,1.003519e-04
1.249400e-10,1.003509e-04,2.967037e-07,9.953664e-05,1.003509e-04
1.249500e-10,1.003499e-04,2.965010e-07,9.953614e-05,1.003499e-04
1.249600e-10,1.003488e-04,2.962984e-07,9.953564e-05,1.003488e-04
1.249700e-10,1.003478e-04,2.960961e-07,9.953515e-05,1.003478e-04
1.249800e-10,1.003468e-04,2.958941e-07,9.953465e-05,1.003468e-04
1.249900e-10,1.003458e-04,2.956923e-07,9.953416e-05,1.003458e-04
1.250000e-10,1.003447e-04,2.954907e-07,9.953366e-05,1.003447e-04
1.250100e-10,1.003437e-04,2.952893e-07,9.953317e-05,1.003437e-04
1.250200e-10,1.003427e-04,2.950882e-07,9.953267e-05,1.003427e-04
1.250300e-10,1.003417e-04,2.948873e-07,9.953217e-05,1.003417e-04
1.250400e-10,1.003407e-04,2.946866e-07,9.953168e-05,1.003407e-04
1.250500e-10,1.003396e-04,2.944862e-07,9.953118e-05,1.003396e-04
1.250600e-10,1.003386e-04,2.942860e-07,9.953069e-05,1.003386e-04
1.250700e-10,1.003376e-04,2.940860e-07,9.953019e-05,1.003376e-04
1.250800e-10,1.003366e-04,2.938863e-07,9.952970e-05,1.003366e-04
1.250900e-10,1.003356e-04,2.936868e-07,9.952920e-05,1.003356e-04
1.251000e-10,1.003345e-04,2.934875e-07,9.952871e-05,1.003345e-04
1.251100e-10,1.003335e-04,2.932885e-07,9.952821e-05,1.003335e-04
1.251200e-10,1.003325e-04,2.930896e-07,9.952772e-05,1.003325e-04
1.251300e-10,1.003315e-04,2.928911e-07,9.952722e-05,1.003315e-04
1.251400e-10,1.003305e-04,2.926927e-07,9.952673e-05,1.003305e-04
1.251500e-10,1.003295e-04,2.924946e-07,9.952623e-05,1.003295e-04
1.251600e-10,1.003284e-04,2.922967e-07,9.952574e-05,1.003284e-04
1.251700e-10,1.003274e-04,2.920990e-07,9.952524e-05,1.003274e-04
1.251800e-10,1.003264e-04,2.919015e-07,9.952475e-05,1.003264e-04
1.251900e-10,1.003254e-04,2.917043e-07,9.952426e-05,1.003254e-04
1.252000e-10,1.003244e-04,2.915073e-07,9.952376e-05,1.003244e-04
1.252100e-10,1.003234e-04,2.913105e-07,9.952327e-05,1.003234e-04
1.252200e-10,1.003224e-04,2.911140e-07,9.952277e-05,1.003224e-04
1.252300e-10,1.003214e-04,2.909176e-07,9.952228e-05,1.003214e-04
1.252400e-10,1.003203e-04,2.907215e-07,9.952178e-05,1.003203e-04
1.252500e-10,1.003193e-04,2.905257e-07,9.952129e-05,1.003193e-04
1.252600e-10,1.003183e-04,2.903300e-07,9.952080e-05,1.003183e-04
1.252700e-10,1.003173e-04,2.901346e-07,9.952030e-05,1.003173e-04
1.252800e-10,1.003163e-04,2.899394e-07,9.951981e-05,1.003163e-04
1.252900e-10,1.003153e-04,2.897444e-07,9.951931e-05,1.003153e-04
1.253000e-10,1.003143e-04,2.895496e-07,9.951882e-05,1.003143e-04
1.253100e-10,1.003133e-04,2.893551e-07,9.951833e-05,1.003133e-04
1.253200e-10,1.003123e-04,2.891608e-07,9.951783e-05,1.003123e-04
1.253300e-10,1.003113e-04,2.889667e-07,9.951734e-05,1.003113e-04
1.253400e-10,1.003103e-04,2.887728e-07,9.951684e-05,1.003103e-04
1.253500e-10,1.003093e-04,2.885791e-07,9.951635e-05,1.003093e-04
1.253600e-10,1.003083e-04,2.883857e-07,9.951586e-05,1.003083e-04
1.253700e-10,1.003073e-04,2.881924e-07,9.951536e-05,1.003073e-04
1.253800e-10,1.003063e-04,2.879994e-07,9.951487e-05,1.003063e-04
1.253900e-10,1.003053e-04,2.878067e-07,9.951438e-05,1.003053e-04
1.254000e-10,1.003043e-04,2.876141e-07,9.951388e-05,1.003043e-04
1.254100e-10,1.003033e-04,2.874218e-07,9.951339e-05,1.003033e-04
1.254200e-10,1.003023e-04,2.872296e-07,9.951290e-05,1.003023e-04
1.254300e-10,1.003013e-04,2.870377e-07,9.951240e-05,1.003013e-04
1.254400e-10,1.003003e-04,2.868460e-07,9.951191e-05,1.003003e-04
1.254500e-10,1.002993e-04,2.866545e-07,9.951142e-05,1.002993e-04
1.254600e-10,1.002983e-04,2.864633e-07,9.951092e-05,1.002983e-04
1.254700e-10,1.002973e-04,2.862722e-07,9.951043e-05,1.002973e-04
1.254800e-10,1.002963e-04,2.860814e-07,9.950994e-05,1.002963e-04
1.254900e-10,1.002953e-04,2.858908e-07,9.950944e-05,1.002953e-04
1.255000e-10,1.002943e-04,2.857004e-07,9.950895e-05,1.002943e-04
1.255100e-10,1.002933e-04,2.855102e-07,9.950846e-05,1.002933e-04
1.255200e-10,1.002923e-04,2.853202e-07,9.950797e-05,1.002923e-04
1.255300e-10,1.002913e-04,2.851305e-07,9.950747e-05,1.002913e-04
1.255400e-10,1.002903e-04,2.849409e-07,9.950698e-05,1.002903e-04
1.255500e-10,1.002894e-04,2.847516e-07,9.950649e-05,1.002894e-04
1.255600e-10,1.002884e-04,2.845624e-07,9.950600e-05,1.002884e-04
1.255700e-10,1.002874e-04,2.843735e-07,9.950550e-05,1.002874e-04
1.255800e-10,1.002864e-04,2.841848e-07,9.950501e-05,1.002864e-04
1.255900e-10,1.002854e-04,2.839964e-07,9.950452e-05,1.002854e-04
1.256000e-10,1.002844e-04,2.838081e-07,9.950403e-05,1.002844e-04
1.256100e-10,1.002834e-04,2.836200e-07,9.950353e-05,1.002834e-04
1.256200e-10,1.002824e-04,2.834322e-07,9.950304e-05,1.002824e-04
1.256300e-10,1.002814e-04,2.832445e-07,9.950255e-05,1.002814e-04
1.256400e-10,1.002805e-04,2.830571e-07,9.950206e-05,1.002805e-04
1.256500e-10,1.002795e-04,2.828699e-07,9.950157e-05,1.002795e-04
1.256600e-10,1.002785e-04,2.826829e-07,9.950107e-05,1.002785e-04
1.256700e-10,1.002775e-04,2.824961e-07,9.950058e-05,1.002775e-04
1.256800e-10,1.002765e-04,2.823095e-07,9.950009e-05,1.002765e-04
1.256900e-10,1.002755e-04,2.821231e-07,9.949960e-05,1.002755e-04
1.257000e-10,1.002746e-04,2.819369e-07,9.949911e-05,1.002746e-04
1.257100e-10,1.002736e-04,2.817509e-07,9.949861e-05,1.002736e-04
1.257200e-10,1.002726e-04,2.815652e-07,9.949812e-05,1.002726e-04
1.257300e-10,1.002716e-04,2.813796e-07,9.949763e-05,1.002716e-04
1.257400e-10,1.002706e-04,2.811943e-07,9.949714e-05,1.002706e-04
1.257500e-10,1.002697e-04,2.810091e-07,9.949665e-05,1.002697e-04
1.257600e-10,1.002687e-04,2.808242e-07,9.949616e-05,1.002687e-04
1.257700e-10,1.002677e-04,2.806395e-07,9.949567e-05,1.002677e-04
1.257800e-10,1.002667e-04,2.804549e-07,9.949517e-05,1.002667e-04
1.257900e-10,1.002658e-04,2.802706e-07,9.949468e-05,1.002658e-04
1.258000e-10,1.002648e-04,2.800865e-07,9.949419e-05,1.002648e-04
1.258100e-10,1.002638e-04,2.799026e-07,9.949370e-05,1.002638e-04
1.258200e-10,1.002628e-04,2.797189e-07,9.949321e-05,1.002628e-04
1.258300e-10,1.002619e-04,2.795354e-07,9.949272e-05,1.002619e-04
1.258400e-10,1.002609e-04,2.793521e-07,9.949223e-05,1.002609e-04
1.258500e-10,1.002599e-04,2.791690e-07,9.949174e-05,1.002599e-04
1.258600e-10,1.002589e-04,2.789861e-07,9.949125e-05,1.002589e-04
1.258700e-10,1.002580e-04,2.788035e-07,9.949076e-05,1.002580e-04
1.258800e-10,1.002570e-04,2.786210e-07,9.949026e-05,1.002570e-04
1.258900e-10,1.002560e-04,2.784387e-07,9.948977e-05,1.002560e-04
1.259000e-10,1.002551e-04,2.782566e-07,9.948928e-05,1.002551e-04
1.259100e-10,1.002541e-04,2.780748e-07,9.948879e-05,1.002541e-04
1.259200e-10,1.002531e-04,2.778931e-07,9.948830e-05,1.002531e-04
1.259300e-10,1.002521e-04,2.777116e-07,9.948781e-05,1.002521e-04
1.259400e-10,1.002512e-04,2.775303e-07,9.948732e-05,1.002512e-04
1.259500e-10,1.002502e-04,2.773493e-07,9.948683e-05,1.002502e-04
1.259600e-10,1.002492e-04,2.771684e-07,9.948634e-05,1.002492e-04
1.259700e-10,1.002483e-04,2.769877e-07,9.948585e-05,1.002483e-04
1.259800e-10,1.002473e-04,2.768073e-07,9.948536e-05,1.002473e-04
1.259900e-10,1.002464e-04,2.766270e-07,9.948487e-05,1.002464e-04
1.260000e-10,1.002454e-04,2.764470e-07,9.948438e-05,1.002454e-04
1.260100e-10,1.002444e-04,2.762671e-07,9.948389e-05,1.002444e-04
1.260200e-10,1.002435e-04,2.760874e-07,9.948340e-05,1.002435e-04
1.260300e-10,1.002425e-04,2.759080e-07,9.948291e-05,1.002425e-04
1.260400e-10,1.002415e-04,2.757287e-07,9.948242e-05,1.002415e-04
1.260500e-10,1.002406e-04,2.755496e-07,9.948193e-05,1.002406e-04
1.260600e-10,1.002396e-04,2.753707e-07,9.948144e-05,1.002396e-04
1.260700e-10,1.002387e-04,2.751921e-07,9.948095e-05,1.002387e-04
1.260800e-10,1.002377e-04,2.750136e-07,9.948046e-05,1.002377e-04
1.260900e-10,1.002367e-04,2.748353e-07,9.947997e-05,1.002367e-04
1.261000e-10,1.002358e-04,2.746572e-07,9.947948e-05,1.002358e-04
1.261100e-10,1.002348e-04,2.744793e-07,9.947900e-05,1.002348e-04
1.261200e-10,1.002339e-04,2.743017e-07,9.947851e-05,1.002339e-04
1.261300e-10,1.002329e-04,2.741242e-07,9.947802e-05,1.002329e-04
1.261400e-10,1.002319e-04,2.739469e-07,9.947753e-05,1.002319e-04
1.261500e-10,1.002310e-04,2.737698e-07,9.947704e-05,1.002310e-04
1.261600e-10,1.002300e-04,2.735929e-07,9.947655e-05,1.002300e-04
1.261700e-10,1.002291e-04,2.734161e-07,9.947606e-05,1.002291e-04
1.261800e-10,1.002281e-04,2.732396e-07,9.947557e-05,1.002281e-04
1.261900e-10,1.002272e-04,2.730633e-07,9.947508e-05,1.002272e-04
1.262000e-10,1.002262e-04,2.728872e-07,9.947460e-05,1.002262e-04
1.262100e-10,1.002253e-04,2.727113e-07,9.947411e-05,1.002253e-04
1.262200e-10,1.002243e-04,2.725355e-07,9.947362e-05,1.002243e-04
1.262300e-10,1.002234e-04,2.723600e-07,9.947313e-05,1.002234e-04
1.262400e-10,1.002224e-04,2.721846e-07,9.947264e-05,1.002224e-04
1.262500e-10,1.002215e-04,2.720095e-07,9.947215e-05,1.002215e-04
1.262600e-10,1.002205e-04,2.718345e-07,9.947166e-05,1.002205e-04
1.262700e-10,1.002196e-04,2.716597e-07,9.947118e-05,1.002196e-04
1.262800e-10,1.002186e-04,2.714852e-07,9.947069e-05,1.002186e-04
1.262900e-10,1.002177e-04,2.713108e-07,9.947020e-05,1.002177e-04
1.263000e-10,1.002167e-04,2.711366e-07,9.946971e-05,1.002167e-04
1.263100e-10,1.002158e-04,2.709626e-07,9.946922e-05,1.002158e-04
1.263200e-10,1.002148e-04,2.707888e-07,9.946874e-05,1.002148e-04
1.263300e-10,1.002139e-04,2.706152e-07,9.946825e-05,1.002139e-04
1.263400e-10,1.002129e-04,2.704417e-07,9.946776e-05,1.002129e-04
1.263500e-10,1.002120e-04,2.702685e-07,9.946727e-05,1.002120e-04
1.263600e-10,1.002110e-04,2.700955e-07,9.946679e-05,1.002110e-04
1.263700e-10,1.002101e-04,2.699226e-07,9.946630e-05,1.002101e-04
1.263800e-10,1.002092e-04,2.697499e-07,9.946581e-05,1.002092e-04
1.263900e-10,1.002082e-04,2.695775e-07,9.946532e-05,1.002082e-04
1.264000e-10,1.002073e-04,2.694052e-07,9.946484e-05,1.002073e-04
1.264100e-10,1.002063e-04,2.692331e-07,9.946435e-05,1.002063e-04
1.264200e-10,1.002054e-04,2.690612e-07,9.946386e-05,1.002054e-04
1.264300e-10,1.002045e-04,2.688895e-07,9.946337e-05,1.002045e-04
1.264400e-10,1.002035e-04,2.687179e-07,9.946289e-05,1.002035e-04
1.264500e-10,1.002026e-04,2.685466e-07,9.946240e-05,1.002026e-04
1.264600e-10,1.002016e-04,2.683754e-07,9.946191e-05,1.002016e-04
1.264700e-10,1.002007e-04,2.682045e-07,9.946143e-05,1.002007e-04
1.264800e-10,1.001998e-04,2.680337e-07,9.946094e-05,1.001998e-04
1.264900e-10,1.001988e-04,2.678631e-07,9.946045e-05,1.001988e-04
1.265000e-10,1.001979e-04,2.676927e-07,9.945997e-05,1.001979e-04
1.265100e-10,1.001970e-04,2.675225e-07,9.945948e-05,1.001970e-04
1.265200e-10,1.001960e-04,2.673525e-07,9.945899e-05,1.001960e-04
1.265300e-10,1.001951e-04,2.671826e-07,9.945851e-05,1.001951e-04
1.265400e-10,1.001941e-04,2.670130e-07,9.945802e-05,1.001941e-04
1.265500e-10,1.001932e-04,2.668435e-07,9.945753e-05,1.001932e-04
1.265600e-10,1.001923e-04,2.666742e-07,9.945705e-05,1.001923e-04
1.265700e-10,1.001913e-04,2.665051e-07,9.945656e-05,1.001913e-04
1.265800e-10,1.001904e-04,2.663362e-07,9.945608e-05,1.001904e-04
1.265900e-10,1.001895e-04,2.661675e-07,9.945559e-05,1.001895e-04
1.266000e-10,1.001886e-04,2.659989e-07,9.945510e-05,1.001886e-04
1.266100e-10,1.001876e-04,2.658306e-07,9.945462e-05,1.001876e-04
1.266200e-10,1.001867e-04,2.656624e-07,9.945413e-05,1.001867e-04
1.266300e-10,1.001858e-04,2.654944e-07,9.945365e-05,1.001858e-04
1.266400e-10,1.001848e-04,2.653266e-07,9.945316e-05,1.001848e-04
1.266500e-10,1.001839e-04,2.651590e-07,9.945267e-05,1.001839e-04
1.266600e-10,1.001830e-04,2.649915e-07,9.945219e-05,1.001830e-04
1.266700e-10,1.001821e-04,2.648243e-07,9.945170e-05,1.001821e-04
1.266800e-10,1.001811e-04,2.646572e-07,9.945122e-05,1.001811e-04
1.266900e-10,1.001802e-04,2.644903e-07,9.945073e-05,1.001802e-04
1.267000e-10,1.001793e-04,2.643236e-07,9.945025e-05,1.001793e-04
1.267100e-10,1.001783e-04,2.641571e-07,9.944976e-05,1.001783e-04
1.267200e-10,1.001774e-04,2.639907e-07,9.944928e-05,1.001774e-04
1.267300e-10,1.001765e-04,2.638246e-07,9.944879e-05,1.001765e-04
1.267400e-10,1.001756e-04,2.636586e-07,9.944831e-05,1.001756e-04
1.267500e-10,1.001747e-04,2.634928e-07,9.944782e-05,1.001747e-04
1.267600e-10,1.001737e-04,2.633272e-07,9.944734e-05,1.001737e-04
1.267700e-10,1.001728e-04,2.631617e-07,9.944685e-05,1.001728e-04
1.267800e-10,1.001719e-04,2.629965e-07,9.944637e-05,1.001719e-04
1.267900e-10,1.001710e-04,2.628314e-07,9.944588e-05,1.001710e-04
1.268000e-10,1.001700e-04,2.626665e-07,9.944540e-05,1.001700e-04
1.268100e-10,1.001691e-04,2.625017e-07,9.944492e-05,1.001691e-04
1.268200e-10,1.001682e-04,2.623372e-07,9.944443e-05,1.001682e-04
1.268300e-10,1.001673e-04,2.621728e-07,9.944395e-05,1.001673e-04
1.268400e-10,1.001664e-04,2.620086e-07,9.944346e-05,1.001664e-04
1.268500e-10,1.001655e-04,2.618446e-07,9.944298e-05,1.001655e-04
1.268600e-10,1.001645e-04,2.616808e-07,9.944249e-05,1.001645e-04
1.268700e-10,1.001636e-04,2.615171e-07,9.944201e-05,1.001636e-04
1.268800e-10,1.001627e-04,2.613537e-07,9.944153e-05,1.001627e-04
1.268900e-10,1.001618e-04,2.611904e-07,9.944104e-05,1.001618e-04
1.269000e-10,1.001609e-04,2.610272e-07,9.944056e-05,1.001609e-04
1.269100e-10,1.001600e-04,2.608643e-07,9.944008e-05,1.001600e-04
1.269200e-10,1.001590e-04,2.607015e-07,9.943959e-05,1.001590e-04
1.269300e-10,1.001581e-04,2.605389e-07,9.943911e-05,1.001581e-04
1.269400e-10,1.001572e-04,2.603765e-07,9.943862e-05,1.001572e-04
1.269500e-10,1.001563e-04,2.602143e-07,9.943814e-05,1.001563e-04
1.269600e-10,1.001554e-04,2.600522e-07,9.943766e-05,1.001554e-04
1.269700e-10,1.001545e-04,2.598903e-07,9.943717e-05,1.001545e-04
1.269800e-10,1.001536e-04,2.597286e-07,9.943669e-05,1.001536e-04
1.269900e-10,1.001527e-04,2.595671e-07,9.943621e-05,1.001527e-04
1.270000e-10,1.001518e-04,2.594057e-07,9.943573e-05,1.001518e-04
1.270100e-10,1.001508e-04,2.592445e-07,9.943524e-05,1.001508e-04
1.270200e-10,1.001499e-04,2.590835e-07,9.943476e-05,1.001499e-04
1.270300e-10,1.001490e-04,2.589226e-07,9.943428e-05,1.001490e-04
1.270400e-10,1.001481e-04,2.587620e-07,9.943379e-05,1.001481e-04
1.270500e-10,1.001472e-04,2.586015e-07,9.943331e-05,1.001472e-04
1.270600e-10,1.001463e-04,2.584411e-07,9.943283e-05,1.001463e-04
1.270700e-10,1.001454e-04,2.582810e-07,9.943235e-05,1.001454e-04
1.270800e-10,1.001445e-04,2.581210e-07,9.943186e-05,1.001445e-04
1.270900e-10,1.001436e-04,2.579612e-07,9.943138e-05,1.001436e-04
1.271000e-10,1.001427e-04,2.578016e-07,9.943090e-05,1.001427e-04
1.271100e-10,1.001418e-04,2.576421e-07,9.943042e-05,1.001418e-04
1.271200e-10,1.001409e-04,2.574828e-07,9.942994e-05,1.001409e-04
1.271300e-10,1.001400e-04,2.573237e-07,9.942945e-05,1.001400e-04
1.271400e-10,1.001391e-04,2.571647e-07,9.942897e-05,1.001391e-04
1.271500e-10,1.001382e-04,2.570059e-07,9.942849e-05,1.001382e-04
1.271600e-10,1.001373e-04,2.568473e-07,9.942801e-05,1.001373e-04
1.271700e-10,1.001364e-04,2.566889e-07,9.942753e-05,1.001364e-04
1.271800e-10,1.001355e-04,2.565306e-07,9.942704e-05,1.001355e-04
1.271900e-10,1.001346e-04,2.563725e-07,9.942656e-05,1.001346e-04
1.272000e-10,1.001337e-04,2.562146e-07,9.942608e-05,1.001337e-04
1.272100e-10,1.001328e-04,2.560568e-07,9.942560e-05,1.001328e-04
1.272200e-10,1.001319e-04,2.558992e-07,9.942512e-05,1.001319e-04
1.272300e-10,1.001310e-04,2.557418e-07,9.942464e-05,1.001310e-04
1.272400e-10,1.001301e-04,2.555845e-07,9.942416e-05,1.001301e-04
1.272500e-10,1.001292e-04,2.554274e-07,9.942368e-05,1.001292e-04
1.272600e-10,1.001283e-04,2.552705e-07,9.942319e-05,1.001283e-04
1.272700e-10,1.001274e-04,2.551137e-07,9.942271e-05,1.001274e-04
1.272800e-10,1.001265e-04,2.549572e-07,9.942223e-05,1.001265e-04
1.272900e-10,1.001256e-04,2.548007e-07,9.942175e-05,1.001256e-04
1.273000e-10,1.001247e-04,2.546445e-07,9.942127e-05,1.001247e-04
1.273100e-10,1.001238e-04,2.544884e-07,9.942079e-05,1.001238e-04
1.273200e-10,1.001229e-04,2.543325e-07,9.942031e-05,1.001229e-04
1.273300e-10,1.001220e-04,2.541767e-07,9.941983e-05,1.001220e-04
1.273400e-10,1.001211e-04,2.540211e-07,9.941935e-05,1.001211e-04
1.273500e-10,1.001202e-04,2.538657e-07,9.941887e-05,1.001202e-04
1.273600e-10,1.001193e-04,2.537104e-07,9.941839e-05,1.001193e-04
1.273700e-10,1.001185e-04,2.535553e-07,9.941791e-05,1.001185e-04
1.273800e-10,1.001176e-04,2.534004e-07,9.941743e-05,1.001176e-04
1.273900e-10,1.001167e-04,2.532456e-07,9.941695e-05,1.001167e-04
1.274000e-10,1.001158e-04,2.530910e-07,9.941647e-05,1.001158e-04
1.274100e-10,1.001149e-04,2.529366e-07,9.941599e-05,1.001149e-04
1.274200e-10,1.001140e-04,2.527823e-07,9.941551e-05,1.001140e-04
1.274300e-10,1.001131e-04,2.526282e-07,9.941503e-05,1.001131e-04
1.274400e-10,1.001122e-04,2.524743e-07,9.941455e-05,1.001122e-04
1.274500e-10,1.001113e-04,2.523205e-07,9.941407e-05,1.001113e-04
1.274600e-10,1.001105e-04,2.521669e-07,9.941359e-05,1.001105e-04
1.274700e-10,1.001096e-04,2.520134e-07,9.941311e-05,1.001096e-04
1.274800e-10,1.001087e-04,2.518601e-07,9.941263e-05,1.001087e-04
1.274900e-10,1.001078e-04,2.517070e-07,9.941215e-05,1.001078e-04
1.275000e-10,1.001069e-04,2.515540e-07,9.941167e-05,1.001069e-04
1.275100e-10,1.001060e-04,2.514012e-07,9.941119e-05,1.001060e-04
