time,"P(R1|XSINKOUTQ)"
0.000000e+00,0.000000e+00
1.000000e-14,1.289890e-06
2.000000e-14,4.293248e-06
3.000000e-14,9.147064e-06
4.000000e-14,1.589576e-05
5.000000e-14,2.455612e-05
6.000000e-14,3.513897e-05
7.000000e-14,4.765640e-05
8.000000e-14,6.212417e-05
9.000000e-14,7.856238e-05
1.000000e-13,9.699572e-05
1.100000e-13,1.174534e-04
1.200000e-13,1.399693e-04
1.300000e-13,1.645813e-04
1.400000e-13,1.913322e-04
1.500000e-13,2.202684e-04
1.600000e-13,2.514409e-04
1.700000e-13,2.849044e-04
1.800000e-13,3.207174e-04
1.900000e-13,3.589425e-04
2.000000e-13,3.996455e-04
2.100000e-13,4.428962e-04
2.200000e-13,4.887673e-04
2.300000e-13,5.373350e-04
2.400000e-13,5.886786e-04
2.500000e-13,6.428804e-04
2.600000e-13,7.000256e-04
2.700000e-13,7.602020e-04
2.800000e-13,8.235000e-04
2.900000e-13,8.900126e-04
3.000000e-13,9.598350e-04
3.100000e-13,1.033065e-03
3.200000e-13,1.109801e-03
3.300000e-13,1.190145e-03
3.400000e-13,1.274200e-03
3.500000e-13,1.362071e-03
3.600000e-13,1.453864e-03
3.700000e-13,1.549686e-03
3.800000e-13,1.649647e-03
3.900000e-13,1.753856e-03
4.000000e-13,1.862423e-03
4.100000e-13,1.975461e-03
4.200000e-13,2.093082e-03
4.300000e-13,2.215397e-03
4.400000e-13,2.342522e-03
4.500000e-13,2.474567e-03
4.600000e-13,2.611649e-03
4.700000e-13,2.753878e-03
4.800000e-13,2.901370e-03
4.900000e-13,3.054238e-03
5.000000e-13,3.212593e-03
5.100000e-13,3.376548e-03
5.200000e-13,3.546216e-03
5.300000e-13,3.721706e-03
5.400000e-13,3.903130e-03
5.500000e-13,4.090595e-03
5.600000e-13,4.284210e-03
5.700000e-13,4.484083e-03
5.800000e-13,4.690318e-03
5.900000e-13,4.903021e-03
6.000000e-13,5.122293e-03
6.100000e-13,5.348235e-03
6.200000e-13,5.580949e-03
6.300000e-13,5.820531e-03
6.400000e-13,6.067077e-03
6.500000e-13,6.320681e-03
6.600000e-13,6.581436e-03
6.700000e-13,6.849431e-03
6.800000e-13,7.124754e-03
6.900000e-13,7.407491e-03
7.000000e-13,7.697725e-03
7.100000e-13,7.995537e-03
7.200000e-13,8.301005e-03
7.300000e-13,8.614206e-03
7.400000e-13,8.935214e-03
7.500000e-13,9.264098e-03
7.600000e-13,9.600928e-03
7.700000e-13,9.945769e-03
7.800000e-13,1.029868e-02
7.900000e-13,1.065973e-02
8.000000e-13,1.102897e-02
8.100000e-13,1.140646e-02
8.200000e-13,1.179224e-02
8.300000e-13,1.218637e-02
8.400000e-13,1.258890e-02
8.500000e-13,1.299986e-02
8.600000e-13,1.341929e-02
8.700000e-13,1.384724e-02
8.800000e-13,1.428373e-02
8.900000e-13,1.472881e-02
9.000000e-13,1.518249e-02
9.100000e-13,1.564480e-02
9.200000e-13,1.611576e-02
9.300000e-13,1.659540e-02
9.400000e-13,1.708373e-02
9.500000e-13,1.758076e-02
9.600000e-13,1.808651e-02
9.700000e-13,1.860098e-02
9.800000e-13,1.912417e-02
9.900000e-13,1.965610e-02
1.000000e-12,2.019675e-02
1.010000e-12,2.074612e-02
1.020000e-12,2.130421e-02
1.030000e-12,2.187101e-02
1.040000e-12,2.244650e-02
1.050000e-12,2.303068e-02
1.060000e-12,2.362352e-02
1.070000e-12,2.422500e-02
1.080000e-12,2.483510e-02
1.090000e-12,2.545380e-02
1.100000e-12,2.608106e-02
1.110000e-12,2.671687e-02
1.120000e-12,2.736118e-02
1.130000e-12,2.801396e-02
1.140000e-12,2.867517e-02
1.150000e-12,2.934477e-02
1.160000e-12,3.002273e-02
1.170000e-12,3.070900e-02
1.180000e-12,3.140353e-02
1.190000e-12,3.210628e-02
1.200000e-12,3.281719e-02
1.210000e-12,3.353621e-02
1.220000e-12,3.426329e-02
1.230000e-12,3.499838e-02
1.240000e-12,3.574142e-02
1.250000e-12,3.649234e-02
1.260000e-12,3.725109e-02
1.270000e-12,3.801761e-02
1.280000e-12,3.879184e-02
1.290000e-12,3.957370e-02
1.300000e-12,4.036313e-02
1.310000e-12,4.116007e-02
1.320000e-12,4.196444e-02
1.330000e-12,4.277618e-02
1.340000e-12,4.359522e-02
1.350000e-12,4.442148e-02
1.360000e-12,4.525489e-02
1.370000e-12,4.609538e-02
1.380000e-12,4.694287e-02
1.390000e-12,4.779728e-02
1.400000e-12,4.865855e-02
1.410000e-12,4.952659e-02
1.420000e-12,5.040133e-02
1.430000e-12,5.128269e-02
1.440000e-12,5.217059e-02
1.450000e-12,5.306496e-02
1.460000e-12,5.396570e-02
1.470000e-12,5.487275e-02
1.480000e-12,5.578603e-02
1.490000e-12,5.670545e-02
1.500000e-12,5.763093e-02
1.510000e-12,5.856240e-02
1.520000e-12,5.949978e-02
1.530000e-12,6.044298e-02
1.540000e-12,6.139193e-02
1.550000e-12,6.234654e-02
1.560000e-12,6.330674e-02
1.570000e-12,6.427245e-02
1.580000e-12,6.524359e-02
1.590000e-12,6.622008e-02
1.600000e-12,6.720185e-02
1.610000e-12,6.818881e-02
1.620000e-12,6.918089e-02
1.630000e-12,7.017801e-02
1.640000e-12,7.118010e-02
1.650000e-12,7.218708e-02
1.660000e-12,7.319888e-02
1.670000e-12,7.421542e-02
1.680000e-12,7.523663e-02
1.690000e-12,7.626243e-02
1.700000e-12,7.729277e-02
1.710000e-12,7.832755e-02
1.720000e-12,7.936672e-02
1.730000e-12,8.041021e-02
1.740000e-12,8.145794e-02
1.750000e-12,8.250986e-02
1.760000e-12,8.356589e-02
1.770000e-12,8.462596e-02
1.780000e-12,8.569003e-02
1.790000e-12,8.675801e-02
1.800000e-12,8.782985e-02
1.810000e-12,8.890549e-02
1.820000e-12,8.998487e-02
1.830000e-12,9.106792e-02
1.840000e-12,9.215460e-02
1.850000e-12,9.324484e-02
1.860000e-12,9.433858e-02
1.870000e-12,9.543578e-02
1.880000e-12,9.653639e-02
1.890000e-12,9.764034e-02
1.900000e-12,9.874758e-02
1.910000e-12,9.985808e-02
1.920000e-12,1.009718e-01
1.930000e-12,1.020886e-01
1.940000e-12,1.032086e-01
1.950000e-12,1.043316e-01
1.960000e-12,1.054576e-01
1.970000e-12,1.065866e-01
1.980000e-12,1.077185e-01
1.990000e-12,1.088533e-01
2.000000e-12,1.099910e-01
2.010000e-12,1.111315e-01
2.020000e-12,1.122747e-01
2.030000e-12,1.134207e-01
2.040000e-12,1.145694e-01
2.050000e-12,1.157208e-01
2.060000e-12,1.168748e-01
2.070000e-12,1.180314e-01
2.080000e-12,1.191906e-01
2.090000e-12,1.203524e-01
2.100000e-12,1.215167e-01
2.110000e-12,1.226834e-01
2.120000e-12,1.238526e-01
2.130000e-12,1.250243e-01
2.140000e-12,1.261984e-01
2.150000e-12,1.273749e-01
2.160000e-12,1.285537e-01
2.170000e-12,1.297349e-01
2.180000e-12,1.309184e-01
2.190000e-12,1.321043e-01
2.200000e-12,1.332924e-01
2.210000e-12,1.344828e-01
2.220000e-12,1.356755e-01
2.230000e-12,1.368704e-01
2.240000e-12,1.380675e-01
2.250000e-12,1.392668e-01
2.260000e-12,1.404684e-01
2.270000e-12,1.416721e-01
2.280000e-12,1.428780e-01
2.290000e-12,1.440861e-01
2.300000e-12,1.452963e-01
2.310000e-12,1.465086e-01
2.320000e-12,1.477231e-01
2.330000e-12,1.489397e-01
2.340000e-12,1.501585e-01
2.350000e-12,1.513793e-01
2.360000e-12,1.526023e-01
2.370000e-12,1.538273e-01
2.380000e-12,1.550544e-01
2.390000e-12,1.562836e-01
2.400000e-12,1.575149e-01
2.410000e-12,1.587483e-01
2.420000e-12,1.599837e-01
2.430000e-12,1.612212e-01
2.440000e-12,1.624608e-01
2.450000e-12,1.637024e-01
2.460000e-12,1.649461e-01
2.470000e-12,1.661919e-01
2.480000e-12,1.674397e-01
2.490000e-12,1.686895e-01
2.500000e-12,1.699414e-01
2.510000e-12,1.711954e-01
2.520000e-12,1.724514e-01
2.530000e-12,1.737095e-01
2.540000e-12,1.749696e-01
2.550000e-12,1.762318e-01
2.560000e-12,1.774960e-01
2.570000e-12,1.787623e-01
2.580000e-12,1.800306e-01
2.590000e-12,1.813010e-01
2.600000e-12,1.825734e-01
2.610000e-12,1.838479e-01
2.620000e-12,1.851245e-01
2.630000e-12,1.864031e-01
2.640000e-12,1.876838e-01
2.650000e-12,1.889665e-01
2.660000e-12,1.902513e-01
2.670000e-12,1.915382e-01
2.680000e-12,1.928271e-01
2.690000e-12,1.941181e-01
2.700000e-12,1.954112e-01
2.710000e-12,1.967063e-01
2.720000e-12,1.980035e-01
2.730000e-12,1.993028e-01
2.740000e-12,2.006042e-01
2.750000e-12,2.019076e-01
2.760000e-12,2.032131e-01
2.770000e-12,2.045207e-01
2.780000e-12,2.058304e-01
2.790000e-12,2.071422e-01
2.800000e-12,2.084560e-01
2.810000e-12,2.097720e-01
2.820000e-12,2.110900e-01
2.830000e-12,2.124101e-01
2.840000e-12,2.137323e-01
2.850000e-12,2.150566e-01
2.860000e-12,2.163830e-01
2.870000e-12,2.177114e-01
2.880000e-12,2.190420e-01
2.890000e-12,2.203747e-01
2.900000e-12,2.217094e-01
2.910000e-12,2.230462e-01
2.920000e-12,2.243852e-01
2.930000e-12,2.257262e-01
2.940000e-12,2.270693e-01
2.950000e-12,2.284145e-01
2.960000e-12,2.297618e-01
2.970000e-12,2.311112e-01
2.980000e-12,2.324627e-01
2.990000e-12,2.338163e-01
3.000000e-12,2.351719e-01
3.010000e-12,2.365297e-01
3.020000e-12,2.378895e-01
3.030000e-12,2.392515e-01
3.040000e-12,2.406155e-01
3.050000e-12,2.419816e-01
3.060000e-12,2.433498e-01
3.070000e-12,2.447200e-01
3.080000e-12,2.460924e-01
3.090000e-12,2.474668e-01
3.100000e-12,2.488433e-01
3.110000e-12,2.502219e-01
3.120000e-12,2.516026e-01
3.130000e-12,2.529853e-01
3.140000e-12,2.543701e-01
3.150000e-12,2.557569e-01
3.160000e-12,2.571459e-01
3.170000e-12,2.585369e-01
3.180000e-12,2.599299e-01
3.190000e-12,2.613250e-01
3.200000e-12,2.627222e-01
3.210000e-12,2.641214e-01
3.220000e-12,2.655227e-01
3.230000e-12,2.669260e-01
3.240000e-12,2.683314e-01
3.250000e-12,2.697388e-01
3.260000e-12,2.711483e-01
3.270000e-12,2.725598e-01
3.280000e-12,2.739733e-01
3.290000e-12,2.753888e-01
3.300000e-12,2.768064e-01
3.310000e-12,2.782260e-01
3.320000e-12,2.796477e-01
3.330000e-12,2.810713e-01
3.340000e-12,2.824970e-01
3.350000e-12,2.839247e-01
3.360000e-12,2.853544e-01
3.370000e-12,2.867861e-01
3.380000e-12,2.882198e-01
3.390000e-12,2.896555e-01
3.400000e-12,2.910933e-01
3.410000e-12,2.925330e-01
3.420000e-12,2.939747e-01
3.430000e-12,2.954184e-01
3.440000e-12,2.968641e-01
3.450000e-12,2.983117e-01
3.460000e-12,2.997614e-01
3.470000e-12,3.012130e-01
3.480000e-12,3.026666e-01
3.490000e-12,3.041222e-01
3.500000e-12,3.055798e-01
3.510000e-12,3.070393e-01
3.520000e-12,3.085008e-01
3.530000e-12,3.099642e-01
3.540000e-12,3.114296e-01
3.550000e-12,3.128970e-01
3.560000e-12,3.143663e-01
3.570000e-12,3.158375e-01
3.580000e-12,3.173108e-01
3.590000e-12,3.187859e-01
3.600000e-12,3.202630e-01
3.610000e-12,3.217420e-01
3.620000e-12,3.232230e-01
3.630000e-12,3.247059e-01
3.640000e-12,3.261908e-01
3.650000e-12,3.276775e-01
3.660000e-12,3.291662e-01
3.670000e-12,3.306568e-01
3.680000e-12,3.321494e-01
3.690000e-12,3.336438e-01
3.700000e-12,3.351402e-01
3.710000e-12,3.366385e-01
3.720000e-12,3.381387e-01
3.730000e-12,3.396408e-01
3.740000e-12,3.411448e-01
3.750000e-12,3.426507e-01
3.760000e-12,3.441585e-01
3.770000e-12,3.456682e-01
3.780000e-12,3.471798e-01
3.790000e-12,3.486933e-01
3.800000e-12,3.502087e-01
3.810000e-12,3.517260e-01
3.820000e-12,3.532452e-01
3.830000e-12,3.547662e-01
3.840000e-12,3.562892e-01
3.850000e-12,3.578140e-01
3.860000e-12,3.593406e-01
3.870000e-12,3.608692e-01
3.880000e-12,3.623996e-01
3.890000e-12,3.639319e-01
3.900000e-12,3.654661e-01
3.910000e-12,3.670021e-01
3.920000e-12,3.685400e-01
3.930000e-12,3.700797e-01
3.940000e-12,3.716213e-01
3.950000e-12,3.731648e-01
3.960000e-12,3.747101e-01
3.970000e-12,3.762572e-01
3.980000e-12,3.778062e-01
3.990000e-12,3.793570e-01
4.000000e-12,3.809097e-01
4.010000e-12,3.824642e-01
4.020000e-12,3.840205e-01
4.030000e-12,3.855787e-01
4.040000e-12,3.871386e-01
4.050000e-12,3.887005e-01
4.060000e-12,3.902641e-01
4.070000e-12,3.918295e-01
4.080000e-12,3.933968e-01
4.090000e-12,3.949658e-01
4.100000e-12,3.965367e-01
4.110000e-12,3.981094e-01
4.120000e-12,3.996839e-01
4.130000e-12,4.012601e-01
4.140000e-12,4.028382e-01
4.150000e-12,4.044180e-01
4.160000e-12,4.059997e-01
4.170000e-12,4.075831e-01
4.180000e-12,4.091683e-01
4.190000e-12,4.107553e-01
4.200000e-12,4.123440e-01
4.210000e-12,4.139345e-01
4.220000e-12,4.155268e-01
4.230000e-12,4.171208e-01
4.240000e-12,4.187166e-01
4.250000e-12,4.203141e-01
4.260000e-12,4.219134e-01
4.270000e-12,4.235144e-01
4.280000e-12,4.251172e-01
4.290000e-12,4.267217e-01
4.300000e-12,4.283279e-01
4.310000e-12,4.299358e-01
4.320000e-12,4.315455e-01
4.330000e-12,4.331569e-01
4.340000e-12,4.347699e-01
4.350000e-12,4.363847e-01
4.360000e-12,4.380012e-01
4.370000e-12,4.396194e-01
4.380000e-12,4.412393e-01
4.390000e-12,4.428609e-01
4.400000e-12,4.444841e-01
4.410000e-12,4.461090e-01
4.420000e-12,4.477356e-01
4.430000e-12,4.493639e-01
4.440000e-12,4.509938e-01
4.450000e-12,4.526254e-01
4.460000e-12,4.542587e-01
4.470000e-12,4.558935e-01
4.480000e-12,4.575301e-01
4.490000e-12,4.591682e-01
4.500000e-12,4.608080e-01
4.510000e-12,4.624495e-01
4.520000e-12,4.640925e-01
4.530000e-12,4.657372e-01
4.540000e-12,4.673835e-01
4.550000e-12,4.690314e-01
4.560000e-12,4.706809e-01
4.570000e-12,4.723320e-01
4.580000e-12,4.739847e-01
4.590000e-12,4.756389e-01
4.600000e-12,4.772948e-01
4.610000e-12,4.789522e-01
4.620000e-12,4.806112e-01
4.630000e-12,4.822718e-01
4.640000e-12,4.839340e-01
4.650000e-12,4.855977e-01
4.660000e-12,4.872629e-01
4.670000e-12,4.889297e-01
4.680000e-12,4.905981e-01
4.690000e-12,4.922680e-01
4.700000e-12,4.939394e-01
4.710000e-12,4.956124e-01
4.720000e-12,4.972869e-01
4.730000e-12,4.989629e-01
4.740000e-12,5.006404e-01
4.750000e-12,5.023195e-01
4.760000e-12,5.040000e-01
4.770000e-12,5.056821e-01
4.780000e-12,5.073657e-01
4.790000e-12,5.090508e-01
4.800000e-12,5.107373e-01
4.810000e-12,5.124254e-01
4.820000e-12,5.141149e-01
4.830000e-12,5.158060e-01
4.840000e-12,5.174985e-01
4.850000e-12,5.191925e-01
4.860000e-12,5.208880e-01
4.870000e-12,5.225849e-01
4.880000e-12,5.242833e-01
4.890000e-12,5.259832e-01
4.900000e-12,5.276846e-01
4.910000e-12,5.293874e-01
4.920000e-12,5.310917e-01
4.930000e-12,5.327974e-01
4.940000e-12,5.345046e-01
4.950000e-12,5.362132e-01
4.960000e-12,5.379233e-01
4.970000e-12,5.396349e-01
4.980000e-12,5.413479e-01
4.990000e-12,5.430623e-01
5.000000e-12,5.447782e-01
5.010000e-12,5.464943e-01
5.020000e-12,5.482100e-01
5.030000e-12,5.499254e-01
5.040000e-12,5.516403e-01
5.050000e-12,5.533548e-01
5.060000e-12,5.550688e-01
5.070000e-12,5.567822e-01
5.080000e-12,5.584952e-01
5.090000e-12,5.602077e-01
5.100000e-12,5.619196e-01
5.110000e-12,5.636309e-01
5.120000e-12,5.653416e-01
5.130000e-12,5.670516e-01
5.140000e-12,5.687610e-01
5.150000e-12,5.704696e-01
5.160000e-12,5.721774e-01
5.170000e-12,5.738844e-01
5.180000e-12,5.755905e-01
5.190000e-12,5.772956e-01
5.200000e-12,5.789997e-01
5.210000e-12,5.807027e-01
5.220000e-12,5.824046e-01
5.230000e-12,5.841052e-01
5.240000e-12,5.858044e-01
5.250000e-12,5.875023e-01
5.260000e-12,5.891988e-01
5.270000e-12,5.908936e-01
5.280000e-12,5.925868e-01
5.290000e-12,5.942782e-01
5.300000e-12,5.959679e-01
5.310000e-12,5.976555e-01
5.320000e-12,5.993412e-01
5.330000e-12,6.010247e-01
5.340000e-12,6.027060e-01
5.350000e-12,6.043849e-01
5.360000e-12,6.060614e-01
5.370000e-12,6.077354e-01
5.380000e-12,6.094067e-01
5.390000e-12,6.110753e-01
5.400000e-12,6.127410e-01
5.410000e-12,6.144037e-01
5.420000e-12,6.160633e-01
5.430000e-12,6.177197e-01
5.440000e-12,6.193728e-01
5.450000e-12,6.210225e-01
5.460000e-12,6.226686e-01
5.470000e-12,6.243111e-01
5.480000e-12,6.259498e-01
5.490000e-12,6.275846e-01
5.500000e-12,6.292155e-01
5.510000e-12,6.308422e-01
5.520000e-12,6.324647e-01
5.530000e-12,6.340829e-01
5.540000e-12,6.356966e-01
5.550000e-12,6.373058e-01
5.560000e-12,6.389103e-01
5.570000e-12,6.405100e-01
5.580000e-12,6.421048e-01
5.590000e-12,6.436947e-01
5.600000e-12,6.452795e-01
5.610000e-12,6.468590e-01
5.620000e-12,6.484333e-01
5.630000e-12,6.500021e-01
5.640000e-12,6.515654e-01
5.650000e-12,6.531232e-01
5.660000e-12,6.546752e-01
5.670000e-12,6.562214e-01
5.680000e-12,6.577617e-01
5.690000e-12,6.592960e-01
5.700000e-12,6.608242e-01
5.710000e-12,6.623462e-01
5.720000e-12,6.638620e-01
5.730000e-12,6.653715e-01
5.740000e-12,6.668745e-01
5.750000e-12,6.683710e-01
5.760000e-12,6.698609e-01
5.770000e-12,6.713442e-01
5.780000e-12,6.728207e-01
5.790000e-12,6.742904e-01
5.800000e-12,6.757532e-01
5.810000e-12,6.772090e-01
5.820000e-12,6.786579e-01
5.830000e-12,6.800997e-01
5.840000e-12,6.815343e-01
5.850000e-12,6.829617e-01
5.860000e-12,6.843819e-01
5.870000e-12,6.857948e-01
5.880000e-12,6.872003e-01
5.890000e-12,6.885984e-01
5.900000e-12,6.899891e-01
5.910000e-12,6.913722e-01
5.920000e-12,6.927479e-01
5.930000e-12,6.941159e-01
5.940000e-12,6.954764e-01
5.950000e-12,6.968292e-01
5.960000e-12,6.981744e-01
5.970000e-12,6.995118e-01
5.980000e-12,7.008415e-01
5.990000e-12,7.021635e-01
6.000000e-12,7.034777e-01
6.010000e-12,7.047841e-01
6.020000e-12,7.060828e-01
6.030000e-12,7.073736e-01
6.040000e-12,7.086565e-01
6.050000e-12,7.099317e-01
6.060000e-12,7.111990e-01
6.070000e-12,7.124584e-01
6.080000e-12,7.137101e-01
6.090000e-12,7.149538e-01
6.100000e-12,7.161897e-01
6.110000e-12,7.174178e-01
6.120000e-12,7.186381e-01
6.130000e-12,7.198505e-01
6.140000e-12,7.210551e-01
6.150000e-12,7.222519e-01
6.160000e-12,7.234409e-01
6.170000e-12,7.246222e-01
6.180000e-12,7.257957e-01
6.190000e-12,7.269615e-01
6.200000e-12,7.281196e-01
6.210000e-12,7.292700e-01
6.220000e-12,7.304128e-01
6.230000e-12,7.315479e-01
6.240000e-12,7.326755e-01
6.250000e-12,7.337954e-01
6.260000e-12,7.349079e-01
6.270000e-12,7.360128e-01
6.280000e-12,7.371103e-01
6.290000e-12,7.382004e-01
6.300000e-12,7.392831e-01
6.310000e-12,7.403585e-01
6.320000e-12,7.414265e-01
6.330000e-12,7.424873e-01
6.340000e-12,7.435409e-01
6.350000e-12,7.445873e-01
6.360000e-12,7.456265e-01
6.370000e-12,7.466587e-01
6.380000e-12,7.476839e-01
6.390000e-12,7.487021e-01
6.400000e-12,7.497134e-01
6.410000e-12,7.507178e-01
6.420000e-12,7.517153e-01
6.430000e-12,7.527061e-01
6.440000e-12,7.536901e-01
6.450000e-12,7.546675e-01
6.460000e-12,7.556383e-01
6.470000e-12,7.566025e-01
6.480000e-12,7.575602e-01
6.490000e-12,7.585114e-01
6.500000e-12,7.594563e-01
6.510000e-12,7.603948e-01
6.520000e-12,7.613270e-01
6.530000e-12,7.622531e-01
6.540000e-12,7.631729e-01
6.550000e-12,7.640866e-01
6.560000e-12,7.649943e-01
6.570000e-12,7.658960e-01
6.580000e-12,7.667918e-01
6.590000e-12,7.676816e-01
6.600000e-12,7.685657e-01
6.610000e-12,7.694440e-01
6.620000e-12,7.703166e-01
6.630000e-12,7.711835e-01
6.640000e-12,7.720449e-01
6.650000e-12,7.729007e-01
6.660000e-12,7.737511e-01
6.670000e-12,7.745960e-01
6.680000e-12,7.754356e-01
6.690000e-12,7.762699e-01
6.700000e-12,7.770989e-01
6.710000e-12,7.779227e-01
6.720000e-12,7.787414e-01
6.730000e-12,7.795551e-01
6.740000e-12,7.803637e-01
6.750000e-12,7.811673e-01
6.760000e-12,7.819660e-01
6.770000e-12,7.827599e-01
6.780000e-12,7.835489e-01
6.790000e-12,7.843332e-01
6.800000e-12,7.851128e-01
6.810000e-12,7.858877e-01
6.820000e-12,7.866580e-01
6.830000e-12,7.874238e-01
6.840000e-12,7.881850e-01
6.850000e-12,7.889418e-01
6.860000e-12,7.896943e-01
6.870000e-12,7.904423e-01
6.880000e-12,7.911860e-01
6.890000e-12,7.919255e-01
6.900000e-12,7.926608e-01
6.910000e-12,7.933919e-01
6.920000e-12,7.941188e-01
6.930000e-12,7.948417e-01
6.940000e-12,7.955605e-01
6.950000e-12,7.962754e-01
6.960000e-12,7.969862e-01
6.970000e-12,7.976932e-01
6.980000e-12,7.983963e-01
6.990000e-12,7.990955e-01
7.000000e-12,7.997910e-01
7.010000e-12,8.004827e-01
7.020000e-12,8.011707e-01
7.030000e-12,8.018550e-01
7.040000e-12,8.025356e-01
7.050000e-12,8.032126e-01
7.060000e-12,8.038861e-01
7.070000e-12,8.045560e-01
7.080000e-12,8.052224e-01
7.090000e-12,8.058854e-01
7.100000e-12,8.065449e-01
7.110000e-12,8.072010e-01
7.120000e-12,8.078537e-01
7.130000e-12,8.085030e-01
7.140000e-12,8.091491e-01
7.150000e-12,8.097918e-01
7.160000e-12,8.104313e-01
7.170000e-12,8.110676e-01
7.180000e-12,8.117006e-01
7.190000e-12,8.123305e-01
7.200000e-12,8.129572e-01
7.210000e-12,8.135808e-01
7.220000e-12,8.142013e-01
7.230000e-12,8.148187e-01
7.240000e-12,8.154331e-01
7.250000e-12,8.160444e-01
7.260000e-12,8.166528e-01
7.270000e-12,8.172581e-01
7.280000e-12,8.178605e-01
7.290000e-12,8.184599e-01
7.300000e-12,8.190565e-01
7.310000e-12,8.196501e-01
7.320000e-12,8.202408e-01
7.330000e-12,8.208287e-01
7.340000e-12,8.214138e-01
7.350000e-12,8.219960e-01
7.360000e-12,8.225755e-01
7.370000e-12,8.231522e-01
7.380000e-12,8.237261e-01
7.390000e-12,8.242972e-01
7.400000e-12,8.248656e-01
7.410000e-12,8.254314e-01
7.420000e-12,8.259944e-01
7.430000e-12,8.265548e-01
7.440000e-12,8.271124e-01
7.450000e-12,8.276675e-01
7.460000e-12,8.282199e-01
7.470000e-12,8.287697e-01
7.480000e-12,8.293170e-01
7.490000e-12,8.298616e-01
7.500000e-12,8.304037e-01
7.510000e-12,8.309432e-01
7.520000e-12,8.314802e-01
7.530000e-12,8.320146e-01
7.540000e-12,8.325466e-01
7.550000e-12,8.330760e-01
7.560000e-12,8.336030e-01
7.570000e-12,8.341275e-01
7.580000e-12,8.346496e-01
7.590000e-12,8.351692e-01
7.600000e-12,8.356864e-01
7.610000e-12,8.362012e-01
7.620000e-12,8.367136e-01
7.630000e-12,8.372236e-01
7.640000e-12,8.377312e-01
7.650000e-12,8.382365e-01
7.660000e-12,8.387394e-01
7.670000e-12,8.392400e-01
7.680000e-12,8.397383e-01
7.690000e-12,8.402343e-01
7.700000e-12,8.407280e-01
7.710000e-12,8.412194e-01
7.720000e-12,8.417085e-01
7.730000e-12,8.421954e-01
7.740000e-12,8.426800e-01
7.750000e-12,8.431625e-01
7.760000e-12,8.436427e-01
7.770000e-12,8.441206e-01
7.780000e-12,8.445965e-01
7.790000e-12,8.450701e-01
7.800000e-12,8.455415e-01
7.810000e-12,8.460108e-01
7.820000e-12,8.464780e-01
7.830000e-12,8.469431e-01
7.840000e-12,8.474060e-01
7.850000e-12,8.478668e-01
7.860000e-12,8.483256e-01
7.870000e-12,8.487822e-01
7.880000e-12,8.492368e-01
7.890000e-12,8.496894e-01
7.900000e-12,8.501399e-01
7.910000e-12,8.505884e-01
7.920000e-12,8.510349e-01
7.930000e-12,8.514793e-01
7.940000e-12,8.519218e-01
7.950000e-12,8.523623e-01
7.960000e-12,8.528009e-01
7.970000e-12,8.532375e-01
7.980000e-12,8.536722e-01
7.990000e-12,8.541049e-01
8.000000e-12,8.545358e-01
8.010000e-12,8.549647e-01
8.020000e-12,8.553918e-01
8.030000e-12,8.558170e-01
8.040000e-12,8.562403e-01
8.050000e-12,8.566618e-01
8.060000e-12,8.570814e-01
8.070000e-12,8.574992e-01
8.080000e-12,8.579152e-01
8.090000e-12,8.583294e-01
8.100000e-12,8.587418e-01
8.110000e-12,8.591525e-01
8.120000e-12,8.595614e-01
8.130000e-12,8.599685e-01
8.140000e-12,8.603739e-01
8.150000e-12,8.607776e-01
8.160000e-12,8.611795e-01
8.170000e-12,8.615798e-01
8.180000e-12,8.619783e-01
8.190000e-12,8.623752e-01
8.200000e-12,8.627704e-01
8.210000e-12,8.631639e-01
8.220000e-12,8.635558e-01
8.230000e-12,8.639461e-01
8.240000e-12,8.643347e-01
8.250000e-12,8.647217e-01
8.260000e-12,8.651071e-01
8.270000e-12,8.654909e-01
8.280000e-12,8.658732e-01
8.290000e-12,8.662538e-01
8.300000e-12,8.666329e-01
8.310000e-12,8.670104e-01
8.320000e-12,8.673864e-01
8.330000e-12,8.677609e-01
8.340000e-12,8.681338e-01
8.350000e-12,8.685052e-01
8.360000e-12,8.688751e-01
8.370000e-12,8.692434e-01
8.380000e-12,8.696103e-01
8.390000e-12,8.699757e-01
8.400000e-12,8.703397e-01
8.410000e-12,8.707021e-01
8.420000e-12,8.710631e-01
8.430000e-12,8.714227e-01
8.440000e-12,8.717808e-01
8.450000e-12,8.721374e-01
8.460000e-12,8.724927e-01
8.470000e-12,8.728465e-01
8.480000e-12,8.731988e-01
8.490000e-12,8.735498e-01
8.500000e-12,8.738994e-01
8.510000e-12,8.742475e-01
8.520000e-12,8.745943e-01
8.530000e-12,8.749396e-01
8.540000e-12,8.752836e-01
8.550000e-12,8.756262e-01
8.560000e-12,8.759674e-01
8.570000e-12,8.763072e-01
8.580000e-12,8.766457e-01
8.590000e-12,8.769828e-01
8.600000e-12,8.773186e-01
8.610000e-12,8.776530e-01
8.620000e-12,8.779860e-01
8.630000e-12,8.783177e-01
8.640000e-12,8.786480e-01
8.650000e-12,8.789770e-01
8.660000e-12,8.793047e-01
8.670000e-12,8.796310e-01
8.680000e-12,8.799559e-01
8.690000e-12,8.802796e-01
8.700000e-12,8.806019e-01
8.710000e-12,8.809228e-01
8.720000e-12,8.812424e-01
