time,"P(A)","P(B)","P(Q)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.500000e-14,4.229904e-04,4.229904e-04,3.029583e-04
3.000000e-14,8.550171e-04,8.550171e-04,6.092730e-04
4.500000e-14,1.302025e-03,1.302025e-03,9.206331e-04
6.000000e-14,1.770272e-03,1.770272e-03,1.238791e-03
7.500000e-14,2.266086e-03,2.266086e-03,1.565547e-03
9.000000e-14,2.795753e-03,2.795753e-03,1.902743e-03
1.050000e-13,3.365442e-03,3.365442e-03,2.252257e-03
1.200000e-13,3.981170e-03,3.981170e-03,2.616008e-03
1.350000e-13,4.648764e-03,4.648764e-03,2.995953e-03
1.500000e-13,5.373841e-03,5.373841e-03,3.394097e-03
1.650000e-13,6.161779e-03,6.161779e-03,3.812485e-03
1.800000e-13,7.017697e-03,7.017697e-03,4.253209e-03
1.950000e-13,7.946436e-03,7.946436e-03,4.718404e-03
2.100000e-13,8.952535e-03,8.952535e-03,5.210251e-03
2.250000e-13,1.004022e-02,1.004022e-02,5.730967e-03
2.400000e-13,1.121338e-02,1.121338e-02,6.282808e-03
2.550000e-13,1.247557e-02,1.247557e-02,6.868058e-03
2.700000e-13,1.382998e-02,1.382998e-02,7.489029e-03
2.850000e-13,1.527942e-02,1.527942e-02,8.148050e-03
3.000000e-13,1.682635e-02,1.682635e-02,8.847458e-03
3.150000e-13,1.847282e-02,1.847282e-02,9.589592e-03
3.300000e-13,2.022052e-02,2.022052e-02,1.037678e-02
3.450000e-13,2.207073e-02,2.207073e-02,1.121132e-02
3.600000e-13,2.402434e-02,2.402434e-02,1.209550e-02
3.750000e-13,2.608186e-02,2.608186e-02,1.303154e-02
3.900000e-13,2.824340e-02,2.824340e-02,1.402161e-02
4.050000e-13,3.050872e-02,3.050872e-02,1.506781e-02
4.200000e-13,3.287715e-02,3.287715e-02,1.617214e-02
4.350000e-13,3.534771e-02,3.534771e-02,1.733653e-02
4.500000e-13,3.791903e-02,3.791903e-02,1.856278e-02
4.650000e-13,4.058939e-02,4.058939e-02,1.985255e-02
4.800000e-13,4.335675e-02,4.335675e-02,2.120738e-02
4.950000e-13,4.621875e-02,4.621875e-02,2.262867e-02
5.100000e-13,4.917273e-02,4.917273e-02,2.411762e-02
5.250000e-13,5.221572e-02,5.221572e-02,2.567528e-02
5.400000e-13,5.534452e-02,5.534452e-02,2.730251e-02
5.550000e-13,5.855564e-02,5.855564e-02,2.899998e-02
5.700000e-13,6.184538e-02,6.184538e-02,3.076814e-02
5.850000e-13,6.520982e-02,6.520982e-02,3.260726e-02
6.000000e-13,6.864486e-02,6.864486e-02,3.451736e-02
6.150000e-13,7.214623e-02,7.214623e-02,3.649827e-02
6.300000e-13,7.570950e-02,7.570950e-02,3.854958e-02
6.450000e-13,7.933013e-02,7.933013e-02,4.067067e-02
6.600000e-13,8.300347e-02,8.300347e-02,4.286069e-02
6.750000e-13,8.672479e-02,8.672479e-02,4.511858e-02
6.900000e-13,9.048931e-02,9.048931e-02,4.744306e-02
7.050000e-13,9.429221e-02,9.429221e-02,4.983264e-02
7.200000e-13,9.812864e-02,9.812864e-02,5.228563e-02
7.350000e-13,1.019938e-01,1.019938e-01,5.480014e-02
7.500000e-13,1.058828e-01,1.058828e-01,5.737412e-02
7.650000e-13,1.097910e-01,1.097910e-01,6.000532e-02
7.800000e-13,1.137137e-01,1.137137e-01,6.269136e-02
7.950000e-13,1.176462e-01,1.176462e-01,6.542969e-02
8.100000e-13,1.215841e-01,1.215841e-01,6.821767e-02
8.250000e-13,1.255231e-01,1.255231e-01,7.105253e-02
8.400000e-13,1.294588e-01,1.294588e-01,7.393140e-02
8.550000e-13,1.333872e-01,1.333872e-01,7.685135e-02
8.700000e-13,1.373045e-01,1.373045e-01,7.980940e-02
8.850000e-13,1.412068e-01,1.412068e-01,8.280252e-02
9.000000e-13,1.450907e-01,1.450907e-01,8.582769e-02
9.150000e-13,1.489528e-01,1.489528e-01,8.888187e-02
9.300000e-13,1.527901e-01,1.527901e-01,9.196206e-02
9.450000e-13,1.565997e-01,1.565997e-01,9.506530e-02
9.600000e-13,1.603790e-01,1.603790e-01,9.818869e-02
9.750000e-13,1.641255e-01,1.641255e-01,1.013294e-01
9.900000e-13,1.678371e-01,1.678371e-01,1.044848e-01
1.005000e-12,1.715119e-01,1.715119e-01,1.076522e-01
1.020000e-12,1.751484e-01,1.751484e-01,1.108292e-01
1.035000e-12,1.787451e-01,1.787451e-01,1.140134e-01
1.050000e-12,1.823008e-01,1.823008e-01,1.172027e-01
1.065000e-12,1.858149e-01,1.858149e-01,1.203951e-01
1.080000e-12,1.892866e-01,1.892866e-01,1.235888e-01
1.095000e-12,1.927156e-01,1.927156e-01,1.267822e-01
1.110000e-12,1.961019e-01,1.961019e-01,1.299738e-01
1.125000e-12,1.994457e-01,1.994457e-01,1.331624e-01
1.140000e-12,2.027472e-01,2.027472e-01,1.363471e-01
1.155000e-12,2.060074e-01,2.060074e-01,1.395269e-01
1.170000e-12,2.092269e-01,2.092269e-01,1.427013e-01
1.185000e-12,2.124070e-01,2.124070e-01,1.458699e-01
1.200000e-12,2.155490e-01,2.155490e-01,1.490324e-01
1.215000e-12,2.186544e-01,2.186544e-01,1.521888e-01
1.230000e-12,2.217251e-01,2.217251e-01,1.553393e-01
1.245000e-12,2.247630e-01,2.247630e-01,1.584841e-01
1.260000e-12,2.277702e-01,2.277702e-01,1.616239e-01
1.275000e-12,2.307491e-01,2.307491e-01,1.647592e-01
1.290000e-12,2.337020e-01,2.337020e-01,1.678907e-01
1.305000e-12,2.366317e-01,2.366317e-01,1.710195e-01
1.320000e-12,2.395408e-01,2.395408e-01,1.741464e-01
1.335000e-12,2.424323e-01,2.424323e-01,1.772727e-01
1.350000e-12,2.453090e-01,2.453090e-01,1.803993e-01
1.365000e-12,2.481741e-01,2.481741e-01,1.835277e-01
1.380000e-12,2.510307e-01,2.510307e-01,1.866589e-01
1.395000e-12,2.538820e-01,2.538820e-01,1.897944e-01
1.410000e-12,2.567312e-01,2.567312e-01,1.929353e-01
1.425000e-12,2.595817e-01,2.595817e-01,1.960829e-01
1.440000e-12,2.624367e-01,2.624367e-01,1.992385e-01
1.455000e-12,2.652996e-01,2.652996e-01,2.024032e-01
1.470000e-12,2.681735e-01,2.681735e-01,2.055782e-01
1.485000e-12,2.710619e-01,2.710619e-01,2.087643e-01
1.500000e-12,2.739678e-01,2.739678e-01,2.119627e-01
1.515000e-12,2.768945e-01,2.768945e-01,2.151741e-01
1.530000e-12,2.798450e-01,2.798450e-01,2.183992e-01
1.545000e-12,2.828224e-01,2.828224e-01,2.216385e-01
1.560000e-12,2.858295e-01,2.858295e-01,2.248925e-01
1.575000e-12,2.888691e-01,2.888691e-01,2.281615e-01
1.590000e-12,2.919438e-01,2.919438e-01,2.314456e-01
1.605000e-12,2.950563e-01,2.950563e-01,2.347447e-01
1.620000e-12,2.982087e-01,2.982087e-01,2.380587e-01
1.635000e-12,3.014033e-01,3.014033e-01,2.413872e-01
1.650000e-12,3.046421e-01,3.046421e-01,2.447296e-01
1.665000e-12,3.079269e-01,3.079269e-01,2.480853e-01
1.680000e-12,3.112593e-01,3.112593e-01,2.514534e-01
1.695000e-12,3.146407e-01,3.146407e-01,2.548330e-01
1.710000e-12,3.180723e-01,3.180723e-01,2.582229e-01
1.725000e-12,3.215551e-01,3.215551e-01,2.616218e-01
1.740000e-12,3.250897e-01,3.250897e-01,2.650283e-01
1.755000e-12,3.286768e-01,3.286768e-01,2.684409e-01
1.770000e-12,3.323164e-01,3.323164e-01,2.718579e-01
1.785000e-12,3.360087e-01,3.360087e-01,2.752777e-01
1.800000e-12,3.397535e-01,3.397535e-01,2.786984e-01
1.815000e-12,3.435501e-01,3.435501e-01,2.821181e-01
1.830000e-12,3.473979e-01,3.473979e-01,2.855350e-01
1.845000e-12,3.512958e-01,3.512958e-01,2.889470e-01
1.860000e-12,3.552428e-01,3.552428e-01,2.923521e-01
1.875000e-12,3.592372e-01,3.592372e-01,2.957484e-01
1.890000e-12,3.632774e-01,3.632774e-01,2.991338e-01
1.905000e-12,3.673615e-01,3.673615e-01,3.025064e-01
1.920000e-12,3.714873e-01,3.714873e-01,3.058642e-01
1.935000e-12,3.756524e-01,3.756524e-01,3.092053e-01
1.950000e-12,3.798542e-01,3.798542e-01,3.125279e-01
1.965000e-12,3.840900e-01,3.840900e-01,3.158302e-01
1.980000e-12,3.883567e-01,3.883567e-01,3.191105e-01
1.995000e-12,3.926514e-01,3.926514e-01,3.223672e-01
2.010000e-12,3.969706e-01,3.969706e-01,3.255989e-01
2.025000e-12,4.013110e-01,4.013110e-01,3.288040e-01
2.040000e-12,4.056690e-01,4.056690e-01,3.319815e-01
2.055000e-12,4.100409e-01,4.100409e-01,3.351300e-01
2.070000e-12,4.144229e-01,4.144229e-01,3.382486e-01
2.085000e-12,4.188113e-01,4.188113e-01,3.413365e-01
2.100000e-12,4.232021e-01,4.232021e-01,3.443928e-01
2.115000e-12,4.275913e-01,4.275913e-01,3.474169e-01
2.130000e-12,4.319750e-01,4.319750e-01,3.504083e-01
2.145000e-12,4.363493e-01,4.363493e-01,3.533667e-01
2.160000e-12,4.407101e-01,4.407101e-01,3.562919e-01
2.175000e-12,4.450536e-01,4.450536e-01,3.591837e-01
2.190000e-12,4.493759e-01,4.493759e-01,3.620421e-01
2.205000e-12,4.536732e-01,4.536732e-01,3.648672e-01
2.220000e-12,4.579418e-01,4.579418e-01,3.676594e-01
2.235000e-12,4.621781e-01,4.621781e-01,3.704188e-01
2.250000e-12,4.663787e-01,4.663787e-01,3.731460e-01
2.265000e-12,4.705403e-01,4.705403e-01,3.758414e-01
2.280000e-12,4.746596e-01,4.746596e-01,3.785056e-01
2.295000e-12,4.787339e-01,4.787339e-01,3.811393e-01
2.310000e-12,4.827601e-01,4.827601e-01,3.837431e-01
2.325000e-12,4.867360e-01,4.867360e-01,3.863178e-01
2.340000e-12,4.906590e-01,4.906590e-01,3.888642e-01
2.355000e-12,4.945271e-01,4.945271e-01,3.913831e-01
2.370000e-12,4.983384e-01,4.983384e-01,3.938753e-01
2.385000e-12,5.020914e-01,5.020914e-01,3.963416e-01
2.400000e-12,5.057847e-01,5.057847e-01,3.987830e-01
2.415000e-12,5.094173e-01,5.094173e-01,4.012003e-01
2.430000e-12,5.129884e-01,5.129884e-01,4.035943e-01
2.445000e-12,5.164974e-01,5.164974e-01,4.059659e-01
2.460000e-12,5.199443e-01,5.199443e-01,4.083159e-01
2.475000e-12,5.233291e-01,5.233291e-01,4.106450e-01
2.490000e-12,5.266522e-01,5.266522e-01,4.129540e-01
2.505000e-12,5.299143e-01,5.299143e-01,4.152438e-01
2.520000e-12,5.331162e-01,5.331162e-01,4.175149e-01
2.535000e-12,5.362593e-01,5.362593e-01,4.197682e-01
2.550000e-12,5.393451e-01,5.393451e-01,4.220041e-01
2.565000e-12,5.423754e-01,5.423754e-01,4.242235e-01
2.580000e-12,5.453522e-01,5.453522e-01,4.264269e-01
2.595000e-12,5.482778e-01,5.482778e-01,4.286149e-01
2.610000e-12,5.511548e-01,5.511548e-01,4.307881e-01
2.625000e-12,5.539860e-01,5.539860e-01,4.329471e-01
2.640000e-12,5.567744e-01,5.567744e-01,4.350924e-01
2.655000e-12,5.595232e-01,5.595232e-01,4.372247e-01
2.670000e-12,5.622358e-01,5.622358e-01,4.393444e-01
2.685000e-12,5.649158e-01,5.649158e-01,4.414523e-01
2.700000e-12,5.675668e-01,5.675668e-01,4.435489e-01
2.715000e-12,5.701929e-01,5.701929e-01,4.456349e-01
2.730000e-12,5.727979e-01,5.727979e-01,4.477110e-01
2.745000e-12,5.753861e-01,5.753861e-01,4.497779e-01
2.760000e-12,5.779615e-01,5.779615e-01,4.518363e-01
2.775000e-12,5.805285e-01,5.805285e-01,4.538872e-01
2.790000e-12,5.830914e-01,5.830914e-01,4.559315e-01
2.805000e-12,5.856545e-01,5.856545e-01,4.579700e-01
2.820000e-12,5.882221e-01,5.882221e-01,4.600039e-01
2.835000e-12,5.907986e-01,5.907986e-01,4.620342e-01
2.850000e-12,5.933883e-01,5.933883e-01,4.640622e-01
2.865000e-12,5.959955e-01,5.959955e-01,4.660891e-01
2.880000e-12,5.986243e-01,5.986243e-01,4.681163e-01
2.895000e-12,6.012789e-01,6.012789e-01,4.701453e-01
2.910000e-12,6.039634e-01,6.039634e-01,4.721775e-01
2.925000e-12,6.066815e-01,6.066815e-01,4.742147e-01
2.940000e-12,6.094370e-01,6.094370e-01,4.762584e-01
2.955000e-12,6.122336e-01,6.122336e-01,4.783104e-01
2.970000e-12,6.150748e-01,6.150748e-01,4.803726e-01
2.985000e-12,6.179637e-01,6.179637e-01,4.824468e-01
3.000000e-12,6.209036e-01,6.209036e-01,4.845350e-01
3.015000e-12,6.238972e-01,6.238972e-01,4.866393e-01
3.030000e-12,6.269473e-01,6.269473e-01,4.887615e-01
3.045000e-12,6.300563e-01,6.300563e-01,4.909039e-01
3.060000e-12,6.332265e-01,6.332265e-01,4.930684e-01
3.075000e-12,6.364599e-01,6.364599e-01,4.952572e-01
3.090000e-12,6.397581e-01,6.397581e-01,4.974723e-01
3.105000e-12,6.431228e-01,6.431228e-01,4.997159e-01
3.120000e-12,6.465552e-01,6.465552e-01,5.019898e-01
3.135000e-12,6.500563e-01,6.500563e-01,5.042962e-01
3.150000e-12,6.536269e-01,6.536269e-01,5.066369e-01
3.165000e-12,6.572675e-01,6.572675e-01,5.090138e-01
3.180000e-12,6.609783e-01,6.609783e-01,5.114287e-01
3.195000e-12,6.647595e-01,6.647595e-01,5.138833e-01
3.210000e-12,6.686106e-01,6.686106e-01,5.163791e-01
3.225000e-12,6.725314e-01,6.725314e-01,5.189175e-01
3.240000e-12,6.765210e-01,6.765210e-01,5.214999e-01
3.255000e-12,6.805785e-01,6.805785e-01,5.241274e-01
3.270000e-12,6.847028e-01,6.847028e-01,5.268011e-01
3.285000e-12,6.888925e-01,6.888925e-01,5.295219e-01
3.300000e-12,6.931460e-01,6.931460e-01,5.322903e-01
3.315000e-12,6.974615e-01,6.974615e-01,5.351069e-01
3.330000e-12,7.018370e-01,7.018370e-01,5.379721e-01
3.345000e-12,7.062704e-01,7.062704e-01,5.408860e-01
3.360000e-12,7.107594e-01,7.107594e-01,5.438485e-01
3.375000e-12,7.153015e-01,7.153015e-01,5.468594e-01
3.390000e-12,7.198940e-01,7.198940e-01,5.499183e-01
3.405000e-12,7.245342e-01,7.245342e-01,5.530246e-01
3.420000e-12,7.292193e-01,7.292193e-01,5.561775e-01
3.435000e-12,7.339462e-01,7.339462e-01,5.593760e-01
3.450000e-12,7.387118e-01,7.387118e-01,5.626190e-01
3.465000e-12,7.435131e-01,7.435131e-01,5.659051e-01
3.480000e-12,7.483466e-01,7.483466e-01,5.692329e-01
3.495000e-12,7.532093e-01,7.532093e-01,5.726008e-01
3.510000e-12,7.580976e-01,7.580976e-01,5.760070e-01
3.525000e-12,7.630082e-01,7.630082e-01,5.794497e-01
3.540000e-12,7.679378e-01,7.679378e-01,5.829268e-01
3.555000e-12,7.728830e-01,7.728830e-01,5.864362e-01
3.570000e-12,7.778402e-01,7.778402e-01,5.899758e-01
3.585000e-12,7.828062e-01,7.828062e-01,5.935434e-01
3.600000e-12,7.877776e-01,7.877776e-01,5.971365e-01
3.615000e-12,7.927511e-01,7.927511e-01,6.007530e-01
3.630000e-12,7.977234e-01,7.977234e-01,6.043903e-01
3.645000e-12,8.026913e-01,8.026913e-01,6.080462e-01
3.660000e-12,8.076516e-01,8.076516e-01,6.117182e-01
3.675000e-12,8.126014e-01,8.126014e-01,6.154041e-01
3.690000e-12,8.175377e-01,8.175377e-01,6.191015e-01
3.705000e-12,8.224576e-01,8.224576e-01,6.228082e-01
3.720000e-12,8.273584e-01,8.273584e-01,6.265220e-01
3.735000e-12,8.322375e-01,8.322375e-01,6.302409e-01
3.750000e-12,8.370922e-01,8.370922e-01,6.339627e-01
3.765000e-12,8.419204e-01,8.419204e-01,6.376857e-01
3.780000e-12,8.467197e-01,8.467197e-01,6.414080e-01
3.795000e-12,8.514882e-01,8.514882e-01,6.451280e-01
3.810000e-12,8.562237e-01,8.562237e-01,6.488442e-01
3.825000e-12,8.609247e-01,8.609247e-01,6.525551e-01
3.840000e-12,8.655895e-01,8.655895e-01,6.562597e-01
3.855000e-12,8.702166e-01,8.702166e-01,6.599567e-01
3.870000e-12,8.748048e-01,8.748048e-01,6.636452e-01
3.885000e-12,8.793531e-01,8.793531e-01,6.673246e-01
3.900000e-12,8.838605e-01,8.838605e-01,6.709941e-01
3.915000e-12,8.883263e-01,8.883263e-01,6.746533e-01
3.930000e-12,8.927500e-01,8.927500e-01,6.783019e-01
3.945000e-12,8.971312e-01,8.971312e-01,6.819398e-01
3.960000e-12,9.014698e-01,9.014698e-01,6.855668e-01
3.975000e-12,9.057657e-01,9.057657e-01,6.891832e-01
3.990000e-12,9.100192e-01,9.100192e-01,6.927892e-01
4.005000e-12,9.142307e-01,9.142307e-01,6.963851e-01
4.020000e-12,9.184008e-01,9.184008e-01,6.999715e-01
4.035000e-12,9.225302e-01,9.225302e-01,7.035489e-01
4.050000e-12,9.266197e-01,9.266197e-01,7.071179e-01
4.065000e-12,9.306707e-01,9.306707e-01,7.106794e-01
4.080000e-12,9.346842e-01,9.346842e-01,7.142342e-01
4.095000e-12,9.386618e-01,9.386618e-01,7.177831e-01
4.110000e-12,9.426050e-01,9.426050e-01,7.213271e-01
4.125000e-12,9.465156e-01,9.465156e-01,7.248671e-01
4.140000e-12,9.503955e-01,9.503955e-01,7.284042e-01
4.155000e-12,9.542467e-01,9.542467e-01,7.319392e-01
4.170000e-12,9.580715e-01,9.580715e-01,7.354732e-01
4.185000e-12,9.618721e-01,9.618721e-01,7.390072e-01
4.200000e-12,9.656509e-01,9.656509e-01,7.425421e-01
4.215000e-12,9.694104e-01,9.694104e-01,7.460788e-01
4.230000e-12,9.731533e-01,9.731533e-01,7.496182e-01
4.245000e-12,9.768823e-01,9.768823e-01,7.531611e-01
4.260000e-12,9.806001e-01,9.806001e-01,7.567082e-01
4.275000e-12,9.843097e-01,9.843097e-01,7.602602e-01
4.290000e-12,9.880139e-01,9.880139e-01,7.638178e-01
4.305000e-12,9.917157e-01,9.917157e-01,7.673814e-01
4.320000e-12,9.954180e-01,9.954180e-01,7.709515e-01
4.335000e-12,9.991239e-01,9.991239e-01,7.745285e-01
4.350000e-12,1.002836e+00,1.002836e+00,7.781126e-01
4.365000e-12,1.006558e+00,1.006558e+00,7.817041e-01
4.380000e-12,1.010293e+00,1.010293e+00,7.853030e-01
4.395000e-12,1.014043e+00,1.014043e+00,7.889093e-01
4.410000e-12,1.017812e+00,1.017812e+00,7.925230e-01
4.425000e-12,1.021602e+00,1.021602e+00,7.961439e-01
4.440000e-12,1.025417e+00,1.025417e+00,7.997718e-01
4.455000e-12,1.029258e+00,1.029258e+00,8.034063e-01
4.470000e-12,1.033129e+00,1.033129e+00,8.070472e-01
4.485000e-12,1.037032e+00,1.037032e+00,8.106940e-01
4.500000e-12,1.040970e+00,1.040970e+00,8.143463e-01
4.515000e-12,1.044944e+00,1.044944e+00,8.180034e-01
4.530000e-12,1.048958e+00,1.048958e+00,8.216650e-01
4.545000e-12,1.053013e+00,1.053013e+00,8.253303e-01
4.560000e-12,1.057111e+00,1.057111e+00,8.289988e-01
4.575000e-12,1.061255e+00,1.061255e+00,8.326700e-01
4.590000e-12,1.065444e+00,1.065444e+00,8.363431e-01
4.605000e-12,1.069682e+00,1.069682e+00,8.400176e-01
4.620000e-12,1.073969e+00,1.073969e+00,8.436929e-01
4.635000e-12,1.078307e+00,1.078307e+00,8.473685e-01
4.650000e-12,1.082696e+00,1.082696e+00,8.510438e-01
4.665000e-12,1.087137e+00,1.087137e+00,8.547183e-01
4.680000e-12,1.091630e+00,1.091630e+00,8.583917e-01
4.695000e-12,1.096177e+00,1.096177e+00,8.620634e-01
4.710000e-12,1.100777e+00,1.100777e+00,8.657332e-01
4.725000e-12,1.105430e+00,1.105430e+00,8.694007e-01
4.740000e-12,1.110136e+00,1.110136e+00,8.730659e-01
4.755000e-12,1.114894e+00,1.114894e+00,8.767284e-01
4.770000e-12,1.119705e+00,1.119705e+00,8.803883e-01
4.785000e-12,1.124567e+00,1.124567e+00,8.840456e-01
4.800000e-12,1.129480e+00,1.129480e+00,8.877002e-01
4.815000e-12,1.134441e+00,1.134441e+00,8.913523e-01
4.830000e-12,1.139451e+00,1.139451e+00,8.950022e-01
4.845000e-12,1.144508e+00,1.144508e+00,8.986501e-01
4.860000e-12,1.149610e+00,1.149610e+00,9.022962e-01
4.875000e-12,1.154756e+00,1.154756e+00,9.059411e-01
4.890000e-12,1.159944e+00,1.159944e+00,9.095851e-01
4.905000e-12,1.165171e+00,1.165171e+00,9.132286e-01
4.920000e-12,1.170437e+00,1.170437e+00,9.168723e-01
4.935000e-12,1.175738e+00,1.175738e+00,9.205167e-01
4.950000e-12,1.181073e+00,1.181073e+00,9.241624e-01
4.965000e-12,1.186439e+00,1.186439e+00,9.278100e-01
4.980000e-12,1.191835e+00,1.191835e+00,9.314601e-01
4.995000e-12,1.197257e+00,1.197257e+00,9.351133e-01
5.010000e-12,1.202421e+00,1.202421e+00,9.385683e-01
5.025000e-12,1.207460e+00,1.207460e+00,9.419245e-01
5.040000e-12,1.212506e+00,1.212506e+00,9.452812e-01
5.055000e-12,1.217549e+00,1.217549e+00,9.486373e-01
5.070000e-12,1.222582e+00,1.222582e+00,9.519915e-01
5.085000e-12,1.227594e+00,1.227594e+00,9.553424e-01
5.100000e-12,1.232578e+00,1.232578e+00,9.586888e-01
5.115000e-12,1.237525e+00,1.237525e+00,9.620291e-01
5.130000e-12,1.242427e+00,1.242427e+00,9.653616e-01
5.145000e-12,1.247275e+00,1.247275e+00,9.686847e-01
5.160000e-12,1.252062e+00,1.252062e+00,9.719965e-01
5.175000e-12,1.256779e+00,1.256779e+00,9.752951e-01
5.190000e-12,1.261421e+00,1.261421e+00,9.785784e-01
5.205000e-12,1.265979e+00,1.265979e+00,9.818442e-01
5.220000e-12,1.270447e+00,1.270447e+00,9.850902e-01
5.235000e-12,1.274819e+00,1.274819e+00,9.883139e-01
5.250000e-12,1.279089e+00,1.279089e+00,9.915128e-01
5.265000e-12,1.283252e+00,1.283252e+00,9.946842e-01
5.280000e-12,1.287301e+00,1.287301e+00,9.978252e-01
5.295000e-12,1.291234e+00,1.291234e+00,1.000933e+00
5.310000e-12,1.295045e+00,1.295045e+00,1.004005e+00
5.325000e-12,1.298731e+00,1.298731e+00,1.007037e+00
5.340000e-12,1.302289e+00,1.302289e+00,1.010027e+00
5.355000e-12,1.305715e+00,1.305715e+00,1.012972e+00
5.370000e-12,1.309007e+00,1.309007e+00,1.015868e+00
5.385000e-12,1.312164e+00,1.312164e+00,1.018713e+00
5.400000e-12,1.315183e+00,1.315183e+00,1.021502e+00
5.415000e-12,1.318064e+00,1.318064e+00,1.024234e+00
5.430000e-12,1.320806e+00,1.320806e+00,1.026904e+00
5.445000e-12,1.323409e+00,1.323409e+00,1.029510e+00
5.460000e-12,1.325873e+00,1.325873e+00,1.032050e+00
5.475000e-12,1.328198e+00,1.328198e+00,1.034519e+00
5.490000e-12,1.330387e+00,1.330387e+00,1.036917e+00
5.505000e-12,1.332440e+00,1.332440e+00,1.039239e+00
5.520000e-12,1.334360e+00,1.334360e+00,1.041485e+00
5.535000e-12,1.336148e+00,1.336148e+00,1.043651e+00
5.550000e-12,1.337807e+00,1.337807e+00,1.045737e+00
5.565000e-12,1.339340e+00,1.339340e+00,1.047740e+00
5.580000e-12,1.340750e+00,1.340750e+00,1.049658e+00
5.595000e-12,1.342041e+00,1.342041e+00,1.051492e+00
5.610000e-12,1.343216e+00,1.343216e+00,1.053240e+00
5.625000e-12,1.344280e+00,1.344280e+00,1.054901e+00
5.640000e-12,1.345238e+00,1.345238e+00,1.056476e+00
5.655000e-12,1.346093e+00,1.346093e+00,1.057963e+00
5.670000e-12,1.346850e+00,1.346850e+00,1.059364e+00
5.685000e-12,1.347514e+00,1.347514e+00,1.060680e+00
5.700000e-12,1.348091e+00,1.348091e+00,1.061911e+00
5.715000e-12,1.348585e+00,1.348585e+00,1.063057e+00
5.730000e-12,1.349002e+00,1.349002e+00,1.064122e+00
5.745000e-12,1.349348e+00,1.349348e+00,1.065107e+00
5.760000e-12,1.349627e+00,1.349627e+00,1.066013e+00
5.775000e-12,1.349846e+00,1.349846e+00,1.066843e+00
5.790000e-12,1.350010e+00,1.350010e+00,1.067600e+00
5.805000e-12,1.350125e+00,1.350125e+00,1.068286e+00
5.820000e-12,1.350196e+00,1.350196e+00,1.068904e+00
5.835000e-12,1.350230e+00,1.350230e+00,1.069458e+00
5.850000e-12,1.350230e+00,1.350230e+00,1.069950e+00
5.865000e-12,1.350204e+00,1.350204e+00,1.070385e+00
5.880000e-12,1.350156e+00,1.350156e+00,1.070766e+00
5.895000e-12,1.350092e+00,1.350092e+00,1.071097e+00
5.910000e-12,1.350018e+00,1.350018e+00,1.071381e+00
5.925000e-12,1.349937e+00,1.349937e+00,1.071622e+00
5.940000e-12,1.349856e+00,1.349856e+00,1.071825e+00
5.955000e-12,1.349778e+00,1.349778e+00,1.071992e+00
5.970000e-12,1.349710e+00,1.349710e+00,1.072128e+00
5.985000e-12,1.349654e+00,1.349654e+00,1.072236e+00
6.000000e-12,1.349616e+00,1.349616e+00,1.072320e+00
6.015000e-12,1.349600e+00,1.349600e+00,1.072384e+00
6.030000e-12,1.349609e+00,1.349609e+00,1.072430e+00
6.045000e-12,1.349647e+00,1.349647e+00,1.072463e+00
6.060000e-12,1.349717e+00,1.349717e+00,1.072485e+00
6.075000e-12,1.349824e+00,1.349824e+00,1.072499e+00
6.090000e-12,1.349968e+00,1.349968e+00,1.072508e+00
6.105000e-12,1.350155e+00,1.350155e+00,1.072514e+00
6.120000e-12,1.350385e+00,1.350385e+00,1.072520e+00
6.135000e-12,1.350660e+00,1.350660e+00,1.072527e+00
6.150000e-12,1.350984e+00,1.350984e+00,1.072537e+00
6.165000e-12,1.351357e+00,1.351357e+00,1.072551e+00
6.180000e-12,1.351780e+00,1.351780e+00,1.072571e+00
6.195000e-12,1.352255e+00,1.352255e+00,1.072598e+00
6.210000e-12,1.352783e+00,1.352783e+00,1.072632e+00
6.225000e-12,1.353363e+00,1.353363e+00,1.072674e+00
6.240000e-12,1.353996e+00,1.353996e+00,1.072724e+00
6.255000e-12,1.354683e+00,1.354683e+00,1.072781e+00
6.270000e-12,1.355421e+00,1.355421e+00,1.072845e+00
6.285000e-12,1.356212e+00,1.356212e+00,1.072917e+00
6.300000e-12,1.357053e+00,1.357053e+00,1.072994e+00
6.315000e-12,1.357944e+00,1.357944e+00,1.073077e+00
6.330000e-12,1.358883e+00,1.358883e+00,1.073163e+00
6.345000e-12,1.359868e+00,1.359868e+00,1.073252e+00
6.360000e-12,1.360897e+00,1.360897e+00,1.073341e+00
6.375000e-12,1.361969e+00,1.361969e+00,1.073431e+00
6.390000e-12,1.363079e+00,1.363079e+00,1.073518e+00
6.405000e-12,1.364227e+00,1.364227e+00,1.073601e+00
6.420000e-12,1.365408e+00,1.365408e+00,1.073679e+00
6.435000e-12,1.366619e+00,1.366619e+00,1.073749e+00
6.450000e-12,1.367857e+00,1.367857e+00,1.073809e+00
6.465000e-12,1.369119e+00,1.369119e+00,1.073859e+00
6.480000e-12,1.370400e+00,1.370400e+00,1.073895e+00
6.495000e-12,1.371697e+00,1.371697e+00,1.073916e+00
6.510000e-12,1.373005e+00,1.373005e+00,1.073921e+00
6.525000e-12,1.374320e+00,1.374320e+00,1.073908e+00
