time,"P(A)","P(B)","P(Q)"
1.071150e-10,1.755503e+00,1.493024e+00,1.210913e+00
1.071300e-10,1.758365e+00,1.493513e+00,1.211230e+00
1.071450e-10,1.761268e+00,1.494008e+00,1.211550e+00
1.071600e-10,1.764216e+00,1.494510e+00,1.211875e+00
1.071750e-10,1.767207e+00,1.495018e+00,1.212204e+00
1.071900e-10,1.770244e+00,1.495534e+00,1.212537e+00
1.072050e-10,1.773328e+00,1.496056e+00,1.212874e+00
1.072200e-10,1.776458e+00,1.496586e+00,1.213216e+00
1.072350e-10,1.779637e+00,1.497123e+00,1.213562e+00
1.072500e-10,1.782864e+00,1.497666e+00,1.213913e+00
1.072650e-10,1.786142e+00,1.498218e+00,1.214269e+00
1.072800e-10,1.789470e+00,1.498777e+00,1.214629e+00
1.072950e-10,1.792850e+00,1.499343e+00,1.214994e+00
1.073100e-10,1.796283e+00,1.499917e+00,1.215364e+00
1.073250e-10,1.799770e+00,1.500499e+00,1.215740e+00
1.073400e-10,1.803312e+00,1.501088e+00,1.216120e+00
1.073550e-10,1.806909e+00,1.501686e+00,1.216506e+00
1.073700e-10,1.810563e+00,1.502291e+00,1.216897e+00
1.073850e-10,1.814276e+00,1.502905e+00,1.217293e+00
1.074000e-10,1.818047e+00,1.503527e+00,1.217696e+00
1.074150e-10,1.821878e+00,1.504157e+00,1.218103e+00
1.074300e-10,1.825770e+00,1.504796e+00,1.218517e+00
1.074450e-10,1.829724e+00,1.505443e+00,1.218936e+00
1.074600e-10,1.833741e+00,1.506100e+00,1.219362e+00
1.074750e-10,1.837822e+00,1.506765e+00,1.219794e+00
1.074900e-10,1.841969e+00,1.507439e+00,1.220232e+00
1.075050e-10,1.846183e+00,1.508122e+00,1.220676e+00
1.075200e-10,1.850464e+00,1.508814e+00,1.221126e+00
1.075350e-10,1.854814e+00,1.509516e+00,1.221584e+00
1.075500e-10,1.859235e+00,1.510227e+00,1.222048e+00
1.075650e-10,1.863726e+00,1.510948e+00,1.222518e+00
1.075800e-10,1.868290e+00,1.511678e+00,1.222996e+00
1.075950e-10,1.872929e+00,1.512419e+00,1.223481e+00
1.076100e-10,1.877642e+00,1.513170e+00,1.223972e+00
1.076250e-10,1.882432e+00,1.513931e+00,1.224472e+00
1.076400e-10,1.887299e+00,1.514702e+00,1.224978e+00
1.076550e-10,1.892246e+00,1.515484e+00,1.225492e+00
1.076700e-10,1.897273e+00,1.516277e+00,1.226014e+00
1.076850e-10,1.902382e+00,1.517081e+00,1.226544e+00
1.077000e-10,1.907575e+00,1.517897e+00,1.227081e+00
1.077150e-10,1.912853e+00,1.518723e+00,1.227627e+00
1.077300e-10,1.918217e+00,1.519562e+00,1.228180e+00
1.077450e-10,1.923669e+00,1.520412e+00,1.228743e+00
1.077600e-10,1.929211e+00,1.521274e+00,1.229313e+00
1.077750e-10,1.934844e+00,1.522149e+00,1.229892e+00
1.077900e-10,1.940569e+00,1.523036e+00,1.230481e+00
1.078050e-10,1.946389e+00,1.523936e+00,1.231078e+00
1.078200e-10,1.952306e+00,1.524850e+00,1.231684e+00
1.078350e-10,1.958320e+00,1.525777e+00,1.232300e+00
1.078500e-10,1.964434e+00,1.526717e+00,1.232925e+00
1.078650e-10,1.970650e+00,1.527672e+00,1.233559e+00
1.078800e-10,1.976969e+00,1.528640e+00,1.234204e+00
1.078950e-10,1.983393e+00,1.529624e+00,1.234858e+00
1.079100e-10,1.989924e+00,1.530622e+00,1.235523e+00
1.079250e-10,1.996565e+00,1.531636e+00,1.236198e+00
1.079400e-10,2.003316e+00,1.532666e+00,1.236884e+00
1.079550e-10,2.010181e+00,1.533712e+00,1.237580e+00
1.079700e-10,2.017161e+00,1.534774e+00,1.238288e+00
1.079850e-10,2.024259e+00,1.535853e+00,1.239006e+00
1.080000e-10,2.031475e+00,1.536949e+00,1.239737e+00
1.080150e-10,2.038814e+00,1.538064e+00,1.240478e+00
1.080300e-10,2.046276e+00,1.539196e+00,1.241232e+00
1.080450e-10,2.053864e+00,1.540347e+00,1.241998e+00
1.080600e-10,2.061580e+00,1.541517e+00,1.242776e+00
1.080750e-10,2.069426e+00,1.542706e+00,1.243567e+00
1.080900e-10,2.077405e+00,1.543916e+00,1.244371e+00
1.081050e-10,2.085519e+00,1.545146e+00,1.245188e+00
1.081200e-10,2.093769e+00,1.546397e+00,1.246018e+00
1.081350e-10,2.102159e+00,1.547670e+00,1.246863e+00
1.081500e-10,2.110691e+00,1.548964e+00,1.247721e+00
1.081650e-10,2.119367e+00,1.550282e+00,1.248593e+00
1.081800e-10,2.128188e+00,1.551623e+00,1.249481e+00
1.081950e-10,2.137159e+00,1.552987e+00,1.250383e+00
1.082100e-10,2.146279e+00,1.554376e+00,1.251300e+00
1.082250e-10,2.155553e+00,1.555789e+00,1.252233e+00
1.082400e-10,2.164982e+00,1.557229e+00,1.253182e+00
1.082550e-10,2.174568e+00,1.558694e+00,1.254147e+00
1.082700e-10,2.184314e+00,1.560186e+00,1.255129e+00
1.082850e-10,2.194221e+00,1.561706e+00,1.256127e+00
1.083000e-10,2.204292e+00,1.563253e+00,1.257143e+00
1.083150e-10,2.214528e+00,1.564829e+00,1.258177e+00
1.083300e-10,2.224933e+00,1.566434e+00,1.259229e+00
1.083450e-10,2.235507e+00,1.568069e+00,1.260299e+00
1.083600e-10,2.246253e+00,1.569735e+00,1.261389e+00
1.083750e-10,2.257173e+00,1.571431e+00,1.262497e+00
1.083900e-10,2.268268e+00,1.573160e+00,1.263625e+00
1.084050e-10,2.279541e+00,1.574921e+00,1.264773e+00
1.084200e-10,2.290993e+00,1.576714e+00,1.265942e+00
1.084350e-10,2.302627e+00,1.578542e+00,1.267131e+00
1.084500e-10,2.314443e+00,1.580404e+00,1.268342e+00
1.084650e-10,2.326444e+00,1.582300e+00,1.269575e+00
1.084800e-10,2.338631e+00,1.584233e+00,1.270830e+00
1.084950e-10,2.351007e+00,1.586201e+00,1.272108e+00
1.085100e-10,2.363572e+00,1.588206e+00,1.273409e+00
1.085250e-10,2.376329e+00,1.590249e+00,1.274733e+00
1.085400e-10,2.389279e+00,1.592329e+00,1.276081e+00
1.085550e-10,2.402424e+00,1.594448e+00,1.277454e+00
1.085700e-10,2.415765e+00,1.596606e+00,1.278852e+00
1.085850e-10,2.429305e+00,1.598804e+00,1.280276e+00
1.086000e-10,2.443045e+00,1.601042e+00,1.281725e+00
1.086150e-10,2.456986e+00,1.603321e+00,1.283200e+00
1.086300e-10,2.471132e+00,1.605641e+00,1.284703e+00
1.086450e-10,2.485483e+00,1.608003e+00,1.286233e+00
1.086600e-10,2.500041e+00,1.610408e+00,1.287790e+00
1.086750e-10,2.514809e+00,1.612855e+00,1.289376e+00
1.086900e-10,2.529788e+00,1.615346e+00,1.290991e+00
1.087050e-10,2.544982e+00,1.617881e+00,1.292635e+00
1.087200e-10,2.560391e+00,1.620461e+00,1.294308e+00
1.087350e-10,2.576018e+00,1.623085e+00,1.296012e+00
1.087500e-10,2.591865e+00,1.625755e+00,1.297746e+00
1.087650e-10,2.607936e+00,1.628471e+00,1.299512e+00
1.087800e-10,2.624232e+00,1.631233e+00,1.301309e+00
1.087950e-10,2.640757e+00,1.634042e+00,1.303138e+00
1.088100e-10,2.657512e+00,1.636898e+00,1.305000e+00
1.088250e-10,2.674502e+00,1.639803e+00,1.306895e+00
1.088400e-10,2.691729e+00,1.642756e+00,1.308823e+00
1.088550e-10,2.709196e+00,1.645758e+00,1.310786e+00
1.088700e-10,2.726907e+00,1.648809e+00,1.312782e+00
1.088850e-10,2.744866e+00,1.651910e+00,1.314814e+00
1.089000e-10,2.763075e+00,1.655062e+00,1.316881e+00
1.089150e-10,2.781540e+00,1.658265e+00,1.318985e+00
1.089300e-10,2.800263e+00,1.661519e+00,1.321124e+00
1.089450e-10,2.819250e+00,1.664826e+00,1.323300e+00
1.089600e-10,2.838504e+00,1.668186e+00,1.325514e+00
1.089750e-10,2.858030e+00,1.671600e+00,1.327766e+00
1.089900e-10,2.877833e+00,1.675068e+00,1.330056e+00
1.090050e-10,2.897919e+00,1.678590e+00,1.332385e+00
1.090200e-10,2.918291e+00,1.682169e+00,1.334754e+00
1.090350e-10,2.938957e+00,1.685805e+00,1.337162e+00
1.090500e-10,2.959921e+00,1.689498e+00,1.339611e+00
1.090650e-10,2.981190e+00,1.693249e+00,1.342101e+00
1.090800e-10,3.002769e+00,1.697060e+00,1.344633e+00
1.090950e-10,3.024666e+00,1.700932e+00,1.347207e+00
1.091100e-10,3.046887e+00,1.704865e+00,1.349824e+00
1.091250e-10,3.069439e+00,1.708861e+00,1.352484e+00
1.091400e-10,3.092329e+00,1.712920e+00,1.355189e+00
1.091550e-10,3.115565e+00,1.717045e+00,1.357938e+00
1.091700e-10,3.139154e+00,1.721237e+00,1.360733e+00
1.091850e-10,3.163106e+00,1.725497e+00,1.363575e+00
1.092000e-10,3.187427e+00,1.729826e+00,1.366463e+00
1.092150e-10,3.212127e+00,1.734226e+00,1.369399e+00
1.092300e-10,3.237215e+00,1.738700e+00,1.372384e+00
1.092450e-10,3.262700e+00,1.743248e+00,1.375418e+00
1.092600e-10,3.288590e+00,1.747872e+00,1.378503e+00
1.092750e-10,3.314897e+00,1.752575e+00,1.381640e+00
1.092900e-10,3.341629e+00,1.757358e+00,1.384828e+00
1.093050e-10,3.368796e+00,1.762224e+00,1.388071e+00
1.093200e-10,3.396409e+00,1.767175e+00,1.391367e+00
1.093350e-10,3.424479e+00,1.772213e+00,1.394719e+00
1.093500e-10,3.453014e+00,1.777340e+00,1.398129e+00
1.093650e-10,3.482027e+00,1.782559e+00,1.401596e+00
1.093800e-10,3.511527e+00,1.787874e+00,1.405122e+00
1.093950e-10,3.541525e+00,1.793285e+00,1.408709e+00
1.094100e-10,3.572032e+00,1.798796e+00,1.412358e+00
1.094250e-10,3.603057e+00,1.804410e+00,1.416071e+00
1.094400e-10,3.634612e+00,1.810131e+00,1.419849e+00
1.094550e-10,3.666705e+00,1.815959e+00,1.423693e+00
1.094700e-10,3.699348e+00,1.821900e+00,1.427606e+00
1.094850e-10,3.732548e+00,1.827956e+00,1.431588e+00
1.095000e-10,3.766316e+00,1.834129e+00,1.435643e+00
1.095150e-10,3.800659e+00,1.840424e+00,1.439770e+00
1.095300e-10,3.835585e+00,1.846844e+00,1.443973e+00
1.095450e-10,3.871101e+00,1.853391e+00,1.448254e+00
1.095600e-10,3.907214e+00,1.860070e+00,1.452614e+00
1.095750e-10,3.943929e+00,1.866883e+00,1.457055e+00
1.095900e-10,3.981251e+00,1.873833e+00,1.461579e+00
1.096050e-10,4.019182e+00,1.880924e+00,1.466190e+00
1.096200e-10,4.057726e+00,1.888160e+00,1.470888e+00
1.096350e-10,4.096883e+00,1.895542e+00,1.475676e+00
1.096500e-10,4.136652e+00,1.903075e+00,1.480557e+00
1.096650e-10,4.177033e+00,1.910761e+00,1.485532e+00
1.096800e-10,4.218022e+00,1.918603e+00,1.490605e+00
1.096950e-10,4.259614e+00,1.926603e+00,1.495777e+00
1.097100e-10,4.301803e+00,1.934765e+00,1.501052e+00
1.097250e-10,4.344580e+00,1.943089e+00,1.506431e+00
1.097400e-10,4.387935e+00,1.951579e+00,1.511917e+00
1.097550e-10,4.431858e+00,1.960237e+00,1.517512e+00
1.097700e-10,4.476334e+00,1.969063e+00,1.523220e+00
1.097850e-10,4.521347e+00,1.978059e+00,1.529042e+00
1.098000e-10,4.566881e+00,1.987226e+00,1.534981e+00
1.098150e-10,4.612917e+00,1.996564e+00,1.541039e+00
1.098300e-10,4.659433e+00,2.006074e+00,1.547219e+00
1.098450e-10,4.706408e+00,2.015755e+00,1.553524e+00
1.098600e-10,4.753816e+00,2.025606e+00,1.559954e+00
1.098750e-10,4.801631e+00,2.035627e+00,1.566514e+00
1.098900e-10,4.849827e+00,2.045816e+00,1.573204e+00
1.099050e-10,4.898372e+00,2.056170e+00,1.580026e+00
1.099200e-10,4.947238e+00,2.066686e+00,1.586984e+00
1.099350e-10,4.996392e+00,2.077361e+00,1.594078e+00
1.099500e-10,5.045800e+00,2.088192e+00,1.601310e+00
1.099650e-10,5.095429e+00,2.099173e+00,1.608682e+00
1.099800e-10,5.145242e+00,2.110298e+00,1.616194e+00
1.099950e-10,5.195203e+00,2.121563e+00,1.623849e+00
1.100100e-10,5.245274e+00,2.132959e+00,1.631646e+00
1.100250e-10,5.295418e+00,2.144481e+00,1.639587e+00
1.100400e-10,5.345595e+00,2.156118e+00,1.647672e+00
1.100550e-10,5.395765e+00,2.167863e+00,1.655902e+00
1.100700e-10,5.445889e+00,2.179705e+00,1.664275e+00
1.100850e-10,5.495926e+00,2.191633e+00,1.672793e+00
1.101000e-10,5.545834e+00,2.203637e+00,1.681454e+00
1.101150e-10,5.595573e+00,2.215703e+00,1.690256e+00
1.101300e-10,5.645099e+00,2.227820e+00,1.699200e+00
1.101450e-10,5.694370e+00,2.239972e+00,1.708283e+00
1.101600e-10,5.743345e+00,2.252146e+00,1.717503e+00
1.101750e-10,5.791980e+00,2.264326e+00,1.726857e+00
1.101900e-10,5.840233e+00,2.276497e+00,1.736344e+00
1.102050e-10,5.888059e+00,2.288640e+00,1.745958e+00
1.102200e-10,5.935416e+00,2.300740e+00,1.755698e+00
1.102350e-10,5.982260e+00,2.312777e+00,1.765559e+00
1.102500e-10,6.028547e+00,2.324733e+00,1.775535e+00
1.102650e-10,6.074234e+00,2.336589e+00,1.785624e+00
1.102800e-10,6.119277e+00,2.348325e+00,1.795817e+00
1.102950e-10,6.163632e+00,2.359921e+00,1.806111e+00
1.103100e-10,6.207256e+00,2.371356e+00,1.816498e+00
1.103250e-10,6.250105e+00,2.382610e+00,1.826972e+00
1.103400e-10,6.292134e+00,2.393660e+00,1.837526e+00
1.103550e-10,6.333303e+00,2.404487e+00,1.848151e+00
1.103700e-10,6.373566e+00,2.415069e+00,1.858839e+00
1.103850e-10,6.412883e+00,2.425384e+00,1.869583e+00
1.104000e-10,6.451210e+00,2.435411e+00,1.880372e+00
1.104150e-10,6.488507e+00,2.445129e+00,1.891198e+00
1.104300e-10,6.524733e+00,2.454518e+00,1.902050e+00
1.104450e-10,6.559847e+00,2.463557e+00,1.912919e+00
1.104600e-10,6.593811e+00,2.472226e+00,1.923793e+00
1.104750e-10,6.626586e+00,2.480506e+00,1.934662e+00
1.104900e-10,6.658136e+00,2.488378e+00,1.945515e+00
1.105050e-10,6.688425e+00,2.495825e+00,1.956340e+00
1.105200e-10,6.717418e+00,2.502830e+00,1.967125e+00
1.105350e-10,6.745083e+00,2.509376e+00,1.977858e+00
1.105500e-10,6.771387e+00,2.515450e+00,1.988528e+00
1.105650e-10,6.796302e+00,2.521036e+00,1.999122e+00
1.105800e-10,6.819800e+00,2.526124e+00,2.009627e+00
1.105950e-10,6.841855e+00,2.530701e+00,2.020032e+00
1.106100e-10,6.862443e+00,2.534758e+00,2.030325e+00
1.106250e-10,6.881543e+00,2.538287e+00,2.040492e+00
1.106400e-10,6.899134e+00,2.541281e+00,2.050522e+00
1.106550e-10,6.915202e+00,2.543735e+00,2.060403e+00
1.106700e-10,6.929729e+00,2.545646e+00,2.070123e+00
1.106850e-10,6.942706e+00,2.547011e+00,2.079671e+00
1.107000e-10,6.954122e+00,2.547832e+00,2.089035e+00
1.107150e-10,6.963971e+00,2.548110e+00,2.098205e+00
1.107300e-10,6.972249e+00,2.547848e+00,2.107172e+00
1.107450e-10,6.978954e+00,2.547053e+00,2.115924e+00
1.107600e-10,6.984088e+00,2.545730e+00,2.124453e+00
1.107750e-10,6.987655e+00,2.543890e+00,2.132750e+00
1.107900e-10,6.989664e+00,2.541543e+00,2.140808e+00
1.108050e-10,6.990123e+00,2.538702e+00,2.148620e+00
1.108200e-10,6.989046e+00,2.535380e+00,2.156179e+00
1.108350e-10,6.986448e+00,2.531596e+00,2.163479e+00
1.108500e-10,6.982349e+00,2.527365e+00,2.170517e+00
1.108650e-10,6.976770e+00,2.522708e+00,2.177288e+00
1.108800e-10,6.969734e+00,2.517645e+00,2.183790e+00
1.108950e-10,6.961269e+00,2.512199e+00,2.190021e+00
1.109100e-10,6.951404e+00,2.506394e+00,2.195981e+00
1.109250e-10,6.940171e+00,2.500255e+00,2.201670e+00
1.109400e-10,6.927605e+00,2.493809e+00,2.207088e+00
1.109550e-10,6.913743e+00,2.487083e+00,2.212240e+00
1.109700e-10,6.898624e+00,2.480107e+00,2.217128e+00
1.109850e-10,6.882289e+00,2.472910e+00,2.221758e+00
1.110000e-10,6.864784e+00,2.465522e+00,2.226134e+00
1.110150e-10,6.846152e+00,2.457976e+00,2.230265e+00
1.110300e-10,6.826442e+00,2.450304e+00,2.234157e+00
1.110450e-10,6.805704e+00,2.442538e+00,2.237821e+00
1.110600e-10,6.783989e+00,2.434712e+00,2.241266e+00
1.110750e-10,6.761348e+00,2.426860e+00,2.244504e+00
1.110900e-10,6.737837e+00,2.419014e+00,2.247546e+00
1.111050e-10,6.713511e+00,2.411211e+00,2.250405e+00
1.111200e-10,6.688426e+00,2.403483e+00,2.253096e+00
1.111350e-10,6.662641e+00,2.395866e+00,2.255632e+00
1.111500e-10,6.636213e+00,2.388392e+00,2.258030e+00
1.111650e-10,6.609203e+00,2.381096e+00,2.260306e+00
1.111800e-10,6.581669e+00,2.374011e+00,2.262476e+00
1.111950e-10,6.553672e+00,2.367171e+00,2.264558e+00
1.112100e-10,6.525274e+00,2.360606e+00,2.266569e+00
1.112250e-10,6.496536e+00,2.354350e+00,2.268527e+00
1.112400e-10,6.467518e+00,2.348432e+00,2.270451e+00
1.112550e-10,6.438281e+00,2.342884e+00,2.272360e+00
1.112700e-10,6.408888e+00,2.337734e+00,2.274273e+00
1.112850e-10,6.379398e+00,2.333011e+00,2.276207e+00
1.113000e-10,6.349872e+00,2.328742e+00,2.278183e+00
1.113150e-10,6.320370e+00,2.324953e+00,2.280218e+00
1.113300e-10,6.290952e+00,2.321668e+00,2.282331e+00
1.113450e-10,6.261675e+00,2.318911e+00,2.284541e+00
1.113600e-10,6.232599e+00,2.316704e+00,2.286864e+00
1.113750e-10,6.203779e+00,2.315068e+00,2.289318e+00
1.113900e-10,6.175272e+00,2.314022e+00,2.291921e+00
1.114050e-10,6.147133e+00,2.313584e+00,2.294687e+00
1.114200e-10,6.119415e+00,2.313770e+00,2.297632e+00
1.114350e-10,6.092171e+00,2.314594e+00,2.300771e+00
1.114500e-10,6.065452e+00,2.316069e+00,2.304117e+00
1.114650e-10,6.039307e+00,2.318205e+00,2.307684e+00
1.114800e-10,6.013784e+00,2.321013e+00,2.311482e+00
1.114950e-10,5.988930e+00,2.324500e+00,2.315523e+00
1.115100e-10,5.964790e+00,2.328670e+00,2.319816e+00
1.115250e-10,5.941406e+00,2.333529e+00,2.324371e+00
1.115400e-10,5.918820e+00,2.339077e+00,2.329194e+00
1.115550e-10,5.897070e+00,2.345315e+00,2.334292e+00
1.115700e-10,5.876195e+00,2.352241e+00,2.339670e+00
1.115850e-10,5.856229e+00,2.359850e+00,2.345332e+00
1.116000e-10,5.837205e+00,2.368137e+00,2.351281e+00
1.116150e-10,5.819154e+00,2.377093e+00,2.357520e+00
1.116300e-10,5.802104e+00,2.386709e+00,2.364047e+00
1.116450e-10,5.786083e+00,2.396974e+00,2.370863e+00
1.116600e-10,5.771114e+00,2.407872e+00,2.377966e+00
1.116750e-10,5.757218e+00,2.419389e+00,2.385353e+00
1.116900e-10,5.744415e+00,2.431506e+00,2.393020e+00
1.117050e-10,5.732721e+00,2.444205e+00,2.400963e+00
1.117200e-10,5.722150e+00,2.457463e+00,2.409174e+00
1.117350e-10,5.712714e+00,2.471257e+00,2.417648e+00
1.117500e-10,5.704422e+00,2.485562e+00,2.426377e+00
1.117650e-10,5.697281e+00,2.500351e+00,2.435352e+00
1.117800e-10,5.691294e+00,2.515594e+00,2.444563e+00
1.117950e-10,5.686462e+00,2.531262e+00,2.454001e+00
1.118100e-10,5.682784e+00,2.547323e+00,2.463654e+00
1.118250e-10,5.680256e+00,2.563742e+00,2.473512e+00
1.118400e-10,5.678871e+00,2.580484e+00,2.483563e+00
1.118550e-10,5.678621e+00,2.597513e+00,2.493793e+00
1.118700e-10,5.679494e+00,2.614791e+00,2.504191e+00
1.118850e-10,5.681475e+00,2.632277e+00,2.514743e+00
1.119000e-10,5.684548e+00,2.649933e+00,2.525435e+00
1.119150e-10,5.688695e+00,2.667716e+00,2.536255e+00
1.119300e-10,5.693895e+00,2.685584e+00,2.547188e+00
1.119450e-10,5.700124e+00,2.703493e+00,2.558220e+00
1.119600e-10,5.707357e+00,2.721400e+00,2.569337e+00
1.119750e-10,5.715567e+00,2.739259e+00,2.580527e+00
1.119900e-10,5.724725e+00,2.757027e+00,2.591773e+00
1.120050e-10,5.734800e+00,2.774656e+00,2.603064e+00
1.120200e-10,5.745759e+00,2.792103e+00,2.614385e+00
1.120350e-10,5.757569e+00,2.809321e+00,2.625723e+00
1.120500e-10,5.770194e+00,2.826265e+00,2.637064e+00
1.120650e-10,5.783598e+00,2.842891e+00,2.648397e+00
1.120800e-10,5.797743e+00,2.859152e+00,2.659709e+00
1.120950e-10,5.812591e+00,2.875007e+00,2.670987e+00
1.121100e-10,5.828102e+00,2.890411e+00,2.682220e+00
1.121250e-10,5.844236e+00,2.905323e+00,2.693396e+00
1.121400e-10,5.860953e+00,2.919702e+00,2.704506e+00
1.121550e-10,5.878213e+00,2.933507e+00,2.715538e+00
1.121700e-10,5.895974e+00,2.946702e+00,2.726483e+00
1.121850e-10,5.914196e+00,2.959249e+00,2.737332e+00
1.122000e-10,5.932838e+00,2.971114e+00,2.748076e+00
1.122150e-10,5.951861e+00,2.982264e+00,2.758707e+00
1.122300e-10,5.971223e+00,2.992669e+00,2.769217e+00
1.122450e-10,5.990886e+00,3.002300e+00,2.779600e+00
1.122600e-10,6.010812e+00,3.011131e+00,2.789849e+00
1.122750e-10,6.030963e+00,3.019138e+00,2.799958e+00
1.122900e-10,6.051302e+00,3.026300e+00,2.809924e+00
1.123050e-10,6.071794e+00,3.032600e+00,2.819740e+00
1.123200e-10,6.092406e+00,3.038021e+00,2.829403e+00
1.123350e-10,6.113103e+00,3.042550e+00,2.838911e+00
1.123500e-10,6.133856e+00,3.046178e+00,2.848260e+00
1.123650e-10,6.154634e+00,3.048898e+00,2.857449e+00
1.123800e-10,6.175408e+00,3.050706e+00,2.866477e+00
1.123950e-10,6.196153e+00,3.051600e+00,2.875343e+00
1.124100e-10,6.216843e+00,3.051584e+00,2.884047e+00
1.124250e-10,6.237456e+00,3.050661e+00,2.892589e+00
1.124400e-10,6.257969e+00,3.048840e+00,2.900973e+00
1.124550e-10,6.278364e+00,3.046133e+00,2.909198e+00
1.124700e-10,6.298623e+00,3.042553e+00,2.917269e+00
1.124850e-10,6.318730e+00,3.038117e+00,2.925189e+00
1.125000e-10,6.338671e+00,3.032845e+00,2.932961e+00
1.125150e-10,6.358434e+00,3.026759e+00,2.940590e+00
1.125300e-10,6.378008e+00,3.019886e+00,2.948082e+00
1.125450e-10,6.397385e+00,3.012253e+00,2.955442e+00
1.125600e-10,6.416557e+00,3.003890e+00,2.962678e+00
1.125750e-10,6.435519e+00,2.994831e+00,2.969796e+00
1.125900e-10,6.454267e+00,2.985110e+00,2.976805e+00
1.126050e-10,6.472798e+00,2.974764e+00,2.983712e+00
1.126200e-10,6.491112e+00,2.963834e+00,2.990527e+00
1.126350e-10,6.509210e+00,2.952359e+00,2.997260e+00
1.126500e-10,6.527092e+00,2.940384e+00,3.003921e+00
1.126650e-10,6.544762e+00,2.927951e+00,3.010520e+00
1.126800e-10,6.562222e+00,2.915109e+00,3.017069e+00
1.126950e-10,6.579480e+00,2.901902e+00,3.023579e+00
1.127100e-10,6.596538e+00,2.888380e+00,3.030064e+00
1.127250e-10,6.613406e+00,2.874591e+00,3.036536e+00
1.127400e-10,6.630089e+00,2.860585e+00,3.043009e+00
1.127550e-10,6.646595e+00,2.846412e+00,3.049495e+00
1.127700e-10,6.662932e+00,2.832124e+00,3.056010e+00
1.127850e-10,6.679110e+00,2.817770e+00,3.062567e+00
1.128000e-10,6.695136e+00,2.803402e+00,3.069182e+00
1.128150e-10,6.711020e+00,2.789070e+00,3.075869e+00
1.128300e-10,6.726771e+00,2.774825e+00,3.082645e+00
1.128450e-10,6.742399e+00,2.760717e+00,3.089523e+00
1.128600e-10,6.757911e+00,2.746796e+00,3.096521e+00
1.128750e-10,6.773317e+00,2.733109e+00,3.103654e+00
1.128900e-10,6.788626e+00,2.719704e+00,3.110937e+00
1.129050e-10,6.803845e+00,2.706628e+00,3.118386e+00
1.129200e-10,6.818982e+00,2.693927e+00,3.126018e+00
1.129350e-10,6.834045e+00,2.681645e+00,3.133848e+00
1.129500e-10,6.849039e+00,2.669824e+00,3.141891e+00
1.129650e-10,6.863972e+00,2.658505e+00,3.150162e+00
1.129800e-10,6.878847e+00,2.647729e+00,3.158676e+00
1.129950e-10,6.893671e+00,2.637532e+00,3.167449e+00
1.130100e-10,6.908445e+00,2.627951e+00,3.176493e+00
1.130250e-10,6.923174e+00,2.619019e+00,3.185823e+00
1.130400e-10,6.937858e+00,2.610770e+00,3.195451e+00
1.130550e-10,6.952499e+00,2.603233e+00,3.205391e+00
1.130700e-10,6.967097e+00,2.596437e+00,3.215653e+00
1.130850e-10,6.981650e+00,2.590408e+00,3.226249e+00
1.131000e-10,6.996157e+00,2.585168e+00,3.237189e+00
1.131150e-10,7.010613e+00,2.580741e+00,3.248482e+00
1.131300e-10,7.025014e+00,2.577144e+00,3.260137e+00
1.131450e-10,7.039355e+00,2.574396e+00,3.272161e+00
1.131600e-10,7.053629e+00,2.572511e+00,3.284561e+00
1.131750e-10,7.067829e+00,2.571501e+00,3.297342e+00
1.131900e-10,7.081944e+00,2.571376e+00,3.310508e+00
1.132050e-10,7.095965e+00,2.572145e+00,3.324062e+00
1.132200e-10,7.109882e+00,2.573812e+00,3.338007e+00
1.132350e-10,7.123680e+00,2.576381e+00,3.352343e+00
1.132500e-10,7.137347e+00,2.579852e+00,3.367070e+00
1.132650e-10,7.150869e+00,2.584224e+00,3.382185e+00
1.132800e-10,7.164229e+00,2.589494e+00,3.397686e+00
1.132950e-10,7.177410e+00,2.595654e+00,3.413568e+00
1.133100e-10,7.190396e+00,2.602697e+00,3.429825e+00
1.133250e-10,7.203168e+00,2.610612e+00,3.446452e+00
1.133400e-10,7.215705e+00,2.619386e+00,3.463439e+00
1.133550e-10,7.227988e+00,2.629004e+00,3.480777e+00
1.133700e-10,7.239995e+00,2.639450e+00,3.498455e+00
1.133850e-10,7.251705e+00,2.650704e+00,3.516462e+00
1.134000e-10,7.263094e+00,2.662745e+00,3.534785e+00
1.134150e-10,7.274140e+00,2.675551e+00,3.553408e+00
1.134300e-10,7.284819e+00,2.689096e+00,3.572318e+00
1.134450e-10,7.295106e+00,2.703355e+00,3.591497e+00
1.134600e-10,7.304977e+00,2.718297e+00,3.610929e+00
1.134750e-10,7.314407e+00,2.733894e+00,3.630596e+00
1.134900e-10,7.323370e+00,2.750115e+00,3.650478e+00
1.135050e-10,7.331842e+00,2.766925e+00,3.670556e+00
1.135200e-10,7.339797e+00,2.784291e+00,3.690811e+00
1.135350e-10,7.347210e+00,2.802176e+00,3.711220e+00
1.135500e-10,7.354056e+00,2.820545e+00,3.731764e+00
1.135650e-10,7.360310e+00,2.839359e+00,3.752420e+00
1.135800e-10,7.365948e+00,2.858579e+00,3.773168e+00
1.135950e-10,7.370947e+00,2.878166e+00,3.793984e+00
1.136100e-10,7.375284e+00,2.898078e+00,3.814848e+00
1.136250e-10,7.378935e+00,2.918275e+00,3.835738e+00
1.136400e-10,7.381881e+00,2.938716e+00,3.856631e+00
