time,"V(BB1)","V(OUT)","V(CLK)","P(REF)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e-14,2.014717e-05,2.778103e-07,1.960582e-05,1.406784e-05
5.000000e-14,1.373341e-05,5.539806e-07,1.347844e-05,4.680971e-05
7.500000e-14,1.404759e-05,8.294233e-07,1.393872e-05,9.972408e-05
1.000000e-13,1.443532e-05,1.105300e-06,1.452731e-05,1.733323e-04
1.250000e-13,1.489726e-05,1.382846e-06,1.524422e-05,2.678924e-04
1.500000e-13,1.543336e-05,1.663298e-06,1.608806e-05,3.836373e-04
1.750000e-13,1.604310e-05,1.947869e-06,1.705645e-05,5.208529e-04
2.000000e-13,1.672554e-05,2.237731e-06,1.814624e-05,6.799020e-04
2.250000e-13,1.747941e-05,2.534011e-06,1.935356e-05,8.612301e-04
2.500000e-13,1.830310e-05,2.837782e-06,2.067389e-05,1.065364e-03
2.750000e-13,1.919468e-05,3.150056e-06,2.210208e-05,1.292911e-03
3.000000e-13,2.015192e-05,3.471782e-06,2.363242e-05,1.544549e-03
3.250000e-13,2.117230e-05,3.803842e-06,2.525868e-05,1.821028e-03
3.500000e-13,2.225304e-05,4.147044e-06,2.697411e-05,2.123162e-03
3.750000e-13,2.339109e-05,4.502124e-06,2.877156e-05,2.451821e-03
4.000000e-13,2.458316e-05,4.869737e-06,3.064348e-05,2.807931e-03
4.250000e-13,2.582573e-05,5.250459e-06,3.258199e-05,3.192461e-03
4.500000e-13,2.711510e-05,5.644781e-06,3.457891e-05,3.606424e-03
4.750000e-13,2.844737e-05,6.053113e-06,3.662585e-05,4.050865e-03
5.000000e-13,2.981847e-05,6.475776e-06,3.871424e-05,4.526857e-03
5.250000e-13,3.122420e-05,6.913008e-06,4.083536e-05,5.035494e-03
5.500000e-13,3.266022e-05,7.364958e-06,4.298046e-05,5.577885e-03
5.750000e-13,3.412209e-05,7.831690e-06,4.514073e-05,6.155147e-03
6.000000e-13,3.560530e-05,8.313180e-06,4.730743e-05,6.768397e-03
6.250000e-13,3.710524e-05,8.809323e-06,4.947187e-05,7.418749e-03
6.500000e-13,3.861729e-05,9.319927e-06,5.162551e-05,8.107305e-03
6.750000e-13,4.013680e-05,9.844721e-06,5.375998e-05,8.835150e-03
7.000000e-13,4.165911e-05,1.038335e-05,5.586713e-05,9.603343e-03
7.250000e-13,4.317958e-05,1.093540e-05,5.793909e-05,1.041292e-02
7.500000e-13,4.469362e-05,1.150035e-05,5.996828e-05,1.126486e-02
7.750000e-13,4.619667e-05,1.207763e-05,6.194746e-05,1.216014e-02
8.000000e-13,4.768427e-05,1.266661e-05,6.386979e-05,1.309966e-02
8.250000e-13,4.915205e-05,1.326659e-05,6.572881e-05,1.408427e-02
8.500000e-13,5.059573e-05,1.387680e-05,6.751851e-05,1.511478e-02
8.750000e-13,5.201118e-05,1.449642e-05,6.923333e-05,1.619193e-02
9.000000e-13,5.339440e-05,1.512459e-05,7.086822e-05,1.731640e-02
9.250000e-13,5.474157e-05,1.576041e-05,7.241860e-05,1.848881e-02
9.500000e-13,5.604902e-05,1.640291e-05,7.388042e-05,1.970968e-02
9.750000e-13,5.731328e-05,1.705111e-05,7.525015e-05,2.097949e-02
1.000000e-12,5.853107e-05,1.770399e-05,7.652480e-05,2.229863e-02
1.025000e-12,5.969933e-05,1.836052e-05,7.770192e-05,2.366740e-02
1.050000e-12,6.081523e-05,1.901964e-05,7.877958e-05,2.508606e-02
1.075000e-12,6.187614e-05,1.968026e-05,7.975642e-05,2.655474e-02
1.100000e-12,6.287971e-05,2.034131e-05,8.063157e-05,2.807351e-02
1.125000e-12,6.382380e-05,2.100170e-05,8.140473e-05,2.964237e-02
1.150000e-12,6.470654e-05,2.166034e-05,8.207606e-05,3.126123e-02
1.175000e-12,6.552631e-05,2.231617e-05,8.264627e-05,3.292989e-02
1.200000e-12,6.628177e-05,2.296811e-05,8.311650e-05,3.464812e-02
1.225000e-12,6.697182e-05,2.361513e-05,8.348838e-05,3.641556e-02
1.250000e-12,6.759564e-05,2.425619e-05,8.376397e-05,3.823181e-02
1.275000e-12,6.815265e-05,2.489030e-05,8.394577e-05,4.009638e-02
1.300000e-12,6.864257e-05,2.551649e-05,8.403663e-05,4.200869e-02
1.325000e-12,6.906535e-05,2.613384e-05,8.403979e-05,4.396811e-02
1.350000e-12,6.942123e-05,2.674145e-05,8.395883e-05,4.597393e-02
1.375000e-12,6.971067e-05,2.733848e-05,8.379762e-05,4.802538e-02
1.400000e-12,6.993441e-05,2.792413e-05,8.356033e-05,5.012162e-02
1.425000e-12,7.009341e-05,2.849765e-05,8.325135e-05,5.226177e-02
1.450000e-12,7.018888e-05,2.905834e-05,8.287532e-05,5.444487e-02
1.475000e-12,7.022225e-05,2.960556e-05,8.243703e-05,5.666992e-02
1.500000e-12,7.019517e-05,3.013874e-05,8.194145e-05,5.893588e-02
1.525000e-12,7.010951e-05,3.065735e-05,8.139366e-05,6.124167e-02
1.550000e-12,6.996733e-05,3.116094e-05,8.079884e-05,6.358615e-02
1.575000e-12,6.977087e-05,3.164910e-05,8.016221e-05,6.596819e-02
1.600000e-12,6.952255e-05,3.212150e-05,7.948906e-05,6.838658e-02
1.625000e-12,6.922498e-05,3.257788e-05,7.878464e-05,7.084013e-02
1.650000e-12,6.888087e-05,3.301804e-05,7.805422e-05,7.332761e-02
1.675000e-12,6.849312e-05,3.344185e-05,7.730299e-05,7.584780e-02
1.700000e-12,6.806472e-05,3.384922e-05,7.653606e-05,7.839944e-02
1.725000e-12,6.759877e-05,3.424016e-05,7.575847e-05,8.098130e-02
1.750000e-12,6.709849e-05,3.461473e-05,7.497512e-05,8.359212e-02
1.775000e-12,6.656716e-05,3.497304e-05,7.419076e-05,8.623068e-02
1.800000e-12,6.600814e-05,3.531529e-05,7.341000e-05,8.889574e-02
1.825000e-12,6.542483e-05,3.564170e-05,7.263726e-05,9.158611e-02
1.850000e-12,6.482067e-05,3.595258e-05,7.187675e-05,9.430060e-02
1.875000e-12,6.419914e-05,3.624829e-05,7.113251e-05,9.703803e-02
1.900000e-12,6.356371e-05,3.652923e-05,7.040831e-05,9.979729e-02
1.925000e-12,6.291785e-05,3.679586e-05,6.970773e-05,1.025773e-01
1.950000e-12,6.226502e-05,3.704868e-05,6.903408e-05,1.053769e-01
1.975000e-12,6.160863e-05,3.728824e-05,6.839044e-05,1.081952e-01
2.000000e-12,6.095207e-05,3.751513e-05,6.777964e-05,1.110311e-01
2.025000e-12,6.029865e-05,3.772998e-05,6.720423e-05,1.138838e-01
2.050000e-12,5.965161e-05,3.793345e-05,6.666652e-05,1.167523e-01
2.075000e-12,5.901412e-05,3.812622e-05,6.616854e-05,1.196358e-01
2.100000e-12,5.838926e-05,3.830902e-05,6.571208e-05,1.225336e-01
2.125000e-12,5.777997e-05,3.848258e-05,6.529866e-05,1.254448e-01
2.150000e-12,5.718912e-05,3.864766e-05,6.492955e-05,1.283689e-01
2.175000e-12,5.661942e-05,3.880504e-05,6.460576e-05,1.313052e-01
2.200000e-12,5.607347e-05,3.895549e-05,6.432805e-05,1.342533e-01
2.225000e-12,5.555372e-05,3.909982e-05,6.409696e-05,1.372125e-01
2.250000e-12,5.506247e-05,3.923881e-05,6.391277e-05,1.401824e-01
2.275000e-12,5.460185e-05,3.937327e-05,6.377557e-05,1.431628e-01
2.300000e-12,5.417386e-05,3.950397e-05,6.368521e-05,1.461533e-01
2.325000e-12,5.378030e-05,3.963170e-05,6.364134e-05,1.491536e-01
2.350000e-12,5.342282e-05,3.975724e-05,6.364342e-05,1.521636e-01
2.375000e-12,5.310287e-05,3.988134e-05,6.369071e-05,1.551830e-01
2.400000e-12,5.282175e-05,4.000474e-05,6.378232e-05,1.582120e-01
2.425000e-12,5.258056e-05,4.012815e-05,6.391718e-05,1.612503e-01
2.450000e-12,5.238022e-05,4.025227e-05,6.409408e-05,1.642981e-01
2.475000e-12,5.222146e-05,4.037776e-05,6.431166e-05,1.673555e-01
2.500000e-12,5.210484e-05,4.050526e-05,6.456844e-05,1.704225e-01
2.525000e-12,5.203073e-05,4.063537e-05,6.486283e-05,1.734994e-01
2.550000e-12,5.199931e-05,4.076867e-05,6.519314e-05,1.765864e-01
2.575000e-12,5.201059e-05,4.090567e-05,6.555758e-05,1.796837e-01
2.600000e-12,5.206441e-05,4.104689e-05,6.595427e-05,1.827917e-01
2.625000e-12,5.216042e-05,4.119277e-05,6.638129e-05,1.859106e-01
2.650000e-12,5.229811e-05,4.134372e-05,6.683664e-05,1.890410e-01
2.675000e-12,5.247681e-05,4.150011e-05,6.731829e-05,1.921831e-01
2.700000e-12,5.269569e-05,4.166228e-05,6.782416e-05,1.953374e-01
2.725000e-12,5.295374e-05,4.183050e-05,6.835215e-05,1.985043e-01
2.750000e-12,5.324985e-05,4.200501e-05,6.890015e-05,2.016844e-01
2.775000e-12,5.358274e-05,4.218600e-05,6.946605e-05,2.048780e-01
2.800000e-12,5.395101e-05,4.237363e-05,7.004771e-05,2.080858e-01
2.825000e-12,5.435312e-05,4.256799e-05,7.064303e-05,2.113082e-01
2.850000e-12,5.478744e-05,4.276915e-05,7.124993e-05,2.145457e-01
2.875000e-12,5.525220e-05,4.297712e-05,7.186634e-05,2.177988e-01
2.900000e-12,5.574556e-05,4.319187e-05,7.249023e-05,2.210681e-01
2.925000e-12,5.626559e-05,4.341334e-05,7.311961e-05,2.243540e-01
2.950000e-12,5.681025e-05,4.364141e-05,7.375254e-05,2.276571e-01
2.975000e-12,5.737746e-05,4.387593e-05,7.438711e-05,2.309779e-01
3.000000e-12,5.796508e-05,4.411672e-05,7.502150e-05,2.343168e-01
3.025000e-12,5.857089e-05,4.436356e-05,7.565392e-05,2.376743e-01
3.050000e-12,5.919267e-05,4.461619e-05,7.628266e-05,2.410508e-01
3.075000e-12,5.982813e-05,4.487431e-05,7.690608e-05,2.444468e-01
3.100000e-12,6.047498e-05,4.513762e-05,7.752259e-05,2.478627e-01
3.125000e-12,6.113093e-05,4.540577e-05,7.813071e-05,2.512988e-01
3.150000e-12,6.179365e-05,4.567839e-05,7.872901e-05,2.547555e-01
3.175000e-12,6.246086e-05,4.595507e-05,7.931615e-05,2.582331e-01
3.200000e-12,6.313027e-05,4.623541e-05,7.989085e-05,2.617319e-01
3.225000e-12,6.379962e-05,4.651898e-05,8.045195e-05,2.652521e-01
3.250000e-12,6.446671e-05,4.680532e-05,8.099835e-05,2.687939e-01
3.275000e-12,6.512935e-05,4.709398e-05,8.152902e-05,2.723577e-01
3.300000e-12,6.578542e-05,4.738448e-05,8.204304e-05,2.759434e-01
3.325000e-12,6.643286e-05,4.767635e-05,8.253956e-05,2.795512e-01
3.350000e-12,6.706966e-05,4.796911e-05,8.301781e-05,2.831811e-01
3.375000e-12,6.769392e-05,4.826227e-05,8.347713e-05,2.868333e-01
3.400000e-12,6.830379e-05,4.855534e-05,8.391690e-05,2.905077e-01
3.425000e-12,6.889751e-05,4.884784e-05,8.433661e-05,2.942043e-01
3.450000e-12,6.947343e-05,4.913929e-05,8.473582e-05,2.979230e-01
3.475000e-12,7.002999e-05,4.942923e-05,8.511418e-05,3.016637e-01
3.500000e-12,7.056573e-05,4.971719e-05,8.547140e-05,3.054262e-01
3.525000e-12,7.107930e-05,5.000272e-05,8.580727e-05,3.092104e-01
3.550000e-12,7.156946e-05,5.028540e-05,8.612166e-05,3.130161e-01
3.575000e-12,7.203509e-05,5.056479e-05,8.641451e-05,3.168430e-01
3.600000e-12,7.247518e-05,5.084051e-05,8.668582e-05,3.206908e-01
3.625000e-12,7.288884e-05,5.111216e-05,8.693567e-05,3.245593e-01
3.650000e-12,7.327531e-05,5.137938e-05,8.716418e-05,3.284481e-01
3.675000e-12,7.363393e-05,5.164184e-05,8.737156e-05,3.323568e-01
3.700000e-12,7.396420e-05,5.189922e-05,8.755806e-05,3.362851e-01
3.725000e-12,7.426569e-05,5.215124e-05,8.772400e-05,3.402325e-01
3.750000e-12,7.453815e-05,5.239761e-05,8.786974e-05,3.441987e-01
3.775000e-12,7.478140e-05,5.263812e-05,8.799570e-05,3.481832e-01
3.800000e-12,7.499541e-05,5.287253e-05,8.810234e-05,3.521855e-01
3.825000e-12,7.518026e-05,5.310068e-05,8.819018e-05,3.562051e-01
3.850000e-12,7.533614e-05,5.332241e-05,8.825978e-05,3.602416e-01
3.875000e-12,7.546336e-05,5.353758e-05,8.831172e-05,3.642944e-01
3.900000e-12,7.556233e-05,5.374611e-05,8.834665e-05,3.683631e-01
3.925000e-12,7.563358e-05,5.394791e-05,8.836524e-05,3.724472e-01
3.950000e-12,7.567772e-05,5.414296e-05,8.836819e-05,3.765460e-01
3.975000e-12,7.569548e-05,5.433123e-05,8.835625e-05,3.806592e-01
4.000000e-12,7.568766e-05,5.451274e-05,8.833016e-05,3.847862e-01
4.025000e-12,7.565517e-05,5.468753e-05,8.829073e-05,3.889264e-01
4.050000e-12,7.559899e-05,5.485567e-05,8.823878e-05,3.930794e-01
4.075000e-12,7.552017e-05,5.501724e-05,8.817515e-05,3.972447e-01
4.100000e-12,7.541986e-05,5.517237e-05,8.810069e-05,4.014217e-01
4.125000e-12,7.529924e-05,5.532120e-05,8.801628e-05,4.056101e-01
4.150000e-12,7.515957e-05,5.546389e-05,8.792283e-05,4.098092e-01
4.175000e-12,7.500217e-05,5.560061e-05,8.782124e-05,4.140188e-01
4.200000e-12,7.482839e-05,5.573158e-05,8.771244e-05,4.182382e-01
4.225000e-12,7.463964e-05,5.585702e-05,8.759736e-05,4.224672e-01
4.250000e-12,7.443736e-05,5.597717e-05,8.747695e-05,4.267052e-01
4.275000e-12,7.422300e-05,5.609228e-05,8.735215e-05,4.309520e-01
4.300000e-12,7.399806e-05,5.620261e-05,8.722393e-05,4.352071e-01
4.325000e-12,7.376405e-05,5.630846e-05,8.709325e-05,4.394702e-01
4.350000e-12,7.352249e-05,5.641010e-05,8.696106e-05,4.437409e-01
4.375000e-12,7.327489e-05,5.650786e-05,8.682834e-05,4.480191e-01
4.400000e-12,7.302278e-05,5.660202e-05,8.669605e-05,4.523044e-01
4.425000e-12,7.276768e-05,5.669292e-05,8.656514e-05,4.565965e-01
4.450000e-12,7.251110e-05,5.678086e-05,8.643657e-05,4.608953e-01
4.475000e-12,7.225450e-05,5.686618e-05,8.631129e-05,4.652005e-01
4.500000e-12,7.199937e-05,5.694919e-05,8.619022e-05,4.695120e-01
4.525000e-12,7.174714e-05,5.703023e-05,8.607431e-05,4.738296e-01
4.550000e-12,7.149921e-05,5.710961e-05,8.596447e-05,4.781531e-01
4.575000e-12,7.125694e-05,5.718767e-05,8.586159e-05,4.824826e-01
4.600000e-12,7.102166e-05,5.726470e-05,8.576655e-05,4.868179e-01
4.625000e-12,7.079465e-05,5.734103e-05,8.568023e-05,4.911589e-01
4.650000e-12,7.057714e-05,5.741695e-05,8.560346e-05,4.955057e-01
4.675000e-12,7.037030e-05,5.749277e-05,8.553706e-05,4.998582e-01
4.700000e-12,7.017526e-05,5.756877e-05,8.548184e-05,5.042165e-01
4.725000e-12,6.999307e-05,5.764522e-05,8.543855e-05,5.085806e-01
4.750000e-12,6.982473e-05,5.772240e-05,8.540793e-05,5.129505e-01
4.775000e-12,6.967117e-05,5.780054e-05,8.539069e-05,5.173263e-01
4.800000e-12,6.953327e-05,5.787990e-05,8.538751e-05,5.217082e-01
4.825000e-12,6.941182e-05,5.796070e-05,8.539902e-05,5.260962e-01
4.850000e-12,6.930754e-05,5.804315e-05,8.542581e-05,5.304905e-01
4.875000e-12,6.922110e-05,5.812745e-05,8.546845e-05,5.348912e-01
4.900000e-12,6.915309e-05,5.821377e-05,8.552745e-05,5.392985e-01
4.925000e-12,6.910400e-05,5.830229e-05,8.560328e-05,5.437126e-01
4.950000e-12,6.907429e-05,5.839316e-05,8.569637e-05,5.481336e-01
4.975000e-12,6.906432e-05,5.848650e-05,8.580710e-05,5.525617e-01
5.000000e-12,6.907439e-05,5.858244e-05,8.593579e-05,5.569972e-01
5.025000e-12,4.895754e-05,5.840326e-05,6.647689e-05,5.614261e-01
5.050000e-12,5.542197e-05,5.822850e-05,7.276954e-05,5.658442e-01
5.075000e-12,5.517881e-05,5.805731e-05,7.249284e-05,5.702500e-01
5.100000e-12,5.488235e-05,5.788858e-05,7.210599e-05,5.746434e-01
5.125000e-12,5.453168e-05,5.772111e-05,7.160863e-05,5.790242e-01
5.150000e-12,5.412650e-05,5.755368e-05,7.100164e-05,5.833926e-01
5.175000e-12,5.366689e-05,5.738507e-05,7.028672e-05,5.877483e-01
5.200000e-12,5.315319e-05,5.721409e-05,6.946617e-05,5.920914e-01
5.225000e-12,5.258599e-05,5.703957e-05,6.854282e-05,5.964215e-01
5.250000e-12,5.196610e-05,5.686038e-05,6.752000e-05,6.007384e-01
5.275000e-12,5.129452e-05,5.667543e-05,6.640149e-05,6.050416e-01
5.300000e-12,5.057249e-05,5.648369e-05,6.519151e-05,6.093307e-01
5.325000e-12,4.980141e-05,5.628417e-05,6.389462e-05,6.136051e-01
5.350000e-12,4.898286e-05,5.607592e-05,6.251577e-05,6.178643e-01
5.375000e-12,4.811861e-05,5.585807e-05,6.106019e-05,6.221074e-01
5.400000e-12,4.721056e-05,5.562980e-05,5.953341e-05,6.263338e-01
5.425000e-12,4.626079e-05,5.539038e-05,5.794119e-05,6.305426e-01
5.450000e-12,4.527149e-05,5.513910e-05,5.628948e-05,6.347329e-01
5.475000e-12,4.424499e-05,5.487537e-05,5.458442e-05,6.389039e-01
5.500000e-12,4.318372e-05,5.459865e-05,5.283226e-05,6.430544e-01
5.525000e-12,4.209023e-05,5.430846e-05,5.103934e-05,6.471836e-01
5.550000e-12,4.096715e-05,5.400441e-05,4.921209e-05,6.512903e-01
5.575000e-12,3.981718e-05,5.368620e-05,4.735694e-05,6.553736e-01
5.600000e-12,3.864309e-05,5.335358e-05,4.548031e-05,6.594322e-01
5.625000e-12,3.744773e-05,5.300638e-05,4.358861e-05,6.634652e-01
5.650000e-12,3.623396e-05,5.264452e-05,4.168816e-05,6.674712e-01
5.675000e-12,3.500470e-05,5.226799e-05,3.978518e-05,6.714494e-01
5.700000e-12,3.376287e-05,5.187685e-05,3.788578e-05,6.753984e-01
5.725000e-12,3.251142e-05,5.147123e-05,3.599592e-05,6.793172e-01
5.750000e-12,3.125329e-05,5.105134e-05,3.412137e-05,6.832048e-01
5.775000e-12,2.999140e-05,5.061745e-05,3.226772e-05,6.870599e-01
5.800000e-12,2.872869e-05,5.016992e-05,3.044034e-05,6.908815e-01
5.825000e-12,2.746803e-05,4.970913e-05,2.864437e-05,6.946686e-01
5.850000e-12,2.621226e-05,4.923558e-05,2.688468e-05,6.984202e-01
5.875000e-12,2.496420e-05,4.874977e-05,2.516589e-05,7.021354e-01
5.900000e-12,2.372657e-05,4.825230e-05,2.349235e-05,7.058131e-01
5.925000e-12,2.250207e-05,4.774380e-05,2.186809e-05,7.094526e-01
5.950000e-12,2.129330e-05,4.722496e-05,2.029686e-05,7.130529e-01
5.975000e-12,2.010279e-05,4.669651e-05,1.878210e-05,7.166134e-01
6.000000e-12,1.893298e-05,4.615921e-05,1.732694e-05,7.201332e-01
6.025000e-12,1.778622e-05,4.561389e-05,1.593419e-05,7.236118e-01
6.050000e-12,1.666477e-05,4.506137e-05,1.460633e-05,7.270486e-01
6.075000e-12,1.557078e-05,4.450253e-05,1.334553e-05,7.304429e-01
6.100000e-12,1.450627e-05,4.393827e-05,1.215365e-05,7.337945e-01
6.125000e-12,1.347318e-05,4.336949e-05,1.103222e-05,7.371028e-01
6.150000e-12,1.247330e-05,4.279713e-05,9.982458e-06,7.403675e-01
6.175000e-12,1.150831e-05,4.222214e-05,9.005282e-06,7.435885e-01
6.200000e-12,1.057978e-05,4.164546e-05,8.101304e-06,7.467655e-01
6.225000e-12,9.689129e-06,4.106803e-05,7.270843e-06,7.498984e-01
6.250000e-12,8.837644e-06,4.049083e-05,6.513934e-06,7.529872e-01
6.275000e-12,8.026487e-06,3.991478e-05,5.830337e-06,7.560320e-01
6.300000e-12,7.256683e-06,3.934083e-05,5.219547e-06,7.590328e-01
6.325000e-12,6.529117e-06,3.876989e-05,4.680804e-06,7.619898e-01
6.350000e-12,5.844538e-06,3.820288e-05,4.213107e-06,7.649034e-01
6.375000e-12,5.203557e-06,3.764067e-05,3.815225e-06,7.677738e-01
6.400000e-12,4.606647e-06,3.708412e-05,3.485711e-06,7.706014e-01
6.425000e-12,4.054143e-06,3.653406e-05,3.222914e-06,7.733868e-01
6.450000e-12,3.546246e-06,3.599130e-05,3.024992e-06,7.761303e-01
6.475000e-12,3.083018e-06,3.545658e-05,2.889930e-06,7.788326e-01
6.500000e-12,2.664391e-06,3.493065e-05,2.815545e-06,7.814944e-01
6.525000e-12,2.290165e-06,3.441419e-05,2.799512e-06,7.841163e-01
6.550000e-12,1.960012e-06,3.390783e-05,2.839367e-06,7.866991e-01
6.575000e-12,1.673478e-06,3.341219e-05,2.932526e-06,7.892436e-01
6.600000e-12,1.429986e-06,3.292781e-05,3.076299e-06,7.917507e-01
6.625000e-12,1.228842e-06,3.245519e-05,3.267904e-06,7.942211e-01
6.650000e-12,1.069237e-06,3.199479e-05,3.504476e-06,7.966559e-01
6.675000e-12,9.502514e-07,3.154702e-05,3.783084e-06,7.990560e-01
6.700000e-12,8.708598e-07,3.111222e-05,4.100744e-06,8.014223e-01
6.725000e-12,8.299362e-07,3.069070e-05,4.454429e-06,8.037559e-01
6.750000e-12,8.262589e-07,3.028269e-05,4.841084e-06,8.060579e-01
6.775000e-12,8.585161e-07,2.988840e-05,5.257633e-06,8.083292e-01
6.800000e-12,9.253109e-07,2.950796e-05,5.700994e-06,8.105710e-01
6.825000e-12,1.025168e-06,2.914145e-05,6.168091e-06,8.127843e-01
6.850000e-12,1.156538e-06,2.878891e-05,6.655860e-06,8.149702e-01
6.875000e-12,1.317806e-06,2.845032e-05,7.161260e-06,8.171297e-01
6.900000e-12,1.507297e-06,2.812562e-05,7.681286e-06,8.192640e-01
6.925000e-12,1.723280e-06,2.781467e-05,8.212972e-06,8.213741e-01
6.950000e-12,1.963978e-06,2.751731e-05,8.753405e-06,8.234611e-01
6.975000e-12,2.227572e-06,2.723334e-05,9.299728e-06,8.255260e-01
7.000000e-12,2.512208e-06,2.696248e-05,9.849152e-06,8.275699e-01
7.025000e-12,2.816006e-06,2.670444e-05,1.039896e-05,8.295937e-01
7.050000e-12,3.137063e-06,2.645888e-05,1.094651e-05,8.315985e-01
7.075000e-12,3.473461e-06,2.622540e-05,1.148924e-05,8.335852e-01
7.100000e-12,3.823275e-06,2.600360e-05,1.202470e-05,8.355546e-01
7.125000e-12,4.184579e-06,2.579302e-05,1.255052e-05,8.375078e-01
7.150000e-12,4.555448e-06,2.559318e-05,1.306442e-05,8.394456e-01
7.175000e-12,4.933971e-06,2.540356e-05,1.356425e-05,8.413688e-01
7.200000e-12,5.318254e-06,2.522364e-05,1.404794e-05,8.432781e-01
7.225000e-12,5.706423e-06,2.505284e-05,1.451354e-05,8.451743e-01
7.250000e-12,6.096635e-06,2.489060e-05,1.495923e-05,8.470581e-01
7.275000e-12,6.487082e-06,2.473631e-05,1.538329e-05,8.489301e-01
7.300000e-12,6.875992e-06,2.458936e-05,1.578411e-05,8.507909e-01
7.325000e-12,7.261641e-06,2.444913e-05,1.616024e-05,8.526412e-01
7.350000e-12,7.642353e-06,2.431501e-05,1.651030e-05,8.544813e-01
7.375000e-12,8.016507e-06,2.418634e-05,1.683308e-05,8.563117e-01
7.400000e-12,8.382539e-06,2.406249e-05,1.712746e-05,8.581329e-01
7.425000e-12,8.738950e-06,2.394284e-05,1.739247e-05,8.599451e-01
7.450000e-12,9.084305e-06,2.382675e-05,1.762725e-05,8.617488e-01
7.475000e-12,9.417241e-06,2.371359e-05,1.783107e-05,8.635441e-01
7.500000e-12,9.736467e-06,2.360276e-05,1.800333e-05,8.653312e-01
7.525000e-12,1.004077e-05,2.349364e-05,1.814355e-05,8.671104e-01
7.550000e-12,1.032901e-05,2.338564e-05,1.825137e-05,8.688816e-01
7.575000e-12,1.060013e-05,2.327820e-05,1.832657e-05,8.706451e-01
7.600000e-12,1.085316e-05,2.317077e-05,1.836903e-05,8.724007e-01
7.625000e-12,1.108722e-05,2.306280e-05,1.837876e-05,8.741486e-01
7.650000e-12,1.130150e-05,2.295379e-05,1.835590e-05,8.758886e-01
7.675000e-12,1.149527e-05,2.284325e-05,1.830069e-05,8.776206e-01
7.700000e-12,1.166793e-05,2.273072e-05,1.821348e-05,8.793444e-01
7.725000e-12,1.181891e-05,2.261578e-05,1.809475e-05,8.810600e-01
7.750000e-12,1.194778e-05,2.249801e-05,1.794507e-05,8.827671e-01
7.775000e-12,1.205416e-05,2.237706e-05,1.776511e-05,8.844654e-01
7.800000e-12,1.213776e-05,2.225257e-05,1.755567e-05,8.861547e-01
7.825000e-12,1.219841e-05,2.212424e-05,1.731760e-05,8.878347e-01
7.850000e-12,1.223599e-05,2.199179e-05,1.705189e-05,8.895050e-01
7.875000e-12,1.225047e-05,2.185498e-05,1.675959e-05,8.911654e-01
7.900000e-12,1.224192e-05,2.171361e-05,1.644182e-05,8.928155e-01
7.925000e-12,1.221046e-05,2.156750e-05,1.609981e-05,8.944549e-01
7.950000e-12,1.215631e-05,2.141650e-05,1.573484e-05,8.960832e-01
7.975000e-12,1.207976e-05,2.126052e-05,1.534826e-05,8.977000e-01
8.000000e-12,1.198118e-05,2.109948e-05,1.494147e-05,8.993049e-01
8.025000e-12,1.186099e-05,2.093334e-05,1.451596e-05,9.008975e-01
8.050000e-12,1.171969e-05,2.076209e-05,1.407322e-05,9.024774e-01
8.075000e-12,1.155786e-05,2.058577e-05,1.361481e-05,9.040442e-01
8.100000e-12,1.137612e-05,2.040441e-05,1.314232e-05,9.055974e-01
8.125000e-12,1.117515e-05,2.021812e-05,1.265737e-05,9.071367e-01
8.150000e-12,1.095569e-05,2.002700e-05,1.216160e-05,9.086617e-01
8.175000e-12,1.071853e-05,1.983120e-05,1.165666e-05,9.101720e-01
8.200000e-12,1.046451e-05,1.963089e-05,1.114421e-05,9.116671e-01
8.225000e-12,1.019450e-05,1.942626e-05,1.062592e-05,9.131468e-01
8.250000e-12,9.909433e-06,1.921753e-05,1.010345e-05,9.146106e-01
8.275000e-12,9.610260e-06,1.900494e-05,9.578454e-06,9.160584e-01
8.300000e-12,9.297970e-06,1.878874e-05,9.052556e-06,9.174896e-01
8.325000e-12,8.973581e-06,1.856923e-05,8.527368e-06,9.189042e-01
8.350000e-12,8.638133e-06,1.834668e-05,8.004469e-06,9.203017e-01
8.375000e-12,8.292689e-06,1.812142e-05,7.485402e-06,9.216819e-01
8.400000e-12,7.938328e-06,1.789376e-05,6.971670e-06,9.230447e-01
8.425000e-12,7.576140e-06,1.766405e-05,6.464730e-06,9.243899e-01
8.450000e-12,7.207228e-06,1.743262e-05,5.965986e-06,9.257172e-01
8.475000e-12,6.832696e-06,1.719983e-05,5.476790e-06,9.270265e-01
8.500000e-12,6.453653e-06,1.696603e-05,4.998430e-06,9.283178e-01
8.525000e-12,6.071204e-06,1.673159e-05,4.532130e-06,9.295910e-01
8.550000e-12,5.686449e-06,1.649687e-05,4.079050e-06,9.308459e-01
8.575000e-12,5.300480e-06,1.626223e-05,3.640273e-06,9.320826e-01
8.600000e-12,4.914376e-06,1.602803e-05,3.216813e-06,9.333011e-01
8.625000e-12,4.529200e-06,1.579464e-05,2.809605e-06,9.345014e-01
8.650000e-12,4.145997e-06,1.556241e-05,2.419506e-06,9.356836e-01
8.675000e-12,3.765789e-06,1.533169e-05,2.047291e-06,9.368477e-01
8.700000e-12,3.389576e-06,1.510280e-05,1.693656e-06,9.379940e-01
