time,"I(L1)"
0.000000e+00,0.000000e+00
1.500000e-14,2.123798e-08
3.000000e-14,4.258281e-08
4.500000e-14,6.404836e-08
6.000000e-14,8.564358e-08
7.500000e-14,1.073760e-07
9.000000e-14,1.292527e-07
1.050000e-13,1.512809e-07
1.200000e-13,1.734680e-07
1.350000e-13,1.958215e-07
1.500000e-13,2.183488e-07
1.650000e-13,2.410576e-07
1.800000e-13,2.639556e-07
1.950000e-13,2.870506e-07
2.100000e-13,3.103501e-07
2.250000e-13,3.338620e-07
2.400000e-13,3.575937e-07
2.550000e-13,3.815526e-07
2.700000e-13,4.057461e-07
2.850000e-13,4.301811e-07
3.000000e-13,4.548646e-07
3.150000e-13,4.798031e-07
3.300000e-13,5.050028e-07
3.450000e-13,5.304697e-07
3.600000e-13,5.562093e-07
3.750000e-13,5.822267e-07
3.900000e-13,6.085266e-07
4.050000e-13,6.351132e-07
4.200000e-13,6.619901e-07
4.350000e-13,6.891606e-07
4.500000e-13,7.166270e-07
4.650000e-13,7.443915e-07
4.800000e-13,7.724553e-07
4.950000e-13,8.008192e-07
5.100000e-13,8.294831e-07
5.250000e-13,8.584464e-07
5.400000e-13,8.877078e-07
5.550000e-13,9.172651e-07
5.700000e-13,9.471155e-07
5.850000e-13,9.772555e-07
6.000000e-13,1.007681e-06
6.150000e-13,1.038386e-06
6.300000e-13,1.069366e-06
6.450000e-13,1.100613e-06
6.600000e-13,1.132121e-06
6.750000e-13,1.163882e-06
6.900000e-13,1.195886e-06
7.050000e-13,1.228125e-06
7.200000e-13,1.260587e-06
7.350000e-13,1.293263e-06
7.500000e-13,1.326140e-06
7.650000e-13,1.359207e-06
7.800000e-13,1.392450e-06
7.950000e-13,1.425857e-06
8.100000e-13,1.459413e-06
8.250000e-13,1.493105e-06
8.400000e-13,1.526917e-06
8.550000e-13,1.560835e-06
8.700000e-13,1.594842e-06
8.850000e-13,1.628922e-06
9.000000e-13,1.663060e-06
9.150000e-13,1.697239e-06
9.300000e-13,1.731443e-06
9.450000e-13,1.765654e-06
9.600000e-13,1.799855e-06
9.750000e-13,1.834031e-06
9.900000e-13,1.868163e-06
1.005000e-12,1.902235e-06
1.020000e-12,1.936231e-06
1.035000e-12,1.970134e-06
1.050000e-12,2.003927e-06
1.065000e-12,2.037596e-06
1.080000e-12,2.071124e-06
1.095000e-12,2.104496e-06
1.110000e-12,2.137698e-06
1.125000e-12,2.170715e-06
1.140000e-12,2.203534e-06
1.155000e-12,2.236142e-06
1.170000e-12,2.268527e-06
1.185000e-12,2.300677e-06
1.200000e-12,2.332581e-06
1.215000e-12,2.364230e-06
1.230000e-12,2.395614e-06
1.245000e-12,2.426725e-06
1.260000e-12,2.457555e-06
1.275000e-12,2.488099e-06
1.290000e-12,2.518351e-06
1.305000e-12,2.548307e-06
1.320000e-12,2.577963e-06
1.335000e-12,2.607317e-06
1.350000e-12,2.636368e-06
1.365000e-12,2.665116e-06
1.380000e-12,2.693562e-06
1.395000e-12,2.721708e-06
1.410000e-12,2.749557e-06
1.425000e-12,2.777114e-06
1.440000e-12,2.804384e-06
1.455000e-12,2.831373e-06
1.470000e-12,2.858091e-06
1.485000e-12,2.884545e-06
1.500000e-12,2.910745e-06
1.515000e-12,2.936702e-06
1.530000e-12,2.962429e-06
1.545000e-12,2.987939e-06
1.560000e-12,3.013245e-06
1.575000e-12,3.038362e-06
1.590000e-12,3.063307e-06
1.605000e-12,3.088096e-06
1.620000e-12,3.112748e-06
1.635000e-12,3.137280e-06
1.650000e-12,3.161712e-06
1.665000e-12,3.186064e-06
1.680000e-12,3.210357e-06
1.695000e-12,3.234612e-06
1.710000e-12,3.258851e-06
1.725000e-12,3.283097e-06
1.740000e-12,3.307372e-06
1.755000e-12,3.331700e-06
1.770000e-12,3.356105e-06
1.785000e-12,3.380612e-06
1.800000e-12,3.405243e-06
1.815000e-12,3.430024e-06
1.830000e-12,3.454980e-06
1.845000e-12,3.480136e-06
1.860000e-12,3.505516e-06
1.875000e-12,3.531144e-06
1.890000e-12,3.557047e-06
1.905000e-12,3.583248e-06
1.920000e-12,3.609771e-06
1.935000e-12,3.636641e-06
1.950000e-12,3.663881e-06
1.965000e-12,3.691515e-06
1.980000e-12,3.719566e-06
1.995000e-12,3.748055e-06
2.010000e-12,3.777006e-06
2.025000e-12,3.806438e-06
2.040000e-12,3.836374e-06
2.055000e-12,3.866831e-06
2.070000e-12,3.897831e-06
2.085000e-12,3.929390e-06
2.100000e-12,3.961527e-06
2.115000e-12,3.994258e-06
2.130000e-12,4.027599e-06
2.145000e-12,4.061565e-06
2.160000e-12,4.096169e-06
2.175000e-12,4.131423e-06
2.190000e-12,4.167340e-06
2.205000e-12,4.203931e-06
2.220000e-12,4.241203e-06
2.235000e-12,4.279166e-06
2.250000e-12,4.317827e-06
2.265000e-12,4.357192e-06
2.280000e-12,4.397264e-06
2.295000e-12,4.438049e-06
2.310000e-12,4.479546e-06
2.325000e-12,4.521759e-06
2.340000e-12,4.564686e-06
2.355000e-12,4.608325e-06
2.370000e-12,4.652674e-06
2.385000e-12,4.697729e-06
2.400000e-12,4.743483e-06
2.415000e-12,4.789931e-06
2.430000e-12,4.837064e-06
2.445000e-12,4.884873e-06
2.460000e-12,4.933348e-06
2.475000e-12,4.982476e-06
2.490000e-12,5.032245e-06
2.505000e-12,5.082640e-06
2.520000e-12,5.133646e-06
2.535000e-12,5.185247e-06
2.550000e-12,5.237425e-06
2.565000e-12,5.290161e-06
2.580000e-12,5.343435e-06
2.595000e-12,5.397226e-06
2.610000e-12,5.451513e-06
2.625000e-12,5.506272e-06
2.640000e-12,5.561480e-06
2.655000e-12,5.617111e-06
2.670000e-12,5.673141e-06
2.685000e-12,5.729542e-06
2.700000e-12,5.786288e-06
2.715000e-12,5.843351e-06
2.730000e-12,5.900701e-06
2.745000e-12,5.958310e-06
2.760000e-12,6.016147e-06
2.775000e-12,6.074183e-06
2.790000e-12,6.132386e-06
2.805000e-12,6.190725e-06
2.820000e-12,6.249169e-06
2.835000e-12,6.307684e-06
2.850000e-12,6.366240e-06
2.865000e-12,6.424803e-06
2.880000e-12,6.483342e-06
2.895000e-12,6.541822e-06
2.910000e-12,6.600212e-06
2.925000e-12,6.658478e-06
2.940000e-12,6.716589e-06
2.955000e-12,6.774512e-06
2.970000e-12,6.832214e-06
2.985000e-12,6.889664e-06
3.000000e-12,6.946829e-06
3.015000e-12,7.003680e-06
3.030000e-12,7.060184e-06
3.045000e-12,7.116312e-06
3.060000e-12,7.172035e-06
3.075000e-12,7.227323e-06
3.090000e-12,7.282147e-06
3.105000e-12,7.336481e-06
3.120000e-12,7.390298e-06
3.135000e-12,7.443572e-06
3.150000e-12,7.496277e-06
3.165000e-12,7.548390e-06
3.180000e-12,7.599888e-06
3.195000e-12,7.650749e-06
3.210000e-12,7.700952e-06
3.225000e-12,7.750477e-06
3.240000e-12,7.799307e-06
3.255000e-12,7.847423e-06
3.270000e-12,7.894811e-06
3.285000e-12,7.941455e-06
3.300000e-12,7.987342e-06
3.315000e-12,8.032461e-06
3.330000e-12,8.076800e-06
3.345000e-12,8.120352e-06
3.360000e-12,8.163107e-06
3.375000e-12,8.205062e-06
3.390000e-12,8.246209e-06
3.405000e-12,8.286548e-06
3.420000e-12,8.326076e-06
3.435000e-12,8.364793e-06
3.450000e-12,8.402701e-06
3.465000e-12,8.439803e-06
3.480000e-12,8.476104e-06
3.495000e-12,8.511609e-06
3.510000e-12,8.546327e-06
3.525000e-12,8.580267e-06
3.540000e-12,8.613440e-06
3.555000e-12,8.645858e-06
3.570000e-12,8.677535e-06
3.585000e-12,8.708486e-06
3.600000e-12,8.738728e-06
3.615000e-12,8.768279e-06
3.630000e-12,8.797158e-06
3.645000e-12,8.825387e-06
3.660000e-12,8.852987e-06
3.675000e-12,8.879982e-06
3.690000e-12,8.906397e-06
3.705000e-12,8.932257e-06
3.720000e-12,8.957590e-06
3.735000e-12,8.982423e-06
3.750000e-12,9.006786e-06
3.765000e-12,9.030708e-06
3.780000e-12,9.054222e-06
3.795000e-12,9.077358e-06
3.810000e-12,9.100149e-06
3.825000e-12,9.122630e-06
3.840000e-12,9.144833e-06
3.855000e-12,9.166794e-06
3.870000e-12,9.188549e-06
3.885000e-12,9.210132e-06
3.900000e-12,9.231581e-06
3.915000e-12,9.252932e-06
3.930000e-12,9.274221e-06
3.945000e-12,9.295487e-06
3.960000e-12,9.316766e-06
3.975000e-12,9.338095e-06
3.990000e-12,9.359512e-06
4.005000e-12,9.381054e-06
4.020000e-12,9.402758e-06
4.035000e-12,9.424662e-06
4.050000e-12,9.446801e-06
4.065000e-12,9.469213e-06
4.080000e-12,9.491932e-06
4.095000e-12,9.514994e-06
4.110000e-12,9.538435e-06
4.125000e-12,9.562288e-06
4.140000e-12,9.586586e-06
4.155000e-12,9.611363e-06
4.170000e-12,9.636651e-06
4.185000e-12,9.662480e-06
4.200000e-12,9.688880e-06
4.215000e-12,9.715882e-06
4.230000e-12,9.743512e-06
4.245000e-12,9.771798e-06
4.260000e-12,9.800766e-06
4.275000e-12,9.830440e-06
4.290000e-12,9.860844e-06
4.305000e-12,9.892000e-06
4.320000e-12,9.923929e-06
4.335000e-12,9.956650e-06
4.350000e-12,9.990182e-06
4.365000e-12,1.002454e-05
4.380000e-12,1.005974e-05
4.395000e-12,1.009580e-05
4.410000e-12,1.013272e-05
4.425000e-12,1.017053e-05
4.440000e-12,1.020922e-05
4.455000e-12,1.024881e-05
4.470000e-12,1.028930e-05
4.485000e-12,1.033070e-05
4.500000e-12,1.037300e-05
4.515000e-12,1.041622e-05
4.530000e-12,1.046035e-05
4.545000e-12,1.050538e-05
4.560000e-12,1.055132e-05
4.575000e-12,1.059816e-05
4.590000e-12,1.064590e-05
4.605000e-12,1.069452e-05
4.620000e-12,1.074401e-05
4.635000e-12,1.079437e-05
4.650000e-12,1.084558e-05
4.665000e-12,1.089763e-05
4.680000e-12,1.095050e-05
4.695000e-12,1.100418e-05
4.710000e-12,1.105865e-05
4.725000e-12,1.111388e-05
4.740000e-12,1.116986e-05
4.755000e-12,1.122657e-05
4.770000e-12,1.128398e-05
4.785000e-12,1.134206e-05
4.800000e-12,1.140080e-05
4.815000e-12,1.146016e-05
4.830000e-12,1.152012e-05
4.845000e-12,1.158065e-05
4.860000e-12,1.164172e-05
4.875000e-12,1.170330e-05
4.890000e-12,1.176536e-05
4.905000e-12,1.182787e-05
4.920000e-12,1.189079e-05
4.935000e-12,1.195409e-05
4.950000e-12,1.201774e-05
4.965000e-12,1.208170e-05
4.980000e-12,1.214594e-05
4.995000e-12,1.221042e-05
5.010000e-12,1.226096e-05
5.025000e-12,1.230452e-05
5.040000e-12,1.234810e-05
5.055000e-12,1.239165e-05
5.070000e-12,1.243514e-05
5.085000e-12,1.247851e-05
5.100000e-12,1.252173e-05
5.115000e-12,1.256475e-05
5.130000e-12,1.260754e-05
5.145000e-12,1.265004e-05
5.160000e-12,1.269221e-05
5.175000e-12,1.273401e-05
5.190000e-12,1.277541e-05
5.205000e-12,1.281635e-05
5.220000e-12,1.285681e-05
5.235000e-12,1.289673e-05
5.250000e-12,1.293608e-05
5.265000e-12,1.297481e-05
5.280000e-12,1.301291e-05
5.295000e-12,1.305031e-05
5.310000e-12,1.308700e-05
5.325000e-12,1.312293e-05
5.340000e-12,1.315807e-05
5.355000e-12,1.319239e-05
5.370000e-12,1.322586e-05
5.385000e-12,1.325845e-05
5.400000e-12,1.329013e-05
5.415000e-12,1.332087e-05
5.430000e-12,1.335066e-05
5.445000e-12,1.337947e-05
5.460000e-12,1.340727e-05
5.475000e-12,1.343405e-05
5.490000e-12,1.345980e-05
5.505000e-12,1.348449e-05
5.520000e-12,1.350811e-05
5.535000e-12,1.353065e-05
5.550000e-12,1.355210e-05
5.565000e-12,1.357246e-05
5.580000e-12,1.359172e-05
5.595000e-12,1.360987e-05
5.610000e-12,1.362692e-05
5.625000e-12,1.364286e-05
5.640000e-12,1.365770e-05
5.655000e-12,1.367145e-05
5.670000e-12,1.368411e-05
5.685000e-12,1.369568e-05
5.700000e-12,1.370619e-05
5.715000e-12,1.371565e-05
5.730000e-12,1.372407e-05
5.745000e-12,1.373147e-05
5.760000e-12,1.373786e-05
5.775000e-12,1.374328e-05
5.790000e-12,1.374774e-05
5.805000e-12,1.375127e-05
5.820000e-12,1.375390e-05
5.835000e-12,1.375565e-05
5.850000e-12,1.375655e-05
5.865000e-12,1.375664e-05
5.880000e-12,1.375596e-05
5.895000e-12,1.375452e-05
5.910000e-12,1.375238e-05
5.925000e-12,1.374957e-05
5.940000e-12,1.374612e-05
5.955000e-12,1.374208e-05
5.970000e-12,1.373749e-05
5.985000e-12,1.373239e-05
6.000000e-12,1.372682e-05
6.015000e-12,1.372082e-05
6.030000e-12,1.371444e-05
6.045000e-12,1.370772e-05
6.060000e-12,1.370071e-05
6.075000e-12,1.369344e-05
6.090000e-12,1.368598e-05
6.105000e-12,1.367835e-05
6.120000e-12,1.367061e-05
6.135000e-12,1.366280e-05
6.150000e-12,1.365497e-05
6.165000e-12,1.364715e-05
6.180000e-12,1.363940e-05
6.195000e-12,1.363175e-05
6.210000e-12,1.362426e-05
6.225000e-12,1.361695e-05
6.240000e-12,1.360988e-05
6.255000e-12,1.360307e-05
6.270000e-12,1.359658e-05
6.285000e-12,1.359044e-05
6.300000e-12,1.358469e-05
6.315000e-12,1.357936e-05
6.330000e-12,1.357448e-05
6.345000e-12,1.357009e-05
6.360000e-12,1.356623e-05
6.375000e-12,1.356291e-05
6.390000e-12,1.356017e-05
6.405000e-12,1.355804e-05
6.420000e-12,1.355653e-05
6.435000e-12,1.355568e-05
6.450000e-12,1.355551e-05
6.465000e-12,1.355603e-05
6.480000e-12,1.355725e-05
6.495000e-12,1.355921e-05
6.510000e-12,1.356191e-05
6.525000e-12,1.356535e-05
6.540000e-12,1.356956e-05
6.555000e-12,1.357454e-05
6.570000e-12,1.358029e-05
6.585000e-12,1.358683e-05
6.600000e-12,1.359414e-05
6.615000e-12,1.360223e-05
6.630000e-12,1.361110e-05
6.645000e-12,1.362075e-05
6.660000e-12,1.363116e-05
6.675000e-12,1.364233e-05
6.690000e-12,1.365425e-05
6.705000e-12,1.366690e-05
6.720000e-12,1.368028e-05
6.735000e-12,1.369437e-05
6.750000e-12,1.370914e-05
6.765000e-12,1.372459e-05
6.780000e-12,1.374068e-05
6.795000e-12,1.375741e-05
6.810000e-12,1.377473e-05
6.825000e-12,1.379264e-05
6.840000e-12,1.381109e-05
6.855000e-12,1.383007e-05
6.870000e-12,1.384954e-05
6.885000e-12,1.386947e-05
6.900000e-12,1.388984e-05
6.915000e-12,1.391060e-05
6.930000e-12,1.393172e-05
6.945000e-12,1.395317e-05
6.960000e-12,1.397492e-05
6.975000e-12,1.399691e-05
6.990000e-12,1.401913e-05
7.005000e-12,1.404153e-05
7.020000e-12,1.406406e-05
7.035000e-12,1.408670e-05
7.050000e-12,1.410941e-05
7.065000e-12,1.413213e-05
7.080000e-12,1.415484e-05
7.095000e-12,1.417750e-05
7.110000e-12,1.420005e-05
7.125000e-12,1.422247e-05
7.140000e-12,1.424472e-05
7.155000e-12,1.426675e-05
7.170000e-12,1.428852e-05
7.185000e-12,1.431000e-05
7.200000e-12,1.433114e-05
7.215000e-12,1.435192e-05
7.230000e-12,1.437229e-05
7.245000e-12,1.439221e-05
7.260000e-12,1.441165e-05
7.275000e-12,1.443058e-05
7.290000e-12,1.444896e-05
7.305000e-12,1.446676e-05
7.320000e-12,1.448394e-05
7.335000e-12,1.450048e-05
7.350000e-12,1.451635e-05
7.365000e-12,1.453151e-05
7.380000e-12,1.454594e-05
7.395000e-12,1.455961e-05
7.410000e-12,1.457251e-05
7.425000e-12,1.458460e-05
7.440000e-12,1.459587e-05
7.455000e-12,1.460629e-05
7.470000e-12,1.461585e-05
7.485000e-12,1.462453e-05
7.500000e-12,1.463231e-05
7.515000e-12,1.463919e-05
7.530000e-12,1.464515e-05
7.545000e-12,1.465018e-05
7.560000e-12,1.465427e-05
7.575000e-12,1.465742e-05
7.590000e-12,1.465962e-05
7.605000e-12,1.466087e-05
7.620000e-12,1.466116e-05
7.635000e-12,1.466051e-05
7.650000e-12,1.465891e-05
7.665000e-12,1.465637e-05
7.680000e-12,1.465289e-05
7.695000e-12,1.464849e-05
7.710000e-12,1.464316e-05
7.725000e-12,1.463693e-05
7.740000e-12,1.462981e-05
7.755000e-12,1.462181e-05
7.770000e-12,1.461295e-05
7.785000e-12,1.460324e-05
7.800000e-12,1.459272e-05
7.815000e-12,1.458140e-05
7.830000e-12,1.456930e-05
7.845000e-12,1.455645e-05
7.860000e-12,1.454288e-05
7.875000e-12,1.452861e-05
7.890000e-12,1.451368e-05
7.905000e-12,1.449811e-05
7.920000e-12,1.448194e-05
7.935000e-12,1.446519e-05
7.950000e-12,1.444791e-05
7.965000e-12,1.443013e-05
7.980000e-12,1.441188e-05
7.995000e-12,1.439321e-05
8.010000e-12,1.437415e-05
8.025000e-12,1.435473e-05
8.040000e-12,1.433501e-05
8.055000e-12,1.431502e-05
8.070000e-12,1.429479e-05
8.085000e-12,1.427438e-05
8.100000e-12,1.425382e-05
8.115000e-12,1.423316e-05
8.130000e-12,1.421243e-05
8.145000e-12,1.419169e-05
8.160000e-12,1.417097e-05
8.175000e-12,1.415031e-05
8.190000e-12,1.412976e-05
8.205000e-12,1.410936e-05
8.220000e-12,1.408916e-05
8.235000e-12,1.406918e-05
8.250000e-12,1.404948e-05
8.265000e-12,1.403010e-05
8.280000e-12,1.401107e-05
8.295000e-12,1.399244e-05
8.310000e-12,1.397424e-05
8.325000e-12,1.395652e-05
8.340000e-12,1.393930e-05
8.355000e-12,1.392262e-05
8.370000e-12,1.390653e-05
8.385000e-12,1.389104e-05
8.400000e-12,1.387621e-05
8.415000e-12,1.386205e-05
8.430000e-12,1.384859e-05
8.445000e-12,1.383588e-05
8.460000e-12,1.382392e-05
8.475000e-12,1.381276e-05
8.490000e-12,1.380240e-05
8.505000e-12,1.379288e-05
8.520000e-12,1.378422e-05
8.535000e-12,1.377643e-05
8.550000e-12,1.376954e-05
8.565000e-12,1.376355e-05
8.580000e-12,1.375849e-05
8.595000e-12,1.375437e-05
8.610000e-12,1.375118e-05
8.625000e-12,1.374895e-05
8.640000e-12,1.374769e-05
8.655000e-12,1.374738e-05
8.670000e-12,1.374805e-05
8.685000e-12,1.374968e-05
8.700000e-12,1.375229e-05
8.715000e-12,1.375585e-05
8.730000e-12,1.376038e-05
8.745000e-12,1.376586e-05
8.760000e-12,1.377229e-05
8.775000e-12,1.377965e-05
8.790000e-12,1.378794e-05
8.805000e-12,1.379713e-05
8.820000e-12,1.380721e-05
8.835000e-12,1.381817e-05
8.850000e-12,1.382999e-05
8.865000e-12,1.384264e-05
8.880000e-12,1.385610e-05
8.895000e-12,1.387035e-05
8.910000e-12,1.388536e-05
8.925000e-12,1.390111e-05
8.940000e-12,1.391756e-05
8.955000e-12,1.393468e-05
8.970000e-12,1.395245e-05
8.985000e-12,1.397084e-05
9.000000e-12,1.398979e-05
9.015000e-12,1.400930e-05
9.030000e-12,1.402930e-05
9.045000e-12,1.404978e-05
9.060000e-12,1.407069e-05
9.075000e-12,1.409199e-05
9.090000e-12,1.411364e-05
9.105000e-12,1.413561e-05
9.120000e-12,1.415784e-05
9.135000e-12,1.418031e-05
9.150000e-12,1.420296e-05
9.165000e-12,1.422576e-05
9.180000e-12,1.424866e-05
9.195000e-12,1.427163e-05
9.210000e-12,1.429460e-05
9.225000e-12,1.431756e-05
9.240000e-12,1.434044e-05
9.255000e-12,1.436322e-05
9.270000e-12,1.438584e-05
9.285000e-12,1.440826e-05
9.300000e-12,1.443044e-05
9.315000e-12,1.445235e-05
9.330000e-12,1.447394e-05
9.345000e-12,1.449516e-05
9.360000e-12,1.451598e-05
9.375000e-12,1.453637e-05
9.390000e-12,1.455628e-05
9.405000e-12,1.457567e-05
9.420000e-12,1.459452e-05
9.435000e-12,1.461278e-05
9.450000e-12,1.463042e-05
9.465000e-12,1.464740e-05
9.480000e-12,1.466371e-05
9.495000e-12,1.467930e-05
9.510000e-12,1.469415e-05
9.525000e-12,1.470823e-05
9.540000e-12,1.472151e-05
9.555000e-12,1.473397e-05
9.570000e-12,1.474560e-05
9.585000e-12,1.475635e-05
9.600000e-12,1.476622e-05
9.615000e-12,1.477519e-05
9.630000e-12,1.478325e-05
9.645000e-12,1.479036e-05
9.660000e-12,1.479654e-05
9.675000e-12,1.480175e-05
9.690000e-12,1.480600e-05
9.705000e-12,1.480928e-05
9.720000e-12,1.481158e-05
9.735000e-12,1.481289e-05
9.750000e-12,1.481322e-05
9.765000e-12,1.481257e-05
9.780000e-12,1.481093e-05
9.795000e-12,1.480831e-05
9.810000e-12,1.480472e-05
9.825000e-12,1.480016e-05
9.840000e-12,1.479464e-05
9.855000e-12,1.478817e-05
9.870000e-12,1.478077e-05
9.885000e-12,1.477244e-05
9.900000e-12,1.476321e-05
9.915000e-12,1.475309e-05
9.930000e-12,1.474210e-05
9.945000e-12,1.473027e-05
9.960000e-12,1.471760e-05
9.975000e-12,1.470413e-05
9.990000e-12,1.468989e-05
1.000500e-11,1.467489e-05
1.002000e-11,1.465917e-05
1.003500e-11,1.464276e-05
1.005000e-11,1.462568e-05
1.006500e-11,1.460796e-05
1.008000e-11,1.458965e-05
1.009500e-11,1.457077e-05
1.011000e-11,1.455136e-05
1.012500e-11,1.453145e-05
1.014000e-11,1.451108e-05
1.015500e-11,1.449028e-05
1.017000e-11,1.446910e-05
1.018500e-11,1.444757e-05
1.020000e-11,1.442574e-05
1.021500e-11,1.440363e-05
1.023000e-11,1.438130e-05
1.024500e-11,1.435878e-05
1.026000e-11,1.433611e-05
1.027500e-11,1.431333e-05
1.029000e-11,1.429048e-05
1.030500e-11,1.426761e-05
1.032000e-11,1.424475e-05
1.033500e-11,1.422194e-05
1.035000e-11,1.419923e-05
1.036500e-11,1.417666e-05
1.038000e-11,1.415426e-05
1.039500e-11,1.413207e-05
1.041000e-11,1.411014e-05
1.042500e-11,1.408849e-05
1.044000e-11,1.406718e-05
1.045500e-11,1.404623e-05
1.047000e-11,1.402568e-05
1.048500e-11,1.400556e-05
1.050000e-11,1.398592e-05
1.051500e-11,1.396678e-05
1.053000e-11,1.394818e-05
1.054500e-11,1.393015e-05
1.056000e-11,1.391271e-05
1.057500e-11,1.389590e-05
1.059000e-11,1.387975e-05
1.060500e-11,1.386427e-05
1.062000e-11,1.384950e-05
1.063500e-11,1.383546e-05
1.065000e-11,1.382217e-05
1.066500e-11,1.380965e-05
1.068000e-11,1.379793e-05
1.069500e-11,1.378701e-05
1.071000e-11,1.377692e-05
1.072500e-11,1.376767e-05
1.074000e-11,1.375927e-05
1.075500e-11,1.375173e-05
1.077000e-11,1.374507e-05
1.078500e-11,1.373929e-05
1.080000e-11,1.373440e-05
1.081500e-11,1.373040e-05
1.083000e-11,1.372730e-05
1.084500e-11,1.372510e-05
1.086000e-11,1.372379e-05
1.087500e-11,1.372338e-05
1.089000e-11,1.372386e-05
1.090500e-11,1.372523e-05
1.092000e-11,1.372748e-05
1.093500e-11,1.373060e-05
1.095000e-11,1.373458e-05
1.096500e-11,1.373940e-05
1.098000e-11,1.374507e-05
1.099500e-11,1.375156e-05
1.101000e-11,1.375885e-05
1.102500e-11,1.376693e-05
1.104000e-11,1.377578e-05
1.105500e-11,1.378537e-05
1.107000e-11,1.379570e-05
1.108500e-11,1.380673e-05
1.110000e-11,1.381843e-05
1.111500e-11,1.383079e-05
1.113000e-11,1.384378e-05
1.114500e-11,1.385737e-05
1.116000e-11,1.387153e-05
1.117500e-11,1.388623e-05
1.119000e-11,1.390144e-05
1.120500e-11,1.391714e-05
1.122000e-11,1.393328e-05
1.123500e-11,1.394983e-05
1.125000e-11,1.396677e-05
1.126500e-11,1.398405e-05
1.128000e-11,1.400165e-05
1.129500e-11,1.401953e-05
1.131000e-11,1.403765e-05
1.132500e-11,1.405597e-05
1.134000e-11,1.407447e-05
1.135500e-11,1.409310e-05
1.137000e-11,1.411183e-05
1.138500e-11,1.413063e-05
1.140000e-11,1.414945e-05
1.141500e-11,1.416825e-05
1.143000e-11,1.418702e-05
1.144500e-11,1.420570e-05
1.146000e-11,1.422427e-05
1.147500e-11,1.424268e-05
1.149000e-11,1.426091e-05
1.150500e-11,1.427891e-05
1.152000e-11,1.429666e-05
1.153500e-11,1.431413e-05
1.155000e-11,1.433128e-05
1.156500e-11,1.434807e-05
1.158000e-11,1.436448e-05
1.159500e-11,1.438049e-05
1.161000e-11,1.439605e-05
1.162500e-11,1.441114e-05
1.164000e-11,1.442574e-05
1.165500e-11,1.443982e-05
1.167000e-11,1.445335e-05
1.168500e-11,1.446631e-05
1.170000e-11,1.447868e-05
1.171500e-11,1.449043e-05
1.173000e-11,1.450156e-05
1.174500e-11,1.451203e-05
1.176000e-11,1.452183e-05
1.177500e-11,1.453095e-05
1.179000e-11,1.453936e-05
1.180500e-11,1.454707e-05
1.182000e-11,1.455405e-05
1.183500e-11,1.456029e-05
1.185000e-11,1.456579e-05
1.186500e-11,1.457053e-05
1.188000e-11,1.457452e-05
1.189500e-11,1.457775e-05
1.191000e-11,1.458021e-05
1.192500e-11,1.458190e-05
1.194000e-11,1.458282e-05
1.195500e-11,1.458298e-05
1.197000e-11,1.458238e-05
1.198500e-11,1.458101e-05
1.200000e-11,1.457889e-05
1.201500e-11,1.457603e-05
1.203000e-11,1.457242e-05
1.204500e-11,1.456809e-05
1.206000e-11,1.456304e-05
1.207500e-11,1.455728e-05
1.209000e-11,1.455084e-05
1.210500e-11,1.454371e-05
1.212000e-11,1.453593e-05
1.213500e-11,1.452750e-05
1.215000e-11,1.451845e-05
1.216500e-11,1.450879e-05
1.218000e-11,1.449854e-05
1.219500e-11,1.448774e-05
1.221000e-11,1.447639e-05
1.222500e-11,1.446453e-05
1.224000e-11,1.445217e-05
1.225500e-11,1.443934e-05
1.227000e-11,1.442607e-05
1.228500e-11,1.441239e-05
1.230000e-11,1.439832e-05
1.231500e-11,1.438388e-05
1.233000e-11,1.436912e-05
1.234500e-11,1.435405e-05
1.236000e-11,1.433871e-05
1.237500e-11,1.432312e-05
1.239000e-11,1.430732e-05
1.240500e-11,1.429133e-05
1.242000e-11,1.427519e-05
1.243500e-11,1.425893e-05
1.245000e-11,1.424257e-05
1.246500e-11,1.422615e-05
1.248000e-11,1.420969e-05
1.249500e-11,1.419324e-05
1.251000e-11,1.417681e-05
1.252500e-11,1.416044e-05
1.254000e-11,1.414416e-05
1.255500e-11,1.412800e-05
1.257000e-11,1.411198e-05
1.258500e-11,1.409613e-05
1.260000e-11,1.408049e-05
1.261500e-11,1.406508e-05
1.263000e-11,1.404992e-05
1.264500e-11,1.403504e-05
1.266000e-11,1.402048e-05
1.267500e-11,1.400624e-05
1.269000e-11,1.399237e-05
1.270500e-11,1.397887e-05
1.272000e-11,1.396577e-05
1.273500e-11,1.395310e-05
1.275000e-11,1.394087e-05
1.276500e-11,1.392910e-05
1.278000e-11,1.391781e-05
1.279500e-11,1.390702e-05
1.281000e-11,1.389675e-05
1.282500e-11,1.388700e-05
1.284000e-11,1.387780e-05
1.285500e-11,1.386915e-05
1.287000e-11,1.386107e-05
1.288500e-11,1.385357e-05
1.290000e-11,1.384666e-05
1.291500e-11,1.384034e-05
1.293000e-11,1.383463e-05
1.294500e-11,1.382952e-05
1.296000e-11,1.382503e-05
1.297500e-11,1.382115e-05
1.299000e-11,1.381789e-05
1.300500e-11,1.381525e-05
1.302000e-11,1.381322e-05
1.303500e-11,1.381182e-05
1.305000e-11,1.381102e-05
1.306500e-11,1.381084e-05
1.308000e-11,1.381126e-05
1.309500e-11,1.381227e-05
