time,"P(LIN)","P(RL)","P(BD)","P(BH)","P(2)","I(BH)"
2.244000e-11,5.069723e-01,-2.916428e-01,4.942490e-01,2.026061e-01,2.026061e-01,2.012313e-05
2.245000e-11,5.069935e-01,-2.916951e-01,4.942726e-01,2.025775e-01,2.025775e-01,2.012033e-05
2.246000e-11,5.070147e-01,-2.917472e-01,4.942961e-01,2.025489e-01,2.025489e-01,2.011753e-05
2.247000e-11,5.070359e-01,-2.917993e-01,4.943197e-01,2.025204e-01,2.025204e-01,2.011473e-05
2.248000e-11,5.070570e-01,-2.918514e-01,4.943432e-01,2.024919e-01,2.024919e-01,2.011194e-05
2.249000e-11,5.070782e-01,-2.919034e-01,4.943668e-01,2.024634e-01,2.024634e-01,2.010915e-05
2.250000e-11,5.070993e-01,-2.919553e-01,4.943902e-01,2.024349e-01,2.024349e-01,2.010636e-05
2.251000e-11,5.071204e-01,-2.920072e-01,4.944137e-01,2.024065e-01,2.024065e-01,2.010357e-05
2.252000e-11,5.071414e-01,-2.920591e-01,4.944371e-01,2.023781e-01,2.023781e-01,2.010079e-05
2.253000e-11,5.071625e-01,-2.921108e-01,4.944606e-01,2.023497e-01,2.023497e-01,2.009801e-05
2.254000e-11,5.071835e-01,-2.921626e-01,4.944840e-01,2.023214e-01,2.023214e-01,2.009523e-05
2.255000e-11,5.072045e-01,-2.922143e-01,4.945073e-01,2.022931e-01,2.022931e-01,2.009246e-05
2.256000e-11,5.072255e-01,-2.922659e-01,4.945307e-01,2.022648e-01,2.022648e-01,2.008969e-05
2.257000e-11,5.072464e-01,-2.923175e-01,4.945540e-01,2.022365e-01,2.022365e-01,2.008692e-05
2.258000e-11,5.072674e-01,-2.923690e-01,4.945773e-01,2.022083e-01,2.022083e-01,2.008415e-05
2.259000e-11,5.072883e-01,-2.924205e-01,4.946006e-01,2.021801e-01,2.021801e-01,2.008139e-05
2.260000e-11,5.073092e-01,-2.924719e-01,4.946238e-01,2.021519e-01,2.021519e-01,2.007863e-05
2.261000e-11,5.073301e-01,-2.925232e-01,4.946470e-01,2.021238e-01,2.021238e-01,2.007587e-05
2.262000e-11,5.073509e-01,-2.925746e-01,4.946702e-01,2.020957e-01,2.020957e-01,2.007311e-05
2.263000e-11,5.073717e-01,-2.926258e-01,4.946934e-01,2.020676e-01,2.020676e-01,2.007036e-05
2.264000e-11,5.073925e-01,-2.926770e-01,4.947166e-01,2.020395e-01,2.020395e-01,2.006761e-05
2.265000e-11,5.074133e-01,-2.927282e-01,4.947397e-01,2.020115e-01,2.020115e-01,2.006487e-05
2.266000e-11,5.074341e-01,-2.927793e-01,4.947628e-01,2.019835e-01,2.019835e-01,2.006212e-05
2.267000e-11,5.074548e-01,-2.928304e-01,4.947859e-01,2.019556e-01,2.019556e-01,2.005938e-05
2.268000e-11,5.074756e-01,-2.928814e-01,4.948090e-01,2.019276e-01,2.019276e-01,2.005664e-05
2.269000e-11,5.074963e-01,-2.929323e-01,4.948320e-01,2.018997e-01,2.018997e-01,2.005391e-05
2.270000e-11,5.075169e-01,-2.929832e-01,4.948550e-01,2.018718e-01,2.018718e-01,2.005118e-05
2.271000e-11,5.075376e-01,-2.930341e-01,4.948780e-01,2.018440e-01,2.018440e-01,2.004845e-05
2.272000e-11,5.075582e-01,-2.930848e-01,4.949010e-01,2.018161e-01,2.018161e-01,2.004572e-05
2.273000e-11,5.075789e-01,-2.931356e-01,4.949239e-01,2.017883e-01,2.017883e-01,2.004300e-05
2.274000e-11,5.075995e-01,-2.931863e-01,4.949469e-01,2.017606e-01,2.017606e-01,2.004027e-05
2.275000e-11,5.076200e-01,-2.932369e-01,4.949698e-01,2.017328e-01,2.017328e-01,2.003756e-05
2.276000e-11,5.076406e-01,-2.932875e-01,4.949926e-01,2.017051e-01,2.017051e-01,2.003484e-05
2.277000e-11,5.076611e-01,-2.933380e-01,4.950155e-01,2.016774e-01,2.016774e-01,2.003213e-05
2.278000e-11,5.076816e-01,-2.933885e-01,4.950383e-01,2.016498e-01,2.016498e-01,2.002942e-05
2.279000e-11,5.077021e-01,-2.934390e-01,4.950611e-01,2.016222e-01,2.016222e-01,2.002671e-05
2.280000e-11,5.077226e-01,-2.934893e-01,4.950839e-01,2.015946e-01,2.015946e-01,2.002400e-05
2.281000e-11,5.077430e-01,-2.935397e-01,4.951067e-01,2.015670e-01,2.015670e-01,2.002130e-05
2.282000e-11,5.077635e-01,-2.935900e-01,4.951294e-01,2.015394e-01,2.015394e-01,2.001860e-05
2.283000e-11,5.077839e-01,-2.936402e-01,4.951521e-01,2.015119e-01,2.015119e-01,2.001591e-05
2.284000e-11,5.078043e-01,-2.936904e-01,4.951748e-01,2.014844e-01,2.014844e-01,2.001321e-05
2.285000e-11,5.078246e-01,-2.937405e-01,4.951975e-01,2.014570e-01,2.014570e-01,2.001052e-05
2.286000e-11,5.078450e-01,-2.937906e-01,4.952201e-01,2.014296e-01,2.014296e-01,2.000783e-05
2.287000e-11,5.078653e-01,-2.938406e-01,4.952427e-01,2.014022e-01,2.014022e-01,2.000515e-05
2.288000e-11,5.078856e-01,-2.938906e-01,4.952653e-01,2.013748e-01,2.013748e-01,2.000246e-05
2.289000e-11,5.079059e-01,-2.939405e-01,4.952879e-01,2.013474e-01,2.013474e-01,1.999978e-05
2.290000e-11,5.079262e-01,-2.939904e-01,4.953105e-01,2.013201e-01,2.013201e-01,1.999711e-05
2.291000e-11,5.079464e-01,-2.940402e-01,4.953330e-01,2.012928e-01,2.012928e-01,1.999443e-05
2.292000e-11,5.079666e-01,-2.940900e-01,4.953555e-01,2.012656e-01,2.012656e-01,1.999176e-05
2.293000e-11,5.079868e-01,-2.941397e-01,4.953780e-01,2.012383e-01,2.012383e-01,1.998909e-05
2.294000e-11,5.080070e-01,-2.941893e-01,4.954005e-01,2.012111e-01,2.012111e-01,1.998643e-05
2.295000e-11,5.080272e-01,-2.942390e-01,4.954229e-01,2.011839e-01,2.011839e-01,1.998376e-05
2.296000e-11,5.080473e-01,-2.942885e-01,4.954453e-01,2.011568e-01,2.011568e-01,1.998110e-05
2.297000e-11,5.080674e-01,-2.943380e-01,4.954677e-01,2.011297e-01,2.011297e-01,1.997844e-05
2.298000e-11,5.080875e-01,-2.943875e-01,4.954901e-01,2.011026e-01,2.011026e-01,1.997579e-05
2.299000e-11,5.081076e-01,-2.944369e-01,4.955124e-01,2.010755e-01,2.010755e-01,1.997313e-05
2.300000e-11,5.081277e-01,-2.944863e-01,4.955348e-01,2.010485e-01,2.010485e-01,1.997048e-05
2.301000e-11,5.081477e-01,-2.945356e-01,4.955571e-01,2.010214e-01,2.010214e-01,1.996784e-05
2.302000e-11,5.081677e-01,-2.945849e-01,4.955793e-01,2.009945e-01,2.009945e-01,1.996519e-05
2.303000e-11,5.081877e-01,-2.946341e-01,4.956016e-01,2.009675e-01,2.009675e-01,1.996255e-05
2.304000e-11,5.082077e-01,-2.946833e-01,4.956238e-01,2.009406e-01,2.009406e-01,1.995991e-05
2.305000e-11,5.082276e-01,-2.947324e-01,4.956460e-01,2.009137e-01,2.009137e-01,1.995727e-05
2.306000e-11,5.082476e-01,-2.947814e-01,4.956682e-01,2.008868e-01,2.008868e-01,1.995464e-05
2.307000e-11,5.082675e-01,-2.948305e-01,4.956904e-01,2.008599e-01,2.008599e-01,1.995201e-05
2.308000e-11,5.082874e-01,-2.948794e-01,4.957125e-01,2.008331e-01,2.008331e-01,1.994938e-05
2.309000e-11,5.083072e-01,-2.949283e-01,4.957347e-01,2.008063e-01,2.008063e-01,1.994675e-05
2.310000e-11,5.083271e-01,-2.949772e-01,4.957568e-01,2.007796e-01,2.007796e-01,1.994413e-05
2.311000e-11,5.083469e-01,-2.950260e-01,4.957788e-01,2.007528e-01,2.007528e-01,1.994151e-05
2.312000e-11,5.083667e-01,-2.950748e-01,4.958009e-01,2.007261e-01,2.007261e-01,1.993889e-05
2.313000e-11,5.083865e-01,-2.951235e-01,4.958229e-01,2.006994e-01,2.006994e-01,1.993627e-05
2.314000e-11,5.084063e-01,-2.951722e-01,4.958449e-01,2.006728e-01,2.006728e-01,1.993366e-05
2.315000e-11,5.084260e-01,-2.952208e-01,4.958669e-01,2.006461e-01,2.006461e-01,1.993105e-05
2.316000e-11,5.084458e-01,-2.952694e-01,4.958889e-01,2.006195e-01,2.006195e-01,1.992844e-05
2.317000e-11,5.084655e-01,-2.953179e-01,4.959108e-01,2.005930e-01,2.005930e-01,1.992584e-05
2.318000e-11,5.084852e-01,-2.953663e-01,4.959328e-01,2.005664e-01,2.005664e-01,1.992324e-05
2.319000e-11,5.085049e-01,-2.954148e-01,4.959547e-01,2.005399e-01,2.005399e-01,1.992064e-05
2.320000e-11,5.085245e-01,-2.954631e-01,4.959765e-01,2.005134e-01,2.005134e-01,1.991804e-05
2.321000e-11,5.085441e-01,-2.955115e-01,4.959984e-01,2.004869e-01,2.004869e-01,1.991545e-05
2.322000e-11,5.085637e-01,-2.955597e-01,4.960202e-01,2.004605e-01,2.004605e-01,1.991286e-05
2.323000e-11,5.085833e-01,-2.956080e-01,4.960420e-01,2.004341e-01,2.004341e-01,1.991027e-05
2.324000e-11,5.086029e-01,-2.956561e-01,4.960638e-01,2.004077e-01,2.004077e-01,1.990768e-05
2.325000e-11,5.086225e-01,-2.957043e-01,4.960856e-01,2.003813e-01,2.003813e-01,1.990510e-05
2.326000e-11,5.086420e-01,-2.957523e-01,4.961073e-01,2.003550e-01,2.003550e-01,1.990252e-05
2.327000e-11,5.086615e-01,-2.958004e-01,4.961291e-01,2.003287e-01,2.003287e-01,1.989994e-05
2.328000e-11,5.086810e-01,-2.958483e-01,4.961508e-01,2.003024e-01,2.003024e-01,1.989736e-05
2.329000e-11,5.087005e-01,-2.958963e-01,4.961724e-01,2.002762e-01,2.002762e-01,1.989479e-05
2.330000e-11,5.087199e-01,-2.959441e-01,4.961941e-01,2.002500e-01,2.002500e-01,1.989222e-05
2.331000e-11,5.087393e-01,-2.959920e-01,4.962157e-01,2.002238e-01,2.002238e-01,1.988965e-05
2.332000e-11,5.087587e-01,-2.960398e-01,4.962373e-01,2.001976e-01,2.001976e-01,1.988708e-05
2.333000e-11,5.087781e-01,-2.960875e-01,4.962589e-01,2.001714e-01,2.001714e-01,1.988452e-05
2.334000e-11,5.087975e-01,-2.961352e-01,4.962805e-01,2.001453e-01,2.001453e-01,1.988196e-05
2.335000e-11,5.088169e-01,-2.961828e-01,4.963021e-01,2.001192e-01,2.001192e-01,1.987940e-05
2.336000e-11,5.088362e-01,-2.962304e-01,4.963236e-01,2.000932e-01,2.000932e-01,1.987685e-05
2.337000e-11,5.088555e-01,-2.962779e-01,4.963451e-01,2.000671e-01,2.000671e-01,1.987430e-05
2.338000e-11,5.088748e-01,-2.963254e-01,4.963666e-01,2.000411e-01,2.000411e-01,1.987175e-05
2.339000e-11,5.088941e-01,-2.963729e-01,4.963880e-01,2.000151e-01,2.000151e-01,1.986920e-05
2.340000e-11,5.089133e-01,-2.964203e-01,4.964095e-01,1.999892e-01,1.999892e-01,1.986665e-05
2.341000e-11,5.089325e-01,-2.964676e-01,4.964309e-01,1.999633e-01,1.999633e-01,1.986411e-05
2.342000e-11,5.089518e-01,-2.965149e-01,4.964523e-01,1.999374e-01,1.999374e-01,1.986157e-05
2.343000e-11,5.089710e-01,-2.965622e-01,4.964736e-01,1.999115e-01,1.999115e-01,1.985904e-05
2.344000e-11,5.089901e-01,-2.966094e-01,4.964950e-01,1.998856e-01,1.998856e-01,1.985650e-05
2.345000e-11,5.090093e-01,-2.966565e-01,4.965163e-01,1.998598e-01,1.998598e-01,1.985397e-05
2.346000e-11,5.090284e-01,-2.967036e-01,4.965376e-01,1.998340e-01,1.998340e-01,1.985144e-05
2.347000e-11,5.090475e-01,-2.967507e-01,4.965589e-01,1.998082e-01,1.998082e-01,1.984891e-05
2.348000e-11,5.090666e-01,-2.967977e-01,4.965802e-01,1.997825e-01,1.997825e-01,1.984639e-05
2.349000e-11,5.090857e-01,-2.968447e-01,4.966014e-01,1.997568e-01,1.997568e-01,1.984387e-05
2.350000e-11,5.091048e-01,-2.968916e-01,4.966227e-01,1.997311e-01,1.997311e-01,1.984135e-05
2.351000e-11,5.091238e-01,-2.969384e-01,4.966439e-01,1.997054e-01,1.997054e-01,1.983883e-05
2.352000e-11,5.091428e-01,-2.969853e-01,4.966650e-01,1.996798e-01,1.996798e-01,1.983632e-05
2.353000e-11,5.091618e-01,-2.970320e-01,4.966862e-01,1.996542e-01,1.996542e-01,1.983381e-05
2.354000e-11,5.091808e-01,-2.970788e-01,4.967073e-01,1.996286e-01,1.996286e-01,1.983130e-05
2.355000e-11,5.091997e-01,-2.971254e-01,4.967284e-01,1.996030e-01,1.996030e-01,1.982879e-05
2.356000e-11,5.092187e-01,-2.971721e-01,4.967495e-01,1.995775e-01,1.995775e-01,1.982629e-05
2.357000e-11,5.092376e-01,-2.972186e-01,4.967706e-01,1.995520e-01,1.995520e-01,1.982379e-05
2.358000e-11,5.092565e-01,-2.972652e-01,4.967917e-01,1.995265e-01,1.995265e-01,1.982129e-05
2.359000e-11,5.092754e-01,-2.973117e-01,4.968127e-01,1.995010e-01,1.995010e-01,1.981879e-05
2.360000e-11,5.092943e-01,-2.973581e-01,4.968337e-01,1.994756e-01,1.994756e-01,1.981630e-05
2.361000e-11,5.093131e-01,-2.974045e-01,4.968547e-01,1.994502e-01,1.994502e-01,1.981381e-05
2.362000e-11,5.093319e-01,-2.974508e-01,4.968757e-01,1.994248e-01,1.994248e-01,1.981132e-05
2.363000e-11,5.093507e-01,-2.974971e-01,4.968966e-01,1.993995e-01,1.993995e-01,1.980884e-05
2.364000e-11,5.093695e-01,-2.975434e-01,4.969175e-01,1.993741e-01,1.993741e-01,1.980635e-05
2.365000e-11,5.093883e-01,-2.975896e-01,4.969384e-01,1.993488e-01,1.993488e-01,1.980387e-05
2.366000e-11,5.094070e-01,-2.976357e-01,4.969593e-01,1.993236e-01,1.993236e-01,1.980139e-05
2.367000e-11,5.094258e-01,-2.976819e-01,4.969802e-01,1.992983e-01,1.992983e-01,1.979892e-05
2.368000e-11,5.094445e-01,-2.977279e-01,4.970010e-01,1.992731e-01,1.992731e-01,1.979644e-05
2.369000e-11,5.094631e-01,-2.977739e-01,4.970218e-01,1.992479e-01,1.992479e-01,1.979397e-05
2.370000e-11,5.094818e-01,-2.978199e-01,4.970426e-01,1.992227e-01,1.992227e-01,1.979150e-05
2.371000e-11,5.095005e-01,-2.978658e-01,4.970634e-01,1.991976e-01,1.991976e-01,1.978904e-05
2.372000e-11,5.095191e-01,-2.979117e-01,4.970841e-01,1.991724e-01,1.991724e-01,1.978658e-05
2.373000e-11,5.095377e-01,-2.979575e-01,4.971049e-01,1.991474e-01,1.991474e-01,1.978412e-05
2.374000e-11,5.095563e-01,-2.980033e-01,4.971256e-01,1.991223e-01,1.991223e-01,1.978166e-05
2.375000e-11,5.095749e-01,-2.980490e-01,4.971463e-01,1.990972e-01,1.990972e-01,1.977920e-05
2.376000e-11,5.095934e-01,-2.980947e-01,4.971670e-01,1.990722e-01,1.990722e-01,1.977675e-05
2.377000e-11,5.096120e-01,-2.981404e-01,4.971876e-01,1.990472e-01,1.990472e-01,1.977430e-05
2.378000e-11,5.096305e-01,-2.981860e-01,4.972082e-01,1.990223e-01,1.990223e-01,1.977185e-05
2.379000e-11,5.096490e-01,-2.982315e-01,4.972288e-01,1.989973e-01,1.989973e-01,1.976940e-05
2.380000e-11,5.096675e-01,-2.982770e-01,4.972494e-01,1.989724e-01,1.989724e-01,1.976696e-05
2.381000e-11,5.096859e-01,-2.983225e-01,4.972700e-01,1.989475e-01,1.989475e-01,1.976452e-05
2.382000e-11,5.097044e-01,-2.983679e-01,4.972905e-01,1.989227e-01,1.989227e-01,1.976208e-05
2.383000e-11,5.097228e-01,-2.984133e-01,4.973111e-01,1.988978e-01,1.988978e-01,1.975965e-05
2.384000e-11,5.097412e-01,-2.984586e-01,4.973316e-01,1.988730e-01,1.988730e-01,1.975721e-05
2.385000e-11,5.097596e-01,-2.985038e-01,4.973521e-01,1.988482e-01,1.988482e-01,1.975478e-05
2.386000e-11,5.097780e-01,-2.985491e-01,4.973725e-01,1.988234e-01,1.988234e-01,1.975235e-05
2.387000e-11,5.097963e-01,-2.985942e-01,4.973930e-01,1.987987e-01,1.987987e-01,1.974993e-05
2.388000e-11,5.098146e-01,-2.986394e-01,4.974134e-01,1.987740e-01,1.987740e-01,1.974750e-05
2.389000e-11,5.098330e-01,-2.986845e-01,4.974338e-01,1.987493e-01,1.987493e-01,1.974508e-05
2.390000e-11,5.098512e-01,-2.987295e-01,4.974542e-01,1.987246e-01,1.987246e-01,1.974266e-05
2.391000e-11,5.098695e-01,-2.987745e-01,4.974745e-01,1.987000e-01,1.987000e-01,1.974025e-05
2.392000e-11,5.098878e-01,-2.988194e-01,4.974949e-01,1.986754e-01,1.986754e-01,1.973783e-05
2.393000e-11,5.099060e-01,-2.988644e-01,4.975152e-01,1.986508e-01,1.986508e-01,1.973542e-05
2.394000e-11,5.099242e-01,-2.989092e-01,4.975355e-01,1.986263e-01,1.986263e-01,1.973301e-05
2.395000e-11,5.099424e-01,-2.989540e-01,4.975557e-01,1.986017e-01,1.986017e-01,1.973061e-05
2.396000e-11,5.099606e-01,-2.989988e-01,4.975760e-01,1.985772e-01,1.985772e-01,1.972820e-05
2.397000e-11,5.099788e-01,-2.990435e-01,4.975962e-01,1.985527e-01,1.985527e-01,1.972580e-05
2.398000e-11,5.099969e-01,-2.990882e-01,4.976164e-01,1.985283e-01,1.985283e-01,1.972340e-05
2.399000e-11,5.100150e-01,-2.991328e-01,4.976366e-01,1.985038e-01,1.985038e-01,1.972101e-05
2.400000e-11,5.100331e-01,-2.991774e-01,4.976568e-01,1.984794e-01,1.984794e-01,1.971861e-05
2.401000e-11,5.100512e-01,-2.992219e-01,4.976770e-01,1.984550e-01,1.984550e-01,1.971622e-05
2.402000e-11,5.100693e-01,-2.992664e-01,4.976971e-01,1.984307e-01,1.984307e-01,1.971383e-05
2.403000e-11,5.100874e-01,-2.993109e-01,4.977172e-01,1.984063e-01,1.984063e-01,1.971145e-05
2.404000e-11,5.101054e-01,-2.993553e-01,4.977373e-01,1.983820e-01,1.983820e-01,1.970906e-05
2.405000e-11,5.101234e-01,-2.993996e-01,4.977574e-01,1.983577e-01,1.983577e-01,1.970668e-05
2.406000e-11,5.101414e-01,-2.994440e-01,4.977774e-01,1.983335e-01,1.983335e-01,1.970430e-05
2.407000e-11,5.101594e-01,-2.994882e-01,4.977975e-01,1.983092e-01,1.983092e-01,1.970192e-05
2.408000e-11,5.101773e-01,-2.995324e-01,4.978175e-01,1.982850e-01,1.982850e-01,1.969955e-05
2.409000e-11,5.101953e-01,-2.995766e-01,4.978375e-01,1.982608e-01,1.982608e-01,1.969718e-05
2.410000e-11,5.102132e-01,-2.996208e-01,4.978574e-01,1.982367e-01,1.982367e-01,1.969481e-05
2.411000e-11,5.102311e-01,-2.996648e-01,4.978774e-01,1.982125e-01,1.982125e-01,1.969244e-05
2.412000e-11,5.102490e-01,-2.997089e-01,4.978973e-01,1.981884e-01,1.981884e-01,1.969007e-05
2.413000e-11,5.102669e-01,-2.997529e-01,4.979172e-01,1.981643e-01,1.981643e-01,1.968771e-05
2.414000e-11,5.102847e-01,-2.997968e-01,4.979371e-01,1.981403e-01,1.981403e-01,1.968535e-05
2.415000e-11,5.103025e-01,-2.998407e-01,4.979570e-01,1.981162e-01,1.981162e-01,1.968299e-05
2.416000e-11,5.103203e-01,-2.998846e-01,4.979768e-01,1.980922e-01,1.980922e-01,1.968064e-05
2.417000e-11,5.103381e-01,-2.999284e-01,4.979967e-01,1.980682e-01,1.980682e-01,1.967829e-05
2.418000e-11,5.103559e-01,-2.999722e-01,4.980165e-01,1.980443e-01,1.980443e-01,1.967594e-05
2.419000e-11,5.103737e-01,-3.000159e-01,4.980363e-01,1.980203e-01,1.980203e-01,1.967359e-05
2.420000e-11,5.103914e-01,-3.000596e-01,4.980560e-01,1.979964e-01,1.979964e-01,1.967124e-05
2.421000e-11,5.104091e-01,-3.001033e-01,4.980758e-01,1.979725e-01,1.979725e-01,1.966890e-05
2.422000e-11,5.104268e-01,-3.001469e-01,4.980955e-01,1.979486e-01,1.979486e-01,1.966656e-05
2.423000e-11,5.104445e-01,-3.001904e-01,4.981152e-01,1.979248e-01,1.979248e-01,1.966422e-05
2.424000e-11,5.104622e-01,-3.002339e-01,4.981349e-01,1.979010e-01,1.979010e-01,1.966188e-05
2.425000e-11,5.104798e-01,-3.002774e-01,4.981546e-01,1.978772e-01,1.978772e-01,1.965955e-05
2.426000e-11,5.104975e-01,-3.003208e-01,4.981742e-01,1.978534e-01,1.978534e-01,1.965722e-05
2.427000e-11,5.105151e-01,-3.003642e-01,4.981938e-01,1.978297e-01,1.978297e-01,1.965489e-05
2.428000e-11,5.105327e-01,-3.004075e-01,4.982135e-01,1.978059e-01,1.978059e-01,1.965256e-05
2.429000e-11,5.105503e-01,-3.004508e-01,4.982330e-01,1.977822e-01,1.977822e-01,1.965024e-05
2.430000e-11,5.105678e-01,-3.004940e-01,4.982526e-01,1.977586e-01,1.977586e-01,1.964792e-05
2.431000e-11,5.105854e-01,-3.005372e-01,4.982722e-01,1.977349e-01,1.977349e-01,1.964560e-05
2.432000e-11,5.106029e-01,-3.005804e-01,4.982917e-01,1.977113e-01,1.977113e-01,1.964328e-05
2.433000e-11,5.106204e-01,-3.006235e-01,4.983112e-01,1.976877e-01,1.976877e-01,1.964096e-05
2.434000e-11,5.106379e-01,-3.006666e-01,4.983307e-01,1.976641e-01,1.976641e-01,1.963865e-05
2.435000e-11,5.106554e-01,-3.007096e-01,4.983502e-01,1.976406e-01,1.976406e-01,1.963634e-05
2.436000e-11,5.106728e-01,-3.007526e-01,4.983696e-01,1.976170e-01,1.976170e-01,1.963403e-05
2.437000e-11,5.106902e-01,-3.007955e-01,4.983890e-01,1.975935e-01,1.975935e-01,1.963173e-05
2.438000e-11,5.107077e-01,-3.008384e-01,4.984085e-01,1.975701e-01,1.975701e-01,1.962942e-05
2.439000e-11,5.107251e-01,-3.008812e-01,4.984278e-01,1.975466e-01,1.975466e-01,1.962712e-05
2.440000e-11,5.107424e-01,-3.009240e-01,4.984472e-01,1.975232e-01,1.975232e-01,1.962483e-05
2.441000e-11,5.107598e-01,-3.009668e-01,4.984666e-01,1.974998e-01,1.974998e-01,1.962253e-05
2.442000e-11,5.107771e-01,-3.010095e-01,4.984859e-01,1.974764e-01,1.974764e-01,1.962024e-05
2.443000e-11,5.107945e-01,-3.010522e-01,4.985052e-01,1.974530e-01,1.974530e-01,1.961794e-05
2.444000e-11,5.108118e-01,-3.010948e-01,4.985245e-01,1.974297e-01,1.974297e-01,1.961565e-05
2.445000e-11,5.108291e-01,-3.011374e-01,4.985438e-01,1.974064e-01,1.974064e-01,1.961337e-05
2.446000e-11,5.108463e-01,-3.011800e-01,4.985630e-01,1.973831e-01,1.973831e-01,1.961108e-05
2.447000e-11,5.108636e-01,-3.012225e-01,4.985823e-01,1.973598e-01,1.973598e-01,1.960880e-05
2.448000e-11,5.108808e-01,-3.012649e-01,4.986015e-01,1.973366e-01,1.973366e-01,1.960652e-05
2.449000e-11,5.108981e-01,-3.013073e-01,4.986207e-01,1.973134e-01,1.973134e-01,1.960424e-05
2.450000e-11,5.109153e-01,-3.013497e-01,4.986399e-01,1.972902e-01,1.972902e-01,1.960197e-05
2.451000e-11,5.109325e-01,-3.013920e-01,4.986590e-01,1.972670e-01,1.972670e-01,1.959970e-05
2.452000e-11,5.109496e-01,-3.014343e-01,4.986781e-01,1.972438e-01,1.972438e-01,1.959743e-05
2.453000e-11,5.109668e-01,-3.014766e-01,4.986973e-01,1.972207e-01,1.972207e-01,1.959516e-05
2.454000e-11,5.109839e-01,-3.015187e-01,4.987164e-01,1.971976e-01,1.971976e-01,1.959289e-05
2.455000e-11,5.110010e-01,-3.015609e-01,4.987354e-01,1.971745e-01,1.971745e-01,1.959063e-05
2.456000e-11,5.110181e-01,-3.016030e-01,4.987545e-01,1.971515e-01,1.971515e-01,1.958837e-05
2.457000e-11,5.110352e-01,-3.016451e-01,4.987735e-01,1.971285e-01,1.971285e-01,1.958611e-05
2.458000e-11,5.110523e-01,-3.016871e-01,4.987926e-01,1.971055e-01,1.971055e-01,1.958385e-05
2.459000e-11,5.110693e-01,-3.017291e-01,4.988116e-01,1.970825e-01,1.970825e-01,1.958160e-05
2.460000e-11,5.110863e-01,-3.017710e-01,4.988305e-01,1.970595e-01,1.970595e-01,1.957934e-05
2.461000e-11,5.111034e-01,-3.018129e-01,4.988495e-01,1.970366e-01,1.970366e-01,1.957709e-05
2.462000e-11,5.111204e-01,-3.018548e-01,4.988685e-01,1.970137e-01,1.970137e-01,1.957485e-05
2.463000e-11,5.111373e-01,-3.018966e-01,4.988874e-01,1.969908e-01,1.969908e-01,1.957260e-05
2.464000e-11,5.111543e-01,-3.019384e-01,4.989063e-01,1.969679e-01,1.969679e-01,1.957036e-05
2.465000e-11,5.111712e-01,-3.019801e-01,4.989252e-01,1.969451e-01,1.969451e-01,1.956812e-05
2.466000e-11,5.111882e-01,-3.020218e-01,4.989440e-01,1.969223e-01,1.969223e-01,1.956588e-05
2.467000e-11,5.112051e-01,-3.020634e-01,4.989629e-01,1.968995e-01,1.968995e-01,1.956364e-05
2.468000e-11,5.112220e-01,-3.021050e-01,4.989817e-01,1.968767e-01,1.968767e-01,1.956141e-05
2.469000e-11,5.112388e-01,-3.021466e-01,4.990005e-01,1.968539e-01,1.968539e-01,1.955918e-05
2.470000e-11,5.112557e-01,-3.021881e-01,4.990193e-01,1.968312e-01,1.968312e-01,1.955695e-05
2.471000e-11,5.112725e-01,-3.022296e-01,4.990381e-01,1.968085e-01,1.968085e-01,1.955472e-05
2.472000e-11,5.112893e-01,-3.022710e-01,4.990568e-01,1.967858e-01,1.967858e-01,1.955250e-05
2.473000e-11,5.113062e-01,-3.023124e-01,4.990756e-01,1.967632e-01,1.967632e-01,1.955028e-05
2.474000e-11,5.113229e-01,-3.023537e-01,4.990943e-01,1.967406e-01,1.967406e-01,1.954806e-05
2.475000e-11,5.113397e-01,-3.023950e-01,4.991130e-01,1.967179e-01,1.967179e-01,1.954584e-05
2.476000e-11,5.113565e-01,-3.024363e-01,4.991317e-01,1.966954e-01,1.966954e-01,1.954362e-05
2.477000e-11,5.113732e-01,-3.024775e-01,4.991503e-01,1.966728e-01,1.966728e-01,1.954141e-05
2.478000e-11,5.113899e-01,-3.025187e-01,4.991690e-01,1.966503e-01,1.966503e-01,1.953920e-05
2.479000e-11,5.114066e-01,-3.025598e-01,4.991876e-01,1.966277e-01,1.966277e-01,1.953699e-05
2.480000e-11,5.114233e-01,-3.026009e-01,4.992062e-01,1.966052e-01,1.966052e-01,1.953478e-05
2.481000e-11,5.114400e-01,-3.026420e-01,4.992248e-01,1.965828e-01,1.965828e-01,1.953258e-05
2.482000e-11,5.114566e-01,-3.026830e-01,4.992433e-01,1.965603e-01,1.965603e-01,1.953037e-05
2.483000e-11,5.114733e-01,-3.027240e-01,4.992619e-01,1.965379e-01,1.965379e-01,1.952817e-05
2.484000e-11,5.114899e-01,-3.027649e-01,4.992804e-01,1.965155e-01,1.965155e-01,1.952598e-05
2.485000e-11,5.115065e-01,-3.028058e-01,4.992989e-01,1.964931e-01,1.964931e-01,1.952378e-05
2.486000e-11,5.115231e-01,-3.028466e-01,4.993174e-01,1.964708e-01,1.964708e-01,1.952159e-05
2.487000e-11,5.115396e-01,-3.028874e-01,4.993359e-01,1.964484e-01,1.964484e-01,1.951940e-05
