time,"P(LIN)","P(RL)","P(BD)","P(BH)","P(2)","I(BH)"
0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00
1.000000e-14,1.746767e-04,-5.074147e-08,7.148475e-08,2.074328e-08,2.074328e-08,1.075851e-08
2.000000e-14,3.498822e-04,-2.135915e-07,3.188575e-07,1.052660e-07,1.052660e-07,2.592337e-08
3.000000e-14,5.260011e-04,-5.364219e-07,8.508113e-07,3.143894e-07,3.143894e-07,4.382515e-08
4.000000e-14,7.034394e-04,-1.048790e-06,1.769709e-06,7.209189e-07,7.209189e-07,6.311308e-08
5.000000e-14,8.826085e-04,-1.765670e-06,3.170342e-06,1.404672e-06,1.404672e-06,8.296364e-08
6.000000e-14,1.063920e-03,-2.692778e-06,5.141759e-06,2.448981e-06,2.448981e-06,1.029564e-07
7.000000e-14,1.247785e-03,-3.830823e-06,7.769377e-06,3.938554e-06,3.938554e-06,1.229148e-07
8.000000e-14,1.434609e-03,-5.178217e-06,1.113655e-05,5.958334e-06,5.958334e-06,1.427908e-07
9.000000e-14,1.624797e-03,-6.732600e-06,1.532558e-05,8.592977e-06,8.592977e-06,1.625965e-07
1.000000e-13,1.818750e-03,-8.491590e-06,2.041828e-05,1.192669e-05,1.192669e-05,1.823688e-07
1.100000e-13,2.016863e-03,-1.045313e-05,2.649639e-05,1.604326e-05,1.604326e-05,2.021533e-07
1.200000e-13,2.219529e-03,-1.261562e-05,3.364175e-05,2.102613e-05,2.102613e-05,2.219968e-07
1.300000e-13,2.427133e-03,-1.497794e-05,4.193652e-05,2.695859e-05,2.695859e-05,2.419452e-07
1.400000e-13,2.640057e-03,-1.753944e-05,5.146331e-05,3.392387e-05,3.392387e-05,2.620427e-07
1.500000e-13,2.858675e-03,-2.029996e-05,6.230533e-05,4.200536e-05,4.200536e-05,2.823315e-07
1.600000e-13,3.083356e-03,-2.325978e-05,7.454646e-05,5.128669e-05,5.128669e-05,3.028521e-07
1.700000e-13,3.314461e-03,-2.641957e-05,8.827146e-05,6.185189e-05,6.185189e-05,3.236435e-07
1.800000e-13,3.552342e-03,-2.978043e-05,1.035660e-04,7.378554e-05,7.378554e-05,3.447427e-07
1.900000e-13,3.797347e-03,-3.334382e-05,1.205167e-04,8.717289e-05,8.717289e-05,3.661854e-07
2.000000e-13,4.049812e-03,-3.711158e-05,1.392115e-04,1.020999e-04,1.020999e-04,3.880055e-07
2.100000e-13,4.310067e-03,-4.108585e-05,1.597395e-04,1.186536e-04,1.186536e-04,4.102354e-07
2.200000e-13,4.578431e-03,-4.526913e-05,1.821909e-04,1.369218e-04,1.369218e-04,4.329057e-07
2.300000e-13,4.855214e-03,-4.966419e-05,2.066576e-04,1.569934e-04,1.569934e-04,4.560454e-07
2.400000e-13,5.140718e-03,-5.427407e-05,2.332328e-04,1.789587e-04,1.789587e-04,4.796821e-07
2.500000e-13,5.435233e-03,-5.910208e-05,2.620111e-04,2.029090e-04,2.029090e-04,5.038413e-07
2.600000e-13,5.739040e-03,-6.415177e-05,2.930888e-04,2.289370e-04,2.289370e-04,5.285473e-07
2.700000e-13,6.052409e-03,-6.942690e-05,3.265637e-04,2.571368e-04,2.571368e-04,5.538225e-07
2.800000e-13,6.375600e-03,-7.493141e-05,3.625354e-04,2.876040e-04,2.876040e-04,5.796876e-07
2.900000e-13,6.708860e-03,-8.066944e-05,4.011050e-04,3.204356e-04,3.204356e-04,6.061618e-07
3.000000e-13,7.052429e-03,-8.664527e-05,4.423753e-04,3.557301e-04,3.557301e-04,6.332627e-07
3.100000e-13,7.406530e-03,-9.286334e-05,4.864509e-04,3.935876e-04,3.935876e-04,6.610061e-07
3.200000e-13,7.771379e-03,-9.932819e-05,5.334379e-04,4.341097e-04,4.341097e-04,6.894064e-07
3.300000e-13,8.147178e-03,-1.060445e-04,5.834443e-04,4.773998e-04,4.773998e-04,7.184763e-07
3.400000e-13,8.534119e-03,-1.130169e-04,6.365797e-04,5.235628e-04,5.235628e-04,7.482269e-07
3.500000e-13,8.932379e-03,-1.202503e-04,6.929554e-04,5.727051e-04,5.727051e-04,7.786678e-07
3.600000e-13,9.342127e-03,-1.277495e-04,7.526843e-04,6.249348e-04,6.249348e-04,8.098071e-07
3.700000e-13,9.763517e-03,-1.355193e-04,8.158810e-04,6.803617e-04,6.803617e-04,8.416514e-07
3.800000e-13,1.019669e-02,-1.435647e-04,8.826616e-04,7.390969e-04,7.390969e-04,8.742058e-07
3.900000e-13,1.064178e-02,-1.518905e-04,9.531437e-04,8.012532e-04,8.012532e-04,9.074739e-07
4.000000e-13,1.109890e-02,-1.605017e-04,1.027447e-03,8.669450e-04,8.669450e-04,9.414580e-07
4.100000e-13,1.156816e-02,-1.694030e-04,1.105691e-03,9.362879e-04,9.362879e-04,9.761588e-07
4.200000e-13,1.204965e-02,-1.785993e-04,1.187999e-03,1.009399e-03,1.009399e-03,1.011576e-06
4.300000e-13,1.254346e-02,-1.880952e-04,1.274493e-03,1.086398e-03,1.086398e-03,1.047708e-06
4.400000e-13,1.304965e-02,-1.978954e-04,1.365298e-03,1.167403e-03,1.167403e-03,1.084551e-06
4.500000e-13,1.356827e-02,-2.080045e-04,1.460540e-03,1.252535e-03,1.252535e-03,1.122101e-06
4.600000e-13,1.409938e-02,-2.184270e-04,1.560345e-03,1.341918e-03,1.341918e-03,1.160352e-06
4.700000e-13,1.464301e-02,-2.291672e-04,1.664842e-03,1.435675e-03,1.435675e-03,1.199298e-06
4.800000e-13,1.519917e-02,-2.402293e-04,1.774158e-03,1.533929e-03,1.533929e-03,1.238931e-06
4.900000e-13,1.576788e-02,-2.516175e-04,1.888424e-03,1.636806e-03,1.636806e-03,1.279242e-06
5.000000e-13,1.634913e-02,-2.633356e-04,2.007768e-03,1.744432e-03,1.744432e-03,1.320220e-06
5.100000e-13,1.694291e-02,-2.753875e-04,2.132322e-03,1.856935e-03,1.856935e-03,1.361856e-06
5.200000e-13,1.754919e-02,-2.877768e-04,2.262217e-03,1.974440e-03,1.974440e-03,1.404136e-06
5.300000e-13,1.816793e-02,-3.005069e-04,2.397584e-03,2.097077e-03,2.097077e-03,1.447048e-06
5.400000e-13,1.879908e-02,-3.135812e-04,2.538554e-03,2.224973e-03,2.224973e-03,1.490579e-06
5.500000e-13,1.944259e-02,-3.270027e-04,2.685260e-03,2.358257e-03,2.358257e-03,1.534713e-06
5.600000e-13,2.009839e-02,-3.407743e-04,2.837832e-03,2.497058e-03,2.497058e-03,1.579435e-06
5.700000e-13,2.076638e-02,-3.548987e-04,2.996403e-03,2.641505e-03,2.641505e-03,1.624730e-06
5.800000e-13,2.144648e-02,-3.693784e-04,3.161104e-03,2.791726e-03,2.791726e-03,1.670580e-06
5.900000e-13,2.213859e-02,-3.842156e-04,3.332066e-03,2.947850e-03,2.947850e-03,1.716968e-06
6.000000e-13,2.284260e-02,-3.994125e-04,3.509418e-03,3.110005e-03,3.110005e-03,1.763875e-06
6.100000e-13,2.355838e-02,-4.149708e-04,3.693290e-03,3.278319e-03,3.278319e-03,1.811284e-06
6.200000e-13,2.428580e-02,-4.308922e-04,3.883811e-03,3.452919e-03,3.452919e-03,1.859175e-06
6.300000e-13,2.502472e-02,-4.471781e-04,4.081108e-03,3.633930e-03,3.633930e-03,1.907528e-06
6.400000e-13,2.577499e-02,-4.638296e-04,4.285309e-03,3.821480e-03,3.821480e-03,1.956324e-06
6.500000e-13,2.653646e-02,-4.808476e-04,4.496539e-03,4.015691e-03,4.015691e-03,2.005542e-06
6.600000e-13,2.730895e-02,-4.982329e-04,4.714920e-03,4.216687e-03,4.216687e-03,2.055161e-06
6.700000e-13,2.809228e-02,-5.159859e-04,4.940577e-03,4.424591e-03,4.424591e-03,2.105161e-06
6.800000e-13,2.888629e-02,-5.341069e-04,5.173629e-03,4.639522e-03,4.639522e-03,2.155520e-06
6.900000e-13,2.969076e-02,-5.525959e-04,5.414196e-03,4.861600e-03,4.861600e-03,2.206217e-06
7.000000e-13,3.050552e-02,-5.714526e-04,5.662394e-03,5.090941e-03,5.090941e-03,2.257230e-06
7.100000e-13,3.133034e-02,-5.906767e-04,5.918338e-03,5.327661e-03,5.327661e-03,2.308538e-06
7.200000e-13,3.216502e-02,-6.102673e-04,6.182141e-03,5.571873e-03,5.571873e-03,2.360118e-06
7.300000e-13,3.300934e-02,-6.302238e-04,6.453912e-03,5.823689e-03,5.823689e-03,2.411950e-06
7.400000e-13,3.386307e-02,-6.505448e-04,6.733760e-03,6.083215e-03,6.083215e-03,2.464011e-06
7.500000e-13,3.472598e-02,-6.712292e-04,7.021790e-03,6.350561e-03,6.350561e-03,2.516279e-06
7.600000e-13,3.559784e-02,-6.922753e-04,7.318103e-03,6.625827e-03,6.625827e-03,2.568734e-06
7.700000e-13,3.647841e-02,-7.136815e-04,7.622799e-03,6.909117e-03,6.909117e-03,2.621353e-06
7.800000e-13,3.736743e-02,-7.354457e-04,7.935973e-03,7.200528e-03,7.200528e-03,2.674115e-06
7.900000e-13,3.826465e-02,-7.575658e-04,8.257720e-03,7.500154e-03,7.500154e-03,2.726999e-06
8.000000e-13,3.916982e-02,-7.800395e-04,8.588129e-03,7.808089e-03,7.808089e-03,2.779985e-06
8.100000e-13,4.008269e-02,-8.028643e-04,8.927285e-03,8.124421e-03,8.124421e-03,2.833051e-06
8.200000e-13,4.100297e-02,-8.260374e-04,9.275272e-03,8.449235e-03,8.449235e-03,2.886178e-06
8.300000e-13,4.193042e-02,-8.495560e-04,9.632169e-03,8.782613e-03,8.782613e-03,2.939345e-06
8.400000e-13,4.286476e-02,-8.734169e-04,9.998051e-03,9.124634e-03,9.124634e-03,2.992533e-06
8.500000e-13,4.380571e-02,-8.976172e-04,1.037299e-02,9.475372e-03,9.475372e-03,3.045723e-06
8.600000e-13,4.475300e-02,-9.221532e-04,1.075705e-02,9.834897e-03,9.834897e-03,3.098896e-06
8.700000e-13,4.570636e-02,-9.470217e-04,1.115030e-02,1.020328e-02,1.020328e-02,3.152033e-06
8.800000e-13,4.666550e-02,-9.722189e-04,1.155279e-02,1.058058e-02,1.058058e-02,3.205118e-06
8.900000e-13,4.763014e-02,-9.977411e-04,1.196459e-02,1.096685e-02,1.096685e-02,3.258132e-06
9.000000e-13,4.860001e-02,-1.023584e-03,1.238574e-02,1.136215e-02,1.136215e-02,3.311059e-06
9.100000e-13,4.957481e-02,-1.049745e-03,1.281628e-02,1.176654e-02,1.176654e-02,3.363883e-06
9.200000e-13,5.055428e-02,-1.076218e-03,1.325627e-02,1.218005e-02,1.218005e-02,3.416588e-06
9.300000e-13,5.153811e-02,-1.103001e-03,1.370573e-02,1.260272e-02,1.260272e-02,3.469159e-06
9.400000e-13,5.252603e-02,-1.130087e-03,1.416469e-02,1.303461e-02,1.303461e-02,3.521582e-06
9.500000e-13,5.351776e-02,-1.157475e-03,1.463320e-02,1.347572e-02,1.347572e-02,3.573842e-06
9.600000e-13,5.451301e-02,-1.185158e-03,1.511126e-02,1.392610e-02,1.392610e-02,3.625927e-06
9.700000e-13,5.551151e-02,-1.213132e-03,1.559889e-02,1.438576e-02,1.438576e-02,3.677825e-06
9.800000e-13,5.651296e-02,-1.241394e-03,1.609612e-02,1.485473e-02,1.485473e-02,3.729523e-06
9.900000e-13,5.751709e-02,-1.269938e-03,1.660294e-02,1.533301e-02,1.533301e-02,3.781010e-06
1.000000e-12,5.852362e-02,-1.298759e-03,1.711937e-02,1.582061e-02,1.582061e-02,3.832277e-06
1.010000e-12,5.953229e-02,-1.327855e-03,1.764539e-02,1.631754e-02,1.631754e-02,3.883312e-06
1.020000e-12,6.054280e-02,-1.357218e-03,1.818100e-02,1.682378e-02,1.682378e-02,3.934108e-06
1.030000e-12,6.155490e-02,-1.386846e-03,1.872619e-02,1.733935e-02,1.733935e-02,3.984656e-06
1.040000e-12,6.256830e-02,-1.416734e-03,1.928095e-02,1.786421e-02,1.786421e-02,4.034949e-06
1.050000e-12,6.358276e-02,-1.446877e-03,1.984524e-02,1.839836e-02,1.839836e-02,4.084979e-06
1.060000e-12,6.459799e-02,-1.477270e-03,2.041904e-02,1.894177e-02,1.894177e-02,4.134741e-06
1.070000e-12,6.561376e-02,-1.507910e-03,2.100232e-02,1.949441e-02,1.949441e-02,4.184230e-06
1.080000e-12,6.662979e-02,-1.538792e-03,2.159505e-02,2.005626e-02,2.005626e-02,4.233441e-06
1.090000e-12,6.764583e-02,-1.569911e-03,2.219717e-02,2.062726e-02,2.062726e-02,4.282369e-06
1.100000e-12,6.866164e-02,-1.601263e-03,2.280865e-02,2.120738e-02,2.120738e-02,4.331013e-06
1.110000e-12,6.967698e-02,-1.632844e-03,2.342942e-02,2.179658e-02,2.179658e-02,4.379370e-06
1.120000e-12,7.069159e-02,-1.664650e-03,2.405943e-02,2.239478e-02,2.239478e-02,4.427437e-06
1.130000e-12,7.170526e-02,-1.696678e-03,2.469862e-02,2.300194e-02,2.300194e-02,4.475215e-06
1.140000e-12,7.271774e-02,-1.728922e-03,2.534692e-02,2.361800e-02,2.361800e-02,4.522703e-06
1.150000e-12,7.372881e-02,-1.761380e-03,2.600426e-02,2.424288e-02,2.424288e-02,4.569902e-06
1.160000e-12,7.473825e-02,-1.794048e-03,2.667055e-02,2.487651e-02,2.487651e-02,4.616814e-06
1.170000e-12,7.574584e-02,-1.826922e-03,2.734572e-02,2.551880e-02,2.551880e-02,4.663439e-06
1.180000e-12,7.675137e-02,-1.859999e-03,2.802968e-02,2.616969e-02,2.616969e-02,4.709781e-06
1.190000e-12,7.775464e-02,-1.893276e-03,2.872234e-02,2.682907e-02,2.682907e-02,4.755843e-06
1.200000e-12,7.875545e-02,-1.926749e-03,2.942360e-02,2.749685e-02,2.749685e-02,4.801630e-06
1.210000e-12,7.975360e-02,-1.960417e-03,3.013335e-02,2.817294e-02,2.817294e-02,4.847145e-06
1.220000e-12,8.074890e-02,-1.994275e-03,3.085150e-02,2.885723e-02,2.885723e-02,4.892395e-06
1.230000e-12,8.174117e-02,-2.028322e-03,3.157793e-02,2.954961e-02,2.954961e-02,4.937386e-06
1.240000e-12,8.273023e-02,-2.062556e-03,3.231253e-02,3.024998e-02,3.024998e-02,4.982123e-06
1.250000e-12,8.371592e-02,-2.096973e-03,3.305518e-02,3.095821e-02,3.095821e-02,5.026615e-06
1.260000e-12,8.469806e-02,-2.131573e-03,3.380576e-02,3.167419e-02,3.167419e-02,5.070868e-06
1.270000e-12,8.567650e-02,-2.166354e-03,3.456413e-02,3.239778e-02,3.239778e-02,5.114892e-06
1.280000e-12,8.665109e-02,-2.201313e-03,3.533018e-02,3.312886e-02,3.312886e-02,5.158696e-06
1.290000e-12,8.762168e-02,-2.236450e-03,3.610375e-02,3.386730e-02,3.386730e-02,5.202288e-06
1.300000e-12,8.858812e-02,-2.271764e-03,3.688472e-02,3.461296e-02,3.461296e-02,5.245679e-06
1.310000e-12,8.955030e-02,-2.307253e-03,3.767295e-02,3.536570e-02,3.536570e-02,5.288879e-06
1.320000e-12,9.050807e-02,-2.342917e-03,3.846828e-02,3.612536e-02,3.612536e-02,5.331899e-06
1.330000e-12,9.146132e-02,-2.378756e-03,3.927057e-02,3.689181e-02,3.689181e-02,5.374751e-06
1.340000e-12,9.240993e-02,-2.414769e-03,4.007966e-02,3.766489e-02,3.766489e-02,5.417446e-06
1.350000e-12,9.335380e-02,-2.450957e-03,4.089540e-02,3.844444e-02,3.844444e-02,5.459997e-06
1.360000e-12,9.429283e-02,-2.487320e-03,4.171763e-02,3.923031e-02,3.923031e-02,5.502416e-06
1.370000e-12,9.522691e-02,-2.523858e-03,4.254619e-02,4.002233e-02,4.002233e-02,5.544716e-06
1.380000e-12,9.615596e-02,-2.560572e-03,4.338091e-02,4.082034e-02,4.082034e-02,5.586910e-06
1.390000e-12,9.707990e-02,-2.597463e-03,4.422164e-02,4.162417e-02,4.162417e-02,5.629013e-06
1.400000e-12,9.799865e-02,-2.634533e-03,4.506818e-02,4.243365e-02,4.243365e-02,5.671038e-06
1.410000e-12,9.891215e-02,-2.671782e-03,4.592039e-02,4.324861e-02,4.324861e-02,5.712999e-06
1.420000e-12,9.982032e-02,-2.709214e-03,4.677807e-02,4.406886e-02,4.406886e-02,5.754911e-06
1.430000e-12,1.007231e-01,-2.746829e-03,4.764106e-02,4.489424e-02,4.489424e-02,5.796788e-06
1.440000e-12,1.016205e-01,-2.784630e-03,4.850918e-02,4.572455e-02,4.572455e-02,5.838646e-06
1.450000e-12,1.025124e-01,-2.822620e-03,4.938225e-02,4.655962e-02,4.655962e-02,5.880499e-06
1.460000e-12,1.033988e-01,-2.860802e-03,5.026007e-02,4.739927e-02,4.739927e-02,5.922363e-06
1.470000e-12,1.042796e-01,-2.899178e-03,5.114248e-02,4.824331e-02,4.824331e-02,5.964253e-06
1.480000e-12,1.051549e-01,-2.937751e-03,5.202929e-02,4.909154e-02,4.909154e-02,6.006184e-06
1.490000e-12,1.060245e-01,-2.976526e-03,5.292031e-02,4.994379e-02,4.994379e-02,6.048173e-06
1.500000e-12,1.068886e-01,-3.015507e-03,5.381536e-02,5.079985e-02,5.079985e-02,6.090235e-06
1.510000e-12,1.077471e-01,-3.054696e-03,5.471424e-02,5.165954e-02,5.165954e-02,6.132385e-06
1.520000e-12,1.085999e-01,-3.094098e-03,5.561677e-02,5.252267e-02,5.252267e-02,6.174639e-06
1.530000e-12,1.094471e-01,-3.133719e-03,5.652276e-02,5.338904e-02,5.338904e-02,6.217014e-06
1.540000e-12,1.102888e-01,-3.173562e-03,5.743201e-02,5.425845e-02,5.425845e-02,6.259524e-06
1.550000e-12,1.111248e-01,-3.213633e-03,5.834435e-02,5.513072e-02,5.513072e-02,6.302185e-06
1.560000e-12,1.119552e-01,-3.253937e-03,5.925958e-02,5.600565e-02,5.600565e-02,6.345012e-06
1.570000e-12,1.127801e-01,-3.294479e-03,6.017751e-02,5.688303e-02,5.688303e-02,6.388022e-06
1.580000e-12,1.135995e-01,-3.335264e-03,6.109795e-02,5.776268e-02,5.776268e-02,6.431230e-06
1.590000e-12,1.144134e-01,-3.376300e-03,6.202071e-02,5.864441e-02,5.864441e-02,6.474650e-06
1.600000e-12,1.152218e-01,-3.417592e-03,6.294560e-02,5.952801e-02,5.952801e-02,6.518298e-06
1.610000e-12,1.160249e-01,-3.459145e-03,6.387243e-02,6.041329e-02,6.041329e-02,6.562189e-06
1.620000e-12,1.168226e-01,-3.500968e-03,6.480102e-02,6.130005e-02,6.130005e-02,6.606337e-06
1.630000e-12,1.176149e-01,-3.543065e-03,6.573117e-02,6.218811e-02,6.218811e-02,6.650757e-06
1.640000e-12,1.184020e-01,-3.585445e-03,6.666271e-02,6.307727e-02,6.307727e-02,6.695464e-06
1.650000e-12,1.191840e-01,-3.628114e-03,6.759545e-02,6.396733e-02,6.396733e-02,6.740470e-06
1.660000e-12,1.199608e-01,-3.671080e-03,6.852919e-02,6.485811e-02,6.485811e-02,6.785789e-06
1.670000e-12,1.207325e-01,-3.714350e-03,6.946377e-02,6.574942e-02,6.574942e-02,6.831436e-06
1.680000e-12,1.214993e-01,-3.757931e-03,7.039900e-02,6.664107e-02,6.664107e-02,6.877423e-06
1.690000e-12,1.222611e-01,-3.801831e-03,7.133470e-02,6.753287e-02,6.753287e-02,6.923764e-06
1.700000e-12,1.230182e-01,-3.846058e-03,7.227069e-02,6.842464e-02,6.842464e-02,6.970469e-06
1.710000e-12,1.237705e-01,-3.890621e-03,7.320681e-02,6.931619e-02,6.931619e-02,7.017552e-06
1.720000e-12,1.245181e-01,-3.935527e-03,7.414287e-02,7.020734e-02,7.020734e-02,7.065025e-06
1.730000e-12,1.252611e-01,-3.980784e-03,7.507870e-02,7.109792e-02,7.109792e-02,7.112898e-06
1.740000e-12,1.259997e-01,-4.026402e-03,7.601414e-02,7.198774e-02,7.198774e-02,7.161182e-06
1.750000e-12,1.267339e-01,-4.072388e-03,7.694902e-02,7.287664e-02,7.287664e-02,7.209889e-06
1.760000e-12,1.274638e-01,-4.118752e-03,7.788318e-02,7.376443e-02,7.376443e-02,7.259028e-06
1.770000e-12,1.281896e-01,-4.165501e-03,7.881645e-02,7.465095e-02,7.465095e-02,7.308609e-06
1.780000e-12,1.289112e-01,-4.212646e-03,7.974868e-02,7.553604e-02,7.553604e-02,7.358641e-06
1.790000e-12,1.296289e-01,-4.260194e-03,8.067971e-02,7.641952e-02,7.641952e-02,7.409133e-06
1.800000e-12,1.303427e-01,-4.308155e-03,8.160939e-02,7.730124e-02,7.730124e-02,7.460093e-06
1.810000e-12,1.310528e-01,-4.356538e-03,8.253757e-02,7.818103e-02,7.818103e-02,7.511530e-06
1.820000e-12,1.317592e-01,-4.405352e-03,8.346410e-02,7.905875e-02,7.905875e-02,7.563450e-06
1.830000e-12,1.324620e-01,-4.454606e-03,8.438884e-02,7.993423e-02,7.993423e-02,7.615860e-06
1.840000e-12,1.331615e-01,-4.504309e-03,8.531165e-02,8.080734e-02,8.080734e-02,7.668768e-06
1.850000e-12,1.338576e-01,-4.554472e-03,8.623239e-02,8.167791e-02,8.167791e-02,7.722178e-06
1.860000e-12,1.345505e-01,-4.605102e-03,8.715093e-02,8.254582e-02,8.254582e-02,7.776097e-06
1.870000e-12,1.352404e-01,-4.656210e-03,8.806714e-02,8.341093e-02,8.341093e-02,7.830528e-06
1.880000e-12,1.359273e-01,-4.707805e-03,8.898089e-02,8.427309e-02,8.427309e-02,7.885478e-06
1.890000e-12,1.366114e-01,-4.759895e-03,8.989207e-02,8.513217e-02,8.513217e-02,7.940948e-06
1.900000e-12,1.372927e-01,-4.812491e-03,9.080055e-02,8.598806e-02,8.598806e-02,7.996944e-06
1.910000e-12,1.379715e-01,-4.865602e-03,9.170621e-02,8.684061e-02,8.684061e-02,8.053467e-06
1.920000e-12,1.386478e-01,-4.919236e-03,9.260896e-02,8.768972e-02,8.768972e-02,8.110520e-06
1.930000e-12,1.393217e-01,-4.973404e-03,9.350867e-02,8.853527e-02,8.853527e-02,8.168106e-06
1.940000e-12,1.399934e-01,-5.028114e-03,9.440526e-02,8.937714e-02,8.937714e-02,8.226224e-06
1.950000e-12,1.406630e-01,-5.083377e-03,9.529861e-02,9.021523e-02,9.021523e-02,8.284876e-06
1.960000e-12,1.413306e-01,-5.139199e-03,9.618863e-02,9.104943e-02,9.104943e-02,8.344062e-06
1.970000e-12,1.419963e-01,-5.195592e-03,9.707523e-02,9.187964e-02,9.187964e-02,8.403782e-06
1.980000e-12,1.426603e-01,-5.252564e-03,9.795833e-02,9.270577e-02,9.270577e-02,8.464035e-06
1.990000e-12,1.433227e-01,-5.310124e-03,9.883784e-02,9.352772e-02,9.352772e-02,8.524821e-06
2.000000e-12,1.439835e-01,-5.368280e-03,9.971369e-02,9.434541e-02,9.434541e-02,8.586136e-06
2.010000e-12,1.446430e-01,-5.427041e-03,1.005858e-01,9.515875e-02,9.515875e-02,8.647979e-06
2.020000e-12,1.453012e-01,-5.486417e-03,1.014541e-01,9.596766e-02,9.596766e-02,8.710347e-06
2.030000e-12,1.459582e-01,-5.546416e-03,1.023185e-01,9.677208e-02,9.677208e-02,8.773237e-06
2.040000e-12,1.466142e-01,-5.607045e-03,1.031790e-01,9.757192e-02,9.757192e-02,8.836644e-06
2.050000e-12,1.472693e-01,-5.668314e-03,1.040354e-01,9.836712e-02,9.836712e-02,8.900566e-06
2.060000e-12,1.479236e-01,-5.730231e-03,1.048879e-01,9.915763e-02,9.915763e-02,8.964996e-06
2.070000e-12,1.485772e-01,-5.792803e-03,1.057362e-01,9.994338e-02,9.994338e-02,9.029931e-06
2.080000e-12,1.492303e-01,-5.856039e-03,1.065804e-01,1.007243e-01,1.007243e-01,9.095364e-06
2.090000e-12,1.498829e-01,-5.919947e-03,1.074203e-01,1.015004e-01,1.015004e-01,9.161289e-06
2.100000e-12,1.505351e-01,-5.984533e-03,1.082561e-01,1.022716e-01,1.022716e-01,9.227699e-06
2.110000e-12,1.511870e-01,-6.049806e-03,1.090876e-01,1.030378e-01,1.030378e-01,9.294589e-06
2.120000e-12,1.518389e-01,-6.115773e-03,1.099148e-01,1.037990e-01,1.037990e-01,9.361950e-06
2.130000e-12,1.524907e-01,-6.182440e-03,1.107377e-01,1.045553e-01,1.045553e-01,9.429775e-06
2.140000e-12,1.531425e-01,-6.249816e-03,1.115563e-01,1.053065e-01,1.053065e-01,9.498055e-06
2.150000e-12,1.537945e-01,-6.317906e-03,1.123705e-01,1.060526e-01,1.060526e-01,9.566782e-06
2.160000e-12,1.544468e-01,-6.386718e-03,1.131804e-01,1.067937e-01,1.067937e-01,9.635948e-06
2.170000e-12,1.550995e-01,-6.456258e-03,1.139859e-01,1.075296e-01,1.075296e-01,9.705542e-06
2.180000e-12,1.557526e-01,-6.526531e-03,1.147870e-01,1.082605e-01,1.082605e-01,9.775556e-06
2.190000e-12,1.564063e-01,-6.597545e-03,1.155838e-01,1.089862e-01,1.089862e-01,9.845979e-06
2.200000e-12,1.570607e-01,-6.669304e-03,1.163761e-01,1.097068e-01,1.097068e-01,9.916801e-06
2.210000e-12,1.577157e-01,-6.741815e-03,1.171641e-01,1.104223e-01,1.104223e-01,9.988012e-06
2.220000e-12,1.583716e-01,-6.815083e-03,1.179478e-01,1.111327e-01,1.111327e-01,1.005960e-05
2.230000e-12,1.590284e-01,-6.889113e-03,1.187271e-01,1.118380e-01,1.118380e-01,1.013155e-05
2.240000e-12,1.596862e-01,-6.963910e-03,1.195021e-01,1.125382e-01,1.125382e-01,1.020386e-05
2.250000e-12,1.603451e-01,-7.039480e-03,1.202728e-01,1.132333e-01,1.132333e-01,1.027652e-05
2.260000e-12,1.610051e-01,-7.115825e-03,1.210392e-01,1.139233e-01,1.139233e-01,1.034950e-05
2.270000e-12,1.616664e-01,-7.192952e-03,1.218013e-01,1.146084e-01,1.146084e-01,1.042281e-05
2.280000e-12,1.623289e-01,-7.270864e-03,1.225593e-01,1.152884e-01,1.152884e-01,1.049642e-05
2.290000e-12,1.629929e-01,-7.349564e-03,1.233130e-01,1.159634e-01,1.159634e-01,1.057032e-05
2.300000e-12,1.636582e-01,-7.429058e-03,1.240626e-01,1.166336e-01,1.166336e-01,1.064451e-05
2.310000e-12,1.643251e-01,-7.509347e-03,1.248081e-01,1.172988e-01,1.172988e-01,1.071896e-05
2.320000e-12,1.649936e-01,-7.590435e-03,1.255496e-01,1.179591e-01,1.179591e-01,1.079368e-05
2.330000e-12,1.656636e-01,-7.672326e-03,1.262870e-01,1.186147e-01,1.186147e-01,1.086863e-05
2.340000e-12,1.663354e-01,-7.755021e-03,1.270204e-01,1.192654e-01,1.192654e-01,1.094381e-05
2.350000e-12,1.670089e-01,-7.838524e-03,1.277500e-01,1.199115e-01,1.199115e-01,1.101921e-05
2.360000e-12,1.676843e-01,-7.922837e-03,1.284757e-01,1.205528e-01,1.205528e-01,1.109481e-05
2.370000e-12,1.683615e-01,-8.007962e-03,1.291976e-01,1.211896e-01,1.211896e-01,1.117060e-05
2.380000e-12,1.690406e-01,-8.093900e-03,1.299157e-01,1.218218e-01,1.218218e-01,1.124656e-05
2.390000e-12,1.697217e-01,-8.180653e-03,1.306302e-01,1.224495e-01,1.224495e-01,1.132269e-05
2.400000e-12,1.704047e-01,-8.268224e-03,1.313411e-01,1.230728e-01,1.230728e-01,1.139896e-05
2.410000e-12,1.710898e-01,-8.356611e-03,1.320484e-01,1.236918e-01,1.236918e-01,1.147536e-05
2.420000e-12,1.717770e-01,-8.445817e-03,1.327522e-01,1.243064e-01,1.243064e-01,1.155189e-05
2.430000e-12,1.724663e-01,-8.535843e-03,1.334527e-01,1.249168e-01,1.249168e-01,1.162852e-05
