time,"V(A)","I(ROUT)","P(A)","P(OUT)"
2.555000e-11,4.873410e-11,6.304926e-08,8.842966e-01,8.824207e-01
2.556000e-11,4.814106e-11,6.304919e-08,8.842966e-01,8.824207e-01
2.557000e-11,4.755145e-11,6.304912e-08,8.842966e-01,8.824207e-01
2.558000e-11,4.696545e-11,6.304906e-08,8.842966e-01,8.824207e-01
2.559000e-11,4.638330e-11,6.304900e-08,8.842966e-01,8.824207e-01
2.560000e-11,4.580520e-11,6.304894e-08,8.842966e-01,8.824207e-01
2.561000e-11,4.523134e-11,6.304888e-08,8.842966e-01,8.824207e-01
2.562000e-11,4.466196e-11,6.304882e-08,8.842966e-01,8.824207e-01
2.563000e-11,4.409725e-11,6.304876e-08,8.842966e-01,8.824207e-01
2.564000e-11,4.353731e-11,6.304870e-08,8.842966e-01,8.824207e-01
2.565000e-11,4.298248e-11,6.304865e-08,8.842966e-01,8.824207e-01
2.566000e-11,4.243281e-11,6.304859e-08,8.842966e-01,8.824207e-01
2.567000e-11,4.188850e-11,6.304854e-08,8.842966e-01,8.824207e-01
2.568000e-11,4.134976e-11,6.304849e-08,8.842966e-01,8.824207e-01
2.569000e-11,4.081674e-11,6.304843e-08,8.842966e-01,8.824207e-01
2.570000e-11,4.028954e-11,6.304838e-08,8.842966e-01,8.824207e-01
2.571000e-11,3.976838e-11,6.304833e-08,8.842966e-01,8.824207e-01
2.572000e-11,3.925336e-11,6.304828e-08,8.842966e-01,8.824207e-01
2.573000e-11,3.874465e-11,6.304823e-08,8.842966e-01,8.824208e-01
2.574000e-11,3.824237e-11,6.304819e-08,8.842966e-01,8.824208e-01
2.575000e-11,3.774661e-11,6.304814e-08,8.842966e-01,8.824208e-01
2.576000e-11,3.725758e-11,6.304809e-08,8.842966e-01,8.824208e-01
2.577000e-11,3.677528e-11,6.304804e-08,8.842966e-01,8.824208e-01
2.578000e-11,3.629993e-11,6.304800e-08,8.842966e-01,8.824208e-01
2.579000e-11,3.583160e-11,6.304795e-08,8.842966e-01,8.824208e-01
2.580000e-11,3.537033e-11,6.304791e-08,8.842966e-01,8.824208e-01
2.581000e-11,3.491628e-11,6.304786e-08,8.842966e-01,8.824208e-01
2.582000e-11,3.446953e-11,6.304782e-08,8.842966e-01,8.824208e-01
2.583000e-11,3.403014e-11,6.304777e-08,8.842966e-01,8.824208e-01
2.584000e-11,3.359816e-11,6.304773e-08,8.842966e-01,8.824208e-01
2.585000e-11,3.317377e-11,6.304768e-08,8.842966e-01,8.824208e-01
2.586000e-11,3.275688e-11,6.304764e-08,8.842966e-01,8.824208e-01
2.587000e-11,3.234768e-11,6.304759e-08,8.842966e-01,8.824208e-01
2.588000e-11,3.194616e-11,6.304755e-08,8.842967e-01,8.824208e-01
2.589000e-11,3.155236e-11,6.304750e-08,8.842967e-01,8.824208e-01
2.590000e-11,3.116637e-11,6.304746e-08,8.842967e-01,8.824208e-01
2.591000e-11,3.078818e-11,6.304741e-08,8.842967e-01,8.824208e-01
2.592000e-11,3.041787e-11,6.304737e-08,8.842967e-01,8.824208e-01
2.593000e-11,3.005544e-11,6.304732e-08,8.842967e-01,8.824209e-01
2.594000e-11,2.970087e-11,6.304728e-08,8.842967e-01,8.824209e-01
2.595000e-11,2.935428e-11,6.304723e-08,8.842967e-01,8.824209e-01
2.596000e-11,2.901557e-11,6.304719e-08,8.842967e-01,8.824209e-01
2.597000e-11,2.868482e-11,6.304714e-08,8.842967e-01,8.824209e-01
2.598000e-11,2.836202e-11,6.304709e-08,8.842967e-01,8.824209e-01
2.599000e-11,2.804711e-11,6.304705e-08,8.842967e-01,8.824209e-01
2.600000e-11,2.774015e-11,6.304700e-08,8.842967e-01,8.824209e-01
2.601000e-11,2.744114e-11,6.304695e-08,8.842967e-01,8.824209e-01
2.602000e-11,2.714998e-11,6.304690e-08,8.842967e-01,8.824209e-01
2.603000e-11,2.686672e-11,6.304686e-08,8.842967e-01,8.824209e-01
2.604000e-11,2.659128e-11,6.304681e-08,8.842967e-01,8.824209e-01
2.605000e-11,2.632367e-11,6.304676e-08,8.842967e-01,8.824209e-01
2.606000e-11,2.606386e-11,6.304671e-08,8.842967e-01,8.824209e-01
2.607000e-11,2.581178e-11,6.304666e-08,8.842967e-01,8.824209e-01
2.608000e-11,2.556737e-11,6.304660e-08,8.842967e-01,8.824209e-01
2.609000e-11,2.533066e-11,6.304655e-08,8.842967e-01,8.824209e-01
2.610000e-11,2.510153e-11,6.304650e-08,8.842967e-01,8.824209e-01
2.611000e-11,2.487992e-11,6.304645e-08,8.842967e-01,8.824209e-01
2.612000e-11,2.466583e-11,6.304639e-08,8.842967e-01,8.824209e-01
2.613000e-11,2.445913e-11,6.304634e-08,8.842967e-01,8.824209e-01
2.614000e-11,2.425978e-11,6.304628e-08,8.842967e-01,8.824209e-01
2.615000e-11,2.406774e-11,6.304623e-08,8.842967e-01,8.824209e-01
2.616000e-11,2.388291e-11,6.304617e-08,8.842967e-01,8.824210e-01
2.617000e-11,2.370520e-11,6.304611e-08,8.842967e-01,8.824210e-01
2.618000e-11,2.353454e-11,6.304606e-08,8.842967e-01,8.824210e-01
2.619000e-11,2.337084e-11,6.304600e-08,8.842967e-01,8.824210e-01
2.620000e-11,2.321405e-11,6.304594e-08,8.842967e-01,8.824210e-01
2.621000e-11,2.306401e-11,6.304588e-08,8.842967e-01,8.824210e-01
2.622000e-11,2.292073e-11,6.304582e-08,8.842967e-01,8.824210e-01
2.623000e-11,2.278401e-11,6.304575e-08,8.842967e-01,8.824210e-01
2.624000e-11,2.265383e-11,6.304569e-08,8.842967e-01,8.824210e-01
2.625000e-11,2.253004e-11,6.304563e-08,8.842967e-01,8.824210e-01
2.626000e-11,2.241254e-11,6.304556e-08,8.842967e-01,8.824210e-01
2.627000e-11,2.230131e-11,6.304550e-08,8.842967e-01,8.824210e-01
2.628000e-11,2.219608e-11,6.304543e-08,8.842967e-01,8.824210e-01
2.629000e-11,2.209690e-11,6.304537e-08,8.842967e-01,8.824210e-01
2.630000e-11,2.200357e-11,6.304530e-08,8.842967e-01,8.824210e-01
2.631000e-11,2.191600e-11,6.304523e-08,8.842967e-01,8.824210e-01
2.632000e-11,2.183407e-11,6.304516e-08,8.842967e-01,8.824210e-01
2.633000e-11,2.175770e-11,6.304509e-08,8.842967e-01,8.824210e-01
2.634000e-11,2.168671e-11,6.304502e-08,8.842967e-01,8.824210e-01
2.635000e-11,2.162101e-11,6.304495e-08,8.842967e-01,8.824210e-01
2.636000e-11,2.156051e-11,6.304488e-08,8.842967e-01,8.824210e-01
2.637000e-11,2.150501e-11,6.304480e-08,8.842967e-01,8.824210e-01
2.638000e-11,2.145449e-11,6.304473e-08,8.842967e-01,8.824210e-01
2.639000e-11,2.140872e-11,6.304466e-08,8.842967e-01,8.824210e-01
2.640000e-11,2.136765e-11,6.304458e-08,8.842967e-01,8.824210e-01
2.641000e-11,2.133110e-11,6.304451e-08,8.842967e-01,8.824211e-01
2.642000e-11,2.129899e-11,6.304443e-08,8.842967e-01,8.824211e-01
2.643000e-11,2.127115e-11,6.304435e-08,8.842967e-01,8.824211e-01
2.644000e-11,2.124748e-11,6.304427e-08,8.842967e-01,8.824211e-01
2.645000e-11,2.122781e-11,6.304419e-08,8.842967e-01,8.824211e-01
2.646000e-11,2.121209e-11,6.304411e-08,8.842967e-01,8.824211e-01
2.647000e-11,2.120009e-11,6.304403e-08,8.842967e-01,8.824211e-01
2.648000e-11,2.119175e-11,6.304395e-08,8.842967e-01,8.824211e-01
2.649000e-11,2.118690e-11,6.304387e-08,8.842967e-01,8.824211e-01
2.650000e-11,2.118544e-11,6.304379e-08,8.842967e-01,8.824211e-01
2.651000e-11,2.118718e-11,6.304371e-08,8.842967e-01,8.824211e-01
2.652000e-11,2.119210e-11,6.304362e-08,8.842967e-01,8.824211e-01
2.653000e-11,2.119992e-11,6.304354e-08,8.842967e-01,8.824211e-01
2.654000e-11,2.121060e-11,6.304346e-08,8.842967e-01,8.824211e-01
2.655000e-11,2.122404e-11,6.304337e-08,8.842967e-01,8.824211e-01
2.656000e-11,2.124001e-11,6.304329e-08,8.842967e-01,8.824211e-01
2.657000e-11,2.125848e-11,6.304320e-08,8.842967e-01,8.824211e-01
2.658000e-11,2.127923e-11,6.304311e-08,8.842967e-01,8.824211e-01
2.659000e-11,2.130221e-11,6.304303e-08,8.842967e-01,8.824211e-01
2.660000e-11,2.132722e-11,6.304294e-08,8.842967e-01,8.824211e-01
2.661000e-11,2.135419e-11,6.304285e-08,8.842967e-01,8.824211e-01
2.662000e-11,2.138296e-11,6.304276e-08,8.842967e-01,8.824211e-01
2.663000e-11,2.141344e-11,6.304268e-08,8.842967e-01,8.824211e-01
2.664000e-11,2.144540e-11,6.304259e-08,8.842967e-01,8.824211e-01
2.665000e-11,2.147889e-11,6.304250e-08,8.842967e-01,8.824211e-01
2.666000e-11,2.151361e-11,6.304241e-08,8.842967e-01,8.824211e-01
2.667000e-11,2.154957e-11,6.304232e-08,8.842967e-01,8.824211e-01
2.668000e-11,2.158654e-11,6.304223e-08,8.842967e-01,8.824211e-01
2.669000e-11,2.162450e-11,6.304214e-08,8.842967e-01,8.824211e-01
2.670000e-11,2.166326e-11,6.304205e-08,8.842967e-01,8.824212e-01
2.671000e-11,2.170275e-11,6.304196e-08,8.842967e-01,8.824212e-01
2.672000e-11,2.174280e-11,6.304187e-08,8.842967e-01,8.824212e-01
2.673000e-11,2.178333e-11,6.304177e-08,8.842967e-01,8.824212e-01
2.674000e-11,2.182424e-11,6.304168e-08,8.842967e-01,8.824212e-01
2.675000e-11,2.186541e-11,6.304159e-08,8.842967e-01,8.824212e-01
2.676000e-11,2.190670e-11,6.304150e-08,8.842967e-01,8.824212e-01
2.677000e-11,2.194802e-11,6.304141e-08,8.842967e-01,8.824212e-01
2.678000e-11,2.198929e-11,6.304132e-08,8.842967e-01,8.824212e-01
2.679000e-11,2.203037e-11,6.304123e-08,8.842967e-01,8.824212e-01
2.680000e-11,2.207115e-11,6.304113e-08,8.842967e-01,8.824212e-01
2.681000e-11,2.211156e-11,6.304104e-08,8.842967e-01,8.824212e-01
2.682000e-11,2.215150e-11,6.304095e-08,8.842967e-01,8.824212e-01
2.683000e-11,2.219083e-11,6.304086e-08,8.842967e-01,8.824212e-01
2.684000e-11,2.222948e-11,6.304077e-08,8.842967e-01,8.824212e-01
2.685000e-11,2.226738e-11,6.304068e-08,8.842967e-01,8.824212e-01
2.686000e-11,2.230442e-11,6.304059e-08,8.842967e-01,8.824212e-01
2.687000e-11,2.234047e-11,6.304050e-08,8.842967e-01,8.824212e-01
2.688000e-11,2.237551e-11,6.304041e-08,8.842967e-01,8.824212e-01
2.689000e-11,2.240942e-11,6.304032e-08,8.842967e-01,8.824212e-01
2.690000e-11,2.244209e-11,6.304023e-08,8.842967e-01,8.824212e-01
2.691000e-11,2.247350e-11,6.304014e-08,8.842967e-01,8.824212e-01
2.692000e-11,2.250352e-11,6.304005e-08,8.842967e-01,8.824212e-01
2.693000e-11,2.253209e-11,6.303996e-08,8.842967e-01,8.824212e-01
2.694000e-11,2.255914e-11,6.303987e-08,8.842967e-01,8.824212e-01
2.695000e-11,2.258461e-11,6.303978e-08,8.842967e-01,8.824212e-01
2.696000e-11,2.260836e-11,6.303969e-08,8.842967e-01,8.824212e-01
2.697000e-11,2.263039e-11,6.303960e-08,8.842967e-01,8.824212e-01
2.698000e-11,2.265067e-11,6.303952e-08,8.842967e-01,8.824212e-01
2.699000e-11,2.266902e-11,6.303943e-08,8.842967e-01,8.824212e-01
2.700000e-11,2.268544e-11,6.303934e-08,8.842967e-01,8.824212e-01
2.701000e-11,2.269991e-11,6.303926e-08,8.842967e-01,8.824212e-01
2.702000e-11,2.271228e-11,6.303917e-08,8.842967e-01,8.824212e-01
2.703000e-11,2.272262e-11,6.303909e-08,8.842967e-01,8.824212e-01
2.704000e-11,2.273074e-11,6.303900e-08,8.842967e-01,8.824212e-01
2.705000e-11,2.273669e-11,6.303892e-08,8.842967e-01,8.824212e-01
2.706000e-11,2.274036e-11,6.303883e-08,8.842967e-01,8.824213e-01
2.707000e-11,2.274177e-11,6.303875e-08,8.842967e-01,8.824213e-01
2.708000e-11,2.274081e-11,6.303867e-08,8.842967e-01,8.824213e-01
2.709000e-11,2.273747e-11,6.303859e-08,8.842967e-01,8.824213e-01
2.710000e-11,2.273173e-11,6.303851e-08,8.842967e-01,8.824213e-01
2.711000e-11,2.272349e-11,6.303843e-08,8.842967e-01,8.824213e-01
2.712000e-11,2.271279e-11,6.303835e-08,8.842967e-01,8.824213e-01
2.713000e-11,2.269957e-11,6.303827e-08,8.842967e-01,8.824213e-01
2.714000e-11,2.268377e-11,6.303819e-08,8.842967e-01,8.824213e-01
2.715000e-11,2.266539e-11,6.303811e-08,8.842967e-01,8.824213e-01
2.716000e-11,2.264446e-11,6.303804e-08,8.842967e-01,8.824213e-01
2.717000e-11,2.262085e-11,6.303796e-08,8.842967e-01,8.824213e-01
2.718000e-11,2.259461e-11,6.303788e-08,8.842967e-01,8.824213e-01
2.719000e-11,2.256567e-11,6.303781e-08,8.842967e-01,8.824213e-01
2.720000e-11,2.253411e-11,6.303774e-08,8.842967e-01,8.824213e-01
2.721000e-11,2.249978e-11,6.303766e-08,8.842967e-01,8.824213e-01
2.722000e-11,2.246280e-11,6.303759e-08,8.842967e-01,8.824213e-01
2.723000e-11,2.242306e-11,6.303752e-08,8.842967e-01,8.824213e-01
2.724000e-11,2.238063e-11,6.303745e-08,8.842967e-01,8.824213e-01
2.725000e-11,2.233546e-11,6.303738e-08,8.842967e-01,8.824213e-01
2.726000e-11,2.228753e-11,6.303731e-08,8.842967e-01,8.824213e-01
2.727000e-11,2.223689e-11,6.303724e-08,8.842967e-01,8.824213e-01
2.728000e-11,2.218351e-11,6.303718e-08,8.842967e-01,8.824213e-01
2.729000e-11,2.212739e-11,6.303711e-08,8.842967e-01,8.824213e-01
2.730000e-11,2.206857e-11,6.303704e-08,8.842967e-01,8.824213e-01
2.731000e-11,2.200701e-11,6.303698e-08,8.842968e-01,8.824213e-01
2.732000e-11,2.194274e-11,6.303692e-08,8.842968e-01,8.824213e-01
2.733000e-11,2.187577e-11,6.303685e-08,8.842968e-01,8.824213e-01
2.734000e-11,2.180614e-11,6.303679e-08,8.842968e-01,8.824213e-01
2.735000e-11,2.173380e-11,6.303673e-08,8.842968e-01,8.824213e-01
2.736000e-11,2.165885e-11,6.303667e-08,8.842968e-01,8.824213e-01
2.737000e-11,2.158125e-11,6.303661e-08,8.842968e-01,8.824213e-01
2.738000e-11,2.150100e-11,6.303655e-08,8.842968e-01,8.824213e-01
2.739000e-11,2.141821e-11,6.303649e-08,8.842968e-01,8.824213e-01
2.740000e-11,2.133282e-11,6.303644e-08,8.842968e-01,8.824213e-01
2.741000e-11,2.124488e-11,6.303638e-08,8.842968e-01,8.824213e-01
2.742000e-11,2.115443e-11,6.303633e-08,8.842968e-01,8.824213e-01
2.743000e-11,2.106151e-11,6.303627e-08,8.842968e-01,8.824213e-01
2.744000e-11,2.096612e-11,6.303622e-08,8.842968e-01,8.824213e-01
2.745000e-11,2.086830e-11,6.303617e-08,8.842968e-01,8.824213e-01
2.746000e-11,2.076810e-11,6.303612e-08,8.842968e-01,8.824213e-01
2.747000e-11,2.066552e-11,6.303607e-08,8.842968e-01,8.824213e-01
2.748000e-11,2.056065e-11,6.303602e-08,8.842968e-01,8.824213e-01
2.749000e-11,2.045345e-11,6.303597e-08,8.842968e-01,8.824213e-01
2.750000e-11,2.034404e-11,6.303592e-08,8.842968e-01,8.824213e-01
2.751000e-11,2.023244e-11,6.303588e-08,8.842968e-01,8.824213e-01
2.752000e-11,2.011864e-11,6.303583e-08,8.842968e-01,8.824214e-01
2.753000e-11,2.000274e-11,6.303579e-08,8.842968e-01,8.824214e-01
2.754000e-11,1.988476e-11,6.303574e-08,8.842968e-01,8.824214e-01
2.755000e-11,1.976478e-11,6.303570e-08,8.842968e-01,8.824214e-01
2.756000e-11,1.964275e-11,6.303566e-08,8.842968e-01,8.824214e-01
2.757000e-11,1.951886e-11,6.303561e-08,8.842968e-01,8.824214e-01
2.758000e-11,1.939303e-11,6.303557e-08,8.842968e-01,8.824214e-01
2.759000e-11,1.926538e-11,6.303553e-08,8.842968e-01,8.824214e-01
2.760000e-11,1.913596e-11,6.303549e-08,8.842968e-01,8.824214e-01
2.761000e-11,1.900478e-11,6.303546e-08,8.842968e-01,8.824214e-01
2.762000e-11,1.887196e-11,6.303542e-08,8.842968e-01,8.824214e-01
2.763000e-11,1.873746e-11,6.303538e-08,8.842968e-01,8.824214e-01
2.764000e-11,1.860141e-11,6.303535e-08,8.842968e-01,8.824214e-01
2.765000e-11,1.846384e-11,6.303531e-08,8.842968e-01,8.824214e-01
2.766000e-11,1.832481e-11,6.303528e-08,8.842968e-01,8.824214e-01
2.767000e-11,1.818435e-11,6.303524e-08,8.842968e-01,8.824214e-01
2.768000e-11,1.804256e-11,6.303521e-08,8.842968e-01,8.824214e-01
2.769000e-11,1.789950e-11,6.303518e-08,8.842968e-01,8.824214e-01
2.770000e-11,1.775516e-11,6.303515e-08,8.842968e-01,8.824214e-01
2.771000e-11,1.760966e-11,6.303512e-08,8.842968e-01,8.824214e-01
2.772000e-11,1.746308e-11,6.303509e-08,8.842968e-01,8.824214e-01
2.773000e-11,1.731538e-11,6.303506e-08,8.842968e-01,8.824214e-01
2.774000e-11,1.716674e-11,6.303503e-08,8.842968e-01,8.824214e-01
2.775000e-11,1.701711e-11,6.303500e-08,8.842968e-01,8.824214e-01
2.776000e-11,1.686666e-11,6.303497e-08,8.842968e-01,8.824214e-01
2.777000e-11,1.671535e-11,6.303495e-08,8.842968e-01,8.824214e-01
2.778000e-11,1.656329e-11,6.303492e-08,8.842968e-01,8.824214e-01
2.779000e-11,1.641056e-11,6.303490e-08,8.842968e-01,8.824214e-01
2.780000e-11,1.625722e-11,6.303487e-08,8.842968e-01,8.824214e-01
2.781000e-11,1.610323e-11,6.303485e-08,8.842968e-01,8.824214e-01
2.782000e-11,1.594882e-11,6.303482e-08,8.842968e-01,8.824214e-01
2.783000e-11,1.579392e-11,6.303480e-08,8.842968e-01,8.824214e-01
2.784000e-11,1.563863e-11,6.303478e-08,8.842968e-01,8.824214e-01
2.785000e-11,1.548304e-11,6.303476e-08,8.842968e-01,8.824214e-01
2.786000e-11,1.532717e-11,6.303473e-08,8.842968e-01,8.824214e-01
2.787000e-11,1.517112e-11,6.303471e-08,8.842968e-01,8.824214e-01
2.788000e-11,1.501489e-11,6.303469e-08,8.842968e-01,8.824214e-01
2.789000e-11,1.485863e-11,6.303467e-08,8.842968e-01,8.824214e-01
2.790000e-11,1.470232e-11,6.303465e-08,8.842968e-01,8.824214e-01
2.791000e-11,1.454607e-11,6.303463e-08,8.842968e-01,8.824214e-01
2.792000e-11,1.438990e-11,6.303462e-08,8.842968e-01,8.824214e-01
2.793000e-11,1.423394e-11,6.303460e-08,8.842968e-01,8.824214e-01
2.794000e-11,1.407817e-11,6.303458e-08,8.842968e-01,8.824214e-01
2.795000e-11,1.392265e-11,6.303456e-08,8.842968e-01,8.824214e-01
2.796000e-11,1.376752e-11,6.303454e-08,8.842968e-01,8.824214e-01
2.797000e-11,1.361276e-11,6.303453e-08,8.842968e-01,8.824214e-01
2.798000e-11,1.345848e-11,6.303451e-08,8.842968e-01,8.824214e-01
2.799000e-11,1.330470e-11,6.303449e-08,8.842968e-01,8.824214e-01
2.800000e-11,1.315146e-11,6.303448e-08,8.842968e-01,8.824214e-01
2.801000e-11,1.299888e-11,6.303446e-08,8.842968e-01,8.824214e-01
2.802000e-11,1.284694e-11,6.303445e-08,8.842968e-01,8.824214e-01
2.803000e-11,1.269579e-11,6.303443e-08,8.842968e-01,8.824214e-01
2.804000e-11,1.254537e-11,6.303442e-08,8.842968e-01,8.824214e-01
2.805000e-11,1.239583e-11,6.303440e-08,8.842968e-01,8.824214e-01
2.806000e-11,1.224714e-11,6.303439e-08,8.842968e-01,8.824214e-01
2.807000e-11,1.209944e-11,6.303437e-08,8.842968e-01,8.824214e-01
2.808000e-11,1.195268e-11,6.303436e-08,8.842968e-01,8.824214e-01
2.809000e-11,1.180702e-11,6.303435e-08,8.842968e-01,8.824214e-01
2.810000e-11,1.166238e-11,6.303433e-08,8.842968e-01,8.824214e-01
2.811000e-11,1.151893e-11,6.303432e-08,8.842968e-01,8.824214e-01
2.812000e-11,1.137663e-11,6.303431e-08,8.842968e-01,8.824214e-01
2.813000e-11,1.123561e-11,6.303429e-08,8.842968e-01,8.824215e-01
2.814000e-11,1.109581e-11,6.303428e-08,8.842968e-01,8.824215e-01
2.815000e-11,1.095737e-11,6.303427e-08,8.842968e-01,8.824215e-01
2.816000e-11,1.082028e-11,6.303425e-08,8.842968e-01,8.824215e-01
2.817000e-11,1.068453e-11,6.303424e-08,8.842968e-01,8.824215e-01
2.818000e-11,1.055035e-11,6.303423e-08,8.842968e-01,8.824215e-01
2.819000e-11,1.041756e-11,6.303421e-08,8.842968e-01,8.824215e-01
2.820000e-11,1.028631e-11,6.303420e-08,8.842968e-01,8.824215e-01
2.821000e-11,1.015661e-11,6.303419e-08,8.842968e-01,8.824215e-01
2.822000e-11,1.002853e-11,6.303417e-08,8.842968e-01,8.824215e-01
2.823000e-11,9.902066e-12,6.303416e-08,8.842968e-01,8.824215e-01
2.824000e-11,9.777279e-12,6.303415e-08,8.842968e-01,8.824215e-01
2.825000e-11,9.654149e-12,6.303413e-08,8.842968e-01,8.824215e-01
2.826000e-11,9.532792e-12,6.303412e-08,8.842968e-01,8.824215e-01
2.827000e-11,9.413181e-12,6.303411e-08,8.842968e-01,8.824215e-01
2.828000e-11,9.295332e-12,6.303409e-08,8.842968e-01,8.824215e-01
2.829000e-11,9.179316e-12,6.303408e-08,8.842968e-01,8.824215e-01
2.830000e-11,9.065136e-12,6.303407e-08,8.842968e-01,8.824215e-01
2.831000e-11,8.952850e-12,6.303405e-08,8.842968e-01,8.824215e-01
2.832000e-11,8.842400e-12,6.303404e-08,8.842968e-01,8.824215e-01
2.833000e-11,8.733901e-12,6.303403e-08,8.842968e-01,8.824215e-01
2.834000e-11,8.627323e-12,6.303401e-08,8.842968e-01,8.824215e-01
2.835000e-11,8.522726e-12,6.303400e-08,8.842968e-01,8.824215e-01
2.836000e-11,8.420062e-12,6.303398e-08,8.842968e-01,8.824215e-01
2.837000e-11,8.319386e-12,6.303397e-08,8.842968e-01,8.824215e-01
2.838000e-11,8.220775e-12,6.303396e-08,8.842968e-01,8.824215e-01
2.839000e-11,8.124111e-12,6.303394e-08,8.842968e-01,8.824215e-01
2.840000e-11,8.029525e-12,6.303393e-08,8.842968e-01,8.824215e-01
2.841000e-11,7.936975e-12,6.303391e-08,8.842968e-01,8.824215e-01
2.842000e-11,7.846477e-12,6.303390e-08,8.842968e-01,8.824215e-01
2.843000e-11,7.758084e-12,6.303388e-08,8.842968e-01,8.824215e-01
2.844000e-11,7.671716e-12,6.303386e-08,8.842968e-01,8.824215e-01
2.845000e-11,7.587459e-12,6.303385e-08,8.842968e-01,8.824215e-01
2.846000e-11,7.505325e-12,6.303383e-08,8.842968e-01,8.824215e-01
2.847000e-11,7.425191e-12,6.303382e-08,8.842968e-01,8.824215e-01
2.848000e-11,7.347275e-12,6.303380e-08,8.842968e-01,8.824215e-01
2.849000e-11,7.271339e-12,6.303378e-08,8.842968e-01,8.824215e-01
2.850000e-11,7.197588e-12,6.303377e-08,8.842968e-01,8.824215e-01
2.851000e-11,7.125911e-12,6.303375e-08,8.842968e-01,8.824215e-01
2.852000e-11,7.056333e-12,6.303373e-08,8.842968e-01,8.824215e-01
2.853000e-11,6.988836e-12,6.303371e-08,8.842968e-01,8.824215e-01
2.854000e-11,6.923448e-12,6.303370e-08,8.842968e-01,8.824215e-01
2.855000e-11,6.860138e-12,6.303368e-08,8.842968e-01,8.824215e-01
2.856000e-11,6.798915e-12,6.303366e-08,8.842968e-01,8.824215e-01
2.857000e-11,6.739726e-12,6.303364e-08,8.842968e-01,8.824215e-01
2.858000e-11,6.682677e-12,6.303362e-08,8.842968e-01,8.824215e-01
2.859000e-11,6.627566e-12,6.303360e-08,8.842968e-01,8.824215e-01
2.860000e-11,6.574601e-12,6.303358e-08,8.842968e-01,8.824215e-01
2.861000e-11,6.523608e-12,6.303356e-08,8.842968e-01,8.824215e-01
2.862000e-11,6.474657e-12,6.303354e-08,8.842968e-01,8.824215e-01
2.863000e-11,6.427668e-12,6.303352e-08,8.842968e-01,8.824215e-01
2.864000e-11,6.382677e-12,6.303350e-08,8.842968e-01,8.824215e-01
2.865000e-11,6.339697e-12,6.303348e-08,8.842968e-01,8.824215e-01
2.866000e-11,6.298583e-12,6.303346e-08,8.842968e-01,8.824215e-01
2.867000e-11,6.259473e-12,6.303344e-08,8.842968e-01,8.824215e-01
2.868000e-11,6.222232e-12,6.303342e-08,8.842968e-01,8.824215e-01
2.869000e-11,6.186903e-12,6.303340e-08,8.842968e-01,8.824215e-01
2.870000e-11,6.153418e-12,6.303338e-08,8.842968e-01,8.824215e-01
2.871000e-11,6.121787e-12,6.303335e-08,8.842968e-01,8.824215e-01
2.872000e-11,6.091969e-12,6.303333e-08,8.842968e-01,8.824215e-01
2.873000e-11,6.063957e-12,6.303331e-08,8.842968e-01,8.824215e-01
2.874000e-11,6.037712e-12,6.303329e-08,8.842968e-01,8.824215e-01
2.875000e-11,6.013205e-12,6.303326e-08,8.842968e-01,8.824215e-01
2.876000e-11,5.990411e-12,6.303324e-08,8.842968e-01,8.824215e-01
2.877000e-11,5.969288e-12,6.303322e-08,8.842968e-01,8.824215e-01
2.878000e-11,5.949865e-12,6.303319e-08,8.842968e-01,8.824215e-01
2.879000e-11,5.932030e-12,6.303317e-08,8.842968e-01,8.824215e-01
2.880000e-11,5.915816e-12,6.303315e-08,8.842968e-01,8.824215e-01
2.881000e-11,5.901163e-12,6.303312e-08,8.842968e-01,8.824215e-01
2.882000e-11,5.888042e-12,6.303310e-08,8.842968e-01,8.824215e-01
2.883000e-11,5.876412e-12,6.303307e-08,8.842968e-01,8.824215e-01
2.884000e-11,5.866265e-12,6.303305e-08,8.842968e-01,8.824215e-01
2.885000e-11,5.857531e-12,6.303302e-08,8.842968e-01,8.824215e-01
2.886000e-11,5.850209e-12,6.303300e-08,8.842968e-01,8.824215e-01
2.887000e-11,5.844281e-12,6.303297e-08,8.842968e-01,8.824215e-01
2.888000e-11,5.839620e-12,6.303295e-08,8.842968e-01,8.824215e-01
2.889000e-11,5.836332e-12,6.303292e-08,8.842968e-01,8.824215e-01
2.890000e-11,5.834222e-12,6.303289e-08,8.842968e-01,8.824215e-01
2.891000e-11,5.833383e-12,6.303287e-08,8.842968e-01,8.824215e-01
2.892000e-11,5.833701e-12,6.303284e-08,8.842968e-01,8.824215e-01
2.893000e-11,5.835170e-12,6.303282e-08,8.842968e-01,8.824215e-01
2.894000e-11,5.837735e-12,6.303279e-08,8.842968e-01,8.824215e-01
2.895000e-11,5.841385e-12,6.303276e-08,8.842968e-01,8.824215e-01
2.896000e-11,5.846044e-12,6.303274e-08,8.842968e-01,8.824216e-01
2.897000e-11,5.851743e-12,6.303271e-08,8.842968e-01,8.824216e-01
2.898000e-11,5.858329e-12,6.303268e-08,8.842968e-01,8.824216e-01
2.899000e-11,5.865848e-12,6.303266e-08,8.842968e-01,8.824216e-01
2.900000e-11,5.874217e-12,6.303263e-08,8.842968e-01,8.824216e-01
2.901000e-11,5.883488e-12,6.303260e-08,8.842968e-01,8.824216e-01
2.902000e-11,5.893457e-12,6.303257e-08,8.842968e-01,8.824216e-01
2.903000e-11,5.904260e-12,6.303255e-08,8.842968e-01,8.824216e-01
