time,"V(A)","I(ROUT)","P(A)","P(OUT)"
2.318100e-10,-1.096143e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.318200e-10,-4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.318300e-10,-4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.318400e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.318500e-10,-1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.318600e-10,1.096143e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.318700e-10,-1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.318800e-10,-4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.318900e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.319000e-10,-1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.319100e-10,-1.096143e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.319200e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.319300e-10,-2.411515e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.319400e-10,5.870942e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.319500e-10,-1.968673e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.319600e-10,-2.944240e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.319700e-10,-1.959904e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.319800e-10,9.755674e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.319900e-10,5.859981e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.320000e-10,-1.959904e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.320100e-10,-2.933279e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.320200e-10,9.689905e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.320300e-10,-6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.320400e-10,-2.939856e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.320500e-10,6.850894e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.320600e-10,-1.966481e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.320700e-10,-2.935471e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.320800e-10,9.667982e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.320900e-10,-2.942048e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.321000e-10,3.906654e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.321100e-10,-3.906654e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.321200e-10,3.893500e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.321300e-10,-9.689905e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.321400e-10,-2.953009e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.321500e-10,9.843365e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.321600e-10,-1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.321700e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.321800e-10,-4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.321900e-10,5.879712e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.322000e-10,-1.948942e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.322100e-10,-2.937663e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.322200e-10,-4.895375e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.322300e-10,7.830846e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.322400e-10,9.865288e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.322500e-10,-6.857471e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.322600e-10,-9.843365e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.322700e-10,3.917615e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.322800e-10,1.957712e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.322900e-10,-6.859663e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.323000e-10,7.850577e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.323100e-10,-1.959904e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.323200e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.323300e-10,-5.877519e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.323400e-10,7.828654e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.323500e-10,-1.962096e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.323600e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.323700e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.323800e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.323900e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.324000e-10,-5.879712e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.324100e-10,7.841808e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.324200e-10,-1.957712e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.324300e-10,-2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.324400e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.324500e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.324600e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.324700e-10,-5.875327e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.324800e-10,7.844000e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.324900e-10,-1.951135e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.325000e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.325100e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.325200e-10,-6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.325300e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.325400e-10,-5.864366e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.325500e-10,7.839615e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.325600e-10,-1.946750e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.325700e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.325800e-10,2.192286e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.325900e-10,-6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.326000e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.326100e-10,-5.875327e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.326200e-10,7.848385e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.326300e-10,-1.957712e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.326400e-10,1.753829e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.326500e-10,1.753829e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.326600e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.326700e-10,1.096143e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.326800e-10,-4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.326900e-10,1.753829e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.327000e-10,8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.327100e-10,8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.327200e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.327300e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.327400e-10,1.753829e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.327500e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.327600e-10,8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.327700e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.327800e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.327900e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.328000e-10,1.096143e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.328100e-10,8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.328200e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.328300e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.328400e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.328500e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.328600e-10,1.753829e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.328700e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.328800e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.328900e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.329000e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.329100e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.329200e-10,1.973058e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.329300e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.329400e-10,1.973058e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.329500e-10,1.753829e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.329600e-10,1.096143e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.329700e-10,1.753829e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.329800e-10,-2.924510e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.329900e-10,3.935154e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.330000e-10,-9.711828e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.330100e-10,1.096143e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.330200e-10,2.953009e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.330300e-10,-9.580291e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.330400e-10,-2.928894e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.330500e-10,-1.933596e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.330600e-10,3.915423e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.330700e-10,-3.915423e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.330800e-10,9.952979e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.330900e-10,2.946433e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.331000e-10,-3.897885e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.331100e-10,3.932961e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.331200e-10,-9.733751e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.331300e-10,2.950817e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.331400e-10,-9.777596e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.331500e-10,-2.926702e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.331600e-10,-1.942366e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.331700e-10,3.930769e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.331800e-10,-3.913231e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.331900e-10,3.932961e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.332000e-10,-9.733751e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.332100e-10,2.411515e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.332200e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.332300e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.332400e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.332500e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.332600e-10,-2.924510e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.332700e-10,3.930769e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.332800e-10,-9.733751e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.332900e-10,1.534600e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.333000e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.333100e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.333200e-10,2.192286e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.333300e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.333400e-10,1.534600e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.333500e-10,8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.333600e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.333700e-10,8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.333800e-10,1.973058e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.333900e-10,-4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.334000e-10,1.534600e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.334100e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.334200e-10,1.973058e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.334300e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.334400e-10,1.096143e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.334500e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.334600e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.334700e-10,8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.334800e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.334900e-10,2.192286e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.335000e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.335100e-10,1.096143e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.335200e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.335300e-10,8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.335400e-10,1.096143e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.335500e-10,8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.335600e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.335700e-10,1.753829e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.335800e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.335900e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.336000e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.336100e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.336200e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.336300e-10,1.096143e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.336400e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.336500e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.336600e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.336700e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.336800e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.336900e-10,-2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.337000e-10,-2.937663e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.337100e-10,3.915423e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.337200e-10,-9.711828e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.337300e-10,-2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.337400e-10,-4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.337500e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.337600e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.337700e-10,-2.939856e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.337800e-10,3.915423e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.337900e-10,-9.755674e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.338000e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.338100e-10,-6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.338200e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.338300e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.338400e-10,-2.928894e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.338500e-10,3.911039e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.338600e-10,-9.865288e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.338700e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.338800e-10,-4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.338900e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.339000e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.339100e-10,-2.933279e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.339200e-10,3.906654e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.339300e-10,-9.777596e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.339400e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.339500e-10,-4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.339600e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.339700e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.339800e-10,-2.935471e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.339900e-10,3.913231e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.340000e-10,-9.821442e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.340100e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.340200e-10,-2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.340300e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.340400e-10,-2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.340500e-10,-2.957394e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.340600e-10,3.928577e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.340700e-10,-9.952979e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.340800e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.340900e-10,-8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.341000e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.341100e-10,-6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.341200e-10,-2.933279e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.341300e-10,3.906654e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.341400e-10,-9.887211e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.341500e-10,-4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.341600e-10,-4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.341700e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.341800e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.341900e-10,-2.961779e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.342000e-10,3.926385e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.342100e-10,-9.777596e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.342200e-10,-1.753829e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.342300e-10,8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.342400e-10,-1.096143e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.342500e-10,-6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.342600e-10,-2.939856e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.342700e-10,3.913231e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.342800e-10,-9.799519e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.342900e-10,-4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.343000e-10,-1.096143e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.343100e-10,-1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.343200e-10,1.315372e-16,6.302860e-08,7.167482e+00,8.824217e-01
2.343300e-10,-2.961779e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.343400e-10,3.919808e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.343500e-10,-9.952979e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.343600e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.343700e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.343800e-10,-8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.343900e-10,-8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.344000e-10,-2.937663e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.344100e-10,3.906654e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.344200e-10,-9.777596e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.344300e-10,-8.769145e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.344400e-10,-2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.344500e-10,-6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.344600e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.344700e-10,-2.933279e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.344800e-10,9.711828e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.344900e-10,5.879712e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.345000e-10,-4.893183e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.345100e-10,3.922000e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.345200e-10,-6.866240e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.345300e-10,1.966481e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.345400e-10,2.942048e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.345500e-10,-3.915423e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.345600e-10,3.913231e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.345700e-10,-9.821442e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.345800e-10,0.000000e+00,6.302860e-08,7.167482e+00,8.824217e-01
2.345900e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.346000e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.346100e-10,-5.875327e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.346200e-10,1.076851e-13,6.302860e-08,7.167482e+00,8.824217e-01
2.346300e-10,-5.875327e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.346400e-10,-1.966481e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.346500e-10,9.821442e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.346600e-10,2.928894e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.346700e-10,-9.777596e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.346800e-10,-2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.346900e-10,-2.933279e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.347000e-10,9.843365e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.347100e-10,2.942048e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.347200e-10,-9.777596e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.347300e-10,-2.935471e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.347400e-10,3.922000e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.347500e-10,-9.777596e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.347600e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.347700e-10,2.939856e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.347800e-10,-9.799519e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.347900e-10,-5.875327e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.348000e-10,7.830846e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.348100e-10,-7.835231e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.348200e-10,1.951135e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.348300e-10,4.384572e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.348400e-10,2.933279e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.348500e-10,-6.857471e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.348600e-10,7.835231e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.348700e-10,-1.955519e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.348800e-10,-2.939856e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.348900e-10,9.799519e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.349000e-10,5.884096e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.349100e-10,-1.077289e-13,6.302860e-08,7.167482e+00,8.824217e-01
2.349200e-10,2.933279e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.349300e-10,5.866558e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.349400e-10,9.887211e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.349500e-10,-3.924192e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.349600e-10,9.843365e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.349700e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.349800e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.349900e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.350000e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.350100e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.350200e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.350300e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.350400e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.350500e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.350600e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.350700e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.350800e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.350900e-10,2.192286e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.351000e-10,6.576859e-17,6.302860e-08,7.167482e+00,8.824217e-01
2.351100e-10,2.939856e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.351200e-10,-6.857471e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.351300e-10,7.841808e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.351400e-10,9.799519e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.351500e-10,-3.917615e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.351600e-10,-4.893183e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.351700e-10,4.895375e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.351800e-10,-6.839933e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.351900e-10,7.826462e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.352000e-10,-7.826462e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.352100e-10,4.901952e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.352200e-10,4.895375e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.352300e-10,-4.893183e-14,6.302860e-08,7.167482e+00,8.824217e-01
2.352400e-10,9.887211e-15,6.302860e-08,7.167482e+00,8.824217e-01
2.352500e-10,-8.812990e-14,6.302860e-08,7.167482e+00,8.824217e-01
