time,"I(LD)","I(RD)","I(BS)","I(RS)","P(VLEAK)","P(OUT)","V(OUT)","I(RCON)"
3.402000e-11,5.858780e-08,-1.288658e-08,7.243427e-08,-5.979573e-10,8.830981e-01,8.823737e-01,6.083610e-10,5.858780e-08
3.403000e-11,5.858950e-08,-1.287825e-08,7.242701e-08,-5.975699e-10,8.830981e-01,8.823737e-01,6.079580e-10,5.858950e-08
3.404000e-11,5.859119e-08,-1.286992e-08,7.241975e-08,-5.971828e-10,8.830980e-01,8.823738e-01,6.075554e-10,5.859119e-08
3.405000e-11,5.859288e-08,-1.286160e-08,7.241250e-08,-5.967959e-10,8.830980e-01,8.823738e-01,6.071530e-10,5.859288e-08
3.406000e-11,5.859457e-08,-1.285328e-08,7.240525e-08,-5.964092e-10,8.830979e-01,8.823738e-01,6.067509e-10,5.859457e-08
3.407000e-11,5.859626e-08,-1.284497e-08,7.239801e-08,-5.960228e-10,8.830978e-01,8.823738e-01,6.063491e-10,5.859626e-08
3.408000e-11,5.859795e-08,-1.283666e-08,7.239077e-08,-5.956366e-10,8.830978e-01,8.823738e-01,6.059477e-10,5.859795e-08
3.409000e-11,5.859964e-08,-1.282836e-08,7.238353e-08,-5.952507e-10,8.830977e-01,8.823739e-01,6.055465e-10,5.859964e-08
3.410000e-11,5.860132e-08,-1.282006e-08,7.237630e-08,-5.948651e-10,8.830977e-01,8.823739e-01,6.051456e-10,5.860132e-08
3.411000e-11,5.860301e-08,-1.281177e-08,7.236908e-08,-5.944797e-10,8.830976e-01,8.823739e-01,6.047451e-10,5.860301e-08
3.412000e-11,5.860469e-08,-1.280348e-08,7.236186e-08,-5.940945e-10,8.830976e-01,8.823739e-01,6.043448e-10,5.860469e-08
3.413000e-11,5.860637e-08,-1.279520e-08,7.235464e-08,-5.937097e-10,8.830975e-01,8.823739e-01,6.039449e-10,5.860637e-08
3.414000e-11,5.860805e-08,-1.278693e-08,7.234743e-08,-5.933250e-10,8.830975e-01,8.823740e-01,6.035452e-10,5.860805e-08
3.415000e-11,5.860974e-08,-1.277866e-08,7.234022e-08,-5.929406e-10,8.830974e-01,8.823740e-01,6.031458e-10,5.860974e-08
3.416000e-11,5.861141e-08,-1.277039e-08,7.233302e-08,-5.925565e-10,8.830974e-01,8.823740e-01,6.027468e-10,5.861142e-08
3.417000e-11,5.861309e-08,-1.276213e-08,7.232582e-08,-5.921726e-10,8.830973e-01,8.823740e-01,6.023480e-10,5.861309e-08
3.418000e-11,5.861477e-08,-1.275388e-08,7.231863e-08,-5.917890e-10,8.830973e-01,8.823740e-01,6.019496e-10,5.861477e-08
3.419000e-11,5.861645e-08,-1.274563e-08,7.231144e-08,-5.914056e-10,8.830972e-01,8.823740e-01,6.015515e-10,5.861645e-08
3.420000e-11,5.861812e-08,-1.273739e-08,7.230426e-08,-5.910224e-10,8.830971e-01,8.823741e-01,6.011535e-10,5.861812e-08
3.421000e-11,5.861980e-08,-1.272915e-08,7.229708e-08,-5.906395e-10,8.830971e-01,8.823741e-01,6.007560e-10,5.861980e-08
3.422000e-11,5.862147e-08,-1.272092e-08,7.228991e-08,-5.902569e-10,8.830970e-01,8.823741e-01,6.003587e-10,5.862147e-08
3.423000e-11,5.862314e-08,-1.271269e-08,7.228274e-08,-5.898745e-10,8.830970e-01,8.823741e-01,5.999618e-10,5.862314e-08
3.424000e-11,5.862481e-08,-1.270447e-08,7.227558e-08,-5.894924e-10,8.830969e-01,8.823741e-01,5.995651e-10,5.862481e-08
3.425000e-11,5.862648e-08,-1.269625e-08,7.226842e-08,-5.891105e-10,8.830969e-01,8.823742e-01,5.991687e-10,5.862648e-08
3.426000e-11,5.862815e-08,-1.268804e-08,7.226126e-08,-5.887289e-10,8.830968e-01,8.823742e-01,5.987726e-10,5.862815e-08
3.427000e-11,5.862982e-08,-1.267983e-08,7.225411e-08,-5.883475e-10,8.830968e-01,8.823742e-01,5.983768e-10,5.862982e-08
3.428000e-11,5.863149e-08,-1.267163e-08,7.224696e-08,-5.879663e-10,8.830967e-01,8.823742e-01,5.979813e-10,5.863149e-08
3.429000e-11,5.863315e-08,-1.266344e-08,7.223982e-08,-5.875855e-10,8.830967e-01,8.823742e-01,5.975862e-10,5.863315e-08
3.430000e-11,5.863482e-08,-1.265525e-08,7.223269e-08,-5.872048e-10,8.830966e-01,8.823742e-01,5.971912e-10,5.863482e-08
3.431000e-11,5.863648e-08,-1.264706e-08,7.222555e-08,-5.868244e-10,8.830966e-01,8.823743e-01,5.967966e-10,5.863648e-08
3.432000e-11,5.863814e-08,-1.263888e-08,7.221843e-08,-5.864443e-10,8.830965e-01,8.823743e-01,5.964023e-10,5.863814e-08
3.433000e-11,5.863980e-08,-1.263071e-08,7.221130e-08,-5.860644e-10,8.830965e-01,8.823743e-01,5.960083e-10,5.863980e-08
3.434000e-11,5.864146e-08,-1.262254e-08,7.220418e-08,-5.856847e-10,8.830964e-01,8.823743e-01,5.956145e-10,5.864146e-08
3.435000e-11,5.864312e-08,-1.261438e-08,7.219707e-08,-5.853053e-10,8.830963e-01,8.823743e-01,5.952211e-10,5.864312e-08
3.436000e-11,5.864478e-08,-1.260622e-08,7.218996e-08,-5.849262e-10,8.830963e-01,8.823744e-01,5.948279e-10,5.864478e-08
3.437000e-11,5.864644e-08,-1.259807e-08,7.218286e-08,-5.845473e-10,8.830962e-01,8.823744e-01,5.944351e-10,5.864644e-08
3.438000e-11,5.864809e-08,-1.258992e-08,7.217576e-08,-5.841686e-10,8.830962e-01,8.823744e-01,5.940425e-10,5.864809e-08
3.439000e-11,5.864975e-08,-1.258178e-08,7.216866e-08,-5.837902e-10,8.830961e-01,8.823744e-01,5.936502e-10,5.864975e-08
3.440000e-11,5.865140e-08,-1.257364e-08,7.216157e-08,-5.834121e-10,8.830961e-01,8.823744e-01,5.932583e-10,5.865140e-08
3.441000e-11,5.865305e-08,-1.256551e-08,7.215449e-08,-5.830342e-10,8.830960e-01,8.823744e-01,5.928666e-10,5.865305e-08
3.442000e-11,5.865471e-08,-1.255738e-08,7.214740e-08,-5.826565e-10,8.830960e-01,8.823745e-01,5.924752e-10,5.865471e-08
3.443000e-11,5.865636e-08,-1.254926e-08,7.214033e-08,-5.822791e-10,8.830959e-01,8.823745e-01,5.920841e-10,5.865636e-08
3.444000e-11,5.865801e-08,-1.254114e-08,7.213326e-08,-5.819019e-10,8.830959e-01,8.823745e-01,5.916933e-10,5.865801e-08
3.445000e-11,5.865965e-08,-1.253303e-08,7.212619e-08,-5.815250e-10,8.830958e-01,8.823745e-01,5.913027e-10,5.865965e-08
3.446000e-11,5.866130e-08,-1.252493e-08,7.211912e-08,-5.811483e-10,8.830958e-01,8.823745e-01,5.909125e-10,5.866130e-08
3.447000e-11,5.866295e-08,-1.251682e-08,7.211207e-08,-5.807719e-10,8.830957e-01,8.823746e-01,5.905225e-10,5.866295e-08
3.448000e-11,5.866459e-08,-1.250873e-08,7.210501e-08,-5.803957e-10,8.830957e-01,8.823746e-01,5.901329e-10,5.866459e-08
3.449000e-11,5.866624e-08,-1.250064e-08,7.209796e-08,-5.800198e-10,8.830956e-01,8.823746e-01,5.897435e-10,5.866624e-08
3.450000e-11,5.866788e-08,-1.249255e-08,7.209092e-08,-5.796441e-10,8.830956e-01,8.823746e-01,5.893544e-10,5.866788e-08
3.451000e-11,5.866952e-08,-1.248447e-08,7.208388e-08,-5.792686e-10,8.830955e-01,8.823746e-01,5.889656e-10,5.866952e-08
3.452000e-11,5.867116e-08,-1.247640e-08,7.207684e-08,-5.788934e-10,8.830954e-01,8.823746e-01,5.885771e-10,5.867116e-08
3.453000e-11,5.867280e-08,-1.246833e-08,7.206981e-08,-5.785185e-10,8.830954e-01,8.823747e-01,5.881889e-10,5.867280e-08
3.454000e-11,5.867444e-08,-1.246027e-08,7.206278e-08,-5.781437e-10,8.830953e-01,8.823747e-01,5.878009e-10,5.867444e-08
3.455000e-11,5.867608e-08,-1.245221e-08,7.205576e-08,-5.777693e-10,8.830953e-01,8.823747e-01,5.874133e-10,5.867608e-08
3.456000e-11,5.867772e-08,-1.244416e-08,7.204874e-08,-5.773951e-10,8.830952e-01,8.823747e-01,5.870259e-10,5.867772e-08
3.457000e-11,5.867935e-08,-1.243611e-08,7.204173e-08,-5.770211e-10,8.830952e-01,8.823747e-01,5.866388e-10,5.867935e-08
3.458000e-11,5.868099e-08,-1.242806e-08,7.203472e-08,-5.766474e-10,8.830951e-01,8.823747e-01,5.862520e-10,5.868099e-08
3.459000e-11,5.868262e-08,-1.242003e-08,7.202772e-08,-5.762739e-10,8.830951e-01,8.823748e-01,5.858655e-10,5.868262e-08
3.460000e-11,5.868425e-08,-1.241199e-08,7.202072e-08,-5.759006e-10,8.830950e-01,8.823748e-01,5.854794e-10,5.868425e-08
3.461000e-11,5.868589e-08,-1.240397e-08,7.201372e-08,-5.755276e-10,8.830950e-01,8.823748e-01,5.850933e-10,5.868589e-08
3.462000e-11,5.868752e-08,-1.239594e-08,7.200673e-08,-5.751549e-10,8.830949e-01,8.823748e-01,5.847077e-10,5.868752e-08
3.463000e-11,5.868915e-08,-1.238793e-08,7.199975e-08,-5.747824e-10,8.830949e-01,8.823748e-01,5.843224e-10,5.868915e-08
3.464000e-11,5.869077e-08,-1.237991e-08,7.199277e-08,-5.744101e-10,8.830948e-01,8.823749e-01,5.839373e-10,5.869077e-08
3.465000e-11,5.869240e-08,-1.237191e-08,7.198579e-08,-5.740381e-10,8.830948e-01,8.823749e-01,5.835525e-10,5.869240e-08
3.466000e-11,5.869403e-08,-1.236391e-08,7.197882e-08,-5.736663e-10,8.830947e-01,8.823749e-01,5.831680e-10,5.869403e-08
3.467000e-11,5.869565e-08,-1.235591e-08,7.197185e-08,-5.732948e-10,8.830947e-01,8.823749e-01,5.827837e-10,5.869565e-08
3.468000e-11,5.869728e-08,-1.234792e-08,7.196489e-08,-5.729235e-10,8.830946e-01,8.823749e-01,5.823998e-10,5.869728e-08
3.469000e-11,5.869890e-08,-1.233993e-08,7.195793e-08,-5.725524e-10,8.830946e-01,8.823749e-01,5.820161e-10,5.869890e-08
3.470000e-11,5.870052e-08,-1.233195e-08,7.195098e-08,-5.721816e-10,8.830945e-01,8.823750e-01,5.816328e-10,5.870052e-08
3.471000e-11,5.870214e-08,-1.232398e-08,7.194403e-08,-5.718111e-10,8.830945e-01,8.823750e-01,5.812497e-10,5.870214e-08
3.472000e-11,5.870376e-08,-1.231600e-08,7.193708e-08,-5.714407e-10,8.830944e-01,8.823750e-01,5.808669e-10,5.870376e-08
3.473000e-11,5.870538e-08,-1.230804e-08,7.193014e-08,-5.710707e-10,8.830944e-01,8.823750e-01,5.804843e-10,5.870538e-08
3.474000e-11,5.870700e-08,-1.230008e-08,7.192320e-08,-5.707008e-10,8.830943e-01,8.823750e-01,5.801021e-10,5.870700e-08
3.475000e-11,5.870862e-08,-1.229212e-08,7.191627e-08,-5.703312e-10,8.830943e-01,8.823750e-01,5.797202e-10,5.870862e-08
3.476000e-11,5.871023e-08,-1.228417e-08,7.190934e-08,-5.699619e-10,8.830942e-01,8.823751e-01,5.793384e-10,5.871023e-08
3.477000e-11,5.871185e-08,-1.227623e-08,7.190242e-08,-5.695928e-10,8.830941e-01,8.823751e-01,5.789571e-10,5.871185e-08
3.478000e-11,5.871346e-08,-1.226829e-08,7.189550e-08,-5.692239e-10,8.830941e-01,8.823751e-01,5.785759e-10,5.871346e-08
3.479000e-11,5.871507e-08,-1.226035e-08,7.188859e-08,-5.688553e-10,8.830940e-01,8.823751e-01,5.781951e-10,5.871507e-08
3.480000e-11,5.871669e-08,-1.225243e-08,7.188168e-08,-5.684869e-10,8.830940e-01,8.823751e-01,5.778145e-10,5.871669e-08
3.481000e-11,5.871830e-08,-1.224450e-08,7.187478e-08,-5.681187e-10,8.830939e-01,8.823752e-01,5.774343e-10,5.871830e-08
3.482000e-11,5.871991e-08,-1.223658e-08,7.186788e-08,-5.677508e-10,8.830939e-01,8.823752e-01,5.770543e-10,5.871991e-08
3.483000e-11,5.872151e-08,-1.222867e-08,7.186098e-08,-5.673832e-10,8.830938e-01,8.823752e-01,5.766746e-10,5.872151e-08
3.484000e-11,5.872312e-08,-1.222076e-08,7.185409e-08,-5.670157e-10,8.830938e-01,8.823752e-01,5.762952e-10,5.872312e-08
3.485000e-11,5.872473e-08,-1.221285e-08,7.184720e-08,-5.666485e-10,8.830937e-01,8.823752e-01,5.759160e-10,5.872473e-08
3.486000e-11,5.872633e-08,-1.220496e-08,7.184032e-08,-5.662816e-10,8.830937e-01,8.823752e-01,5.755371e-10,5.872633e-08
3.487000e-11,5.872794e-08,-1.219706e-08,7.183344e-08,-5.659149e-10,8.830936e-01,8.823753e-01,5.751585e-10,5.872794e-08
3.488000e-11,5.872954e-08,-1.218917e-08,7.182657e-08,-5.655484e-10,8.830936e-01,8.823753e-01,5.747802e-10,5.872954e-08
3.489000e-11,5.873114e-08,-1.218129e-08,7.181970e-08,-5.651822e-10,8.830935e-01,8.823753e-01,5.744021e-10,5.873114e-08
3.490000e-11,5.873275e-08,-1.217341e-08,7.181283e-08,-5.648162e-10,8.830935e-01,8.823753e-01,5.740244e-10,5.873275e-08
3.491000e-11,5.873435e-08,-1.216554e-08,7.180597e-08,-5.644505e-10,8.830934e-01,8.823753e-01,5.736469e-10,5.873435e-08
3.492000e-11,5.873595e-08,-1.215767e-08,7.179912e-08,-5.640850e-10,8.830934e-01,8.823753e-01,5.732697e-10,5.873595e-08
3.493000e-11,5.873754e-08,-1.214981e-08,7.179227e-08,-5.637197e-10,8.830933e-01,8.823754e-01,5.728928e-10,5.873754e-08
3.494000e-11,5.873914e-08,-1.214195e-08,7.178542e-08,-5.633547e-10,8.830933e-01,8.823754e-01,5.725161e-10,5.873914e-08
3.495000e-11,5.874074e-08,-1.213410e-08,7.177858e-08,-5.629899e-10,8.830932e-01,8.823754e-01,5.721397e-10,5.874074e-08
3.496000e-11,5.874233e-08,-1.212625e-08,7.177174e-08,-5.626254e-10,8.830932e-01,8.823754e-01,5.717637e-10,5.874233e-08
3.497000e-11,5.874393e-08,-1.211841e-08,7.176491e-08,-5.622610e-10,8.830931e-01,8.823754e-01,5.713879e-10,5.874393e-08
3.498000e-11,5.874552e-08,-1.211057e-08,7.175808e-08,-5.618970e-10,8.830931e-01,8.823755e-01,5.710123e-10,5.874552e-08
3.499000e-11,5.874711e-08,-1.210273e-08,7.175125e-08,-5.615331e-10,8.830930e-01,8.823755e-01,5.706371e-10,5.874711e-08
3.500000e-11,5.874870e-08,-1.209491e-08,7.174443e-08,-5.611695e-10,8.830930e-01,8.823755e-01,5.702620e-10,5.874870e-08
3.501000e-11,5.875029e-08,-1.208708e-08,7.173762e-08,-5.608062e-10,8.830929e-01,8.823755e-01,5.698874e-10,5.875029e-08
3.502000e-11,5.875188e-08,-1.207927e-08,7.173080e-08,-5.604431e-10,8.830929e-01,8.823755e-01,5.695129e-10,5.875188e-08
3.503000e-11,5.875347e-08,-1.207145e-08,7.172400e-08,-5.600802e-10,8.830928e-01,8.823755e-01,5.691387e-10,5.875347e-08
3.504000e-11,5.875506e-08,-1.206365e-08,7.171719e-08,-5.597175e-10,8.830928e-01,8.823756e-01,5.687649e-10,5.875506e-08
3.505000e-11,5.875664e-08,-1.205585e-08,7.171040e-08,-5.593551e-10,8.830927e-01,8.823756e-01,5.683912e-10,5.875664e-08
3.506000e-11,5.875823e-08,-1.204805e-08,7.170360e-08,-5.589929e-10,8.830927e-01,8.823756e-01,5.680179e-10,5.875823e-08
3.507000e-11,5.875981e-08,-1.204026e-08,7.169681e-08,-5.586310e-10,8.830926e-01,8.823756e-01,5.676447e-10,5.875981e-08
3.508000e-11,5.876139e-08,-1.203247e-08,7.169003e-08,-5.582693e-10,8.830926e-01,8.823756e-01,5.672721e-10,5.876139e-08
3.509000e-11,5.876298e-08,-1.202469e-08,7.168325e-08,-5.579079e-10,8.830925e-01,8.823756e-01,5.668995e-10,5.876298e-08
3.510000e-11,5.876456e-08,-1.201691e-08,7.167647e-08,-5.575466e-10,8.830925e-01,8.823757e-01,5.665272e-10,5.876456e-08
3.511000e-11,5.876614e-08,-1.200914e-08,7.166970e-08,-5.571856e-10,8.830924e-01,8.823757e-01,5.661553e-10,5.876614e-08
3.512000e-11,5.876772e-08,-1.200137e-08,7.166293e-08,-5.568249e-10,8.830924e-01,8.823757e-01,5.657835e-10,5.876772e-08
3.513000e-11,5.876929e-08,-1.199361e-08,7.165617e-08,-5.564644e-10,8.830923e-01,8.823757e-01,5.654122e-10,5.876929e-08
3.514000e-11,5.877087e-08,-1.198585e-08,7.164941e-08,-5.561041e-10,8.830923e-01,8.823757e-01,5.650409e-10,5.877087e-08
3.515000e-11,5.877245e-08,-1.197810e-08,7.164266e-08,-5.557440e-10,8.830922e-01,8.823757e-01,5.646701e-10,5.877245e-08
3.516000e-11,5.877402e-08,-1.197035e-08,7.163591e-08,-5.553842e-10,8.830922e-01,8.823758e-01,5.642994e-10,5.877402e-08
3.517000e-11,5.877559e-08,-1.196261e-08,7.162916e-08,-5.550246e-10,8.830921e-01,8.823758e-01,5.639291e-10,5.877559e-08
3.518000e-11,5.877717e-08,-1.195487e-08,7.162242e-08,-5.546653e-10,8.830921e-01,8.823758e-01,5.635590e-10,5.877717e-08
3.519000e-11,5.877874e-08,-1.194714e-08,7.161568e-08,-5.543062e-10,8.830920e-01,8.823758e-01,5.631892e-10,5.877874e-08
3.520000e-11,5.878031e-08,-1.193941e-08,7.160895e-08,-5.539473e-10,8.830920e-01,8.823758e-01,5.628197e-10,5.878031e-08
3.521000e-11,5.878188e-08,-1.193169e-08,7.160222e-08,-5.535887e-10,8.830919e-01,8.823758e-01,5.624503e-10,5.878188e-08
3.522000e-11,5.878345e-08,-1.192397e-08,7.159550e-08,-5.532303e-10,8.830919e-01,8.823759e-01,5.620814e-10,5.878345e-08
3.523000e-11,5.878501e-08,-1.191626e-08,7.158878e-08,-5.528721e-10,8.830918e-01,8.823759e-01,5.617126e-10,5.878501e-08
3.524000e-11,5.878658e-08,-1.190856e-08,7.158206e-08,-5.525142e-10,8.830918e-01,8.823759e-01,5.613442e-10,5.878658e-08
3.525000e-11,5.878815e-08,-1.190085e-08,7.157535e-08,-5.521565e-10,8.830917e-01,8.823759e-01,5.609759e-10,5.878815e-08
3.526000e-11,5.878971e-08,-1.189316e-08,7.156865e-08,-5.517990e-10,8.830917e-01,8.823759e-01,5.606080e-10,5.878971e-08
3.527000e-11,5.879128e-08,-1.188546e-08,7.156194e-08,-5.514418e-10,8.830916e-01,8.823759e-01,5.602404e-10,5.879128e-08
3.528000e-11,5.879284e-08,-1.187778e-08,7.155525e-08,-5.510848e-10,8.830916e-01,8.823760e-01,5.598730e-10,5.879284e-08
3.529000e-11,5.879440e-08,-1.187009e-08,7.154855e-08,-5.507280e-10,8.830915e-01,8.823760e-01,5.595058e-10,5.879440e-08
3.530000e-11,5.879596e-08,-1.186242e-08,7.154186e-08,-5.503714e-10,8.830915e-01,8.823760e-01,5.591390e-10,5.879596e-08
3.531000e-11,5.879752e-08,-1.185475e-08,7.153518e-08,-5.500151e-10,8.830914e-01,8.823760e-01,5.587723e-10,5.879752e-08
3.532000e-11,5.879908e-08,-1.184708e-08,7.152850e-08,-5.496591e-10,8.830914e-01,8.823760e-01,5.584060e-10,5.879908e-08
3.533000e-11,5.880064e-08,-1.183942e-08,7.152182e-08,-5.493032e-10,8.830913e-01,8.823761e-01,5.580400e-10,5.880064e-08
3.534000e-11,5.880219e-08,-1.183176e-08,7.151515e-08,-5.489476e-10,8.830913e-01,8.823761e-01,5.576741e-10,5.880219e-08
3.535000e-11,5.880375e-08,-1.182411e-08,7.150848e-08,-5.485922e-10,8.830912e-01,8.823761e-01,5.573086e-10,5.880375e-08
3.536000e-11,5.880530e-08,-1.181646e-08,7.150182e-08,-5.482371e-10,8.830912e-01,8.823761e-01,5.569433e-10,5.880530e-08
3.537000e-11,5.880686e-08,-1.180882e-08,7.149516e-08,-5.478822e-10,8.830911e-01,8.823761e-01,5.565783e-10,5.880686e-08
3.538000e-11,5.880841e-08,-1.180118e-08,7.148851e-08,-5.475275e-10,8.830911e-01,8.823761e-01,5.562135e-10,5.880841e-08
3.539000e-11,5.880996e-08,-1.179355e-08,7.148186e-08,-5.471730e-10,8.830910e-01,8.823762e-01,5.558491e-10,5.880996e-08
3.540000e-11,5.881151e-08,-1.178592e-08,7.147521e-08,-5.468188e-10,8.830910e-01,8.823762e-01,5.554849e-10,5.881151e-08
3.541000e-11,5.881306e-08,-1.177830e-08,7.146857e-08,-5.464648e-10,8.830909e-01,8.823762e-01,5.551208e-10,5.881306e-08
3.542000e-11,5.881461e-08,-1.177068e-08,7.146193e-08,-5.461111e-10,8.830909e-01,8.823762e-01,5.547572e-10,5.881461e-08
3.543000e-11,5.881616e-08,-1.176306e-08,7.145530e-08,-5.457576e-10,8.830908e-01,8.823762e-01,5.543937e-10,5.881616e-08
3.544000e-11,5.881770e-08,-1.175546e-08,7.144867e-08,-5.454043e-10,8.830908e-01,8.823762e-01,5.540306e-10,5.881770e-08
3.545000e-11,5.881925e-08,-1.174785e-08,7.144205e-08,-5.450512e-10,8.830907e-01,8.823763e-01,5.536676e-10,5.881925e-08
3.546000e-11,5.882079e-08,-1.174026e-08,7.143543e-08,-5.446984e-10,8.830907e-01,8.823763e-01,5.533050e-10,5.882079e-08
3.547000e-11,5.882234e-08,-1.173266e-08,7.142881e-08,-5.443458e-10,8.830906e-01,8.823763e-01,5.529426e-10,5.882234e-08
3.548000e-11,5.882388e-08,-1.172507e-08,7.142220e-08,-5.439934e-10,8.830906e-01,8.823763e-01,5.525804e-10,5.882388e-08
3.549000e-11,5.882542e-08,-1.171749e-08,7.141559e-08,-5.436412e-10,8.830905e-01,8.823763e-01,5.522186e-10,5.882542e-08
3.550000e-11,5.882696e-08,-1.170991e-08,7.140899e-08,-5.432893e-10,8.830905e-01,8.823763e-01,5.518569e-10,5.882696e-08
3.551000e-11,5.882850e-08,-1.170234e-08,7.140239e-08,-5.429376e-10,8.830904e-01,8.823764e-01,5.514956e-10,5.882850e-08
3.552000e-11,5.883004e-08,-1.169477e-08,7.139579e-08,-5.425862e-10,8.830904e-01,8.823764e-01,5.511345e-10,5.883004e-08
3.553000e-11,5.883158e-08,-1.168721e-08,7.138920e-08,-5.422349e-10,8.830903e-01,8.823764e-01,5.507736e-10,5.883158e-08
3.554000e-11,5.883311e-08,-1.167965e-08,7.138262e-08,-5.418839e-10,8.830903e-01,8.823764e-01,5.504130e-10,5.883311e-08
3.555000e-11,5.883465e-08,-1.167209e-08,7.137604e-08,-5.415332e-10,8.830902e-01,8.823764e-01,5.500527e-10,5.883465e-08
3.556000e-11,5.883618e-08,-1.166454e-08,7.136946e-08,-5.411826e-10,8.830902e-01,8.823764e-01,5.496926e-10,5.883618e-08
3.557000e-11,5.883772e-08,-1.165700e-08,7.136289e-08,-5.408323e-10,8.830901e-01,8.823765e-01,5.493328e-10,5.883772e-08
3.558000e-11,5.883925e-08,-1.164946e-08,7.135632e-08,-5.404822e-10,8.830901e-01,8.823765e-01,5.489732e-10,5.883925e-08
3.559000e-11,5.884078e-08,-1.164192e-08,7.134975e-08,-5.401323e-10,8.830900e-01,8.823765e-01,5.486139e-10,5.884078e-08
3.560000e-11,5.884231e-08,-1.163440e-08,7.134319e-08,-5.397827e-10,8.830900e-01,8.823765e-01,5.482549e-10,5.884231e-08
3.561000e-11,5.884384e-08,-1.162687e-08,7.133664e-08,-5.394333e-10,8.830899e-01,8.823765e-01,5.478961e-10,5.884384e-08
3.562000e-11,5.884537e-08,-1.161935e-08,7.133008e-08,-5.390841e-10,8.830899e-01,8.823765e-01,5.475375e-10,5.884537e-08
3.563000e-11,5.884690e-08,-1.161184e-08,7.132354e-08,-5.387352e-10,8.830898e-01,8.823766e-01,5.471793e-10,5.884690e-08
3.564000e-11,5.884842e-08,-1.160432e-08,7.131699e-08,-5.383864e-10,8.830898e-01,8.823766e-01,5.468212e-10,5.884842e-08
3.565000e-11,5.884995e-08,-1.159682e-08,7.131045e-08,-5.380379e-10,8.830897e-01,8.823766e-01,5.464635e-10,5.884995e-08
3.566000e-11,5.885148e-08,-1.158932e-08,7.130392e-08,-5.376897e-10,8.830897e-01,8.823766e-01,5.461059e-10,5.885148e-08
3.567000e-11,5.885300e-08,-1.158182e-08,7.129739e-08,-5.373416e-10,8.830896e-01,8.823766e-01,5.457487e-10,5.885300e-08
3.568000e-11,5.885452e-08,-1.157433e-08,7.129086e-08,-5.369938e-10,8.830896e-01,8.823766e-01,5.453916e-10,5.885452e-08
3.569000e-11,5.885604e-08,-1.156685e-08,7.128434e-08,-5.366462e-10,8.830895e-01,8.823767e-01,5.450348e-10,5.885604e-08
3.570000e-11,5.885756e-08,-1.155937e-08,7.127782e-08,-5.362989e-10,8.830895e-01,8.823767e-01,5.446784e-10,5.885756e-08
3.571000e-11,5.885908e-08,-1.155189e-08,7.127131e-08,-5.359517e-10,8.830894e-01,8.823767e-01,5.443221e-10,5.885908e-08
3.572000e-11,5.886060e-08,-1.154442e-08,7.126480e-08,-5.356048e-10,8.830894e-01,8.823767e-01,5.439661e-10,5.886060e-08
3.573000e-11,5.886212e-08,-1.153695e-08,7.125829e-08,-5.352581e-10,8.830893e-01,8.823767e-01,5.436103e-10,5.886212e-08
3.574000e-11,5.886364e-08,-1.152949e-08,7.125179e-08,-5.349116e-10,8.830893e-01,8.823767e-01,5.432549e-10,5.886364e-08
3.575000e-11,5.886515e-08,-1.152203e-08,7.124530e-08,-5.345654e-10,8.830892e-01,8.823768e-01,5.428996e-10,5.886515e-08
3.576000e-11,5.886667e-08,-1.151458e-08,7.123880e-08,-5.342194e-10,8.830892e-01,8.823768e-01,5.425445e-10,5.886667e-08
3.577000e-11,5.886818e-08,-1.150713e-08,7.123231e-08,-5.338736e-10,8.830891e-01,8.823768e-01,5.421898e-10,5.886818e-08
3.578000e-11,5.886970e-08,-1.149969e-08,7.122583e-08,-5.335280e-10,8.830891e-01,8.823768e-01,5.418353e-10,5.886970e-08
3.579000e-11,5.887121e-08,-1.149225e-08,7.121935e-08,-5.331827e-10,8.830890e-01,8.823768e-01,5.414810e-10,5.887121e-08
3.580000e-11,5.887272e-08,-1.148482e-08,7.121287e-08,-5.328376e-10,8.830890e-01,8.823768e-01,5.411270e-10,5.887272e-08
3.581000e-11,5.887423e-08,-1.147739e-08,7.120640e-08,-5.324927e-10,8.830890e-01,8.823769e-01,5.407733e-10,5.887423e-08
3.582000e-11,5.887574e-08,-1.146997e-08,7.119993e-08,-5.321480e-10,8.830889e-01,8.823769e-01,5.404197e-10,5.887574e-08
3.583000e-11,5.887725e-08,-1.146255e-08,7.119347e-08,-5.318036e-10,8.830889e-01,8.823769e-01,5.400664e-10,5.887725e-08
3.584000e-11,5.887875e-08,-1.145514e-08,7.118701e-08,-5.314594e-10,8.830888e-01,8.823769e-01,5.397135e-10,5.887875e-08
3.585000e-11,5.888026e-08,-1.144773e-08,7.118056e-08,-5.311154e-10,8.830888e-01,8.823769e-01,5.393606e-10,5.888026e-08
3.586000e-11,5.888176e-08,-1.144032e-08,7.117411e-08,-5.307716e-10,8.830887e-01,8.823769e-01,5.390082e-10,5.888176e-08
3.587000e-11,5.888327e-08,-1.143292e-08,7.116766e-08,-5.304280e-10,8.830887e-01,8.823770e-01,5.386558e-10,5.888327e-08
3.588000e-11,5.888477e-08,-1.142553e-08,7.116122e-08,-5.300847e-10,8.830886e-01,8.823770e-01,5.383039e-10,5.888477e-08
3.589000e-11,5.888627e-08,-1.141814e-08,7.115478e-08,-5.297416e-10,8.830886e-01,8.823770e-01,5.379520e-10,5.888627e-08
