time,"I(LD)","I(RD)","I(BS)","I(RS)","P(VLEAK)","P(OUT)","V(OUT)","I(RCON)"
0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00
1.000000e-14,2.556881e-11,3.260690e-12,2.178619e-11,5.184102e-13,2.122572e-04,2.122572e-04,1.047827e-05,2.556881e-11
2.000000e-14,5.117105e-11,9.415506e-12,4.009521e-11,1.644499e-12,4.252325e-04,4.252324e-04,7.020956e-06,5.117105e-11
3.000000e-14,7.696897e-11,1.741197e-11,5.616063e-11,3.353863e-12,6.394595e-04,6.394589e-04,7.070917e-06,7.696897e-11
4.000000e-14,1.031489e-10,2.640304e-11,7.104752e-11,5.609418e-12,8.555090e-04,8.555079e-04,7.140288e-06,1.031489e-10
5.000000e-14,1.299059e-10,3.588488e-11,8.547400e-11,8.386805e-12,1.073966e-03,1.073964e-03,7.229146e-06,1.299059e-10
6.000000e-14,1.574379e-10,4.561819e-11,9.988214e-11,1.167629e-11,1.295420e-03,1.295417e-03,7.337444e-06,1.574379e-10
7.000000e-14,1.859437e-10,5.552535e-11,1.145423e-10,1.547930e-11,1.520459e-03,1.520454e-03,7.465079e-06,1.859437e-10
8.000000e-14,2.156225e-10,6.561480e-11,1.296313e-10,1.980502e-11,1.749667e-03,1.749660e-03,7.611921e-06,2.156225e-10
9.000000e-14,2.466742e-10,7.593595e-11,1.452799e-10,2.466821e-11,1.983626e-03,1.983617e-03,7.777816e-06,2.466742e-10
1.000000e-13,2.792986e-10,8.655539e-11,1.615979e-10,3.008788e-11,2.222913e-03,2.222900e-03,7.962593e-06,2.792986e-10
1.100000e-13,3.136970e-10,9.754568e-11,1.786860e-10,3.608673e-11,2.468097e-03,2.468080e-03,8.166067e-06,3.136970e-10
1.200000e-13,3.500713e-10,1.089805e-10,1.966413e-10,4.269077e-11,2.719744e-03,2.719722e-03,8.388033e-06,3.500713e-10
1.300000e-13,3.886249e-10,1.209332e-10,2.155596e-10,4.992923e-11,2.978412e-03,2.978385e-03,8.628275e-06,3.886249e-10
1.400000e-13,4.295629e-10,1.334758e-10,2.355358e-10,5.783445e-11,3.244654e-03,3.244620e-03,8.886560e-06,4.295629e-10
1.500000e-13,4.730922e-10,1.466797e-10,2.566645e-10,6.644182e-11,3.519013e-03,3.518972e-03,9.162642e-06,4.730922e-10
1.600000e-13,5.194222e-10,1.606153e-10,2.790398e-10,7.578981e-11,3.802027e-03,3.801977e-03,9.456261e-06,5.194222e-10
1.700000e-13,5.687643e-10,1.753526e-10,3.027557e-10,8.591985e-11,4.094224e-03,4.094164e-03,9.767144e-06,5.687643e-10
1.800000e-13,6.213330e-10,1.909610e-10,3.279058e-10,9.687636e-11,4.396124e-03,4.396053e-03,1.009501e-05,6.213330e-10
1.900000e-13,6.773456e-10,2.075099e-10,3.545841e-10,1.087067e-10,4.708240e-03,4.708156e-03,1.043955e-05,6.773456e-10
2.000000e-13,7.370228e-10,2.250683e-10,3.828840e-10,1.214612e-10,5.031072e-03,5.030974e-03,1.080046e-05,7.370228e-10
2.100000e-13,8.005886e-10,2.437054e-10,4.128997e-10,1.351930e-10,5.365113e-03,5.365000e-03,1.117743e-05,8.005886e-10
2.200000e-13,8.682707e-10,2.634903e-10,4.447253e-10,1.499583e-10,5.710847e-03,5.710717e-03,1.157011e-05,8.682707e-10
2.300000e-13,9.403009e-10,2.844925e-10,4.784555e-10,1.658159e-10,6.068746e-03,6.068596e-03,1.197818e-05,9.403009e-10
2.400000e-13,1.016915e-09,3.067818e-10,5.141853e-10,1.828277e-10,6.439272e-03,6.439101e-03,1.240127e-05,1.016915e-09
2.500000e-13,1.098353e-09,3.304283e-10,5.520105e-10,2.010583e-10,6.822876e-03,6.822681e-03,1.283904e-05,1.098353e-09
2.600000e-13,1.184860e-09,3.555026e-10,5.920275e-10,2.205753e-10,7.219999e-03,7.219778e-03,1.329110e-05,1.184860e-09
2.700000e-13,1.276685e-09,3.820761e-10,6.343336e-10,2.414490e-10,7.631068e-03,7.630820e-03,1.375709e-05,1.276685e-09
2.800000e-13,1.374083e-09,4.102207e-10,6.790267e-10,2.637526e-10,8.056502e-03,8.056223e-03,1.423661e-05,1.374083e-09
2.900000e-13,1.477313e-09,4.400089e-10,7.262060e-10,2.875621e-10,8.496707e-03,8.496394e-03,1.472929e-05,1.477313e-09
3.000000e-13,1.586640e-09,4.715144e-10,7.759714e-10,3.129564e-10,8.952075e-03,8.951726e-03,1.523471e-05,1.586640e-09
3.100000e-13,1.702334e-09,5.048115e-10,8.284241e-10,3.400171e-10,9.422988e-03,9.422599e-03,1.575247e-05,1.702334e-09
3.200000e-13,1.824671e-09,5.399754e-10,8.836663e-10,3.688287e-10,9.909815e-03,9.909383e-03,1.628216e-05,1.824671e-09
3.300000e-13,1.953931e-09,5.770827e-10,9.418013e-10,3.994786e-10,1.041291e-02,1.041243e-02,1.682337e-05,1.953931e-09
3.400000e-13,2.090403e-09,6.162105e-10,1.002934e-09,4.320570e-10,1.093262e-02,1.093209e-02,1.737566e-05,2.090403e-09
3.500000e-13,2.234379e-09,6.574376e-10,1.067170e-09,4.666568e-10,1.146928e-02,1.146870e-02,1.793863e-05,2.234379e-09
3.600000e-13,2.386158e-09,7.008435e-10,1.134617e-09,5.033740e-10,1.202320e-02,1.202255e-02,1.851183e-05,2.386158e-09
3.700000e-13,2.546046e-09,7.465092e-10,1.205383e-09,5.423073e-10,1.259468e-02,1.259398e-02,1.909483e-05,2.546046e-09
3.800000e-13,2.714353e-09,7.945167e-10,1.279578e-09,5.835582e-10,1.318403e-02,1.318325e-02,1.968719e-05,2.714353e-09
3.900000e-13,2.891398e-09,8.449494e-10,1.357314e-09,6.272312e-10,1.379151e-02,1.379066e-02,2.028847e-05,2.891398e-09
4.000000e-13,3.077503e-09,8.978919e-10,1.438703e-09,6.734334e-10,1.441739e-02,1.441646e-02,2.089824e-05,3.077503e-09
4.100000e-13,3.272999e-09,9.534303e-10,1.523858e-09,7.222751e-10,1.506192e-02,1.506091e-02,2.151603e-05,3.272999e-09
4.200000e-13,3.478222e-09,1.011652e-09,1.612897e-09,7.738692e-10,1.572535e-02,1.572424e-02,2.214141e-05,3.478222e-09
4.300000e-13,3.693515e-09,1.072645e-09,1.705934e-09,8.283315e-10,1.640788e-02,1.640668e-02,2.277392e-05,3.693515e-09
4.400000e-13,3.919228e-09,1.136500e-09,1.803088e-09,8.857806e-10,1.710974e-02,1.710844e-02,2.341313e-05,3.919228e-09
4.500000e-13,4.155715e-09,1.203309e-09,1.904479e-09,9.463381e-10,1.783113e-02,1.782971e-02,2.405857e-05,4.155715e-09
4.600000e-13,4.403339e-09,1.273163e-09,2.010228e-09,1.010128e-09,1.857221e-02,1.857068e-02,2.470979e-05,4.403339e-09
4.700000e-13,4.662468e-09,1.346157e-09,2.120456e-09,1.077278e-09,1.933317e-02,1.933151e-02,2.536636e-05,4.662468e-09
4.800000e-13,4.933476e-09,1.422387e-09,2.235286e-09,1.147918e-09,2.011416e-02,2.011236e-02,2.602781e-05,4.933476e-09
4.900000e-13,5.216743e-09,1.501949e-09,2.354844e-09,1.222180e-09,2.091532e-02,2.091338e-02,2.669369e-05,5.216743e-09
5.000000e-13,5.512658e-09,1.584941e-09,2.479254e-09,1.300200e-09,2.173678e-02,2.173469e-02,2.736357e-05,5.512658e-09
5.100000e-13,5.821612e-09,1.671464e-09,2.608644e-09,1.382117e-09,2.257866e-02,2.257640e-02,2.803699e-05,5.821612e-09
5.200000e-13,6.144004e-09,1.761616e-09,2.743141e-09,1.468070e-09,2.344105e-02,2.343862e-02,2.871351e-05,6.144004e-09
5.300000e-13,6.480240e-09,1.855501e-09,2.882874e-09,1.558205e-09,2.432404e-02,2.432143e-02,2.939269e-05,6.480240e-09
5.400000e-13,6.830730e-09,1.953222e-09,3.027973e-09,1.652666e-09,2.522771e-02,2.522490e-02,3.007409e-05,6.830730e-09
5.500000e-13,7.195891e-09,2.054882e-09,3.178568e-09,1.751604e-09,2.615213e-02,2.614911e-02,3.075726e-05,7.195891e-09
5.600000e-13,7.576143e-09,2.160588e-09,3.334790e-09,1.855170e-09,2.709733e-02,2.709409e-02,3.144179e-05,7.576143e-09
5.700000e-13,7.971915e-09,2.270447e-09,3.496773e-09,1.963518e-09,2.806335e-02,2.805988e-02,3.212724e-05,7.971915e-09
5.800000e-13,8.383638e-09,2.384565e-09,3.664647e-09,2.076804e-09,2.905022e-02,2.904651e-02,3.281318e-05,8.383638e-09
5.900000e-13,8.811750e-09,2.503052e-09,3.838548e-09,2.195189e-09,3.005795e-02,3.005397e-02,3.349919e-05,8.811750e-09
6.000000e-13,9.256694e-09,2.626018e-09,4.018608e-09,2.318832e-09,3.108652e-02,3.108227e-02,3.418485e-05,9.256694e-09
6.100000e-13,9.718916e-09,2.753573e-09,4.204962e-09,2.447899e-09,3.213593e-02,3.213139e-02,3.486975e-05,9.718916e-09
6.200000e-13,1.019887e-08,2.885829e-09,4.397744e-09,2.582555e-09,3.320615e-02,3.320130e-02,3.555348e-05,1.019887e-08
6.300000e-13,1.069701e-08,3.022898e-09,4.597089e-09,2.722969e-09,3.429713e-02,3.429196e-02,3.623564e-05,1.069701e-08
6.400000e-13,1.121379e-08,3.164894e-09,4.803132e-09,2.869311e-09,3.540882e-02,3.540331e-02,3.691583e-05,1.121379e-08
6.500000e-13,1.174968e-08,3.311930e-09,5.016007e-09,3.021754e-09,3.654116e-02,3.653530e-02,3.759366e-05,1.174968e-08
6.600000e-13,1.230515e-08,3.464121e-09,5.235849e-09,3.180473e-09,3.769407e-02,3.768783e-02,3.826874e-05,1.230515e-08
6.700000e-13,1.288067e-08,3.621583e-09,5.462792e-09,3.345645e-09,3.886746e-02,3.886082e-02,3.894068e-05,1.288067e-08
6.800000e-13,1.347671e-08,3.784429e-09,5.696970e-09,3.517446e-09,4.006124e-02,4.005418e-02,3.960912e-05,1.347671e-08
6.900000e-13,1.409374e-08,3.952778e-09,5.938518e-09,3.696059e-09,4.127528e-02,4.126779e-02,4.027369e-05,1.409374e-08
7.000000e-13,1.473225e-08,4.126744e-09,6.187567e-09,3.881665e-09,4.250948e-02,4.250152e-02,4.093403e-05,1.473225e-08
7.100000e-13,1.539271e-08,4.306444e-09,6.444251e-09,4.074446e-09,4.376368e-02,4.375524e-02,4.158977e-05,1.539271e-08
7.200000e-13,1.607562e-08,4.491996e-09,6.708701e-09,4.274588e-09,4.503776e-02,4.502881e-02,4.224058e-05,1.607562e-08
7.300000e-13,1.678144e-08,4.683517e-09,6.981047e-09,4.482277e-09,4.633156e-02,4.632208e-02,4.288611e-05,1.678144e-08
7.400000e-13,1.751068e-08,4.881122e-09,7.261420e-09,4.697700e-09,4.764491e-02,4.763487e-02,4.352604e-05,1.751068e-08
7.500000e-13,1.826381e-08,5.084929e-09,7.549948e-09,4.921045e-09,4.897763e-02,4.896701e-02,4.416002e-05,1.826381e-08
7.600000e-13,1.904132e-08,5.295055e-09,7.846757e-09,5.152503e-09,5.032955e-02,5.031832e-02,4.478776e-05,1.904132e-08
7.700000e-13,1.984370e-08,5.511617e-09,8.151974e-09,5.392262e-09,5.170047e-02,5.168860e-02,4.540893e-05,1.984370e-08
7.800000e-13,2.067144e-08,5.734730e-09,8.465724e-09,5.640514e-09,5.309019e-02,5.307765e-02,4.602323e-05,2.067144e-08
7.900000e-13,2.152502e-08,5.964510e-09,8.788127e-09,5.897451e-09,5.449850e-02,5.448525e-02,4.663037e-05,2.152502e-08
8.000000e-13,2.240493e-08,6.201072e-09,9.119306e-09,6.163263e-09,5.592517e-02,5.591118e-02,4.723007e-05,2.240493e-08
8.100000e-13,2.331165e-08,6.444531e-09,9.459380e-09,6.438143e-09,5.736997e-02,5.735522e-02,4.782205e-05,2.331165e-08
8.200000e-13,2.424566e-08,6.695001e-09,9.808464e-09,6.722284e-09,5.883267e-02,5.881712e-02,4.840603e-05,2.424566e-08
8.300000e-13,2.520745e-08,6.952596e-09,1.016667e-08,7.015877e-09,6.031303e-02,6.029664e-02,4.898176e-05,2.520745e-08
8.400000e-13,2.619750e-08,7.217426e-09,1.053412e-08,7.319115e-09,6.181078e-02,6.179353e-02,4.954898e-05,2.619750e-08
8.500000e-13,2.721626e-08,7.489604e-09,1.091092e-08,7.632187e-09,6.332567e-02,6.330751e-02,5.010745e-05,2.721626e-08
8.600000e-13,2.826423e-08,7.769240e-09,1.129717e-08,7.955287e-09,6.485743e-02,6.483832e-02,5.065693e-05,2.826423e-08
8.700000e-13,2.934186e-08,8.056443e-09,1.169298e-08,8.288603e-09,6.640579e-02,6.638569e-02,5.119721e-05,2.934186e-08
8.800000e-13,3.044963e-08,8.351320e-09,1.209845e-08,8.632326e-09,6.797046e-02,6.794933e-02,5.172806e-05,3.044963e-08
8.900000e-13,3.158798e-08,8.653977e-09,1.251369e-08,8.986643e-09,6.955115e-02,6.952895e-02,5.224927e-05,3.158798e-08
9.000000e-13,3.275738e-08,8.964520e-09,1.293878e-08,9.351740e-09,7.114757e-02,7.112426e-02,5.276064e-05,3.275738e-08
9.100000e-13,3.395826e-08,9.283052e-09,1.337382e-08,9.727805e-09,7.275942e-02,7.273495e-02,5.326199e-05,3.395826e-08
9.200000e-13,3.519108e-08,9.609673e-09,1.381889e-08,1.011502e-08,7.438640e-02,7.436072e-02,5.375313e-05,3.519108e-08
9.300000e-13,3.645627e-08,9.944485e-09,1.427410e-08,1.051357e-08,7.602818e-02,7.600125e-02,5.423389e-05,3.645627e-08
9.400000e-13,3.775426e-08,1.028758e-08,1.473951e-08,1.092362e-08,7.768447e-02,7.765623e-02,5.470411e-05,3.775426e-08
9.500000e-13,3.908546e-08,1.063907e-08,1.521520e-08,1.134537e-08,7.935492e-02,7.932533e-02,5.516362e-05,3.908546e-08
9.600000e-13,4.045030e-08,1.099903e-08,1.570126e-08,1.177898e-08,8.103923e-02,8.100824e-02,5.561230e-05,4.045030e-08
9.700000e-13,4.184918e-08,1.136756e-08,1.619775e-08,1.222463e-08,8.273706e-02,8.270460e-02,5.605000e-05,4.184918e-08
9.800000e-13,4.328250e-08,1.174474e-08,1.670473e-08,1.268249e-08,8.444807e-02,8.441410e-02,5.647659e-05,4.328250e-08
9.900000e-13,4.475064e-08,1.213067e-08,1.722228e-08,1.315272e-08,8.617192e-02,8.613638e-02,5.689195e-05,4.475064e-08
1.000000e-12,4.625399e-08,1.252543e-08,1.775045e-08,1.363548e-08,8.790829e-02,8.787112e-02,5.729599e-05,4.625399e-08
1.010000e-12,4.779290e-08,1.292910e-08,1.828929e-08,1.413094e-08,8.965681e-02,8.961796e-02,5.768859e-05,4.779290e-08
1.020000e-12,4.936775e-08,1.334177e-08,1.883886e-08,1.463924e-08,9.141715e-02,9.137655e-02,5.806966e-05,4.936775e-08
1.030000e-12,5.097887e-08,1.376349e-08,1.939920e-08,1.516055e-08,9.318895e-02,9.314654e-02,5.843913e-05,5.097887e-08
1.040000e-12,5.262660e-08,1.419436e-08,1.997036e-08,1.569501e-08,9.497187e-02,9.492758e-02,5.879692e-05,5.262660e-08
1.050000e-12,5.431126e-08,1.463443e-08,2.055236e-08,1.624276e-08,9.676554e-02,9.671931e-02,5.914297e-05,5.431126e-08
1.060000e-12,5.603317e-08,1.508379e-08,2.114523e-08,1.680394e-08,9.856962e-02,9.852138e-02,5.947721e-05,5.603317e-08
1.070000e-12,5.779261e-08,1.554248e-08,2.174902e-08,1.737869e-08,1.003837e-01,1.003334e-01,5.979961e-05,5.779261e-08
1.080000e-12,5.958989e-08,1.601058e-08,2.236373e-08,1.796712e-08,1.022076e-01,1.021551e-01,6.011012e-05,5.958989e-08
1.090000e-12,6.142526e-08,1.648813e-08,2.298939e-08,1.856937e-08,1.040407e-01,1.039860e-01,6.040872e-05,6.142526e-08
1.100000e-12,6.329899e-08,1.697520e-08,2.362600e-08,1.918556e-08,1.058828e-01,1.058258e-01,6.069539e-05,6.329899e-08
1.110000e-12,6.521132e-08,1.747184e-08,2.427358e-08,1.981578e-08,1.077335e-01,1.076741e-01,6.097010e-05,6.521132e-08
1.120000e-12,6.716246e-08,1.797808e-08,2.493212e-08,2.046015e-08,1.095924e-01,1.095306e-01,6.123286e-05,6.716246e-08
1.130000e-12,6.915265e-08,1.849398e-08,2.560161e-08,2.111878e-08,1.114593e-01,1.113949e-01,6.148367e-05,6.915265e-08
1.140000e-12,7.118206e-08,1.901958e-08,2.628206e-08,2.179174e-08,1.133336e-01,1.132667e-01,6.172253e-05,7.118206e-08
1.150000e-12,7.325088e-08,1.955490e-08,2.697344e-08,2.247912e-08,1.152151e-01,1.151455e-01,6.194948e-05,7.325088e-08
1.160000e-12,7.535928e-08,2.009999e-08,2.767574e-08,2.318101e-08,1.171034e-01,1.170310e-01,6.216454e-05,7.535928e-08
1.170000e-12,7.750739e-08,2.065486e-08,2.838893e-08,2.389748e-08,1.189982e-01,1.189229e-01,6.236774e-05,7.750739e-08
1.180000e-12,7.969535e-08,2.121955e-08,2.911298e-08,2.462859e-08,1.208990e-01,1.208208e-01,6.255913e-05,7.969535e-08
1.190000e-12,8.192327e-08,2.179408e-08,2.984785e-08,2.537439e-08,1.228056e-01,1.227243e-01,6.273875e-05,8.192327e-08
1.200000e-12,8.419124e-08,2.237845e-08,3.059349e-08,2.613494e-08,1.247175e-01,1.246331e-01,6.290667e-05,8.419124e-08
1.210000e-12,8.649932e-08,2.297268e-08,3.134987e-08,2.691028e-08,1.266345e-01,1.265468e-01,6.306295e-05,8.649932e-08
1.220000e-12,8.884759e-08,2.357677e-08,3.211693e-08,2.770043e-08,1.285561e-01,1.284651e-01,6.320766e-05,8.884759e-08
1.230000e-12,9.123606e-08,2.419074e-08,3.289461e-08,2.850543e-08,1.304820e-01,1.303877e-01,6.334088e-05,9.123606e-08
1.240000e-12,9.366476e-08,2.481457e-08,3.368284e-08,2.932529e-08,1.324119e-01,1.323141e-01,6.346270e-05,9.366476e-08
1.250000e-12,9.613368e-08,2.544827e-08,3.448155e-08,3.016001e-08,1.343455e-01,1.342440e-01,6.357320e-05,9.613368e-08
1.260000e-12,9.864279e-08,2.609181e-08,3.529068e-08,3.100959e-08,1.362823e-01,1.361771e-01,6.367250e-05,9.864279e-08
1.270000e-12,1.011921e-07,2.674519e-08,3.611013e-08,3.187403e-08,1.382221e-01,1.381131e-01,6.376069e-05,1.011921e-07
1.280000e-12,1.037814e-07,2.740839e-08,3.693982e-08,3.275329e-08,1.401645e-01,1.400516e-01,6.383789e-05,1.037814e-07
1.290000e-12,1.064107e-07,2.808137e-08,3.777966e-08,3.364735e-08,1.421092e-01,1.419922e-01,6.390421e-05,1.064107e-07
1.300000e-12,1.090800e-07,2.876412e-08,3.862954e-08,3.455617e-08,1.440559e-01,1.439347e-01,6.395978e-05,1.090800e-07
1.310000e-12,1.117890e-07,2.945660e-08,3.948938e-08,3.547970e-08,1.460042e-01,1.458788e-01,6.400474e-05,1.117890e-07
1.320000e-12,1.145376e-07,3.015876e-08,4.035905e-08,3.641787e-08,1.479538e-01,1.478240e-01,6.403921e-05,1.145376e-07
1.330000e-12,1.173256e-07,3.087057e-08,4.123844e-08,3.737062e-08,1.499044e-01,1.497702e-01,6.406333e-05,1.173256e-07
1.340000e-12,1.201528e-07,3.159197e-08,4.212744e-08,3.833786e-08,1.518557e-01,1.517169e-01,6.407726e-05,1.201528e-07
1.350000e-12,1.230191e-07,3.232292e-08,4.302591e-08,3.931950e-08,1.538074e-01,1.536639e-01,6.408114e-05,1.230191e-07
1.360000e-12,1.259241e-07,3.306335e-08,4.393373e-08,4.031544e-08,1.557592e-01,1.556108e-01,6.407513e-05,1.259241e-07
1.370000e-12,1.288677e-07,3.381321e-08,4.485076e-08,4.132557e-08,1.577108e-01,1.575575e-01,6.405939e-05,1.288677e-07
1.380000e-12,1.318494e-07,3.457242e-08,4.577686e-08,4.234976e-08,1.596619e-01,1.595035e-01,6.403409e-05,1.318494e-07
1.390000e-12,1.348691e-07,3.534092e-08,4.671189e-08,4.338787e-08,1.616122e-01,1.614486e-01,6.399940e-05,1.348691e-07
1.400000e-12,1.379263e-07,3.611862e-08,4.765569e-08,4.443976e-08,1.635615e-01,1.633925e-01,6.395550e-05,1.379263e-07
1.410000e-12,1.410207e-07,3.690545e-08,4.860811e-08,4.550527e-08,1.655094e-01,1.653349e-01,6.390255e-05,1.410207e-07
1.420000e-12,1.441520e-07,3.770131e-08,4.956899e-08,4.658424e-08,1.674557e-01,1.672756e-01,6.384075e-05,1.441520e-07
1.430000e-12,1.473197e-07,3.850613e-08,5.053816e-08,4.767647e-08,1.694001e-01,1.692143e-01,6.377028e-05,1.473197e-07
1.440000e-12,1.505234e-07,3.931979e-08,5.151546e-08,4.878177e-08,1.713424e-01,1.711507e-01,6.369133e-05,1.505234e-07
1.450000e-12,1.537627e-07,4.014220e-08,5.250070e-08,4.989995e-08,1.732823e-01,1.730846e-01,6.360410e-05,1.537627e-07
1.460000e-12,1.570370e-07,4.097325e-08,5.349372e-08,5.103078e-08,1.752195e-01,1.750157e-01,6.350877e-05,1.570370e-07
1.470000e-12,1.603459e-07,4.181284e-08,5.449432e-08,5.217405e-08,1.771539e-01,1.769438e-01,6.340556e-05,1.603459e-07
1.480000e-12,1.636888e-07,4.266084e-08,5.550233e-08,5.332950e-08,1.790852e-01,1.788687e-01,6.329466e-05,1.636888e-07
1.490000e-12,1.670653e-07,4.351714e-08,5.651754e-08,5.449688e-08,1.810131e-01,1.807901e-01,6.317629e-05,1.670653e-07
1.500000e-12,1.704747e-07,4.438161e-08,5.753977e-08,5.567595e-08,1.829375e-01,1.827077e-01,6.305063e-05,1.704747e-07
1.510000e-12,1.739165e-07,4.525413e-08,5.856882e-08,5.686641e-08,1.848580e-01,1.846215e-01,6.291792e-05,1.739165e-07
1.520000e-12,1.773900e-07,4.613456e-08,5.960448e-08,5.806798e-08,1.867746e-01,1.865311e-01,6.277835e-05,1.773900e-07
1.530000e-12,1.808946e-07,4.702276e-08,6.064656e-08,5.928037e-08,1.886870e-01,1.884364e-01,6.263215e-05,1.808946e-07
1.540000e-12,1.844296e-07,4.791859e-08,6.169483e-08,6.050326e-08,1.905950e-01,1.903371e-01,6.247952e-05,1.844296e-07
1.550000e-12,1.879944e-07,4.882191e-08,6.274909e-08,6.173633e-08,1.924985e-01,1.922331e-01,6.232069e-05,1.879944e-07
1.560000e-12,1.915882e-07,4.973255e-08,6.380912e-08,6.297924e-08,1.943971e-01,1.941242e-01,6.215588e-05,1.915882e-07
1.570000e-12,1.952104e-07,5.065038e-08,6.487472e-08,6.423166e-08,1.962909e-01,1.960102e-01,6.198531e-05,1.952104e-07
1.580000e-12,1.988601e-07,5.157522e-08,6.594564e-08,6.549322e-08,1.981795e-01,1.978909e-01,6.180919e-05,1.988601e-07
1.590000e-12,2.025367e-07,5.250692e-08,6.702168e-08,6.676356e-08,2.000628e-01,1.997662e-01,6.162775e-05,2.025367e-07
1.600000e-12,2.062393e-07,5.344530e-08,6.810260e-08,6.804229e-08,2.019407e-01,2.016359e-01,6.144122e-05,2.062393e-07
1.610000e-12,2.099670e-07,5.439020e-08,6.918819e-08,6.932902e-08,2.038130e-01,2.034999e-01,6.124981e-05,2.099670e-07
1.620000e-12,2.137192e-07,5.534144e-08,7.027820e-08,7.062335e-08,2.056796e-01,2.053580e-01,6.105376e-05,2.137192e-07
1.630000e-12,2.174948e-07,5.629885e-08,7.137242e-08,7.192486e-08,2.075403e-01,2.072100e-01,6.085328e-05,2.174948e-07
1.640000e-12,2.212931e-07,5.726223e-08,7.247060e-08,7.323314e-08,2.093951e-01,2.090559e-01,6.064860e-05,2.212931e-07
1.650000e-12,2.251131e-07,5.823140e-08,7.357251e-08,7.454774e-08,2.112437e-01,2.108956e-01,6.043994e-05,2.251131e-07
1.660000e-12,2.289540e-07,5.920618e-08,7.467791e-08,7.586821e-08,2.130860e-01,2.127288e-01,6.022754e-05,2.289540e-07
1.670000e-12,2.328148e-07,6.018637e-08,7.578658e-08,7.719410e-08,2.149221e-01,2.145555e-01,6.001161e-05,2.328148e-07
1.680000e-12,2.366945e-07,6.117177e-08,7.689827e-08,7.852495e-08,2.167517e-01,2.163756e-01,5.979238e-05,2.366945e-07
1.690000e-12,2.405922e-07,6.216219e-08,7.801274e-08,7.986027e-08,2.185747e-01,2.181890e-01,5.957006e-05,2.405922e-07
1.700000e-12,2.445069e-07,6.315742e-08,7.912975e-08,8.119957e-08,2.203911e-01,2.199957e-01,5.934489e-05,2.445069e-07
1.710000e-12,2.484376e-07,6.415726e-08,8.024907e-08,8.254236e-08,2.222008e-01,2.217954e-01,5.911708e-05,2.484376e-07
1.720000e-12,2.523832e-07,6.516150e-08,8.137046e-08,8.388813e-08,2.240037e-01,2.235882e-01,5.888685e-05,2.523832e-07
1.730000e-12,2.563428e-07,6.616992e-08,8.249368e-08,8.523636e-08,2.257997e-01,2.253739e-01,5.865442e-05,2.563428e-07
1.740000e-12,2.603153e-07,6.718232e-08,8.361849e-08,8.658653e-08,2.275888e-01,2.271526e-01,5.842002e-05,2.603153e-07
1.750000e-12,2.642996e-07,6.819848e-08,8.474465e-08,8.793810e-08,2.293709e-01,2.289241e-01,5.818384e-05,2.642996e-07
1.760000e-12,2.682947e-07,6.921818e-08,8.587192e-08,8.929053e-08,2.311460e-01,2.306884e-01,5.794612e-05,2.682947e-07
1.770000e-12,2.722994e-07,7.024120e-08,8.700007e-08,9.064327e-08,2.329140e-01,2.324455e-01,5.770705e-05,2.722994e-07
1.780000e-12,2.763126e-07,7.126732e-08,8.812887e-08,9.199575e-08,2.346749e-01,2.341953e-01,5.746685e-05,2.763126e-07
1.790000e-12,2.803332e-07,7.229631e-08,8.925807e-08,9.334741e-08,2.364286e-01,2.359377e-01,5.722574e-05,2.803332e-07
1.800000e-12,2.843602e-07,7.332795e-08,9.038745e-08,9.469768e-08,2.381752e-01,2.376729e-01,5.698391e-05,2.843602e-07
1.810000e-12,2.883923e-07,7.436201e-08,9.151678e-08,9.604596e-08,2.399146e-01,2.394007e-01,5.674156e-05,2.883923e-07
1.820000e-12,2.924283e-07,7.539826e-08,9.264582e-08,9.739168e-08,2.416468e-01,2.411211e-01,5.649891e-05,2.924283e-07
1.830000e-12,2.964672e-07,7.643647e-08,9.377435e-08,9.873424e-08,2.433717e-01,2.428341e-01,5.625615e-05,2.964672e-07
1.840000e-12,3.005077e-07,7.747640e-08,9.490215e-08,1.000730e-07,2.450895e-01,2.445398e-01,5.601347e-05,3.005077e-07
1.850000e-12,3.045487e-07,7.851783e-08,9.602899e-08,1.014075e-07,2.468000e-01,2.462381e-01,5.577107e-05,3.045487e-07
1.860000e-12,3.085890e-07,7.956051e-08,9.715466e-08,1.027369e-07,2.485034e-01,2.479291e-01,5.552914e-05,3.085890e-07
1.870000e-12,3.126274e-07,8.060423e-08,9.827894e-08,1.040607e-07,2.501996e-01,2.496127e-01,5.528786e-05,3.126274e-07
1.880000e-12,3.166627e-07,8.164873e-08,9.940162e-08,1.053783e-07,2.518886e-01,2.512890e-01,5.504743e-05,3.166627e-07
1.890000e-12,3.206936e-07,8.269378e-08,1.005225e-07,1.066891e-07,2.535705e-01,2.529580e-01,5.480802e-05,3.206936e-07
1.900000e-12,3.247190e-07,8.373915e-08,1.016413e-07,1.079924e-07,2.552453e-01,2.546197e-01,5.456982e-05,3.247190e-07
1.910000e-12,3.287376e-07,8.478460e-08,1.027579e-07,1.092875e-07,2.569130e-01,2.562743e-01,5.433299e-05,3.287376e-07
1.920000e-12,3.327482e-07,8.582989e-08,1.038721e-07,1.105739e-07,2.585737e-01,2.579216e-01,5.409771e-05,3.327482e-07
