time,"V(A)","I(L4|XLOADINA)","I(RL|XSTORAGE)","V(Q)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-14,8.624454e-06,5.747632e-09,6.012060e-09,3.006030e-09
2.000000e-14,5.779645e-06,1.151035e-08,1.876516e-08,9.382579e-09
3.000000e-14,5.821900e-06,1.730006e-08,3.740436e-08,1.870218e-08
4.000000e-14,5.880411e-06,2.312997e-08,6.078007e-08,3.039003e-08
5.000000e-14,5.955146e-06,2.901409e-08,8.785710e-08,4.392855e-08
6.000000e-14,6.045991e-06,3.496685e-08,1.178115e-07,5.890577e-08
7.000000e-14,6.152804e-06,4.100297e-08,1.500245e-07,7.501223e-08
8.000000e-14,6.275435e-06,4.713728e-08,1.840474e-07,9.202369e-08
9.000000e-14,6.413729e-06,5.338468e-08,2.195656e-07,1.097828e-07
1.000000e-13,6.567524e-06,5.976004e-08,2.563663e-07,1.281831e-07
1.100000e-13,6.736653e-06,6.627816e-08,2.943135e-07,1.471567e-07
1.200000e-13,6.920940e-06,7.295372e-08,3.333282e-07,1.666641e-07
1.300000e-13,7.120200e-06,7.980124e-08,3.733742e-07,1.866871e-07
1.400000e-13,7.334239e-06,8.683510e-08,4.144462e-07,2.072231e-07
1.500000e-13,7.562855e-06,9.406943e-08,4.565620e-07,2.282810e-07
1.600000e-13,7.805835e-06,1.015182e-07,4.997561e-07,2.498781e-07
1.700000e-13,8.062954e-06,1.091950e-07,5.440749e-07,2.720375e-07
1.800000e-13,8.333983e-06,1.171135e-07,5.895732e-07,2.947866e-07
1.900000e-13,8.618677e-06,1.252866e-07,6.363114e-07,3.181557e-07
2.000000e-13,8.916786e-06,1.337274e-07,6.843541e-07,3.421770e-07
2.100000e-13,9.228050e-06,1.424484e-07,7.337677e-07,3.668838e-07
2.200000e-13,9.552199e-06,1.514620e-07,7.846200e-07,3.923100e-07
2.300000e-13,9.888958e-06,1.607802e-07,8.369789e-07,4.184895e-07
2.400000e-13,1.023804e-05,1.704147e-07,8.909122e-07,4.454561e-07
2.500000e-13,1.059915e-05,1.803768e-07,9.464863e-07,4.732432e-07
2.600000e-13,1.097199e-05,1.906775e-07,1.003767e-06,5.018834e-07
2.700000e-13,1.135626e-05,2.013277e-07,1.062818e-06,5.314088e-07
2.800000e-13,1.175163e-05,2.123376e-07,1.123700e-06,5.618502e-07
2.900000e-13,1.215780e-05,2.237173e-07,1.186475e-06,5.932377e-07
3.000000e-13,1.257442e-05,2.354764e-07,1.251200e-06,6.256002e-07
3.100000e-13,1.300118e-05,2.476242e-07,1.317931e-06,6.589655e-07
3.200000e-13,1.343774e-05,2.601698e-07,1.386720e-06,6.933602e-07
3.300000e-13,1.388375e-05,2.731216e-07,1.457620e-06,7.288098e-07
3.400000e-13,1.433887e-05,2.864878e-07,1.530677e-06,7.653384e-07
3.500000e-13,1.480275e-05,3.002765e-07,1.605938e-06,8.029688e-07
3.600000e-13,1.527504e-05,3.144949e-07,1.683446e-06,8.417228e-07
3.700000e-13,1.575538e-05,3.291502e-07,1.763241e-06,8.816205e-07
3.800000e-13,1.624342e-05,3.442491e-07,1.845362e-06,9.226810e-07
3.900000e-13,1.673878e-05,3.597980e-07,1.929844e-06,9.649220e-07
4.000000e-13,1.724112e-05,3.758028e-07,2.016719e-06,1.008360e-06
4.100000e-13,1.775006e-05,3.922691e-07,2.106018e-06,1.053009e-06
4.200000e-13,1.826523e-05,4.092021e-07,2.197768e-06,1.098884e-06
4.300000e-13,1.878627e-05,4.266066e-07,2.291993e-06,1.145996e-06
4.400000e-13,1.931281e-05,4.444871e-07,2.388715e-06,1.194358e-06
4.500000e-13,1.984449e-05,4.628476e-07,2.487954e-06,1.243977e-06
4.600000e-13,2.038092e-05,4.816918e-07,2.589725e-06,1.294863e-06
4.700000e-13,2.092174e-05,5.010230e-07,2.694044e-06,1.347022e-06
4.800000e-13,2.146658e-05,5.208442e-07,2.800920e-06,1.400460e-06
4.900000e-13,2.201508e-05,5.411578e-07,2.910363e-06,1.455182e-06
5.000000e-13,2.256687e-05,5.619661e-07,3.022379e-06,1.511189e-06
5.100000e-13,2.312157e-05,5.832710e-07,3.136970e-06,1.568485e-06
5.200000e-13,2.367883e-05,6.050738e-07,3.254138e-06,1.627069e-06
5.300000e-13,2.423829e-05,6.273756e-07,3.373881e-06,1.686941e-06
5.400000e-13,2.479957e-05,6.501772e-07,3.496195e-06,1.748097e-06
5.500000e-13,2.536234e-05,6.734789e-07,3.621072e-06,1.810536e-06
5.600000e-13,2.592622e-05,6.972808e-07,3.748503e-06,1.874252e-06
5.700000e-13,2.649087e-05,7.215825e-07,3.878477e-06,1.939239e-06
5.800000e-13,2.705594e-05,7.463834e-07,4.010980e-06,2.005490e-06
5.900000e-13,2.762109e-05,7.716824e-07,4.145995e-06,2.072997e-06
6.000000e-13,2.818596e-05,7.974782e-07,4.283503e-06,2.141752e-06
6.100000e-13,2.875023e-05,8.237692e-07,4.423484e-06,2.211742e-06
6.200000e-13,2.931356e-05,8.505532e-07,4.565913e-06,2.282957e-06
6.300000e-13,2.987561e-05,8.778280e-07,4.710766e-06,2.355383e-06
6.400000e-13,3.043608e-05,9.055910e-07,4.858016e-06,2.429008e-06
6.500000e-13,3.099462e-05,9.338392e-07,5.007632e-06,2.503816e-06
6.600000e-13,3.155094e-05,9.625694e-07,5.159582e-06,2.579791e-06
6.700000e-13,3.210471e-05,9.917780e-07,5.313834e-06,2.656917e-06
6.800000e-13,3.265563e-05,1.021461e-06,5.470351e-06,2.735175e-06
6.900000e-13,3.320341e-05,1.051615e-06,5.629096e-06,2.814548e-06
7.000000e-13,3.374774e-05,1.082234e-06,5.790030e-06,2.895015e-06
7.100000e-13,3.428835e-05,1.113316e-06,5.953112e-06,2.976556e-06
7.200000e-13,3.482494e-05,1.144853e-06,6.118299e-06,3.059149e-06
7.300000e-13,3.535724e-05,1.176842e-06,6.285546e-06,3.142773e-06
7.400000e-13,3.588499e-05,1.209277e-06,6.454808e-06,3.227404e-06
7.500000e-13,3.640791e-05,1.242151e-06,6.626038e-06,3.313019e-06
7.600000e-13,3.692575e-05,1.275460e-06,6.799186e-06,3.399593e-06
7.700000e-13,3.743826e-05,1.309198e-06,6.974201e-06,3.487101e-06
7.800000e-13,3.794519e-05,1.343356e-06,7.151034e-06,3.575517e-06
7.900000e-13,3.844631e-05,1.377930e-06,7.329630e-06,3.664815e-06
8.000000e-13,3.894139e-05,1.412913e-06,7.509935e-06,3.754967e-06
8.100000e-13,3.943020e-05,1.448296e-06,7.691894e-06,3.845947e-06
8.200000e-13,3.991253e-05,1.484074e-06,7.875452e-06,3.937726e-06
8.300000e-13,4.038816e-05,1.520238e-06,8.060550e-06,4.030275e-06
8.400000e-13,4.085690e-05,1.556782e-06,8.247130e-06,4.123565e-06
8.500000e-13,4.131855e-05,1.593697e-06,8.435133e-06,4.217566e-06
8.600000e-13,4.177292e-05,1.630976e-06,8.624499e-06,4.312250e-06
8.700000e-13,4.221983e-05,1.668611e-06,8.815168e-06,4.407584e-06
8.800000e-13,4.265911e-05,1.706593e-06,9.007078e-06,4.503539e-06
8.900000e-13,4.309059e-05,1.744914e-06,9.200167e-06,4.600084e-06
9.000000e-13,4.351412e-05,1.783565e-06,9.394373e-06,4.697187e-06
9.100000e-13,4.392954e-05,1.822539e-06,9.589632e-06,4.794816e-06
9.200000e-13,4.433671e-05,1.861826e-06,9.785882e-06,4.892941e-06
9.300000e-13,4.473550e-05,1.901418e-06,9.983057e-06,4.991529e-06
9.400000e-13,4.512577e-05,1.941305e-06,1.018110e-05,5.090548e-06
9.500000e-13,4.550741e-05,1.981479e-06,1.037993e-05,5.189966e-06
9.600000e-13,4.588031e-05,2.021931e-06,1.057950e-05,5.289750e-06
9.700000e-13,4.624435e-05,2.062651e-06,1.077974e-05,5.389869e-06
9.800000e-13,4.659945e-05,2.103630e-06,1.098058e-05,5.490290e-06
9.900000e-13,4.694550e-05,2.144860e-06,1.118196e-05,5.590981e-06
1.000000e-12,4.728243e-05,2.186330e-06,1.138382e-05,5.691910e-06
1.010000e-12,4.761016e-05,2.228032e-06,1.158609e-05,5.793043e-06
1.020000e-12,4.792862e-05,2.269955e-06,1.178870e-05,5.894350e-06
1.030000e-12,4.823775e-05,2.312091e-06,1.199160e-05,5.995798e-06
1.040000e-12,4.853750e-05,2.354429e-06,1.219471e-05,6.097356e-06
1.050000e-12,4.882782e-05,2.396962e-06,1.239798e-05,6.198992e-06
1.060000e-12,4.910866e-05,2.439678e-06,1.260135e-05,6.300673e-06
1.070000e-12,4.938001e-05,2.482568e-06,1.280474e-05,6.402371e-06
1.080000e-12,4.964183e-05,2.525623e-06,1.300810e-05,6.504052e-06
1.090000e-12,4.989410e-05,2.568834e-06,1.321137e-05,6.605687e-06
1.100000e-12,5.013681e-05,2.612191e-06,1.341449e-05,6.707245e-06
1.110000e-12,5.036996e-05,2.655684e-06,1.361739e-05,6.808697e-06
1.120000e-12,5.059355e-05,2.699304e-06,1.382002e-05,6.910012e-06
1.130000e-12,5.080758e-05,2.743041e-06,1.402232e-05,7.011162e-06
1.140000e-12,5.101208e-05,2.786887e-06,1.422423e-05,7.112117e-06
1.150000e-12,5.120706e-05,2.830832e-06,1.442570e-05,7.212850e-06
1.160000e-12,5.139255e-05,2.874866e-06,1.462666e-05,7.313332e-06
1.170000e-12,5.156858e-05,2.918981e-06,1.482707e-05,7.413536e-06
1.180000e-12,5.173520e-05,2.963167e-06,1.502687e-05,7.513434e-06
1.190000e-12,5.189244e-05,3.007416e-06,1.522600e-05,7.613001e-06
1.200000e-12,5.204037e-05,3.051717e-06,1.542442e-05,7.712211e-06
1.210000e-12,5.217903e-05,3.096063e-06,1.562207e-05,7.811037e-06
1.220000e-12,5.230850e-05,3.140444e-06,1.581891e-05,7.909455e-06
1.230000e-12,5.242883e-05,3.184852e-06,1.601488e-05,8.007441e-06
1.240000e-12,5.254011e-05,3.229278e-06,1.620994e-05,8.104972e-06
1.250000e-12,5.264241e-05,3.273714e-06,1.640405e-05,8.202023e-06
1.260000e-12,5.273582e-05,3.318151e-06,1.659715e-05,8.298573e-06
1.270000e-12,5.282042e-05,3.362580e-06,1.678920e-05,8.394600e-06
1.280000e-12,5.289631e-05,3.406994e-06,1.698016e-05,8.490082e-06
1.290000e-12,5.296359e-05,3.451385e-06,1.717000e-05,8.584999e-06
1.300000e-12,5.302236e-05,3.495743e-06,1.735866e-05,8.679332e-06
1.310000e-12,5.307273e-05,3.540063e-06,1.754612e-05,8.773061e-06
1.320000e-12,5.311481e-05,3.584335e-06,1.773233e-05,8.866167e-06
1.330000e-12,5.314872e-05,3.628553e-06,1.791727e-05,8.958633e-06
1.340000e-12,5.317458e-05,3.672708e-06,1.810088e-05,9.050441e-06
1.350000e-12,5.319251e-05,3.716793e-06,1.828315e-05,9.141576e-06
1.360000e-12,5.320264e-05,3.760802e-06,1.846404e-05,9.232021e-06
1.370000e-12,5.320511e-05,3.804728e-06,1.864352e-05,9.321762e-06
1.380000e-12,5.320003e-05,3.848562e-06,1.882157e-05,9.410784e-06
1.390000e-12,5.318757e-05,3.892299e-06,1.899815e-05,9.499074e-06
1.400000e-12,5.316784e-05,3.935933e-06,1.917324e-05,9.586620e-06
1.410000e-12,5.314101e-05,3.979455e-06,1.934682e-05,9.673408e-06
1.420000e-12,5.310722e-05,4.022862e-06,1.951886e-05,9.759428e-06
1.430000e-12,5.306661e-05,4.066145e-06,1.968934e-05,9.844669e-06
1.440000e-12,5.301934e-05,4.109300e-06,1.985824e-05,9.929121e-06
1.450000e-12,5.296557e-05,4.152320e-06,2.002555e-05,1.001278e-05
1.460000e-12,5.290544e-05,4.195199e-06,2.019125e-05,1.009562e-05
1.470000e-12,5.283913e-05,4.237934e-06,2.035532e-05,1.017766e-05
1.480000e-12,5.276678e-05,4.280517e-06,2.051774e-05,1.025887e-05
1.490000e-12,5.268858e-05,4.322944e-06,2.067852e-05,1.033926e-05
1.500000e-12,5.260467e-05,4.365211e-06,2.083763e-05,1.041881e-05
1.510000e-12,5.251522e-05,4.407311e-06,2.099506e-05,1.049753e-05
1.520000e-12,5.242041e-05,4.449242e-06,2.115081e-05,1.057541e-05
1.530000e-12,5.232040e-05,4.490997e-06,2.130488e-05,1.065244e-05
1.540000e-12,5.221536e-05,4.532573e-06,2.145724e-05,1.072862e-05
1.550000e-12,5.210546e-05,4.573966e-06,2.160791e-05,1.080396e-05
1.560000e-12,5.199088e-05,4.615172e-06,2.175688e-05,1.087844e-05
1.570000e-12,5.187178e-05,4.656187e-06,2.190415e-05,1.095208e-05
1.580000e-12,5.174834e-05,4.697008e-06,2.204972e-05,1.102486e-05
1.590000e-12,5.162074e-05,4.737631e-06,2.219358e-05,1.109679e-05
1.600000e-12,5.148914e-05,4.778053e-06,2.233575e-05,1.116787e-05
1.610000e-12,5.135372e-05,4.818270e-06,2.247622e-05,1.123811e-05
1.620000e-12,5.121465e-05,4.858281e-06,2.261500e-05,1.130750e-05
1.630000e-12,5.107211e-05,4.898082e-06,2.275211e-05,1.137605e-05
1.640000e-12,5.092627e-05,4.937671e-06,2.288753e-05,1.144377e-05
1.650000e-12,5.077731e-05,4.977045e-06,2.302130e-05,1.151065e-05
1.660000e-12,5.062539e-05,5.016202e-06,2.315340e-05,1.157670e-05
1.670000e-12,5.047069e-05,5.055140e-06,2.328387e-05,1.164193e-05
1.680000e-12,5.031338e-05,5.093857e-06,2.341270e-05,1.170635e-05
1.690000e-12,5.015364e-05,5.132352e-06,2.353991e-05,1.176996e-05
1.700000e-12,4.999162e-05,5.170623e-06,2.366552e-05,1.183276e-05
1.710000e-12,4.982750e-05,5.208669e-06,2.378954e-05,1.189477e-05
1.720000e-12,4.966145e-05,5.246487e-06,2.391199e-05,1.195599e-05
1.730000e-12,4.949364e-05,5.284079e-06,2.403288e-05,1.201644e-05
1.740000e-12,4.932422e-05,5.321441e-06,2.415224e-05,1.207612e-05
1.750000e-12,4.915336e-05,5.358574e-06,2.427008e-05,1.213504e-05
1.760000e-12,4.898123e-05,5.395477e-06,2.438642e-05,1.219321e-05
1.770000e-12,4.880798e-05,5.432150e-06,2.450128e-05,1.225064e-05
1.780000e-12,4.863377e-05,5.468591e-06,2.461469e-05,1.230735e-05
1.790000e-12,4.845877e-05,5.504802e-06,2.472667e-05,1.236334e-05
1.800000e-12,4.828312e-05,5.540782e-06,2.483724e-05,1.241862e-05
1.810000e-12,4.810697e-05,5.576531e-06,2.494643e-05,1.247321e-05
1.820000e-12,4.793049e-05,5.612050e-06,2.505425e-05,1.252713e-05
1.830000e-12,4.775381e-05,5.647339e-06,2.516075e-05,1.258037e-05
1.840000e-12,4.757708e-05,5.682397e-06,2.526593e-05,1.263296e-05
1.850000e-12,4.740046e-05,5.717227e-06,2.536983e-05,1.268491e-05
1.860000e-12,4.722407e-05,5.751829e-06,2.547247e-05,1.273624e-05
1.870000e-12,4.704806e-05,5.786204e-06,2.557389e-05,1.278695e-05
1.880000e-12,4.687257e-05,5.820353e-06,2.567411e-05,1.283705e-05
1.890000e-12,4.669773e-05,5.854276e-06,2.577315e-05,1.288658e-05
1.900000e-12,4.652367e-05,5.887976e-06,2.587106e-05,1.293553e-05
1.910000e-12,4.635052e-05,5.921454e-06,2.596785e-05,1.298392e-05
1.920000e-12,4.617841e-05,5.954711e-06,2.606356e-05,1.303178e-05
1.930000e-12,4.600746e-05,5.987749e-06,2.615821e-05,1.307911e-05
1.940000e-12,4.583780e-05,6.020569e-06,2.625184e-05,1.312592e-05
1.950000e-12,4.566954e-05,6.053174e-06,2.634448e-05,1.317224e-05
1.960000e-12,4.550279e-05,6.085566e-06,2.643616e-05,1.321808e-05
1.970000e-12,4.533767e-05,6.117746e-06,2.652691e-05,1.326345e-05
1.980000e-12,4.517429e-05,6.149716e-06,2.661675e-05,1.330838e-05
1.990000e-12,4.501275e-05,6.181480e-06,2.670573e-05,1.335286e-05
2.000000e-12,4.485316e-05,6.213039e-06,2.679387e-05,1.339693e-05
2.010000e-12,4.469562e-05,6.244395e-06,2.688120e-05,1.344060e-05
2.020000e-12,4.454022e-05,6.275551e-06,2.696776e-05,1.348388e-05
2.030000e-12,4.438706e-05,6.306510e-06,2.705357e-05,1.352678e-05
2.040000e-12,4.423623e-05,6.337274e-06,2.713867e-05,1.356933e-05
2.050000e-12,4.408782e-05,6.367847e-06,2.722309e-05,1.361154e-05
2.060000e-12,4.394191e-05,6.398230e-06,2.730686e-05,1.365343e-05
2.070000e-12,4.379858e-05,6.428426e-06,2.739000e-05,1.369500e-05
2.080000e-12,4.365791e-05,6.458440e-06,2.747257e-05,1.373628e-05
2.090000e-12,4.351999e-05,6.488273e-06,2.755457e-05,1.377728e-05
2.100000e-12,4.338487e-05,6.517928e-06,2.763604e-05,1.381802e-05
2.110000e-12,4.325263e-05,6.547409e-06,2.771702e-05,1.385851e-05
2.120000e-12,4.312333e-05,6.576720e-06,2.779753e-05,1.389877e-05
2.130000e-12,4.299704e-05,6.605862e-06,2.787760e-05,1.393880e-05
2.140000e-12,4.287381e-05,6.634839e-06,2.795727e-05,1.397863e-05
2.150000e-12,4.275371e-05,6.663655e-06,2.803655e-05,1.401828e-05
2.160000e-12,4.263678e-05,6.692313e-06,2.811549e-05,1.405774e-05
2.170000e-12,4.252308e-05,6.720817e-06,2.819410e-05,1.409705e-05
2.180000e-12,4.241264e-05,6.749169e-06,2.827242e-05,1.413621e-05
2.190000e-12,4.230552e-05,6.777373e-06,2.835047e-05,1.417523e-05
2.200000e-12,4.220176e-05,6.805433e-06,2.842828e-05,1.421414e-05
2.210000e-12,4.210139e-05,6.833352e-06,2.850588e-05,1.425294e-05
2.220000e-12,4.200445e-05,6.861133e-06,2.858329e-05,1.429164e-05
2.230000e-12,4.191097e-05,6.888781e-06,2.866054e-05,1.433027e-05
2.240000e-12,4.182097e-05,6.916298e-06,2.873765e-05,1.436883e-05
2.250000e-12,4.173449e-05,6.943689e-06,2.881466e-05,1.440733e-05
2.260000e-12,4.165154e-05,6.970956e-06,2.889157e-05,1.444579e-05
2.270000e-12,4.157215e-05,6.998104e-06,2.896842e-05,1.448421e-05
2.280000e-12,4.149632e-05,7.025136e-06,2.904523e-05,1.452262e-05
2.290000e-12,4.142409e-05,7.052055e-06,2.912202e-05,1.456101e-05
2.300000e-12,4.135545e-05,7.078865e-06,2.919882e-05,1.459941e-05
2.310000e-12,4.129042e-05,7.105571e-06,2.927564e-05,1.463782e-05
2.320000e-12,4.122900e-05,7.132174e-06,2.935250e-05,1.467625e-05
2.330000e-12,4.117119e-05,7.158680e-06,2.942943e-05,1.471472e-05
2.340000e-12,4.111700e-05,7.185091e-06,2.950644e-05,1.475322e-05
2.350000e-12,4.106642e-05,7.211411e-06,2.958356e-05,1.479178e-05
2.360000e-12,4.101945e-05,7.237644e-06,2.966080e-05,1.483040e-05
2.370000e-12,4.097608e-05,7.263792e-06,2.973817e-05,1.486909e-05
2.380000e-12,4.093630e-05,7.289861e-06,2.981570e-05,1.490785e-05
2.390000e-12,4.090009e-05,7.315853e-06,2.989340e-05,1.494670e-05
2.400000e-12,4.086746e-05,7.341771e-06,2.997129e-05,1.498564e-05
2.410000e-12,4.083836e-05,7.367620e-06,3.004937e-05,1.502469e-05
2.420000e-12,4.081280e-05,7.393402e-06,3.012767e-05,1.506384e-05
2.430000e-12,4.079075e-05,7.419121e-06,3.020620e-05,1.510310e-05
2.440000e-12,4.077217e-05,7.444781e-06,3.028497e-05,1.514248e-05
2.450000e-12,4.075706e-05,7.470384e-06,3.036399e-05,1.518199e-05
2.460000e-12,4.074538e-05,7.495934e-06,3.044327e-05,1.522164e-05
2.470000e-12,4.073709e-05,7.521435e-06,3.052283e-05,1.526141e-05
2.480000e-12,4.073218e-05,7.546889e-06,3.060267e-05,1.530133e-05
2.490000e-12,4.073060e-05,7.572300e-06,3.068280e-05,1.534140e-05
2.500000e-12,4.073232e-05,7.597670e-06,3.076324e-05,1.538162e-05
2.510000e-12,4.073731e-05,7.623004e-06,3.084398e-05,1.542199e-05
2.520000e-12,4.074552e-05,7.648304e-06,3.092504e-05,1.546252e-05
2.530000e-12,4.075692e-05,7.673573e-06,3.100641e-05,1.550321e-05
2.540000e-12,4.077146e-05,7.698815e-06,3.108812e-05,1.554406e-05
2.550000e-12,4.078910e-05,7.724031e-06,3.117016e-05,1.558508e-05
2.560000e-12,4.080979e-05,7.749225e-06,3.125254e-05,1.562627e-05
2.570000e-12,4.083349e-05,7.774401e-06,3.133525e-05,1.566763e-05
2.580000e-12,4.086015e-05,7.799560e-06,3.141831e-05,1.570916e-05
2.590000e-12,4.088972e-05,7.824706e-06,3.150172e-05,1.575086e-05
2.600000e-12,4.092215e-05,7.849840e-06,3.158547e-05,1.579273e-05
2.610000e-12,4.095740e-05,7.874967e-06,3.166957e-05,1.583479e-05
2.620000e-12,4.099539e-05,7.900088e-06,3.175402e-05,1.587701e-05
2.630000e-12,4.103609e-05,7.925206e-06,3.183882e-05,1.591941e-05
2.640000e-12,4.107944e-05,7.950324e-06,3.192397e-05,1.596198e-05
2.650000e-12,4.112538e-05,7.975444e-06,3.200946e-05,1.600473e-05
2.660000e-12,4.117386e-05,8.000568e-06,3.209530e-05,1.604765e-05
2.670000e-12,4.122481e-05,8.025699e-06,3.218148e-05,1.609074e-05
2.680000e-12,4.127818e-05,8.050838e-06,3.226801e-05,1.613400e-05
2.690000e-12,4.133392e-05,8.075989e-06,3.235486e-05,1.617743e-05
2.700000e-12,4.139195e-05,8.101153e-06,3.244205e-05,1.622103e-05
2.710000e-12,4.145223e-05,8.126333e-06,3.252957e-05,1.626479e-05
2.720000e-12,4.151468e-05,8.151530e-06,3.261741e-05,1.630871e-05
2.730000e-12,4.157926e-05,8.176747e-06,3.270557e-05,1.635278e-05
2.740000e-12,4.164589e-05,8.201985e-06,3.279404e-05,1.639702e-05
2.750000e-12,4.171451e-05,8.227247e-06,3.288281e-05,1.644140e-05
2.760000e-12,4.178507e-05,8.252533e-06,3.297188e-05,1.648594e-05
2.770000e-12,4.185749e-05,8.277847e-06,3.306124e-05,1.653062e-05
2.780000e-12,4.193172e-05,8.303189e-06,3.315088e-05,1.657544e-05
2.790000e-12,4.200769e-05,8.328561e-06,3.324079e-05,1.662040e-05
2.800000e-12,4.208534e-05,8.353965e-06,3.333098e-05,1.666549e-05
2.810000e-12,4.216461e-05,8.379402e-06,3.342141e-05,1.671071e-05
2.820000e-12,4.224542e-05,8.404874e-06,3.351210e-05,1.675605e-05
2.830000e-12,4.232773e-05,8.430382e-06,3.360302e-05,1.680151e-05
2.840000e-12,4.241145e-05,8.455928e-06,3.369417e-05,1.684709e-05
2.850000e-12,4.249654e-05,8.481512e-06,3.378554e-05,1.689277e-05
2.860000e-12,4.258292e-05,8.507137e-06,3.387711e-05,1.693856e-05
2.870000e-12,4.267054e-05,8.532802e-06,3.396889e-05,1.698444e-05
2.880000e-12,4.275933e-05,8.558510e-06,3.406084e-05,1.703042e-05
2.890000e-12,4.284922e-05,8.584261e-06,3.415297e-05,1.707649e-05
2.900000e-12,4.294017e-05,8.610056e-06,3.424526e-05,1.712263e-05
2.910000e-12,4.303209e-05,8.635897e-06,3.433770e-05,1.716885e-05
2.920000e-12,4.312493e-05,8.661784e-06,3.443029e-05,1.721514e-05
2.930000e-12,4.321864e-05,8.687717e-06,3.452299e-05,1.726150e-05
2.940000e-12,4.331314e-05,8.713699e-06,3.461581e-05,1.730791e-05
2.950000e-12,4.340839e-05,8.739729e-06,3.470874e-05,1.735437e-05
2.960000e-12,4.350431e-05,8.765808e-06,3.480175e-05,1.740087e-05
2.970000e-12,4.360085e-05,8.791936e-06,3.489483e-05,1.744742e-05
2.980000e-12,4.369795e-05,8.818115e-06,3.498798e-05,1.749399e-05
2.990000e-12,4.379556e-05,8.844345e-06,3.508119e-05,1.754059e-05
3.000000e-12,4.389361e-05,8.870625e-06,3.517443e-05,1.758721e-05
3.010000e-12,4.399205e-05,8.896958e-06,3.526769e-05,1.763384e-05
3.020000e-12,4.409082e-05,8.923342e-06,3.536096e-05,1.768048e-05
3.030000e-12,4.418988e-05,8.949779e-06,3.545424e-05,1.772712e-05
3.040000e-12,4.428915e-05,8.976268e-06,3.554750e-05,1.777375e-05
3.050000e-12,4.438860e-05,9.002810e-06,3.564073e-05,1.782036e-05
3.060000e-12,4.448816e-05,9.029404e-06,3.573392e-05,1.786696e-05
3.070000e-12,4.458779e-05,9.056052e-06,3.582706e-05,1.791353e-05
3.080000e-12,4.468744e-05,9.082753e-06,3.592013e-05,1.796006e-05
3.090000e-12,4.478704e-05,9.109507e-06,3.601312e-05,1.800656e-05
3.100000e-12,4.488657e-05,9.136314e-06,3.610602e-05,1.805301e-05
3.110000e-12,4.498596e-05,9.163174e-06,3.619881e-05,1.809941e-05
3.120000e-12,4.508517e-05,9.190087e-06,3.629149e-05,1.814574e-05
3.130000e-12,4.518416e-05,9.217053e-06,3.638403e-05,1.819202e-05
3.140000e-12,4.528288e-05,9.244071e-06,3.647643e-05,1.823822e-05
3.150000e-12,4.538127e-05,9.271142e-06,3.656868e-05,1.828434e-05
3.160000e-12,4.547932e-05,9.298265e-06,3.666076e-05,1.833038e-05
3.170000e-12,4.557696e-05,9.325439e-06,3.675266e-05,1.837633e-05
3.180000e-12,4.567415e-05,9.352666e-06,3.684437e-05,1.842219e-05
3.190000e-12,4.577087e-05,9.379943e-06,3.693588e-05,1.846794e-05
3.200000e-12,4.586707e-05,9.407271e-06,3.702717e-05,1.851359e-05
3.210000e-12,4.596270e-05,9.434650e-06,3.711824e-05,1.855912e-05
3.220000e-12,4.605775e-05,9.462078e-06,3.720907e-05,1.860454e-05
3.230000e-12,4.615216e-05,9.489556e-06,3.729966e-05,1.864983e-05
3.240000e-12,4.624590e-05,9.517082e-06,3.738998e-05,1.869499e-05
3.250000e-12,4.633895e-05,9.544657e-06,3.748004e-05,1.874002e-05
3.260000e-12,4.643127e-05,9.572279e-06,3.756982e-05,1.878491e-05
3.270000e-12,4.652282e-05,9.599949e-06,3.765931e-05,1.882966e-05
3.280000e-12,4.661358e-05,9.627665e-06,3.774850e-05,1.887425e-05
3.290000e-12,4.670352e-05,9.655427e-06,3.783739e-05,1.891870e-05
3.300000e-12,4.679261e-05,9.683234e-06,3.792596e-05,1.896298e-05
3.310000e-12,4.688083e-05,9.711085e-06,3.801420e-05,1.900710e-05
3.320000e-12,4.696815e-05,9.738981e-06,3.810212e-05,1.905106e-05
3.330000e-12,4.705454e-05,9.766919e-06,3.818969e-05,1.909484e-05
3.340000e-12,4.713998e-05,9.794899e-06,3.827690e-05,1.913845e-05
3.350000e-12,4.722445e-05,9.822921e-06,3.836377e-05,1.918188e-05
3.360000e-12,4.730793e-05,9.850984e-06,3.845026e-05,1.922513e-05
3.370000e-12,4.739040e-05,9.879086e-06,3.853639e-05,1.926819e-05
3.380000e-12,4.747184e-05,9.907227e-06,3.862213e-05,1.931107e-05
3.390000e-12,4.755223e-05,9.935407e-06,3.870749e-05,1.935375e-05
3.400000e-12,4.763155e-05,9.963623e-06,3.879246e-05,1.939623e-05
3.410000e-12,4.770980e-05,9.991876e-06,3.887704e-05,1.943852e-05
3.420000e-12,4.778696e-05,1.002017e-05,3.896121e-05,1.948060e-05
3.430000e-12,4.786300e-05,1.004849e-05,3.904497e-05,1.952249e-05
3.440000e-12,4.793793e-05,1.007685e-05,3.912832e-05,1.956416e-05
3.450000e-12,4.801173e-05,1.010523e-05,3.921125e-05,1.960563e-05
3.460000e-12,4.808438e-05,1.013366e-05,3.929376e-05,1.964688e-05
3.470000e-12,4.815589e-05,1.016211e-05,3.937585e-05,1.968793e-05
