time,"V(A)","I(L4|XLOADINA)","I(RL|XSTORAGE)","V(Q)"
1.663200e-10,1.551230e-10,1.430499e-04,1.257437e-09,6.287183e-10
1.663300e-10,1.548283e-10,1.430499e-04,1.255047e-09,6.275233e-10
1.663400e-10,1.545338e-10,1.430499e-04,1.252661e-09,6.263306e-10
1.663500e-10,1.542403e-10,1.430499e-04,1.250280e-09,6.251401e-10
1.663600e-10,1.539470e-10,1.430499e-04,1.247904e-09,6.239519e-10
1.663700e-10,1.536545e-10,1.430499e-04,1.245532e-09,6.227660e-10
1.663800e-10,1.533623e-10,1.430499e-04,1.243165e-09,6.215823e-10
1.663900e-10,1.530709e-10,1.430499e-04,1.240802e-09,6.204009e-10
1.664000e-10,1.527800e-10,1.430499e-04,1.238443e-09,6.192217e-10
1.664100e-10,1.524896e-10,1.430499e-04,1.236089e-09,6.180447e-10
1.664200e-10,1.521998e-10,1.430499e-04,1.233740e-09,6.168700e-10
1.664300e-10,1.519104e-10,1.430499e-04,1.231395e-09,6.156976e-10
1.664400e-10,1.516217e-10,1.430499e-04,1.229055e-09,6.145273e-10
1.664500e-10,1.513336e-10,1.430499e-04,1.226719e-09,6.133593e-10
1.664600e-10,1.510459e-10,1.430499e-04,1.224387e-09,6.121935e-10
1.664700e-10,1.507588e-10,1.430499e-04,1.222060e-09,6.110299e-10
1.664800e-10,1.504722e-10,1.430499e-04,1.219737e-09,6.098685e-10
1.664900e-10,1.501863e-10,1.430499e-04,1.217419e-09,6.087094e-10
1.665000e-10,1.499008e-10,1.430499e-04,1.215105e-09,6.075524e-10
1.665100e-10,1.496159e-10,1.430499e-04,1.212795e-09,6.063976e-10
1.665200e-10,1.493316e-10,1.430499e-04,1.210490e-09,6.052450e-10
1.665300e-10,1.490477e-10,1.430499e-04,1.208189e-09,6.040947e-10
1.665400e-10,1.487644e-10,1.430499e-04,1.205893e-09,6.029465e-10
1.665500e-10,1.484816e-10,1.430499e-04,1.203601e-09,6.018005e-10
1.665600e-10,1.481993e-10,1.430499e-04,1.201313e-09,6.006566e-10
1.665700e-10,1.479178e-10,1.430499e-04,1.199030e-09,5.995150e-10
1.665800e-10,1.476366e-10,1.430499e-04,1.196751e-09,5.983755e-10
1.665900e-10,1.473559e-10,1.430499e-04,1.194476e-09,5.972382e-10
1.666000e-10,1.470759e-10,1.430499e-04,1.192206e-09,5.961030e-10
1.666100e-10,1.467964e-10,1.430499e-04,1.189940e-09,5.949700e-10
1.666200e-10,1.465173e-10,1.430499e-04,1.187678e-09,5.938391e-10
1.666300e-10,1.462389e-10,1.430499e-04,1.185421e-09,5.927104e-10
1.666400e-10,1.459609e-10,1.430499e-04,1.183168e-09,5.915838e-10
1.666500e-10,1.456835e-10,1.430499e-04,1.180919e-09,5.904594e-10
1.666600e-10,1.454066e-10,1.430499e-04,1.178674e-09,5.893371e-10
1.666700e-10,1.451301e-10,1.430499e-04,1.176434e-09,5.882170e-10
1.666800e-10,1.448543e-10,1.430499e-04,1.174198e-09,5.870990e-10
1.666900e-10,1.445790e-10,1.430499e-04,1.171966e-09,5.859831e-10
1.667000e-10,1.443043e-10,1.430499e-04,1.169739e-09,5.848693e-10
1.667100e-10,1.440300e-10,1.430499e-04,1.167515e-09,5.837577e-10
1.667200e-10,1.437562e-10,1.430499e-04,1.165296e-09,5.826482e-10
1.667300e-10,1.434830e-10,1.430499e-04,1.163081e-09,5.815407e-10
1.667400e-10,1.432103e-10,1.430499e-04,1.160871e-09,5.804354e-10
1.667500e-10,1.429380e-10,1.430499e-04,1.158664e-09,5.793322e-10
1.667600e-10,1.426664e-10,1.430499e-04,1.156462e-09,5.782311e-10
1.667700e-10,1.423952e-10,1.430499e-04,1.154264e-09,5.771320e-10
1.667800e-10,1.421246e-10,1.430499e-04,1.152070e-09,5.760350e-10
1.667900e-10,1.418543e-10,1.430499e-04,1.149880e-09,5.749402e-10
1.668000e-10,1.415848e-10,1.430499e-04,1.147695e-09,5.738474e-10
1.668100e-10,1.413158e-10,1.430499e-04,1.145513e-09,5.727567e-10
1.668200e-10,1.410471e-10,1.430499e-04,1.143336e-09,5.716681e-10
1.668300e-10,1.407790e-10,1.430499e-04,1.141163e-09,5.705815e-10
1.668400e-10,1.405114e-10,1.430499e-04,1.138994e-09,5.694970e-10
1.668500e-10,1.402444e-10,1.430499e-04,1.136829e-09,5.684146e-10
1.668600e-10,1.399778e-10,1.430499e-04,1.134668e-09,5.673342e-10
1.668700e-10,1.397117e-10,1.430499e-04,1.132512e-09,5.662559e-10
1.668800e-10,1.394462e-10,1.430499e-04,1.130359e-09,5.651796e-10
1.668900e-10,1.391812e-10,1.430499e-04,1.128211e-09,5.641054e-10
1.669000e-10,1.389167e-10,1.430499e-04,1.126066e-09,5.630332e-10
1.669100e-10,1.386525e-10,1.430499e-04,1.123926e-09,5.619630e-10
1.669200e-10,1.383891e-10,1.430499e-04,1.121790e-09,5.608949e-10
1.669300e-10,1.381260e-10,1.430499e-04,1.119658e-09,5.598288e-10
1.669400e-10,1.378634e-10,1.430499e-04,1.117530e-09,5.587648e-10
1.669500e-10,1.376015e-10,1.430499e-04,1.115405e-09,5.577027e-10
1.669600e-10,1.373399e-10,1.430499e-04,1.113285e-09,5.566427e-10
1.669700e-10,1.370788e-10,1.430499e-04,1.111169e-09,5.555847e-10
1.669800e-10,1.368183e-10,1.430499e-04,1.109057e-09,5.545287e-10
1.669900e-10,1.365583e-10,1.430499e-04,1.106950e-09,5.534748e-10
1.670000e-10,1.362988e-10,1.430499e-04,1.104846e-09,5.524228e-10
1.670100e-10,1.360397e-10,1.430499e-04,1.102746e-09,5.513728e-10
1.670200e-10,1.357810e-10,1.430499e-04,1.100650e-09,5.503248e-10
1.670300e-10,1.355231e-10,1.430499e-04,1.098558e-09,5.492788e-10
1.670400e-10,1.352655e-10,1.430499e-04,1.096470e-09,5.482348e-10
1.670500e-10,1.350084e-10,1.430499e-04,1.094386e-09,5.471928e-10
1.670600e-10,1.347517e-10,1.430499e-04,1.092306e-09,5.461528e-10
1.670700e-10,1.344955e-10,1.430499e-04,1.090229e-09,5.451147e-10
1.670800e-10,1.342401e-10,1.430499e-04,1.088157e-09,5.440786e-10
1.670900e-10,1.339849e-10,1.430499e-04,1.086089e-09,5.430445e-10
1.671000e-10,1.337301e-10,1.430499e-04,1.084025e-09,5.420123e-10
1.671100e-10,1.334760e-10,1.430499e-04,1.081964e-09,5.409821e-10
1.671200e-10,1.332223e-10,1.430499e-04,1.079908e-09,5.399539e-10
1.671300e-10,1.329691e-10,1.430499e-04,1.077855e-09,5.389276e-10
1.671400e-10,1.327162e-10,1.430499e-04,1.075807e-09,5.379033e-10
1.671500e-10,1.324641e-10,1.430499e-04,1.073762e-09,5.368809e-10
1.671600e-10,1.322123e-10,1.430499e-04,1.071721e-09,5.358604e-10
1.671700e-10,1.319611e-10,1.430499e-04,1.069684e-09,5.348419e-10
1.671800e-10,1.317102e-10,1.430499e-04,1.067651e-09,5.338254e-10
1.671900e-10,1.314599e-10,1.430499e-04,1.065621e-09,5.328107e-10
1.672000e-10,1.312100e-10,1.430499e-04,1.063596e-09,5.317980e-10
1.672100e-10,1.309606e-10,1.430499e-04,1.061575e-09,5.307873e-10
1.672200e-10,1.307118e-10,1.430499e-04,1.059557e-09,5.297784e-10
1.672300e-10,1.304632e-10,1.430499e-04,1.057543e-09,5.287715e-10
1.672400e-10,1.302153e-10,1.430499e-04,1.055533e-09,5.277664e-10
1.672500e-10,1.299678e-10,1.430499e-04,1.053527e-09,5.267633e-10
1.672600e-10,1.297207e-10,1.430499e-04,1.051524e-09,5.257621e-10
1.672700e-10,1.294743e-10,1.430499e-04,1.049526e-09,5.247628e-10
1.672800e-10,1.292280e-10,1.430499e-04,1.047531e-09,5.237654e-10
1.672900e-10,1.289826e-10,1.430499e-04,1.045540e-09,5.227699e-10
1.673000e-10,1.287372e-10,1.430499e-04,1.043552e-09,5.217762e-10
1.673100e-10,1.284927e-10,1.430499e-04,1.041569e-09,5.207845e-10
1.673200e-10,1.282484e-10,1.430499e-04,1.039589e-09,5.197947e-10
1.673300e-10,1.280047e-10,1.430499e-04,1.037613e-09,5.188067e-10
1.673400e-10,1.277614e-10,1.430499e-04,1.035641e-09,5.178206e-10
1.673500e-10,1.275185e-10,1.430499e-04,1.033673e-09,5.168364e-10
1.673600e-10,1.272762e-10,1.430499e-04,1.031708e-09,5.158541e-10
1.673700e-10,1.270342e-10,1.430499e-04,1.029747e-09,5.148736e-10
1.673800e-10,1.267927e-10,1.430499e-04,1.027790e-09,5.138950e-10
1.673900e-10,1.265518e-10,1.430499e-04,1.025836e-09,5.129182e-10
1.674000e-10,1.263112e-10,1.430499e-04,1.023887e-09,5.119433e-10
1.674100e-10,1.260712e-10,1.430499e-04,1.021941e-09,5.109703e-10
1.674200e-10,1.258315e-10,1.430499e-04,1.019998e-09,5.099991e-10
1.674300e-10,1.255924e-10,1.430499e-04,1.018059e-09,5.090297e-10
1.674400e-10,1.253537e-10,1.430499e-04,1.016124e-09,5.080622e-10
1.674500e-10,1.251155e-10,1.430499e-04,1.014193e-09,5.070966e-10
1.674600e-10,1.248776e-10,1.430499e-04,1.012265e-09,5.061327e-10
1.674700e-10,1.246403e-10,1.430499e-04,1.010341e-09,5.051707e-10
1.674800e-10,1.244034e-10,1.430499e-04,1.008421e-09,5.042106e-10
1.674900e-10,1.241669e-10,1.430499e-04,1.006504e-09,5.032522e-10
1.675000e-10,1.239309e-10,1.430499e-04,1.004591e-09,5.022957e-10
1.675100e-10,1.236954e-10,1.430499e-04,1.002682e-09,5.013410e-10
1.675200e-10,1.234602e-10,1.430499e-04,1.000776e-09,5.003881e-10
1.675300e-10,1.232255e-10,1.430499e-04,9.988741e-10,4.994371e-10
1.675400e-10,1.229915e-10,1.430499e-04,9.969756e-10,4.984878e-10
1.675500e-10,1.227576e-10,1.430499e-04,9.950807e-10,4.975403e-10
1.675600e-10,1.225243e-10,1.430499e-04,9.931893e-10,4.965947e-10
1.675700e-10,1.222915e-10,1.430499e-04,9.913016e-10,4.956508e-10
1.675800e-10,1.220590e-10,1.430499e-04,9.894174e-10,4.947087e-10
1.675900e-10,1.218271e-10,1.430499e-04,9.875369e-10,4.937684e-10
1.676000e-10,1.215955e-10,1.430499e-04,9.856599e-10,4.928299e-10
1.676100e-10,1.213643e-10,1.430499e-04,9.837864e-10,4.918932e-10
1.676200e-10,1.211337e-10,1.430498e-04,9.819165e-10,4.909583e-10
1.676300e-10,1.209034e-10,1.430498e-04,9.800502e-10,4.900251e-10
1.676400e-10,1.206736e-10,1.430498e-04,9.781874e-10,4.890937e-10
1.676500e-10,1.204443e-10,1.430498e-04,9.763282e-10,4.881641e-10
1.676600e-10,1.202153e-10,1.430498e-04,9.744725e-10,4.872362e-10
1.676700e-10,1.199869e-10,1.430498e-04,9.726203e-10,4.863101e-10
1.676800e-10,1.197587e-10,1.430498e-04,9.707716e-10,4.853858e-10
1.676900e-10,1.195311e-10,1.430498e-04,9.689265e-10,4.844633e-10
1.677000e-10,1.193040e-10,1.430498e-04,9.670849e-10,4.835424e-10
1.677100e-10,1.190772e-10,1.430498e-04,9.652468e-10,4.826234e-10
1.677200e-10,1.188509e-10,1.430498e-04,9.634121e-10,4.817061e-10
1.677300e-10,1.186249e-10,1.430498e-04,9.615810e-10,4.807905e-10
1.677400e-10,1.183996e-10,1.430498e-04,9.597534e-10,4.798767e-10
1.677500e-10,1.181744e-10,1.430498e-04,9.579292e-10,4.789646e-10
1.677600e-10,1.179498e-10,1.430498e-04,9.561085e-10,4.780542e-10
1.677700e-10,1.177257e-10,1.430498e-04,9.542912e-10,4.771456e-10
1.677800e-10,1.175019e-10,1.430498e-04,9.524774e-10,4.762387e-10
1.677900e-10,1.172787e-10,1.430498e-04,9.506671e-10,4.753335e-10
1.678000e-10,1.170556e-10,1.430498e-04,9.488602e-10,4.744301e-10
1.678100e-10,1.168333e-10,1.430498e-04,9.470567e-10,4.735283e-10
1.678200e-10,1.166110e-10,1.430498e-04,9.452566e-10,4.726283e-10
1.678300e-10,1.163896e-10,1.430498e-04,9.434600e-10,4.717300e-10
1.678400e-10,1.161681e-10,1.430498e-04,9.416667e-10,4.708334e-10
1.678500e-10,1.159475e-10,1.430498e-04,9.398769e-10,4.699385e-10
1.678600e-10,1.157271e-10,1.430498e-04,9.380905e-10,4.690453e-10
1.678700e-10,1.155072e-10,1.430498e-04,9.363075e-10,4.681538e-10
1.678800e-10,1.152876e-10,1.430498e-04,9.345279e-10,4.672639e-10
1.678900e-10,1.150685e-10,1.430498e-04,9.327517e-10,4.663758e-10
1.679000e-10,1.148498e-10,1.430498e-04,9.309788e-10,4.654894e-10
1.679100e-10,1.146315e-10,1.430498e-04,9.292093e-10,4.646047e-10
1.679200e-10,1.144136e-10,1.430498e-04,9.274432e-10,4.637216e-10
1.679300e-10,1.141961e-10,1.430498e-04,9.256804e-10,4.628402e-10
1.679400e-10,1.139790e-10,1.430498e-04,9.239210e-10,4.619605e-10
1.679500e-10,1.137625e-10,1.430498e-04,9.221650e-10,4.610825e-10
1.679600e-10,1.135462e-10,1.430498e-04,9.204122e-10,4.602061e-10
1.679700e-10,1.133304e-10,1.430498e-04,9.186628e-10,4.593314e-10
1.679800e-10,1.131150e-10,1.430498e-04,9.169167e-10,4.584583e-10
1.679900e-10,1.129000e-10,1.430498e-04,9.151739e-10,4.575870e-10
1.680000e-10,1.126854e-10,1.430498e-04,9.134345e-10,4.567172e-10
1.680100e-10,1.124712e-10,1.430498e-04,9.116983e-10,4.558492e-10
1.680200e-10,1.122574e-10,1.430498e-04,9.099654e-10,4.549827e-10
1.680300e-10,1.120441e-10,1.430498e-04,9.082359e-10,4.541180e-10
1.680400e-10,1.118312e-10,1.430498e-04,9.065096e-10,4.532548e-10
1.680500e-10,1.116185e-10,1.430498e-04,9.047866e-10,4.523933e-10
1.680600e-10,1.114064e-10,1.430498e-04,9.030669e-10,4.515335e-10
1.680700e-10,1.111947e-10,1.430498e-04,9.013505e-10,4.506752e-10
1.680800e-10,1.109833e-10,1.430498e-04,8.996373e-10,4.498187e-10
1.680900e-10,1.107724e-10,1.430498e-04,8.979274e-10,4.489637e-10
1.681000e-10,1.105619e-10,1.430498e-04,8.962207e-10,4.481104e-10
1.681100e-10,1.103517e-10,1.430498e-04,8.945173e-10,4.472586e-10
1.681200e-10,1.101420e-10,1.430498e-04,8.928171e-10,4.464086e-10
1.681300e-10,1.099326e-10,1.430498e-04,8.911201e-10,4.455601e-10
1.681400e-10,1.097237e-10,1.430498e-04,8.894264e-10,4.447132e-10
1.681500e-10,1.095152e-10,1.430498e-04,8.877359e-10,4.438680e-10
1.681600e-10,1.093069e-10,1.430498e-04,8.860486e-10,4.430243e-10
1.681700e-10,1.090993e-10,1.430498e-04,8.843645e-10,4.421823e-10
1.681800e-10,1.088919e-10,1.430498e-04,8.826836e-10,4.413418e-10
1.681900e-10,1.086848e-10,1.430498e-04,8.810059e-10,4.405030e-10
1.682000e-10,1.084783e-10,1.430498e-04,8.793314e-10,4.396657e-10
1.682100e-10,1.082721e-10,1.430498e-04,8.776601e-10,4.388300e-10
1.682200e-10,1.080663e-10,1.430498e-04,8.759919e-10,4.379960e-10
1.682300e-10,1.078609e-10,1.430498e-04,8.743269e-10,4.371635e-10
1.682400e-10,1.076559e-10,1.430498e-04,8.726651e-10,4.363325e-10
1.682500e-10,1.074513e-10,1.430498e-04,8.710064e-10,4.355032e-10
1.682600e-10,1.072471e-10,1.430498e-04,8.693509e-10,4.346754e-10
1.682700e-10,1.070432e-10,1.430498e-04,8.676985e-10,4.338493e-10
1.682800e-10,1.068398e-10,1.430498e-04,8.660493e-10,4.330246e-10
1.682900e-10,1.066367e-10,1.430498e-04,8.644032e-10,4.322016e-10
1.683000e-10,1.064340e-10,1.430498e-04,8.627603e-10,4.313801e-10
1.683100e-10,1.062318e-10,1.430498e-04,8.611204e-10,4.305602e-10
1.683200e-10,1.060298e-10,1.430498e-04,8.594837e-10,4.297418e-10
1.683300e-10,1.058283e-10,1.430498e-04,8.578501e-10,4.289251e-10
1.683400e-10,1.056270e-10,1.430498e-04,8.562196e-10,4.281098e-10
1.683500e-10,1.054263e-10,1.430498e-04,8.545922e-10,4.272961e-10
1.683600e-10,1.052260e-10,1.430498e-04,8.529679e-10,4.264840e-10
1.683700e-10,1.050259e-10,1.430498e-04,8.513467e-10,4.256734e-10
1.683800e-10,1.048264e-10,1.430498e-04,8.497286e-10,4.248643e-10
1.683900e-10,1.046271e-10,1.430498e-04,8.481135e-10,4.240568e-10
1.684000e-10,1.044283e-10,1.430498e-04,8.465015e-10,4.232507e-10
1.684100e-10,1.042297e-10,1.430498e-04,8.448926e-10,4.224463e-10
1.684200e-10,1.040317e-10,1.430498e-04,8.432867e-10,4.216433e-10
1.684300e-10,1.038338e-10,1.430498e-04,8.416838e-10,4.208419e-10
1.684400e-10,1.036366e-10,1.430498e-04,8.400841e-10,4.200420e-10
1.684500e-10,1.034395e-10,1.430498e-04,8.384873e-10,4.192437e-10
1.684600e-10,1.032430e-10,1.430498e-04,8.368936e-10,4.184468e-10
1.684700e-10,1.030467e-10,1.430498e-04,8.353030e-10,4.176515e-10
1.684800e-10,1.028508e-10,1.430498e-04,8.337154e-10,4.168577e-10
1.684900e-10,1.026555e-10,1.430498e-04,8.321308e-10,4.160654e-10
1.685000e-10,1.024603e-10,1.430498e-04,8.305492e-10,4.152746e-10
1.685100e-10,1.022655e-10,1.430498e-04,8.289705e-10,4.144853e-10
1.685200e-10,1.020711e-10,1.430498e-04,8.273949e-10,4.136974e-10
1.685300e-10,1.018771e-10,1.430498e-04,8.258223e-10,4.129112e-10
1.685400e-10,1.016835e-10,1.430498e-04,8.242527e-10,4.121263e-10
1.685500e-10,1.014903e-10,1.430498e-04,8.226860e-10,4.113430e-10
1.685600e-10,1.012973e-10,1.430498e-04,8.211223e-10,4.105612e-10
1.685700e-10,1.011049e-10,1.430498e-04,8.195617e-10,4.097808e-10
1.685800e-10,1.009126e-10,1.430498e-04,8.180039e-10,4.090020e-10
1.685900e-10,1.007208e-10,1.430498e-04,8.164492e-10,4.082246e-10
1.686000e-10,1.005294e-10,1.430498e-04,8.148974e-10,4.074487e-10
1.686100e-10,1.003384e-10,1.430498e-04,8.133485e-10,4.066743e-10
1.686200e-10,1.001476e-10,1.430498e-04,8.118026e-10,4.059013e-10
1.686300e-10,9.995730e-11,1.430498e-04,8.102596e-10,4.051298e-10
1.686400e-10,9.976726e-11,1.430498e-04,8.087196e-10,4.043598e-10
1.686500e-10,9.957768e-11,1.430498e-04,8.071825e-10,4.035912e-10
1.686600e-10,9.938846e-11,1.430498e-04,8.056483e-10,4.028241e-10
1.686700e-10,9.919944e-11,1.430498e-04,8.041170e-10,4.020585e-10
1.686800e-10,9.901094e-11,1.430498e-04,8.025886e-10,4.012943e-10
1.686900e-10,9.882276e-11,1.430498e-04,8.010631e-10,4.005316e-10
1.687000e-10,9.863492e-11,1.430498e-04,7.995406e-10,3.997703e-10
1.687100e-10,9.844744e-11,1.430498e-04,7.980209e-10,3.990105e-10
1.687200e-10,9.826039e-11,1.430498e-04,7.965041e-10,3.982521e-10
1.687300e-10,9.807357e-11,1.430498e-04,7.949902e-10,3.974951e-10
1.687400e-10,9.788712e-11,1.430498e-04,7.934792e-10,3.967396e-10
1.687500e-10,9.770112e-11,1.430498e-04,7.919710e-10,3.959855e-10
1.687600e-10,9.751541e-11,1.430498e-04,7.904657e-10,3.952329e-10
1.687700e-10,9.733012e-11,1.430498e-04,7.889633e-10,3.944817e-10
1.687800e-10,9.714498e-11,1.430498e-04,7.874638e-10,3.937319e-10
1.687900e-10,9.696049e-11,1.430498e-04,7.859670e-10,3.929835e-10
1.688000e-10,9.677619e-11,1.430498e-04,7.844732e-10,3.922366e-10
1.688100e-10,9.659217e-11,1.430498e-04,7.829821e-10,3.914911e-10
1.688200e-10,9.640866e-11,1.430498e-04,7.814940e-10,3.907470e-10
1.688300e-10,9.622536e-11,1.430498e-04,7.800086e-10,3.900043e-10
1.688400e-10,9.604253e-11,1.430498e-04,7.785261e-10,3.892630e-10
1.688500e-10,9.585988e-11,1.430498e-04,7.770463e-10,3.885232e-10
1.688600e-10,9.567771e-11,1.430498e-04,7.755694e-10,3.877847e-10
1.688700e-10,9.549591e-11,1.430498e-04,7.740953e-10,3.870477e-10
1.688800e-10,9.531434e-11,1.430498e-04,7.726240e-10,3.863120e-10
1.688900e-10,9.513316e-11,1.430498e-04,7.711555e-10,3.855777e-10
1.689000e-10,9.495241e-11,1.430498e-04,7.696897e-10,3.848449e-10
1.689100e-10,9.477196e-11,1.430498e-04,7.682268e-10,3.841134e-10
1.689200e-10,9.459184e-11,1.430498e-04,7.667667e-10,3.833833e-10
1.689300e-10,9.441191e-11,1.430498e-04,7.653093e-10,3.826547e-10
1.689400e-10,9.423259e-11,1.430498e-04,7.638547e-10,3.819273e-10
1.689500e-10,9.405340e-11,1.430498e-04,7.624029e-10,3.812014e-10
1.689600e-10,9.387475e-11,1.430498e-04,7.609538e-10,3.804769e-10
1.689700e-10,9.369623e-11,1.430498e-04,7.595074e-10,3.797537e-10
1.689800e-10,9.351820e-11,1.430498e-04,7.580638e-10,3.790319e-10
1.689900e-10,9.334036e-11,1.430498e-04,7.566230e-10,3.783115e-10
1.690000e-10,9.316310e-11,1.430498e-04,7.551849e-10,3.775925e-10
1.690100e-10,9.298586e-11,1.430498e-04,7.537496e-10,3.768748e-10
1.690200e-10,9.280923e-11,1.430498e-04,7.523169e-10,3.761585e-10
1.690300e-10,9.263282e-11,1.430498e-04,7.508870e-10,3.754435e-10
1.690400e-10,9.245671e-11,1.430498e-04,7.494598e-10,3.747299e-10
1.690500e-10,9.228106e-11,1.430498e-04,7.480353e-10,3.740177e-10
1.690600e-10,9.210559e-11,1.430498e-04,7.466136e-10,3.733068e-10
1.690700e-10,9.193051e-11,1.430498e-04,7.451945e-10,3.725973e-10
1.690800e-10,9.175584e-11,1.430498e-04,7.437781e-10,3.718891e-10
1.690900e-10,9.158132e-11,1.430498e-04,7.423644e-10,3.711822e-10
1.691000e-10,9.140733e-11,1.430498e-04,7.409534e-10,3.704767e-10
1.691100e-10,9.123362e-11,1.430498e-04,7.395451e-10,3.697726e-10
1.691200e-10,9.106016e-11,1.430498e-04,7.381395e-10,3.690697e-10
1.691300e-10,9.088719e-11,1.430498e-04,7.367365e-10,3.683683e-10
1.691400e-10,9.071436e-11,1.430498e-04,7.353362e-10,3.676681e-10
1.691500e-10,9.054201e-11,1.430498e-04,7.339385e-10,3.669693e-10
1.691600e-10,9.036992e-11,1.430498e-04,7.325436e-10,3.662718e-10
1.691700e-10,9.019811e-11,1.430498e-04,7.311512e-10,3.655756e-10
1.691800e-10,9.002664e-11,1.430498e-04,7.297615e-10,3.648808e-10
1.691900e-10,8.985556e-11,1.430498e-04,7.283745e-10,3.641872e-10
1.692000e-10,8.968474e-11,1.430498e-04,7.269901e-10,3.634950e-10
1.692100e-10,8.951431e-11,1.430498e-04,7.256083e-10,3.628042e-10
1.692200e-10,8.934421e-11,1.430498e-04,7.242292e-10,3.621146e-10
1.692300e-10,8.917435e-11,1.430498e-04,7.228527e-10,3.614263e-10
1.692400e-10,8.900494e-11,1.430498e-04,7.214788e-10,3.607394e-10
1.692500e-10,8.883578e-11,1.430498e-04,7.201075e-10,3.600537e-10
1.692600e-10,8.866677e-11,1.430498e-04,7.187388e-10,3.593694e-10
1.692700e-10,8.849831e-11,1.430498e-04,7.173726e-10,3.586863e-10
1.692800e-10,8.833017e-11,1.430498e-04,7.160092e-10,3.580046e-10
1.692900e-10,8.816223e-11,1.430498e-04,7.146482e-10,3.573241e-10
1.693000e-10,8.799462e-11,1.430498e-04,7.132899e-10,3.566449e-10
1.693100e-10,8.782742e-11,1.430498e-04,7.119342e-10,3.559671e-10
1.693200e-10,8.766049e-11,1.430498e-04,7.105810e-10,3.552905e-10
1.693300e-10,8.749383e-11,1.430498e-04,7.092304e-10,3.546152e-10
1.693400e-10,8.732755e-11,1.430498e-04,7.078824e-10,3.539412e-10
1.693500e-10,8.716170e-11,1.430498e-04,7.065370e-10,3.532685e-10
1.693600e-10,8.699580e-11,1.430498e-04,7.051941e-10,3.525970e-10
1.693700e-10,8.683058e-11,1.430498e-04,7.038537e-10,3.519268e-10
1.693800e-10,8.666551e-11,1.430498e-04,7.025159e-10,3.512579e-10
1.693900e-10,8.650084e-11,1.430498e-04,7.011806e-10,3.505903e-10
1.694000e-10,8.633644e-11,1.430498e-04,6.998479e-10,3.499239e-10
1.694100e-10,8.617226e-11,1.430498e-04,6.985177e-10,3.492589e-10
1.694200e-10,8.600854e-11,1.430498e-04,6.971901e-10,3.485950e-10
1.694300e-10,8.584510e-11,1.430498e-04,6.958650e-10,3.479325e-10
1.694400e-10,8.568192e-11,1.430498e-04,6.945424e-10,3.472712e-10
1.694500e-10,8.551894e-11,1.430498e-04,6.932223e-10,3.466111e-10
1.694600e-10,8.535654e-11,1.430498e-04,6.919047e-10,3.459523e-10
1.694700e-10,8.519424e-11,1.430498e-04,6.905896e-10,3.452948e-10
1.694800e-10,8.503230e-11,1.430498e-04,6.892770e-10,3.446385e-10
1.694900e-10,8.487068e-11,1.430498e-04,6.879669e-10,3.439835e-10
1.695000e-10,8.470942e-11,1.430498e-04,6.866593e-10,3.433296e-10
1.695100e-10,8.454839e-11,1.430498e-04,6.853541e-10,3.426771e-10
1.695200e-10,8.438772e-11,1.430498e-04,6.840515e-10,3.420258e-10
1.695300e-10,8.422722e-11,1.430498e-04,6.827513e-10,3.413757e-10
1.695400e-10,8.406729e-11,1.430498e-04,6.814537e-10,3.407268e-10
1.695500e-10,8.390743e-11,1.430498e-04,6.801584e-10,3.400792e-10
1.695600e-10,8.374794e-11,1.430498e-04,6.788657e-10,3.394328e-10
1.695700e-10,8.358876e-11,1.430498e-04,6.775754e-10,3.387877e-10
1.695800e-10,8.342982e-11,1.430498e-04,6.762875e-10,3.381438e-10
1.695900e-10,8.327136e-11,1.430498e-04,6.750021e-10,3.375011e-10
1.696000e-10,8.311299e-11,1.430498e-04,6.737192e-10,3.368596e-10
1.696100e-10,8.295512e-11,1.430498e-04,6.724386e-10,3.362193e-10
1.696200e-10,8.279730e-11,1.430498e-04,6.711605e-10,3.355803e-10
1.696300e-10,8.264016e-11,1.430498e-04,6.698849e-10,3.349424e-10
1.696400e-10,8.248298e-11,1.430498e-04,6.686116e-10,3.343058e-10
1.696500e-10,8.232620e-11,1.430498e-04,6.673408e-10,3.336704e-10
1.696600e-10,8.216967e-11,1.430498e-04,6.660724e-10,3.330362e-10
1.696700e-10,8.201356e-11,1.430498e-04,6.648064e-10,3.324032e-10
1.696800e-10,8.185773e-11,1.430498e-04,6.635428e-10,3.317714e-10
1.696900e-10,8.170201e-11,1.430498e-04,6.622816e-10,3.311408e-10
1.697000e-10,8.154674e-11,1.430498e-04,6.610228e-10,3.305114e-10
1.697100e-10,8.139179e-11,1.430498e-04,6.597665e-10,3.298832e-10
1.697200e-10,8.123703e-11,1.430498e-04,6.585125e-10,3.292563e-10
1.697300e-10,8.108276e-11,1.430498e-04,6.572609e-10,3.286305e-10
1.697400e-10,8.092847e-11,1.430498e-04,6.560117e-10,3.280058e-10
1.697500e-10,8.077483e-11,1.430498e-04,6.547648e-10,3.273824e-10
1.697600e-10,8.062113e-11,1.430498e-04,6.535203e-10,3.267601e-10
1.697700e-10,8.046801e-11,1.430498e-04,6.522781e-10,3.261391e-10
1.697800e-10,8.031508e-11,1.430498e-04,6.510384e-10,3.255192e-10
1.697900e-10,8.016236e-11,1.430498e-04,6.498009e-10,3.249005e-10
