time,"P(A)","I(L1)","I(BS)","P(Q)"
5.383500e-11,1.043031e+00,1.411852e-08,1.945656e-08,1.042499e+00
5.385000e-11,1.043031e+00,1.411968e-08,1.945177e-08,1.042499e+00
5.386500e-11,1.043031e+00,1.412083e-08,1.944698e-08,1.042499e+00
5.388000e-11,1.043031e+00,1.412196e-08,1.944220e-08,1.042499e+00
5.389500e-11,1.043031e+00,1.412307e-08,1.943742e-08,1.042499e+00
5.391000e-11,1.043031e+00,1.412416e-08,1.943266e-08,1.042499e+00
5.392500e-11,1.043031e+00,1.412523e-08,1.942789e-08,1.042499e+00
5.394000e-11,1.043031e+00,1.412629e-08,1.942314e-08,1.042499e+00
5.395500e-11,1.043031e+00,1.412733e-08,1.941839e-08,1.042499e+00
5.397000e-11,1.043031e+00,1.412834e-08,1.941365e-08,1.042499e+00
5.398500e-11,1.043031e+00,1.412935e-08,1.940892e-08,1.042499e+00
5.400000e-11,1.043031e+00,1.413033e-08,1.940420e-08,1.042499e+00
5.401500e-11,1.043031e+00,1.413131e-08,1.939948e-08,1.042499e+00
5.403000e-11,1.043031e+00,1.413226e-08,1.939478e-08,1.042499e+00
5.404500e-11,1.043031e+00,1.413320e-08,1.939008e-08,1.042499e+00
5.406000e-11,1.043031e+00,1.413413e-08,1.938539e-08,1.042499e+00
5.407500e-11,1.043031e+00,1.413504e-08,1.938071e-08,1.042499e+00
5.409000e-11,1.043031e+00,1.413594e-08,1.937603e-08,1.042499e+00
5.410500e-11,1.043031e+00,1.413682e-08,1.937137e-08,1.042499e+00
5.412000e-11,1.043031e+00,1.413770e-08,1.936672e-08,1.042499e+00
5.413500e-11,1.043031e+00,1.413856e-08,1.936207e-08,1.042499e+00
5.415000e-11,1.043031e+00,1.413941e-08,1.935744e-08,1.042500e+00
5.416500e-11,1.043031e+00,1.414025e-08,1.935281e-08,1.042500e+00
5.418000e-11,1.043031e+00,1.414109e-08,1.934820e-08,1.042500e+00
5.419500e-11,1.043031e+00,1.414191e-08,1.934359e-08,1.042500e+00
5.421000e-11,1.043031e+00,1.414273e-08,1.933899e-08,1.042500e+00
5.422500e-11,1.043031e+00,1.414353e-08,1.933441e-08,1.042500e+00
5.424000e-11,1.043031e+00,1.414434e-08,1.932983e-08,1.042500e+00
5.425500e-11,1.043031e+00,1.414513e-08,1.932527e-08,1.042500e+00
5.427000e-11,1.043031e+00,1.414592e-08,1.932072e-08,1.042500e+00
5.428500e-11,1.043031e+00,1.414671e-08,1.931617e-08,1.042500e+00
5.430000e-11,1.043031e+00,1.414749e-08,1.931164e-08,1.042500e+00
5.431500e-11,1.043031e+00,1.414827e-08,1.930711e-08,1.042500e+00
5.433000e-11,1.043031e+00,1.414904e-08,1.930260e-08,1.042500e+00
5.434500e-11,1.043031e+00,1.414982e-08,1.929810e-08,1.042500e+00
5.436000e-11,1.043031e+00,1.415059e-08,1.929361e-08,1.042500e+00
5.437500e-11,1.043031e+00,1.415136e-08,1.928913e-08,1.042500e+00
5.439000e-11,1.043031e+00,1.415214e-08,1.928466e-08,1.042500e+00
5.440500e-11,1.043031e+00,1.415291e-08,1.928020e-08,1.042500e+00
5.442000e-11,1.043030e+00,1.415369e-08,1.927575e-08,1.042500e+00
5.443500e-11,1.043030e+00,1.415447e-08,1.927131e-08,1.042500e+00
5.445000e-11,1.043030e+00,1.415525e-08,1.926688e-08,1.042500e+00
5.446500e-11,1.043030e+00,1.415604e-08,1.926246e-08,1.042500e+00
5.448000e-11,1.043030e+00,1.415683e-08,1.925805e-08,1.042500e+00
5.449500e-11,1.043030e+00,1.415762e-08,1.925366e-08,1.042500e+00
5.451000e-11,1.043030e+00,1.415842e-08,1.924927e-08,1.042500e+00
5.452500e-11,1.043030e+00,1.415923e-08,1.924489e-08,1.042500e+00
5.454000e-11,1.043030e+00,1.416005e-08,1.924052e-08,1.042500e+00
5.455500e-11,1.043030e+00,1.416087e-08,1.923616e-08,1.042500e+00
5.457000e-11,1.043030e+00,1.416170e-08,1.923181e-08,1.042500e+00
5.458500e-11,1.043030e+00,1.416254e-08,1.922747e-08,1.042500e+00
5.460000e-11,1.043030e+00,1.416339e-08,1.922314e-08,1.042500e+00
5.461500e-11,1.043030e+00,1.416425e-08,1.921882e-08,1.042500e+00
5.463000e-11,1.043030e+00,1.416512e-08,1.921451e-08,1.042500e+00
5.464500e-11,1.043030e+00,1.416600e-08,1.921021e-08,1.042500e+00
5.466000e-11,1.043030e+00,1.416689e-08,1.920591e-08,1.042500e+00
5.467500e-11,1.043030e+00,1.416779e-08,1.920163e-08,1.042500e+00
5.469000e-11,1.043030e+00,1.416870e-08,1.919735e-08,1.042500e+00
5.470500e-11,1.043030e+00,1.416963e-08,1.919308e-08,1.042500e+00
5.472000e-11,1.043030e+00,1.417057e-08,1.918882e-08,1.042500e+00
5.473500e-11,1.043030e+00,1.417152e-08,1.918457e-08,1.042500e+00
5.475000e-11,1.043030e+00,1.417248e-08,1.918032e-08,1.042500e+00
5.476500e-11,1.043030e+00,1.417346e-08,1.917609e-08,1.042500e+00
5.478000e-11,1.043030e+00,1.417446e-08,1.917186e-08,1.042500e+00
5.479500e-11,1.043030e+00,1.417546e-08,1.916763e-08,1.042500e+00
5.481000e-11,1.043030e+00,1.417648e-08,1.916342e-08,1.042500e+00
5.482500e-11,1.043030e+00,1.417752e-08,1.915921e-08,1.042500e+00
5.484000e-11,1.043030e+00,1.417857e-08,1.915500e-08,1.042500e+00
5.485500e-11,1.043030e+00,1.417963e-08,1.915081e-08,1.042500e+00
5.487000e-11,1.043030e+00,1.418071e-08,1.914662e-08,1.042500e+00
5.488500e-11,1.043030e+00,1.418180e-08,1.914243e-08,1.042500e+00
5.490000e-11,1.043030e+00,1.418291e-08,1.913825e-08,1.042500e+00
5.491500e-11,1.043030e+00,1.418403e-08,1.913408e-08,1.042500e+00
5.493000e-11,1.043030e+00,1.418517e-08,1.912991e-08,1.042500e+00
5.494500e-11,1.043030e+00,1.418632e-08,1.912574e-08,1.042500e+00
5.496000e-11,1.043030e+00,1.418749e-08,1.912158e-08,1.042500e+00
5.497500e-11,1.043030e+00,1.418867e-08,1.911743e-08,1.042500e+00
5.499000e-11,1.043030e+00,1.418987e-08,1.911328e-08,1.042500e+00
5.500500e-11,1.043030e+00,1.419108e-08,1.910913e-08,1.042500e+00
5.502000e-11,1.043030e+00,1.419230e-08,1.910499e-08,1.042500e+00
5.503500e-11,1.043030e+00,1.419354e-08,1.910085e-08,1.042500e+00
5.505000e-11,1.043030e+00,1.419479e-08,1.909671e-08,1.042500e+00
5.506500e-11,1.043030e+00,1.419605e-08,1.909258e-08,1.042500e+00
5.508000e-11,1.043030e+00,1.419733e-08,1.908845e-08,1.042500e+00
5.509500e-11,1.043030e+00,1.419862e-08,1.908432e-08,1.042500e+00
5.511000e-11,1.043030e+00,1.419992e-08,1.908020e-08,1.042500e+00
5.512500e-11,1.043030e+00,1.420124e-08,1.907607e-08,1.042500e+00
5.514000e-11,1.043030e+00,1.420256e-08,1.907195e-08,1.042500e+00
5.515500e-11,1.043030e+00,1.420390e-08,1.906784e-08,1.042500e+00
5.517000e-11,1.043030e+00,1.420524e-08,1.906372e-08,1.042501e+00
5.518500e-11,1.043030e+00,1.420660e-08,1.905961e-08,1.042501e+00
5.520000e-11,1.043030e+00,1.420797e-08,1.905549e-08,1.042501e+00
5.521500e-11,1.043030e+00,1.420935e-08,1.905138e-08,1.042501e+00
5.523000e-11,1.043030e+00,1.421073e-08,1.904727e-08,1.042501e+00
5.524500e-11,1.043029e+00,1.421213e-08,1.904316e-08,1.042501e+00
5.526000e-11,1.043029e+00,1.421353e-08,1.903906e-08,1.042501e+00
5.527500e-11,1.043029e+00,1.421494e-08,1.903495e-08,1.042501e+00
5.529000e-11,1.043029e+00,1.421635e-08,1.903084e-08,1.042501e+00
5.530500e-11,1.043029e+00,1.421778e-08,1.902674e-08,1.042501e+00
5.532000e-11,1.043029e+00,1.421920e-08,1.902263e-08,1.042501e+00
5.533500e-11,1.043029e+00,1.422064e-08,1.901853e-08,1.042501e+00
5.535000e-11,1.043029e+00,1.422207e-08,1.901443e-08,1.042501e+00
5.536500e-11,1.043029e+00,1.422352e-08,1.901032e-08,1.042501e+00
5.538000e-11,1.043029e+00,1.422496e-08,1.900622e-08,1.042501e+00
5.539500e-11,1.043029e+00,1.422641e-08,1.900211e-08,1.042501e+00
5.541000e-11,1.043029e+00,1.422786e-08,1.899801e-08,1.042501e+00
5.542500e-11,1.043029e+00,1.422931e-08,1.899391e-08,1.042501e+00
5.544000e-11,1.043029e+00,1.423076e-08,1.898980e-08,1.042501e+00
5.545500e-11,1.043029e+00,1.423221e-08,1.898570e-08,1.042501e+00
5.547000e-11,1.043029e+00,1.423367e-08,1.898159e-08,1.042501e+00
5.548500e-11,1.043029e+00,1.423512e-08,1.897749e-08,1.042501e+00
5.550000e-11,1.043029e+00,1.423657e-08,1.897338e-08,1.042501e+00
5.551500e-11,1.043029e+00,1.423802e-08,1.896928e-08,1.042501e+00
5.553000e-11,1.043029e+00,1.423946e-08,1.896517e-08,1.042501e+00
5.554500e-11,1.043029e+00,1.424090e-08,1.896107e-08,1.042501e+00
5.556000e-11,1.043029e+00,1.424234e-08,1.895696e-08,1.042501e+00
5.557500e-11,1.043029e+00,1.424377e-08,1.895286e-08,1.042501e+00
5.559000e-11,1.043029e+00,1.424520e-08,1.894875e-08,1.042501e+00
5.560500e-11,1.043029e+00,1.424663e-08,1.894465e-08,1.042501e+00
5.562000e-11,1.043029e+00,1.424804e-08,1.894054e-08,1.042501e+00
5.563500e-11,1.043029e+00,1.424945e-08,1.893644e-08,1.042501e+00
5.565000e-11,1.043029e+00,1.425085e-08,1.893233e-08,1.042501e+00
5.566500e-11,1.043029e+00,1.425225e-08,1.892822e-08,1.042501e+00
5.568000e-11,1.043029e+00,1.425363e-08,1.892412e-08,1.042501e+00
5.569500e-11,1.043029e+00,1.425501e-08,1.892001e-08,1.042501e+00
5.571000e-11,1.043029e+00,1.425638e-08,1.891591e-08,1.042501e+00
5.572500e-11,1.043029e+00,1.425774e-08,1.891181e-08,1.042501e+00
5.574000e-11,1.043029e+00,1.425909e-08,1.890770e-08,1.042501e+00
5.575500e-11,1.043029e+00,1.426042e-08,1.890360e-08,1.042501e+00
5.577000e-11,1.043029e+00,1.426175e-08,1.889950e-08,1.042501e+00
5.578500e-11,1.043029e+00,1.426307e-08,1.889540e-08,1.042501e+00
5.580000e-11,1.043029e+00,1.426437e-08,1.889130e-08,1.042501e+00
5.581500e-11,1.043029e+00,1.426566e-08,1.888720e-08,1.042501e+00
5.583000e-11,1.043029e+00,1.426694e-08,1.888310e-08,1.042501e+00
5.584500e-11,1.043029e+00,1.426820e-08,1.887901e-08,1.042501e+00
5.586000e-11,1.043029e+00,1.426946e-08,1.887491e-08,1.042501e+00
5.587500e-11,1.043029e+00,1.427070e-08,1.887082e-08,1.042501e+00
5.589000e-11,1.043029e+00,1.427192e-08,1.886673e-08,1.042501e+00
5.590500e-11,1.043029e+00,1.427313e-08,1.886264e-08,1.042501e+00
5.592000e-11,1.043029e+00,1.427433e-08,1.885856e-08,1.042501e+00
5.593500e-11,1.043029e+00,1.427551e-08,1.885447e-08,1.042501e+00
5.595000e-11,1.043029e+00,1.427668e-08,1.885039e-08,1.042501e+00
5.596500e-11,1.043029e+00,1.427784e-08,1.884632e-08,1.042501e+00
5.598000e-11,1.043029e+00,1.427898e-08,1.884224e-08,1.042501e+00
5.599500e-11,1.043029e+00,1.428010e-08,1.883817e-08,1.042501e+00
5.601000e-11,1.043029e+00,1.428121e-08,1.883410e-08,1.042501e+00
5.602500e-11,1.043029e+00,1.428231e-08,1.883004e-08,1.042501e+00
5.604000e-11,1.043029e+00,1.428339e-08,1.882597e-08,1.042501e+00
5.605500e-11,1.043029e+00,1.428446e-08,1.882192e-08,1.042501e+00
5.607000e-11,1.043029e+00,1.428551e-08,1.881786e-08,1.042501e+00
5.608500e-11,1.043029e+00,1.428654e-08,1.881381e-08,1.042501e+00
5.610000e-11,1.043029e+00,1.428757e-08,1.880977e-08,1.042501e+00
5.611500e-11,1.043029e+00,1.428857e-08,1.880573e-08,1.042501e+00
5.613000e-11,1.043029e+00,1.428956e-08,1.880169e-08,1.042501e+00
5.614500e-11,1.043029e+00,1.429054e-08,1.879766e-08,1.042501e+00
5.616000e-11,1.043029e+00,1.429151e-08,1.879363e-08,1.042501e+00
5.617500e-11,1.043029e+00,1.429246e-08,1.878961e-08,1.042501e+00
5.619000e-11,1.043029e+00,1.429339e-08,1.878560e-08,1.042501e+00
5.620500e-11,1.043029e+00,1.429432e-08,1.878159e-08,1.042501e+00
5.622000e-11,1.043029e+00,1.429523e-08,1.877758e-08,1.042501e+00
5.623500e-11,1.043029e+00,1.429612e-08,1.877359e-08,1.042501e+00
5.625000e-11,1.043029e+00,1.429701e-08,1.876959e-08,1.042501e+00
5.626500e-11,1.043029e+00,1.429788e-08,1.876561e-08,1.042501e+00
5.628000e-11,1.043029e+00,1.429874e-08,1.876163e-08,1.042501e+00
5.629500e-11,1.043029e+00,1.429958e-08,1.875766e-08,1.042501e+00
5.631000e-11,1.043029e+00,1.430042e-08,1.875369e-08,1.042501e+00
5.632500e-11,1.043029e+00,1.430124e-08,1.874973e-08,1.042501e+00
5.634000e-11,1.043029e+00,1.430206e-08,1.874578e-08,1.042501e+00
5.635500e-11,1.043029e+00,1.430286e-08,1.874183e-08,1.042501e+00
5.637000e-11,1.043029e+00,1.430366e-08,1.873789e-08,1.042501e+00
5.638500e-11,1.043029e+00,1.430444e-08,1.873396e-08,1.042501e+00
5.640000e-11,1.043029e+00,1.430522e-08,1.873003e-08,1.042501e+00
5.641500e-11,1.043029e+00,1.430598e-08,1.872612e-08,1.042502e+00
5.643000e-11,1.043029e+00,1.430674e-08,1.872221e-08,1.042502e+00
5.644500e-11,1.043029e+00,1.430750e-08,1.871830e-08,1.042502e+00
5.646000e-11,1.043029e+00,1.430824e-08,1.871441e-08,1.042502e+00
5.647500e-11,1.043029e+00,1.430898e-08,1.871052e-08,1.042502e+00
5.649000e-11,1.043029e+00,1.430971e-08,1.870665e-08,1.042502e+00
5.650500e-11,1.043029e+00,1.431044e-08,1.870277e-08,1.042502e+00
5.652000e-11,1.043029e+00,1.431116e-08,1.869891e-08,1.042502e+00
5.653500e-11,1.043029e+00,1.431187e-08,1.869506e-08,1.042502e+00
5.655000e-11,1.043029e+00,1.431259e-08,1.869121e-08,1.042502e+00
5.656500e-11,1.043029e+00,1.431330e-08,1.868737e-08,1.042502e+00
5.658000e-11,1.043029e+00,1.431400e-08,1.868354e-08,1.042502e+00
5.659500e-11,1.043029e+00,1.431471e-08,1.867972e-08,1.042502e+00
5.661000e-11,1.043029e+00,1.431541e-08,1.867590e-08,1.042502e+00
5.662500e-11,1.043029e+00,1.431611e-08,1.867210e-08,1.042502e+00
5.664000e-11,1.043029e+00,1.431681e-08,1.866830e-08,1.042502e+00
5.665500e-11,1.043029e+00,1.431751e-08,1.866451e-08,1.042502e+00
5.667000e-11,1.043029e+00,1.431821e-08,1.866073e-08,1.042502e+00
5.668500e-11,1.043029e+00,1.431891e-08,1.865696e-08,1.042502e+00
5.670000e-11,1.043029e+00,1.431961e-08,1.865319e-08,1.042502e+00
5.671500e-11,1.043029e+00,1.432031e-08,1.864943e-08,1.042502e+00
5.673000e-11,1.043028e+00,1.432102e-08,1.864569e-08,1.042502e+00
5.674500e-11,1.043028e+00,1.432172e-08,1.864194e-08,1.042502e+00
5.676000e-11,1.043028e+00,1.432243e-08,1.863821e-08,1.042502e+00
5.677500e-11,1.043028e+00,1.432315e-08,1.863449e-08,1.042502e+00
5.679000e-11,1.043028e+00,1.432387e-08,1.863077e-08,1.042502e+00
5.680500e-11,1.043028e+00,1.432459e-08,1.862706e-08,1.042502e+00
5.682000e-11,1.043028e+00,1.432532e-08,1.862336e-08,1.042502e+00
5.683500e-11,1.043028e+00,1.432605e-08,1.861966e-08,1.042502e+00
5.685000e-11,1.043028e+00,1.432679e-08,1.861598e-08,1.042502e+00
5.686500e-11,1.043028e+00,1.432754e-08,1.861230e-08,1.042502e+00
5.688000e-11,1.043028e+00,1.432829e-08,1.860863e-08,1.042502e+00
5.689500e-11,1.043028e+00,1.432905e-08,1.860496e-08,1.042502e+00
5.691000e-11,1.043028e+00,1.432982e-08,1.860130e-08,1.042502e+00
5.692500e-11,1.043028e+00,1.433059e-08,1.859765e-08,1.042502e+00
5.694000e-11,1.043028e+00,1.433137e-08,1.859401e-08,1.042502e+00
5.695500e-11,1.043028e+00,1.433216e-08,1.859037e-08,1.042502e+00
5.697000e-11,1.043028e+00,1.433296e-08,1.858674e-08,1.042502e+00
5.698500e-11,1.043028e+00,1.433377e-08,1.858312e-08,1.042502e+00
5.700000e-11,1.043028e+00,1.433459e-08,1.857950e-08,1.042502e+00
5.701500e-11,1.043028e+00,1.433541e-08,1.857589e-08,1.042502e+00
5.703000e-11,1.043028e+00,1.433625e-08,1.857229e-08,1.042502e+00
5.704500e-11,1.043028e+00,1.433709e-08,1.856869e-08,1.042502e+00
5.706000e-11,1.043028e+00,1.433795e-08,1.856510e-08,1.042502e+00
5.707500e-11,1.043028e+00,1.433881e-08,1.856151e-08,1.042502e+00
5.709000e-11,1.043028e+00,1.433969e-08,1.855793e-08,1.042502e+00
5.710500e-11,1.043028e+00,1.434058e-08,1.855435e-08,1.042502e+00
5.712000e-11,1.043028e+00,1.434147e-08,1.855078e-08,1.042502e+00
5.713500e-11,1.043028e+00,1.434238e-08,1.854722e-08,1.042502e+00
5.715000e-11,1.043028e+00,1.434330e-08,1.854365e-08,1.042502e+00
5.716500e-11,1.043028e+00,1.434423e-08,1.854010e-08,1.042502e+00
5.718000e-11,1.043028e+00,1.434517e-08,1.853655e-08,1.042502e+00
5.719500e-11,1.043028e+00,1.434612e-08,1.853300e-08,1.042502e+00
5.721000e-11,1.043028e+00,1.434708e-08,1.852946e-08,1.042502e+00
5.722500e-11,1.043028e+00,1.434805e-08,1.852592e-08,1.042502e+00
5.724000e-11,1.043028e+00,1.434903e-08,1.852238e-08,1.042502e+00
5.725500e-11,1.043028e+00,1.435002e-08,1.851885e-08,1.042502e+00
5.727000e-11,1.043028e+00,1.435103e-08,1.851533e-08,1.042502e+00
5.728500e-11,1.043028e+00,1.435204e-08,1.851180e-08,1.042502e+00
5.730000e-11,1.043028e+00,1.435306e-08,1.850828e-08,1.042502e+00
5.731500e-11,1.043028e+00,1.435409e-08,1.850477e-08,1.042502e+00
5.733000e-11,1.043028e+00,1.435514e-08,1.850125e-08,1.042502e+00
5.734500e-11,1.043028e+00,1.435619e-08,1.849774e-08,1.042502e+00
5.736000e-11,1.043028e+00,1.435725e-08,1.849423e-08,1.042502e+00
5.737500e-11,1.043028e+00,1.435832e-08,1.849073e-08,1.042502e+00
5.739000e-11,1.043028e+00,1.435940e-08,1.848722e-08,1.042502e+00
5.740500e-11,1.043028e+00,1.436049e-08,1.848372e-08,1.042502e+00
5.742000e-11,1.043028e+00,1.436159e-08,1.848023e-08,1.042502e+00
5.743500e-11,1.043028e+00,1.436269e-08,1.847673e-08,1.042502e+00
5.745000e-11,1.043028e+00,1.436381e-08,1.847323e-08,1.042502e+00
5.746500e-11,1.043028e+00,1.436493e-08,1.846974e-08,1.042502e+00
5.748000e-11,1.043028e+00,1.436605e-08,1.846625e-08,1.042502e+00
5.749500e-11,1.043028e+00,1.436719e-08,1.846276e-08,1.042502e+00
5.751000e-11,1.043028e+00,1.436833e-08,1.845927e-08,1.042502e+00
5.752500e-11,1.043028e+00,1.436948e-08,1.845579e-08,1.042502e+00
5.754000e-11,1.043028e+00,1.437063e-08,1.845230e-08,1.042502e+00
5.755500e-11,1.043028e+00,1.437179e-08,1.844882e-08,1.042502e+00
5.757000e-11,1.043028e+00,1.437295e-08,1.844534e-08,1.042502e+00
5.758500e-11,1.043028e+00,1.437412e-08,1.844186e-08,1.042502e+00
5.760000e-11,1.043028e+00,1.437529e-08,1.843837e-08,1.042502e+00
5.761500e-11,1.043028e+00,1.437647e-08,1.843489e-08,1.042502e+00
5.763000e-11,1.043028e+00,1.437765e-08,1.843142e-08,1.042502e+00
5.764500e-11,1.043028e+00,1.437883e-08,1.842794e-08,1.042502e+00
5.766000e-11,1.043028e+00,1.438001e-08,1.842446e-08,1.042502e+00
5.767500e-11,1.043028e+00,1.438120e-08,1.842098e-08,1.042502e+00
5.769000e-11,1.043028e+00,1.438239e-08,1.841751e-08,1.042502e+00
5.770500e-11,1.043028e+00,1.438358e-08,1.841403e-08,1.042502e+00
5.772000e-11,1.043028e+00,1.438477e-08,1.841055e-08,1.042502e+00
5.773500e-11,1.043028e+00,1.438596e-08,1.840708e-08,1.042502e+00
5.775000e-11,1.043028e+00,1.438715e-08,1.840360e-08,1.042503e+00
5.776500e-11,1.043028e+00,1.438834e-08,1.840013e-08,1.042503e+00
5.778000e-11,1.043028e+00,1.438952e-08,1.839666e-08,1.042503e+00
5.779500e-11,1.043028e+00,1.439071e-08,1.839318e-08,1.042503e+00
5.781000e-11,1.043028e+00,1.439190e-08,1.838971e-08,1.042503e+00
5.782500e-11,1.043028e+00,1.439308e-08,1.838624e-08,1.042503e+00
5.784000e-11,1.043028e+00,1.439426e-08,1.838277e-08,1.042503e+00
5.785500e-11,1.043028e+00,1.439543e-08,1.837930e-08,1.042503e+00
5.787000e-11,1.043027e+00,1.439661e-08,1.837582e-08,1.042503e+00
5.788500e-11,1.043027e+00,1.439777e-08,1.837235e-08,1.042503e+00
5.790000e-11,1.043027e+00,1.439894e-08,1.836888e-08,1.042503e+00
5.791500e-11,1.043027e+00,1.440010e-08,1.836541e-08,1.042503e+00
5.793000e-11,1.043027e+00,1.440125e-08,1.836194e-08,1.042503e+00
5.794500e-11,1.043027e+00,1.440240e-08,1.835848e-08,1.042503e+00
5.796000e-11,1.043027e+00,1.440354e-08,1.835501e-08,1.042503e+00
5.797500e-11,1.043027e+00,1.440467e-08,1.835154e-08,1.042503e+00
5.799000e-11,1.043027e+00,1.440580e-08,1.834808e-08,1.042503e+00
5.800500e-11,1.043027e+00,1.440692e-08,1.834461e-08,1.042503e+00
5.802000e-11,1.043027e+00,1.440804e-08,1.834115e-08,1.042503e+00
5.803500e-11,1.043027e+00,1.440914e-08,1.833768e-08,1.042503e+00
5.805000e-11,1.043027e+00,1.441024e-08,1.833422e-08,1.042503e+00
5.806500e-11,1.043027e+00,1.441133e-08,1.833076e-08,1.042503e+00
5.808000e-11,1.043027e+00,1.441241e-08,1.832730e-08,1.042503e+00
5.809500e-11,1.043027e+00,1.441348e-08,1.832384e-08,1.042503e+00
5.811000e-11,1.043027e+00,1.441454e-08,1.832039e-08,1.042503e+00
5.812500e-11,1.043027e+00,1.441560e-08,1.831693e-08,1.042503e+00
5.814000e-11,1.043027e+00,1.441664e-08,1.831348e-08,1.042503e+00
5.815500e-11,1.043027e+00,1.441767e-08,1.831003e-08,1.042503e+00
5.817000e-11,1.043027e+00,1.441870e-08,1.830658e-08,1.042503e+00
5.818500e-11,1.043027e+00,1.441971e-08,1.830313e-08,1.042503e+00
5.820000e-11,1.043027e+00,1.442071e-08,1.829969e-08,1.042503e+00
5.821500e-11,1.043027e+00,1.442170e-08,1.829625e-08,1.042503e+00
5.823000e-11,1.043027e+00,1.442269e-08,1.829281e-08,1.042503e+00
5.824500e-11,1.043027e+00,1.442366e-08,1.828937e-08,1.042503e+00
5.826000e-11,1.043027e+00,1.442462e-08,1.828593e-08,1.042503e+00
5.827500e-11,1.043027e+00,1.442557e-08,1.828250e-08,1.042503e+00
5.829000e-11,1.043027e+00,1.442650e-08,1.827907e-08,1.042503e+00
5.830500e-11,1.043027e+00,1.442743e-08,1.827564e-08,1.042503e+00
5.832000e-11,1.043027e+00,1.442835e-08,1.827222e-08,1.042503e+00
5.833500e-11,1.043027e+00,1.442925e-08,1.826880e-08,1.042503e+00
5.835000e-11,1.043027e+00,1.443015e-08,1.826538e-08,1.042503e+00
5.836500e-11,1.043027e+00,1.443103e-08,1.826197e-08,1.042503e+00
5.838000e-11,1.043027e+00,1.443190e-08,1.825856e-08,1.042503e+00
5.839500e-11,1.043027e+00,1.443276e-08,1.825516e-08,1.042503e+00
5.841000e-11,1.043027e+00,1.443361e-08,1.825175e-08,1.042503e+00
5.842500e-11,1.043027e+00,1.443445e-08,1.824836e-08,1.042503e+00
5.844000e-11,1.043027e+00,1.443528e-08,1.824496e-08,1.042503e+00
5.845500e-11,1.043027e+00,1.443610e-08,1.824157e-08,1.042503e+00
5.847000e-11,1.043027e+00,1.443691e-08,1.823819e-08,1.042503e+00
5.848500e-11,1.043027e+00,1.443771e-08,1.823481e-08,1.042503e+00
5.850000e-11,1.043027e+00,1.443850e-08,1.823143e-08,1.042503e+00
5.851500e-11,1.043027e+00,1.443928e-08,1.822806e-08,1.042503e+00
5.853000e-11,1.043027e+00,1.444005e-08,1.822469e-08,1.042503e+00
5.854500e-11,1.043027e+00,1.444081e-08,1.822133e-08,1.042503e+00
5.856000e-11,1.043027e+00,1.444156e-08,1.821798e-08,1.042503e+00
5.857500e-11,1.043027e+00,1.444230e-08,1.821463e-08,1.042503e+00
5.859000e-11,1.043027e+00,1.444303e-08,1.821128e-08,1.042503e+00
5.860500e-11,1.043027e+00,1.444376e-08,1.820794e-08,1.042503e+00
5.862000e-11,1.043027e+00,1.444447e-08,1.820460e-08,1.042503e+00
5.863500e-11,1.043027e+00,1.444518e-08,1.820127e-08,1.042503e+00
5.865000e-11,1.043027e+00,1.444588e-08,1.819795e-08,1.042503e+00
5.866500e-11,1.043027e+00,1.444658e-08,1.819463e-08,1.042503e+00
5.868000e-11,1.043027e+00,1.444726e-08,1.819132e-08,1.042503e+00
5.869500e-11,1.043027e+00,1.444794e-08,1.818801e-08,1.042503e+00
5.871000e-11,1.043027e+00,1.444862e-08,1.818471e-08,1.042503e+00
5.872500e-11,1.043027e+00,1.444929e-08,1.818142e-08,1.042503e+00
5.874000e-11,1.043027e+00,1.444995e-08,1.817813e-08,1.042503e+00
5.875500e-11,1.043027e+00,1.445061e-08,1.817485e-08,1.042503e+00
5.877000e-11,1.043027e+00,1.445126e-08,1.817157e-08,1.042503e+00
5.878500e-11,1.043027e+00,1.445191e-08,1.816830e-08,1.042503e+00
5.880000e-11,1.043027e+00,1.445256e-08,1.816504e-08,1.042503e+00
5.881500e-11,1.043027e+00,1.445320e-08,1.816178e-08,1.042503e+00
5.883000e-11,1.043027e+00,1.445384e-08,1.815853e-08,1.042503e+00
5.884500e-11,1.043027e+00,1.445447e-08,1.815529e-08,1.042503e+00
5.886000e-11,1.043027e+00,1.445510e-08,1.815205e-08,1.042503e+00
5.887500e-11,1.043027e+00,1.445573e-08,1.814882e-08,1.042503e+00
5.889000e-11,1.043027e+00,1.445636e-08,1.814559e-08,1.042503e+00
5.890500e-11,1.043027e+00,1.445699e-08,1.814237e-08,1.042503e+00
5.892000e-11,1.043027e+00,1.445762e-08,1.813916e-08,1.042503e+00
5.893500e-11,1.043027e+00,1.445824e-08,1.813595e-08,1.042503e+00
5.895000e-11,1.043027e+00,1.445887e-08,1.813275e-08,1.042503e+00
5.896500e-11,1.043027e+00,1.445949e-08,1.812956e-08,1.042503e+00
5.898000e-11,1.043027e+00,1.446012e-08,1.812637e-08,1.042503e+00
5.899500e-11,1.043027e+00,1.446074e-08,1.812319e-08,1.042503e+00
5.901000e-11,1.043027e+00,1.446137e-08,1.812002e-08,1.042503e+00
5.902500e-11,1.043027e+00,1.446200e-08,1.811685e-08,1.042503e+00
5.904000e-11,1.043027e+00,1.446263e-08,1.811369e-08,1.042504e+00
5.905500e-11,1.043027e+00,1.446327e-08,1.811053e-08,1.042504e+00
