time,"P(A)","I(L1)","I(BS)","P(Q)"
0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00
1.500000e-14,6.215045e-04,1.926048e-10,1.913640e-10,6.174069e-04
3.000000e-14,1.247293e-03,3.866850e-10,3.809885e-10,1.239064e-03
4.500000e-14,1.878663e-03,5.830900e-10,5.675046e-10,1.866248e-03
6.000000e-14,2.516835e-03,7.827145e-10,7.496245e-10,2.500160e-03
7.500000e-14,3.163013e-03,9.864797e-10,9.262592e-10,3.141980e-03
9.000000e-14,3.818400e-03,1.195323e-09,1.096573e-09,3.792891e-03
1.050000e-13,4.484200e-03,1.410196e-09,1.260007e-09,4.454074e-03
1.200000e-13,5.161615e-03,1.632061e-09,1.416289e-09,5.126709e-03
1.350000e-13,5.851846e-03,1.861890e-09,1.565428e-09,5.811974e-03
1.500000e-13,6.556089e-03,2.100666e-09,1.707711e-09,6.511043e-03
1.650000e-13,7.275532e-03,2.349384e-09,1.843690e-09,7.225083e-03
1.800000e-13,8.011358e-03,2.609047e-09,1.974159e-09,7.955251e-03
1.950000e-13,8.764736e-03,2.880669e-09,2.100141e-09,8.702694e-03
2.100000e-13,9.536824e-03,3.165274e-09,2.222855e-09,9.468548e-03
2.250000e-13,1.032877e-02,3.463895e-09,2.343692e-09,1.025393e-02
2.400000e-13,1.114169e-02,3.777573e-09,2.464184e-09,1.105995e-02
2.550000e-13,1.197670e-02,4.107359e-09,2.585973e-09,1.188769e-02
2.700000e-13,1.283489e-02,4.454310e-09,2.710779e-09,1.273822e-02
2.850000e-13,1.371733e-02,4.819494e-09,2.840365e-09,1.361258e-02
3.000000e-13,1.462506e-02,5.203981e-09,2.976507e-09,1.451179e-02
3.150000e-13,1.555911e-02,5.608851e-09,3.120962e-09,1.543684e-02
3.300000e-13,1.652046e-02,6.035187e-09,3.275438e-09,1.638871e-02
3.450000e-13,1.751008e-02,6.484076e-09,3.441568e-09,1.736834e-02
3.600000e-13,1.852891e-02,6.956613e-09,3.620885e-09,1.837664e-02
3.750000e-13,1.957785e-02,7.453891e-09,3.814801e-09,1.941449e-02
3.900000e-13,2.065778e-02,7.977010e-09,4.024585e-09,2.048273e-02
4.050000e-13,2.176953e-02,8.527070e-09,4.251358e-09,2.158219e-02
4.200000e-13,2.291392e-02,9.105171e-09,4.496070e-09,2.271364e-02
4.350000e-13,2.409171e-02,9.712417e-09,4.759505e-09,2.387783e-02
4.500000e-13,2.530364e-02,1.034991e-08,5.042270e-09,2.507547e-02
4.650000e-13,2.655039e-02,1.101875e-08,5.344802e-09,2.630721e-02
4.800000e-13,2.783263e-02,1.172003e-08,5.667366e-09,2.757370e-02
4.950000e-13,2.915097e-02,1.245487e-08,6.010071e-09,2.887552e-02
5.100000e-13,3.050598e-02,1.322434e-08,6.372875e-09,3.021322e-02
5.250000e-13,3.189821e-02,1.402955e-08,6.755602e-09,3.158731e-02
5.400000e-13,3.332814e-02,1.487158e-08,7.157955e-09,3.299825e-02
5.550000e-13,3.479622e-02,1.575151e-08,7.579539e-09,3.444647e-02
5.700000e-13,3.630286e-02,1.667044e-08,8.019878e-09,3.593235e-02
5.850000e-13,3.784842e-02,1.762942e-08,8.478434e-09,3.745622e-02
6.000000e-13,3.943322e-02,1.862953e-08,8.954629e-09,3.901838e-02
6.150000e-13,4.105754e-02,1.967184e-08,9.447868e-09,4.061906e-02
6.300000e-13,4.272159e-02,2.075739e-08,9.957556e-09,4.225848e-02
6.450000e-13,4.442557e-02,2.188722e-08,1.048312e-08,4.393679e-02
6.600000e-13,4.616961e-02,2.306239e-08,1.102403e-08,4.565410e-02
6.750000e-13,4.795381e-02,2.428390e-08,1.157981e-08,4.741049e-02
6.900000e-13,4.977822e-02,2.555278e-08,1.215005e-08,4.920596e-02
7.050000e-13,5.164284e-02,2.687002e-08,1.273443e-08,5.104051e-02
7.200000e-13,5.354763e-02,2.823663e-08,1.333273e-08,5.291406e-02
7.350000e-13,5.549250e-02,2.965357e-08,1.394480e-08,5.482651e-02
7.500000e-13,5.747733e-02,3.112179e-08,1.457064e-08,5.677769e-02
7.650000e-13,5.950193e-02,3.264226e-08,1.521032e-08,5.876742e-02
7.800000e-13,6.156610e-02,3.421588e-08,1.586404e-08,6.079544e-02
7.950000e-13,6.366956e-02,3.584356e-08,1.653210e-08,6.286147e-02
8.100000e-13,6.581203e-02,3.752620e-08,1.721490e-08,6.496518e-02
8.250000e-13,6.799314e-02,3.926464e-08,1.791291e-08,6.710622e-02
8.400000e-13,7.021252e-02,4.105972e-08,1.862671e-08,6.928416e-02
8.550000e-13,7.246974e-02,4.291226e-08,1.935694e-08,7.149855e-02
8.700000e-13,7.476433e-02,4.482304e-08,2.010429e-08,7.374892e-02
8.850000e-13,7.709579e-02,4.679281e-08,2.086950e-08,7.603473e-02
9.000000e-13,7.946357e-02,4.882229e-08,2.165335e-08,7.835542e-02
9.150000e-13,8.186709e-02,5.091218e-08,2.245661e-08,8.071038e-02
9.300000e-13,8.430573e-02,5.306312e-08,2.328007e-08,8.309899e-02
9.450000e-13,8.677884e-02,5.527574e-08,2.412449e-08,8.552057e-02
9.600000e-13,8.928575e-02,5.755061e-08,2.499061e-08,8.797442e-02
9.750000e-13,9.182572e-02,5.988828e-08,2.587912e-08,9.045980e-02
9.900000e-13,9.439800e-02,6.228924e-08,2.679065e-08,9.297594e-02
1.005000e-12,9.700183e-02,6.475395e-08,2.772577e-08,9.552207e-02
1.020000e-12,9.963638e-02,6.728281e-08,2.868497e-08,9.809733e-02
1.035000e-12,1.023008e-01,6.987620e-08,2.966866e-08,1.007009e-01
1.050000e-12,1.049943e-01,7.253441e-08,3.067713e-08,1.033319e-01
1.065000e-12,1.077159e-01,7.525771e-08,3.171061e-08,1.059894e-01
1.080000e-12,1.104647e-01,7.804632e-08,3.276922e-08,1.086725e-01
1.095000e-12,1.132399e-01,8.090040e-08,3.385297e-08,1.113803e-01
1.110000e-12,1.160403e-01,8.382004e-08,3.496178e-08,1.141117e-01
1.125000e-12,1.188652e-01,8.680530e-08,3.609546e-08,1.168659e-01
1.140000e-12,1.217134e-01,8.985617e-08,3.725377e-08,1.196418e-01
1.155000e-12,1.245839e-01,9.297258e-08,3.843633e-08,1.224384e-01
1.170000e-12,1.274758e-01,9.615441e-08,3.964272e-08,1.252546e-01
1.185000e-12,1.303880e-01,9.940147e-08,4.087244e-08,1.280895e-01
1.200000e-12,1.333194e-01,1.027135e-07,4.212493e-08,1.309420e-01
1.215000e-12,1.362690e-01,1.060902e-07,4.339957e-08,1.338110e-01
1.230000e-12,1.392358e-01,1.095313e-07,4.469573e-08,1.366954e-01
1.245000e-12,1.422186e-01,1.130362e-07,4.601270e-08,1.395942e-01
1.260000e-12,1.452163e-01,1.166044e-07,4.734981e-08,1.425064e-01
1.275000e-12,1.482279e-01,1.202355e-07,4.870633e-08,1.454308e-01
1.290000e-12,1.512524e-01,1.239288e-07,5.008157e-08,1.483663e-01
1.305000e-12,1.542885e-01,1.276835e-07,5.147482e-08,1.513119e-01
1.320000e-12,1.573353e-01,1.314990e-07,5.288541e-08,1.542665e-01
1.335000e-12,1.603915e-01,1.353744e-07,5.431268e-08,1.572290e-01
1.350000e-12,1.634563e-01,1.393088e-07,5.575602e-08,1.601984e-01
1.365000e-12,1.665284e-01,1.433012e-07,5.721483e-08,1.631735e-01
1.380000e-12,1.696068e-01,1.473507e-07,5.868858e-08,1.661534e-01
1.395000e-12,1.726904e-01,1.514561e-07,6.017677e-08,1.691370e-01
1.410000e-12,1.757783e-01,1.556163e-07,6.167894e-08,1.721233e-01
1.425000e-12,1.788692e-01,1.598301e-07,6.319468e-08,1.751112e-01
1.440000e-12,1.819623e-01,1.640962e-07,6.472363e-08,1.780998e-01
1.455000e-12,1.850565e-01,1.684132e-07,6.626545e-08,1.810880e-01
1.470000e-12,1.881508e-01,1.727797e-07,6.781987e-08,1.840749e-01
1.485000e-12,1.912442e-01,1.771942e-07,6.938661e-08,1.870594e-01
1.500000e-12,1.943358e-01,1.816552e-07,7.096547e-08,1.900408e-01
1.515000e-12,1.974246e-01,1.861610e-07,7.255622e-08,1.930180e-01
1.530000e-12,2.005096e-01,1.907101e-07,7.415869e-08,1.959902e-01
1.545000e-12,2.035900e-01,1.953006e-07,7.577270e-08,1.989565e-01
1.560000e-12,2.066649e-01,1.999308e-07,7.739806e-08,2.019161e-01
1.575000e-12,2.097333e-01,2.045988e-07,7.903460e-08,2.048680e-01
1.590000e-12,2.127946e-01,2.093027e-07,8.068214e-08,2.078116e-01
1.605000e-12,2.158478e-01,2.140406e-07,8.234045e-08,2.107460e-01
1.620000e-12,2.188922e-01,2.188104e-07,8.400932e-08,2.136705e-01
1.635000e-12,2.219270e-01,2.236099e-07,8.568849e-08,2.165844e-01
1.650000e-12,2.249515e-01,2.284372e-07,8.737767e-08,2.194870e-01
1.665000e-12,2.279650e-01,2.332901e-07,8.907653e-08,2.223776e-01
1.680000e-12,2.309667e-01,2.381661e-07,9.078471e-08,2.252556e-01
1.695000e-12,2.339562e-01,2.430632e-07,9.250180e-08,2.281205e-01
1.710000e-12,2.369327e-01,2.479790e-07,9.422736e-08,2.309716e-01
1.725000e-12,2.398956e-01,2.529111e-07,9.596089e-08,2.338084e-01
1.740000e-12,2.428445e-01,2.578571e-07,9.770186e-08,2.366305e-01
1.755000e-12,2.457787e-01,2.628145e-07,9.944970e-08,2.394373e-01
1.770000e-12,2.486979e-01,2.677809e-07,1.012038e-07,2.422284e-01
1.785000e-12,2.516016e-01,2.727537e-07,1.029635e-07,2.450035e-01
1.800000e-12,2.544892e-01,2.777304e-07,1.047281e-07,2.477622e-01
1.815000e-12,2.573606e-01,2.827084e-07,1.064969e-07,2.505041e-01
1.830000e-12,2.602152e-01,2.876851e-07,1.082693e-07,2.532289e-01
1.845000e-12,2.630529e-01,2.926579e-07,1.100443e-07,2.559365e-01
1.860000e-12,2.658732e-01,2.976241e-07,1.118214e-07,2.586265e-01
1.875000e-12,2.686760e-01,3.025811e-07,1.135996e-07,2.612988e-01
1.890000e-12,2.714611e-01,3.075261e-07,1.153783e-07,2.639532e-01
1.905000e-12,2.742282e-01,3.124565e-07,1.171567e-07,2.665897e-01
1.920000e-12,2.769773e-01,3.173696e-07,1.189341e-07,2.692081e-01
1.935000e-12,2.797082e-01,3.222627e-07,1.207097e-07,2.718084e-01
1.950000e-12,2.824208e-01,3.271330e-07,1.224828e-07,2.743906e-01
1.965000e-12,2.851151e-01,3.319779e-07,1.242527e-07,2.769547e-01
1.980000e-12,2.877912e-01,3.367947e-07,1.260189e-07,2.795007e-01
1.995000e-12,2.904489e-01,3.415807e-07,1.277806e-07,2.820288e-01
2.010000e-12,2.930884e-01,3.463331e-07,1.295373e-07,2.845391e-01
2.025000e-12,2.957098e-01,3.510494e-07,1.312884e-07,2.870316e-01
2.040000e-12,2.983132e-01,3.557268e-07,1.330335e-07,2.895067e-01
2.055000e-12,3.008987e-01,3.603628e-07,1.347721e-07,2.919645e-01
2.070000e-12,3.034665e-01,3.649548e-07,1.365038e-07,2.944053e-01
2.085000e-12,3.060169e-01,3.695002e-07,1.382282e-07,2.968294e-01
2.100000e-12,3.085501e-01,3.739965e-07,1.399451e-07,2.992370e-01
2.115000e-12,3.110663e-01,3.784411e-07,1.416540e-07,3.016285e-01
2.130000e-12,3.135660e-01,3.828317e-07,1.433547e-07,3.040043e-01
2.145000e-12,3.160493e-01,3.871657e-07,1.450471e-07,3.063648e-01
2.160000e-12,3.185167e-01,3.914409e-07,1.467309e-07,3.087103e-01
2.175000e-12,3.209685e-01,3.956549e-07,1.484061e-07,3.110414e-01
2.190000e-12,3.234052e-01,3.998055e-07,1.500724e-07,3.133584e-01
2.205000e-12,3.258271e-01,4.038904e-07,1.517297e-07,3.156620e-01
2.220000e-12,3.282348e-01,4.079075e-07,1.533781e-07,3.179525e-01
2.235000e-12,3.306288e-01,4.118547e-07,1.550174e-07,3.202306e-01
2.250000e-12,3.330094e-01,4.157301e-07,1.566476e-07,3.224968e-01
2.265000e-12,3.353774e-01,4.195315e-07,1.582686e-07,3.247517e-01
2.280000e-12,3.377331e-01,4.232573e-07,1.598805e-07,3.269959e-01
2.295000e-12,3.400772e-01,4.269055e-07,1.614831e-07,3.292299e-01
2.310000e-12,3.424102e-01,4.304745e-07,1.630766e-07,3.314545e-01
2.325000e-12,3.447328e-01,4.339626e-07,1.646609e-07,3.336702e-01
2.340000e-12,3.470455e-01,4.373683e-07,1.662360e-07,3.358778e-01
2.355000e-12,3.493490e-01,4.406901e-07,1.678018e-07,3.380778e-01
2.370000e-12,3.516440e-01,4.439265e-07,1.693585e-07,3.402711e-01
2.385000e-12,3.539310e-01,4.470765e-07,1.709059e-07,3.424582e-01
2.400000e-12,3.562107e-01,4.501386e-07,1.724442e-07,3.446399e-01
2.415000e-12,3.584839e-01,4.531119e-07,1.739733e-07,3.468169e-01
2.430000e-12,3.607512e-01,4.559954e-07,1.754932e-07,3.489900e-01
2.445000e-12,3.630133e-01,4.587881e-07,1.770039e-07,3.511598e-01
2.460000e-12,3.652709e-01,4.614894e-07,1.785056e-07,3.533270e-01
2.475000e-12,3.675247e-01,4.640984e-07,1.799981e-07,3.554925e-01
2.490000e-12,3.697754e-01,4.666146e-07,1.814816e-07,3.576570e-01
2.505000e-12,3.720238e-01,4.690377e-07,1.829561e-07,3.598211e-01
2.520000e-12,3.742705e-01,4.713671e-07,1.844218e-07,3.619857e-01
2.535000e-12,3.765163e-01,4.736027e-07,1.858786e-07,3.641514e-01
2.550000e-12,3.787619e-01,4.757443e-07,1.873268e-07,3.663191e-01
2.565000e-12,3.810080e-01,4.777920e-07,1.887664e-07,3.684894e-01
2.580000e-12,3.832553e-01,4.797458e-07,1.901977e-07,3.706631e-01
2.595000e-12,3.855046e-01,4.816060e-07,1.916208e-07,3.728409e-01
2.610000e-12,3.877565e-01,4.833728e-07,1.930359e-07,3.750235e-01
2.625000e-12,3.900118e-01,4.850469e-07,1.944433e-07,3.772116e-01
2.640000e-12,3.922712e-01,4.866286e-07,1.958433e-07,3.794060e-01
2.655000e-12,3.945353e-01,4.881188e-07,1.972361e-07,3.816073e-01
2.670000e-12,3.968049e-01,4.895182e-07,1.986222e-07,3.838162e-01
2.685000e-12,3.990806e-01,4.908278e-07,2.000018e-07,3.860334e-01
2.700000e-12,4.013630e-01,4.920486e-07,2.013753e-07,3.882595e-01
2.715000e-12,4.036529e-01,4.931817e-07,2.027432e-07,3.904952e-01
2.730000e-12,4.059509e-01,4.942286e-07,2.041060e-07,3.927411e-01
2.745000e-12,4.082576e-01,4.951905e-07,2.054640e-07,3.949979e-01
2.760000e-12,4.105737e-01,4.960689e-07,2.068179e-07,3.972660e-01
2.775000e-12,4.128996e-01,4.968656e-07,2.081680e-07,3.995462e-01
2.790000e-12,4.152361e-01,4.975822e-07,2.095150e-07,4.018389e-01
2.805000e-12,4.175837e-01,4.982207e-07,2.108594e-07,4.041447e-01
2.820000e-12,4.199430e-01,4.987828e-07,2.122017e-07,4.064642e-01
2.835000e-12,4.223144e-01,4.992708e-07,2.135426e-07,4.087978e-01
2.850000e-12,4.246986e-01,4.996868e-07,2.148827e-07,4.111460e-01
2.865000e-12,4.270960e-01,5.000331e-07,2.162224e-07,4.135094e-01
2.880000e-12,4.295070e-01,5.003120e-07,2.175625e-07,4.158882e-01
2.895000e-12,4.319323e-01,5.005261e-07,2.189035e-07,4.182831e-01
2.910000e-12,4.343722e-01,5.006778e-07,2.202460e-07,4.206943e-01
2.925000e-12,4.368271e-01,5.007700e-07,2.215906e-07,4.231222e-01
2.940000e-12,4.392974e-01,5.008052e-07,2.229380e-07,4.255672e-01
2.955000e-12,4.417836e-01,5.007863e-07,2.242886e-07,4.280297e-01
2.970000e-12,4.442859e-01,5.007164e-07,2.256430e-07,4.305098e-01
2.985000e-12,4.468047e-01,5.005983e-07,2.270019e-07,4.330080e-01
3.000000e-12,4.493404e-01,5.004351e-07,2.283658e-07,4.355244e-01
3.015000e-12,4.518932e-01,5.002301e-07,2.297351e-07,4.380593e-01
3.030000e-12,4.544634e-01,4.999863e-07,2.311104e-07,4.406129e-01
3.045000e-12,4.570513e-01,4.997071e-07,2.324923e-07,4.431853e-01
3.060000e-12,4.596569e-01,4.993959e-07,2.338811e-07,4.457768e-01
3.075000e-12,4.622807e-01,4.990560e-07,2.352774e-07,4.483874e-01
3.090000e-12,4.649226e-01,4.986908e-07,2.366816e-07,4.510173e-01
3.105000e-12,4.675830e-01,4.983039e-07,2.380942e-07,4.536665e-01
3.120000e-12,4.702618e-01,4.978988e-07,2.395156e-07,4.563351e-01
3.135000e-12,4.729593e-01,4.974791e-07,2.409461e-07,4.590232e-01
3.150000e-12,4.756754e-01,4.970483e-07,2.423862e-07,4.617306e-01
3.165000e-12,4.784103e-01,4.966102e-07,2.438362e-07,4.644574e-01
3.180000e-12,4.811639e-01,4.961684e-07,2.452966e-07,4.672036e-01
3.195000e-12,4.839363e-01,4.957265e-07,2.467675e-07,4.699691e-01
3.210000e-12,4.867275e-01,4.952882e-07,2.482494e-07,4.727537e-01
3.225000e-12,4.895374e-01,4.948573e-07,2.497426e-07,4.755574e-01
3.240000e-12,4.923659e-01,4.944374e-07,2.512473e-07,4.783800e-01
3.255000e-12,4.952130e-01,4.940323e-07,2.527639e-07,4.812213e-01
3.270000e-12,4.980786e-01,4.936456e-07,2.542926e-07,4.840812e-01
3.285000e-12,5.009626e-01,4.932811e-07,2.558336e-07,4.869595e-01
3.300000e-12,5.038647e-01,4.929423e-07,2.573873e-07,4.898559e-01
3.315000e-12,5.067848e-01,4.926330e-07,2.589537e-07,4.927701e-01
3.330000e-12,5.097228e-01,4.923568e-07,2.605332e-07,4.957019e-01
3.345000e-12,5.126784e-01,4.921172e-07,2.621259e-07,4.986510e-01
3.360000e-12,5.156514e-01,4.919177e-07,2.637321e-07,5.016171e-01
3.375000e-12,5.186415e-01,4.917620e-07,2.653517e-07,5.045998e-01
3.390000e-12,5.216485e-01,4.916534e-07,2.669851e-07,5.075989e-01
3.405000e-12,5.246721e-01,4.915954e-07,2.686323e-07,5.106138e-01
3.420000e-12,5.277119e-01,4.915912e-07,2.702934e-07,5.136443e-01
3.435000e-12,5.307677e-01,4.916443e-07,2.719685e-07,5.166899e-01
3.450000e-12,5.338391e-01,4.917577e-07,2.736577e-07,5.197502e-01
3.465000e-12,5.369258e-01,4.919347e-07,2.753610e-07,5.228248e-01
3.480000e-12,5.400273e-01,4.921782e-07,2.770784e-07,5.259132e-01
3.495000e-12,5.431434e-01,4.924914e-07,2.788099e-07,5.290150e-01
3.510000e-12,5.462735e-01,4.928771e-07,2.805555e-07,5.321298e-01
3.525000e-12,5.494174e-01,4.933381e-07,2.823151e-07,5.352569e-01
3.540000e-12,5.525745e-01,4.938770e-07,2.840886e-07,5.383959e-01
3.555000e-12,5.557445e-01,4.944967e-07,2.858759e-07,5.415464e-01
3.570000e-12,5.589269e-01,4.951994e-07,2.876769e-07,5.447078e-01
3.585000e-12,5.621213e-01,4.959877e-07,2.894914e-07,5.478796e-01
3.600000e-12,5.653271e-01,4.968639e-07,2.913191e-07,5.510612e-01
3.615000e-12,5.685439e-01,4.978301e-07,2.931599e-07,5.542522e-01
3.630000e-12,5.717712e-01,4.988884e-07,2.950135e-07,5.574519e-01
3.645000e-12,5.750086e-01,5.000407e-07,2.968796e-07,5.606599e-01
3.660000e-12,5.782555e-01,5.012889e-07,2.987580e-07,5.638756e-01
3.675000e-12,5.815115e-01,5.026347e-07,3.006481e-07,5.670984e-01
3.690000e-12,5.847760e-01,5.040795e-07,3.025498e-07,5.703278e-01
3.705000e-12,5.880486e-01,5.056250e-07,3.044625e-07,5.735632e-01
3.720000e-12,5.913287e-01,5.072723e-07,3.063859e-07,5.768040e-01
3.735000e-12,5.946158e-01,5.090226e-07,3.083196e-07,5.800498e-01
3.750000e-12,5.979093e-01,5.108769e-07,3.102630e-07,5.833000e-01
3.765000e-12,6.012089e-01,5.128362e-07,3.122156e-07,5.865539e-01
3.780000e-12,6.045139e-01,5.149012e-07,3.141770e-07,5.898111e-01
3.795000e-12,6.078239e-01,5.170724e-07,3.161467e-07,5.930710e-01
3.810000e-12,6.111383e-01,5.193504e-07,3.181240e-07,5.963330e-01
3.825000e-12,6.144566e-01,5.217354e-07,3.201085e-07,5.995967e-01
3.840000e-12,6.177784e-01,5.242276e-07,3.220995e-07,6.028615e-01
3.855000e-12,6.211030e-01,5.268271e-07,3.240965e-07,6.061268e-01
3.870000e-12,6.244301e-01,5.295336e-07,3.260988e-07,6.093922e-01
3.885000e-12,6.277591e-01,5.323470e-07,3.281059e-07,6.126571e-01
3.900000e-12,6.310894e-01,5.352667e-07,3.301171e-07,6.159211e-01
3.915000e-12,6.344208e-01,5.382923e-07,3.321318e-07,6.191836e-01
3.930000e-12,6.377526e-01,5.414230e-07,3.341493e-07,6.224441e-01
3.945000e-12,6.410843e-01,5.446579e-07,3.361691e-07,6.257023e-01
3.960000e-12,6.444156e-01,5.479961e-07,3.381904e-07,6.289576e-01
3.975000e-12,6.477460e-01,5.514364e-07,3.402127e-07,6.322096e-01
3.990000e-12,6.510750e-01,5.549775e-07,3.422353e-07,6.354579e-01
4.005000e-12,6.544022e-01,5.586179e-07,3.442575e-07,6.387020e-01
4.020000e-12,6.577272e-01,5.623562e-07,3.462787e-07,6.419415e-01
4.035000e-12,6.610495e-01,5.661905e-07,3.482982e-07,6.451760e-01
4.050000e-12,6.643688e-01,5.701192e-07,3.503154e-07,6.484052e-01
4.065000e-12,6.676847e-01,5.741400e-07,3.523297e-07,6.516287e-01
4.080000e-12,6.709967e-01,5.782511e-07,3.543404e-07,6.548462e-01
4.095000e-12,6.743046e-01,5.824501e-07,3.563469e-07,6.580572e-01
4.110000e-12,6.776079e-01,5.867347e-07,3.583486e-07,6.612616e-01
4.125000e-12,6.809064e-01,5.911024e-07,3.603448e-07,6.644589e-01
4.140000e-12,6.841997e-01,5.955506e-07,3.623350e-07,6.676489e-01
4.155000e-12,6.874876e-01,6.000766e-07,3.643184e-07,6.708314e-01
4.170000e-12,6.907696e-01,6.046777e-07,3.662947e-07,6.740061e-01
4.185000e-12,6.940455e-01,6.093508e-07,3.682630e-07,6.771727e-01
4.200000e-12,6.973152e-01,6.140929e-07,3.702229e-07,6.803311e-01
4.215000e-12,7.005782e-01,6.189009e-07,3.721738e-07,6.834810e-01
4.230000e-12,7.038344e-01,6.237716e-07,3.741152e-07,6.866224e-01
4.245000e-12,7.070836e-01,6.287017e-07,3.760464e-07,6.897549e-01
4.260000e-12,7.103255e-01,6.336878e-07,3.779670e-07,6.928785e-01
4.275000e-12,7.135600e-01,6.387264e-07,3.798764e-07,6.959931e-01
4.290000e-12,7.167869e-01,6.438139e-07,3.817742e-07,6.990985e-01
4.305000e-12,7.200061e-01,6.489467e-07,3.836598e-07,7.021947e-01
4.320000e-12,7.232173e-01,6.541212e-07,3.855328e-07,7.052815e-01
4.335000e-12,7.264206e-01,6.593335e-07,3.873927e-07,7.083590e-01
4.350000e-12,7.296157e-01,6.645799e-07,3.892391e-07,7.114272e-01
4.365000e-12,7.328026e-01,6.698564e-07,3.910716e-07,7.144859e-01
4.380000e-12,7.359812e-01,6.751593e-07,3.928897e-07,7.175352e-01
4.395000e-12,7.391515e-01,6.804845e-07,3.946931e-07,7.205752e-01
4.410000e-12,7.423135e-01,6.858280e-07,3.964815e-07,7.236059e-01
4.425000e-12,7.454670e-01,6.911860e-07,3.982544e-07,7.266272e-01
4.440000e-12,7.486121e-01,6.965542e-07,4.000116e-07,7.296394e-01
4.455000e-12,7.517488e-01,7.019287e-07,4.017529e-07,7.326425e-01
4.470000e-12,7.548771e-01,7.073054e-07,4.034779e-07,7.356366e-01
4.485000e-12,7.579970e-01,7.126802e-07,4.051864e-07,7.386218e-01
4.500000e-12,7.611087e-01,7.180491e-07,4.068782e-07,7.415983e-01
4.515000e-12,7.642122e-01,7.234080e-07,4.085532e-07,7.445662e-01
4.530000e-12,7.673075e-01,7.287529e-07,4.102111e-07,7.475258e-01
4.545000e-12,7.703948e-01,7.340797e-07,4.118519e-07,7.504771e-01
4.560000e-12,7.734742e-01,7.393844e-07,4.134755e-07,7.534204e-01
4.575000e-12,7.765458e-01,7.446629e-07,4.150818e-07,7.563560e-01
4.590000e-12,7.796098e-01,7.499115e-07,4.166708e-07,7.592839e-01
4.605000e-12,7.826662e-01,7.551261e-07,4.182425e-07,7.622046e-01
4.620000e-12,7.857153e-01,7.603029e-07,4.197968e-07,7.651182e-01
4.635000e-12,7.887573e-01,7.654381e-07,4.213339e-07,7.680251e-01
4.650000e-12,7.917924e-01,7.705279e-07,4.228539e-07,7.709254e-01
4.665000e-12,7.948206e-01,7.755686e-07,4.243569e-07,7.738196e-01
4.680000e-12,7.978424e-01,7.805566e-07,4.258429e-07,7.767078e-01
4.695000e-12,8.008579e-01,7.854884e-07,4.273123e-07,7.795904e-01
4.710000e-12,8.038673e-01,7.903604e-07,4.287652e-07,7.824678e-01
4.725000e-12,8.068709e-01,7.951692e-07,4.302018e-07,7.853403e-01
4.740000e-12,8.098689e-01,7.999116e-07,4.316224e-07,7.882081e-01
4.755000e-12,8.128617e-01,8.045843e-07,4.330273e-07,7.910718e-01
4.770000e-12,8.158495e-01,8.091842e-07,4.344169e-07,7.939315e-01
4.785000e-12,8.188326e-01,8.137083e-07,4.357914e-07,7.967878e-01
4.800000e-12,8.218112e-01,8.181537e-07,4.371513e-07,7.996409e-01
4.815000e-12,8.247858e-01,8.225175e-07,4.384969e-07,8.024913e-01
4.830000e-12,8.277566e-01,8.267971e-07,4.398287e-07,8.053393e-01
4.845000e-12,8.307239e-01,8.309899e-07,4.411471e-07,8.081853e-01
4.860000e-12,8.336880e-01,8.350935e-07,4.424526e-07,8.110297e-01
4.875000e-12,8.366493e-01,8.391055e-07,4.437457e-07,8.138729e-01
4.890000e-12,8.396082e-01,8.430238e-07,4.450269e-07,8.167154e-01
4.905000e-12,8.425649e-01,8.468463e-07,4.462968e-07,8.195575e-01
4.920000e-12,8.455198e-01,8.505710e-07,4.475559e-07,8.223995e-01
4.935000e-12,8.484733e-01,8.541962e-07,4.488048e-07,8.252421e-01
4.950000e-12,8.514256e-01,8.577203e-07,4.500440e-07,8.280854e-01
4.965000e-12,8.543773e-01,8.611417e-07,4.512743e-07,8.309300e-01
4.980000e-12,8.573286e-01,8.644591e-07,4.524962e-07,8.337762e-01
4.995000e-12,8.602798e-01,8.676713e-07,4.537104e-07,8.366245e-01
5.010000e-12,8.628171e-01,8.706488e-07,4.547900e-07,8.390636e-01
5.025000e-12,8.651450e-01,8.734540e-07,4.558006e-07,8.412970e-01
5.040000e-12,8.674689e-01,8.761493e-07,4.568082e-07,8.435285e-01
5.055000e-12,8.697879e-01,8.787331e-07,4.578149e-07,8.457574e-01
5.070000e-12,8.721010e-01,8.812041e-07,4.588224e-07,8.479828e-01
5.085000e-12,8.744075e-01,8.835612e-07,4.598324e-07,8.502040e-01
5.100000e-12,8.767065e-01,8.858032e-07,4.608464e-07,8.524201e-01
5.115000e-12,8.789972e-01,8.879293e-07,4.618654e-07,8.546303e-01
5.130000e-12,8.812786e-01,8.899385e-07,4.628902e-07,8.568338e-01
5.145000e-12,8.835501e-01,8.918303e-07,4.639214e-07,8.590299e-01
5.160000e-12,8.858106e-01,8.936042e-07,4.649593e-07,8.612177e-01
5.175000e-12,8.880595e-01,8.952598e-07,4.660040e-07,8.633963e-01
5.190000e-12,8.902957e-01,8.967969e-07,4.670551e-07,8.655651e-01
5.205000e-12,8.925186e-01,8.982153e-07,4.681123e-07,8.677230e-01
5.220000e-12,8.947271e-01,8.995151e-07,4.691749e-07,8.698694e-01
