time,"V(L4|XLOADINA)","V(L4|XLOADINB)","I(R1|XSINKOUTQ)","P(4|XDUT)"
3.836300e-10,2.577670e-07,1.406909e-06,1.311567e-07,1.282330e+01
3.836400e-10,2.532684e-07,1.401167e-06,1.309202e-07,1.282334e+01
3.836500e-10,2.486682e-07,1.395318e-06,1.306853e-07,1.282339e+01
3.836600e-10,2.439753e-07,1.389370e-06,1.304518e-07,1.282343e+01
3.836700e-10,2.391987e-07,1.383332e-06,1.302199e-07,1.282348e+01
3.836800e-10,2.343476e-07,1.377214e-06,1.299893e-07,1.282352e+01
3.836900e-10,2.294311e-07,1.371024e-06,1.297602e-07,1.282356e+01
3.837000e-10,2.244585e-07,1.364771e-06,1.295324e-07,1.282361e+01
3.837100e-10,2.194391e-07,1.358464e-06,1.293060e-07,1.282366e+01
3.837200e-10,2.143823e-07,1.352113e-06,1.290808e-07,1.282370e+01
3.837300e-10,2.092975e-07,1.345727e-06,1.288570e-07,1.282375e+01
3.837400e-10,2.041939e-07,1.339314e-06,1.286343e-07,1.282379e+01
3.837500e-10,1.990810e-07,1.332886e-06,1.284128e-07,1.282384e+01
3.837600e-10,1.939679e-07,1.326449e-06,1.281925e-07,1.282389e+01
3.837700e-10,1.888640e-07,1.320014e-06,1.279733e-07,1.282393e+01
3.837800e-10,1.837784e-07,1.313590e-06,1.277552e-07,1.282398e+01
3.837900e-10,1.787200e-07,1.307186e-06,1.275381e-07,1.282403e+01
3.838000e-10,1.736980e-07,1.300811e-06,1.273220e-07,1.282408e+01
3.838100e-10,1.687210e-07,1.294473e-06,1.271068e-07,1.282413e+01
3.838200e-10,1.637979e-07,1.288181e-06,1.268926e-07,1.282418e+01
3.838300e-10,1.589371e-07,1.281944e-06,1.266792e-07,1.282422e+01
3.838400e-10,1.541470e-07,1.275770e-06,1.264667e-07,1.282427e+01
3.838500e-10,1.494357e-07,1.269668e-06,1.262550e-07,1.282432e+01
3.838600e-10,1.448113e-07,1.263645e-06,1.260440e-07,1.282437e+01
3.838700e-10,1.402815e-07,1.257709e-06,1.258338e-07,1.282443e+01
3.838800e-10,1.358539e-07,1.251869e-06,1.256242e-07,1.282448e+01
3.838900e-10,1.315357e-07,1.246131e-06,1.254153e-07,1.282453e+01
3.839000e-10,1.273340e-07,1.240503e-06,1.252070e-07,1.282458e+01
3.839100e-10,1.232557e-07,1.234991e-06,1.249993e-07,1.282463e+01
3.839200e-10,1.193071e-07,1.229603e-06,1.247921e-07,1.282468e+01
3.839300e-10,1.154947e-07,1.224344e-06,1.245854e-07,1.282473e+01
3.839400e-10,1.118242e-07,1.219221e-06,1.243791e-07,1.282479e+01
3.839500e-10,1.083014e-07,1.214240e-06,1.241733e-07,1.282484e+01
3.839600e-10,1.049316e-07,1.209406e-06,1.239678e-07,1.282489e+01
3.839700e-10,1.017198e-07,1.204724e-06,1.237627e-07,1.282494e+01
3.839800e-10,9.867066e-08,1.200200e-06,1.235578e-07,1.282500e+01
3.839900e-10,9.578856e-08,1.195838e-06,1.233533e-07,1.282505e+01
3.840000e-10,9.307753e-08,1.191643e-06,1.231490e-07,1.282511e+01
3.840100e-10,9.054121e-08,1.187617e-06,1.229449e-07,1.282516e+01
3.840200e-10,8.818295e-08,1.183766e-06,1.227410e-07,1.282521e+01
3.840300e-10,8.600572e-08,1.180091e-06,1.225372e-07,1.282527e+01
3.840400e-10,8.401212e-08,1.176597e-06,1.223336e-07,1.282532e+01
3.840500e-10,8.220442e-08,1.173285e-06,1.221300e-07,1.282538e+01
3.840600e-10,8.058452e-08,1.170158e-06,1.219265e-07,1.282543e+01
3.840700e-10,7.915394e-08,1.167218e-06,1.217230e-07,1.282548e+01
3.840800e-10,7.791387e-08,1.164466e-06,1.215195e-07,1.282554e+01
3.840900e-10,7.686511e-08,1.161903e-06,1.213160e-07,1.282559e+01
3.841000e-10,7.600811e-08,1.159530e-06,1.211124e-07,1.282565e+01
3.841100e-10,7.534298e-08,1.157347e-06,1.209088e-07,1.282570e+01
3.841200e-10,7.486943e-08,1.155355e-06,1.207050e-07,1.282576e+01
3.841300e-10,7.458684e-08,1.153554e-06,1.205012e-07,1.282581e+01
3.841400e-10,7.449424e-08,1.151942e-06,1.202972e-07,1.282587e+01
3.841500e-10,7.459032e-08,1.150519e-06,1.200930e-07,1.282592e+01
3.841600e-10,7.487340e-08,1.149283e-06,1.198887e-07,1.282598e+01
3.841700e-10,7.534149e-08,1.148232e-06,1.196841e-07,1.282603e+01
3.841800e-10,7.599226e-08,1.147366e-06,1.194794e-07,1.282608e+01
3.841900e-10,7.682305e-08,1.146681e-06,1.192744e-07,1.282614e+01
3.842000e-10,7.783086e-08,1.146174e-06,1.190692e-07,1.282619e+01
3.842100e-10,7.901245e-08,1.145843e-06,1.188638e-07,1.282625e+01
3.842200e-10,8.036419e-08,1.145685e-06,1.186581e-07,1.282630e+01
3.842300e-10,8.188223e-08,1.145696e-06,1.184521e-07,1.282635e+01
3.842400e-10,8.356238e-08,1.145872e-06,1.182459e-07,1.282641e+01
3.842500e-10,8.540021e-08,1.146208e-06,1.180393e-07,1.282646e+01
3.842600e-10,8.739101e-08,1.146702e-06,1.178325e-07,1.282651e+01
3.842700e-10,8.952982e-08,1.147347e-06,1.176254e-07,1.282657e+01
3.842800e-10,9.181144e-08,1.148139e-06,1.174180e-07,1.282662e+01
3.842900e-10,9.423042e-08,1.149073e-06,1.172103e-07,1.282667e+01
3.843000e-10,9.678111e-08,1.150143e-06,1.170023e-07,1.282672e+01
3.843100e-10,9.945765e-08,1.151345e-06,1.167940e-07,1.282678e+01
3.843200e-10,1.022540e-07,1.152671e-06,1.165855e-07,1.282683e+01
3.843300e-10,1.051638e-07,1.154117e-06,1.163766e-07,1.282688e+01
3.843400e-10,1.081808e-07,1.155675e-06,1.161674e-07,1.282693e+01
3.843500e-10,1.112983e-07,1.157340e-06,1.159580e-07,1.282698e+01
3.843600e-10,1.145096e-07,1.159105e-06,1.157483e-07,1.282703e+01
3.843700e-10,1.178079e-07,1.160963e-06,1.155384e-07,1.282708e+01
3.843800e-10,1.211861e-07,1.162908e-06,1.153282e-07,1.282713e+01
3.843900e-10,1.246373e-07,1.164933e-06,1.151177e-07,1.282718e+01
3.844000e-10,1.281543e-07,1.167031e-06,1.149070e-07,1.282723e+01
3.844100e-10,1.317297e-07,1.169194e-06,1.146962e-07,1.282728e+01
3.844200e-10,1.353564e-07,1.171416e-06,1.144851e-07,1.282733e+01
3.844300e-10,1.390269e-07,1.173689e-06,1.142738e-07,1.282738e+01
3.844400e-10,1.427339e-07,1.176006e-06,1.140624e-07,1.282743e+01
3.844500e-10,1.464699e-07,1.178360e-06,1.138508e-07,1.282747e+01
3.844600e-10,1.502276e-07,1.180743e-06,1.136390e-07,1.282752e+01
3.844700e-10,1.539996e-07,1.183149e-06,1.134272e-07,1.282757e+01
3.844800e-10,1.577784e-07,1.185569e-06,1.132153e-07,1.282761e+01
3.844900e-10,1.615567e-07,1.187997e-06,1.130033e-07,1.282766e+01
3.845000e-10,1.653273e-07,1.190425e-06,1.127912e-07,1.282771e+01
3.845100e-10,1.690828e-07,1.192847e-06,1.125791e-07,1.282775e+01
3.845200e-10,1.728162e-07,1.195254e-06,1.123671e-07,1.282780e+01
3.845300e-10,1.765203e-07,1.197640e-06,1.121550e-07,1.282784e+01
3.845400e-10,1.801881e-07,1.199998e-06,1.119430e-07,1.282789e+01
3.845500e-10,1.838129e-07,1.202321e-06,1.117310e-07,1.282793e+01
3.845600e-10,1.873878e-07,1.204603e-06,1.115192e-07,1.282798e+01
3.845700e-10,1.909063e-07,1.206836e-06,1.113074e-07,1.282802e+01
3.845800e-10,1.943619e-07,1.209014e-06,1.110959e-07,1.282806e+01
3.845900e-10,1.977483e-07,1.211131e-06,1.108845e-07,1.282810e+01
3.846000e-10,2.010595e-07,1.213180e-06,1.106733e-07,1.282815e+01
3.846100e-10,2.042893e-07,1.215156e-06,1.104623e-07,1.282819e+01
3.846200e-10,2.074322e-07,1.217053e-06,1.102516e-07,1.282823e+01
3.846300e-10,2.104825e-07,1.218864e-06,1.100412e-07,1.282827e+01
3.846400e-10,2.134349e-07,1.220586e-06,1.098311e-07,1.282831e+01
3.846500e-10,2.162843e-07,1.222211e-06,1.096213e-07,1.282835e+01
3.846600e-10,2.190258e-07,1.223736e-06,1.094120e-07,1.282839e+01
3.846700e-10,2.216546e-07,1.225155e-06,1.092030e-07,1.282843e+01
3.846800e-10,2.241665e-07,1.226464e-06,1.089945e-07,1.282847e+01
3.846900e-10,2.265571e-07,1.227658e-06,1.087864e-07,1.282851e+01
3.847000e-10,2.288226e-07,1.228734e-06,1.085788e-07,1.282855e+01
3.847100e-10,2.309593e-07,1.229687e-06,1.083718e-07,1.282859e+01
3.847200e-10,2.329638e-07,1.230514e-06,1.081653e-07,1.282863e+01
3.847300e-10,2.348329e-07,1.231211e-06,1.079594e-07,1.282867e+01
3.847400e-10,2.365639e-07,1.231776e-06,1.077540e-07,1.282871e+01
3.847500e-10,2.381540e-07,1.232206e-06,1.075494e-07,1.282875e+01
3.847600e-10,2.396011e-07,1.232498e-06,1.073454e-07,1.282879e+01
3.847700e-10,2.409031e-07,1.232649e-06,1.071420e-07,1.282882e+01
3.847800e-10,2.420582e-07,1.232659e-06,1.069394e-07,1.282886e+01
3.847900e-10,2.430650e-07,1.232525e-06,1.067376e-07,1.282890e+01
3.848000e-10,2.439223e-07,1.232245e-06,1.065365e-07,1.282894e+01
3.848100e-10,2.446293e-07,1.231819e-06,1.063362e-07,1.282897e+01
3.848200e-10,2.451853e-07,1.231246e-06,1.061367e-07,1.282901e+01
3.848300e-10,2.455901e-07,1.230525e-06,1.059381e-07,1.282905e+01
3.848400e-10,2.458436e-07,1.229656e-06,1.057403e-07,1.282909e+01
3.848500e-10,2.459461e-07,1.228638e-06,1.055435e-07,1.282912e+01
3.848600e-10,2.458981e-07,1.227473e-06,1.053475e-07,1.282916e+01
3.848700e-10,2.457005e-07,1.226161e-06,1.051525e-07,1.282920e+01
3.848800e-10,2.453544e-07,1.224703e-06,1.049584e-07,1.282923e+01
3.848900e-10,2.448611e-07,1.223099e-06,1.047653e-07,1.282927e+01
3.849000e-10,2.442222e-07,1.221351e-06,1.045732e-07,1.282931e+01
3.849100e-10,2.434396e-07,1.219460e-06,1.043821e-07,1.282934e+01
3.849200e-10,2.425156e-07,1.217429e-06,1.041921e-07,1.282938e+01
3.849300e-10,2.414525e-07,1.215260e-06,1.040030e-07,1.282941e+01
3.849400e-10,2.402529e-07,1.212955e-06,1.038151e-07,1.282945e+01
3.849500e-10,2.389198e-07,1.210517e-06,1.036282e-07,1.282949e+01
3.849600e-10,2.374562e-07,1.207948e-06,1.034424e-07,1.282952e+01
3.849700e-10,2.358655e-07,1.205252e-06,1.032577e-07,1.282956e+01
3.849800e-10,2.341513e-07,1.202432e-06,1.030741e-07,1.282960e+01
3.849900e-10,2.323172e-07,1.199492e-06,1.028917e-07,1.282963e+01
3.850000e-10,2.303674e-07,1.196434e-06,1.027103e-07,1.282967e+01
3.850100e-10,2.283059e-07,1.193264e-06,1.025301e-07,1.282971e+01
3.850200e-10,2.261372e-07,1.189985e-06,1.023511e-07,1.282974e+01
3.850300e-10,2.238656e-07,1.186602e-06,1.021732e-07,1.282978e+01
3.850400e-10,2.214959e-07,1.183118e-06,1.019964e-07,1.282982e+01
3.850500e-10,2.190330e-07,1.179540e-06,1.018209e-07,1.282986e+01
3.850600e-10,2.164817e-07,1.175871e-06,1.016464e-07,1.282989e+01
3.850700e-10,2.138472e-07,1.172116e-06,1.014732e-07,1.282993e+01
3.850800e-10,2.111348e-07,1.168280e-06,1.013011e-07,1.282997e+01
3.850900e-10,2.083498e-07,1.164370e-06,1.011302e-07,1.283001e+01
3.851000e-10,2.054976e-07,1.160389e-06,1.009604e-07,1.283004e+01
3.851100e-10,2.025838e-07,1.156343e-06,1.007918e-07,1.283008e+01
3.851200e-10,1.996140e-07,1.152238e-06,1.006244e-07,1.283012e+01
3.851300e-10,1.965939e-07,1.148080e-06,1.004581e-07,1.283016e+01
3.851400e-10,1.935293e-07,1.143873e-06,1.002930e-07,1.283020e+01
3.851500e-10,1.904259e-07,1.139624e-06,1.001290e-07,1.283024e+01
3.851600e-10,1.872896e-07,1.135338e-06,9.996618e-08,1.283028e+01
3.851700e-10,1.841262e-07,1.131021e-06,9.980445e-08,1.283032e+01
3.851800e-10,1.809416e-07,1.126680e-06,9.964385e-08,1.283035e+01
3.851900e-10,1.777417e-07,1.122319e-06,9.948435e-08,1.283039e+01
3.852000e-10,1.745324e-07,1.117944e-06,9.932595e-08,1.283043e+01
3.852100e-10,1.713195e-07,1.113562e-06,9.916863e-08,1.283047e+01
3.852200e-10,1.681087e-07,1.109177e-06,9.901239e-08,1.283051e+01
3.852300e-10,1.649060e-07,1.104797e-06,9.885720e-08,1.283055e+01
3.852400e-10,1.617170e-07,1.100426e-06,9.870305e-08,1.283059e+01
3.852500e-10,1.585474e-07,1.096070e-06,9.854993e-08,1.283064e+01
3.852600e-10,1.554028e-07,1.091735e-06,9.839783e-08,1.283068e+01
3.852700e-10,1.522887e-07,1.087426e-06,9.824672e-08,1.283072e+01
3.852800e-10,1.492105e-07,1.083149e-06,9.809658e-08,1.283076e+01
3.852900e-10,1.461736e-07,1.078908e-06,9.794740e-08,1.283080e+01
3.853000e-10,1.431831e-07,1.074710e-06,9.779916e-08,1.283084e+01
3.853100e-10,1.402442e-07,1.070560e-06,9.765185e-08,1.283088e+01
3.853200e-10,1.373617e-07,1.066462e-06,9.750543e-08,1.283093e+01
3.853300e-10,1.345407e-07,1.062421e-06,9.735989e-08,1.283097e+01
3.853400e-10,1.317856e-07,1.058442e-06,9.721521e-08,1.283101e+01
3.853500e-10,1.291012e-07,1.054530e-06,9.707136e-08,1.283105e+01
3.853600e-10,1.264916e-07,1.050690e-06,9.692833e-08,1.283110e+01
3.853700e-10,1.239612e-07,1.046924e-06,9.678609e-08,1.283114e+01
3.853800e-10,1.215140e-07,1.043239e-06,9.664462e-08,1.283118e+01
3.853900e-10,1.191538e-07,1.039636e-06,9.650390e-08,1.283123e+01
3.854000e-10,1.168842e-07,1.036122e-06,9.636390e-08,1.283127e+01
3.854100e-10,1.147089e-07,1.032698e-06,9.622460e-08,1.283131e+01
3.854200e-10,1.126310e-07,1.029368e-06,9.608597e-08,1.283136e+01
3.854300e-10,1.106536e-07,1.026137e-06,9.594799e-08,1.283140e+01
3.854400e-10,1.087795e-07,1.023006e-06,9.581064e-08,1.283144e+01
3.854500e-10,1.070115e-07,1.019978e-06,9.567389e-08,1.283149e+01
3.854600e-10,1.053520e-07,1.017056e-06,9.553772e-08,1.283153e+01
3.854700e-10,1.038032e-07,1.014243e-06,9.540210e-08,1.283158e+01
3.854800e-10,1.023672e-07,1.011541e-06,9.526701e-08,1.283162e+01
3.854900e-10,1.010456e-07,1.008951e-06,9.513242e-08,1.283166e+01
3.855000e-10,9.984008e-08,1.006475e-06,9.499831e-08,1.283171e+01
3.855100e-10,9.875195e-08,1.004116e-06,9.486466e-08,1.283175e+01
3.855200e-10,9.778234e-08,1.001873e-06,9.473144e-08,1.283180e+01
3.855300e-10,9.693210e-08,9.997494e-07,9.459863e-08,1.283184e+01
3.855400e-10,9.620189e-08,9.977444e-07,9.446620e-08,1.283189e+01
3.855500e-10,9.559215e-08,9.958592e-07,9.433413e-08,1.283193e+01
3.855600e-10,9.510305e-08,9.940942e-07,9.420239e-08,1.283197e+01
3.855700e-10,9.473458e-08,9.924495e-07,9.407097e-08,1.283202e+01
3.855800e-10,9.448649e-08,9.909251e-07,9.393984e-08,1.283206e+01
3.855900e-10,9.435829e-08,9.895207e-07,9.380898e-08,1.283211e+01
3.856000e-10,9.434930e-08,9.882359e-07,9.367837e-08,1.283215e+01
3.856100e-10,9.445859e-08,9.870699e-07,9.354798e-08,1.283220e+01
3.856200e-10,9.468504e-08,9.860219e-07,9.341780e-08,1.283224e+01
3.856300e-10,9.502734e-08,9.850907e-07,9.328780e-08,1.283229e+01
3.856400e-10,9.548389e-08,9.842750e-07,9.315797e-08,1.283233e+01
3.856500e-10,9.605299e-08,9.835732e-07,9.302828e-08,1.283237e+01
3.856600e-10,9.673266e-08,9.829836e-07,9.289872e-08,1.283242e+01
3.856700e-10,9.752079e-08,9.825043e-07,9.276927e-08,1.283246e+01
3.856800e-10,9.841502e-08,9.821331e-07,9.263990e-08,1.283251e+01
3.856900e-10,9.941286e-08,9.818677e-07,9.251061e-08,1.283255e+01
3.857000e-10,1.005116e-07,9.817057e-07,9.238138e-08,1.283259e+01
3.857100e-10,1.017084e-07,9.816443e-07,9.225219e-08,1.283264e+01
3.857200e-10,1.030003e-07,9.816808e-07,9.212302e-08,1.283268e+01
3.857300e-10,1.043840e-07,9.818121e-07,9.199386e-08,1.283272e+01
3.857400e-10,1.058562e-07,9.820351e-07,9.186471e-08,1.283277e+01
3.857500e-10,1.074135e-07,9.823465e-07,9.173554e-08,1.283281e+01
3.857600e-10,1.090522e-07,9.827429e-07,9.160634e-08,1.283285e+01
3.857700e-10,1.107686e-07,9.832206e-07,9.147710e-08,1.283289e+01
3.857800e-10,1.125588e-07,9.837760e-07,9.134781e-08,1.283294e+01
3.857900e-10,1.144189e-07,9.844052e-07,9.121846e-08,1.283298e+01
3.858000e-10,1.163448e-07,9.851043e-07,9.108905e-08,1.283302e+01
3.858100e-10,1.183323e-07,9.858694e-07,9.095955e-08,1.283306e+01
3.858200e-10,1.203771e-07,9.866962e-07,9.082997e-08,1.283310e+01
3.858300e-10,1.224749e-07,9.875805e-07,9.070030e-08,1.283315e+01
3.858400e-10,1.246213e-07,9.885181e-07,9.057053e-08,1.283319e+01
3.858500e-10,1.268118e-07,9.895045e-07,9.044066e-08,1.283323e+01
3.858600e-10,1.290419e-07,9.905354e-07,9.031068e-08,1.283327e+01
3.858700e-10,1.313070e-07,9.916063e-07,9.018058e-08,1.283331e+01
3.858800e-10,1.336024e-07,9.927127e-07,9.005037e-08,1.283335e+01
3.858900e-10,1.359236e-07,9.938499e-07,8.992004e-08,1.283339e+01
3.859000e-10,1.382660e-07,9.950135e-07,8.978959e-08,1.283343e+01
3.859100e-10,1.406247e-07,9.961988e-07,8.965903e-08,1.283347e+01
3.859200e-10,1.429952e-07,9.974012e-07,8.952834e-08,1.283351e+01
3.859300e-10,1.453728e-07,9.986160e-07,8.939753e-08,1.283355e+01
3.859400e-10,1.477529e-07,9.998388e-07,8.926660e-08,1.283359e+01
3.859500e-10,1.501308e-07,1.001065e-06,8.913555e-08,1.283363e+01
3.859600e-10,1.525019e-07,1.002290e-06,8.900439e-08,1.283366e+01
3.859700e-10,1.548618e-07,1.003509e-06,8.887312e-08,1.283370e+01
3.859800e-10,1.572059e-07,1.004718e-06,8.874174e-08,1.283374e+01
3.859900e-10,1.595298e-07,1.005912e-06,8.861026e-08,1.283378e+01
3.860000e-10,1.618291e-07,1.007087e-06,8.847868e-08,1.283382e+01
3.860100e-10,1.640996e-07,1.008239e-06,8.834701e-08,1.283385e+01
3.860200e-10,1.663369e-07,1.009363e-06,8.821525e-08,1.283389e+01
3.860300e-10,1.685371e-07,1.010455e-06,8.808342e-08,1.283393e+01
3.860400e-10,1.706960e-07,1.011512e-06,8.795151e-08,1.283396e+01
3.860500e-10,1.728097e-07,1.012528e-06,8.781954e-08,1.283400e+01
3.860600e-10,1.748745e-07,1.013501e-06,8.768752e-08,1.283404e+01
3.860700e-10,1.768865e-07,1.014427e-06,8.755545e-08,1.283407e+01
3.860800e-10,1.788423e-07,1.015301e-06,8.742334e-08,1.283411e+01
3.860900e-10,1.807384e-07,1.016121e-06,8.729121e-08,1.283414e+01
3.861000e-10,1.825715e-07,1.016883e-06,8.715907e-08,1.283418e+01
3.861100e-10,1.843383e-07,1.017584e-06,8.702691e-08,1.283422e+01
3.861200e-10,1.860359e-07,1.018220e-06,8.689477e-08,1.283425e+01
3.861300e-10,1.876614e-07,1.018788e-06,8.676264e-08,1.283429e+01
3.861400e-10,1.892120e-07,1.019287e-06,8.663054e-08,1.283432e+01
3.861500e-10,1.906851e-07,1.019712e-06,8.649848e-08,1.283435e+01
3.861600e-10,1.920784e-07,1.020062e-06,8.636647e-08,1.283439e+01
3.861700e-10,1.933896e-07,1.020335e-06,8.623453e-08,1.283442e+01
3.861800e-10,1.946166e-07,1.020527e-06,8.610267e-08,1.283446e+01
3.861900e-10,1.957574e-07,1.020637e-06,8.597089e-08,1.283449e+01
3.862000e-10,1.968105e-07,1.020663e-06,8.583923e-08,1.283452e+01
3.862100e-10,1.977741e-07,1.020603e-06,8.570767e-08,1.283456e+01
3.862200e-10,1.986469e-07,1.020456e-06,8.557625e-08,1.283459e+01
3.862300e-10,1.994277e-07,1.020220e-06,8.544497e-08,1.283462e+01
3.862400e-10,2.001154e-07,1.019895e-06,8.531385e-08,1.283466e+01
3.862500e-10,2.007093e-07,1.019479e-06,8.518290e-08,1.283469e+01
3.862600e-10,2.012086e-07,1.018971e-06,8.505214e-08,1.283472e+01
3.862700e-10,2.016129e-07,1.018371e-06,8.492156e-08,1.283476e+01
3.862800e-10,2.019217e-07,1.017678e-06,8.479120e-08,1.283479e+01
3.862900e-10,2.021352e-07,1.016892e-06,8.466107e-08,1.283482e+01
3.863000e-10,2.022531e-07,1.016013e-06,8.453117e-08,1.283485e+01
3.863100e-10,2.022759e-07,1.015041e-06,8.440151e-08,1.283489e+01
3.863200e-10,2.022039e-07,1.013976e-06,8.427213e-08,1.283492e+01
3.863300e-10,2.020376e-07,1.012818e-06,8.414301e-08,1.283495e+01
3.863400e-10,2.017779e-07,1.011569e-06,8.401419e-08,1.283498e+01
3.863500e-10,2.014256e-07,1.010228e-06,8.388566e-08,1.283502e+01
3.863600e-10,2.009819e-07,1.008798e-06,8.375744e-08,1.283505e+01
3.863700e-10,2.004479e-07,1.007278e-06,8.362955e-08,1.283508e+01
3.863800e-10,1.998252e-07,1.005670e-06,8.350200e-08,1.283511e+01
3.863900e-10,1.991153e-07,1.003976e-06,8.337479e-08,1.283514e+01
3.864000e-10,1.983198e-07,1.002197e-06,8.324793e-08,1.283518e+01
3.864100e-10,1.974408e-07,1.000335e-06,8.312145e-08,1.283521e+01
3.864200e-10,1.964801e-07,9.983909e-07,8.299534e-08,1.283524e+01
3.864300e-10,1.954400e-07,9.963679e-07,8.286962e-08,1.283527e+01
3.864400e-10,1.943227e-07,9.942677e-07,8.274430e-08,1.283531e+01
3.864500e-10,1.931307e-07,9.920926e-07,8.261939e-08,1.283534e+01
3.864600e-10,1.918665e-07,9.898450e-07,8.249489e-08,1.283537e+01
3.864700e-10,1.905328e-07,9.875273e-07,8.237081e-08,1.283540e+01
3.864800e-10,1.891323e-07,9.851422e-07,8.224717e-08,1.283544e+01
3.864900e-10,1.876680e-07,9.826925e-07,8.212397e-08,1.283547e+01
3.865000e-10,1.861427e-07,9.801810e-07,8.200121e-08,1.283550e+01
3.865100e-10,1.845597e-07,9.776107e-07,8.187891e-08,1.283553e+01
3.865200e-10,1.829221e-07,9.749846e-07,8.175706e-08,1.283557e+01
3.865300e-10,1.812331e-07,9.723059e-07,8.163568e-08,1.283560e+01
3.865400e-10,1.794960e-07,9.695778e-07,8.151478e-08,1.283563e+01
3.865500e-10,1.777143e-07,9.668035e-07,8.139434e-08,1.283566e+01
3.865600e-10,1.758914e-07,9.639864e-07,8.127439e-08,1.283570e+01
3.865700e-10,1.740308e-07,9.611300e-07,8.115492e-08,1.283573e+01
3.865800e-10,1.721361e-07,9.582377e-07,8.103593e-08,1.283576e+01
3.865900e-10,1.702109e-07,9.553130e-07,8.091743e-08,1.283580e+01
3.866000e-10,1.682589e-07,9.523596e-07,8.079943e-08,1.283583e+01
3.866100e-10,1.662836e-07,9.493809e-07,8.068192e-08,1.283586e+01
3.866200e-10,1.642888e-07,9.463806e-07,8.056491e-08,1.283590e+01
3.866300e-10,1.622782e-07,9.433623e-07,8.044839e-08,1.283593e+01
3.866400e-10,1.602554e-07,9.403298e-07,8.033236e-08,1.283597e+01
3.866500e-10,1.582243e-07,9.372867e-07,8.021684e-08,1.283600e+01
3.866600e-10,1.561885e-07,9.342365e-07,8.010181e-08,1.283603e+01
3.866700e-10,1.541516e-07,9.311831e-07,7.998727e-08,1.283607e+01
3.866800e-10,1.521174e-07,9.281299e-07,7.987323e-08,1.283610e+01
3.866900e-10,1.500894e-07,9.250807e-07,7.975968e-08,1.283614e+01
3.867000e-10,1.480714e-07,9.220390e-07,7.964662e-08,1.283617e+01
3.867100e-10,1.460667e-07,9.190084e-07,7.953404e-08,1.283621e+01
3.867200e-10,1.440791e-07,9.159924e-07,7.942195e-08,1.283624e+01
3.867300e-10,1.421118e-07,9.129944e-07,7.931034e-08,1.283627e+01
3.867400e-10,1.401684e-07,9.100179e-07,7.919921e-08,1.283631e+01
3.867500e-10,1.382521e-07,9.070663e-07,7.908855e-08,1.283634e+01
3.867600e-10,1.363663e-07,9.041427e-07,7.897835e-08,1.283638e+01
3.867700e-10,1.345141e-07,9.012505e-07,7.886862e-08,1.283642e+01
3.867800e-10,1.326985e-07,8.983927e-07,7.875934e-08,1.283645e+01
3.867900e-10,1.309227e-07,8.955725e-07,7.865052e-08,1.283649e+01
3.868000e-10,1.291896e-07,8.927929e-07,7.854214e-08,1.283652e+01
3.868100e-10,1.275019e-07,8.900566e-07,7.843419e-08,1.283656e+01
3.868200e-10,1.258625e-07,8.873665e-07,7.832668e-08,1.283659e+01
3.868300e-10,1.242738e-07,8.847252e-07,7.821960e-08,1.283663e+01
3.868400e-10,1.227385e-07,8.821355e-07,7.811293e-08,1.283667e+01
3.868500e-10,1.212590e-07,8.795996e-07,7.800667e-08,1.283670e+01
3.868600e-10,1.198374e-07,8.771200e-07,7.790082e-08,1.283674e+01
3.868700e-10,1.184760e-07,8.746989e-07,7.779536e-08,1.283677e+01
3.868800e-10,1.171768e-07,8.723385e-07,7.769028e-08,1.283681e+01
3.868900e-10,1.159417e-07,8.700407e-07,7.758559e-08,1.283685e+01
3.869000e-10,1.147724e-07,8.678074e-07,7.748126e-08,1.283688e+01
3.869100e-10,1.136706e-07,8.656403e-07,7.737730e-08,1.283692e+01
3.869200e-10,1.126378e-07,8.635411e-07,7.727369e-08,1.283696e+01
3.869300e-10,1.116754e-07,8.615112e-07,7.717042e-08,1.283699e+01
3.869400e-10,1.107845e-07,8.595519e-07,7.706748e-08,1.283703e+01
3.869500e-10,1.099662e-07,8.576645e-07,7.696488e-08,1.283707e+01
3.869600e-10,1.092216e-07,8.558500e-07,7.686259e-08,1.283710e+01
3.869700e-10,1.085513e-07,8.541093e-07,7.676060e-08,1.283714e+01
3.869800e-10,1.079561e-07,8.524432e-07,7.665892e-08,1.283718e+01
3.869900e-10,1.074364e-07,8.508524e-07,7.655752e-08,1.283721e+01
3.870000e-10,1.069927e-07,8.493373e-07,7.645640e-08,1.283725e+01
3.870100e-10,1.066250e-07,8.478983e-07,7.635556e-08,1.283729e+01
3.870200e-10,1.063337e-07,8.465356e-07,7.625498e-08,1.283732e+01
3.870300e-10,1.061184e-07,8.452493e-07,7.615465e-08,1.283736e+01
3.870400e-10,1.059791e-07,8.440393e-07,7.605456e-08,1.283740e+01
3.870500e-10,1.059155e-07,8.429054e-07,7.595471e-08,1.283743e+01
3.870600e-10,1.059270e-07,8.418473e-07,7.585509e-08,1.283747e+01
3.870700e-10,1.060129e-07,8.408644e-07,7.575568e-08,1.283751e+01
3.870800e-10,1.061727e-07,8.399561e-07,7.565649e-08,1.283754e+01
3.870900e-10,1.064053e-07,8.391218e-07,7.555749e-08,1.283758e+01
3.871000e-10,1.067098e-07,8.383605e-07,7.545869e-08,1.283761e+01
