time,"V(L4|XLOADINA)","V(L4|XLOADINB)","I(R1|XSINKOUTQ)","P(4|XDUT)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-14,3.420035e-06,3.419410e-06,3.171440e-08,1.545140e-05
2.000000e-14,2.309499e-06,2.307891e-06,6.327028e-08,2.981645e-05
3.000000e-14,2.335538e-06,2.332932e-06,9.472076e-08,4.319862e-05
4.000000e-14,2.365128e-06,2.361730e-06,1.261381e-07,5.578316e-05
5.000000e-14,2.398491e-06,2.394608e-06,1.576007e-07,6.777433e-05
6.000000e-14,2.435802e-06,2.431764e-06,1.891883e-07,7.937396e-05
7.000000e-14,2.477204e-06,2.473329e-06,2.209804e-07,9.077455e-05
8.000000e-14,2.522810e-06,2.519393e-06,2.530553e-07,1.021575e-04
9.000000e-14,2.572715e-06,2.570024e-06,2.854903e-07,1.136931e-04
1.000000e-13,2.626992e-06,2.625268e-06,3.183610e-07,1.255412e-04
1.100000e-13,2.685696e-06,2.685159e-06,3.517417e-07,1.378522e-04
1.200000e-13,2.748864e-06,2.749710e-06,3.857050e-07,1.507677e-04
1.300000e-13,2.816514e-06,2.818924e-06,4.203217e-07,1.644213e-04
1.400000e-13,2.888648e-06,2.892787e-06,4.556612e-07,1.789399e-04
1.500000e-13,2.965255e-06,2.971270e-06,4.917907e-07,1.944438e-04
1.600000e-13,3.046303e-06,3.054332e-06,5.287760e-07,2.110482e-04
1.700000e-13,3.131752e-06,3.141918e-06,5.666806e-07,2.288635e-04
1.800000e-13,3.221542e-06,3.233961e-06,6.055662e-07,2.479961e-04
1.900000e-13,3.315604e-06,3.330381e-06,6.454927e-07,2.685489e-04
2.000000e-13,3.413854e-06,3.431090e-06,6.865177e-07,2.906225e-04
2.100000e-13,3.516199e-06,3.535985e-06,7.286968e-07,3.143152e-04
2.200000e-13,3.622532e-06,3.644954e-06,7.720836e-07,3.397237e-04
2.300000e-13,3.732736e-06,3.757878e-06,8.167294e-07,3.669442e-04
2.400000e-13,3.846685e-06,3.874625e-06,8.626836e-07,3.960720e-04
2.500000e-13,3.964243e-06,3.995056e-06,9.099930e-07,4.272028e-04
2.600000e-13,4.085266e-06,4.119026e-06,9.587024e-07,4.604327e-04
2.700000e-13,4.209599e-06,4.246378e-06,1.008855e-06,4.958590e-04
2.800000e-13,4.337084e-06,4.376952e-06,1.060490e-06,5.335800e-04
2.900000e-13,4.467552e-06,4.510579e-06,1.113645e-06,5.736963e-04
3.000000e-13,4.600829e-06,4.647085e-06,1.168358e-06,6.163100e-04
3.100000e-13,4.736736e-06,4.786290e-06,1.224661e-06,6.615261e-04
3.200000e-13,4.875087e-06,4.928010e-06,1.282584e-06,7.094523e-04
3.300000e-13,5.015693e-06,5.072055e-06,1.342158e-06,7.601990e-04
3.400000e-13,5.158359e-06,5.218233e-06,1.403408e-06,8.138800e-04
3.500000e-13,5.302888e-06,5.366345e-06,1.466358e-06,8.706128e-04
3.600000e-13,5.449078e-06,5.516192e-06,1.531032e-06,9.305181e-04
3.700000e-13,5.596726e-06,5.667572e-06,1.597447e-06,9.937206e-04
3.800000e-13,5.745625e-06,5.820279e-06,1.665621e-06,1.060349e-03
3.900000e-13,5.895569e-06,5.974108e-06,1.735569e-06,1.130536e-03
4.000000e-13,6.046348e-06,6.128850e-06,1.807304e-06,1.204419e-03
4.100000e-13,6.197752e-06,6.284297e-06,1.880837e-06,1.282138e-03
4.200000e-13,6.349571e-06,6.440241e-06,1.956175e-06,1.363839e-03
4.300000e-13,6.501597e-06,6.596472e-06,2.033325e-06,1.449671e-03
4.400000e-13,6.653619e-06,6.752782e-06,2.112289e-06,1.539788e-03
4.500000e-13,6.805430e-06,6.908964e-06,2.193071e-06,1.634348e-03
4.600000e-13,6.956823e-06,7.064812e-06,2.275669e-06,1.733514e-03
4.700000e-13,7.107594e-06,7.220121e-06,2.360081e-06,1.837450e-03
4.800000e-13,7.257539e-06,7.374689e-06,2.446301e-06,1.946327e-03
4.900000e-13,7.406459e-06,7.528316e-06,2.534324e-06,2.060319e-03
5.000000e-13,7.554157e-06,7.680805e-06,2.624139e-06,2.179605e-03
5.100000e-13,7.700440e-06,7.831963e-06,2.715738e-06,2.304364e-03
5.200000e-13,7.845119e-06,7.981598e-06,2.809106e-06,2.434781e-03
5.300000e-13,7.988006e-06,8.129525e-06,2.904228e-06,2.571045e-03
5.400000e-13,8.128922e-06,8.275560e-06,3.001090e-06,2.713346e-03
5.500000e-13,8.267690e-06,8.419526e-06,3.099671e-06,2.861876e-03
5.600000e-13,8.404138e-06,8.561250e-06,3.199952e-06,3.016833e-03
5.700000e-13,8.538099e-06,8.700563e-06,3.301911e-06,3.178414e-03
5.800000e-13,8.669414e-06,8.837303e-06,3.405524e-06,3.346819e-03
5.900000e-13,8.797926e-06,8.971311e-06,3.510766e-06,3.522249e-03
6.000000e-13,8.923488e-06,9.102437e-06,3.617609e-06,3.704909e-03
6.100000e-13,9.045956e-06,9.230534e-06,3.726027e-06,3.895001e-03
6.200000e-13,9.165194e-06,9.355463e-06,3.835988e-06,4.092730e-03
6.300000e-13,9.281073e-06,9.477091e-06,3.947462e-06,4.298301e-03
6.400000e-13,9.393468e-06,9.595292e-06,4.060414e-06,4.511920e-03
6.500000e-13,9.502266e-06,9.709946e-06,4.174812e-06,4.733791e-03
6.600000e-13,9.607356e-06,9.820940e-06,4.290620e-06,4.964118e-03
6.700000e-13,9.708638e-06,9.928168e-06,4.407800e-06,5.203104e-03
6.800000e-13,9.806016e-06,1.003153e-05,4.526315e-06,5.450950e-03
6.900000e-13,9.899405e-06,1.013094e-05,4.646127e-06,5.707856e-03
7.000000e-13,9.988725e-06,1.022631e-05,4.767194e-06,5.974019e-03
7.100000e-13,1.007390e-05,1.031756e-05,4.889476e-06,6.249634e-03
7.200000e-13,1.015488e-05,1.040463e-05,5.012930e-06,6.534893e-03
7.300000e-13,1.023160e-05,1.048745e-05,5.137513e-06,6.829984e-03
7.400000e-13,1.030400e-05,1.056597e-05,5.263182e-06,7.135092e-03
7.500000e-13,1.037206e-05,1.064014e-05,5.389892e-06,7.450397e-03
7.600000e-13,1.043573e-05,1.070992e-05,5.517596e-06,7.776075e-03
7.700000e-13,1.049500e-05,1.077529e-05,5.646250e-06,8.112296e-03
7.800000e-13,1.054984e-05,1.083623e-05,5.775805e-06,8.459227e-03
7.900000e-13,1.060024e-05,1.089270e-05,5.906216e-06,8.817027e-03
8.000000e-13,1.064621e-05,1.094471e-05,6.037432e-06,9.185850e-03
8.100000e-13,1.068775e-05,1.099226e-05,6.169407e-06,9.565843e-03
8.200000e-13,1.072486e-05,1.103535e-05,6.302092e-06,9.957146e-03
8.300000e-13,1.075758e-05,1.107399e-05,6.435436e-06,1.035989e-02
8.400000e-13,1.078592e-05,1.110821e-05,6.569391e-06,1.077421e-02
8.500000e-13,1.080992e-05,1.113803e-05,6.703907e-06,1.120021e-02
8.600000e-13,1.082962e-05,1.116350e-05,6.838934e-06,1.163802e-02
8.700000e-13,1.084508e-05,1.118464e-05,6.974422e-06,1.208772e-02
8.800000e-13,1.085633e-05,1.120152e-05,7.110320e-06,1.254941e-02
8.900000e-13,1.086346e-05,1.121418e-05,7.246578e-06,1.302317e-02
9.000000e-13,1.086651e-05,1.122269e-05,7.383146e-06,1.350909e-02
9.100000e-13,1.086557e-05,1.122711e-05,7.519974e-06,1.400722e-02
9.200000e-13,1.086072e-05,1.122751e-05,7.657012e-06,1.451761e-02
9.300000e-13,1.085203e-05,1.122399e-05,7.794209e-06,1.504032e-02
9.400000e-13,1.083961e-05,1.121662e-05,7.931516e-06,1.557537e-02
9.500000e-13,1.082353e-05,1.120548e-05,8.068884e-06,1.612279e-02
9.600000e-13,1.080392e-05,1.119069e-05,8.206262e-06,1.668259e-02
9.700000e-13,1.078086e-05,1.117233e-05,8.343604e-06,1.725478e-02
9.800000e-13,1.075448e-05,1.115051e-05,8.480859e-06,1.783935e-02
9.900000e-13,1.072488e-05,1.112535e-05,8.617979e-06,1.843626e-02
1.000000e-12,1.069218e-05,1.109695e-05,8.754919e-06,1.904551e-02
1.010000e-12,1.065650e-05,1.106543e-05,8.891629e-06,1.966703e-02
1.020000e-12,1.061798e-05,1.103091e-05,9.028064e-06,2.030078e-02
1.030000e-12,1.057673e-05,1.099352e-05,9.164177e-06,2.094668e-02
1.040000e-12,1.053289e-05,1.095339e-05,9.299924e-06,2.160467e-02
1.050000e-12,1.048659e-05,1.091064e-05,9.435260e-06,2.227466e-02
1.060000e-12,1.043796e-05,1.086541e-05,9.570140e-06,2.295653e-02
1.070000e-12,1.038716e-05,1.081783e-05,9.704522e-06,2.365019e-02
1.080000e-12,1.033431e-05,1.076804e-05,9.838363e-06,2.435550e-02
1.090000e-12,1.027956e-05,1.071618e-05,9.971622e-06,2.507234e-02
1.100000e-12,1.022305e-05,1.066239e-05,1.010426e-05,2.580055e-02
1.110000e-12,1.016492e-05,1.060681e-05,1.023623e-05,2.653997e-02
1.120000e-12,1.010533e-05,1.054959e-05,1.036750e-05,2.729044e-02
1.130000e-12,1.004440e-05,1.049086e-05,1.049803e-05,2.805178e-02
1.140000e-12,9.982298e-06,1.043077e-05,1.062778e-05,2.882379e-02
1.150000e-12,9.919155e-06,1.036946e-05,1.075671e-05,2.960628e-02
1.160000e-12,9.855118e-06,1.030709e-05,1.088480e-05,3.039903e-02
1.170000e-12,9.790332e-06,1.024378e-05,1.101200e-05,3.120181e-02
1.180000e-12,9.724938e-06,1.017968e-05,1.113829e-05,3.201439e-02
1.190000e-12,9.659079e-06,1.011494e-05,1.126363e-05,3.283654e-02
1.200000e-12,9.592893e-06,1.004969e-05,1.138798e-05,3.366800e-02
1.210000e-12,9.526518e-06,9.984065e-06,1.151133e-05,3.450850e-02
1.220000e-12,9.460091e-06,9.918212e-06,1.163363e-05,3.535777e-02
1.230000e-12,9.393745e-06,9.852261e-06,1.175487e-05,3.621554e-02
1.240000e-12,9.327611e-06,9.786345e-06,1.187501e-05,3.708151e-02
1.250000e-12,9.261818e-06,9.720593e-06,1.199404e-05,3.795539e-02
1.260000e-12,9.196491e-06,9.655133e-06,1.211192e-05,3.883688e-02
1.270000e-12,9.131754e-06,9.590089e-06,1.222863e-05,3.972566e-02
1.280000e-12,9.067724e-06,9.525583e-06,1.234414e-05,4.062141e-02
1.290000e-12,9.004518e-06,9.461731e-06,1.245845e-05,4.152382e-02
1.300000e-12,8.942248e-06,9.398649e-06,1.257153e-05,4.243254e-02
1.310000e-12,8.881021e-06,9.336448e-06,1.268335e-05,4.334723e-02
1.320000e-12,8.820942e-06,9.275234e-06,1.279391e-05,4.426757e-02
1.330000e-12,8.762110e-06,9.215110e-06,1.290318e-05,4.519319e-02
1.340000e-12,8.704621e-06,9.156175e-06,1.301116e-05,4.612375e-02
1.350000e-12,8.648566e-06,9.098524e-06,1.311782e-05,4.705889e-02
1.360000e-12,8.594031e-06,9.042246e-06,1.322315e-05,4.799824e-02
1.370000e-12,8.541098e-06,8.987427e-06,1.332714e-05,4.894146e-02
1.380000e-12,8.489843e-06,8.934148e-06,1.342978e-05,4.988816e-02
1.390000e-12,8.440338e-06,8.882485e-06,1.353107e-05,5.083799e-02
1.400000e-12,8.392650e-06,8.832508e-06,1.363098e-05,5.179057e-02
1.410000e-12,8.346841e-06,8.784285e-06,1.372952e-05,5.274552e-02
1.420000e-12,8.302967e-06,8.737875e-06,1.382668e-05,5.370249e-02
1.430000e-12,8.261080e-06,8.693335e-06,1.392245e-05,5.466110e-02
1.440000e-12,8.221225e-06,8.650717e-06,1.401684e-05,5.562097e-02
1.450000e-12,8.183443e-06,8.610064e-06,1.410982e-05,5.658174e-02
1.460000e-12,8.147769e-06,8.571418e-06,1.420142e-05,5.754302e-02
1.470000e-12,8.114234e-06,8.534815e-06,1.429162e-05,5.850447e-02
1.480000e-12,8.082862e-06,8.500282e-06,1.438042e-05,5.946570e-02
1.490000e-12,8.053673e-06,8.467847e-06,1.446782e-05,6.042636e-02
1.500000e-12,8.026680e-06,8.437526e-06,1.455384e-05,6.138609e-02
1.510000e-12,8.001893e-06,8.409336e-06,1.463846e-05,6.234452e-02
1.520000e-12,7.979314e-06,8.383284e-06,1.472171e-05,6.330131e-02
1.530000e-12,7.958943e-06,8.359374e-06,1.480357e-05,6.425610e-02
1.540000e-12,7.940773e-06,8.337605e-06,1.488405e-05,6.520856e-02
1.550000e-12,7.924791e-06,8.317970e-06,1.496318e-05,6.615835e-02
1.560000e-12,7.910981e-06,8.300459e-06,1.504094e-05,6.710513e-02
1.570000e-12,7.899321e-06,8.285054e-06,1.511735e-05,6.804857e-02
1.580000e-12,7.889784e-06,8.271734e-06,1.519242e-05,6.898836e-02
1.590000e-12,7.882341e-06,8.260473e-06,1.526617e-05,6.992419e-02
1.600000e-12,7.876953e-06,8.251242e-06,1.533859e-05,7.085575e-02
1.610000e-12,7.873583e-06,8.244004e-06,1.540971e-05,7.178274e-02
1.620000e-12,7.872184e-06,8.238720e-06,1.547954e-05,7.270488e-02
1.630000e-12,7.872708e-06,8.235347e-06,1.554808e-05,7.362188e-02
1.640000e-12,7.875102e-06,8.233837e-06,1.561536e-05,7.453348e-02
1.650000e-12,7.879311e-06,8.234137e-06,1.568139e-05,7.543940e-02
1.660000e-12,7.885272e-06,8.236193e-06,1.574618e-05,7.633941e-02
1.670000e-12,7.892923e-06,8.239945e-06,1.580976e-05,7.723325e-02
1.680000e-12,7.902195e-06,8.245330e-06,1.587213e-05,7.812069e-02
1.690000e-12,7.913019e-06,8.252281e-06,1.593332e-05,7.900151e-02
1.700000e-12,7.925320e-06,8.260730e-06,1.599334e-05,7.987551e-02
1.710000e-12,7.939023e-06,8.270605e-06,1.605222e-05,8.074247e-02
1.720000e-12,7.954047e-06,8.281829e-06,1.610996e-05,8.160221e-02
1.730000e-12,7.970311e-06,8.294325e-06,1.616660e-05,8.245455e-02
1.740000e-12,7.987732e-06,8.308013e-06,1.622215e-05,8.329933e-02
1.750000e-12,8.006223e-06,8.322811e-06,1.627663e-05,8.413638e-02
1.760000e-12,8.025695e-06,8.338633e-06,1.633006e-05,8.496557e-02
1.770000e-12,8.046061e-06,8.355393e-06,1.638246e-05,8.578676e-02
1.780000e-12,8.067227e-06,8.373004e-06,1.643386e-05,8.659983e-02
1.790000e-12,8.089103e-06,8.391376e-06,1.648427e-05,8.740468e-02
1.800000e-12,8.111594e-06,8.410418e-06,1.653372e-05,8.820121e-02
1.810000e-12,8.134607e-06,8.430038e-06,1.658224e-05,8.898933e-02
1.820000e-12,8.158046e-06,8.450144e-06,1.662983e-05,8.976898e-02
1.830000e-12,8.181816e-06,8.470643e-06,1.667654e-05,9.054010e-02
1.840000e-12,8.205821e-06,8.491440e-06,1.672237e-05,9.130264e-02
1.850000e-12,8.229966e-06,8.512442e-06,1.676736e-05,9.205656e-02
1.860000e-12,8.254155e-06,8.533555e-06,1.681152e-05,9.280184e-02
1.870000e-12,8.278293e-06,8.554686e-06,1.685488e-05,9.353848e-02
1.880000e-12,8.302286e-06,8.575740e-06,1.689747e-05,9.426647e-02
1.890000e-12,8.326040e-06,8.596627e-06,1.693930e-05,9.498584e-02
1.900000e-12,8.349462e-06,8.617252e-06,1.698040e-05,9.569659e-02
1.910000e-12,8.372460e-06,8.637526e-06,1.702080e-05,9.639878e-02
1.920000e-12,8.394945e-06,8.657359e-06,1.706052e-05,9.709244e-02
1.930000e-12,8.416828e-06,8.676662e-06,1.709957e-05,9.777765e-02
1.940000e-12,8.438022e-06,8.695348e-06,1.713800e-05,9.845447e-02
1.950000e-12,8.458441e-06,8.713332e-06,1.717581e-05,9.912298e-02
1.960000e-12,8.478003e-06,8.730531e-06,1.721303e-05,9.978328e-02
1.970000e-12,8.496627e-06,8.746864e-06,1.724969e-05,1.004355e-01
1.980000e-12,8.514235e-06,8.762251e-06,1.728581e-05,1.010797e-01
1.990000e-12,8.530750e-06,8.776616e-06,1.732141e-05,1.017160e-01
2.000000e-12,8.546100e-06,8.789884e-06,1.735652e-05,1.023446e-01
2.010000e-12,8.560214e-06,8.801984e-06,1.739116e-05,1.029656e-01
2.020000e-12,8.573025e-06,8.812848e-06,1.742534e-05,1.035791e-01
2.030000e-12,8.584468e-06,8.822409e-06,1.745910e-05,1.041854e-01
2.040000e-12,8.594484e-06,8.830605e-06,1.749245e-05,1.047845e-01
2.050000e-12,8.603013e-06,8.837377e-06,1.752542e-05,1.053768e-01
2.060000e-12,8.610001e-06,8.842667e-06,1.755803e-05,1.059622e-01
2.070000e-12,8.615399e-06,8.846423e-06,1.759029e-05,1.065411e-01
2.080000e-12,8.619158e-06,8.848596e-06,1.762224e-05,1.071137e-01
2.090000e-12,8.621235e-06,8.849140e-06,1.765389e-05,1.076801e-01
2.100000e-12,8.621591e-06,8.848013e-06,1.768526e-05,1.082406e-01
2.110000e-12,8.620190e-06,8.845176e-06,1.771637e-05,1.087954e-01
2.120000e-12,8.616999e-06,8.840594e-06,1.774724e-05,1.093447e-01
2.130000e-12,8.611992e-06,8.834238e-06,1.777788e-05,1.098887e-01
2.140000e-12,8.605143e-06,8.826080e-06,1.780833e-05,1.104277e-01
2.150000e-12,8.596433e-06,8.816097e-06,1.783860e-05,1.109620e-01
2.160000e-12,8.585846e-06,8.804270e-06,1.786870e-05,1.114917e-01
2.170000e-12,8.573371e-06,8.790585e-06,1.789865e-05,1.120171e-01
2.180000e-12,8.558999e-06,8.775030e-06,1.792847e-05,1.125384e-01
2.190000e-12,8.542727e-06,8.757599e-06,1.795818e-05,1.130560e-01
2.200000e-12,8.524556e-06,8.738288e-06,1.798779e-05,1.135701e-01
2.210000e-12,8.504490e-06,8.717100e-06,1.801731e-05,1.140808e-01
2.220000e-12,8.482537e-06,8.694038e-06,1.804678e-05,1.145886e-01
2.230000e-12,8.458711e-06,8.669113e-06,1.807619e-05,1.150936e-01
2.240000e-12,8.433027e-06,8.642338e-06,1.810556e-05,1.155962e-01
2.250000e-12,8.405507e-06,8.613729e-06,1.813491e-05,1.160965e-01
2.260000e-12,8.376174e-06,8.583308e-06,1.816425e-05,1.165948e-01
2.270000e-12,8.345057e-06,8.551099e-06,1.819359e-05,1.170914e-01
2.280000e-12,8.312189e-06,8.517131e-06,1.822295e-05,1.175866e-01
2.290000e-12,8.277603e-06,8.481437e-06,1.825233e-05,1.180806e-01
2.300000e-12,8.241341e-06,8.444051e-06,1.828176e-05,1.185737e-01
2.310000e-12,8.203444e-06,8.405014e-06,1.831124e-05,1.190661e-01
2.320000e-12,8.163958e-06,8.364368e-06,1.834077e-05,1.195581e-01
2.330000e-12,8.122934e-06,8.322160e-06,1.837038e-05,1.200499e-01
2.340000e-12,8.080424e-06,8.278438e-06,1.840007e-05,1.205418e-01
2.350000e-12,8.036483e-06,8.233256e-06,1.842984e-05,1.210340e-01
2.360000e-12,7.991170e-06,8.186670e-06,1.845972e-05,1.215268e-01
2.370000e-12,7.944548e-06,8.138737e-06,1.848970e-05,1.220204e-01
2.380000e-12,7.896679e-06,8.089519e-06,1.851979e-05,1.225150e-01
2.390000e-12,7.847632e-06,8.039081e-06,1.855001e-05,1.230108e-01
2.400000e-12,7.797475e-06,7.987489e-06,1.858035e-05,1.235081e-01
2.410000e-12,7.746280e-06,7.934811e-06,1.861083e-05,1.240072e-01
2.420000e-12,7.694122e-06,7.881120e-06,1.864144e-05,1.245081e-01
2.430000e-12,7.641074e-06,7.826488e-06,1.867220e-05,1.250111e-01
2.440000e-12,7.587217e-06,7.770991e-06,1.870311e-05,1.255164e-01
2.450000e-12,7.532628e-06,7.714707e-06,1.873417e-05,1.260242e-01
2.460000e-12,7.477389e-06,7.657713e-06,1.876539e-05,1.265347e-01
2.470000e-12,7.421582e-06,7.600090e-06,1.879677e-05,1.270481e-01
2.480000e-12,7.365291e-06,7.541921e-06,1.882831e-05,1.275645e-01
2.490000e-12,7.308600e-06,7.483287e-06,1.886002e-05,1.280840e-01
2.500000e-12,7.251595e-06,7.424273e-06,1.889190e-05,1.286070e-01
2.510000e-12,7.194363e-06,7.364964e-06,1.892395e-05,1.291334e-01
2.520000e-12,7.136989e-06,7.305446e-06,1.895616e-05,1.296635e-01
2.530000e-12,7.079562e-06,7.245803e-06,1.898855e-05,1.301973e-01
2.540000e-12,7.022168e-06,7.186123e-06,1.902112e-05,1.307350e-01
2.550000e-12,6.964895e-06,7.126493e-06,1.905385e-05,1.312768e-01
2.560000e-12,6.907832e-06,7.066999e-06,1.908676e-05,1.318227e-01
2.570000e-12,6.851064e-06,7.007727e-06,1.911984e-05,1.323728e-01
2.580000e-12,6.794678e-06,6.948765e-06,1.915309e-05,1.329273e-01
2.590000e-12,6.738762e-06,6.890197e-06,1.918651e-05,1.334861e-01
2.600000e-12,6.683399e-06,6.832109e-06,1.922010e-05,1.340495e-01
2.610000e-12,6.628676e-06,6.774586e-06,1.925385e-05,1.346174e-01
2.620000e-12,6.574674e-06,6.717712e-06,1.928776e-05,1.351899e-01
2.630000e-12,6.521477e-06,6.661568e-06,1.932184e-05,1.357671e-01
2.640000e-12,6.469165e-06,6.606236e-06,1.935607e-05,1.363490e-01
2.650000e-12,6.417817e-06,6.551796e-06,1.939046e-05,1.369356e-01
2.660000e-12,6.367511e-06,6.498326e-06,1.942500e-05,1.375271e-01
2.670000e-12,6.318324e-06,6.445903e-06,1.945969e-05,1.381233e-01
2.680000e-12,6.270329e-06,6.394603e-06,1.949452e-05,1.387243e-01
2.690000e-12,6.223597e-06,6.344498e-06,1.952948e-05,1.393302e-01
2.700000e-12,6.178199e-06,6.295659e-06,1.956459e-05,1.399409e-01
2.710000e-12,6.134202e-06,6.248154e-06,1.959982e-05,1.405563e-01
2.720000e-12,6.091670e-06,6.202051e-06,1.963517e-05,1.411766e-01
2.730000e-12,6.050667e-06,6.157414e-06,1.967065e-05,1.418016e-01
2.740000e-12,6.011252e-06,6.114304e-06,1.970624e-05,1.424314e-01
2.750000e-12,5.973482e-06,6.072779e-06,1.974194e-05,1.430658e-01
2.760000e-12,5.937411e-06,6.032897e-06,1.977774e-05,1.437049e-01
2.770000e-12,5.903090e-06,5.994710e-06,1.981364e-05,1.443485e-01
2.780000e-12,5.870568e-06,5.958270e-06,1.984963e-05,1.449967e-01
2.790000e-12,5.839890e-06,5.923623e-06,1.988570e-05,1.456494e-01
2.800000e-12,5.811097e-06,5.890813e-06,1.992186e-05,1.463065e-01
2.810000e-12,5.784228e-06,5.859883e-06,1.995809e-05,1.469678e-01
2.820000e-12,5.759320e-06,5.830869e-06,1.999438e-05,1.476335e-01
2.830000e-12,5.736402e-06,5.803808e-06,2.003073e-05,1.483032e-01
2.840000e-12,5.715505e-06,5.778729e-06,2.006714e-05,1.489770e-01
2.850000e-12,5.696654e-06,5.755662e-06,2.010359e-05,1.496548e-01
2.860000e-12,5.679870e-06,5.734631e-06,2.014008e-05,1.503364e-01
2.870000e-12,5.665171e-06,5.715657e-06,2.017661e-05,1.510218e-01
2.880000e-12,5.652573e-06,5.698759e-06,2.021316e-05,1.517108e-01
2.890000e-12,5.642086e-06,5.683949e-06,2.024973e-05,1.524034e-01
2.900000e-12,5.633719e-06,5.671240e-06,2.028631e-05,1.530993e-01
2.910000e-12,5.627474e-06,5.660638e-06,2.032290e-05,1.537986e-01
2.920000e-12,5.623354e-06,5.652147e-06,2.035948e-05,1.545010e-01
2.930000e-12,5.621354e-06,5.645767e-06,2.039606e-05,1.552065e-01
2.940000e-12,5.621469e-06,5.641496e-06,2.043263e-05,1.559149e-01
2.950000e-12,5.623689e-06,5.639326e-06,2.046917e-05,1.566260e-01
2.960000e-12,5.628000e-06,5.639248e-06,2.050568e-05,1.573398e-01
2.970000e-12,5.634386e-06,5.641248e-06,2.054216e-05,1.580562e-01
2.980000e-12,5.642826e-06,5.645310e-06,2.057859e-05,1.587749e-01
2.990000e-12,5.653297e-06,5.651412e-06,2.061498e-05,1.594959e-01
3.000000e-12,5.665773e-06,5.659532e-06,2.065131e-05,1.602190e-01
3.010000e-12,5.680223e-06,5.669643e-06,2.068758e-05,1.609441e-01
3.020000e-12,5.696615e-06,5.681715e-06,2.072378e-05,1.616710e-01
3.030000e-12,5.714913e-06,5.695716e-06,2.075991e-05,1.623996e-01
3.040000e-12,5.735077e-06,5.711609e-06,2.079595e-05,1.631298e-01
3.050000e-12,5.757066e-06,5.729355e-06,2.083191e-05,1.638615e-01
3.060000e-12,5.780835e-06,5.748913e-06,2.086778e-05,1.645944e-01
3.070000e-12,5.806337e-06,5.770238e-06,2.090355e-05,1.653285e-01
3.080000e-12,5.833522e-06,5.793284e-06,2.093921e-05,1.660637e-01
3.090000e-12,5.862336e-06,5.818000e-06,2.097476e-05,1.667998e-01
3.100000e-12,5.892726e-06,5.844334e-06,2.101020e-05,1.675366e-01
3.110000e-12,5.924634e-06,5.872232e-06,2.104551e-05,1.682742e-01
3.120000e-12,5.958000e-06,5.901636e-06,2.108070e-05,1.690122e-01
3.130000e-12,5.992763e-06,5.932488e-06,2.111575e-05,1.697507e-01
3.140000e-12,6.028860e-06,5.964726e-06,2.115067e-05,1.704895e-01
3.150000e-12,6.066225e-06,5.998289e-06,2.118545e-05,1.712285e-01
3.160000e-12,6.104792e-06,6.033110e-06,2.122008e-05,1.719675e-01
3.170000e-12,6.144491e-06,6.069123e-06,2.125456e-05,1.727066e-01
3.180000e-12,6.185252e-06,6.106260e-06,2.128888e-05,1.734454e-01
3.190000e-12,6.227005e-06,6.144452e-06,2.132305e-05,1.741841e-01
3.200000e-12,6.269677e-06,6.183629e-06,2.135705e-05,1.749224e-01
3.210000e-12,6.313194e-06,6.223717e-06,2.139088e-05,1.756603e-01
3.220000e-12,6.357482e-06,6.264644e-06,2.142454e-05,1.763977e-01
3.230000e-12,6.402465e-06,6.306337e-06,2.145803e-05,1.771345e-01
3.240000e-12,6.448068e-06,6.348720e-06,2.149133e-05,1.778706e-01
3.250000e-12,6.494214e-06,6.391718e-06,2.152446e-05,1.786060e-01
3.260000e-12,6.540826e-06,6.435256e-06,2.155740e-05,1.793405e-01
3.270000e-12,6.587827e-06,6.479257e-06,2.159015e-05,1.800742e-01
3.280000e-12,6.635141e-06,6.523645e-06,2.162272e-05,1.808069e-01
3.290000e-12,6.682689e-06,6.568343e-06,2.165509e-05,1.815386e-01
3.300000e-12,6.730396e-06,6.613276e-06,2.168726e-05,1.822692e-01
3.310000e-12,6.778184e-06,6.658367e-06,2.171924e-05,1.829987e-01
3.320000e-12,6.825977e-06,6.703540e-06,2.175101e-05,1.837271e-01
3.330000e-12,6.873700e-06,6.748719e-06,2.178259e-05,1.844543e-01
3.340000e-12,6.921277e-06,6.793830e-06,2.181396e-05,1.851803e-01
3.350000e-12,6.968636e-06,6.838799e-06,2.184512e-05,1.859050e-01
3.360000e-12,7.015702e-06,6.883551e-06,2.187608e-05,1.866285e-01
3.370000e-12,7.062403e-06,6.928015e-06,2.190683e-05,1.873507e-01
3.380000e-12,7.108670e-06,6.972120e-06,2.193738e-05,1.880716e-01
3.390000e-12,7.154431e-06,7.015795e-06,2.196771e-05,1.887911e-01
3.400000e-12,7.199620e-06,7.058971e-06,2.199784e-05,1.895094e-01
3.410000e-12,7.244169e-06,7.101581e-06,2.202775e-05,1.902264e-01
3.420000e-12,7.288014e-06,7.143559e-06,2.205745e-05,1.909420e-01
3.430000e-12,7.331091e-06,7.184841e-06,2.208694e-05,1.916564e-01
3.440000e-12,7.373339e-06,7.225364e-06,2.211622e-05,1.923695e-01
3.450000e-12,7.414699e-06,7.265068e-06,2.214529e-05,1.930813e-01
3.460000e-12,7.455113e-06,7.303893e-06,2.217415e-05,1.937919e-01
3.470000e-12,7.494526e-06,7.341783e-06,2.220279e-05,1.945012e-01
