time,"V(L1|XLOADINA)","V(L1|XLOADINB)","V(ROUT)","P(B5|XDUT)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-14,-4.657416e-07,-4.657518e-07,4.859353e-08,6.440317e-08
2.000000e-14,-3.049801e-07,-3.050100e-07,9.682594e-08,2.993863e-07
3.000000e-14,-3.007724e-07,-3.008283e-07,1.447232e-07,8.306398e-07
4.000000e-14,-2.964916e-07,-2.965776e-07,1.923403e-07,1.791079e-06
5.000000e-14,-2.921264e-07,-2.922450e-07,2.397419e-07,3.315189e-06
6.000000e-14,-2.876665e-07,-2.878192e-07,2.869955e-07,5.536680e-06
7.000000e-14,-2.831019e-07,-2.832900e-07,3.341690e-07,8.587630e-06
8.000000e-14,-2.784234e-07,-2.786480e-07,3.813304e-07,1.259823e-05
9.000000e-14,-2.736224e-07,-2.738844e-07,4.285465e-07,1.769676e-05
1.000000e-13,-2.686906e-07,-2.689910e-07,4.758838e-07,2.400970e-05
1.100000e-13,-2.636202e-07,-2.639600e-07,5.234076e-07,3.166180e-05
1.200000e-13,-2.584039e-07,-2.587842e-07,5.711823e-07,4.077622e-05
1.300000e-13,-2.530348e-07,-2.534566e-07,6.192716e-07,5.147465e-05
1.400000e-13,-2.475063e-07,-2.479707e-07,6.677377e-07,6.387740e-05
1.500000e-13,-2.418123e-07,-2.423205e-07,7.166422e-07,7.810352e-05
1.600000e-13,-2.359471e-07,-2.365003e-07,7.660452e-07,9.427091e-05
1.700000e-13,-2.299054e-07,-2.305049e-07,8.160060e-07,1.124964e-04
1.800000e-13,-2.236823e-07,-2.243294e-07,8.665825e-07,1.328958e-04
1.900000e-13,-2.172731e-07,-2.179693e-07,9.178313e-07,1.555842e-04
2.000000e-13,-2.106738e-07,-2.114204e-07,9.698079e-07,1.806757e-04
2.100000e-13,-2.038805e-07,-2.046790e-07,1.022566e-06,2.082838e-04
2.200000e-13,-1.968897e-07,-1.977417e-07,1.076160e-06,2.385214e-04
2.300000e-13,-1.896982e-07,-1.906054e-07,1.130639e-06,2.715006e-04
2.400000e-13,-1.823033e-07,-1.832674e-07,1.186055e-06,3.073333e-04
2.500000e-13,-1.747026e-07,-1.757253e-07,1.242456e-06,3.461309e-04
2.600000e-13,-1.668939e-07,-1.679771e-07,1.299889e-06,3.880042e-04
2.700000e-13,-1.588753e-07,-1.600211e-07,1.358400e-06,4.330641e-04
2.800000e-13,-1.506456e-07,-1.518558e-07,1.418034e-06,4.814210e-04
2.900000e-13,-1.422033e-07,-1.434801e-07,1.478832e-06,5.331851e-04
3.000000e-13,-1.335478e-07,-1.348932e-07,1.540836e-06,5.884665e-04
3.100000e-13,-1.246783e-07,-1.260947e-07,1.604085e-06,6.473753e-04
3.200000e-13,-1.155947e-07,-1.170842e-07,1.668619e-06,7.100215e-04
3.300000e-13,-1.062969e-07,-1.078620e-07,1.734472e-06,7.765150e-04
3.400000e-13,-9.678512e-08,-9.842828e-08,1.801680e-06,8.469658e-04
3.500000e-13,-8.706002e-08,-8.878373e-08,1.870276e-06,9.214841e-04
3.600000e-13,-7.712237e-08,-7.892922e-08,1.940292e-06,1.000180e-03
3.700000e-13,-6.697324e-08,-6.886589e-08,2.011758e-06,1.083164e-03
3.800000e-13,-5.661396e-08,-5.859515e-08,2.084701e-06,1.170546e-03
3.900000e-13,-4.604609e-08,-4.811863e-08,2.159149e-06,1.262437e-03
4.000000e-13,-3.527144e-08,-3.743821e-08,2.235125e-06,1.358948e-03
4.100000e-13,-2.429206e-08,-2.655601e-08,2.312654e-06,1.460191e-03
4.200000e-13,-1.311021e-08,-1.547437e-08,2.391757e-06,1.566275e-03
4.300000e-13,-1.728383e-09,-4.195843e-09,2.472454e-06,1.677313e-03
4.400000e-13,9.850717e-09,7.276793e-09,2.554763e-06,1.793417e-03
4.500000e-13,2.162418e-08,1.894056e-08,2.638700e-06,1.914698e-03
4.600000e-13,3.358890e-08,3.079227e-08,2.724280e-06,2.041268e-03
4.700000e-13,4.574156e-08,4.282856e-08,2.811516e-06,2.173241e-03
4.800000e-13,5.807867e-08,5.504587e-08,2.900419e-06,2.310729e-03
4.900000e-13,7.059655e-08,6.744044e-08,2.991000e-06,2.453844e-03
5.000000e-13,8.329136e-08,8.000836e-08,3.083266e-06,2.602700e-03
5.100000e-13,9.615907e-08,9.274556e-08,3.177224e-06,2.757410e-03
5.200000e-13,1.091955e-07,1.056478e-07,3.272878e-06,2.918088e-03
5.300000e-13,1.223963e-07,1.187106e-07,3.370231e-06,3.084846e-03
5.400000e-13,1.357570e-07,1.319295e-07,3.469286e-06,3.257799e-03
5.500000e-13,1.492730e-07,1.452998e-07,3.570041e-06,3.437059e-03
5.600000e-13,1.629395e-07,1.588166e-07,3.672495e-06,3.622742e-03
5.700000e-13,1.767515e-07,1.724749e-07,3.776644e-06,3.814959e-03
5.800000e-13,1.907041e-07,1.862698e-07,3.882484e-06,4.013826e-03
5.900000e-13,2.047922e-07,2.001960e-07,3.990008e-06,4.219454e-03
6.000000e-13,2.190104e-07,2.142482e-07,4.099209e-06,4.431958e-03
6.100000e-13,2.333535e-07,2.284209e-07,4.210075e-06,4.651450e-03
6.200000e-13,2.478159e-07,2.427087e-07,4.322598e-06,4.878044e-03
6.300000e-13,2.623921e-07,2.571060e-07,4.436763e-06,5.111850e-03
6.400000e-13,2.770764e-07,2.716070e-07,4.552558e-06,5.352982e-03
6.500000e-13,2.918632e-07,2.862059e-07,4.669966e-06,5.601550e-03
6.600000e-13,3.067466e-07,3.008970e-07,4.788971e-06,5.857666e-03
6.700000e-13,3.217208e-07,3.156744e-07,4.909554e-06,6.121439e-03
6.800000e-13,3.367799e-07,3.305319e-07,5.031697e-06,6.392979e-03
6.900000e-13,3.519178e-07,3.454636e-07,5.155378e-06,6.672394e-03
7.000000e-13,3.671285e-07,3.604635e-07,5.280575e-06,6.959793e-03
7.100000e-13,3.824059e-07,3.755253e-07,5.407265e-06,7.255281e-03
7.200000e-13,3.977438e-07,3.906430e-07,5.535424e-06,7.558965e-03
7.300000e-13,4.131363e-07,4.058102e-07,5.665024e-06,7.870950e-03
7.400000e-13,4.285769e-07,4.210207e-07,5.796040e-06,8.191337e-03
7.500000e-13,4.440595e-07,4.362684e-07,5.928443e-06,8.520229e-03
7.600000e-13,4.595779e-07,4.515469e-07,6.062203e-06,8.857727e-03
7.700000e-13,4.751257e-07,4.668499e-07,6.197291e-06,9.203930e-03
7.800000e-13,4.906968e-07,4.821711e-07,6.333675e-06,9.558933e-03
7.900000e-13,5.062848e-07,4.975043e-07,6.471323e-06,9.922834e-03
8.000000e-13,5.218836e-07,5.128430e-07,6.610201e-06,1.029572e-02
8.100000e-13,5.374867e-07,5.281811e-07,6.750274e-06,1.067770e-02
8.200000e-13,5.530880e-07,5.435123e-07,6.891508e-06,1.106884e-02
8.300000e-13,5.686812e-07,5.588302e-07,7.033867e-06,1.146924e-02
8.400000e-13,5.842601e-07,5.741286e-07,7.177313e-06,1.187899e-02
8.500000e-13,5.998186e-07,5.894014e-07,7.321809e-06,1.229816e-02
8.600000e-13,6.153503e-07,6.046423e-07,7.467316e-06,1.272684e-02
8.700000e-13,6.308492e-07,6.198451e-07,7.613794e-06,1.316510e-02
8.800000e-13,6.463092e-07,6.350039e-07,7.761205e-06,1.361302e-02
8.900000e-13,6.617243e-07,6.501124e-07,7.909507e-06,1.407066e-02
9.000000e-13,6.770884e-07,6.651646e-07,8.058659e-06,1.453811e-02
9.100000e-13,6.923955e-07,6.801547e-07,8.208619e-06,1.501542e-02
9.200000e-13,7.076397e-07,6.950766e-07,8.359346e-06,1.550265e-02
9.300000e-13,7.228153e-07,7.099246e-07,8.510795e-06,1.599987e-02
9.400000e-13,7.379163e-07,7.246927e-07,8.662924e-06,1.650712e-02
9.500000e-13,7.529371e-07,7.393754e-07,8.815689e-06,1.702447e-02
9.600000e-13,7.678720e-07,7.539668e-07,8.969046e-06,1.755196e-02
9.700000e-13,7.827153e-07,7.684615e-07,9.122950e-06,1.808963e-02
9.800000e-13,7.974617e-07,7.828539e-07,9.277357e-06,1.863753e-02
9.900000e-13,8.121055e-07,7.971386e-07,9.432221e-06,1.919569e-02
1.000000e-12,8.266416e-07,8.113102e-07,9.587498e-06,1.976415e-02
1.010000e-12,8.410645e-07,8.253635e-07,9.743141e-06,2.034292e-02
1.020000e-12,8.553691e-07,8.392933e-07,9.899105e-06,2.093205e-02
1.030000e-12,8.695503e-07,8.530945e-07,1.005534e-05,2.153153e-02
1.040000e-12,8.836031e-07,8.667621e-07,1.021181e-05,2.214140e-02
1.050000e-12,8.975226e-07,8.802913e-07,1.036846e-05,2.276167e-02
1.060000e-12,9.113038e-07,8.936771e-07,1.052525e-05,2.339233e-02
1.070000e-12,9.249422e-07,9.069150e-07,1.068213e-05,2.403338e-02
1.080000e-12,9.384331e-07,9.200003e-07,1.083906e-05,2.468484e-02
1.090000e-12,9.517719e-07,9.329286e-07,1.099598e-05,2.534668e-02
1.100000e-12,9.649543e-07,9.456954e-07,1.115286e-05,2.601889e-02
1.110000e-12,9.779759e-07,9.582965e-07,1.130964e-05,2.670146e-02
1.120000e-12,9.908326e-07,9.707278e-07,1.146629e-05,2.739435e-02
1.130000e-12,1.003520e-06,9.829851e-07,1.162276e-05,2.809755e-02
1.140000e-12,1.016035e-06,9.950646e-07,1.177899e-05,2.881102e-02
1.150000e-12,1.028372e-06,1.006962e-06,1.193496e-05,2.953471e-02
1.160000e-12,1.040530e-06,1.018675e-06,1.209061e-05,3.026859e-02
1.170000e-12,1.052502e-06,1.030199e-06,1.224590e-05,3.101260e-02
1.180000e-12,1.064287e-06,1.041530e-06,1.240078e-05,3.176669e-02
1.190000e-12,1.075881e-06,1.052665e-06,1.255522e-05,3.253079e-02
1.200000e-12,1.087281e-06,1.063602e-06,1.270916e-05,3.330484e-02
1.210000e-12,1.098482e-06,1.074337e-06,1.286258e-05,3.408877e-02
1.220000e-12,1.109484e-06,1.084866e-06,1.301541e-05,3.488250e-02
1.230000e-12,1.120281e-06,1.095188e-06,1.316764e-05,3.568594e-02
1.240000e-12,1.130873e-06,1.105299e-06,1.331921e-05,3.649901e-02
1.250000e-12,1.141255e-06,1.115197e-06,1.347008e-05,3.732162e-02
1.260000e-12,1.151426e-06,1.124880e-06,1.362021e-05,3.815365e-02
1.270000e-12,1.161383e-06,1.134345e-06,1.376957e-05,3.899501e-02
1.280000e-12,1.171124e-06,1.143589e-06,1.391811e-05,3.984558e-02
1.290000e-12,1.180646e-06,1.152612e-06,1.406581e-05,4.070525e-02
1.300000e-12,1.189948e-06,1.161410e-06,1.421261e-05,4.157390e-02
1.310000e-12,1.199028e-06,1.169983e-06,1.435850e-05,4.245139e-02
1.320000e-12,1.207884e-06,1.178328e-06,1.450342e-05,4.333760e-02
1.330000e-12,1.216514e-06,1.186443e-06,1.464735e-05,4.423238e-02
1.340000e-12,1.224917e-06,1.194328e-06,1.479024e-05,4.513559e-02
1.350000e-12,1.233091e-06,1.201982e-06,1.493208e-05,4.604708e-02
1.360000e-12,1.241036e-06,1.209402e-06,1.507282e-05,4.696669e-02
1.370000e-12,1.248749e-06,1.216588e-06,1.521244e-05,4.789427e-02
1.380000e-12,1.256230e-06,1.223539e-06,1.535090e-05,4.882964e-02
1.390000e-12,1.263479e-06,1.230254e-06,1.548817e-05,4.977265e-02
1.400000e-12,1.270493e-06,1.236733e-06,1.562423e-05,5.072310e-02
1.410000e-12,1.277273e-06,1.242974e-06,1.575904e-05,5.168083e-02
1.420000e-12,1.283819e-06,1.248979e-06,1.589259e-05,5.264564e-02
1.430000e-12,1.290129e-06,1.254745e-06,1.602484e-05,5.361734e-02
1.440000e-12,1.296203e-06,1.260274e-06,1.615576e-05,5.459575e-02
1.450000e-12,1.302042e-06,1.265565e-06,1.628534e-05,5.558065e-02
1.460000e-12,1.307645e-06,1.270618e-06,1.641355e-05,5.657185e-02
1.470000e-12,1.313012e-06,1.275433e-06,1.654036e-05,5.756914e-02
1.480000e-12,1.318144e-06,1.280011e-06,1.666576e-05,5.857230e-02
1.490000e-12,1.323041e-06,1.284352e-06,1.678973e-05,5.958112e-02
1.500000e-12,1.327703e-06,1.288457e-06,1.691225e-05,6.059537e-02
1.510000e-12,1.332130e-06,1.292326e-06,1.703329e-05,6.161483e-02
1.520000e-12,1.336324e-06,1.295960e-06,1.715284e-05,6.263928e-02
1.530000e-12,1.340286e-06,1.299361e-06,1.727088e-05,6.366848e-02
1.540000e-12,1.344015e-06,1.302528e-06,1.738740e-05,6.470219e-02
1.550000e-12,1.347514e-06,1.305464e-06,1.750238e-05,6.574018e-02
1.560000e-12,1.350782e-06,1.308169e-06,1.761582e-05,6.678221e-02
1.570000e-12,1.353822e-06,1.310644e-06,1.772769e-05,6.782802e-02
1.580000e-12,1.356635e-06,1.312892e-06,1.783798e-05,6.887738e-02
1.590000e-12,1.359222e-06,1.314914e-06,1.794669e-05,6.993003e-02
1.600000e-12,1.361585e-06,1.316711e-06,1.805381e-05,7.098572e-02
1.610000e-12,1.363725e-06,1.318285e-06,1.815932e-05,7.204419e-02
1.620000e-12,1.365644e-06,1.319639e-06,1.826322e-05,7.310519e-02
1.630000e-12,1.367343e-06,1.320773e-06,1.836550e-05,7.416846e-02
1.640000e-12,1.368826e-06,1.321690e-06,1.846616e-05,7.523374e-02
1.650000e-12,1.370093e-06,1.322393e-06,1.856520e-05,7.630076e-02
1.660000e-12,1.371147e-06,1.322883e-06,1.866260e-05,7.736927e-02
1.670000e-12,1.371990e-06,1.323162e-06,1.875837e-05,7.843899e-02
1.680000e-12,1.372624e-06,1.323234e-06,1.885250e-05,7.950967e-02
1.690000e-12,1.373052e-06,1.323101e-06,1.894500e-05,8.058103e-02
1.700000e-12,1.373276e-06,1.322765e-06,1.903586e-05,8.165282e-02
1.710000e-12,1.373298e-06,1.322229e-06,1.912509e-05,8.272476e-02
1.720000e-12,1.373122e-06,1.321495e-06,1.921268e-05,8.379658e-02
1.730000e-12,1.372750e-06,1.320567e-06,1.929865e-05,8.486802e-02
1.740000e-12,1.372185e-06,1.319448e-06,1.938299e-05,8.593882e-02
1.750000e-12,1.371429e-06,1.318140e-06,1.946571e-05,8.700870e-02
1.760000e-12,1.370486e-06,1.316647e-06,1.954682e-05,8.807740e-02
1.770000e-12,1.369358e-06,1.314972e-06,1.962632e-05,8.914466e-02
1.780000e-12,1.368048e-06,1.313117e-06,1.970423e-05,9.021021e-02
1.790000e-12,1.366561e-06,1.311087e-06,1.978054e-05,9.127379e-02
1.800000e-12,1.364898e-06,1.308884e-06,1.985527e-05,9.233514e-02
1.810000e-12,1.363064e-06,1.306512e-06,1.992843e-05,9.339400e-02
1.820000e-12,1.361061e-06,1.303975e-06,2.000003e-05,9.445012e-02
1.830000e-12,1.358893e-06,1.301275e-06,2.007009e-05,9.550323e-02
1.840000e-12,1.356564e-06,1.298418e-06,2.013861e-05,9.655310e-02
1.850000e-12,1.354076e-06,1.295405e-06,2.020560e-05,9.759946e-02
1.860000e-12,1.351434e-06,1.292242e-06,2.027109e-05,9.864207e-02
1.870000e-12,1.348641e-06,1.288931e-06,2.033509e-05,9.968070e-02
1.880000e-12,1.345701e-06,1.285476e-06,2.039761e-05,1.007151e-01
1.890000e-12,1.342617e-06,1.281882e-06,2.045867e-05,1.017450e-01
1.900000e-12,1.339393e-06,1.278153e-06,2.051829e-05,1.027702e-01
1.910000e-12,1.336033e-06,1.274291e-06,2.057649e-05,1.037905e-01
1.920000e-12,1.332542e-06,1.270302e-06,2.063328e-05,1.048056e-01
1.930000e-12,1.328922e-06,1.266188e-06,2.068868e-05,1.058154e-01
1.940000e-12,1.325178e-06,1.261955e-06,2.074271e-05,1.068195e-01
1.950000e-12,1.321313e-06,1.257607e-06,2.079540e-05,1.078178e-01
1.960000e-12,1.317332e-06,1.253146e-06,2.084676e-05,1.088102e-01
1.970000e-12,1.313239e-06,1.248579e-06,2.089682e-05,1.097963e-01
1.980000e-12,1.309037e-06,1.243908e-06,2.094560e-05,1.107759e-01
1.990000e-12,1.304732e-06,1.239138e-06,2.099312e-05,1.117490e-01
2.000000e-12,1.300326e-06,1.234273e-06,2.103940e-05,1.127153e-01
2.010000e-12,1.295825e-06,1.229318e-06,2.108447e-05,1.136746e-01
2.020000e-12,1.291232e-06,1.224277e-06,2.112835e-05,1.146267e-01
2.030000e-12,1.286551e-06,1.219154e-06,2.117107e-05,1.155715e-01
2.040000e-12,1.281787e-06,1.213953e-06,2.121265e-05,1.165088e-01
2.050000e-12,1.276944e-06,1.208678e-06,2.125312e-05,1.174385e-01
2.060000e-12,1.272026e-06,1.203335e-06,2.129251e-05,1.183604e-01
2.070000e-12,1.267038e-06,1.197927e-06,2.133083e-05,1.192743e-01
2.080000e-12,1.261983e-06,1.192459e-06,2.136812e-05,1.201801e-01
2.090000e-12,1.256866e-06,1.186935e-06,2.140440e-05,1.210778e-01
2.100000e-12,1.251691e-06,1.181359e-06,2.143971e-05,1.219671e-01
2.110000e-12,1.246462e-06,1.175736e-06,2.147406e-05,1.228479e-01
2.120000e-12,1.241185e-06,1.170070e-06,2.150749e-05,1.237202e-01
2.130000e-12,1.235862e-06,1.164365e-06,2.154003e-05,1.245838e-01
2.140000e-12,1.230498e-06,1.158626e-06,2.157170e-05,1.254386e-01
2.150000e-12,1.225098e-06,1.152858e-06,2.160252e-05,1.262846e-01
2.160000e-12,1.219666e-06,1.147064e-06,2.163254e-05,1.271217e-01
2.170000e-12,1.214206e-06,1.141248e-06,2.166178e-05,1.279497e-01
2.180000e-12,1.208722e-06,1.135416e-06,2.169027e-05,1.287686e-01
2.190000e-12,1.203219e-06,1.129571e-06,2.171804e-05,1.295784e-01
2.200000e-12,1.197700e-06,1.123717e-06,2.174511e-05,1.303791e-01
2.210000e-12,1.192170e-06,1.117860e-06,2.177152e-05,1.311704e-01
2.220000e-12,1.186634e-06,1.112002e-06,2.179729e-05,1.319526e-01
2.230000e-12,1.181094e-06,1.106149e-06,2.182246e-05,1.327254e-01
2.240000e-12,1.175556e-06,1.100304e-06,2.184706e-05,1.334889e-01
2.250000e-12,1.170023e-06,1.094472e-06,2.187111e-05,1.342430e-01
2.260000e-12,1.164500e-06,1.088656e-06,2.189464e-05,1.349879e-01
2.270000e-12,1.158991e-06,1.082861e-06,2.191769e-05,1.357233e-01
2.280000e-12,1.153499e-06,1.077091e-06,2.194029e-05,1.364495e-01
2.290000e-12,1.148029e-06,1.071350e-06,2.196245e-05,1.371664e-01
2.300000e-12,1.142585e-06,1.065641e-06,2.198422e-05,1.378739e-01
2.310000e-12,1.137170e-06,1.059970e-06,2.200562e-05,1.385723e-01
2.320000e-12,1.131789e-06,1.054338e-06,2.202667e-05,1.392614e-01
2.330000e-12,1.126444e-06,1.048752e-06,2.204742e-05,1.399413e-01
2.340000e-12,1.121141e-06,1.043213e-06,2.206789e-05,1.406122e-01
2.350000e-12,1.115883e-06,1.037727e-06,2.208810e-05,1.412740e-01
2.360000e-12,1.110673e-06,1.032296e-06,2.210809e-05,1.419268e-01
2.370000e-12,1.105516e-06,1.026924e-06,2.212789e-05,1.425708e-01
2.380000e-12,1.100414e-06,1.021616e-06,2.214751e-05,1.432060e-01
2.390000e-12,1.095372e-06,1.016374e-06,2.216699e-05,1.438324e-01
2.400000e-12,1.090393e-06,1.011202e-06,2.218636e-05,1.444503e-01
2.410000e-12,1.085481e-06,1.006103e-06,2.220565e-05,1.450597e-01
2.420000e-12,1.080638e-06,1.001081e-06,2.222487e-05,1.456606e-01
2.430000e-12,1.075868e-06,9.961392e-07,2.224407e-05,1.462533e-01
2.440000e-12,1.071175e-06,9.912806e-07,2.226326e-05,1.468379e-01
2.450000e-12,1.066562e-06,9.865084e-07,2.228246e-05,1.474145e-01
2.460000e-12,1.062031e-06,9.818259e-07,2.230172e-05,1.479833e-01
2.470000e-12,1.057587e-06,9.772360e-07,2.232104e-05,1.485443e-01
2.480000e-12,1.053231e-06,9.727417e-07,2.234046e-05,1.490978e-01
2.490000e-12,1.048968e-06,9.683459e-07,2.236000e-05,1.496439e-01
2.500000e-12,1.044800e-06,9.640514e-07,2.237968e-05,1.501828e-01
2.510000e-12,1.040729e-06,9.598610e-07,2.239953e-05,1.507146e-01
2.520000e-12,1.036759e-06,9.557774e-07,2.241958e-05,1.512396e-01
2.530000e-12,1.032893e-06,9.518031e-07,2.243983e-05,1.517579e-01
2.540000e-12,1.029132e-06,9.479408e-07,2.246032e-05,1.522697e-01
2.550000e-12,1.025480e-06,9.441928e-07,2.248108e-05,1.527752e-01
2.560000e-12,1.021938e-06,9.405615e-07,2.250211e-05,1.532746e-01
2.570000e-12,1.018510e-06,9.370492e-07,2.252344e-05,1.537681e-01
2.580000e-12,1.015198e-06,9.336581e-07,2.254509e-05,1.542559e-01
2.590000e-12,1.012004e-06,9.303903e-07,2.256708e-05,1.547383e-01
2.600000e-12,1.008929e-06,9.272478e-07,2.258943e-05,1.552154e-01
2.610000e-12,1.005977e-06,9.242327e-07,2.261216e-05,1.556875e-01
2.620000e-12,1.003149e-06,9.213466e-07,2.263529e-05,1.561548e-01
2.630000e-12,1.000447e-06,9.185915e-07,2.265883e-05,1.566175e-01
2.640000e-12,9.978723e-07,9.159690e-07,2.268280e-05,1.570759e-01
2.650000e-12,9.954276e-07,9.134807e-07,2.270722e-05,1.575302e-01
2.660000e-12,9.931142e-07,9.111280e-07,2.273211e-05,1.579807e-01
2.670000e-12,9.909335e-07,9.089125e-07,2.275748e-05,1.584275e-01
2.680000e-12,9.888872e-07,9.068354e-07,2.278334e-05,1.588710e-01
2.690000e-12,9.869765e-07,9.048979e-07,2.280972e-05,1.593114e-01
2.700000e-12,9.852028e-07,9.031011e-07,2.283661e-05,1.597489e-01
2.710000e-12,9.835673e-07,9.014462e-07,2.286405e-05,1.601838e-01
2.720000e-12,9.820710e-07,8.999340e-07,2.289203e-05,1.606163e-01
2.730000e-12,9.807151e-07,8.985654e-07,2.292058e-05,1.610468e-01
2.740000e-12,9.795004e-07,8.973412e-07,2.294970e-05,1.614754e-01
2.750000e-12,9.784277e-07,8.962619e-07,2.297940e-05,1.619024e-01
2.760000e-12,9.774979e-07,8.953282e-07,2.300969e-05,1.623282e-01
2.770000e-12,9.767116e-07,8.945406e-07,2.304059e-05,1.627528e-01
2.780000e-12,9.760692e-07,8.938993e-07,2.307210e-05,1.631767e-01
2.790000e-12,9.755714e-07,8.934046e-07,2.310424e-05,1.636000e-01
2.800000e-12,9.752184e-07,8.930568e-07,2.313700e-05,1.640231e-01
2.810000e-12,9.750105e-07,8.928560e-07,2.317040e-05,1.644461e-01
2.820000e-12,9.749479e-07,8.928020e-07,2.320444e-05,1.648694e-01
2.830000e-12,9.750307e-07,8.928947e-07,2.323913e-05,1.652933e-01
2.840000e-12,9.752590e-07,8.931341e-07,2.327447e-05,1.657179e-01
2.850000e-12,9.756324e-07,8.935197e-07,2.331047e-05,1.661435e-01
2.860000e-12,9.761510e-07,8.940511e-07,2.334714e-05,1.665704e-01
2.870000e-12,9.768144e-07,8.947279e-07,2.338447e-05,1.669989e-01
2.880000e-12,9.776222e-07,8.955495e-07,2.342247e-05,1.674292e-01
2.890000e-12,9.785739e-07,8.965152e-07,2.346114e-05,1.678615e-01
2.900000e-12,9.796690e-07,8.976241e-07,2.350048e-05,1.682961e-01
2.910000e-12,9.809068e-07,8.988754e-07,2.354050e-05,1.687333e-01
2.920000e-12,9.822866e-07,9.002682e-07,2.358120e-05,1.691733e-01
2.930000e-12,9.838074e-07,9.018014e-07,2.362257e-05,1.696164e-01
2.940000e-12,9.854685e-07,9.034739e-07,2.366461e-05,1.700627e-01
2.950000e-12,9.872687e-07,9.052843e-07,2.370732e-05,1.705125e-01
2.960000e-12,9.892069e-07,9.072314e-07,2.375071e-05,1.709661e-01
2.970000e-12,9.912820e-07,9.093138e-07,2.379476e-05,1.714237e-01
2.980000e-12,9.934927e-07,9.115299e-07,2.383948e-05,1.718855e-01
2.990000e-12,9.958375e-07,9.138782e-07,2.388486e-05,1.723517e-01
3.000000e-12,9.983150e-07,9.163569e-07,2.393090e-05,1.728226e-01
3.010000e-12,1.000924e-06,9.189644e-07,2.397760e-05,1.732983e-01
3.020000e-12,1.003662e-06,9.216988e-07,2.402494e-05,1.737792e-01
3.030000e-12,1.006528e-06,9.245582e-07,2.407292e-05,1.742653e-01
3.040000e-12,1.009520e-06,9.275405e-07,2.412154e-05,1.747569e-01
3.050000e-12,1.012637e-06,9.306437e-07,2.417079e-05,1.752541e-01
3.060000e-12,1.015875e-06,9.338656e-07,2.422066e-05,1.757573e-01
3.070000e-12,1.019234e-06,9.372040e-07,2.427115e-05,1.762665e-01
3.080000e-12,1.022711e-06,9.406566e-07,2.432224e-05,1.767819e-01
3.090000e-12,1.026304e-06,9.442211e-07,2.437393e-05,1.773037e-01
3.100000e-12,1.030011e-06,9.478949e-07,2.442621e-05,1.778321e-01
3.110000e-12,1.033829e-06,9.516755e-07,2.447907e-05,1.783673e-01
3.120000e-12,1.037756e-06,9.555605e-07,2.453250e-05,1.789094e-01
3.130000e-12,1.041790e-06,9.595470e-07,2.458648e-05,1.794585e-01
3.140000e-12,1.045928e-06,9.636325e-07,2.464102e-05,1.800148e-01
3.150000e-12,1.050167e-06,9.678142e-07,2.469609e-05,1.805785e-01
3.160000e-12,1.054506e-06,9.720891e-07,2.475168e-05,1.811496e-01
3.170000e-12,1.058940e-06,9.764546e-07,2.480778e-05,1.817283e-01
3.180000e-12,1.063468e-06,9.809075e-07,2.486439e-05,1.823148e-01
3.190000e-12,1.068087e-06,9.854449e-07,2.492148e-05,1.829090e-01
3.200000e-12,1.072793e-06,9.900638e-07,2.497904e-05,1.835113e-01
3.210000e-12,1.077584e-06,9.947611e-07,2.503706e-05,1.841215e-01
3.220000e-12,1.082457e-06,9.995337e-07,2.509553e-05,1.847399e-01
3.230000e-12,1.087409e-06,1.004378e-06,2.515443e-05,1.853666e-01
3.240000e-12,1.092437e-06,1.009292e-06,2.521374e-05,1.860015e-01
3.250000e-12,1.097538e-06,1.014271e-06,2.527346e-05,1.866448e-01
3.260000e-12,1.102708e-06,1.019312e-06,2.533356e-05,1.872965e-01
3.270000e-12,1.107945e-06,1.024413e-06,2.539404e-05,1.879568e-01
3.280000e-12,1.113245e-06,1.029569e-06,2.545486e-05,1.886256e-01
3.290000e-12,1.118605e-06,1.034777e-06,2.551603e-05,1.893031e-01
3.300000e-12,1.124021e-06,1.040035e-06,2.557752e-05,1.899891e-01
3.310000e-12,1.129492e-06,1.045337e-06,2.563931e-05,1.906839e-01
3.320000e-12,1.135012e-06,1.050682e-06,2.570140e-05,1.913874e-01
3.330000e-12,1.140579e-06,1.056065e-06,2.576375e-05,1.920996e-01
3.340000e-12,1.146190e-06,1.061483e-06,2.582636e-05,1.928205e-01
3.350000e-12,1.151841e-06,1.066932e-06,2.588921e-05,1.935501e-01
3.360000e-12,1.157528e-06,1.072410e-06,2.595228e-05,1.942885e-01
3.370000e-12,1.163248e-06,1.077912e-06,2.601555e-05,1.950357e-01
3.380000e-12,1.168999e-06,1.083435e-06,2.607901e-05,1.957915e-01
3.390000e-12,1.174775e-06,1.088975e-06,2.614263e-05,1.965561e-01
3.400000e-12,1.180575e-06,1.094529e-06,2.620640e-05,1.973293e-01
3.410000e-12,1.186394e-06,1.100094e-06,2.627031e-05,1.981111e-01
3.420000e-12,1.192230e-06,1.105665e-06,2.633432e-05,1.989016e-01
3.430000e-12,1.198077e-06,1.111240e-06,2.639843e-05,1.997005e-01
3.440000e-12,1.203934e-06,1.116814e-06,2.646262e-05,2.005080e-01
3.450000e-12,1.209797e-06,1.122385e-06,2.652686e-05,2.013239e-01
