time,"V(L1|XLOADINA)","V(L1|XLOADINB)","V(ROUT)","P(B5|XDUT)"
5.830600e-10,-1.942294e-08,4.980355e-08,-4.136773e-10,2.549986e+01
5.830700e-10,-1.928544e-08,4.987521e-08,-4.134374e-10,2.549985e+01
5.830800e-10,-1.914732e-08,4.990564e-08,-4.132079e-10,2.549985e+01
5.830900e-10,-1.900868e-08,4.989495e-08,-4.129894e-10,2.549984e+01
5.831000e-10,-1.886963e-08,4.984328e-08,-4.127814e-10,2.549984e+01
5.831100e-10,-1.873026e-08,4.975080e-08,-4.125837e-10,2.549983e+01
5.831200e-10,-1.859068e-08,4.961770e-08,-4.123962e-10,2.549982e+01
5.831300e-10,-1.845097e-08,4.944422e-08,-4.122185e-10,2.549982e+01
5.831400e-10,-1.831125e-08,4.923062e-08,-4.120514e-10,2.549981e+01
5.831500e-10,-1.817160e-08,4.897718e-08,-4.118933e-10,2.549980e+01
5.831600e-10,-1.803213e-08,4.868424e-08,-4.117452e-10,2.549980e+01
5.831700e-10,-1.789293e-08,4.835215e-08,-4.116068e-10,2.549979e+01
5.831800e-10,-1.775411e-08,4.798129e-08,-4.114772e-10,2.549979e+01
5.831900e-10,-1.761575e-08,4.757206e-08,-4.113570e-10,2.549978e+01
5.832000e-10,-1.747795e-08,4.712492e-08,-4.112461e-10,2.549977e+01
5.832100e-10,-1.734081e-08,4.664032e-08,-4.111437e-10,2.549977e+01
5.832200e-10,-1.720442e-08,4.611877e-08,-4.110502e-10,2.549976e+01
5.832300e-10,-1.706888e-08,4.556079e-08,-4.109653e-10,2.549976e+01
5.832400e-10,-1.693427e-08,4.496693e-08,-4.108879e-10,2.549975e+01
5.832500e-10,-1.680070e-08,4.433776e-08,-4.108193e-10,2.549974e+01
5.832600e-10,-1.666824e-08,4.367390e-08,-4.107580e-10,2.549974e+01
5.832700e-10,-1.653699e-08,4.297597e-08,-4.107052e-10,2.549973e+01
5.832800e-10,-1.640704e-08,4.224463e-08,-4.106587e-10,2.549972e+01
5.832900e-10,-1.627846e-08,4.148054e-08,-4.106189e-10,2.549972e+01
5.833000e-10,-1.615136e-08,4.068442e-08,-4.105878e-10,2.549971e+01
5.833100e-10,-1.602581e-08,3.985699e-08,-4.105624e-10,2.549971e+01
5.833200e-10,-1.590189e-08,3.899899e-08,-4.105433e-10,2.549970e+01
5.833300e-10,-1.577968e-08,3.811119e-08,-4.105309e-10,2.549969e+01
5.833400e-10,-1.565927e-08,3.719438e-08,-4.105243e-10,2.549969e+01
5.833500e-10,-1.554073e-08,3.624938e-08,-4.105235e-10,2.549968e+01
5.833600e-10,-1.542414e-08,3.527700e-08,-4.105280e-10,2.549968e+01
5.833700e-10,-1.530956e-08,3.427810e-08,-4.105380e-10,2.549967e+01
5.833800e-10,-1.519708e-08,3.325355e-08,-4.105528e-10,2.549966e+01
5.833900e-10,-1.508677e-08,3.220423e-08,-4.105726e-10,2.549966e+01
5.834000e-10,-1.497868e-08,3.113104e-08,-4.105964e-10,2.549965e+01
5.834100e-10,-1.487290e-08,3.003489e-08,-4.106247e-10,2.549965e+01
5.834200e-10,-1.476947e-08,2.891672e-08,-4.106564e-10,2.549964e+01
5.834300e-10,-1.466848e-08,2.777747e-08,-4.106927e-10,2.549963e+01
5.834400e-10,-1.456997e-08,2.661811e-08,-4.107313e-10,2.549963e+01
5.834500e-10,-1.447400e-08,2.543960e-08,-4.107737e-10,2.549962e+01
5.834600e-10,-1.438063e-08,2.424293e-08,-4.108188e-10,2.549962e+01
5.834700e-10,-1.428992e-08,2.302910e-08,-4.108664e-10,2.549961e+01
5.834800e-10,-1.420191e-08,2.179911e-08,-4.109157e-10,2.549960e+01
5.834900e-10,-1.411666e-08,2.055398e-08,-4.109679e-10,2.549960e+01
5.835000e-10,-1.403421e-08,1.929473e-08,-4.110214e-10,2.549959e+01
5.835100e-10,-1.395461e-08,1.802239e-08,-4.110761e-10,2.549959e+01
5.835200e-10,-1.387790e-08,1.673801e-08,-4.111319e-10,2.549958e+01
5.835300e-10,-1.380412e-08,1.544263e-08,-4.111887e-10,2.549957e+01
5.835400e-10,-1.373330e-08,1.413730e-08,-4.112461e-10,2.549957e+01
5.835500e-10,-1.366549e-08,1.282308e-08,-4.113044e-10,2.549956e+01
5.835600e-10,-1.360071e-08,1.150102e-08,-4.113616e-10,2.549956e+01
5.835700e-10,-1.353899e-08,1.017219e-08,-4.114191e-10,2.549955e+01
5.835800e-10,-1.348037e-08,8.837660e-09,-4.114765e-10,2.549954e+01
5.835900e-10,-1.342487e-08,7.498483e-09,-4.115328e-10,2.549954e+01
5.836000e-10,-1.337251e-08,6.155732e-09,-4.115877e-10,2.549953e+01
5.836100e-10,-1.332331e-08,4.810471e-09,-4.116415e-10,2.549953e+01
5.836200e-10,-1.327729e-08,3.463764e-09,-4.116942e-10,2.549952e+01
5.836300e-10,-1.323446e-08,2.116674e-09,-4.117439e-10,2.549951e+01
5.836400e-10,-1.319484e-08,7.702598e-10,-4.117925e-10,2.549951e+01
5.836500e-10,-1.315843e-08,-5.744241e-10,-4.118379e-10,2.549950e+01
5.836600e-10,-1.312525e-08,-1.916326e-09,-4.118809e-10,2.549950e+01
5.836700e-10,-1.309530e-08,-3.254402e-09,-4.119214e-10,2.549949e+01
5.836800e-10,-1.306858e-08,-4.587610e-09,-4.119586e-10,2.549948e+01
5.836900e-10,-1.304509e-08,-5.914922e-09,-4.119919e-10,2.549948e+01
5.837000e-10,-1.302484e-08,-7.235310e-09,-4.120217e-10,2.549947e+01
5.837100e-10,-1.300780e-08,-8.547760e-09,-4.120480e-10,2.549947e+01
5.837200e-10,-1.299399e-08,-9.851266e-09,-4.120697e-10,2.549946e+01
5.837300e-10,-1.298338e-08,-1.114483e-08,-4.120873e-10,2.549945e+01
5.837400e-10,-1.297596e-08,-1.242747e-08,-4.121003e-10,2.549945e+01
5.837500e-10,-1.297172e-08,-1.369821e-08,-4.121083e-10,2.549944e+01
5.837600e-10,-1.297065e-08,-1.495609e-08,-4.121114e-10,2.549944e+01
5.837700e-10,-1.297271e-08,-1.620015e-08,-4.121098e-10,2.549943e+01
5.837800e-10,-1.297790e-08,-1.742948e-08,-4.121023e-10,2.549942e+01
5.837900e-10,-1.298618e-08,-1.864313e-08,-4.120888e-10,2.549942e+01
5.838000e-10,-1.299753e-08,-1.984022e-08,-4.120697e-10,2.549941e+01
5.838100e-10,-1.301192e-08,-2.101985e-08,-4.120444e-10,2.549941e+01
5.838200e-10,-1.302932e-08,-2.218114e-08,-4.120130e-10,2.549940e+01
5.838300e-10,-1.304969e-08,-2.332325e-08,-4.119747e-10,2.549939e+01
5.838400e-10,-1.307300e-08,-2.444533e-08,-4.119302e-10,2.549939e+01
5.838500e-10,-1.309921e-08,-2.554656e-08,-4.118792e-10,2.549938e+01
5.838600e-10,-1.312828e-08,-2.662615e-08,-4.118208e-10,2.549938e+01
5.838700e-10,-1.316017e-08,-2.768330e-08,-4.117554e-10,2.549937e+01
5.838800e-10,-1.319484e-08,-2.871727e-08,-4.116825e-10,2.549937e+01
5.838900e-10,-1.323223e-08,-2.972730e-08,-4.116025e-10,2.549936e+01
5.839000e-10,-1.327230e-08,-3.071268e-08,-4.115146e-10,2.549935e+01
5.839100e-10,-1.331500e-08,-3.167271e-08,-4.114200e-10,2.549935e+01
5.839200e-10,-1.336027e-08,-3.260671e-08,-4.113160e-10,2.549934e+01
5.839300e-10,-1.340807e-08,-3.351404e-08,-4.112055e-10,2.549934e+01
5.839400e-10,-1.345833e-08,-3.439404e-08,-4.110858e-10,2.549933e+01
5.839500e-10,-1.351100e-08,-3.524613e-08,-4.109589e-10,2.549932e+01
5.839600e-10,-1.356603e-08,-3.606972e-08,-4.108230e-10,2.549932e+01
5.839700e-10,-1.362334e-08,-3.686424e-08,-4.106786e-10,2.549931e+01
5.839800e-10,-1.368288e-08,-3.762916e-08,-4.105266e-10,2.549931e+01
5.839900e-10,-1.374458e-08,-3.836397e-08,-4.103656e-10,2.549930e+01
5.840000e-10,-1.380838e-08,-3.906819e-08,-4.101962e-10,2.549929e+01
5.840100e-10,-1.387421e-08,-3.974135e-08,-4.100175e-10,2.549929e+01
5.840200e-10,-1.394201e-08,-4.038302e-08,-4.098309e-10,2.549928e+01
5.840300e-10,-1.401169e-08,-4.099280e-08,-4.096347e-10,2.549928e+01
5.840400e-10,-1.408320e-08,-4.157030e-08,-4.094301e-10,2.549927e+01
5.840500e-10,-1.415646e-08,-4.211516e-08,-4.092171e-10,2.549927e+01
5.840600e-10,-1.423140e-08,-4.262706e-08,-4.089947e-10,2.549926e+01
5.840700e-10,-1.430794e-08,-4.310570e-08,-4.087630e-10,2.549925e+01
5.840800e-10,-1.438600e-08,-4.355080e-08,-4.085227e-10,2.549925e+01
5.840900e-10,-1.446552e-08,-4.396212e-08,-4.082738e-10,2.549924e+01
5.841000e-10,-1.454642e-08,-4.433942e-08,-4.080156e-10,2.549924e+01
5.841100e-10,-1.462861e-08,-4.468253e-08,-4.077487e-10,2.549923e+01
5.841200e-10,-1.471202e-08,-4.499128e-08,-4.074723e-10,2.549922e+01
5.841300e-10,-1.479657e-08,-4.526552e-08,-4.071873e-10,2.549922e+01
5.841400e-10,-1.488218e-08,-4.550515e-08,-4.068938e-10,2.549921e+01
5.841500e-10,-1.496876e-08,-4.571008e-08,-4.065909e-10,2.549921e+01
5.841600e-10,-1.505625e-08,-4.588026e-08,-4.062797e-10,2.549920e+01
5.841700e-10,-1.514455e-08,-4.601566e-08,-4.059594e-10,2.549919e+01
5.841800e-10,-1.523359e-08,-4.611628e-08,-4.056305e-10,2.549919e+01
5.841900e-10,-1.532328e-08,-4.618214e-08,-4.052927e-10,2.549918e+01
5.842000e-10,-1.541354e-08,-4.621331e-08,-4.049467e-10,2.549918e+01
5.842100e-10,-1.550429e-08,-4.620985e-08,-4.045918e-10,2.549917e+01
5.842200e-10,-1.559545e-08,-4.617189e-08,-4.042287e-10,2.549917e+01
5.842300e-10,-1.568693e-08,-4.609954e-08,-4.038566e-10,2.549916e+01
5.842400e-10,-1.577865e-08,-4.599298e-08,-4.034770e-10,2.549915e+01
5.842500e-10,-1.587052e-08,-4.585239e-08,-4.030890e-10,2.549915e+01
5.842600e-10,-1.596248e-08,-4.567798e-08,-4.026927e-10,2.549914e+01
5.842700e-10,-1.605442e-08,-4.546999e-08,-4.022883e-10,2.549914e+01
5.842800e-10,-1.614628e-08,-4.522869e-08,-4.018768e-10,2.549913e+01
5.842900e-10,-1.623797e-08,-4.495437e-08,-4.014574e-10,2.549912e+01
5.843000e-10,-1.632941e-08,-4.464735e-08,-4.010305e-10,2.549912e+01
5.843100e-10,-1.642052e-08,-4.430795e-08,-4.005955e-10,2.549911e+01
5.843200e-10,-1.651121e-08,-4.393656e-08,-4.001538e-10,2.549911e+01
5.843300e-10,-1.660142e-08,-4.353355e-08,-3.997049e-10,2.549910e+01
5.843400e-10,-1.669105e-08,-4.309933e-08,-3.992481e-10,2.549910e+01
5.843500e-10,-1.678004e-08,-4.263435e-08,-3.987858e-10,2.549909e+01
5.843600e-10,-1.686830e-08,-4.213906e-08,-3.983159e-10,2.549908e+01
5.843700e-10,-1.695576e-08,-4.161394e-08,-3.978394e-10,2.549908e+01
5.843800e-10,-1.704234e-08,-4.105949e-08,-3.973571e-10,2.549907e+01
5.843900e-10,-1.712797e-08,-4.047623e-08,-3.968683e-10,2.549907e+01
5.844000e-10,-1.721258e-08,-3.986472e-08,-3.963732e-10,2.549906e+01
5.844100e-10,-1.729608e-08,-3.922551e-08,-3.958731e-10,2.549906e+01
5.844200e-10,-1.737841e-08,-3.855920e-08,-3.953663e-10,2.549905e+01
5.844300e-10,-1.745951e-08,-3.786637e-08,-3.948549e-10,2.549904e+01
5.844400e-10,-1.753929e-08,-3.714767e-08,-3.943378e-10,2.549904e+01
5.844500e-10,-1.761769e-08,-3.640372e-08,-3.938162e-10,2.549903e+01
5.844600e-10,-1.769465e-08,-3.563520e-08,-3.932891e-10,2.549903e+01
5.844700e-10,-1.777010e-08,-3.484277e-08,-3.927579e-10,2.549902e+01
5.844800e-10,-1.784398e-08,-3.402714e-08,-3.922219e-10,2.549902e+01
5.844900e-10,-1.791622e-08,-3.318900e-08,-3.916810e-10,2.549901e+01
5.845000e-10,-1.798676e-08,-3.232909e-08,-3.911374e-10,2.549900e+01
5.845100e-10,-1.805554e-08,-3.144814e-08,-3.905895e-10,2.549900e+01
5.845200e-10,-1.812251e-08,-3.054691e-08,-3.900378e-10,2.549899e+01
5.845300e-10,-1.818761e-08,-2.962617e-08,-3.894825e-10,2.549899e+01
5.845400e-10,-1.825078e-08,-2.868670e-08,-3.889249e-10,2.549898e+01
5.845500e-10,-1.831198e-08,-2.772929e-08,-3.883638e-10,2.549897e+01
5.845600e-10,-1.837114e-08,-2.675474e-08,-3.878000e-10,2.549897e+01
5.845700e-10,-1.842822e-08,-2.576388e-08,-3.872335e-10,2.549896e+01
5.845800e-10,-1.848318e-08,-2.475752e-08,-3.866654e-10,2.549896e+01
5.845900e-10,-1.853596e-08,-2.373651e-08,-3.860954e-10,2.549895e+01
5.846000e-10,-1.858653e-08,-2.270168e-08,-3.855228e-10,2.549895e+01
5.846100e-10,-1.863484e-08,-2.165389e-08,-3.849495e-10,2.549894e+01
5.846200e-10,-1.868085e-08,-2.059400e-08,-3.843742e-10,2.549894e+01
5.846300e-10,-1.872452e-08,-1.952288e-08,-3.837981e-10,2.549893e+01
5.846400e-10,-1.876582e-08,-1.844140e-08,-3.832214e-10,2.549892e+01
5.846500e-10,-1.880471e-08,-1.735044e-08,-3.826441e-10,2.549892e+01
5.846600e-10,-1.884116e-08,-1.625088e-08,-3.820659e-10,2.549891e+01
5.846700e-10,-1.887514e-08,-1.514362e-08,-3.814883e-10,2.549891e+01
5.846800e-10,-1.890662e-08,-1.402953e-08,-3.809105e-10,2.549890e+01
5.846900e-10,-1.893557e-08,-1.290952e-08,-3.803325e-10,2.549890e+01
5.847000e-10,-1.896198e-08,-1.178448e-08,-3.797554e-10,2.549889e+01
5.847100e-10,-1.898581e-08,-1.065530e-08,-3.791791e-10,2.549888e+01
5.847200e-10,-1.900706e-08,-9.522893e-09,-3.786046e-10,2.549888e+01
5.847300e-10,-1.902569e-08,-8.388143e-09,-3.780300e-10,2.549887e+01
5.847400e-10,-1.904170e-08,-7.251949e-09,-3.774576e-10,2.549887e+01
5.847500e-10,-1.905508e-08,-6.115206e-09,-3.768875e-10,2.549886e+01
5.847600e-10,-1.906580e-08,-4.978805e-09,-3.763187e-10,2.549886e+01
5.847700e-10,-1.907386e-08,-3.843636e-09,-3.757517e-10,2.549885e+01
5.847800e-10,-1.907926e-08,-2.710585e-09,-3.751875e-10,2.549885e+01
5.847900e-10,-1.908199e-08,-1.580530e-09,-3.746256e-10,2.549884e+01
5.848000e-10,-1.908204e-08,-4.543494e-10,-3.740668e-10,2.549883e+01
5.848100e-10,-1.907941e-08,6.670864e-10,-3.735114e-10,2.549883e+01
5.848200e-10,-1.907411e-08,1.782917e-09,-3.729582e-10,2.549882e+01
5.848300e-10,-1.906614e-08,2.892281e-09,-3.724096e-10,2.549882e+01
5.848400e-10,-1.905551e-08,3.994333e-09,-3.718633e-10,2.549881e+01
5.848500e-10,-1.904221e-08,5.088230e-09,-3.713213e-10,2.549881e+01
5.848600e-10,-1.902627e-08,6.173144e-09,-3.707839e-10,2.549880e+01
5.848700e-10,-1.900769e-08,7.248247e-09,-3.702500e-10,2.549880e+01
5.848800e-10,-1.898649e-08,8.312733e-09,-3.697215e-10,2.549879e+01
5.848900e-10,-1.896268e-08,9.365798e-09,-3.691967e-10,2.549878e+01
5.849000e-10,-1.893627e-08,1.040665e-08,-3.686765e-10,2.549878e+01
5.849100e-10,-1.890730e-08,1.143452e-08,-3.681619e-10,2.549877e+01
5.849200e-10,-1.887578e-08,1.244863e-08,-3.676524e-10,2.549877e+01
5.849300e-10,-1.884173e-08,1.344824e-08,-3.671473e-10,2.549876e+01
5.849400e-10,-1.880518e-08,1.443261e-08,-3.666485e-10,2.549876e+01
5.849500e-10,-1.876616e-08,1.540101e-08,-3.661549e-10,2.549875e+01
5.849600e-10,-1.872470e-08,1.635273e-08,-3.656672e-10,2.549875e+01
5.849700e-10,-1.868082e-08,1.728709e-08,-3.651853e-10,2.549874e+01
5.849800e-10,-1.863456e-08,1.820339e-08,-3.647093e-10,2.549873e+01
5.849900e-10,-1.858596e-08,1.910099e-08,-3.642400e-10,2.549873e+01
5.850000e-10,-1.853505e-08,1.997922e-08,-3.637771e-10,2.549872e+01
5.850100e-10,-1.848186e-08,2.083748e-08,-3.633200e-10,2.549872e+01
5.850200e-10,-1.842644e-08,2.167514e-08,-3.628697e-10,2.549871e+01
5.850300e-10,-1.836884e-08,2.249162e-08,-3.624261e-10,2.549871e+01
5.850400e-10,-1.830908e-08,2.328633e-08,-3.619894e-10,2.549870e+01
5.850500e-10,-1.824722e-08,2.405873e-08,-3.615597e-10,2.549870e+01
5.850600e-10,-1.818331e-08,2.480827e-08,-3.611369e-10,2.549869e+01
5.850700e-10,-1.811738e-08,2.553445e-08,-3.607209e-10,2.549869e+01
5.850800e-10,-1.804949e-08,2.623676e-08,-3.603128e-10,2.549868e+01
5.850900e-10,-1.797970e-08,2.691473e-08,-3.599113e-10,2.549868e+01
5.851000e-10,-1.790804e-08,2.756790e-08,-3.595172e-10,2.549867e+01
5.851100e-10,-1.783457e-08,2.819584e-08,-3.591315e-10,2.549866e+01
5.851200e-10,-1.775935e-08,2.879813e-08,-3.587524e-10,2.549866e+01
5.851300e-10,-1.768244e-08,2.937439e-08,-3.583808e-10,2.549865e+01
5.851400e-10,-1.760388e-08,2.992424e-08,-3.580175e-10,2.549865e+01
5.851500e-10,-1.752375e-08,3.044733e-08,-3.576613e-10,2.549864e+01
5.851600e-10,-1.744208e-08,3.094333e-08,-3.573130e-10,2.549864e+01
5.851700e-10,-1.735895e-08,3.141195e-08,-3.569724e-10,2.549863e+01
5.851800e-10,-1.727442e-08,3.185289e-08,-3.566395e-10,2.549863e+01
5.851900e-10,-1.718854e-08,3.226591e-08,-3.563151e-10,2.549862e+01
5.852000e-10,-1.710139e-08,3.265075e-08,-3.559976e-10,2.549862e+01
5.852100e-10,-1.701301e-08,3.300721e-08,-3.556881e-10,2.549861e+01
5.852200e-10,-1.692348e-08,3.333511e-08,-3.553870e-10,2.549861e+01
5.852300e-10,-1.683287e-08,3.363425e-08,-3.550935e-10,2.549860e+01
5.852400e-10,-1.674123e-08,3.390452e-08,-3.548079e-10,2.549860e+01
5.852500e-10,-1.664863e-08,3.414577e-08,-3.545305e-10,2.549859e+01
5.852600e-10,-1.655514e-08,3.435792e-08,-3.542601e-10,2.549858e+01
5.852700e-10,-1.646083e-08,3.454088e-08,-3.539981e-10,2.549858e+01
5.852800e-10,-1.636576e-08,3.469462e-08,-3.537436e-10,2.549857e+01
5.852900e-10,-1.627000e-08,3.481908e-08,-3.534971e-10,2.549857e+01
5.853000e-10,-1.617362e-08,3.491427e-08,-3.532582e-10,2.549856e+01
5.853100e-10,-1.607669e-08,3.498021e-08,-3.530271e-10,2.549856e+01
5.853200e-10,-1.597927e-08,3.501694e-08,-3.528033e-10,2.549855e+01
5.853300e-10,-1.588144e-08,3.502450e-08,-3.525876e-10,2.549855e+01
5.853400e-10,-1.578327e-08,3.500301e-08,-3.523791e-10,2.549854e+01
5.853500e-10,-1.568481e-08,3.495255e-08,-3.521780e-10,2.549854e+01
5.853600e-10,-1.558615e-08,3.487326e-08,-3.519840e-10,2.549853e+01
5.853700e-10,-1.548735e-08,3.476529e-08,-3.517977e-10,2.549853e+01
5.853800e-10,-1.538847e-08,3.462882e-08,-3.516180e-10,2.549852e+01
5.853900e-10,-1.528960e-08,3.446404e-08,-3.514459e-10,2.549852e+01
5.854000e-10,-1.519079e-08,3.427116e-08,-3.512809e-10,2.549851e+01
5.854100e-10,-1.509211e-08,3.405044e-08,-3.511227e-10,2.549851e+01
5.854200e-10,-1.499364e-08,3.380212e-08,-3.509713e-10,2.549850e+01
5.854300e-10,-1.489544e-08,3.352649e-08,-3.508268e-10,2.549850e+01
5.854400e-10,-1.479757e-08,3.322385e-08,-3.506888e-10,2.549849e+01
5.854500e-10,-1.470011e-08,3.289453e-08,-3.505574e-10,2.549849e+01
5.854600e-10,-1.460312e-08,3.253885e-08,-3.504315e-10,2.549848e+01
5.854700e-10,-1.450666e-08,3.215719e-08,-3.503130e-10,2.549848e+01
5.854800e-10,-1.441080e-08,3.174993e-08,-3.502002e-10,2.549847e+01
5.854900e-10,-1.431561e-08,3.131746e-08,-3.500927e-10,2.549847e+01
5.855000e-10,-1.422114e-08,3.086020e-08,-3.499915e-10,2.549846e+01
5.855100e-10,-1.412746e-08,3.037859e-08,-3.498965e-10,2.549846e+01
5.855200e-10,-1.403464e-08,2.987309e-08,-3.498066e-10,2.549845e+01
5.855300e-10,-1.394273e-08,2.934416e-08,-3.497217e-10,2.549844e+01
5.855400e-10,-1.385179e-08,2.879229e-08,-3.496428e-10,2.549844e+01
5.855500e-10,-1.376188e-08,2.821798e-08,-3.495689e-10,2.549843e+01
5.855600e-10,-1.367307e-08,2.762177e-08,-3.494997e-10,2.549843e+01
5.855700e-10,-1.358540e-08,2.700418e-08,-3.494350e-10,2.549842e+01
5.855800e-10,-1.349894e-08,2.636576e-08,-3.493745e-10,2.549842e+01
5.855900e-10,-1.341373e-08,2.570709e-08,-3.493194e-10,2.549841e+01
5.856000e-10,-1.332984e-08,2.502874e-08,-3.492680e-10,2.549841e+01
5.856100e-10,-1.324731e-08,2.433130e-08,-3.492208e-10,2.549840e+01
5.856200e-10,-1.316620e-08,2.361539e-08,-3.491778e-10,2.549840e+01
5.856300e-10,-1.308656e-08,2.288161e-08,-3.491381e-10,2.549839e+01
5.856400e-10,-1.300843e-08,2.213062e-08,-3.491023e-10,2.549839e+01
5.856500e-10,-1.293186e-08,2.136304e-08,-3.490691e-10,2.549838e+01
5.856600e-10,-1.285690e-08,2.057953e-08,-3.490396e-10,2.549838e+01
5.856700e-10,-1.278360e-08,1.978076e-08,-3.490134e-10,2.549837e+01
5.856800e-10,-1.271200e-08,1.896741e-08,-3.489891e-10,2.549837e+01
5.856900e-10,-1.264213e-08,1.814015e-08,-3.489684e-10,2.549836e+01
5.857000e-10,-1.257404e-08,1.729967e-08,-3.489493e-10,2.549836e+01
5.857100e-10,-1.250777e-08,1.644669e-08,-3.489332e-10,2.549835e+01
5.857200e-10,-1.244336e-08,1.558191e-08,-3.489179e-10,2.549835e+01
5.857300e-10,-1.238083e-08,1.470605e-08,-3.489053e-10,2.549834e+01
5.857400e-10,-1.232023e-08,1.381982e-08,-3.488946e-10,2.549834e+01
5.857500e-10,-1.226159e-08,1.292396e-08,-3.488845e-10,2.549833e+01
5.857600e-10,-1.220494e-08,1.201919e-08,-3.488761e-10,2.549833e+01
5.857700e-10,-1.215031e-08,1.110627e-08,-3.488684e-10,2.549832e+01
5.857800e-10,-1.209771e-08,1.018593e-08,-3.488624e-10,2.549832e+01
5.857900e-10,-1.204720e-08,9.258916e-09,-3.488559e-10,2.549831e+01
5.858000e-10,-1.199877e-08,8.325979e-09,-3.488502e-10,2.549831e+01
5.858100e-10,-1.195246e-08,7.387869e-09,-3.488453e-10,2.549830e+01
5.858200e-10,-1.190830e-08,6.445341e-09,-3.488400e-10,2.549830e+01
5.858300e-10,-1.186628e-08,5.499148e-09,-3.488345e-10,2.549829e+01
5.858400e-10,-1.182645e-08,4.550045e-09,-3.488288e-10,2.549829e+01
5.858500e-10,-1.178880e-08,3.598789e-09,-3.488228e-10,2.549828e+01
5.858600e-10,-1.175336e-08,2.646132e-09,-3.488158e-10,2.549828e+01
5.858700e-10,-1.172013e-08,1.692826e-09,-3.488080e-10,2.549827e+01
5.858800e-10,-1.168913e-08,7.396258e-10,-3.487990e-10,2.549827e+01
5.858900e-10,-1.166036e-08,-2.127218e-10,-3.487887e-10,2.549826e+01
5.859000e-10,-1.163383e-08,-1.163472e-09,-3.487769e-10,2.549826e+01
5.859100e-10,-1.160955e-08,-2.111880e-09,-3.487632e-10,2.549825e+01
5.859200e-10,-1.158752e-08,-3.057210e-09,-3.487481e-10,2.549825e+01
5.859300e-10,-1.156774e-08,-3.998727e-09,-3.487308e-10,2.549824e+01
5.859400e-10,-1.155020e-08,-4.935702e-09,-3.487116e-10,2.549824e+01
5.859500e-10,-1.153492e-08,-5.867414e-09,-3.486895e-10,2.549823e+01
5.859600e-10,-1.152188e-08,-6.793147e-09,-3.486657e-10,2.549823e+01
5.859700e-10,-1.151107e-08,-7.712191e-09,-3.486384e-10,2.549822e+01
5.859800e-10,-1.150250e-08,-8.623844e-09,-3.486078e-10,2.549822e+01
5.859900e-10,-1.149615e-08,-9.527411e-09,-3.485752e-10,2.549821e+01
5.860000e-10,-1.149201e-08,-1.042221e-08,-3.485386e-10,2.549821e+01
5.860100e-10,-1.149006e-08,-1.130756e-08,-3.484993e-10,2.549820e+01
5.860200e-10,-1.149030e-08,-1.218280e-08,-3.484559e-10,2.549820e+01
5.860300e-10,-1.149271e-08,-1.304727e-08,-3.484090e-10,2.549819e+01
5.860400e-10,-1.149727e-08,-1.390032e-08,-3.483585e-10,2.549819e+01
5.860500e-10,-1.150396e-08,-1.474132e-08,-3.483037e-10,2.549818e+01
5.860600e-10,-1.151275e-08,-1.556964e-08,-3.482455e-10,2.549818e+01
5.860700e-10,-1.152364e-08,-1.638467e-08,-3.481817e-10,2.549817e+01
5.860800e-10,-1.153659e-08,-1.718582e-08,-3.481146e-10,2.549817e+01
5.860900e-10,-1.155159e-08,-1.797248e-08,-3.480428e-10,2.549816e+01
5.861000e-10,-1.156859e-08,-1.874410e-08,-3.479658e-10,2.549816e+01
5.861100e-10,-1.158757e-08,-1.950011e-08,-3.478852e-10,2.549815e+01
5.861200e-10,-1.160851e-08,-2.023996e-08,-3.477989e-10,2.549815e+01
5.861300e-10,-1.163137e-08,-2.096312e-08,-3.477077e-10,2.549814e+01
5.861400e-10,-1.165612e-08,-2.166908e-08,-3.476115e-10,2.549814e+01
5.861500e-10,-1.168273e-08,-2.235732e-08,-3.475099e-10,2.549813e+01
5.861600e-10,-1.171116e-08,-2.302737e-08,-3.474035e-10,2.549813e+01
5.861700e-10,-1.174137e-08,-2.367875e-08,-3.472911e-10,2.549812e+01
5.861800e-10,-1.177332e-08,-2.431101e-08,-3.471738e-10,2.549812e+01
5.861900e-10,-1.180698e-08,-2.492371e-08,-3.470500e-10,2.549811e+01
5.862000e-10,-1.184230e-08,-2.551642e-08,-3.469212e-10,2.549811e+01
5.862100e-10,-1.187925e-08,-2.608875e-08,-3.467867e-10,2.549810e+01
5.862200e-10,-1.191778e-08,-2.664030e-08,-3.466463e-10,2.549810e+01
5.862300e-10,-1.195785e-08,-2.717071e-08,-3.464993e-10,2.549809e+01
5.862400e-10,-1.199941e-08,-2.767962e-08,-3.463475e-10,2.549809e+01
5.862500e-10,-1.204242e-08,-2.816669e-08,-3.461893e-10,2.549808e+01
5.862600e-10,-1.208682e-08,-2.863162e-08,-3.460252e-10,2.549808e+01
5.862700e-10,-1.213258e-08,-2.907409e-08,-3.458547e-10,2.549807e+01
5.862800e-10,-1.217964e-08,-2.949384e-08,-3.456781e-10,2.549807e+01
5.862900e-10,-1.222795e-08,-2.989061e-08,-3.454961e-10,2.549806e+01
5.863000e-10,-1.227746e-08,-3.026414e-08,-3.453068e-10,2.549806e+01
5.863100e-10,-1.232813e-08,-3.061422e-08,-3.451114e-10,2.549805e+01
5.863200e-10,-1.237989e-08,-3.094064e-08,-3.449108e-10,2.549805e+01
5.863300e-10,-1.243270e-08,-3.124322e-08,-3.447028e-10,2.549804e+01
