time,"V(L4|XLOADINA)","V(L4|XLOADINB)","V(8000)"
3.450100e-10,1.027140e-07,3.317955e-07,5.833207e-08
3.450200e-10,1.026942e-07,3.314047e-07,5.827016e-08
3.450300e-10,1.026683e-07,3.310084e-07,5.820834e-08
3.450400e-10,1.026365e-07,3.306067e-07,5.814660e-08
3.450500e-10,1.025988e-07,3.301996e-07,5.808496e-08
3.450600e-10,1.025552e-07,3.297872e-07,5.802341e-08
3.450700e-10,1.025058e-07,3.293694e-07,5.796195e-08
3.450800e-10,1.024507e-07,3.289464e-07,5.790058e-08
3.450900e-10,1.023900e-07,3.285183e-07,5.783931e-08
3.451000e-10,1.023237e-07,3.280851e-07,5.777813e-08
3.451100e-10,1.022521e-07,3.276470e-07,5.771705e-08
3.451200e-10,1.021751e-07,3.272040e-07,5.765606e-08
3.451300e-10,1.020931e-07,3.267563e-07,5.759517e-08
3.451400e-10,1.020059e-07,3.263040e-07,5.753438e-08
3.451500e-10,1.019140e-07,3.258473e-07,5.747369e-08
3.451600e-10,1.018173e-07,3.253862e-07,5.741310e-08
3.451700e-10,1.017160e-07,3.249210e-07,5.735261e-08
3.451800e-10,1.016104e-07,3.244518e-07,5.729222e-08
3.451900e-10,1.015006e-07,3.239787e-07,5.723192e-08
3.452000e-10,1.013867e-07,3.235019e-07,5.717173e-08
3.452100e-10,1.012690e-07,3.230218e-07,5.711164e-08
3.452200e-10,1.011477e-07,3.225382e-07,5.705165e-08
3.452300e-10,1.010229e-07,3.220516e-07,5.699177e-08
3.452400e-10,1.008949e-07,3.215621e-07,5.693198e-08
3.452500e-10,1.007639e-07,3.210699e-07,5.687230e-08
3.452600e-10,1.006301e-07,3.205753e-07,5.681272e-08
3.452700e-10,1.004937e-07,3.200783e-07,5.675323e-08
3.452800e-10,1.003549e-07,3.195793e-07,5.669386e-08
3.452900e-10,1.002141e-07,3.190784e-07,5.663458e-08
3.453000e-10,1.000713e-07,3.185760e-07,5.657540e-08
3.453100e-10,9.992680e-08,3.180721e-07,5.651633e-08
3.453200e-10,9.978088e-08,3.175671e-07,5.645735e-08
3.453300e-10,9.963377e-08,3.170611e-07,5.639848e-08
3.453400e-10,9.948567e-08,3.165545e-07,5.633971e-08
3.453500e-10,9.933683e-08,3.160473e-07,5.628103e-08
3.453600e-10,9.918749e-08,3.155400e-07,5.622246e-08
3.453700e-10,9.903788e-08,3.150326e-07,5.616398e-08
3.453800e-10,9.888821e-08,3.145254e-07,5.610560e-08
3.453900e-10,9.873874e-08,3.140187e-07,5.604732e-08
3.454000e-10,9.858971e-08,3.135126e-07,5.598913e-08
3.454100e-10,9.844130e-08,3.130075e-07,5.593104e-08
3.454200e-10,9.829377e-08,3.125034e-07,5.587304e-08
3.454300e-10,9.814735e-08,3.120007e-07,5.581514e-08
3.454400e-10,9.800222e-08,3.114996e-07,5.575733e-08
3.454500e-10,9.785863e-08,3.110003e-07,5.569961e-08
3.454600e-10,9.771678e-08,3.105029e-07,5.564199e-08
3.454700e-10,9.757685e-08,3.100078e-07,5.558445e-08
3.454800e-10,9.743908e-08,3.095150e-07,5.552700e-08
3.454900e-10,9.730365e-08,3.090248e-07,5.546965e-08
3.455000e-10,9.717074e-08,3.085375e-07,5.541237e-08
3.455100e-10,9.704055e-08,3.080531e-07,5.535519e-08
3.455200e-10,9.691322e-08,3.075718e-07,5.529809e-08
3.455300e-10,9.678899e-08,3.070939e-07,5.524107e-08
3.455400e-10,9.666796e-08,3.066195e-07,5.518413e-08
3.455500e-10,9.655031e-08,3.061487e-07,5.512728e-08
3.455600e-10,9.643620e-08,3.056818e-07,5.507050e-08
3.455700e-10,9.632577e-08,3.052188e-07,5.501381e-08
3.455800e-10,9.621913e-08,3.047599e-07,5.495719e-08
3.455900e-10,9.611644e-08,3.043052e-07,5.490065e-08
3.456000e-10,9.601779e-08,3.038549e-07,5.484418e-08
3.456100e-10,9.592331e-08,3.034091e-07,5.478779e-08
3.456200e-10,9.583309e-08,3.029678e-07,5.473147e-08
3.456300e-10,9.574724e-08,3.025312e-07,5.467522e-08
3.456400e-10,9.566583e-08,3.020994e-07,5.461904e-08
3.456500e-10,9.558894e-08,3.016725e-07,5.456292e-08
3.456600e-10,9.551663e-08,3.012505e-07,5.450688e-08
3.456700e-10,9.544897e-08,3.008334e-07,5.445090e-08
3.456800e-10,9.538600e-08,3.004214e-07,5.439499e-08
3.456900e-10,9.532776e-08,3.000145e-07,5.433914e-08
3.457000e-10,9.527428e-08,2.996128e-07,5.428335e-08
3.457100e-10,9.522560e-08,2.992162e-07,5.422763e-08
3.457200e-10,9.518169e-08,2.988248e-07,5.417196e-08
3.457300e-10,9.514261e-08,2.984386e-07,5.411636e-08
3.457400e-10,9.510829e-08,2.980575e-07,5.406081e-08
3.457500e-10,9.507880e-08,2.976817e-07,5.400531e-08
3.457600e-10,9.505402e-08,2.973110e-07,5.394988e-08
3.457700e-10,9.503399e-08,2.969455e-07,5.389450e-08
3.457800e-10,9.501865e-08,2.965851e-07,5.383917e-08
3.457900e-10,9.500792e-08,2.962298e-07,5.378389e-08
3.458000e-10,9.500179e-08,2.958795e-07,5.372867e-08
3.458100e-10,9.500019e-08,2.955342e-07,5.367349e-08
3.458200e-10,9.500299e-08,2.951938e-07,5.361837e-08
3.458300e-10,9.501018e-08,2.948582e-07,5.356329e-08
3.458400e-10,9.502163e-08,2.945274e-07,5.350826e-08
3.458500e-10,9.503725e-08,2.942012e-07,5.345328e-08
3.458600e-10,9.505695e-08,2.938796e-07,5.339835e-08
3.458700e-10,9.508061e-08,2.935625e-07,5.334346e-08
3.458800e-10,9.510810e-08,2.932497e-07,5.328862e-08
3.458900e-10,9.513932e-08,2.929412e-07,5.323382e-08
3.459000e-10,9.517413e-08,2.926367e-07,5.317906e-08
3.459100e-10,9.521239e-08,2.923363e-07,5.312435e-08
3.459200e-10,9.525399e-08,2.920397e-07,5.306968e-08
3.459300e-10,9.529872e-08,2.917468e-07,5.301506e-08
3.459400e-10,9.534648e-08,2.914575e-07,5.296047e-08
3.459500e-10,9.539711e-08,2.911716e-07,5.290593e-08
3.459600e-10,9.545043e-08,2.908889e-07,5.285142e-08
3.459700e-10,9.550628e-08,2.906094e-07,5.279696e-08
3.459800e-10,9.556452e-08,2.903328e-07,5.274254e-08
3.459900e-10,9.562492e-08,2.900589e-07,5.268816e-08
3.460000e-10,9.568738e-08,2.897877e-07,5.263382e-08
3.460100e-10,9.575167e-08,2.895189e-07,5.257952e-08
3.460200e-10,9.581762e-08,2.892523e-07,5.252526e-08
3.460300e-10,9.588505e-08,2.889878e-07,5.247104e-08
3.460400e-10,9.595381e-08,2.887252e-07,5.241686e-08
3.460500e-10,9.602365e-08,2.884643e-07,5.236272e-08
3.460600e-10,9.609445e-08,2.882050e-07,5.230862e-08
3.460700e-10,9.616597e-08,2.879470e-07,5.225457e-08
3.460800e-10,9.623808e-08,2.876902e-07,5.220055e-08
3.460900e-10,9.631053e-08,2.874343e-07,5.214657e-08
3.461000e-10,9.638320e-08,2.871792e-07,5.209264e-08
3.461100e-10,9.645586e-08,2.869248e-07,5.203874e-08
3.461200e-10,9.652834e-08,2.866708e-07,5.198489e-08
3.461300e-10,9.660045e-08,2.864170e-07,5.193108e-08
3.461400e-10,9.667205e-08,2.861633e-07,5.187732e-08
3.461500e-10,9.674290e-08,2.859095e-07,5.182359e-08
3.461600e-10,9.681286e-08,2.856554e-07,5.176991e-08
3.461700e-10,9.688177e-08,2.854008e-07,5.171628e-08
3.461800e-10,9.694942e-08,2.851456e-07,5.166269e-08
3.461900e-10,9.701569e-08,2.848896e-07,5.160914e-08
3.462000e-10,9.708036e-08,2.846326e-07,5.155564e-08
3.462100e-10,9.714334e-08,2.843746e-07,5.150219e-08
3.462200e-10,9.720442e-08,2.841152e-07,5.144879e-08
3.462300e-10,9.726347e-08,2.838544e-07,5.139543e-08
3.462400e-10,9.732036e-08,2.835920e-07,5.134212e-08
3.462500e-10,9.737492e-08,2.833279e-07,5.128887e-08
3.462600e-10,9.742704e-08,2.830619e-07,5.123566e-08
3.462700e-10,9.747658e-08,2.827939e-07,5.118250e-08
3.462800e-10,9.752340e-08,2.825238e-07,5.112940e-08
3.462900e-10,9.756741e-08,2.822514e-07,5.107635e-08
3.463000e-10,9.760849e-08,2.819767e-07,5.102335e-08
3.463100e-10,9.764651e-08,2.816995e-07,5.097041e-08
3.463200e-10,9.768140e-08,2.814197e-07,5.091752e-08
3.463300e-10,9.771307e-08,2.811372e-07,5.086469e-08
3.463400e-10,9.774138e-08,2.808519e-07,5.081191e-08
3.463500e-10,9.776633e-08,2.805638e-07,5.075919e-08
3.463600e-10,9.778777e-08,2.802727e-07,5.070653e-08
3.463700e-10,9.780569e-08,2.799787e-07,5.065393e-08
3.463800e-10,9.782000e-08,2.796815e-07,5.060140e-08
3.463900e-10,9.783066e-08,2.793812e-07,5.054892e-08
3.464000e-10,9.783762e-08,2.790777e-07,5.049650e-08
3.464100e-10,9.784084e-08,2.787710e-07,5.044415e-08
3.464200e-10,9.784031e-08,2.784610e-07,5.039186e-08
3.464300e-10,9.783596e-08,2.781477e-07,5.033963e-08
3.464400e-10,9.782783e-08,2.778311e-07,5.028747e-08
3.464500e-10,9.781587e-08,2.775111e-07,5.023538e-08
3.464600e-10,9.780009e-08,2.771878e-07,5.018335e-08
3.464700e-10,9.778050e-08,2.768611e-07,5.013139e-08
3.464800e-10,9.775710e-08,2.765311e-07,5.007950e-08
3.464900e-10,9.772993e-08,2.761977e-07,5.002768e-08
3.465000e-10,9.769900e-08,2.758610e-07,4.997593e-08
3.465100e-10,9.766434e-08,2.755211e-07,4.992425e-08
3.465200e-10,9.762600e-08,2.751778e-07,4.987264e-08
3.465300e-10,9.758401e-08,2.748314e-07,4.982110e-08
3.465400e-10,9.753845e-08,2.744817e-07,4.976963e-08
3.465500e-10,9.748935e-08,2.741289e-07,4.971824e-08
3.465600e-10,9.743681e-08,2.737731e-07,4.966691e-08
3.465700e-10,9.738085e-08,2.734143e-07,4.961567e-08
3.465800e-10,9.732159e-08,2.730525e-07,4.956450e-08
3.465900e-10,9.725910e-08,2.726879e-07,4.951340e-08
3.466000e-10,9.719346e-08,2.723205e-07,4.946238e-08
3.466100e-10,9.712477e-08,2.719504e-07,4.941143e-08
3.466200e-10,9.705313e-08,2.715777e-07,4.936056e-08
3.466300e-10,9.697865e-08,2.712025e-07,4.930976e-08
3.466400e-10,9.690142e-08,2.708249e-07,4.925905e-08
3.466500e-10,9.682155e-08,2.704450e-07,4.920840e-08
3.466600e-10,9.673919e-08,2.700629e-07,4.915784e-08
3.466700e-10,9.665443e-08,2.696788e-07,4.910735e-08
3.466800e-10,9.656741e-08,2.692927e-07,4.905695e-08
3.466900e-10,9.647823e-08,2.689048e-07,4.900661e-08
3.467000e-10,9.638705e-08,2.685152e-07,4.895636e-08
3.467100e-10,9.629400e-08,2.681240e-07,4.890618e-08
3.467200e-10,9.619921e-08,2.677314e-07,4.885608e-08
3.467300e-10,9.610281e-08,2.673375e-07,4.880606e-08
3.467400e-10,9.600497e-08,2.669424e-07,4.875612e-08
3.467500e-10,9.590579e-08,2.665462e-07,4.870625e-08
3.467600e-10,9.580545e-08,2.661492e-07,4.865647e-08
3.467700e-10,9.570407e-08,2.657515e-07,4.860675e-08
3.467800e-10,9.560182e-08,2.653531e-07,4.855712e-08
3.467900e-10,9.549883e-08,2.649542e-07,4.850756e-08
3.468000e-10,9.539525e-08,2.645551e-07,4.845808e-08
3.468100e-10,9.529123e-08,2.641558e-07,4.840868e-08
3.468200e-10,9.518692e-08,2.637564e-07,4.835935e-08
3.468300e-10,9.508246e-08,2.633572e-07,4.831009e-08
3.468400e-10,9.497801e-08,2.629582e-07,4.826092e-08
3.468500e-10,9.487368e-08,2.625596e-07,4.821181e-08
3.468600e-10,9.476968e-08,2.621616e-07,4.816278e-08
3.468700e-10,9.466609e-08,2.617643e-07,4.811383e-08
3.468800e-10,9.456307e-08,2.613678e-07,4.806494e-08
3.468900e-10,9.446078e-08,2.609723e-07,4.801613e-08
3.469000e-10,9.435932e-08,2.605779e-07,4.796739e-08
3.469100e-10,9.425886e-08,2.601847e-07,4.791873e-08
3.469200e-10,9.415951e-08,2.597929e-07,4.787013e-08
3.469300e-10,9.406141e-08,2.594026e-07,4.782161e-08
3.469400e-10,9.396467e-08,2.590140e-07,4.777315e-08
3.469500e-10,9.386944e-08,2.586271e-07,4.772476e-08
3.469600e-10,9.377580e-08,2.582421e-07,4.767644e-08
3.469700e-10,9.368390e-08,2.578590e-07,4.762819e-08
3.469800e-10,9.359385e-08,2.574781e-07,4.758001e-08
3.469900e-10,9.350571e-08,2.570994e-07,4.753189e-08
3.470000e-10,9.341964e-08,2.567230e-07,4.748384e-08
3.470100e-10,9.333572e-08,2.563490e-07,4.743585e-08
3.470200e-10,9.325403e-08,2.559775e-07,4.738792e-08
3.470300e-10,9.317466e-08,2.556087e-07,4.734006e-08
3.470400e-10,9.309771e-08,2.552425e-07,4.729226e-08
3.470500e-10,9.302326e-08,2.548791e-07,4.724452e-08
3.470600e-10,9.295136e-08,2.545186e-07,4.719685e-08
3.470700e-10,9.288209e-08,2.541610e-07,4.714923e-08
3.470800e-10,9.281552e-08,2.538063e-07,4.710167e-08
3.470900e-10,9.275171e-08,2.534548e-07,4.705417e-08
3.471000e-10,9.269069e-08,2.531063e-07,4.700672e-08
3.471100e-10,9.263253e-08,2.527610e-07,4.695934e-08
3.471200e-10,9.257726e-08,2.524189e-07,4.691200e-08
3.471300e-10,9.252492e-08,2.520800e-07,4.686473e-08
3.471400e-10,9.247554e-08,2.517445e-07,4.681751e-08
3.471500e-10,9.242914e-08,2.514122e-07,4.677034e-08
3.471600e-10,9.238573e-08,2.510833e-07,4.672322e-08
3.471700e-10,9.234535e-08,2.507577e-07,4.667615e-08
3.471800e-10,9.230797e-08,2.504354e-07,4.662914e-08
3.471900e-10,9.227363e-08,2.501166e-07,4.658218e-08
3.472000e-10,9.224229e-08,2.498011e-07,4.653526e-08
3.472100e-10,9.221396e-08,2.494889e-07,4.648840e-08
3.472200e-10,9.218862e-08,2.491801e-07,4.644158e-08
3.472300e-10,9.216624e-08,2.488747e-07,4.639481e-08
3.472400e-10,9.214682e-08,2.485725e-07,4.634809e-08
3.472500e-10,9.213030e-08,2.482737e-07,4.630141e-08
3.472600e-10,9.211666e-08,2.479781e-07,4.625478e-08
3.472700e-10,9.210584e-08,2.476857e-07,4.620819e-08
3.472800e-10,9.209781e-08,2.473964e-07,4.616165e-08
3.472900e-10,9.209252e-08,2.471103e-07,4.611515e-08
3.473000e-10,9.208990e-08,2.468273e-07,4.606870e-08
3.473100e-10,9.208989e-08,2.465473e-07,4.602228e-08
3.473200e-10,9.209243e-08,2.462702e-07,4.597591e-08
3.473300e-10,9.209745e-08,2.459961e-07,4.592958e-08
3.473400e-10,9.210487e-08,2.457247e-07,4.588330e-08
3.473500e-10,9.211462e-08,2.454561e-07,4.583705e-08
3.473600e-10,9.212661e-08,2.451902e-07,4.579084e-08
3.473700e-10,9.214075e-08,2.449269e-07,4.574468e-08
3.473800e-10,9.215697e-08,2.446660e-07,4.569855e-08
3.473900e-10,9.217516e-08,2.444076e-07,4.565246e-08
3.474000e-10,9.219521e-08,2.441515e-07,4.560641e-08
3.474100e-10,9.221706e-08,2.438976e-07,4.556040e-08
3.474200e-10,9.224059e-08,2.436458e-07,4.551443e-08
3.474300e-10,9.226569e-08,2.433960e-07,4.546850e-08
3.474400e-10,9.229226e-08,2.431482e-07,4.542261e-08
3.474500e-10,9.232019e-08,2.429022e-07,4.537675e-08
3.474600e-10,9.234936e-08,2.426579e-07,4.533093e-08
3.474700e-10,9.237968e-08,2.424152e-07,4.528515e-08
3.474800e-10,9.241102e-08,2.421740e-07,4.523941e-08
3.474900e-10,9.244327e-08,2.419341e-07,4.519371e-08
3.475000e-10,9.247632e-08,2.416956e-07,4.514804e-08
3.475100e-10,9.251004e-08,2.414581e-07,4.510241e-08
3.475200e-10,9.254434e-08,2.412217e-07,4.505682e-08
3.475300e-10,9.257907e-08,2.409862e-07,4.501127e-08
3.475400e-10,9.261413e-08,2.407516e-07,4.496576e-08
3.475500e-10,9.264941e-08,2.405176e-07,4.492028e-08
3.475600e-10,9.268478e-08,2.402841e-07,4.487484e-08
3.475700e-10,9.272013e-08,2.400512e-07,4.482944e-08
3.475800e-10,9.275535e-08,2.398185e-07,4.478408e-08
3.475900e-10,9.279031e-08,2.395861e-07,4.473876e-08
3.476000e-10,9.282490e-08,2.393538e-07,4.469348e-08
3.476100e-10,9.285903e-08,2.391215e-07,4.464824e-08
3.476200e-10,9.289257e-08,2.388891e-07,4.460303e-08
3.476300e-10,9.292540e-08,2.386564e-07,4.455787e-08
3.476400e-10,9.295745e-08,2.384235e-07,4.451275e-08
3.476500e-10,9.298859e-08,2.381901e-07,4.446767e-08
3.476600e-10,9.301872e-08,2.379561e-07,4.442263e-08
3.476700e-10,9.304774e-08,2.377215e-07,4.437763e-08
3.476800e-10,9.307556e-08,2.374862e-07,4.433268e-08
3.476900e-10,9.310209e-08,2.372501e-07,4.428776e-08
3.477000e-10,9.312722e-08,2.370130e-07,4.424289e-08
3.477100e-10,9.315089e-08,2.367749e-07,4.419807e-08
3.477200e-10,9.317299e-08,2.365357e-07,4.415328e-08
3.477300e-10,9.319344e-08,2.362953e-07,4.410854e-08
3.477400e-10,9.321220e-08,2.360537e-07,4.406385e-08
3.477500e-10,9.322913e-08,2.358107e-07,4.401920e-08
3.477600e-10,9.324422e-08,2.355662e-07,4.397460e-08
3.477700e-10,9.325738e-08,2.353203e-07,4.393004e-08
3.477800e-10,9.326854e-08,2.350729e-07,4.388553e-08
3.477900e-10,9.327767e-08,2.348238e-07,4.384107e-08
3.478000e-10,9.328468e-08,2.345731e-07,4.379665e-08
3.478100e-10,9.328954e-08,2.343206e-07,4.375229e-08
3.478200e-10,9.329220e-08,2.340664e-07,4.370797e-08
3.478300e-10,9.329263e-08,2.338103e-07,4.366370e-08
3.478400e-10,9.329077e-08,2.335524e-07,4.361948e-08
3.478500e-10,9.328663e-08,2.332926e-07,4.357531e-08
3.478600e-10,9.328013e-08,2.330309e-07,4.353119e-08
3.478700e-10,9.327129e-08,2.327672e-07,4.348713e-08
3.478800e-10,9.326006e-08,2.325015e-07,4.344311e-08
3.478900e-10,9.324644e-08,2.322338e-07,4.339915e-08
3.479000e-10,9.323043e-08,2.319641e-07,4.335524e-08
3.479100e-10,9.321200e-08,2.316924e-07,4.331138e-08
3.479200e-10,9.319118e-08,2.314187e-07,4.326758e-08
3.479300e-10,9.316795e-08,2.311430e-07,4.322383e-08
3.479400e-10,9.314233e-08,2.308652e-07,4.318014e-08
3.479500e-10,9.311432e-08,2.305854e-07,4.313650e-08
3.479600e-10,9.308396e-08,2.303036e-07,4.309292e-08
3.479700e-10,9.305125e-08,2.300198e-07,4.304939e-08
3.479800e-10,9.301623e-08,2.297341e-07,4.300592e-08
3.479900e-10,9.297892e-08,2.294464e-07,4.296250e-08
3.480000e-10,9.293935e-08,2.291568e-07,4.291915e-08
3.480100e-10,9.289758e-08,2.288654e-07,4.287585e-08
3.480200e-10,9.285363e-08,2.285720e-07,4.283260e-08
3.480300e-10,9.280756e-08,2.282769e-07,4.278942e-08
3.480400e-10,9.275940e-08,2.279801e-07,4.274629e-08
3.480500e-10,9.270921e-08,2.276815e-07,4.270323e-08
3.480600e-10,9.265707e-08,2.273813e-07,4.266022e-08
3.480700e-10,9.260300e-08,2.270795e-07,4.261727e-08
3.480800e-10,9.254709e-08,2.267761e-07,4.257438e-08
3.480900e-10,9.248940e-08,2.264713e-07,4.253155e-08
3.481000e-10,9.242999e-08,2.261650e-07,4.248878e-08
3.481100e-10,9.236894e-08,2.258574e-07,4.244607e-08
3.481200e-10,9.230633e-08,2.255486e-07,4.240341e-08
3.481300e-10,9.224221e-08,2.252385e-07,4.236082e-08
3.481400e-10,9.217669e-08,2.249273e-07,4.231829e-08
3.481500e-10,9.210983e-08,2.246150e-07,4.227582e-08
3.481600e-10,9.204172e-08,2.243018e-07,4.223341e-08
3.481700e-10,9.197245e-08,2.239877e-07,4.219106e-08
3.481800e-10,9.190210e-08,2.236728e-07,4.214877e-08
3.481900e-10,9.183074e-08,2.233571e-07,4.210654e-08
3.482000e-10,9.175849e-08,2.230408e-07,4.206437e-08
3.482100e-10,9.168543e-08,2.227240e-07,4.202225e-08
3.482200e-10,9.161164e-08,2.224067e-07,4.198020e-08
3.482300e-10,9.153721e-08,2.220890e-07,4.193821e-08
3.482400e-10,9.146226e-08,2.217710e-07,4.189628e-08
3.482500e-10,9.138685e-08,2.214529e-07,4.185441e-08
3.482600e-10,9.131109e-08,2.211346e-07,4.181260e-08
3.482700e-10,9.123506e-08,2.208164e-07,4.177084e-08
3.482800e-10,9.115888e-08,2.204982e-07,4.172915e-08
3.482900e-10,9.108261e-08,2.201802e-07,4.168751e-08
3.483000e-10,9.100636e-08,2.198624e-07,4.164594e-08
3.483100e-10,9.093022e-08,2.195451e-07,4.160442e-08
3.483200e-10,9.085428e-08,2.192281e-07,4.156296e-08
3.483300e-10,9.077862e-08,2.189117e-07,4.152155e-08
3.483400e-10,9.070334e-08,2.185959e-07,4.148020e-08
3.483500e-10,9.062853e-08,2.182809e-07,4.143891e-08
3.483600e-10,9.055426e-08,2.179666e-07,4.139768e-08
3.483700e-10,9.048064e-08,2.176532e-07,4.135650e-08
3.483800e-10,9.040772e-08,2.173407e-07,4.131538e-08
3.483900e-10,9.033560e-08,2.170293e-07,4.127431e-08
3.484000e-10,9.026437e-08,2.167191e-07,4.123330e-08
3.484100e-10,9.019407e-08,2.164100e-07,4.119234e-08
3.484200e-10,9.012482e-08,2.161022e-07,4.115144e-08
3.484300e-10,9.005666e-08,2.157958e-07,4.111059e-08
3.484400e-10,8.998967e-08,2.154907e-07,4.106979e-08
3.484500e-10,8.992391e-08,2.151872e-07,4.102905e-08
3.484600e-10,8.985945e-08,2.148852e-07,4.098836e-08
3.484700e-10,8.979636e-08,2.145848e-07,4.094772e-08
3.484800e-10,8.973467e-08,2.142861e-07,4.090713e-08
3.484900e-10,8.967448e-08,2.139891e-07,4.086659e-08
3.485000e-10,8.961580e-08,2.136939e-07,4.082610e-08
3.485100e-10,8.955869e-08,2.134006e-07,4.078566e-08
3.485200e-10,8.950322e-08,2.131091e-07,4.074527e-08
3.485300e-10,8.944940e-08,2.128196e-07,4.070493e-08
3.485400e-10,8.939729e-08,2.125320e-07,4.066463e-08
3.485500e-10,8.934692e-08,2.122464e-07,4.062439e-08
3.485600e-10,8.929831e-08,2.119629e-07,4.058419e-08
3.485700e-10,8.925151e-08,2.116815e-07,4.054403e-08
3.485800e-10,8.920653e-08,2.114021e-07,4.050393e-08
3.485900e-10,8.916340e-08,2.111249e-07,4.046387e-08
3.486000e-10,8.912214e-08,2.108499e-07,4.042385e-08
3.486100e-10,8.908274e-08,2.105769e-07,4.038388e-08
3.486200e-10,8.904524e-08,2.103062e-07,4.034395e-08
3.486300e-10,8.900963e-08,2.100377e-07,4.030407e-08
3.486400e-10,8.897594e-08,2.097713e-07,4.026422e-08
3.486500e-10,8.894413e-08,2.095072e-07,4.022443e-08
3.486600e-10,8.891423e-08,2.092452e-07,4.018467e-08
3.486700e-10,8.888620e-08,2.089855e-07,4.014495e-08
3.486800e-10,8.886007e-08,2.087279e-07,4.010528e-08
3.486900e-10,8.883580e-08,2.084725e-07,4.006565e-08
3.487000e-10,8.881337e-08,2.082193e-07,4.002605e-08
3.487100e-10,8.879278e-08,2.079682e-07,3.998650e-08
3.487200e-10,8.877399e-08,2.077192e-07,3.994699e-08
3.487300e-10,8.875698e-08,2.074723e-07,3.990751e-08
3.487400e-10,8.874170e-08,2.072275e-07,3.986807e-08
3.487500e-10,8.872816e-08,2.069847e-07,3.982868e-08
3.487600e-10,8.871627e-08,2.067440e-07,3.978932e-08
3.487700e-10,8.870604e-08,2.065052e-07,3.974999e-08
3.487800e-10,8.869739e-08,2.062683e-07,3.971071e-08
3.487900e-10,8.869029e-08,2.060333e-07,3.967146e-08
3.488000e-10,8.868471e-08,2.058002e-07,3.963225e-08
3.488100e-10,8.868058e-08,2.055689e-07,3.959308e-08
3.488200e-10,8.867784e-08,2.053393e-07,3.955394e-08
3.488300e-10,8.867645e-08,2.051114e-07,3.951484e-08
3.488400e-10,8.867636e-08,2.048852e-07,3.947577e-08
3.488500e-10,8.867749e-08,2.046605e-07,3.943674e-08
3.488600e-10,8.867979e-08,2.044373e-07,3.939774e-08
3.488700e-10,8.868322e-08,2.042157e-07,3.935878e-08
3.488800e-10,8.868767e-08,2.039954e-07,3.931986e-08
3.488900e-10,8.869311e-08,2.037765e-07,3.928097e-08
3.489000e-10,8.869945e-08,2.035588e-07,3.924211e-08
3.489100e-10,8.870666e-08,2.033424e-07,3.920329e-08
3.489200e-10,8.871462e-08,2.031270e-07,3.916451e-08
3.489300e-10,8.872328e-08,2.029128e-07,3.912575e-08
3.489400e-10,8.873260e-08,2.026995e-07,3.908704e-08
3.489500e-10,8.874245e-08,2.024872e-07,3.904836e-08
3.489600e-10,8.875280e-08,2.022758e-07,3.900971e-08
3.489700e-10,8.876357e-08,2.020651e-07,3.897109e-08
3.489800e-10,8.877467e-08,2.018551e-07,3.893252e-08
3.489900e-10,8.878604e-08,2.016458e-07,3.889397e-08
3.490000e-10,8.879761e-08,2.014371e-07,3.885546e-08
3.490100e-10,8.880929e-08,2.012288e-07,3.881699e-08
3.490200e-10,8.882102e-08,2.010209e-07,3.877855e-08
3.490300e-10,8.883272e-08,2.008134e-07,3.874014e-08
3.490400e-10,8.884432e-08,2.006062e-07,3.870177e-08
3.490500e-10,8.885576e-08,2.003992e-07,3.866344e-08
3.490600e-10,8.886694e-08,2.001923e-07,3.862514e-08
3.490700e-10,8.887782e-08,1.999855e-07,3.858688e-08
3.490800e-10,8.888832e-08,1.997787e-07,3.854865e-08
3.490900e-10,8.889836e-08,1.995717e-07,3.851046e-08
3.491000e-10,8.890789e-08,1.993647e-07,3.847230e-08
3.491100e-10,8.891684e-08,1.991574e-07,3.843418e-08
3.491200e-10,8.892514e-08,1.989499e-07,3.839610e-08
3.491300e-10,8.893273e-08,1.987420e-07,3.835805e-08
3.491400e-10,8.893956e-08,1.985337e-07,3.832004e-08
3.491500e-10,8.894556e-08,1.983250e-07,3.828207e-08
3.491600e-10,8.895067e-08,1.981157e-07,3.824414e-08
3.491700e-10,8.895484e-08,1.979058e-07,3.820624e-08
3.491800e-10,8.895803e-08,1.976954e-07,3.816838e-08
3.491900e-10,8.896017e-08,1.974842e-07,3.813056e-08
3.492000e-10,8.896122e-08,1.972723e-07,3.809278e-08
3.492100e-10,8.896113e-08,1.970597e-07,3.805504e-08
3.492200e-10,8.895986e-08,1.968462e-07,3.801733e-08
3.492300e-10,8.895737e-08,1.966318e-07,3.797967e-08
3.492400e-10,8.895362e-08,1.964165e-07,3.794204e-08
3.492500e-10,8.894857e-08,1.962003e-07,3.790446e-08
3.492600e-10,8.894220e-08,1.959831e-07,3.786692e-08
3.492700e-10,8.893446e-08,1.957648e-07,3.782941e-08
3.492800e-10,8.892533e-08,1.955455e-07,3.779195e-08
3.492900e-10,8.891479e-08,1.953252e-07,3.775453e-08
3.493000e-10,8.890281e-08,1.951037e-07,3.771715e-08
3.493100e-10,8.888938e-08,1.948811e-07,3.767982e-08
3.493200e-10,8.887447e-08,1.946574e-07,3.764252e-08
3.493300e-10,8.885808e-08,1.944325e-07,3.760527e-08
3.493400e-10,8.884019e-08,1.942064e-07,3.756806e-08
3.493500e-10,8.882079e-08,1.939792e-07,3.753090e-08
3.493600e-10,8.879988e-08,1.937507e-07,3.749377e-08
