time,"V(L4|XLOADINA)","V(L4|XLOADINB)","V(8000)"
6.451000e-11,-1.359123e-08,-1.958581e-09,-1.822707e-09
6.452000e-11,-1.358452e-08,-1.956411e-09,-1.821634e-09
6.453000e-11,-1.357781e-08,-1.954242e-09,-1.820563e-09
6.454000e-11,-1.357110e-08,-1.952076e-09,-1.819492e-09
6.455000e-11,-1.356440e-08,-1.949913e-09,-1.818421e-09
6.456000e-11,-1.355770e-08,-1.947752e-09,-1.817352e-09
6.457000e-11,-1.355100e-08,-1.945594e-09,-1.816283e-09
6.458000e-11,-1.354431e-08,-1.943438e-09,-1.815215e-09
6.459000e-11,-1.353762e-08,-1.941285e-09,-1.814148e-09
6.460000e-11,-1.353093e-08,-1.939135e-09,-1.813081e-09
6.461000e-11,-1.352425e-08,-1.936987e-09,-1.812016e-09
6.462000e-11,-1.351756e-08,-1.934841e-09,-1.810951e-09
6.463000e-11,-1.351089e-08,-1.932698e-09,-1.809886e-09
6.464000e-11,-1.350421e-08,-1.930558e-09,-1.808823e-09
6.465000e-11,-1.349754e-08,-1.928420e-09,-1.807760e-09
6.466000e-11,-1.349087e-08,-1.926285e-09,-1.806697e-09
6.467000e-11,-1.348421e-08,-1.924152e-09,-1.805636e-09
6.468000e-11,-1.347754e-08,-1.922022e-09,-1.804575e-09
6.469000e-11,-1.347088e-08,-1.919894e-09,-1.803515e-09
6.470000e-11,-1.346423e-08,-1.917769e-09,-1.802456e-09
6.471000e-11,-1.345758e-08,-1.915646e-09,-1.801397e-09
6.472000e-11,-1.345093e-08,-1.913526e-09,-1.800339e-09
6.473000e-11,-1.344428e-08,-1.911408e-09,-1.799282e-09
6.474000e-11,-1.343764e-08,-1.909293e-09,-1.798225e-09
6.475000e-11,-1.343100e-08,-1.907180e-09,-1.797170e-09
6.476000e-11,-1.342436e-08,-1.905070e-09,-1.796115e-09
6.477000e-11,-1.341773e-08,-1.902963e-09,-1.795060e-09
6.478000e-11,-1.341110e-08,-1.900857e-09,-1.794007e-09
6.479000e-11,-1.340447e-08,-1.898755e-09,-1.792954e-09
6.480000e-11,-1.339785e-08,-1.896655e-09,-1.791902e-09
6.481000e-11,-1.339123e-08,-1.894557e-09,-1.790850e-09
6.482000e-11,-1.338461e-08,-1.892462e-09,-1.789799e-09
6.483000e-11,-1.337799e-08,-1.890369e-09,-1.788749e-09
6.484000e-11,-1.337138e-08,-1.888279e-09,-1.787700e-09
6.485000e-11,-1.336477e-08,-1.886192e-09,-1.786651e-09
6.486000e-11,-1.335817e-08,-1.884106e-09,-1.785603e-09
6.487000e-11,-1.335157e-08,-1.882024e-09,-1.784556e-09
6.488000e-11,-1.334497e-08,-1.879943e-09,-1.783510e-09
6.489000e-11,-1.333837e-08,-1.877866e-09,-1.782464e-09
6.490000e-11,-1.333178e-08,-1.875791e-09,-1.781419e-09
6.491000e-11,-1.332519e-08,-1.873718e-09,-1.780374e-09
6.492000e-11,-1.331861e-08,-1.871647e-09,-1.779331e-09
6.493000e-11,-1.331202e-08,-1.869580e-09,-1.778288e-09
6.494000e-11,-1.330544e-08,-1.867514e-09,-1.777245e-09
6.495000e-11,-1.329887e-08,-1.865451e-09,-1.776204e-09
6.496000e-11,-1.329229e-08,-1.863391e-09,-1.775163e-09
6.497000e-11,-1.328572e-08,-1.861333e-09,-1.774123e-09
6.498000e-11,-1.327916e-08,-1.859277e-09,-1.773083e-09
6.499000e-11,-1.327259e-08,-1.857224e-09,-1.772045e-09
6.500000e-11,-1.326603e-08,-1.855173e-09,-1.771006e-09
6.501000e-11,-1.325948e-08,-1.853125e-09,-1.769969e-09
6.502000e-11,-1.325292e-08,-1.851080e-09,-1.768932e-09
6.503000e-11,-1.324637e-08,-1.849036e-09,-1.767896e-09
6.504000e-11,-1.323982e-08,-1.846995e-09,-1.766861e-09
6.505000e-11,-1.323328e-08,-1.844956e-09,-1.765827e-09
6.506000e-11,-1.322674e-08,-1.842921e-09,-1.764793e-09
6.507000e-11,-1.322020e-08,-1.840887e-09,-1.763759e-09
6.508000e-11,-1.321366e-08,-1.838855e-09,-1.762727e-09
6.509000e-11,-1.320713e-08,-1.836827e-09,-1.761695e-09
6.510000e-11,-1.320060e-08,-1.834800e-09,-1.760664e-09
6.511000e-11,-1.319407e-08,-1.832776e-09,-1.759634e-09
6.512000e-11,-1.318755e-08,-1.830754e-09,-1.758604e-09
6.513000e-11,-1.318103e-08,-1.828735e-09,-1.757575e-09
6.514000e-11,-1.317451e-08,-1.826718e-09,-1.756547e-09
6.515000e-11,-1.316800e-08,-1.824704e-09,-1.755519e-09
6.516000e-11,-1.316149e-08,-1.822692e-09,-1.754492e-09
6.517000e-11,-1.315498e-08,-1.820682e-09,-1.753466e-09
6.518000e-11,-1.314848e-08,-1.818675e-09,-1.752440e-09
6.519000e-11,-1.314198e-08,-1.816669e-09,-1.751415e-09
6.520000e-11,-1.313548e-08,-1.814667e-09,-1.750391e-09
6.521000e-11,-1.312898e-08,-1.812667e-09,-1.749368e-09
6.522000e-11,-1.312249e-08,-1.810669e-09,-1.748345e-09
6.523000e-11,-1.311600e-08,-1.808673e-09,-1.747323e-09
6.524000e-11,-1.310952e-08,-1.806680e-09,-1.746301e-09
6.525000e-11,-1.310304e-08,-1.804689e-09,-1.745281e-09
6.526000e-11,-1.309656e-08,-1.802701e-09,-1.744261e-09
6.527000e-11,-1.309008e-08,-1.800714e-09,-1.743241e-09
6.528000e-11,-1.308361e-08,-1.798731e-09,-1.742222e-09
6.529000e-11,-1.307714e-08,-1.796749e-09,-1.741204e-09
6.530000e-11,-1.307067e-08,-1.794770e-09,-1.740187e-09
6.531000e-11,-1.306420e-08,-1.792793e-09,-1.739171e-09
6.532000e-11,-1.305774e-08,-1.790819e-09,-1.738155e-09
6.533000e-11,-1.305129e-08,-1.788846e-09,-1.737139e-09
6.534000e-11,-1.304483e-08,-1.786876e-09,-1.736125e-09
6.535000e-11,-1.303838e-08,-1.784909e-09,-1.735111e-09
6.536000e-11,-1.303193e-08,-1.782944e-09,-1.734098e-09
6.537000e-11,-1.302548e-08,-1.780981e-09,-1.733085e-09
6.538000e-11,-1.301904e-08,-1.779020e-09,-1.732073e-09
6.539000e-11,-1.301260e-08,-1.777061e-09,-1.731062e-09
6.540000e-11,-1.300617e-08,-1.775105e-09,-1.730051e-09
6.541000e-11,-1.299973e-08,-1.773151e-09,-1.729042e-09
6.542000e-11,-1.299330e-08,-1.771200e-09,-1.728032e-09
6.543000e-11,-1.298688e-08,-1.769251e-09,-1.727024e-09
6.544000e-11,-1.298045e-08,-1.767304e-09,-1.726016e-09
6.545000e-11,-1.297403e-08,-1.765359e-09,-1.725009e-09
6.546000e-11,-1.296761e-08,-1.763416e-09,-1.724003e-09
6.547000e-11,-1.296120e-08,-1.761476e-09,-1.722997e-09
6.548000e-11,-1.295478e-08,-1.759538e-09,-1.721992e-09
6.549000e-11,-1.294838e-08,-1.757603e-09,-1.720987e-09
6.550000e-11,-1.294197e-08,-1.755669e-09,-1.719983e-09
6.551000e-11,-1.293557e-08,-1.753738e-09,-1.718980e-09
6.552000e-11,-1.292917e-08,-1.751809e-09,-1.717978e-09
6.553000e-11,-1.292277e-08,-1.749883e-09,-1.716976e-09
6.554000e-11,-1.291638e-08,-1.747958e-09,-1.715975e-09
6.555000e-11,-1.290999e-08,-1.746036e-09,-1.714975e-09
6.556000e-11,-1.290360e-08,-1.744116e-09,-1.713975e-09
6.557000e-11,-1.289721e-08,-1.742198e-09,-1.712976e-09
6.558000e-11,-1.289083e-08,-1.740283e-09,-1.711977e-09
6.559000e-11,-1.288445e-08,-1.738369e-09,-1.710980e-09
6.560000e-11,-1.287808e-08,-1.736458e-09,-1.709983e-09
6.561000e-11,-1.287170e-08,-1.734550e-09,-1.708986e-09
6.562000e-11,-1.286533e-08,-1.732643e-09,-1.707990e-09
6.563000e-11,-1.285897e-08,-1.730739e-09,-1.706995e-09
6.564000e-11,-1.285260e-08,-1.728836e-09,-1.706001e-09
6.565000e-11,-1.284624e-08,-1.726937e-09,-1.705007e-09
6.566000e-11,-1.283989e-08,-1.725039e-09,-1.704014e-09
6.567000e-11,-1.283353e-08,-1.723144e-09,-1.703022e-09
6.568000e-11,-1.282718e-08,-1.721250e-09,-1.702030e-09
6.569000e-11,-1.282083e-08,-1.719359e-09,-1.701039e-09
6.570000e-11,-1.281449e-08,-1.717470e-09,-1.700049e-09
6.571000e-11,-1.280814e-08,-1.715583e-09,-1.699059e-09
6.572000e-11,-1.280180e-08,-1.713699e-09,-1.698070e-09
6.573000e-11,-1.279547e-08,-1.711816e-09,-1.697081e-09
6.574000e-11,-1.278914e-08,-1.709936e-09,-1.696093e-09
6.575000e-11,-1.278280e-08,-1.708058e-09,-1.695106e-09
6.576000e-11,-1.277648e-08,-1.706182e-09,-1.694120e-09
6.577000e-11,-1.277015e-08,-1.704309e-09,-1.693134e-09
6.578000e-11,-1.276383e-08,-1.702437e-09,-1.692149e-09
6.579000e-11,-1.275751e-08,-1.700568e-09,-1.691164e-09
6.580000e-11,-1.275120e-08,-1.698701e-09,-1.690181e-09
6.581000e-11,-1.274489e-08,-1.696836e-09,-1.689197e-09
6.582000e-11,-1.273858e-08,-1.694973e-09,-1.688215e-09
6.583000e-11,-1.273227e-08,-1.693113e-09,-1.687233e-09
6.584000e-11,-1.272597e-08,-1.691255e-09,-1.686252e-09
6.585000e-11,-1.271967e-08,-1.689398e-09,-1.685271e-09
6.586000e-11,-1.271337e-08,-1.687544e-09,-1.684291e-09
6.587000e-11,-1.270707e-08,-1.685692e-09,-1.683312e-09
6.588000e-11,-1.270078e-08,-1.683843e-09,-1.682333e-09
6.589000e-11,-1.269449e-08,-1.681995e-09,-1.681356e-09
6.590000e-11,-1.268821e-08,-1.680150e-09,-1.680378e-09
6.591000e-11,-1.268193e-08,-1.678306e-09,-1.679402e-09
6.592000e-11,-1.267565e-08,-1.676465e-09,-1.678426e-09
6.593000e-11,-1.266937e-08,-1.674626e-09,-1.677450e-09
6.594000e-11,-1.266310e-08,-1.672790e-09,-1.676476e-09
6.595000e-11,-1.265683e-08,-1.670955e-09,-1.675502e-09
6.596000e-11,-1.265056e-08,-1.669122e-09,-1.674528e-09
6.597000e-11,-1.264430e-08,-1.667292e-09,-1.673555e-09
6.598000e-11,-1.263803e-08,-1.665464e-09,-1.672583e-09
6.599000e-11,-1.263178e-08,-1.663638e-09,-1.671612e-09
6.600000e-11,-1.262552e-08,-1.661814e-09,-1.670641e-09
6.601000e-11,-1.261927e-08,-1.659992e-09,-1.669671e-09
6.602000e-11,-1.261302e-08,-1.658172e-09,-1.668701e-09
6.603000e-11,-1.260677e-08,-1.656355e-09,-1.667732e-09
6.604000e-11,-1.260053e-08,-1.654540e-09,-1.666764e-09
6.605000e-11,-1.259429e-08,-1.652726e-09,-1.665797e-09
6.606000e-11,-1.258805e-08,-1.650915e-09,-1.664830e-09
6.607000e-11,-1.258182e-08,-1.649106e-09,-1.663863e-09
6.608000e-11,-1.257558e-08,-1.647299e-09,-1.662898e-09
6.609000e-11,-1.256936e-08,-1.645495e-09,-1.661933e-09
6.610000e-11,-1.256313e-08,-1.643692e-09,-1.660968e-09
6.611000e-11,-1.255691e-08,-1.641891e-09,-1.660005e-09
6.612000e-11,-1.255069e-08,-1.640093e-09,-1.659041e-09
6.613000e-11,-1.254447e-08,-1.638297e-09,-1.658079e-09
6.614000e-11,-1.253826e-08,-1.636503e-09,-1.657117e-09
6.615000e-11,-1.253205e-08,-1.634711e-09,-1.656156e-09
6.616000e-11,-1.252584e-08,-1.632921e-09,-1.655195e-09
6.617000e-11,-1.251964e-08,-1.631133e-09,-1.654236e-09
6.618000e-11,-1.251343e-08,-1.629347e-09,-1.653276e-09
6.619000e-11,-1.250723e-08,-1.627564e-09,-1.652318e-09
6.620000e-11,-1.250104e-08,-1.625782e-09,-1.651360e-09
6.621000e-11,-1.249485e-08,-1.624003e-09,-1.650402e-09
6.622000e-11,-1.248866e-08,-1.622225e-09,-1.649446e-09
6.623000e-11,-1.248247e-08,-1.620450e-09,-1.648490e-09
6.624000e-11,-1.247629e-08,-1.618677e-09,-1.647534e-09
6.625000e-11,-1.247011e-08,-1.616906e-09,-1.646579e-09
6.626000e-11,-1.246393e-08,-1.615137e-09,-1.645625e-09
6.627000e-11,-1.245775e-08,-1.613370e-09,-1.644671e-09
6.628000e-11,-1.245158e-08,-1.611606e-09,-1.643719e-09
6.629000e-11,-1.244541e-08,-1.609843e-09,-1.642766e-09
6.630000e-11,-1.243925e-08,-1.608082e-09,-1.641815e-09
6.631000e-11,-1.243308e-08,-1.606324e-09,-1.640864e-09
6.632000e-11,-1.242692e-08,-1.604567e-09,-1.639913e-09
6.633000e-11,-1.242077e-08,-1.602813e-09,-1.638963e-09
6.634000e-11,-1.241461e-08,-1.601060e-09,-1.638014e-09
6.635000e-11,-1.240846e-08,-1.599310e-09,-1.637066e-09
6.636000e-11,-1.240231e-08,-1.597562e-09,-1.636118e-09
6.637000e-11,-1.239617e-08,-1.595816e-09,-1.635171e-09
6.638000e-11,-1.239003e-08,-1.594072e-09,-1.634224e-09
6.639000e-11,-1.238389e-08,-1.592330e-09,-1.633278e-09
6.640000e-11,-1.237775e-08,-1.590590e-09,-1.632333e-09
6.641000e-11,-1.237162e-08,-1.588852e-09,-1.631388e-09
6.642000e-11,-1.236549e-08,-1.587117e-09,-1.630444e-09
6.643000e-11,-1.235936e-08,-1.585383e-09,-1.629500e-09
6.644000e-11,-1.235324e-08,-1.583651e-09,-1.628557e-09
6.645000e-11,-1.234711e-08,-1.581921e-09,-1.627615e-09
6.646000e-11,-1.234100e-08,-1.580194e-09,-1.626673e-09
6.647000e-11,-1.233488e-08,-1.578468e-09,-1.625732e-09
6.648000e-11,-1.232877e-08,-1.576745e-09,-1.624792e-09
6.649000e-11,-1.232266e-08,-1.575023e-09,-1.623852e-09
6.650000e-11,-1.231655e-08,-1.573304e-09,-1.622913e-09
6.651000e-11,-1.231045e-08,-1.571586e-09,-1.621975e-09
6.652000e-11,-1.230435e-08,-1.569871e-09,-1.621037e-09
6.653000e-11,-1.229825e-08,-1.568157e-09,-1.620099e-09
6.654000e-11,-1.229215e-08,-1.566446e-09,-1.619163e-09
6.655000e-11,-1.228606e-08,-1.564736e-09,-1.618227e-09
6.656000e-11,-1.227997e-08,-1.563029e-09,-1.617291e-09
6.657000e-11,-1.227389e-08,-1.561324e-09,-1.616356e-09
6.658000e-11,-1.226780e-08,-1.559620e-09,-1.615422e-09
6.659000e-11,-1.226172e-08,-1.557919e-09,-1.614489e-09
6.660000e-11,-1.225565e-08,-1.556220e-09,-1.613556e-09
6.661000e-11,-1.224957e-08,-1.554522e-09,-1.612623e-09
6.662000e-11,-1.224350e-08,-1.552827e-09,-1.611691e-09
6.663000e-11,-1.223743e-08,-1.551134e-09,-1.610760e-09
6.664000e-11,-1.223137e-08,-1.549442e-09,-1.609830e-09
6.665000e-11,-1.222530e-08,-1.547753e-09,-1.608900e-09
6.666000e-11,-1.221924e-08,-1.546065e-09,-1.607971e-09
6.667000e-11,-1.221319e-08,-1.544380e-09,-1.607042e-09
6.668000e-11,-1.220713e-08,-1.542696e-09,-1.606114e-09
6.669000e-11,-1.220108e-08,-1.541015e-09,-1.605186e-09
6.670000e-11,-1.219503e-08,-1.539335e-09,-1.604260e-09
6.671000e-11,-1.218899e-08,-1.537658e-09,-1.603333e-09
6.672000e-11,-1.218294e-08,-1.535982e-09,-1.602408e-09
6.673000e-11,-1.217691e-08,-1.534309e-09,-1.601483e-09
6.674000e-11,-1.217087e-08,-1.532637e-09,-1.600558e-09
6.675000e-11,-1.216484e-08,-1.530967e-09,-1.599635e-09
6.676000e-11,-1.215880e-08,-1.529299e-09,-1.598711e-09
6.677000e-11,-1.215278e-08,-1.527633e-09,-1.597789e-09
6.678000e-11,-1.214675e-08,-1.525970e-09,-1.596867e-09
6.679000e-11,-1.214073e-08,-1.524308e-09,-1.595945e-09
6.680000e-11,-1.213471e-08,-1.522648e-09,-1.595025e-09
6.681000e-11,-1.212869e-08,-1.520989e-09,-1.594104e-09
6.682000e-11,-1.212268e-08,-1.519334e-09,-1.593185e-09
6.683000e-11,-1.211667e-08,-1.517679e-09,-1.592266e-09
6.684000e-11,-1.211066e-08,-1.516027e-09,-1.591348e-09
6.685000e-11,-1.210466e-08,-1.514377e-09,-1.590430e-09
6.686000e-11,-1.209865e-08,-1.512728e-09,-1.589513e-09
6.687000e-11,-1.209266e-08,-1.511082e-09,-1.588596e-09
6.688000e-11,-1.208666e-08,-1.509437e-09,-1.587680e-09
6.689000e-11,-1.208067e-08,-1.507794e-09,-1.586765e-09
6.690000e-11,-1.207468e-08,-1.506154e-09,-1.585850e-09
6.691000e-11,-1.206869e-08,-1.504515e-09,-1.584936e-09
6.692000e-11,-1.206270e-08,-1.502878e-09,-1.584023e-09
6.693000e-11,-1.205672e-08,-1.501243e-09,-1.583110e-09
6.694000e-11,-1.205074e-08,-1.499609e-09,-1.582197e-09
6.695000e-11,-1.204477e-08,-1.497978e-09,-1.581286e-09
6.696000e-11,-1.203879e-08,-1.496349e-09,-1.580375e-09
6.697000e-11,-1.203282e-08,-1.494721e-09,-1.579464e-09
6.698000e-11,-1.202685e-08,-1.493096e-09,-1.578554e-09
6.699000e-11,-1.202089e-08,-1.491472e-09,-1.577645e-09
6.700000e-11,-1.201493e-08,-1.489850e-09,-1.576736e-09
6.701000e-11,-1.200897e-08,-1.488230e-09,-1.575828e-09
6.702000e-11,-1.200301e-08,-1.486612e-09,-1.574920e-09
6.703000e-11,-1.199706e-08,-1.484996e-09,-1.574013e-09
6.704000e-11,-1.199111e-08,-1.483382e-09,-1.573107e-09
6.705000e-11,-1.198516e-08,-1.481769e-09,-1.572201e-09
6.706000e-11,-1.197922e-08,-1.480158e-09,-1.571296e-09
6.707000e-11,-1.197327e-08,-1.478550e-09,-1.570392e-09
6.708000e-11,-1.196733e-08,-1.476943e-09,-1.569488e-09
6.709000e-11,-1.196140e-08,-1.475338e-09,-1.568584e-09
6.710000e-11,-1.195547e-08,-1.473735e-09,-1.567681e-09
6.711000e-11,-1.194953e-08,-1.472134e-09,-1.566779e-09
6.712000e-11,-1.194361e-08,-1.470534e-09,-1.565878e-09
6.713000e-11,-1.193768e-08,-1.468937e-09,-1.564977e-09
6.714000e-11,-1.193176e-08,-1.467341e-09,-1.564076e-09
6.715000e-11,-1.192584e-08,-1.465747e-09,-1.563176e-09
6.716000e-11,-1.191992e-08,-1.464155e-09,-1.562277e-09
6.717000e-11,-1.191401e-08,-1.462565e-09,-1.561378e-09
6.718000e-11,-1.190810e-08,-1.460977e-09,-1.560480e-09
6.719000e-11,-1.190219e-08,-1.459390e-09,-1.559583e-09
6.720000e-11,-1.189629e-08,-1.457806e-09,-1.558686e-09
6.721000e-11,-1.189038e-08,-1.456223e-09,-1.557790e-09
6.722000e-11,-1.188448e-08,-1.454642e-09,-1.556894e-09
6.723000e-11,-1.187859e-08,-1.453063e-09,-1.555999e-09
6.724000e-11,-1.187269e-08,-1.451485e-09,-1.555104e-09
6.725000e-11,-1.186680e-08,-1.449910e-09,-1.554210e-09
6.726000e-11,-1.186091e-08,-1.448336e-09,-1.553317e-09
6.727000e-11,-1.185503e-08,-1.446764e-09,-1.552424e-09
6.728000e-11,-1.184915e-08,-1.445194e-09,-1.551532e-09
6.729000e-11,-1.184327e-08,-1.443626e-09,-1.550640e-09
6.730000e-11,-1.183739e-08,-1.442060e-09,-1.549749e-09
6.731000e-11,-1.183152e-08,-1.440495e-09,-1.548859e-09
6.732000e-11,-1.182565e-08,-1.438932e-09,-1.547969e-09
6.733000e-11,-1.181978e-08,-1.437372e-09,-1.547079e-09
6.734000e-11,-1.181391e-08,-1.435813e-09,-1.546191e-09
6.735000e-11,-1.180805e-08,-1.434255e-09,-1.545303e-09
6.736000e-11,-1.180219e-08,-1.432700e-09,-1.544415e-09
6.737000e-11,-1.179633e-08,-1.431146e-09,-1.543528e-09
6.738000e-11,-1.179048e-08,-1.429594e-09,-1.542642e-09
6.739000e-11,-1.178463e-08,-1.428044e-09,-1.541756e-09
6.740000e-11,-1.177878e-08,-1.426496e-09,-1.540871e-09
6.741000e-11,-1.177293e-08,-1.424950e-09,-1.539986e-09
6.742000e-11,-1.176709e-08,-1.423405e-09,-1.539102e-09
6.743000e-11,-1.176125e-08,-1.421862e-09,-1.538218e-09
6.744000e-11,-1.175541e-08,-1.420321e-09,-1.537335e-09
6.745000e-11,-1.174957e-08,-1.418782e-09,-1.536453e-09
6.746000e-11,-1.174374e-08,-1.417244e-09,-1.535571e-09
6.747000e-11,-1.173791e-08,-1.415709e-09,-1.534690e-09
6.748000e-11,-1.173209e-08,-1.414175e-09,-1.533809e-09
6.749000e-11,-1.172626e-08,-1.412643e-09,-1.532929e-09
6.750000e-11,-1.172044e-08,-1.411112e-09,-1.532050e-09
6.751000e-11,-1.171463e-08,-1.409584e-09,-1.531171e-09
6.752000e-11,-1.170881e-08,-1.408057e-09,-1.530293e-09
6.753000e-11,-1.170300e-08,-1.406532e-09,-1.529415e-09
6.754000e-11,-1.169719e-08,-1.405009e-09,-1.528538e-09
6.755000e-11,-1.169138e-08,-1.403488e-09,-1.527661e-09
6.756000e-11,-1.168558e-08,-1.401968e-09,-1.526785e-09
6.757000e-11,-1.167978e-08,-1.400450e-09,-1.525909e-09
6.758000e-11,-1.167398e-08,-1.398934e-09,-1.525034e-09
6.759000e-11,-1.166818e-08,-1.397420e-09,-1.524160e-09
6.760000e-11,-1.166239e-08,-1.395908e-09,-1.523286e-09
6.761000e-11,-1.165660e-08,-1.394397e-09,-1.522413e-09
6.762000e-11,-1.165081e-08,-1.392888e-09,-1.521541e-09
6.763000e-11,-1.164503e-08,-1.391381e-09,-1.520668e-09
6.764000e-11,-1.163925e-08,-1.389875e-09,-1.519797e-09
6.765000e-11,-1.163347e-08,-1.388371e-09,-1.518926e-09
6.766000e-11,-1.162769e-08,-1.386870e-09,-1.518056e-09
6.767000e-11,-1.162192e-08,-1.385369e-09,-1.517186e-09
6.768000e-11,-1.161615e-08,-1.383871e-09,-1.516317e-09
6.769000e-11,-1.161038e-08,-1.382374e-09,-1.515448e-09
6.770000e-11,-1.160462e-08,-1.380879e-09,-1.514580e-09
6.771000e-11,-1.159886e-08,-1.379386e-09,-1.513712e-09
6.772000e-11,-1.159310e-08,-1.377895e-09,-1.512845e-09
6.773000e-11,-1.158734e-08,-1.376405e-09,-1.511979e-09
6.774000e-11,-1.158159e-08,-1.374917e-09,-1.511113e-09
6.775000e-11,-1.157584e-08,-1.373431e-09,-1.510248e-09
6.776000e-11,-1.157009e-08,-1.371946e-09,-1.509383e-09
6.777000e-11,-1.156434e-08,-1.370464e-09,-1.508519e-09
6.778000e-11,-1.155860e-08,-1.368983e-09,-1.507655e-09
6.779000e-11,-1.155286e-08,-1.367504e-09,-1.506792e-09
6.780000e-11,-1.154713e-08,-1.366026e-09,-1.505930e-09
6.781000e-11,-1.154139e-08,-1.364550e-09,-1.505068e-09
6.782000e-11,-1.153566e-08,-1.363076e-09,-1.504206e-09
6.783000e-11,-1.152993e-08,-1.361604e-09,-1.503346e-09
6.784000e-11,-1.152421e-08,-1.360134e-09,-1.502485e-09
6.785000e-11,-1.151848e-08,-1.358665e-09,-1.501626e-09
6.786000e-11,-1.151276e-08,-1.357197e-09,-1.500767e-09
6.787000e-11,-1.150704e-08,-1.355732e-09,-1.499908e-09
6.788000e-11,-1.150133e-08,-1.354269e-09,-1.499050e-09
6.789000e-11,-1.149562e-08,-1.352806e-09,-1.498192e-09
6.790000e-11,-1.148991e-08,-1.351346e-09,-1.497336e-09
6.791000e-11,-1.148420e-08,-1.349888e-09,-1.496479e-09
6.792000e-11,-1.147850e-08,-1.348431e-09,-1.495623e-09
6.793000e-11,-1.147280e-08,-1.346976e-09,-1.494768e-09
6.794000e-11,-1.146710e-08,-1.345522e-09,-1.493914e-09
6.795000e-11,-1.146140e-08,-1.344071e-09,-1.493059e-09
6.796000e-11,-1.145571e-08,-1.342620e-09,-1.492206e-09
6.797000e-11,-1.145002e-08,-1.341172e-09,-1.491353e-09
6.798000e-11,-1.144434e-08,-1.339725e-09,-1.490500e-09
6.799000e-11,-1.143865e-08,-1.338281e-09,-1.489648e-09
6.800000e-11,-1.143297e-08,-1.336837e-09,-1.488797e-09
6.801000e-11,-1.142729e-08,-1.335396e-09,-1.487946e-09
6.802000e-11,-1.142161e-08,-1.333956e-09,-1.487096e-09
6.803000e-11,-1.141594e-08,-1.332518e-09,-1.486246e-09
6.804000e-11,-1.141027e-08,-1.331081e-09,-1.485397e-09
6.805000e-11,-1.140460e-08,-1.329646e-09,-1.484548e-09
6.806000e-11,-1.139894e-08,-1.328213e-09,-1.483700e-09
6.807000e-11,-1.139327e-08,-1.326781e-09,-1.482853e-09
6.808000e-11,-1.138762e-08,-1.325352e-09,-1.482006e-09
6.809000e-11,-1.138196e-08,-1.323923e-09,-1.481159e-09
6.810000e-11,-1.137630e-08,-1.322497e-09,-1.480314e-09
6.811000e-11,-1.137065e-08,-1.321072e-09,-1.479468e-09
6.812000e-11,-1.136500e-08,-1.319649e-09,-1.478623e-09
6.813000e-11,-1.135936e-08,-1.318227e-09,-1.477779e-09
6.814000e-11,-1.135371e-08,-1.316807e-09,-1.476936e-09
6.815000e-11,-1.134807e-08,-1.315389e-09,-1.476092e-09
6.816000e-11,-1.134244e-08,-1.313973e-09,-1.475250e-09
6.817000e-11,-1.133680e-08,-1.312558e-09,-1.474408e-09
6.818000e-11,-1.133117e-08,-1.311144e-09,-1.473566e-09
6.819000e-11,-1.132554e-08,-1.309733e-09,-1.472725e-09
6.820000e-11,-1.131991e-08,-1.308323e-09,-1.471885e-09
6.821000e-11,-1.131429e-08,-1.306914e-09,-1.471045e-09
6.822000e-11,-1.130867e-08,-1.305508e-09,-1.470206e-09
6.823000e-11,-1.130305e-08,-1.304103e-09,-1.469367e-09
6.824000e-11,-1.129743e-08,-1.302699e-09,-1.468529e-09
6.825000e-11,-1.129182e-08,-1.301297e-09,-1.467691e-09
6.826000e-11,-1.128621e-08,-1.299897e-09,-1.466854e-09
6.827000e-11,-1.128060e-08,-1.298498e-09,-1.466017e-09
6.828000e-11,-1.127499e-08,-1.297101e-09,-1.465181e-09
6.829000e-11,-1.126939e-08,-1.295706e-09,-1.464345e-09
6.830000e-11,-1.126379e-08,-1.294312e-09,-1.463510e-09
6.831000e-11,-1.125819e-08,-1.292920e-09,-1.462676e-09
6.832000e-11,-1.125260e-08,-1.291530e-09,-1.461842e-09
6.833000e-11,-1.124701e-08,-1.290141e-09,-1.461009e-09
6.834000e-11,-1.124142e-08,-1.288754e-09,-1.460176e-09
6.835000e-11,-1.123583e-08,-1.287368e-09,-1.459343e-09
6.836000e-11,-1.123025e-08,-1.285984e-09,-1.458512e-09
6.837000e-11,-1.122467e-08,-1.284601e-09,-1.457680e-09
6.838000e-11,-1.121909e-08,-1.283220e-09,-1.456850e-09
6.839000e-11,-1.121351e-08,-1.281841e-09,-1.456019e-09
6.840000e-11,-1.120794e-08,-1.280463e-09,-1.455190e-09
6.841000e-11,-1.120237e-08,-1.279088e-09,-1.454361e-09
6.842000e-11,-1.119680e-08,-1.277713e-09,-1.453532e-09
6.843000e-11,-1.119124e-08,-1.276340e-09,-1.452704e-09
6.844000e-11,-1.118568e-08,-1.274969e-09,-1.451876e-09
6.845000e-11,-1.118012e-08,-1.273599e-09,-1.451050e-09
6.846000e-11,-1.117456e-08,-1.272231e-09,-1.450223e-09
6.847000e-11,-1.116901e-08,-1.270864e-09,-1.449397e-09
6.848000e-11,-1.116345e-08,-1.269499e-09,-1.448572e-09
