time,"I(L1|XDUT)"
2.175000e-12,2.934989e-06
2.200000e-12,2.968803e-06
2.225000e-12,3.002122e-06
2.250000e-12,3.034957e-06
2.275000e-12,3.067327e-06
2.300000e-12,3.099252e-06
2.325000e-12,3.130754e-06
2.350000e-12,3.161858e-06
2.375000e-12,3.192594e-06
2.400000e-12,3.222991e-06
2.425000e-12,3.253082e-06
2.450000e-12,3.282902e-06
2.475000e-12,3.312487e-06
2.500000e-12,3.341876e-06
2.525000e-12,3.371106e-06
2.550000e-12,3.400219e-06
2.575000e-12,3.429256e-06
2.600000e-12,3.458258e-06
2.625000e-12,3.487268e-06
2.650000e-12,3.516327e-06
2.675000e-12,3.545476e-06
2.700000e-12,3.574758e-06
2.725000e-12,3.604213e-06
2.750000e-12,3.633881e-06
2.775000e-12,3.663799e-06
2.800000e-12,3.694006e-06
2.825000e-12,3.724537e-06
2.850000e-12,3.755424e-06
2.875000e-12,3.786701e-06
2.900000e-12,3.818396e-06
2.925000e-12,3.850537e-06
2.950000e-12,3.883148e-06
2.975000e-12,3.916252e-06
3.000000e-12,3.949867e-06
3.025000e-12,3.984011e-06
3.050000e-12,4.018697e-06
3.075000e-12,4.053936e-06
3.100000e-12,4.089735e-06
3.125000e-12,4.126100e-06
3.150000e-12,4.163033e-06
3.175000e-12,4.200531e-06
3.200000e-12,4.238592e-06
3.225000e-12,4.277208e-06
3.250000e-12,4.316370e-06
3.275000e-12,4.356064e-06
3.300000e-12,4.396277e-06
3.325000e-12,4.436991e-06
3.350000e-12,4.478185e-06
3.375000e-12,4.519837e-06
3.400000e-12,4.561924e-06
3.425000e-12,4.604420e-06
3.450000e-12,4.647296e-06
3.475000e-12,4.690524e-06
3.500000e-12,4.734073e-06
3.525000e-12,4.777911e-06
3.550000e-12,4.822006e-06
3.575000e-12,4.866324e-06
3.600000e-12,4.910833e-06
3.625000e-12,4.955497e-06
3.650000e-12,5.000282e-06
3.675000e-12,5.045156e-06
3.700000e-12,5.090082e-06
3.725000e-12,5.135030e-06
3.750000e-12,5.179966e-06
3.775000e-12,5.224858e-06
3.800000e-12,5.269676e-06
3.825000e-12,5.314391e-06
3.850000e-12,5.358975e-06
3.875000e-12,5.403401e-06
3.900000e-12,5.447645e-06
3.925000e-12,5.491683e-06
3.950000e-12,5.535495e-06
3.975000e-12,5.579061e-06
4.000000e-12,5.622365e-06
4.025000e-12,5.665391e-06
4.050000e-12,5.708126e-06
4.075000e-12,5.750560e-06
4.100000e-12,5.792685e-06
4.125000e-12,5.834494e-06
4.150000e-12,5.875983e-06
4.175000e-12,5.917151e-06
4.200000e-12,5.957997e-06
4.225000e-12,5.998525e-06
4.250000e-12,6.038739e-06
4.275000e-12,6.078646e-06
4.300000e-12,6.118253e-06
4.325000e-12,6.157571e-06
4.350000e-12,6.196613e-06
4.375000e-12,6.235390e-06
4.400000e-12,6.273920e-06
4.425000e-12,6.312217e-06
4.450000e-12,6.350300e-06
4.475000e-12,6.388187e-06
4.500000e-12,6.425897e-06
4.525000e-12,6.463451e-06
4.550000e-12,6.500871e-06
4.575000e-12,6.538177e-06
4.600000e-12,6.575391e-06
4.625000e-12,6.612536e-06
4.650000e-12,6.649633e-06
4.675000e-12,6.686705e-06
4.700000e-12,6.723773e-06
4.725000e-12,6.760860e-06
4.750000e-12,6.797986e-06
4.775000e-12,6.835171e-06
4.800000e-12,6.872435e-06
4.825000e-12,6.909798e-06
4.850000e-12,6.947277e-06
4.875000e-12,6.984889e-06
4.900000e-12,7.022650e-06
4.925000e-12,7.060575e-06
4.950000e-12,7.098677e-06
4.975000e-12,7.136969e-06
5.000000e-12,7.175461e-06
5.025000e-12,7.186943e-06
5.050000e-12,7.198474e-06
5.075000e-12,7.210082e-06
5.100000e-12,7.221804e-06
5.125000e-12,7.233676e-06
5.150000e-12,7.245735e-06
5.175000e-12,7.258009e-06
5.200000e-12,7.270526e-06
5.225000e-12,7.283305e-06
5.250000e-12,7.296363e-06
5.275000e-12,7.309710e-06
5.300000e-12,7.323351e-06
5.325000e-12,7.337287e-06
5.350000e-12,7.351514e-06
5.375000e-12,7.366022e-06
5.400000e-12,7.380798e-06
5.425000e-12,7.395823e-06
5.450000e-12,7.411074e-06
5.475000e-12,7.426525e-06
5.500000e-12,7.442146e-06
5.525000e-12,7.457903e-06
5.550000e-12,7.473758e-06
5.575000e-12,7.489672e-06
5.600000e-12,7.505604e-06
5.625000e-12,7.521507e-06
5.650000e-12,7.537337e-06
5.675000e-12,7.553046e-06
5.700000e-12,7.568585e-06
5.725000e-12,7.583905e-06
5.750000e-12,7.598957e-06
5.775000e-12,7.613692e-06
5.800000e-12,7.628060e-06
5.825000e-12,7.642015e-06
5.850000e-12,7.655509e-06
5.875000e-12,7.668497e-06
5.900000e-12,7.680936e-06
5.925000e-12,7.692786e-06
5.950000e-12,7.704009e-06
5.975000e-12,7.714568e-06
6.000000e-12,7.724431e-06
6.025000e-12,7.733570e-06
6.050000e-12,7.741958e-06
6.075000e-12,7.749576e-06
6.100000e-12,7.756403e-06
6.125000e-12,7.762428e-06
6.150000e-12,7.767640e-06
6.175000e-12,7.772033e-06
6.200000e-12,7.775608e-06
6.225000e-12,7.778367e-06
6.250000e-12,7.780318e-06
6.275000e-12,7.781473e-06
6.300000e-12,7.781848e-06
6.325000e-12,7.781464e-06
6.350000e-12,7.780345e-06
6.375000e-12,7.778518e-06
6.400000e-12,7.776017e-06
6.425000e-12,7.772877e-06
6.450000e-12,7.769136e-06
6.475000e-12,7.764836e-06
6.500000e-12,7.760023e-06
6.525000e-12,7.754744e-06
6.550000e-12,7.749048e-06
6.575000e-12,7.742986e-06
6.600000e-12,7.736614e-06
6.625000e-12,7.729984e-06
6.650000e-12,7.723153e-06
6.675000e-12,7.716177e-06
6.700000e-12,7.709114e-06
6.725000e-12,7.702019e-06
6.750000e-12,7.694949e-06
6.775000e-12,7.687960e-06
6.800000e-12,7.681108e-06
6.825000e-12,7.674444e-06
6.850000e-12,7.668023e-06
6.875000e-12,7.661892e-06
6.900000e-12,7.656101e-06
6.925000e-12,7.650694e-06
6.950000e-12,7.645714e-06
6.975000e-12,7.641202e-06
7.000000e-12,7.637192e-06
7.025000e-12,7.633718e-06
7.050000e-12,7.630810e-06
7.075000e-12,7.628493e-06
7.100000e-12,7.626789e-06
7.125000e-12,7.625716e-06
7.150000e-12,7.625289e-06
7.175000e-12,7.625516e-06
7.200000e-12,7.626403e-06
7.225000e-12,7.627953e-06
7.250000e-12,7.630162e-06
7.275000e-12,7.633023e-06
7.300000e-12,7.636527e-06
7.325000e-12,7.640659e-06
7.350000e-12,7.645399e-06
7.375000e-12,7.650728e-06
7.400000e-12,7.656618e-06
7.425000e-12,7.663041e-06
7.450000e-12,7.669966e-06
7.475000e-12,7.677358e-06
7.500000e-12,7.685179e-06
7.525000e-12,7.693390e-06
7.550000e-12,7.701949e-06
7.575000e-12,7.710811e-06
7.600000e-12,7.719932e-06
7.625000e-12,7.729265e-06
7.650000e-12,7.738762e-06
7.675000e-12,7.748374e-06
7.700000e-12,7.758052e-06
7.725000e-12,7.767748e-06
7.750000e-12,7.777413e-06
7.775000e-12,7.786997e-06
7.800000e-12,7.796454e-06
7.825000e-12,7.805735e-06
7.850000e-12,7.814797e-06
7.875000e-12,7.823594e-06
7.900000e-12,7.832084e-06
7.925000e-12,7.840227e-06
7.950000e-12,7.847985e-06
7.975000e-12,7.855323e-06
8.000000e-12,7.862206e-06
8.025000e-12,7.868606e-06
8.050000e-12,7.874494e-06
8.075000e-12,7.879847e-06
8.100000e-12,7.884642e-06
8.125000e-12,7.888863e-06
8.150000e-12,7.892494e-06
8.175000e-12,7.895524e-06
8.200000e-12,7.897946e-06
8.225000e-12,7.899755e-06
8.250000e-12,7.900951e-06
8.275000e-12,7.901535e-06
8.300000e-12,7.901513e-06
8.325000e-12,7.900895e-06
8.350000e-12,7.899691e-06
8.375000e-12,7.897919e-06
8.400000e-12,7.895594e-06
8.425000e-12,7.892740e-06
8.450000e-12,7.889378e-06
8.475000e-12,7.885535e-06
8.500000e-12,7.881239e-06
8.525000e-12,7.876521e-06
8.550000e-12,7.871412e-06
8.575000e-12,7.865947e-06
8.600000e-12,7.860161e-06
8.625000e-12,7.854090e-06
8.650000e-12,7.847772e-06
8.675000e-12,7.841246e-06
8.700000e-12,7.834549e-06
8.725000e-12,7.827723e-06
8.750000e-12,7.820804e-06
8.775000e-12,7.813833e-06
8.800000e-12,7.806848e-06
8.825000e-12,7.799887e-06
8.850000e-12,7.792987e-06
8.875000e-12,7.786185e-06
8.900000e-12,7.779514e-06
8.925000e-12,7.773008e-06
8.950000e-12,7.766699e-06
8.975000e-12,7.760617e-06
9.000000e-12,7.754790e-06
9.025000e-12,7.749243e-06
9.050000e-12,7.743999e-06
9.075000e-12,7.739081e-06
9.100000e-12,7.734507e-06
9.125000e-12,7.730293e-06
9.150000e-12,7.726452e-06
9.175000e-12,7.722997e-06
9.200000e-12,7.719934e-06
9.225000e-12,7.717270e-06
9.250000e-12,7.715008e-06
9.275000e-12,7.713147e-06
9.300000e-12,7.711687e-06
9.325000e-12,7.710620e-06
9.350000e-12,7.709941e-06
9.375000e-12,7.709640e-06
9.400000e-12,7.709703e-06
9.425000e-12,7.710116e-06
9.450000e-12,7.710864e-06
9.475000e-12,7.711927e-06
9.500000e-12,7.713285e-06
9.525000e-12,7.714915e-06
9.550000e-12,7.716795e-06
9.575000e-12,7.718899e-06
9.600000e-12,7.721200e-06
9.625000e-12,7.723673e-06
9.650000e-12,7.726288e-06
9.675000e-12,7.729017e-06
9.700000e-12,7.731832e-06
9.725000e-12,7.734702e-06
9.750000e-12,7.737599e-06
9.775000e-12,7.740494e-06
9.800000e-12,7.743357e-06
9.825000e-12,7.746161e-06
9.850000e-12,7.748877e-06
9.875000e-12,7.751480e-06
9.900000e-12,7.753943e-06
9.925000e-12,7.756243e-06
9.950000e-12,7.758355e-06
9.975000e-12,7.760259e-06
1.000000e-11,7.761934e-06
1.002500e-11,7.763362e-06
1.005000e-11,7.764527e-06
1.007500e-11,7.765415e-06
1.010000e-11,7.766012e-06
1.012500e-11,7.766309e-06
1.015000e-11,7.766297e-06
1.017500e-11,7.765970e-06
1.020000e-11,7.765324e-06
1.022500e-11,7.764358e-06
1.025000e-11,7.763073e-06
1.027500e-11,7.761469e-06
1.030000e-11,7.759554e-06
1.032500e-11,7.757333e-06
1.035000e-11,7.754816e-06
1.037500e-11,7.752013e-06
1.040000e-11,7.748937e-06
1.042500e-11,7.745603e-06
1.045000e-11,7.742027e-06
1.047500e-11,7.738228e-06
1.050000e-11,7.734224e-06
1.052500e-11,7.730036e-06
1.055000e-11,7.725686e-06
1.057500e-11,7.721197e-06
1.060000e-11,7.716592e-06
1.062500e-11,7.711897e-06
1.065000e-11,7.707135e-06
1.067500e-11,7.702333e-06
1.070000e-11,7.697516e-06
1.072500e-11,7.692711e-06
1.075000e-11,7.687941e-06
1.077500e-11,7.683234e-06
1.080000e-11,7.678613e-06
1.082500e-11,7.674104e-06
1.085000e-11,7.669730e-06
1.087500e-11,7.665514e-06
1.090000e-11,7.661478e-06
1.092500e-11,7.657642e-06
1.095000e-11,7.654026e-06
1.097500e-11,7.650648e-06
1.100000e-11,7.647524e-06
1.102500e-11,7.644669e-06
1.105000e-11,7.642097e-06
1.107500e-11,7.639818e-06
1.110000e-11,7.637844e-06
1.112500e-11,7.636181e-06
1.115000e-11,7.634835e-06
1.117500e-11,7.633810e-06
1.120000e-11,7.633109e-06
1.122500e-11,7.632730e-06
1.125000e-11,7.632672e-06
1.127500e-11,7.632931e-06
1.130000e-11,7.633501e-06
1.132500e-11,7.634375e-06
1.135000e-11,7.635541e-06
1.137500e-11,7.636990e-06
1.140000e-11,7.638707e-06
1.142500e-11,7.640677e-06
1.145000e-11,7.642885e-06
1.147500e-11,7.645313e-06
1.150000e-11,7.647940e-06
1.152500e-11,7.650748e-06
1.155000e-11,7.653714e-06
1.157500e-11,7.656816e-06
1.160000e-11,7.660030e-06
1.162500e-11,7.663333e-06
1.165000e-11,7.666699e-06
1.167500e-11,7.670105e-06
1.170000e-11,7.673524e-06
1.172500e-11,7.676931e-06
1.175000e-11,7.680301e-06
1.177500e-11,7.683608e-06
1.180000e-11,7.686829e-06
1.182500e-11,7.689938e-06
1.185000e-11,7.692911e-06
1.187500e-11,7.695726e-06
1.190000e-11,7.698360e-06
1.192500e-11,7.700792e-06
1.195000e-11,7.703003e-06
1.197500e-11,7.704972e-06
1.200000e-11,7.706684e-06
1.202500e-11,7.708121e-06
1.205000e-11,7.709269e-06
1.207500e-11,7.710115e-06
1.210000e-11,7.710649e-06
1.212500e-11,7.710859e-06
1.215000e-11,7.710740e-06
1.217500e-11,7.710284e-06
1.220000e-11,7.709488e-06
1.222500e-11,7.708349e-06
1.225000e-11,7.706868e-06
1.227500e-11,7.705046e-06
1.230000e-11,7.702886e-06
1.232500e-11,7.700394e-06
1.235000e-11,7.697577e-06
1.237500e-11,7.694444e-06
1.240000e-11,7.691005e-06
1.242500e-11,7.687274e-06
1.245000e-11,7.683262e-06
1.247500e-11,7.678987e-06
1.250000e-11,7.674465e-06
1.252500e-11,7.669714e-06
1.255000e-11,7.664753e-06
1.257500e-11,7.659604e-06
1.260000e-11,7.654286e-06
1.262500e-11,7.648823e-06
1.265000e-11,7.643239e-06
1.267500e-11,7.637555e-06
1.270000e-11,7.631798e-06
1.272500e-11,7.625990e-06
1.275000e-11,7.620158e-06
1.277500e-11,7.614326e-06
1.280000e-11,7.608519e-06
1.282500e-11,7.602762e-06
1.285000e-11,7.597078e-06
1.287500e-11,7.591493e-06
1.290000e-11,7.586029e-06
1.292500e-11,7.580709e-06
1.295000e-11,7.575556e-06
1.297500e-11,7.570590e-06
1.300000e-11,7.565831e-06
1.302500e-11,7.561298e-06
1.305000e-11,7.557009e-06
1.307500e-11,7.552980e-06
1.310000e-11,7.549226e-06
1.312500e-11,7.545762e-06
1.315000e-11,7.542598e-06
1.317500e-11,7.539746e-06
1.320000e-11,7.537214e-06
1.322500e-11,7.535009e-06
1.325000e-11,7.533138e-06
1.327500e-11,7.531603e-06
1.330000e-11,7.530408e-06
1.332500e-11,7.529552e-06
1.335000e-11,7.529035e-06
1.337500e-11,7.528853e-06
1.340000e-11,7.529001e-06
1.342500e-11,7.529475e-06
1.345000e-11,7.530264e-06
1.347500e-11,7.531362e-06
1.350000e-11,7.532755e-06
1.352500e-11,7.534434e-06
1.355000e-11,7.536383e-06
1.357500e-11,7.538587e-06
1.360000e-11,7.541032e-06
1.362500e-11,7.543700e-06
1.365000e-11,7.546573e-06
1.367500e-11,7.549632e-06
1.370000e-11,7.552857e-06
1.372500e-11,7.556227e-06
1.375000e-11,7.559723e-06
1.377500e-11,7.563322e-06
1.380000e-11,7.567003e-06
1.382500e-11,7.570743e-06
1.385000e-11,7.574521e-06
1.387500e-11,7.578314e-06
1.390000e-11,7.582100e-06
1.392500e-11,7.585858e-06
1.395000e-11,7.589566e-06
1.397500e-11,7.593203e-06
1.400000e-11,7.596748e-06
1.402500e-11,7.600182e-06
1.405000e-11,7.603485e-06
1.407500e-11,7.606639e-06
1.410000e-11,7.609626e-06
1.412500e-11,7.612430e-06
1.415000e-11,7.615036e-06
1.417500e-11,7.617428e-06
1.420000e-11,7.619595e-06
1.422500e-11,7.621523e-06
1.425000e-11,7.623203e-06
1.427500e-11,7.624625e-06
1.430000e-11,7.625780e-06
1.432500e-11,7.626663e-06
1.435000e-11,7.627268e-06
1.437500e-11,7.627591e-06
1.440000e-11,7.627631e-06
1.442500e-11,7.627385e-06
1.445000e-11,7.626854e-06
1.447500e-11,7.626040e-06
1.450000e-11,7.624946e-06
1.452500e-11,7.623577e-06
1.455000e-11,7.621938e-06
1.457500e-11,7.620037e-06
1.460000e-11,7.617881e-06
1.462500e-11,7.615480e-06
1.465000e-11,7.612843e-06
1.467500e-11,7.609984e-06
1.470000e-11,7.606913e-06
1.472500e-11,7.603645e-06
1.475000e-11,7.600193e-06
1.477500e-11,7.596571e-06
1.480000e-11,7.592796e-06
1.482500e-11,7.588884e-06
1.485000e-11,7.584850e-06
1.487500e-11,7.580711e-06
1.490000e-11,7.576485e-06
1.492500e-11,7.572189e-06
1.495000e-11,7.567840e-06
1.497500e-11,7.563457e-06
1.500000e-11,7.559055e-06
1.502500e-11,7.554652e-06
1.505000e-11,7.550267e-06
1.507500e-11,7.545914e-06
1.510000e-11,7.541611e-06
1.512500e-11,7.537374e-06
1.515000e-11,7.533218e-06
1.517500e-11,7.529157e-06
1.520000e-11,7.525207e-06
1.522500e-11,7.521380e-06
1.525000e-11,7.517689e-06
1.527500e-11,7.514146e-06
1.530000e-11,7.510762e-06
1.532500e-11,7.507548e-06
1.535000e-11,7.504512e-06
1.537500e-11,7.501662e-06
1.540000e-11,7.499007e-06
1.542500e-11,7.496551e-06
1.545000e-11,7.494301e-06
1.547500e-11,7.492261e-06
1.550000e-11,7.490433e-06
1.552500e-11,7.488820e-06
1.555000e-11,7.487422e-06
1.557500e-11,7.486241e-06
1.560000e-11,7.485275e-06
1.562500e-11,7.484522e-06
1.565000e-11,7.483980e-06
1.567500e-11,7.483644e-06
1.570000e-11,7.483510e-06
1.572500e-11,7.483573e-06
1.575000e-11,7.483826e-06
1.577500e-11,7.484262e-06
1.580000e-11,7.484873e-06
1.582500e-11,7.485652e-06
1.585000e-11,7.486589e-06
1.587500e-11,7.487674e-06
1.590000e-11,7.488898e-06
1.592500e-11,7.490249e-06
1.595000e-11,7.491718e-06
1.597500e-11,7.493292e-06
1.600000e-11,7.494961e-06
1.602500e-11,7.496712e-06
1.605000e-11,7.498533e-06
1.607500e-11,7.500414e-06
1.610000e-11,7.502341e-06
1.612500e-11,7.504303e-06
1.615000e-11,7.506288e-06
1.617500e-11,7.508284e-06
1.620000e-11,7.510280e-06
1.622500e-11,7.512264e-06
1.625000e-11,7.514226e-06
1.627500e-11,7.516154e-06
1.630000e-11,7.518039e-06
1.632500e-11,7.519870e-06
1.635000e-11,7.521638e-06
1.637500e-11,7.523335e-06
1.640000e-11,7.524951e-06
1.642500e-11,7.526478e-06
1.645000e-11,7.527911e-06
1.647500e-11,7.529240e-06
1.650000e-11,7.530462e-06
1.652500e-11,7.531569e-06
1.655000e-11,7.532558e-06
1.657500e-11,7.533423e-06
1.660000e-11,7.534162e-06
1.662500e-11,7.534771e-06
1.665000e-11,7.535248e-06
1.667500e-11,7.535591e-06
1.670000e-11,7.535800e-06
1.672500e-11,7.535874e-06
1.675000e-11,7.535813e-06
1.677500e-11,7.535618e-06
1.680000e-11,7.535290e-06
1.682500e-11,7.534831e-06
1.685000e-11,7.534243e-06
1.687500e-11,7.533530e-06
1.690000e-11,7.532695e-06
1.692500e-11,7.531742e-06
1.695000e-11,7.530675e-06
1.697500e-11,7.529498e-06
1.700000e-11,7.528218e-06
1.702500e-11,7.526838e-06
1.705000e-11,7.525365e-06
1.707500e-11,7.523804e-06
1.710000e-11,7.522163e-06
1.712500e-11,7.520446e-06
1.715000e-11,7.518661e-06
1.717500e-11,7.516814e-06
1.720000e-11,7.514911e-06
1.722500e-11,7.512961e-06
1.725000e-11,7.510968e-06
1.727500e-11,7.508941e-06
1.730000e-11,7.506886e-06
1.732500e-11,7.504809e-06
1.735000e-11,7.502718e-06
1.737500e-11,7.500618e-06
1.740000e-11,7.498516e-06
1.742500e-11,7.496418e-06
1.745000e-11,7.494331e-06
1.747500e-11,7.492260e-06
1.750000e-11,7.490211e-06
1.752500e-11,7.488188e-06
1.755000e-11,7.486198e-06
1.757500e-11,7.484244e-06
1.760000e-11,7.482333e-06
1.762500e-11,7.480467e-06
1.765000e-11,7.478651e-06
1.767500e-11,7.476888e-06
1.770000e-11,7.475182e-06
1.772500e-11,7.473537e-06
1.775000e-11,7.471954e-06
1.777500e-11,7.470436e-06
1.780000e-11,7.468985e-06
1.782500e-11,7.467604e-06
1.785000e-11,7.466293e-06
1.787500e-11,7.465054e-06
1.790000e-11,7.463888e-06
1.792500e-11,7.462795e-06
1.795000e-11,7.461776e-06
1.797500e-11,7.460831e-06
1.800000e-11,7.459960e-06
1.802500e-11,7.459162e-06
1.805000e-11,7.458437e-06
1.807500e-11,7.457784e-06
1.810000e-11,7.457201e-06
1.812500e-11,7.456687e-06
1.815000e-11,7.456242e-06
1.817500e-11,7.455862e-06
1.820000e-11,7.455547e-06
1.822500e-11,7.455294e-06
1.825000e-11,7.455101e-06
1.827500e-11,7.454967e-06
1.830000e-11,7.454887e-06
1.832500e-11,7.454861e-06
1.835000e-11,7.454886e-06
1.837500e-11,7.454958e-06
1.840000e-11,7.455075e-06
1.842500e-11,7.455234e-06
1.845000e-11,7.455433e-06
1.847500e-11,7.455668e-06
1.850000e-11,7.455937e-06
1.852500e-11,7.456236e-06
1.855000e-11,7.456563e-06
1.857500e-11,7.456915e-06
1.860000e-11,7.457289e-06
1.862500e-11,7.457682e-06
1.865000e-11,7.458091e-06
1.867500e-11,7.458513e-06
1.870000e-11,7.458946e-06
1.872500e-11,7.459386e-06
1.875000e-11,7.459830e-06
1.877500e-11,7.460277e-06
1.880000e-11,7.460723e-06
1.882500e-11,7.461166e-06
1.885000e-11,7.461603e-06
1.887500e-11,7.462032e-06
1.890000e-11,7.462450e-06
1.892500e-11,7.462856e-06
1.895000e-11,7.463245e-06
1.897500e-11,7.463618e-06
1.900000e-11,7.463971e-06
1.902500e-11,7.464302e-06
1.905000e-11,7.464609e-06
1.907500e-11,7.464891e-06
1.910000e-11,7.465145e-06
1.912500e-11,7.465371e-06
1.915000e-11,7.465566e-06
1.917500e-11,7.465728e-06
1.920000e-11,7.465857e-06
1.922500e-11,7.465951e-06
1.925000e-11,7.466008e-06
1.927500e-11,7.466028e-06
1.930000e-11,7.466010e-06
1.932500e-11,7.465952e-06
1.935000e-11,7.465854e-06
1.937500e-11,7.465714e-06
1.940000e-11,7.465533e-06
1.942500e-11,7.465310e-06
1.945000e-11,7.465044e-06
1.947500e-11,7.464735e-06
1.950000e-11,7.464383e-06
1.952500e-11,7.463988e-06
1.955000e-11,7.463549e-06
1.957500e-11,7.463068e-06
1.960000e-11,7.462543e-06
1.962500e-11,7.461976e-06
1.965000e-11,7.461368e-06
1.967500e-11,7.460718e-06
1.970000e-11,7.460027e-06
1.972500e-11,7.459297e-06
1.975000e-11,7.458529e-06
1.977500e-11,7.457723e-06
1.980000e-11,7.456881e-06
1.982500e-11,7.456003e-06
1.985000e-11,7.455093e-06
1.987500e-11,7.454151e-06
1.990000e-11,7.453178e-06
1.992500e-11,7.452178e-06
1.995000e-11,7.451151e-06
1.997500e-11,7.450099e-06
2.000000e-11,7.449025e-06
2.002500e-11,7.447932e-06
2.005000e-11,7.446820e-06
2.007500e-11,7.445693e-06
2.010000e-11,7.444553e-06
2.012500e-11,7.443403e-06
2.015000e-11,7.442245e-06
2.017500e-11,7.441081e-06
2.020000e-11,7.439914e-06
2.022500e-11,7.438748e-06
2.025000e-11,7.437584e-06
2.027500e-11,7.436425e-06
2.030000e-11,7.435275e-06
2.032500e-11,7.434135e-06
2.035000e-11,7.433008e-06
2.037500e-11,7.431898e-06
2.040000e-11,7.430806e-06
2.042500e-11,7.429736e-06
2.045000e-11,7.428689e-06
2.047500e-11,7.427669e-06
2.050000e-11,7.426677e-06
2.052500e-11,7.425716e-06
2.055000e-11,7.424787e-06
2.057500e-11,7.423894e-06
2.060000e-11,7.423038e-06
2.062500e-11,7.422221e-06
2.065000e-11,7.421444e-06
2.067500e-11,7.420709e-06
2.070000e-11,7.420018e-06
2.072500e-11,7.419371e-06
2.075000e-11,7.418770e-06
2.077500e-11,7.418216e-06
2.080000e-11,7.417708e-06
2.082500e-11,7.417249e-06
2.085000e-11,7.416838e-06
2.087500e-11,7.416475e-06
2.090000e-11,7.416160e-06
2.092500e-11,7.415893e-06
2.095000e-11,7.415674e-06
2.097500e-11,7.415502e-06
2.100000e-11,7.415376e-06
2.102500e-11,7.415296e-06
2.105000e-11,7.415259e-06
2.107500e-11,7.415265e-06
2.110000e-11,7.415312e-06
2.112500e-11,7.415398e-06
2.115000e-11,7.415522e-06
2.117500e-11,7.415681e-06
2.120000e-11,7.415874e-06
2.122500e-11,7.416098e-06
2.125000e-11,7.416350e-06
2.127500e-11,7.416628e-06
2.130000e-11,7.416929e-06
2.132500e-11,7.417251e-06
2.135000e-11,7.417590e-06
2.137500e-11,7.417944e-06
2.140000e-11,7.418309e-06
2.142500e-11,7.418683e-06
2.145000e-11,7.419063e-06
2.147500e-11,7.419445e-06
2.150000e-11,7.419826e-06
2.152500e-11,7.420203e-06
2.155000e-11,7.420573e-06
2.157500e-11,7.420932e-06
2.160000e-11,7.421279e-06
2.162500e-11,7.421610e-06
2.165000e-11,7.421922e-06
2.167500e-11,7.422211e-06
2.170000e-11,7.422477e-06
2.172500e-11,7.422715e-06
2.175000e-11,7.422924e-06
2.177500e-11,7.423101e-06
2.180000e-11,7.423244e-06
