time,"I(L1|XDUT)","V(10|XDUT)","I(R1|XDUT)","P(B1|XDUT)","P(B3|XDUT)","I(LMEASURE|XDUT)","I(LMEASURE2|XDUT)","P(QQ)","P(L1|XDUT)"
5.437500e-11,7.251479e-06,1.192980e-08,4.029536e-09,8.563218e-02,1.052359e-03,7.251479e-06,1.450296e-05,1.006916e+00,1.542371e-01
5.440000e-11,7.251451e-06,1.189800e-08,4.021458e-09,8.563340e-02,1.050324e-03,7.251451e-06,1.450290e-05,1.006915e+00,1.542365e-01
5.442500e-11,7.251424e-06,1.186628e-08,4.013394e-09,8.563462e-02,1.048294e-03,7.251424e-06,1.450285e-05,1.006915e+00,1.542359e-01
5.445000e-11,7.251396e-06,1.183469e-08,4.005346e-09,8.563584e-02,1.046267e-03,7.251396e-06,1.450279e-05,1.006915e+00,1.542353e-01
5.447500e-11,7.251368e-06,1.180326e-08,3.997314e-09,8.563705e-02,1.044244e-03,7.251368e-06,1.450274e-05,1.006915e+00,1.542348e-01
5.450000e-11,7.251341e-06,1.177203e-08,3.989299e-09,8.563827e-02,1.042225e-03,7.251341e-06,1.450268e-05,1.006915e+00,1.542342e-01
5.452500e-11,7.251313e-06,1.174105e-08,3.981303e-09,8.563948e-02,1.040209e-03,7.251313e-06,1.450263e-05,1.006915e+00,1.542336e-01
5.455000e-11,7.251286e-06,1.171033e-08,3.973327e-09,8.564069e-02,1.038198e-03,7.251286e-06,1.450257e-05,1.006915e+00,1.542330e-01
5.457500e-11,7.251259e-06,1.167992e-08,3.965372e-09,8.564189e-02,1.036190e-03,7.251259e-06,1.450252e-05,1.006915e+00,1.542324e-01
5.460000e-11,7.251231e-06,1.164985e-08,3.957439e-09,8.564310e-02,1.034186e-03,7.251231e-06,1.450246e-05,1.006915e+00,1.542318e-01
5.462500e-11,7.251204e-06,1.162014e-08,3.949529e-09,8.564430e-02,1.032186e-03,7.251204e-06,1.450241e-05,1.006915e+00,1.542313e-01
5.465000e-11,7.251177e-06,1.159084e-08,3.941644e-09,8.564550e-02,1.030190e-03,7.251177e-06,1.450235e-05,1.006915e+00,1.542307e-01
5.467500e-11,7.251150e-06,1.156196e-08,3.933784e-09,8.564669e-02,1.028197e-03,7.251150e-06,1.450230e-05,1.006915e+00,1.542301e-01
5.470000e-11,7.251123e-06,1.153352e-08,3.925950e-09,8.564789e-02,1.026208e-03,7.251123e-06,1.450225e-05,1.006915e+00,1.542295e-01
5.472500e-11,7.251096e-06,1.150556e-08,3.918143e-09,8.564908e-02,1.024223e-03,7.251096e-06,1.450219e-05,1.006915e+00,1.542290e-01
5.475000e-11,7.251069e-06,1.147809e-08,3.910364e-09,8.565027e-02,1.022242e-03,7.251069e-06,1.450214e-05,1.006915e+00,1.542284e-01
5.477500e-11,7.251042e-06,1.145112e-08,3.902614e-09,8.565146e-02,1.020265e-03,7.251042e-06,1.450208e-05,1.006915e+00,1.542278e-01
5.480000e-11,7.251015e-06,1.142469e-08,3.894893e-09,8.565264e-02,1.018291e-03,7.251015e-06,1.450203e-05,1.006915e+00,1.542272e-01
5.482500e-11,7.250989e-06,1.139880e-08,3.887203e-09,8.565382e-02,1.016321e-03,7.250989e-06,1.450198e-05,1.006915e+00,1.542267e-01
5.485000e-11,7.250962e-06,1.137345e-08,3.879542e-09,8.565500e-02,1.014355e-03,7.250962e-06,1.450192e-05,1.006915e+00,1.542261e-01
5.487500e-11,7.250935e-06,1.134867e-08,3.871913e-09,8.565618e-02,1.012393e-03,7.250935e-06,1.450187e-05,1.006915e+00,1.542255e-01
5.490000e-11,7.250909e-06,1.132446e-08,3.864316e-09,8.565736e-02,1.010434e-03,7.250909e-06,1.450182e-05,1.006915e+00,1.542250e-01
5.492500e-11,7.250882e-06,1.130082e-08,3.856750e-09,8.565853e-02,1.008479e-03,7.250882e-06,1.450176e-05,1.006915e+00,1.542244e-01
5.495000e-11,7.250856e-06,1.127776e-08,3.849216e-09,8.565970e-02,1.006528e-03,7.250856e-06,1.450171e-05,1.006914e+00,1.542239e-01
5.497500e-11,7.250830e-06,1.125527e-08,3.841715e-09,8.566087e-02,1.004581e-03,7.250830e-06,1.450166e-05,1.006914e+00,1.542233e-01
5.500000e-11,7.250804e-06,1.123335e-08,3.834246e-09,8.566203e-02,1.002637e-03,7.250804e-06,1.450161e-05,1.006914e+00,1.542227e-01
5.502500e-11,7.250778e-06,1.121200e-08,3.826809e-09,8.566320e-02,1.000697e-03,7.250778e-06,1.450156e-05,1.006914e+00,1.542222e-01
5.505000e-11,7.250752e-06,1.119120e-08,3.819405e-09,8.566436e-02,9.987610e-04,7.250752e-06,1.450150e-05,1.006914e+00,1.542216e-01
5.507500e-11,7.250726e-06,1.117096e-08,3.812033e-09,8.566552e-02,9.968286e-04,7.250726e-06,1.450145e-05,1.006914e+00,1.542211e-01
5.510000e-11,7.250700e-06,1.115126e-08,3.804693e-09,8.566668e-02,9.949000e-04,7.250700e-06,1.450140e-05,1.006914e+00,1.542205e-01
5.512500e-11,7.250674e-06,1.113209e-08,3.797385e-09,8.566783e-02,9.929751e-04,7.250674e-06,1.450135e-05,1.006914e+00,1.542200e-01
5.515000e-11,7.250648e-06,1.111342e-08,3.790108e-09,8.566898e-02,9.910539e-04,7.250648e-06,1.450130e-05,1.006914e+00,1.542194e-01
5.517500e-11,7.250622e-06,1.109524e-08,3.782862e-09,8.567013e-02,9.891364e-04,7.250622e-06,1.450124e-05,1.006914e+00,1.542189e-01
5.520000e-11,7.250597e-06,1.107754e-08,3.775646e-09,8.567128e-02,9.872227e-04,7.250597e-06,1.450119e-05,1.006914e+00,1.542183e-01
5.522500e-11,7.250571e-06,1.106029e-08,3.768461e-09,8.567243e-02,9.853127e-04,7.250571e-06,1.450114e-05,1.006914e+00,1.542178e-01
5.525000e-11,7.250545e-06,1.104347e-08,3.761304e-09,8.567357e-02,9.834065e-04,7.250545e-06,1.450109e-05,1.006914e+00,1.542172e-01
5.527500e-11,7.250520e-06,1.102705e-08,3.754176e-09,8.567471e-02,9.815040e-04,7.250520e-06,1.450104e-05,1.006914e+00,1.542167e-01
5.530000e-11,7.250495e-06,1.101101e-08,3.747076e-09,8.567585e-02,9.796051e-04,7.250495e-06,1.450099e-05,1.006914e+00,1.542162e-01
5.532500e-11,7.250469e-06,1.099533e-08,3.740003e-09,8.567699e-02,9.777101e-04,7.250469e-06,1.450094e-05,1.006914e+00,1.542156e-01
5.535000e-11,7.250444e-06,1.097996e-08,3.732956e-09,8.567813e-02,9.758187e-04,7.250444e-06,1.450089e-05,1.006914e+00,1.542151e-01
5.537500e-11,7.250419e-06,1.096489e-08,3.725933e-09,8.567926e-02,9.739310e-04,7.250419e-06,1.450084e-05,1.006914e+00,1.542146e-01
5.540000e-11,7.250393e-06,1.095009e-08,3.718935e-09,8.568039e-02,9.720471e-04,7.250393e-06,1.450079e-05,1.006914e+00,1.542140e-01
5.542500e-11,7.250368e-06,1.093552e-08,3.711960e-09,8.568152e-02,9.701668e-04,7.250368e-06,1.450074e-05,1.006914e+00,1.542135e-01
5.545000e-11,7.250343e-06,1.092115e-08,3.705007e-09,8.568265e-02,9.682903e-04,7.250343e-06,1.450069e-05,1.006914e+00,1.542129e-01
5.547500e-11,7.250318e-06,1.090694e-08,3.698075e-09,8.568377e-02,9.664175e-04,7.250318e-06,1.450064e-05,1.006914e+00,1.542124e-01
5.550000e-11,7.250293e-06,1.089288e-08,3.691163e-09,8.568489e-02,9.645483e-04,7.250293e-06,1.450059e-05,1.006914e+00,1.542119e-01
5.552500e-11,7.250268e-06,1.087892e-08,3.684269e-09,8.568601e-02,9.626828e-04,7.250268e-06,1.450054e-05,1.006914e+00,1.542114e-01
5.555000e-11,7.250243e-06,1.086503e-08,3.677393e-09,8.568713e-02,9.608211e-04,7.250243e-06,1.450049e-05,1.006914e+00,1.542108e-01
5.557500e-11,7.250218e-06,1.085119e-08,3.670533e-09,8.568825e-02,9.589629e-04,7.250218e-06,1.450044e-05,1.006914e+00,1.542103e-01
5.560000e-11,7.250194e-06,1.083735e-08,3.663688e-09,8.568936e-02,9.571085e-04,7.250194e-06,1.450039e-05,1.006914e+00,1.542098e-01
5.562500e-11,7.250169e-06,1.082348e-08,3.656857e-09,8.569048e-02,9.552577e-04,7.250169e-06,1.450034e-05,1.006914e+00,1.542092e-01
5.565000e-11,7.250144e-06,1.080956e-08,3.650038e-09,8.569159e-02,9.534106e-04,7.250144e-06,1.450029e-05,1.006913e+00,1.542087e-01
5.567500e-11,7.250119e-06,1.079555e-08,3.643232e-09,8.569269e-02,9.515671e-04,7.250119e-06,1.450024e-05,1.006913e+00,1.542082e-01
5.570000e-11,7.250095e-06,1.078142e-08,3.636435e-09,8.569380e-02,9.497273e-04,7.250095e-06,1.450019e-05,1.006913e+00,1.542077e-01
5.572500e-11,7.250070e-06,1.076715e-08,3.629648e-09,8.569490e-02,9.478911e-04,7.250070e-06,1.450014e-05,1.006913e+00,1.542071e-01
5.575000e-11,7.250045e-06,1.075270e-08,3.622869e-09,8.569601e-02,9.460585e-04,7.250045e-06,1.450009e-05,1.006913e+00,1.542066e-01
5.577500e-11,7.250021e-06,1.073805e-08,3.616097e-09,8.569711e-02,9.442295e-04,7.250021e-06,1.450004e-05,1.006913e+00,1.542061e-01
5.580000e-11,7.249996e-06,1.072318e-08,3.609331e-09,8.569820e-02,9.424042e-04,7.249996e-06,1.449999e-05,1.006913e+00,1.542056e-01
5.582500e-11,7.249972e-06,1.070805e-08,3.602570e-09,8.569930e-02,9.405824e-04,7.249972e-06,1.449994e-05,1.006913e+00,1.542050e-01
5.585000e-11,7.249947e-06,1.069265e-08,3.595813e-09,8.570039e-02,9.387643e-04,7.249947e-06,1.449989e-05,1.006913e+00,1.542045e-01
5.587500e-11,7.249923e-06,1.067695e-08,3.589059e-09,8.570148e-02,9.369497e-04,7.249923e-06,1.449985e-05,1.006913e+00,1.542040e-01
5.590000e-11,7.249898e-06,1.066093e-08,3.582307e-09,8.570257e-02,9.351387e-04,7.249898e-06,1.449980e-05,1.006913e+00,1.542035e-01
5.592500e-11,7.249874e-06,1.064458e-08,3.575556e-09,8.570366e-02,9.333312e-04,7.249874e-06,1.449975e-05,1.006913e+00,1.542030e-01
5.595000e-11,7.249850e-06,1.062788e-08,3.568806e-09,8.570475e-02,9.315273e-04,7.249850e-06,1.449970e-05,1.006913e+00,1.542025e-01
5.597500e-11,7.249825e-06,1.061081e-08,3.562056e-09,8.570583e-02,9.297269e-04,7.249825e-06,1.449965e-05,1.006913e+00,1.542019e-01
5.600000e-11,7.249801e-06,1.059336e-08,3.555305e-09,8.570691e-02,9.279301e-04,7.249801e-06,1.449960e-05,1.006913e+00,1.542014e-01
5.602500e-11,7.249777e-06,1.057552e-08,3.548552e-09,8.570799e-02,9.261367e-04,7.249777e-06,1.449955e-05,1.006913e+00,1.542009e-01
5.605000e-11,7.249753e-06,1.055729e-08,3.541798e-09,8.570907e-02,9.243469e-04,7.249753e-06,1.449951e-05,1.006913e+00,1.542004e-01
5.607500e-11,7.249728e-06,1.053865e-08,3.535041e-09,8.571014e-02,9.225606e-04,7.249728e-06,1.449946e-05,1.006913e+00,1.541999e-01
5.610000e-11,7.249704e-06,1.051960e-08,3.528281e-09,8.571122e-02,9.207777e-04,7.249704e-06,1.449941e-05,1.006913e+00,1.541994e-01
5.612500e-11,7.249680e-06,1.050013e-08,3.521519e-09,8.571229e-02,9.189983e-04,7.249680e-06,1.449936e-05,1.006913e+00,1.541988e-01
5.615000e-11,7.249656e-06,1.048026e-08,3.514753e-09,8.571336e-02,9.172224e-04,7.249656e-06,1.449931e-05,1.006913e+00,1.541983e-01
5.617500e-11,7.249632e-06,1.045997e-08,3.507984e-09,8.571442e-02,9.154499e-04,7.249632e-06,1.449926e-05,1.006913e+00,1.541978e-01
5.620000e-11,7.249608e-06,1.043927e-08,3.501212e-09,8.571549e-02,9.136809e-04,7.249608e-06,1.449922e-05,1.006913e+00,1.541973e-01
5.622500e-11,7.249584e-06,1.041817e-08,3.494436e-09,8.571655e-02,9.119153e-04,7.249584e-06,1.449917e-05,1.006913e+00,1.541968e-01
5.625000e-11,7.249560e-06,1.039667e-08,3.487657e-09,8.571761e-02,9.101531e-04,7.249560e-06,1.449912e-05,1.006913e+00,1.541963e-01
5.627500e-11,7.249536e-06,1.037478e-08,3.480875e-09,8.571867e-02,9.083942e-04,7.249536e-06,1.449907e-05,1.006913e+00,1.541958e-01
5.630000e-11,7.249512e-06,1.035252e-08,3.474090e-09,8.571973e-02,9.066388e-04,7.249512e-06,1.449902e-05,1.006913e+00,1.541953e-01
5.632500e-11,7.249488e-06,1.032989e-08,3.467302e-09,8.572078e-02,9.048868e-04,7.249488e-06,1.449898e-05,1.006913e+00,1.541948e-01
5.635000e-11,7.249464e-06,1.030691e-08,3.460512e-09,8.572183e-02,9.031381e-04,7.249464e-06,1.449893e-05,1.006912e+00,1.541943e-01
5.637500e-11,7.249440e-06,1.028360e-08,3.453721e-09,8.572288e-02,9.013928e-04,7.249440e-06,1.449888e-05,1.006912e+00,1.541937e-01
5.640000e-11,7.249417e-06,1.025998e-08,3.446928e-09,8.572393e-02,8.996508e-04,7.249417e-06,1.449883e-05,1.006912e+00,1.541932e-01
5.642500e-11,7.249393e-06,1.023606e-08,3.440135e-09,8.572498e-02,8.979122e-04,7.249393e-06,1.449879e-05,1.006912e+00,1.541927e-01
5.645000e-11,7.249369e-06,1.021186e-08,3.433342e-09,8.572602e-02,8.961769e-04,7.249369e-06,1.449874e-05,1.006912e+00,1.541922e-01
5.647500e-11,7.249345e-06,1.018741e-08,3.426550e-09,8.572707e-02,8.944449e-04,7.249345e-06,1.449869e-05,1.006912e+00,1.541917e-01
5.650000e-11,7.249322e-06,1.016273e-08,3.419759e-09,8.572811e-02,8.927162e-04,7.249322e-06,1.449864e-05,1.006912e+00,1.541912e-01
5.652500e-11,7.249298e-06,1.013785e-08,3.412971e-09,8.572914e-02,8.909907e-04,7.249298e-06,1.449860e-05,1.006912e+00,1.541907e-01
5.655000e-11,7.249275e-06,1.011278e-08,3.406186e-09,8.573018e-02,8.892686e-04,7.249275e-06,1.449855e-05,1.006912e+00,1.541902e-01
5.657500e-11,7.249251e-06,1.008757e-08,3.399405e-09,8.573121e-02,8.875498e-04,7.249251e-06,1.449850e-05,1.006912e+00,1.541897e-01
5.660000e-11,7.249228e-06,1.006222e-08,3.392629e-09,8.573225e-02,8.858342e-04,7.249228e-06,1.449846e-05,1.006912e+00,1.541892e-01
5.662500e-11,7.249204e-06,1.003678e-08,3.385859e-09,8.573328e-02,8.841218e-04,7.249204e-06,1.449841e-05,1.006912e+00,1.541887e-01
5.665000e-11,7.249181e-06,1.001127e-08,3.379097e-09,8.573430e-02,8.824128e-04,7.249181e-06,1.449836e-05,1.006912e+00,1.541882e-01
5.667500e-11,7.249157e-06,9.985713e-09,3.372342e-09,8.573533e-02,8.807069e-04,7.249157e-06,1.449831e-05,1.006912e+00,1.541877e-01
5.670000e-11,7.249134e-06,9.960144e-09,3.365597e-09,8.573635e-02,8.790043e-04,7.249134e-06,1.449827e-05,1.006912e+00,1.541872e-01
5.672500e-11,7.249111e-06,9.934592e-09,3.358862e-09,8.573737e-02,8.773049e-04,7.249111e-06,1.449822e-05,1.006912e+00,1.541867e-01
5.675000e-11,7.249088e-06,9.909085e-09,3.352138e-09,8.573839e-02,8.756087e-04,7.249088e-06,1.449818e-05,1.006912e+00,1.541862e-01
5.677500e-11,7.249065e-06,9.883651e-09,3.345427e-09,8.573941e-02,8.739158e-04,7.249065e-06,1.449813e-05,1.006912e+00,1.541858e-01
5.680000e-11,7.249042e-06,9.858319e-09,3.338729e-09,8.574043e-02,8.722260e-04,7.249042e-06,1.449808e-05,1.006912e+00,1.541853e-01
5.682500e-11,7.249019e-06,9.833118e-09,3.332045e-09,8.574144e-02,8.705394e-04,7.249019e-06,1.449804e-05,1.006912e+00,1.541848e-01
5.685000e-11,7.248996e-06,9.808075e-09,3.325378e-09,8.574245e-02,8.688561e-04,7.248996e-06,1.449799e-05,1.006912e+00,1.541843e-01
5.687500e-11,7.248973e-06,9.783217e-09,3.318726e-09,8.574346e-02,8.671759e-04,7.248973e-06,1.449795e-05,1.006912e+00,1.541838e-01
5.690000e-11,7.248950e-06,9.758570e-09,3.312093e-09,8.574447e-02,8.654989e-04,7.248950e-06,1.449790e-05,1.006912e+00,1.541833e-01
5.692500e-11,7.248927e-06,9.734159e-09,3.305478e-09,8.574547e-02,8.638251e-04,7.248927e-06,1.449785e-05,1.006912e+00,1.541828e-01
5.695000e-11,7.248904e-06,9.710010e-09,3.298882e-09,8.574648e-02,8.621544e-04,7.248904e-06,1.449781e-05,1.006912e+00,1.541823e-01
5.697500e-11,7.248882e-06,9.686144e-09,3.292307e-09,8.574748e-02,8.604869e-04,7.248882e-06,1.449776e-05,1.006912e+00,1.541819e-01
5.700000e-11,7.248859e-06,9.662585e-09,3.285754e-09,8.574848e-02,8.588226e-04,7.248859e-06,1.449772e-05,1.006911e+00,1.541814e-01
5.702500e-11,7.248836e-06,9.639352e-09,3.279222e-09,8.574948e-02,8.571615e-04,7.248836e-06,1.449767e-05,1.006911e+00,1.541809e-01
5.705000e-11,7.248814e-06,9.616466e-09,3.272714e-09,8.575047e-02,8.555035e-04,7.248814e-06,1.449763e-05,1.006911e+00,1.541804e-01
5.707500e-11,7.248791e-06,9.593943e-09,3.266229e-09,8.575146e-02,8.538486e-04,7.248791e-06,1.449758e-05,1.006911e+00,1.541799e-01
5.710000e-11,7.248769e-06,9.571800e-09,3.259768e-09,8.575246e-02,8.521969e-04,7.248769e-06,1.449754e-05,1.006911e+00,1.541795e-01
5.712500e-11,7.248747e-06,9.550053e-09,3.253333e-09,8.575345e-02,8.505484e-04,7.248747e-06,1.449749e-05,1.006911e+00,1.541790e-01
5.715000e-11,7.248724e-06,9.528712e-09,3.246922e-09,8.575443e-02,8.489030e-04,7.248724e-06,1.449745e-05,1.006911e+00,1.541785e-01
5.717500e-11,7.248702e-06,9.507791e-09,3.240538e-09,8.575542e-02,8.472607e-04,7.248702e-06,1.449740e-05,1.006911e+00,1.541780e-01
5.720000e-11,7.248680e-06,9.487298e-09,3.234180e-09,8.575640e-02,8.456216e-04,7.248680e-06,1.449736e-05,1.006911e+00,1.541776e-01
5.722500e-11,7.248658e-06,9.467240e-09,3.227849e-09,8.575738e-02,8.439857e-04,7.248658e-06,1.449732e-05,1.006911e+00,1.541771e-01
5.725000e-11,7.248636e-06,9.447624e-09,3.221545e-09,8.575836e-02,8.423528e-04,7.248636e-06,1.449727e-05,1.006911e+00,1.541766e-01
5.727500e-11,7.248614e-06,9.428453e-09,3.215267e-09,8.575934e-02,8.407231e-04,7.248614e-06,1.449723e-05,1.006911e+00,1.541762e-01
5.730000e-11,7.248592e-06,9.409730e-09,3.209018e-09,8.576032e-02,8.390966e-04,7.248592e-06,1.449718e-05,1.006911e+00,1.541757e-01
5.732500e-11,7.248570e-06,9.391453e-09,3.202795e-09,8.576129e-02,8.374732e-04,7.248570e-06,1.449714e-05,1.006911e+00,1.541752e-01
5.735000e-11,7.248548e-06,9.373621e-09,3.196600e-09,8.576226e-02,8.358529e-04,7.248548e-06,1.449710e-05,1.006911e+00,1.541748e-01
5.737500e-11,7.248527e-06,9.356230e-09,3.190432e-09,8.576323e-02,8.342357e-04,7.248527e-06,1.449705e-05,1.006911e+00,1.541743e-01
5.740000e-11,7.248505e-06,9.339274e-09,3.184290e-09,8.576420e-02,8.326217e-04,7.248505e-06,1.449701e-05,1.006911e+00,1.541738e-01
5.742500e-11,7.248483e-06,9.322747e-09,3.178176e-09,8.576517e-02,8.310108e-04,7.248483e-06,1.449697e-05,1.006911e+00,1.541734e-01
5.745000e-11,7.248462e-06,9.306638e-09,3.172088e-09,8.576613e-02,8.294031e-04,7.248462e-06,1.449692e-05,1.006911e+00,1.541729e-01
5.747500e-11,7.248440e-06,9.290937e-09,3.166026e-09,8.576710e-02,8.277984e-04,7.248440e-06,1.449688e-05,1.006911e+00,1.541725e-01
5.750000e-11,7.248419e-06,9.275630e-09,3.159990e-09,8.576806e-02,8.261969e-04,7.248419e-06,1.449684e-05,1.006911e+00,1.541720e-01
5.752500e-11,7.248397e-06,9.260703e-09,3.153979e-09,8.576902e-02,8.245985e-04,7.248397e-06,1.449679e-05,1.006911e+00,1.541716e-01
5.755000e-11,7.248376e-06,9.246141e-09,3.147993e-09,8.576998e-02,8.230033e-04,7.248376e-06,1.449675e-05,1.006911e+00,1.541711e-01
5.757500e-11,7.248355e-06,9.231925e-09,3.142030e-09,8.577093e-02,8.214111e-04,7.248355e-06,1.449671e-05,1.006911e+00,1.541707e-01
5.760000e-11,7.248333e-06,9.218037e-09,3.136090e-09,8.577188e-02,8.198221e-04,7.248333e-06,1.449667e-05,1.006911e+00,1.541702e-01
5.762500e-11,7.248312e-06,9.204457e-09,3.130173e-09,8.577284e-02,8.182362e-04,7.248312e-06,1.449662e-05,1.006911e+00,1.541697e-01
5.765000e-11,7.248291e-06,9.191162e-09,3.124278e-09,8.577379e-02,8.166533e-04,7.248291e-06,1.449658e-05,1.006911e+00,1.541693e-01
5.767500e-11,7.248270e-06,9.178132e-09,3.118403e-09,8.577474e-02,8.150736e-04,7.248270e-06,1.449654e-05,1.006911e+00,1.541688e-01
5.770000e-11,7.248249e-06,9.165341e-09,3.112548e-09,8.577568e-02,8.134970e-04,7.248249e-06,1.449650e-05,1.006911e+00,1.541684e-01
5.772500e-11,7.248228e-06,9.152766e-09,3.106713e-09,8.577663e-02,8.119236e-04,7.248228e-06,1.449646e-05,1.006911e+00,1.541680e-01
5.775000e-11,7.248207e-06,9.140382e-09,3.100895e-09,8.577757e-02,8.103532e-04,7.248207e-06,1.449641e-05,1.006911e+00,1.541675e-01
5.777500e-11,7.248186e-06,9.128162e-09,3.095094e-09,8.577851e-02,8.087859e-04,7.248186e-06,1.449637e-05,1.006910e+00,1.541671e-01
5.780000e-11,7.248165e-06,9.116080e-09,3.089310e-09,8.577945e-02,8.072216e-04,7.248165e-06,1.449633e-05,1.006910e+00,1.541666e-01
5.782500e-11,7.248144e-06,9.104110e-09,3.083540e-09,8.578039e-02,8.056605e-04,7.248144e-06,1.449629e-05,1.006910e+00,1.541662e-01
5.785000e-11,7.248123e-06,9.092224e-09,3.077784e-09,8.578132e-02,8.041025e-04,7.248123e-06,1.449625e-05,1.006910e+00,1.541657e-01
5.787500e-11,7.248102e-06,9.080395e-09,3.072042e-09,8.578226e-02,8.025475e-04,7.248102e-06,1.449620e-05,1.006910e+00,1.541653e-01
5.790000e-11,7.248082e-06,9.068595e-09,3.066311e-09,8.578319e-02,8.009956e-04,7.248082e-06,1.449616e-05,1.006910e+00,1.541648e-01
5.792500e-11,7.248061e-06,9.056798e-09,3.060591e-09,8.578412e-02,7.994467e-04,7.248061e-06,1.449612e-05,1.006910e+00,1.541644e-01
5.795000e-11,7.248040e-06,9.044976e-09,3.054881e-09,8.578505e-02,7.979010e-04,7.248040e-06,1.449608e-05,1.006910e+00,1.541640e-01
5.797500e-11,7.248019e-06,9.033104e-09,3.049180e-09,8.578598e-02,7.963582e-04,7.248019e-06,1.449604e-05,1.006910e+00,1.541635e-01
5.800000e-11,7.247999e-06,9.021154e-09,3.043486e-09,8.578690e-02,7.948186e-04,7.247999e-06,1.449600e-05,1.006910e+00,1.541631e-01
5.802500e-11,7.247978e-06,9.009101e-09,3.037800e-09,8.578783e-02,7.932819e-04,7.247978e-06,1.449596e-05,1.006910e+00,1.541626e-01
5.805000e-11,7.247958e-06,8.996920e-09,3.032119e-09,8.578875e-02,7.917483e-04,7.247958e-06,1.449592e-05,1.006910e+00,1.541622e-01
5.807500e-11,7.247937e-06,8.984588e-09,3.026443e-09,8.578967e-02,7.902177e-04,7.247937e-06,1.449587e-05,1.006910e+00,1.541618e-01
5.810000e-11,7.247916e-06,8.972082e-09,3.020771e-09,8.579059e-02,7.886901e-04,7.247916e-06,1.449583e-05,1.006910e+00,1.541613e-01
5.812500e-11,7.247896e-06,8.959378e-09,3.015102e-09,8.579151e-02,7.871656e-04,7.247896e-06,1.449579e-05,1.006910e+00,1.541609e-01
5.815000e-11,7.247875e-06,8.946457e-09,3.009436e-09,8.579242e-02,7.856440e-04,7.247875e-06,1.449575e-05,1.006910e+00,1.541605e-01
5.817500e-11,7.247855e-06,8.933299e-09,3.003771e-09,8.579334e-02,7.841254e-04,7.247855e-06,1.449571e-05,1.006910e+00,1.541600e-01
5.820000e-11,7.247834e-06,8.919886e-09,2.998108e-09,8.579425e-02,7.826098e-04,7.247834e-06,1.449567e-05,1.006910e+00,1.541596e-01
5.822500e-11,7.247814e-06,8.906201e-09,2.992444e-09,8.579516e-02,7.810972e-04,7.247814e-06,1.449563e-05,1.006910e+00,1.541592e-01
5.825000e-11,7.247794e-06,8.892228e-09,2.986780e-09,8.579607e-02,7.795876e-04,7.247794e-06,1.449559e-05,1.006910e+00,1.541587e-01
5.827500e-11,7.247773e-06,8.877953e-09,2.981115e-09,8.579697e-02,7.780809e-04,7.247773e-06,1.449555e-05,1.006910e+00,1.541583e-01
5.830000e-11,7.247753e-06,8.863366e-09,2.975449e-09,8.579788e-02,7.765771e-04,7.247753e-06,1.449551e-05,1.006910e+00,1.541579e-01
5.832500e-11,7.247733e-06,8.848454e-09,2.969781e-09,8.579878e-02,7.750763e-04,7.247733e-06,1.449547e-05,1.006910e+00,1.541574e-01
5.835000e-11,7.247712e-06,8.833210e-09,2.964111e-09,8.579968e-02,7.735784e-04,7.247712e-06,1.449542e-05,1.006910e+00,1.541570e-01
5.837500e-11,7.247692e-06,8.817626e-09,2.958438e-09,8.580058e-02,7.720835e-04,7.247692e-06,1.449538e-05,1.006910e+00,1.541566e-01
5.840000e-11,7.247672e-06,8.801697e-09,2.952763e-09,8.580148e-02,7.705914e-04,7.247672e-06,1.449534e-05,1.006910e+00,1.541561e-01
5.842500e-11,7.247652e-06,8.785420e-09,2.947084e-09,8.580238e-02,7.691023e-04,7.247652e-06,1.449530e-05,1.006910e+00,1.541557e-01
5.845000e-11,7.247631e-06,8.768794e-09,2.941403e-09,8.580327e-02,7.676160e-04,7.247631e-06,1.449526e-05,1.006910e+00,1.541553e-01
5.847500e-11,7.247611e-06,8.751818e-09,2.935719e-09,8.580416e-02,7.661326e-04,7.247611e-06,1.449522e-05,1.006910e+00,1.541548e-01
5.850000e-11,7.247591e-06,8.734494e-09,2.930032e-09,8.580506e-02,7.646521e-04,7.247591e-06,1.449518e-05,1.006910e+00,1.541544e-01
5.852500e-11,7.247571e-06,8.716828e-09,2.924343e-09,8.580595e-02,7.631744e-04,7.247571e-06,1.449514e-05,1.006910e+00,1.541540e-01
5.855000e-11,7.247551e-06,8.698823e-09,2.918651e-09,8.580683e-02,7.616996e-04,7.247551e-06,1.449510e-05,1.006910e+00,1.541536e-01
5.857500e-11,7.247531e-06,8.680489e-09,2.912956e-09,8.580772e-02,7.602276e-04,7.247531e-06,1.449506e-05,1.006910e+00,1.541531e-01
5.860000e-11,7.247511e-06,8.661833e-09,2.907260e-09,8.580860e-02,7.587585e-04,7.247511e-06,1.449502e-05,1.006909e+00,1.541527e-01
5.862500e-11,7.247491e-06,8.642867e-09,2.901562e-09,8.580949e-02,7.572922e-04,7.247491e-06,1.449498e-05,1.006909e+00,1.541523e-01
5.865000e-11,7.247471e-06,8.623603e-09,2.895862e-09,8.581037e-02,7.558287e-04,7.247471e-06,1.449494e-05,1.006909e+00,1.541518e-01
5.867500e-11,7.247451e-06,8.604055e-09,2.890162e-09,8.581125e-02,7.543680e-04,7.247451e-06,1.449490e-05,1.006909e+00,1.541514e-01
