time,"I(L1|XDUT)","V(10|XDUT)","I(R1|XDUT)","P(B1|XDUT)","P(B3|XDUT)","I(LMEASURE|XDUT)","I(LMEASURE2|XDUT)","P(QQ)","P(L1|XDUT)"
0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e-14,2.722033e-08,5.168276e-06,1.444076e-09,2.925250e-07,1.076984e-07,2.722033e-08,5.444067e-08,1.399844e-05,5.789695e-04
5.000000e-14,5.460903e-08,3.630341e-06,4.472665e-09,1.296057e-06,5.674476e-07,5.460903e-08,1.092181e-07,4.657738e-05,1.161520e-03
7.500000e-14,8.214627e-08,3.872708e-06,8.960062e-09,3.445598e-06,1.721633e-06,8.214627e-08,1.642925e-07,9.922568e-05,1.747230e-03
1.000000e-13,1.098002e-07,4.200154e-06,1.477692e-08,7.155457e-06,3.958357e-06,1.098002e-07,2.196004e-07,1.724594e-04,2.335422e-03
1.250000e-13,1.375370e-07,4.612074e-06,2.182133e-08,1.281240e-05,7.673003e-06,1.375370e-07,2.750741e-07,2.665321e-04,2.925378e-03
1.500000e-13,1.653244e-07,5.107086e-06,3.000552e-08,2.077624e-05,1.324711e-05,1.653244e-07,3.306489e-07,3.816721e-04,3.516409e-03
1.750000e-13,1.931329e-07,5.683290e-06,3.924533e-08,3.138074e-05,2.103904e-05,1.931329e-07,3.862659e-07,5.181598e-04,4.107888e-03
2.000000e-13,2.209364e-07,6.338371e-06,4.945672e-08,4.493397e-05,3.138072e-05,2.209364e-07,4.418727e-07,6.763519e-04,4.699260e-03
2.250000e-13,2.487121e-07,7.069645e-06,6.055575e-08,6.171843e-05,4.457692e-05,2.487121e-07,4.974241e-07,8.566868e-04,5.290042e-03
2.500000e-13,2.764412e-07,7.874094e-06,7.245942e-08,8.199128e-05,6.090549e-05,2.764412e-07,5.528823e-07,1.059684e-03,5.879833e-03
2.750000e-13,3.041085e-07,8.748393e-06,8.508648e-08,1.059848e-04,8.061786e-05,3.041085e-07,6.082170e-07,1.285940e-03,6.468310e-03
3.000000e-13,3.317027e-07,9.688935e-06,9.835792e-08,1.339069e-04,1.039397e-04,3.317027e-07,6.634054e-07,1.536125e-03,7.055232e-03
3.250000e-13,3.592162e-07,1.069185e-05,1.121974e-07,1.659420e-04,1.310715e-04,3.592162e-07,7.184324e-07,1.810979e-03,7.640437e-03
3.500000e-13,3.866451e-07,1.175305e-05,1.265313e-07,2.022516e-04,1.621898e-04,3.866451e-07,7.732903e-07,2.111302e-03,8.223843e-03
3.750000e-13,4.139893e-07,1.286822e-05,1.412893e-07,2.429757e-04,1.974474e-04,4.139893e-07,8.279786e-07,2.437955e-03,8.805446e-03
4.000000e-13,4.412521e-07,1.403287e-05,1.564043e-07,2.882330e-04,2.369749e-04,4.412521e-07,8.825041e-07,2.791848e-03,9.385318e-03
4.250000e-13,4.684402e-07,1.524236e-05,1.718128e-07,3.381227e-04,2.808817e-04,4.684402e-07,9.368805e-07,3.173940e-03,9.963604e-03
4.500000e-13,4.955640e-07,1.649191e-05,1.874549e-07,3.927252e-04,3.292567e-04,4.955640e-07,9.911280e-07,3.585227e-03,1.054052e-02
4.750000e-13,5.226366e-07,1.777663e-05,2.032744e-07,4.521031e-04,3.821697e-04,5.226366e-07,1.045273e-06,4.026738e-03,1.111635e-02
5.000000e-13,5.496742e-07,1.909156e-05,2.192189e-07,5.163027e-04,4.396725e-04,5.496742e-07,1.099348e-06,4.499532e-03,1.169143e-02
5.250000e-13,5.766957e-07,2.043170e-05,2.352402e-07,5.853549e-04,5.018003e-04,5.766957e-07,1.153391e-06,5.004686e-03,1.226617e-02
5.500000e-13,6.037226e-07,2.179199e-05,2.512939e-07,6.592767e-04,5.685725e-04,6.037226e-07,1.207445e-06,5.543291e-03,1.284103e-02
5.750000e-13,6.307785e-07,2.316739e-05,2.673394e-07,7.380719e-04,6.399944e-04,6.307785e-07,1.261557e-06,6.116447e-03,1.341650e-02
6.000000e-13,6.578891e-07,2.455287e-05,2.833403e-07,8.217330e-04,7.160581e-04,6.578891e-07,1.315778e-06,6.725252e-03,1.399313e-02
6.250000e-13,6.850817e-07,2.594346e-05,2.992640e-07,9.102416e-04,7.967440e-04,6.850817e-07,1.370163e-06,7.370803e-03,1.457151e-02
6.500000e-13,7.123852e-07,2.733423e-05,3.150818e-07,1.003570e-03,8.820217e-04,7.123852e-07,1.424770e-06,8.054180e-03,1.515225e-02
6.750000e-13,7.398294e-07,2.872036e-05,3.307688e-07,1.101683e-03,9.718515e-04,7.398294e-07,1.479659e-06,8.776449e-03,1.573598e-02
7.000000e-13,7.674452e-07,3.009713e-05,3.463036e-07,1.204538e-03,1.066186e-03,7.674452e-07,1.534890e-06,9.538650e-03,1.632336e-02
7.250000e-13,7.952638e-07,3.145996e-05,3.616685e-07,1.312086e-03,1.164969e-03,7.952638e-07,1.590528e-06,1.034179e-02,1.691506e-02
7.500000e-13,8.233167e-07,3.280441e-05,3.768489e-07,1.424273e-03,1.268141e-03,8.233167e-07,1.646633e-06,1.118685e-02,1.751174e-02
7.750000e-13,8.516355e-07,3.412619e-05,3.918338e-07,1.541042e-03,1.375635e-03,8.516355e-07,1.703271e-06,1.207476e-02,1.811407e-02
8.000000e-13,8.802511e-07,3.542123e-05,4.066149e-07,1.662333e-03,1.487382e-03,8.802511e-07,1.760502e-06,1.300641e-02,1.872272e-02
8.250000e-13,9.091941e-07,3.668562e-05,4.211869e-07,1.788082e-03,1.603309e-03,9.091941e-07,1.818388e-06,1.398263e-02,1.933833e-02
8.500000e-13,9.384938e-07,3.791567e-05,4.355469e-07,1.918227e-03,1.723342e-03,9.384938e-07,1.876988e-06,1.500421e-02,1.996152e-02
8.750000e-13,9.681784e-07,3.910793e-05,4.496946e-07,2.052703e-03,1.847404e-03,9.681784e-07,1.936357e-06,1.607186e-02,2.059291e-02
9.000000e-13,9.982748e-07,4.025915e-05,4.636318e-07,2.191446e-03,1.975420e-03,9.982748e-07,1.996550e-06,1.718624e-02,2.123305e-02
9.250000e-13,1.028808e-06,4.136636e-05,4.773623e-07,2.334392e-03,2.107314e-03,1.028808e-06,2.057616e-06,1.834794e-02,2.188248e-02
9.500000e-13,1.059801e-06,4.242681e-05,4.908914e-07,2.481480e-03,2.243010e-03,1.059801e-06,2.119601e-06,1.955748e-02,2.254169e-02
9.750000e-13,1.091274e-06,4.343801e-05,5.042260e-07,2.632650e-03,2.382436e-03,1.091274e-06,2.182548e-06,2.081531e-02,2.321112e-02
1.000000e-12,1.123246e-06,4.439776e-05,5.173742e-07,2.787844e-03,2.525519e-03,1.123246e-06,2.246492e-06,2.212179e-02,2.389115e-02
1.025000e-12,1.155732e-06,4.530408e-05,5.303451e-07,2.947007e-03,2.672190e-03,1.155732e-06,2.311465e-06,2.347721e-02,2.458213e-02
1.050000e-12,1.188747e-06,4.615530e-05,5.431482e-07,3.110086e-03,2.822383e-03,1.188747e-06,2.377493e-06,2.488180e-02,2.528434e-02
1.075000e-12,1.222298e-06,4.694998e-05,5.557940e-07,3.277032e-03,2.976035e-03,1.222298e-06,2.444597e-06,2.633567e-02,2.599798e-02
1.100000e-12,1.256395e-06,4.768698e-05,5.682928e-07,3.447800e-03,3.133085e-03,1.256395e-06,2.512790e-06,2.783887e-02,2.672320e-02
1.125000e-12,1.291041e-06,4.836542e-05,5.806552e-07,3.622345e-03,3.293475e-03,1.291041e-06,2.582081e-06,2.939139e-02,2.746011e-02
1.150000e-12,1.326236e-06,4.898466e-05,5.928915e-07,3.800628e-03,3.457153e-03,1.326236e-06,2.652472e-06,3.099310e-02,2.820870e-02
1.175000e-12,1.361978e-06,4.954435e-05,6.050116e-07,3.982612e-03,3.624067e-03,1.361978e-06,2.723957e-06,3.264381e-02,2.896893e-02
1.200000e-12,1.398263e-06,5.004437e-05,6.170248e-07,4.168264e-03,3.794170e-03,1.398263e-06,2.796525e-06,3.434324e-02,2.974069e-02
1.225000e-12,1.435079e-06,5.048486e-05,6.289398e-07,4.357551e-03,3.967419e-03,1.435079e-06,2.870159e-06,3.609104e-02,3.052377e-02
1.250000e-12,1.472417e-06,5.086620e-05,6.407643e-07,4.550446e-03,4.143770e-03,1.472417e-06,2.944834e-06,3.788677e-02,3.131793e-02
1.275000e-12,1.510260e-06,5.118899e-05,6.525047e-07,4.746922e-03,4.323186e-03,1.510260e-06,3.020520e-06,3.972993e-02,3.212285e-02
1.300000e-12,1.548590e-06,5.145407e-05,6.641666e-07,4.946953e-03,4.505630e-03,1.548590e-06,3.097181e-06,4.161994e-02,3.293812e-02
1.325000e-12,1.587387e-06,5.166248e-05,6.757540e-07,5.150517e-03,4.691068e-03,1.587387e-06,3.174773e-06,4.355614e-02,3.376331e-02
1.350000e-12,1.626625e-06,5.181546e-05,6.872695e-07,5.357591e-03,4.879465e-03,1.626625e-06,3.253249e-06,4.553780e-02,3.459789e-02
1.375000e-12,1.666278e-06,5.191446e-05,6.987143e-07,5.568154e-03,5.070791e-03,1.666278e-06,3.332555e-06,4.756415e-02,3.544130e-02
1.400000e-12,1.706316e-06,5.196109e-05,7.100879e-07,5.782183e-03,5.265014e-03,1.706316e-06,3.412632e-06,4.963434e-02,3.629291e-02
1.425000e-12,1.746709e-06,5.195713e-05,7.213883e-07,5.999657e-03,5.462103e-03,1.746709e-06,3.493417e-06,5.174746e-02,3.715204e-02
1.450000e-12,1.787421e-06,5.190452e-05,7.326119e-07,6.220553e-03,5.662028e-03,1.787421e-06,3.574841e-06,5.390256e-02,3.801798e-02
1.475000e-12,1.828417e-06,5.180534e-05,7.437534e-07,6.444846e-03,5.864755e-03,1.828417e-06,3.656834e-06,5.609862e-02,3.888996e-02
1.500000e-12,1.869659e-06,5.166179e-05,7.548057e-07,6.672511e-03,6.070253e-03,1.869659e-06,3.739318e-06,5.833459e-02,3.976717e-02
1.525000e-12,1.911109e-06,5.147620e-05,7.657604e-07,6.903518e-03,6.278486e-03,1.911109e-06,3.822218e-06,6.060937e-02,4.064880e-02
1.550000e-12,1.952725e-06,5.125098e-05,7.766073e-07,7.137837e-03,6.489418e-03,1.952725e-06,3.905451e-06,6.292185e-02,4.153397e-02
1.575000e-12,1.994467e-06,5.098865e-05,7.873347e-07,7.375433e-03,6.703008e-03,1.994467e-06,3.988935e-06,6.527085e-02,4.242181e-02
1.600000e-12,2.036293e-06,5.069178e-05,7.979297e-07,7.616268e-03,6.919215e-03,2.036293e-06,4.072585e-06,6.765519e-02,4.331143e-02
1.625000e-12,2.078159e-06,5.036302e-05,8.083778e-07,7.860298e-03,7.137992e-03,2.078159e-06,4.156318e-06,7.007365e-02,4.420191e-02
1.650000e-12,2.120023e-06,5.000507e-05,8.186633e-07,8.107478e-03,7.359289e-03,2.120023e-06,4.240047e-06,7.252503e-02,4.509236e-02
1.675000e-12,2.161844e-06,4.962065e-05,8.287697e-07,8.357754e-03,7.583052e-03,2.161844e-06,4.323687e-06,7.500807e-02,4.598186e-02
1.700000e-12,2.203577e-06,4.921251e-05,8.386790e-07,8.611069e-03,7.809221e-03,2.203577e-06,4.407154e-06,7.752154e-02,4.686952e-02
1.725000e-12,2.245183e-06,4.878341e-05,8.483728e-07,8.867362e-03,8.037733e-03,2.245183e-06,4.490365e-06,8.006419e-02,4.775446e-02
1.750000e-12,2.286619e-06,4.833610e-05,8.578317e-07,9.126563e-03,8.268518e-03,2.286619e-06,4.573239e-06,8.263478e-02,4.863581e-02
1.775000e-12,2.327848e-06,4.787334e-05,8.670360e-07,9.388598e-03,8.501501e-03,2.327848e-06,4.655696e-06,8.523208e-02,4.951273e-02
1.800000e-12,2.368830e-06,4.739785e-05,8.759655e-07,9.653386e-03,8.736601e-03,2.368830e-06,4.737660e-06,8.785487e-02,5.038441e-02
1.825000e-12,2.409530e-06,4.691231e-05,8.845998e-07,9.920842e-03,8.973734e-03,2.409530e-06,4.819059e-06,9.050194e-02,5.125008e-02
1.850000e-12,2.449912e-06,4.641936e-05,8.929185e-07,1.019087e-02,9.212806e-03,2.449912e-06,4.899825e-06,9.317212e-02,5.210901e-02
1.875000e-12,2.489946e-06,4.592160e-05,9.009013e-07,1.046338e-02,9.453721e-03,2.489946e-06,4.979891e-06,9.586425e-02,5.296051e-02
1.900000e-12,2.529599e-06,4.542156e-05,9.085283e-07,1.073825e-02,9.696373e-03,2.529599e-06,5.059199e-06,9.857721e-02,5.380393e-02
1.925000e-12,2.568846e-06,4.492169e-05,9.157801e-07,1.101538e-02,9.940654e-03,2.568846e-06,5.137693e-06,1.013099e-01,5.463871e-02
1.950000e-12,2.607662e-06,4.442438e-05,9.226378e-07,1.129466e-02,1.018645e-02,2.607662e-06,5.215324e-06,1.040613e-01,5.546430e-02
1.975000e-12,2.646024e-06,4.393192e-05,9.290837e-07,1.157595e-02,1.043364e-02,2.646024e-06,5.292048e-06,1.068303e-01,5.628025e-02
2.000000e-12,2.683913e-06,4.344653e-05,9.351007e-07,1.185914e-02,1.068209e-02,2.683913e-06,5.367826e-06,1.096161e-01,5.708615e-02
2.025000e-12,2.721314e-06,4.297032e-05,9.406732e-07,1.214409e-02,1.093168e-02,2.721314e-06,5.442628e-06,1.124176e-01,5.788166e-02
2.050000e-12,2.758214e-06,4.250529e-05,9.457868e-07,1.243066e-02,1.118228e-02,2.758214e-06,5.516429e-06,1.152341e-01,5.866651e-02
2.075000e-12,2.794604e-06,4.205337e-05,9.504286e-07,1.271871e-02,1.143373e-02,2.794604e-06,5.589208e-06,1.180647e-01,5.944051e-02
2.100000e-12,2.830477e-06,4.161634e-05,9.545874e-07,1.300810e-02,1.168591e-02,2.830477e-06,5.660955e-06,1.209086e-01,6.020353e-02
2.125000e-12,2.865832e-06,4.119591e-05,9.582535e-07,1.329867e-02,1.193866e-02,2.865832e-06,5.731663e-06,1.237651e-01,6.095551e-02
2.150000e-12,2.900667e-06,4.079364e-05,9.614194e-07,1.359028e-02,1.219183e-02,2.900667e-06,5.801335e-06,1.266336e-01,6.169646e-02
2.175000e-12,2.934989e-06,4.041099e-05,9.640793e-07,1.388278e-02,1.244528e-02,2.934989e-06,5.869978e-06,1.295135e-01,6.242646e-02
2.200000e-12,2.968803e-06,4.004931e-05,9.662295e-07,1.417601e-02,1.269885e-02,2.968803e-06,5.937607e-06,1.324043e-01,6.314569e-02
2.225000e-12,3.002122e-06,3.970983e-05,9.678686e-07,1.446981e-02,1.295238e-02,3.002122e-06,6.004243e-06,1.353055e-01,6.385436e-02
2.250000e-12,3.034957e-06,3.939365e-05,9.689973e-07,1.476403e-02,1.320572e-02,3.034957e-06,6.069914e-06,1.382166e-01,6.455276e-02
2.275000e-12,3.067327e-06,3.910177e-05,9.696184e-07,1.505852e-02,1.345873e-02,3.067327e-06,6.134655e-06,1.411374e-01,6.524127e-02
2.300000e-12,3.099252e-06,3.883505e-05,9.697372e-07,1.535312e-02,1.371123e-02,3.099252e-06,6.198504e-06,1.440675e-01,6.592029e-02
2.325000e-12,3.130754e-06,3.859426e-05,9.693611e-07,1.564769e-02,1.396310e-02,3.130754e-06,6.261507e-06,1.470067e-01,6.659033e-02
2.350000e-12,3.161858e-06,3.838004e-05,9.685000e-07,1.594206e-02,1.421416e-02,3.161858e-06,6.323717e-06,1.499549e-01,6.725192e-02
2.375000e-12,3.192594e-06,3.819292e-05,9.671660e-07,1.623610e-02,1.446429e-02,3.192594e-06,6.385188e-06,1.529119e-01,6.790566e-02
2.400000e-12,3.222991e-06,3.803331e-05,9.653733e-07,1.652967e-02,1.471333e-02,3.222991e-06,6.445982e-06,1.558778e-01,6.855220e-02
2.425000e-12,3.253082e-06,3.790154e-05,9.631385e-07,1.682263e-02,1.496115e-02,3.253082e-06,6.506164e-06,1.588523e-01,6.919223e-02
2.450000e-12,3.282902e-06,3.779780e-05,9.604804e-07,1.711485e-02,1.520761e-02,3.282902e-06,6.565804e-06,1.618358e-01,6.982649e-02
2.475000e-12,3.312487e-06,3.772221e-05,9.574196e-07,1.740620e-02,1.545259e-02,3.312487e-06,6.624975e-06,1.648281e-01,7.045576e-02
2.500000e-12,3.341876e-06,3.767476e-05,9.539789e-07,1.769656e-02,1.569597e-02,3.341876e-06,6.683751e-06,1.678296e-01,7.108084e-02
2.525000e-12,3.371106e-06,3.765536e-05,9.501831e-07,1.798582e-02,1.593763e-02,3.371106e-06,6.742212e-06,1.708404e-01,7.170257e-02
2.550000e-12,3.400219e-06,3.766383e-05,9.460585e-07,1.827389e-02,1.617746e-02,3.400219e-06,6.800439e-06,1.738607e-01,7.232180e-02
2.575000e-12,3.429256e-06,3.769989e-05,9.416331e-07,1.856066e-02,1.641537e-02,3.429256e-06,6.858512e-06,1.768909e-01,7.293940e-02
2.600000e-12,3.458258e-06,3.776318e-05,9.369367e-07,1.884604e-02,1.665127e-02,3.458258e-06,6.916517e-06,1.799312e-01,7.355627e-02
2.625000e-12,3.487268e-06,3.785327e-05,9.320001e-07,1.912996e-02,1.688507e-02,3.487268e-06,6.974536e-06,1.829820e-01,7.417330e-02
2.650000e-12,3.516327e-06,3.796964e-05,9.268554e-07,1.941235e-02,1.711670e-02,3.516327e-06,7.032653e-06,1.860438e-01,7.479137e-02
2.675000e-12,3.545476e-06,3.811169e-05,9.215359e-07,1.969316e-02,1.734610e-02,3.545476e-06,7.090953e-06,1.891168e-01,7.541137e-02
2.700000e-12,3.574758e-06,3.827876e-05,9.160757e-07,1.997233e-02,1.757322e-02,3.574758e-06,7.149517e-06,1.922017e-01,7.603420e-02
2.725000e-12,3.604213e-06,3.847013e-05,9.105094e-07,2.024983e-02,1.779802e-02,3.604213e-06,7.208427e-06,1.952988e-01,7.666070e-02
2.750000e-12,3.633881e-06,3.868501e-05,9.048723e-07,2.052563e-02,1.802046e-02,3.633881e-06,7.267762e-06,1.984086e-01,7.729172e-02
2.775000e-12,3.663799e-06,3.892255e-05,8.992000e-07,2.079971e-02,1.824052e-02,3.663799e-06,7.327599e-06,2.015317e-01,7.792808e-02
2.800000e-12,3.694006e-06,3.918185e-05,8.935281e-07,2.107207e-02,1.845820e-02,3.694006e-06,7.388012e-06,2.046685e-01,7.857057e-02
2.825000e-12,3.724537e-06,3.946197e-05,8.878923e-07,2.134272e-02,1.867349e-02,3.724537e-06,7.449073e-06,2.078195e-01,7.921994e-02
2.850000e-12,3.755424e-06,3.976191e-05,8.823279e-07,2.161167e-02,1.888640e-02,3.755424e-06,7.510849e-06,2.109854e-01,7.987691e-02
2.875000e-12,3.786701e-06,4.008064e-05,8.768698e-07,2.187894e-02,1.909696e-02,3.786701e-06,7.573402e-06,2.141666e-01,8.054216e-02
2.900000e-12,3.818396e-06,4.041707e-05,8.715523e-07,2.214458e-02,1.930520e-02,3.818396e-06,7.636792e-06,2.173636e-01,8.121631e-02
2.925000e-12,3.850537e-06,4.077011e-05,8.664088e-07,2.240864e-02,1.951116e-02,3.850537e-06,7.701074e-06,2.205771e-01,8.189994e-02
2.950000e-12,3.883148e-06,4.113860e-05,8.614717e-07,2.267116e-02,1.971489e-02,3.883148e-06,7.766296e-06,2.238073e-01,8.259357e-02
2.975000e-12,3.916252e-06,4.152140e-05,8.567723e-07,2.293223e-02,1.991647e-02,3.916252e-06,7.832503e-06,2.270550e-01,8.329767e-02
3.000000e-12,3.949867e-06,4.191730e-05,8.523405e-07,2.319191e-02,2.011595e-02,3.949867e-06,7.899734e-06,2.303205e-01,8.401266e-02
3.025000e-12,3.984011e-06,4.232509e-05,8.482047e-07,2.345029e-02,2.031343e-02,3.984011e-06,7.968022e-06,2.336044e-01,8.473889e-02
3.050000e-12,4.018697e-06,4.274355e-05,8.443917e-07,2.370746e-02,2.050899e-02,4.018697e-06,8.037394e-06,2.369071e-01,8.547665e-02
3.075000e-12,4.053936e-06,4.317145e-05,8.409264e-07,2.396353e-02,2.070273e-02,4.053936e-06,8.107871e-06,2.402289e-01,8.622617e-02
3.100000e-12,4.089735e-06,4.360752e-05,8.378318e-07,2.421861e-02,2.089476e-02,4.089735e-06,8.179470e-06,2.435704e-01,8.698762e-02
3.125000e-12,4.126100e-06,4.405051e-05,8.351290e-07,2.447280e-02,2.108518e-02,4.126100e-06,8.252200e-06,2.469318e-01,8.776110e-02
3.150000e-12,4.163033e-06,4.449916e-05,8.328367e-07,2.472624e-02,2.127413e-02,4.163033e-06,8.326065e-06,2.503136e-01,8.854664e-02
3.175000e-12,4.200531e-06,4.495221e-05,8.309717e-07,2.497905e-02,2.146172e-02,4.200531e-06,8.401062e-06,2.537161e-01,8.934423e-02
3.200000e-12,4.238592e-06,4.540839e-05,8.295480e-07,2.523136e-02,2.164808e-02,4.238592e-06,8.477184e-06,2.571394e-01,9.015377e-02
3.225000e-12,4.277208e-06,4.586647e-05,8.285778e-07,2.548331e-02,2.183335e-02,4.277208e-06,8.554416e-06,2.605839e-01,9.097512e-02
3.250000e-12,4.316370e-06,4.632518e-05,8.280704e-07,2.573503e-02,2.201767e-02,4.316370e-06,8.632739e-06,2.640499e-01,9.180808e-02
3.275000e-12,4.356064e-06,4.678330e-05,8.280328e-07,2.598667e-02,2.220117e-02,4.356064e-06,8.712129e-06,2.675374e-01,9.265238e-02
3.300000e-12,4.396277e-06,4.723961e-05,8.284696e-07,2.623838e-02,2.238401e-02,4.396277e-06,8.792554e-06,2.710465e-01,9.350769e-02
3.325000e-12,4.436991e-06,4.769289e-05,8.293827e-07,2.649029e-02,2.256632e-02,4.436991e-06,8.873981e-06,2.745775e-01,9.437366e-02
3.350000e-12,4.478185e-06,4.814198e-05,8.307716e-07,2.674254e-02,2.274825e-02,4.478185e-06,8.956369e-06,2.781304e-01,9.524984e-02
3.375000e-12,4.519837e-06,4.858570e-05,8.326335e-07,2.699529e-02,2.292994e-02,4.519837e-06,9.039674e-06,2.817052e-01,9.613578e-02
3.400000e-12,4.561924e-06,4.902292e-05,8.349628e-07,2.724868e-02,2.311155e-02,4.561924e-06,9.123848e-06,2.853019e-01,9.703096e-02
3.425000e-12,4.604420e-06,4.945253e-05,8.377518e-07,2.750285e-02,2.329320e-02,4.604420e-06,9.208839e-06,2.889204e-01,9.793483e-02
3.450000e-12,4.647296e-06,4.987346e-05,8.409905e-07,2.775793e-02,2.347505e-02,4.647296e-06,9.294592e-06,2.925606e-01,9.884680e-02
3.475000e-12,4.690524e-06,5.028466e-05,8.446664e-07,2.801406e-02,2.365723e-02,4.690524e-06,9.381048e-06,2.962225e-01,9.976624e-02
3.500000e-12,4.734073e-06,5.068512e-05,8.487651e-07,2.827137e-02,2.383987e-02,4.734073e-06,9.468145e-06,2.999059e-01,1.006925e-01
3.525000e-12,4.777911e-06,5.107386e-05,8.532699e-07,2.852998e-02,2.402311e-02,4.777911e-06,9.555822e-06,3.036105e-01,1.016249e-01
3.550000e-12,4.822006e-06,5.144997e-05,8.581624e-07,2.879003e-02,2.420706e-02,4.822006e-06,9.644012e-06,3.073362e-01,1.025628e-01
3.575000e-12,4.866324e-06,5.181255e-05,8.634222e-07,2.905161e-02,2.439184e-02,4.866324e-06,9.732649e-06,3.110826e-01,1.035055e-01
3.600000e-12,4.910833e-06,5.216075e-05,8.690274e-07,2.931484e-02,2.457758e-02,4.910833e-06,9.821666e-06,3.148496e-01,1.044522e-01
3.625000e-12,4.955497e-06,5.249379e-05,8.749543e-07,2.957983e-02,2.476436e-02,4.955497e-06,9.910994e-06,3.186367e-01,1.054022e-01
3.650000e-12,5.000282e-06,5.281092e-05,8.811780e-07,2.984665e-02,2.495230e-02,5.000282e-06,1.000056e-05,3.224436e-01,1.063547e-01
3.675000e-12,5.045156e-06,5.311145e-05,8.876722e-07,3.011541e-02,2.514149e-02,5.045156e-06,1.009031e-05,3.262699e-01,1.073092e-01
3.700000e-12,5.090082e-06,5.339474e-05,8.944096e-07,3.038618e-02,2.533199e-02,5.090082e-06,1.018016e-05,3.301153e-01,1.082648e-01
3.725000e-12,5.135030e-06,5.366020e-05,9.013621e-07,3.065902e-02,2.552390e-02,5.135030e-06,1.027006e-05,3.339793e-01,1.092208e-01
3.750000e-12,5.179966e-06,5.390732e-05,9.085005e-07,3.093400e-02,2.571728e-02,5.179966e-06,1.035993e-05,3.378614e-01,1.101765e-01
3.775000e-12,5.224858e-06,5.413562e-05,9.157953e-07,3.121117e-02,2.591218e-02,5.224858e-06,1.044972e-05,3.417612e-01,1.111314e-01
3.800000e-12,5.269676e-06,5.434471e-05,9.232166e-07,3.149058e-02,2.610865e-02,5.269676e-06,1.053935e-05,3.456781e-01,1.120847e-01
3.825000e-12,5.314391e-06,5.453424e-05,9.307341e-07,3.177225e-02,2.630674e-02,5.314391e-06,1.062878e-05,3.496118e-01,1.130357e-01
3.850000e-12,5.358975e-06,5.470393e-05,9.383174e-07,3.205622e-02,2.650647e-02,5.358975e-06,1.071795e-05,3.535617e-01,1.139840e-01
3.875000e-12,5.403401e-06,5.485358e-05,9.459365e-07,3.234249e-02,2.670786e-02,5.403401e-06,1.080680e-05,3.575272e-01,1.149290e-01
3.900000e-12,5.447645e-06,5.498303e-05,9.535613e-07,3.263108e-02,2.691093e-02,5.447645e-06,1.089529e-05,3.615078e-01,1.158700e-01
3.925000e-12,5.491683e-06,5.509221e-05,9.611625e-07,3.292197e-02,2.711567e-02,5.491683e-06,1.098337e-05,3.655031e-01,1.168067e-01
3.950000e-12,5.535495e-06,5.518110e-05,9.687110e-07,3.321517e-02,2.732208e-02,5.535495e-06,1.107099e-05,3.695124e-01,1.177386e-01
3.975000e-12,5.579061e-06,5.524976e-05,9.761787e-07,3.351064e-02,2.753015e-02,5.579061e-06,1.115812e-05,3.735353e-01,1.186652e-01
4.000000e-12,5.622365e-06,5.529832e-05,9.835384e-07,3.380837e-02,2.773986e-02,5.622365e-06,1.124473e-05,3.775711e-01,1.195863e-01
4.025000e-12,5.665391e-06,5.532697e-05,9.907639e-07,3.410831e-02,2.795116e-02,5.665391e-06,1.133078e-05,3.816194e-01,1.205014e-01
4.050000e-12,5.708126e-06,5.533596e-05,9.978300e-07,3.441042e-02,2.816402e-02,5.708126e-06,1.141625e-05,3.856796e-01,1.214104e-01
4.075000e-12,5.750560e-06,5.532563e-05,1.004713e-06,3.471465e-02,2.837839e-02,5.750560e-06,1.150112e-05,3.897512e-01,1.223129e-01
4.100000e-12,5.792685e-06,5.529637e-05,1.011390e-06,3.502093e-02,2.859421e-02,5.792685e-06,1.158537e-05,3.938337e-01,1.232089e-01
4.125000e-12,5.834494e-06,5.524864e-05,1.017841e-06,3.532921e-02,2.881143e-02,5.834494e-06,1.166899e-05,3.979266e-01,1.240982e-01
4.150000e-12,5.875983e-06,5.518296e-05,1.024047e-06,3.563941e-02,2.902998e-02,5.875983e-06,1.175197e-05,4.020294e-01,1.249807e-01
4.175000e-12,5.917151e-06,5.509992e-05,1.029989e-06,3.595145e-02,2.924977e-02,5.917151e-06,1.183430e-05,4.061417e-01,1.258563e-01
4.200000e-12,5.957997e-06,5.500018e-05,1.035652e-06,3.626526e-02,2.947074e-02,5.957997e-06,1.191599e-05,4.102629e-01,1.267251e-01
4.225000e-12,5.998525e-06,5.488444e-05,1.041021e-06,3.658074e-02,2.969279e-02,5.998525e-06,1.199705e-05,4.143927e-01,1.275871e-01
4.250000e-12,6.038739e-06,5.475347e-05,1.046085e-06,3.689780e-02,2.991584e-02,6.038739e-06,1.207748e-05,4.185306e-01,1.284424e-01
4.275000e-12,6.078646e-06,5.460809e-05,1.050834e-06,3.721636e-02,3.013979e-02,6.078646e-06,1.215729e-05,4.226762e-01,1.292912e-01
4.300000e-12,6.118253e-06,5.444918e-05,1.055258e-06,3.753631e-02,3.036455e-02,6.118253e-06,1.223651e-05,4.268292e-01,1.301337e-01
