time,"I(L6|XSOURCEA)","I(L6|XSOURCEB)","P(B3|XDUT)","P(B1|XLOADCIRCUIT)"
2.890000e-10,-5.330675e-06,2.155000e-06,6.572152e+00,6.839016e+00
2.892500e-10,-5.425261e-06,2.427839e-06,6.580349e+00,6.843441e+00
2.895000e-10,-5.528647e-06,2.666189e-06,6.583943e+00,6.846364e+00
2.897500e-10,-5.625779e-06,2.831588e-06,6.582439e+00,6.847315e+00
2.900000e-10,-5.703442e-06,2.899118e-06,6.576297e+00,6.846179e+00
2.902500e-10,-5.752113e-06,2.861629e-06,6.566820e+00,6.843214e+00
2.905000e-10,-5.767102e-06,2.730671e-06,6.555883e+00,6.839005e+00
2.907500e-10,-5.748854e-06,2.533932e-06,6.545567e+00,6.834361e+00
2.910000e-10,-5.702473e-06,2.309727e-06,6.537769e+00,6.830159e+00
2.912500e-10,-5.636598e-06,2.099699e-06,6.533876e+00,6.827181e+00
2.915000e-10,-5.561879e-06,1.941227e-06,6.534545e+00,6.825968e+00
2.917500e-10,-5.489279e-06,1.860974e-06,6.539635e+00,6.826721e+00
2.920000e-10,-5.428465e-06,1.870687e-06,6.548253e+00,6.829281e+00
2.922500e-10,-5.386500e-06,1.965824e-06,6.558929e+00,6.833171e+00
2.925000e-10,-5.366998e-06,2.127076e-06,6.569862e+00,6.837699e+00
2.927500e-10,-5.369869e-06,2.324349e-06,6.579225e+00,6.842091e+00
2.930000e-10,-5.391651e-06,2.522444e-06,6.585476e+00,6.845622e+00
2.932500e-10,-5.426369e-06,2.687417e-06,6.587638e+00,6.847735e+00
2.935000e-10,-5.466757e-06,2.792514e-06,6.585471e+00,6.848126e+00
2.937500e-10,-5.505615e-06,2.822670e-06,6.579506e+00,6.846786e+00
2.940000e-10,-5.537052e-06,2.776785e-06,6.570935e+00,6.844000e+00
2.942500e-10,-5.557388e-06,2.667402e-06,6.561374e+00,6.840297e+00
2.945000e-10,-5.565567e-06,2.517916e-06,6.552549e+00,6.836355e+00
2.947500e-10,-5.563016e-06,2.357903e-06,6.545987e+00,6.832878e+00
2.950000e-10,-5.553031e-06,2.217526e-06,6.542751e+00,6.830475e+00
2.952500e-10,-5.539830e-06,2.122074e-06,6.543288e+00,6.829543e+00
2.955000e-10,-5.527504e-06,2.087648e-06,6.547386e+00,6.830204e+00
2.957500e-10,-5.519097e-06,2.118671e-06,6.554248e+00,6.832292e+00
2.960000e-10,-5.515997e-06,2.207604e-06,6.562653e+00,6.835399e+00
2.962500e-10,-5.517759e-06,2.336787e-06,6.571172e+00,6.838958e+00
2.965000e-10,-5.522363e-06,2.482012e-06,6.578416e+00,6.842355e+00
2.967500e-10,-5.526824e-06,2.617142e-06,6.583276e+00,6.845041e+00
2.970000e-10,-5.527992e-06,2.718924e-06,6.585102e+00,6.846617e+00
2.972500e-10,-5.523370e-06,2.771114e-06,6.583804e+00,6.846895e+00
2.975000e-10,-5.511761e-06,2.767186e-06,6.579848e+00,6.845921e+00
2.977500e-10,-5.493623e-06,2.711144e-06,6.574141e+00,6.843954e+00
2.980000e-10,-5.471065e-06,2.616351e-06,6.567846e+00,6.841411e+00
2.982500e-10,-5.447491e-06,2.502653e-06,6.562144e+00,6.838789e+00
2.985000e-10,-5.426979e-06,2.392443e-06,6.558028e+00,6.836570e+00
2.987500e-10,-5.413497e-06,2.306429e-06,6.556131e+00,6.835136e+00
2.990000e-10,-5.410123e-06,2.259932e-06,6.556643e+00,6.834704e+00
2.992500e-10,-5.418404e-06,2.260355e-06,6.559316e+00,6.835292e+00
2.995000e-10,-5.437978e-06,2.306207e-06,6.563539e+00,6.836732e+00
2.997500e-10,-5.466532e-06,2.387791e-06,6.568469e+00,6.838709e+00
3.000000e-10,-5.500112e-06,2.489327e-06,6.573196e+00,6.840835e+00
3.002500e-10,-5.533724e-06,2.592090e-06,6.576906e+00,6.842721e+00
3.005000e-10,-5.562142e-06,2.677943e-06,6.579029e+00,6.844052e+00
3.007500e-10,-5.580767e-06,2.732623e-06,6.579324e+00,6.844636e+00
3.010000e-10,-5.586403e-06,2.748196e-06,6.577916e+00,6.844434e+00
3.012500e-10,-5.577804e-06,2.724237e-06,6.575248e+00,6.843553e+00
3.015000e-10,-5.555903e-06,2.667583e-06,6.571981e+00,6.842222e+00
3.017500e-10,-5.523682e-06,2.590742e-06,6.568852e+00,6.840743e+00
3.020000e-10,-5.485701e-06,2.509329e-06,6.566525e+00,6.839428e+00
3.022500e-10,-5.447365e-06,2.439044e-06,6.565466e+00,6.838544e+00
3.025000e-10,-5.414056e-06,2.392786e-06,6.565863e+00,6.838260e+00
3.027500e-10,-5.390284e-06,2.378422e-06,6.567608e+00,6.838620e+00
3.030000e-10,-5.378989e-06,2.397595e-06,6.570330e+00,6.839540e+00
3.032500e-10,-5.381130e-06,2.445718e-06,6.573482e+00,6.840829e+00
3.035000e-10,-5.395612e-06,2.513115e-06,6.576451e+00,6.842229e+00
3.037500e-10,-5.419557e-06,2.587028e-06,6.578677e+00,6.843473e+00
3.040000e-10,-5.448859e-06,2.654101e-06,6.579758e+00,6.844328e+00
3.042500e-10,-5.478899e-06,2.702865e-06,6.579526e+00,6.844647e+00
3.045000e-10,-5.505303e-06,2.725762e-06,6.578070e+00,6.844389e+00
3.047500e-10,-5.524599e-06,2.720360e-06,6.575717e+00,6.843625e+00
3.050000e-10,-5.534675e-06,2.689558e-06,6.572961e+00,6.842521e+00
3.052500e-10,-5.534969e-06,2.640793e-06,6.570365e+00,6.841304e+00
3.055000e-10,-5.526402e-06,2.584435e-06,6.568449e+00,6.840216e+00
3.057500e-10,-5.511072e-06,2.531722e-06,6.567595e+00,6.839473e+00
3.060000e-10,-5.491803e-06,2.492638e-06,6.567978e+00,6.839217e+00
3.062500e-10,-5.471615e-06,2.474132e-06,6.569542e+00,6.839498e+00
3.065000e-10,-5.453236e-06,2.478996e-06,6.572018e+00,6.840264e+00
3.067500e-10,-5.438715e-06,2.505555e-06,6.574979e+00,6.841378e+00
3.070000e-10,-5.429191e-06,2.548206e-06,6.577923e+00,6.842641e+00
3.072500e-10,-5.424845e-06,2.598642e-06,6.580361e+00,6.843834e+00
3.075000e-10,-5.425024e-06,2.647521e-06,6.581909e+00,6.844760e+00
3.077500e-10,-5.428491e-06,2.686244e-06,6.582347e+00,6.845274e+00
3.080000e-10,-5.433746e-06,2.708509e-06,6.581657e+00,6.845309e+00
3.082500e-10,-5.439358e-06,2.711377e-06,6.580020e+00,6.844886e+00
3.085000e-10,-5.444232e-06,2.695650e-06,6.577772e+00,6.844103e+00
3.087500e-10,-5.447772e-06,2.665546e-06,6.575346e+00,6.843118e+00
3.090000e-10,-5.449925e-06,2.627741e-06,6.573182e+00,6.842116e+00
3.092500e-10,-5.451081e-06,2.590013e-06,6.571653e+00,6.841278e+00
3.095000e-10,-5.451897e-06,2.559732e-06,6.571003e+00,6.840746e+00
3.097500e-10,-5.453055e-06,2.542517e-06,6.571308e+00,6.840603e+00
3.100000e-10,-5.455039e-06,2.541272e-06,6.572478e+00,6.840857e+00
3.102500e-10,-5.457966e-06,2.555786e-06,6.574276e+00,6.841447e+00
3.105000e-10,-5.461518e-06,2.582918e-06,6.576377e+00,6.842258e+00
3.107500e-10,-5.464989e-06,2.617325e-06,6.578422e+00,6.843140e+00
3.110000e-10,-5.467424e-06,2.652559e-06,6.580087e+00,6.843944e+00
3.112500e-10,-5.467840e-06,2.682314e-06,6.581139e+00,6.844543e+00
3.115000e-10,-5.465462e-06,2.701600e-06,6.581469e+00,6.844857e+00
3.117500e-10,-5.459923e-06,2.707601e-06,6.581103e+00,6.844861e+00
3.120000e-10,-5.451401e-06,2.700107e-06,6.580191e+00,6.844587e+00
3.122500e-10,-5.440634e-06,2.681421e-06,6.578968e+00,6.844117e+00
3.125000e-10,-5.428841e-06,2.655815e-06,6.577706e+00,6.843559e+00
3.127500e-10,-5.417532e-06,2.628636e-06,6.576659e+00,6.843032e+00
3.130000e-10,-5.408260e-06,2.605262e-06,6.576018e+00,6.842636e+00
3.132500e-10,-5.402358e-06,2.590102e-06,6.575881e+00,6.842442e+00
3.135000e-10,-5.400706e-06,2.585822e-06,6.576240e+00,6.842475e+00
3.137500e-10,-5.403569e-06,2.592939e-06,6.576992e+00,6.842715e+00
3.140000e-10,-5.410543e-06,2.609834e-06,6.577965e+00,6.843102e+00
3.142500e-10,-5.420607e-06,2.633148e-06,6.578959e+00,6.843554e+00
3.145000e-10,-5.432278e-06,2.658495e-06,6.579784e+00,6.843979e+00
3.147500e-10,-5.443842e-06,2.681321e-06,6.580296e+00,6.844300e+00
3.150000e-10,-5.453612e-06,2.697755e-06,6.580427e+00,6.844462e+00
3.152500e-10,-5.460185e-06,2.705295e-06,6.580188e+00,6.844449e+00
3.155000e-10,-5.462644e-06,2.703202e-06,6.579670e+00,6.844278e+00
3.157500e-10,-5.460679e-06,2.692551e-06,6.579014e+00,6.843999e+00
3.160000e-10,-5.454613e-06,2.675945e-06,6.578389e+00,6.843682e+00
3.162500e-10,-5.445327e-06,2.656951e-06,6.577950e+00,6.843401e+00
3.165000e-10,-5.434106e-06,2.639397e-06,6.577809e+00,6.843220e+00
3.167500e-10,-5.422428e-06,2.626642e-06,6.578018e+00,6.843183e+00
3.170000e-10,-5.411738e-06,2.620983e-06,6.578552e+00,6.843302e+00
3.172500e-10,-5.403241e-06,2.623281e-06,6.579326e+00,6.843559e+00
3.175000e-10,-5.397738e-06,2.632879e-06,6.580204e+00,6.843910e+00
3.177500e-10,-5.395550e-06,2.647793e-06,6.581032e+00,6.844290e+00
3.180000e-10,-5.396508e-06,2.665157e-06,6.581664e+00,6.844633e+00
3.182500e-10,-5.400034e-06,2.681792e-06,6.581993e+00,6.844878e+00
3.185000e-10,-5.405264e-06,2.694817e-06,6.581969e+00,6.844984e+00
3.187500e-10,-5.411219e-06,2.702167e-06,6.581605e+00,6.844938e+00
3.190000e-10,-5.416959e-06,2.702938e-06,6.580980e+00,6.844751e+00
3.192500e-10,-5.421725e-06,2.697495e-06,6.580216e+00,6.844465e+00
3.195000e-10,-5.425021e-06,2.687338e-06,6.579459e+00,6.844134e+00
3.197500e-10,-5.426646e-06,2.674767e-06,6.578853e+00,6.843822e+00
3.200000e-10,-5.426669e-06,2.662409e-06,6.578509e+00,6.843587e+00
3.202500e-10,-5.425364e-06,2.652712e-06,6.578493e+00,6.843473e+00
3.205000e-10,-5.423112e-06,2.647497e-06,6.578809e+00,6.843499e+00
3.207500e-10,-5.420315e-06,2.647652e-06,6.579406e+00,6.843662e+00
3.210000e-10,-5.417310e-06,2.653011e-06,6.580187e+00,6.843932e+00
3.212500e-10,-5.414327e-06,2.662440e-06,6.581025e+00,6.844264e+00
3.215000e-10,-5.411471e-06,2.674099e-06,6.581793e+00,6.844604e+00
3.217500e-10,-5.408744e-06,2.685819e-06,6.582378e+00,6.844897e+00
3.220000e-10,-5.406089e-06,2.695527e-06,6.582707e+00,6.845101e+00
3.222500e-10,-5.403444e-06,2.701623e-06,6.582751e+00,6.845192e+00
3.225000e-10,-5.400789e-06,2.703264e-06,6.582533e+00,6.845166e+00
3.227500e-10,-5.398186e-06,2.700477e-06,6.582118e+00,6.845038e+00
3.230000e-10,-5.395781e-06,2.694116e-06,6.581598e+00,6.844840e+00
3.232500e-10,-5.393792e-06,2.685661e-06,6.581078e+00,6.844616e+00
3.235000e-10,-5.392468e-06,2.676909e-06,6.580651e+00,6.844408e+00
3.237500e-10,-5.392030e-06,2.669626e-06,6.580390e+00,6.844254e+00
3.240000e-10,-5.392616e-06,2.665216e-06,6.580329e+00,6.844177e+00
3.242500e-10,-5.394237e-06,2.664477e-06,6.580467e+00,6.844188e+00
3.245000e-10,-5.396741e-06,2.667485e-06,6.580765e+00,6.844278e+00
3.247500e-10,-5.399826e-06,2.673608e-06,6.581163e+00,6.844426e+00
3.250000e-10,-5.403062e-06,2.681664e-06,6.581586e+00,6.844604e+00
3.252500e-10,-5.405955e-06,2.690163e-06,6.581964e+00,6.844778e+00
3.255000e-10,-5.408016e-06,2.697603e-06,6.582243e+00,6.844920e+00
3.257500e-10,-5.408839e-06,2.702745e-06,6.582392e+00,6.845010e+00
3.260000e-10,-5.408171e-06,2.704835e-06,6.582410e+00,6.845040e+00
3.262500e-10,-5.405955e-06,2.703719e-06,6.582321e+00,6.845016e+00
3.265000e-10,-5.402348e-06,2.699846e-06,6.582169e+00,6.844950e+00
3.267500e-10,-5.397701e-06,2.694149e-06,6.582006e+00,6.844866e+00
3.270000e-10,-5.392513e-06,2.687854e-06,6.581882e+00,6.844787e+00
3.272500e-10,-5.387356e-06,2.682237e-06,6.581834e+00,6.844734e+00
3.275000e-10,-5.382793e-06,2.678383e-06,6.581880e+00,6.844721e+00
3.277500e-10,-5.379297e-06,2.676994e-06,6.582017e+00,6.844753e+00
3.280000e-10,-5.377187e-06,2.678281e-06,6.582219e+00,6.844825e+00
3.282500e-10,-5.376587e-06,2.681948e-06,6.582449e+00,6.844922e+00
3.285000e-10,-5.377414e-06,2.687271e-06,6.582661e+00,6.845027e+00
3.287500e-10,-5.379405e-06,2.693257e-06,6.582816e+00,6.845119e+00
3.290000e-10,-5.382159e-06,2.698838e-06,6.582885e+00,6.845182e+00
3.292500e-10,-5.385204e-06,2.703077e-06,6.582857e+00,6.845203e+00
3.295000e-10,-5.388068e-06,2.705332e-06,6.582742e+00,6.845181e+00
3.297500e-10,-5.390343e-06,2.705361e-06,6.582567e+00,6.845122e+00
3.300000e-10,-5.391733e-06,2.703346e-06,6.582372e+00,6.845039e+00
3.302500e-10,-5.392085e-06,2.699838e-06,6.582200e+00,6.844951e+00
3.305000e-10,-5.391394e-06,2.695634e-06,6.582092e+00,6.844877e+00
3.307500e-10,-5.389783e-06,2.691616e-06,6.582078e+00,6.844833e+00
3.310000e-10,-5.387473e-06,2.688584e-06,6.582168e+00,6.844831e+00
3.312500e-10,-5.384736e-06,2.687110e-06,6.582357e+00,6.844875e+00
3.315000e-10,-5.381854e-06,2.687442e-06,6.582621e+00,6.844958e+00
3.317500e-10,-5.379080e-06,2.689478e-06,6.582922e+00,6.845070e+00
3.320000e-10,-5.376607e-06,2.692803e-06,6.583216e+00,6.845193e+00
3.322500e-10,-5.374557e-06,2.696779e-06,6.583462e+00,6.845308e+00
3.325000e-10,-5.372980e-06,2.700681e-06,6.583626e+00,6.845400e+00
3.327500e-10,-5.371866e-06,2.703834e-06,6.583691e+00,6.845456e+00
3.330000e-10,-5.371163e-06,2.705737e-06,6.583653e+00,6.845469e+00
3.332500e-10,-5.370798e-06,2.706148e-06,6.583530e+00,6.845441e+00
3.335000e-10,-5.370698e-06,2.705118e-06,6.583347e+00,6.845380e+00
3.337500e-10,-5.370799e-06,2.702964e-06,6.583144e+00,6.845300e+00
3.340000e-10,-5.371054e-06,2.700198e-06,6.582957e+00,6.845216e+00
3.342500e-10,-5.371426e-06,2.697421e-06,6.582819e+00,6.845144e+00
3.345000e-10,-5.371887e-06,2.695204e-06,6.582755e+00,6.845097e+00
3.347500e-10,-5.372400e-06,2.693986e-06,6.582773e+00,6.845081e+00
3.350000e-10,-5.372914e-06,2.693996e-06,6.582869e+00,6.845100e+00
3.352500e-10,-5.373359e-06,2.695218e-06,6.583026e+00,6.845149e+00
3.355000e-10,-5.373646e-06,2.697411e-06,6.583218e+00,6.845219e+00
3.357500e-10,-5.373676e-06,2.700161e-06,6.583417e+00,6.845298e+00
3.360000e-10,-5.373358e-06,2.702967e-06,6.583595e+00,6.845376e+00
3.362500e-10,-5.372622e-06,2.705341e-06,6.583732e+00,6.845440e+00
3.365000e-10,-5.371438e-06,2.706898e-06,6.583816e+00,6.845484e+00
3.367500e-10,-5.369828e-06,2.707422e-06,6.583845e+00,6.845505e+00
3.370000e-10,-5.367870e-06,2.706898e-06,6.583828e+00,6.845504e+00
3.372500e-10,-5.365697e-06,2.705507e-06,6.583781e+00,6.845485e+00
3.375000e-10,-5.363477e-06,2.703584e-06,6.583722e+00,6.845458e+00
3.377500e-10,-5.361397e-06,2.701545e-06,6.583669e+00,6.845430e+00
3.380000e-10,-5.359639e-06,2.699807e-06,6.583638e+00,6.845409e+00
3.382500e-10,-5.358348e-06,2.698713e-06,6.583635e+00,6.845400e+00
3.385000e-10,-5.357617e-06,2.698467e-06,6.583663e+00,6.845405e+00
3.387500e-10,-5.357467e-06,2.699109e-06,6.583715e+00,6.845423e+00
3.390000e-10,-5.357849e-06,2.700509e-06,6.583781e+00,6.845451e+00
3.392500e-10,-5.358646e-06,2.702405e-06,6.583847e+00,6.845482e+00
3.395000e-10,-5.359691e-06,2.704454e-06,6.583902e+00,6.845512e+00
3.397500e-10,-5.360790e-06,2.706301e-06,6.583937e+00,6.845534e+00
3.400000e-10,-5.361745e-06,2.707648e-06,6.583949e+00,6.845545e+00
3.402500e-10,-5.362387e-06,2.708301e-06,6.583940e+00,6.845546e+00
3.405000e-10,-5.362591e-06,2.708203e-06,6.583918e+00,6.845536e+00
3.407500e-10,-5.362291e-06,2.707440e-06,6.583895e+00,6.845522e+00
3.410000e-10,-5.361487e-06,2.706215e-06,6.583881e+00,6.845507e+00
3.412500e-10,-5.360242e-06,2.704804e-06,6.583888e+00,6.845498e+00
3.415000e-10,-5.358665e-06,2.703503e-06,6.583921e+00,6.845499e+00
3.417500e-10,-5.356898e-06,2.702570e-06,6.583983e+00,6.845511e+00
3.420000e-10,-5.355092e-06,2.702183e-06,6.584068e+00,6.845537e+00
3.422500e-10,-5.353390e-06,2.702405e-06,6.584168e+00,6.845572e+00
3.425000e-10,-5.351906e-06,2.703185e-06,6.584271e+00,6.845613e+00
3.427500e-10,-5.350719e-06,2.704369e-06,6.584362e+00,6.845654e+00
3.430000e-10,-5.349864e-06,2.705737e-06,6.584430e+00,6.845690e+00
3.432500e-10,-5.349338e-06,2.707046e-06,6.584468e+00,6.845715e+00
3.435000e-10,-5.349100e-06,2.708076e-06,6.584471e+00,6.845727e+00
3.437500e-10,-5.349088e-06,2.708671e-06,6.584442e+00,6.845725e+00
3.440000e-10,-5.349227e-06,2.708766e-06,6.584390e+00,6.845710e+00
3.442500e-10,-5.349440e-06,2.708392e-06,6.584326e+00,6.845686e+00
3.445000e-10,-5.349659e-06,2.707664e-06,6.584263e+00,6.845659e+00
3.447500e-10,-5.349826e-06,2.706760e-06,6.584214e+00,6.845633e+00
3.450000e-10,-5.349902e-06,2.705880e-06,6.584189e+00,6.845615e+00
3.452500e-10,-5.349858e-06,2.705208e-06,6.584195e+00,6.845607e+00
3.455000e-10,-5.349680e-06,2.704880e-06,6.584233e+00,6.845613e+00
3.457500e-10,-5.349359e-06,2.704960e-06,6.584298e+00,6.845630e+00
3.460000e-10,-5.348895e-06,2.705430e-06,6.584383e+00,6.845658e+00
3.462500e-10,-5.348291e-06,2.706199e-06,6.584476e+00,6.845693e+00
3.465000e-10,-5.347554e-06,2.707124e-06,6.584568e+00,6.845729e+00
3.467500e-10,-5.346696e-06,2.708040e-06,6.584646e+00,6.845763e+00
3.470000e-10,-5.345736e-06,2.708789e-06,6.584705e+00,6.845791e+00
3.472500e-10,-5.344703e-06,2.709253e-06,6.584741e+00,6.845809e+00
3.475000e-10,-5.343636e-06,2.709373e-06,6.584754e+00,6.845819e+00
3.477500e-10,-5.342581e-06,2.709155e-06,6.584747e+00,6.845819e+00
3.480000e-10,-5.341588e-06,2.708670e-06,6.584727e+00,6.845812e+00
3.482500e-10,-5.340709e-06,2.708035e-06,6.584703e+00,6.845802e+00
3.485000e-10,-5.339990e-06,2.707389e-06,6.584680e+00,6.845791e+00
3.487500e-10,-5.339464e-06,2.706868e-06,6.584666e+00,6.845782e+00
3.490000e-10,-5.339144e-06,2.706577e-06,6.584663e+00,6.845778e+00
3.492500e-10,-5.339024e-06,2.706574e-06,6.584674e+00,6.845780e+00
3.495000e-10,-5.339072e-06,2.706859e-06,6.584695e+00,6.845787e+00
3.497500e-10,-5.339239e-06,2.707381e-06,6.584725e+00,6.845798e+00
3.500000e-10,-5.339459e-06,2.708045e-06,6.584758e+00,6.845811e+00
3.502500e-10,-5.339657e-06,2.708735e-06,6.584791e+00,6.845825e+00
3.505000e-10,-5.339763e-06,2.709333e-06,6.584820e+00,6.845838e+00
3.507500e-10,-5.339715e-06,2.709747e-06,6.584844e+00,6.845848e+00
3.510000e-10,-5.339470e-06,2.709919e-06,6.584862e+00,6.845855e+00
3.512500e-10,-5.339008e-06,2.709841e-06,6.584876e+00,6.845859e+00
3.515000e-10,-5.338337e-06,2.709550e-06,6.584889e+00,6.845861e+00
3.517500e-10,-5.337487e-06,2.709120e-06,6.584903e+00,6.845864e+00
3.520000e-10,-5.336509e-06,2.708646e-06,6.584921e+00,6.845867e+00
3.522500e-10,-5.335469e-06,2.708228e-06,6.584945e+00,6.845873e+00
3.525000e-10,-5.334434e-06,2.707947e-06,6.584975e+00,6.845882e+00
3.527500e-10,-5.333470e-06,2.707857e-06,6.585009e+00,6.845893e+00
3.530000e-10,-5.332630e-06,2.707974e-06,6.585044e+00,6.845907e+00
3.532500e-10,-5.331951e-06,2.708272e-06,6.585078e+00,6.845921e+00
3.535000e-10,-5.331447e-06,2.708695e-06,6.585105e+00,6.845934e+00
3.537500e-10,-5.331114e-06,2.709167e-06,6.585124e+00,6.845945e+00
3.540000e-10,-5.330929e-06,2.709607e-06,6.585134e+00,6.845952e+00
3.542500e-10,-5.330856e-06,2.709943e-06,6.585133e+00,6.845955e+00
3.545000e-10,-5.330851e-06,2.710127e-06,6.585125e+00,6.845954e+00
3.547500e-10,-5.330867e-06,2.710142e-06,6.585112e+00,6.845949e+00
3.550000e-10,-5.330861e-06,2.710003e-06,6.585099e+00,6.845943e+00
3.552500e-10,-5.330798e-06,2.709754e-06,6.585090e+00,6.845937e+00
3.555000e-10,-5.330651e-06,2.709454e-06,6.585088e+00,6.845933e+00
3.557500e-10,-5.330408e-06,2.709170e-06,6.585097e+00,6.845933e+00
3.560000e-10,-5.330063e-06,2.708963e-06,6.585117e+00,6.845936e+00
3.562500e-10,-5.329623e-06,2.708874e-06,6.585148e+00,6.845944e+00
3.565000e-10,-5.329099e-06,2.708919e-06,6.585187e+00,6.845957e+00
3.567500e-10,-5.328509e-06,2.709090e-06,6.585230e+00,6.845972e+00
3.570000e-10,-5.327872e-06,2.709354e-06,6.585274e+00,6.845989e+00
3.572500e-10,-5.327208e-06,2.709661e-06,6.585315e+00,6.846005e+00
3.575000e-10,-5.326538e-06,2.709957e-06,6.585349e+00,6.846020e+00
3.577500e-10,-5.325880e-06,2.710191e-06,6.585373e+00,6.846031e+00
3.580000e-10,-5.325254e-06,2.710328e-06,6.585387e+00,6.846039e+00
3.582500e-10,-5.324673e-06,2.710351e-06,6.585392e+00,6.846043e+00
3.585000e-10,-5.324152e-06,2.710266e-06,6.585390e+00,6.846043e+00
3.587500e-10,-5.323700e-06,2.710100e-06,6.585384e+00,6.846041e+00
3.590000e-10,-5.323325e-06,2.709893e-06,6.585377e+00,6.846038e+00
3.592500e-10,-5.323026e-06,2.709691e-06,6.585371e+00,6.846035e+00
3.595000e-10,-5.322800e-06,2.709538e-06,6.585370e+00,6.846033e+00
3.597500e-10,-5.322634e-06,2.709464e-06,6.585374e+00,6.846033e+00
3.600000e-10,-5.322512e-06,2.709487e-06,6.585384e+00,6.846035e+00
3.602500e-10,-5.322412e-06,2.709601e-06,6.585400e+00,6.846040e+00
3.605000e-10,-5.322308e-06,2.709788e-06,6.585420e+00,6.846047e+00
3.607500e-10,-5.322174e-06,2.710013e-06,6.585443e+00,6.846055e+00
3.610000e-10,-5.321988e-06,2.710238e-06,6.585466e+00,6.846064e+00
3.612500e-10,-5.321729e-06,2.710424e-06,6.585488e+00,6.846072e+00
3.615000e-10,-5.321386e-06,2.710544e-06,6.585508e+00,6.846080e+00
3.617500e-10,-5.320958e-06,2.710580e-06,6.585526e+00,6.846086e+00
3.620000e-10,-5.320450e-06,2.710535e-06,6.585541e+00,6.846092e+00
3.622500e-10,-5.319878e-06,2.710423e-06,6.585555e+00,6.846096e+00
3.625000e-10,-5.319265e-06,2.710271e-06,6.585569e+00,6.846100e+00
3.627500e-10,-5.318640e-06,2.710111e-06,6.585582e+00,6.846105e+00
3.630000e-10,-5.318030e-06,2.709977e-06,6.585595e+00,6.846109e+00
3.632500e-10,-5.317462e-06,2.709893e-06,6.585609e+00,6.846114e+00
3.635000e-10,-5.316957e-06,2.709877e-06,6.585624e+00,6.846119e+00
3.637500e-10,-5.316531e-06,2.709930e-06,6.585637e+00,6.846125e+00
3.640000e-10,-5.316187e-06,2.710041e-06,6.585650e+00,6.846130e+00
3.642500e-10,-5.315921e-06,2.710191e-06,6.585661e+00,6.846135e+00
3.645000e-10,-5.315723e-06,2.710352e-06,6.585670e+00,6.846139e+00
3.647500e-10,-5.315572e-06,2.710497e-06,6.585677e+00,6.846143e+00
3.650000e-10,-5.315448e-06,2.710603e-06,6.585681e+00,6.846145e+00
3.652500e-10,-5.315327e-06,2.710656e-06,6.585684e+00,6.846146e+00
3.655000e-10,-5.315187e-06,2.710652e-06,6.585687e+00,6.846147e+00
3.657500e-10,-5.315011e-06,2.710597e-06,6.585692e+00,6.846147e+00
3.660000e-10,-5.314785e-06,2.710507e-06,6.585698e+00,6.846149e+00
3.662500e-10,-5.314505e-06,2.710403e-06,6.585708e+00,6.846151e+00
3.665000e-10,-5.314168e-06,2.710307e-06,6.585722e+00,6.846154e+00
3.667500e-10,-5.313781e-06,2.710240e-06,6.585739e+00,6.846159e+00
3.670000e-10,-5.313353e-06,2.710212e-06,6.585759e+00,6.846166e+00
3.672500e-10,-5.312897e-06,2.710230e-06,6.585781e+00,6.846173e+00
3.675000e-10,-5.312426e-06,2.710288e-06,6.585804e+00,6.846182e+00
3.677500e-10,-5.311954e-06,2.710376e-06,6.585825e+00,6.846190e+00
3.680000e-10,-5.311493e-06,2.710475e-06,6.585844e+00,6.846197e+00
3.682500e-10,-5.311055e-06,2.710568e-06,6.585859e+00,6.846204e+00
3.685000e-10,-5.310646e-06,2.710640e-06,6.585870e+00,6.846209e+00
3.687500e-10,-5.310273e-06,2.710678e-06,6.585878e+00,6.846213e+00
3.690000e-10,-5.309937e-06,2.710679e-06,6.585882e+00,6.846215e+00
3.692500e-10,-5.309639e-06,2.710646e-06,6.585884e+00,6.846216e+00
3.695000e-10,-5.309376e-06,2.710588e-06,6.585885e+00,6.846216e+00
3.697500e-10,-5.309144e-06,2.710519e-06,6.585886e+00,6.846216e+00
3.700000e-10,-5.308936e-06,2.710455e-06,6.585889e+00,6.846217e+00
3.702500e-10,-5.308744e-06,2.710407e-06,6.585894e+00,6.846218e+00
3.705000e-10,-5.308558e-06,2.710388e-06,6.585901e+00,6.846220e+00
3.707500e-10,-5.308370e-06,2.710399e-06,6.585912e+00,6.846223e+00
3.710000e-10,-5.308170e-06,2.710440e-06,6.585925e+00,6.846227e+00
3.712500e-10,-5.307948e-06,2.710501e-06,6.585939e+00,6.846232e+00
3.715000e-10,-5.307698e-06,2.710573e-06,6.585955e+00,6.846238e+00
3.717500e-10,-5.307415e-06,2.710641e-06,6.585971e+00,6.846243e+00
3.720000e-10,-5.307098e-06,2.710695e-06,6.585986e+00,6.846249e+00
3.722500e-10,-5.306748e-06,2.710725e-06,6.586000e+00,6.846254e+00
3.725000e-10,-5.306371e-06,2.710727e-06,6.586013e+00,6.846259e+00
3.727500e-10,-5.305974e-06,2.710703e-06,6.586024e+00,6.846263e+00
3.730000e-10,-5.305567e-06,2.710658e-06,6.586035e+00,6.846267e+00
3.732500e-10,-5.305162e-06,2.710602e-06,6.586044e+00,6.846270e+00
3.735000e-10,-5.304771e-06,2.710547e-06,6.586053e+00,6.846273e+00
