time,"I(L6|XSOURCEA)","I(L6|XSOURCEB)","P(B3|XDUT)","P(B1|XLOADCIRCUIT)"
3.737500e-10,-5.304403e-06,2.710502e-06,6.586061e+00,6.846276e+00
3.740000e-10,-5.304067e-06,2.710477e-06,6.586069e+00,6.846279e+00
3.742500e-10,-5.303766e-06,2.710474e-06,6.586077e+00,6.846282e+00
3.745000e-10,-5.303503e-06,2.710495e-06,6.586085e+00,6.846285e+00
3.747500e-10,-5.303273e-06,2.710534e-06,6.586093e+00,6.846288e+00
3.750000e-10,-5.303071e-06,2.710584e-06,6.586100e+00,6.846291e+00
3.752500e-10,-5.302889e-06,2.710635e-06,6.586107e+00,6.846294e+00
3.755000e-10,-5.302715e-06,2.710680e-06,6.586114e+00,6.846296e+00
3.757500e-10,-5.302540e-06,2.710710e-06,6.586121e+00,6.846299e+00
3.760000e-10,-5.302353e-06,2.710722e-06,6.586128e+00,6.846301e+00
3.762500e-10,-5.302147e-06,2.710713e-06,6.586136e+00,6.846304e+00
3.765000e-10,-5.301915e-06,2.710689e-06,6.586144e+00,6.846306e+00
3.767500e-10,-5.301657e-06,2.710653e-06,6.586153e+00,6.846309e+00
3.770000e-10,-5.301371e-06,2.710614e-06,6.586163e+00,6.846312e+00
3.772500e-10,-5.301063e-06,2.710578e-06,6.586174e+00,6.846316e+00
3.775000e-10,-5.300736e-06,2.710553e-06,6.586187e+00,6.846320e+00
3.777500e-10,-5.300398e-06,2.710542e-06,6.586199e+00,6.846324e+00
3.780000e-10,-5.300056e-06,2.710546e-06,6.586212e+00,6.846329e+00
3.782500e-10,-5.299718e-06,2.710563e-06,6.586224e+00,6.846333e+00
3.785000e-10,-5.299391e-06,2.710589e-06,6.586236e+00,6.846338e+00
3.787500e-10,-5.299079e-06,2.710619e-06,6.586246e+00,6.846342e+00
3.790000e-10,-5.298787e-06,2.710646e-06,6.586254e+00,6.846345e+00
3.792500e-10,-5.298515e-06,2.710666e-06,6.586261e+00,6.846348e+00
3.795000e-10,-5.298264e-06,2.710674e-06,6.586267e+00,6.846351e+00
3.797500e-10,-5.298032e-06,2.710670e-06,6.586272e+00,6.846352e+00
3.800000e-10,-5.297816e-06,2.710655e-06,6.586276e+00,6.846354e+00
3.802500e-10,-5.297613e-06,2.710633e-06,6.586280e+00,6.846355e+00
3.805000e-10,-5.297417e-06,2.710608e-06,6.586285e+00,6.846357e+00
3.807500e-10,-5.297225e-06,2.710584e-06,6.586291e+00,6.846358e+00
3.810000e-10,-5.297031e-06,2.710567e-06,6.586297e+00,6.846360e+00
3.812500e-10,-5.296832e-06,2.710559e-06,6.586305e+00,6.846363e+00
3.815000e-10,-5.296623e-06,2.710561e-06,6.586314e+00,6.846366e+00
3.817500e-10,-5.296401e-06,2.710572e-06,6.586324e+00,6.846369e+00
3.820000e-10,-5.296166e-06,2.710589e-06,6.586335e+00,6.846373e+00
3.822500e-10,-5.295916e-06,2.710608e-06,6.586346e+00,6.846377e+00
3.825000e-10,-5.295652e-06,2.710626e-06,6.586357e+00,6.846381e+00
3.827500e-10,-5.295377e-06,2.710638e-06,6.586367e+00,6.846385e+00
3.830000e-10,-5.295093e-06,2.710641e-06,6.586377e+00,6.846388e+00
3.832500e-10,-5.294804e-06,2.710636e-06,6.586385e+00,6.846391e+00
3.835000e-10,-5.294515e-06,2.710623e-06,6.586394e+00,6.846394e+00
3.837500e-10,-5.294231e-06,2.710603e-06,6.586401e+00,6.846397e+00
3.840000e-10,-5.293955e-06,2.710581e-06,6.586408e+00,6.846400e+00
3.842500e-10,-5.293693e-06,2.710560e-06,6.586414e+00,6.846402e+00
3.845000e-10,-5.293446e-06,2.710543e-06,6.586420e+00,6.846404e+00
3.847500e-10,-5.293215e-06,2.710533e-06,6.586426e+00,6.846406e+00
3.850000e-10,-5.293000e-06,2.710531e-06,6.586433e+00,6.846409e+00
3.852500e-10,-5.292800e-06,2.710536e-06,6.586439e+00,6.846411e+00
3.855000e-10,-5.292611e-06,2.710547e-06,6.586445e+00,6.846413e+00
3.857500e-10,-5.292430e-06,2.710562e-06,6.586452e+00,6.846415e+00
3.860000e-10,-5.292251e-06,2.710576e-06,6.586458e+00,6.846418e+00
3.862500e-10,-5.292070e-06,2.710586e-06,6.586465e+00,6.846420e+00
3.865000e-10,-5.291883e-06,2.710592e-06,6.586472e+00,6.846422e+00
3.867500e-10,-5.291686e-06,2.710591e-06,6.586479e+00,6.846425e+00
3.870000e-10,-5.291477e-06,2.710583e-06,6.586486e+00,6.846427e+00
3.872500e-10,-5.291257e-06,2.710569e-06,6.586494e+00,6.846430e+00
3.875000e-10,-5.291024e-06,2.710553e-06,6.586502e+00,6.846433e+00
3.877500e-10,-5.290781e-06,2.710536e-06,6.586510e+00,6.846435e+00
3.880000e-10,-5.290531e-06,2.710520e-06,6.586518e+00,6.846438e+00
3.882500e-10,-5.290277e-06,2.710508e-06,6.586527e+00,6.846441e+00
3.885000e-10,-5.290024e-06,2.710501e-06,6.586535e+00,6.846444e+00
3.887500e-10,-5.289774e-06,2.710500e-06,6.586543e+00,6.846447e+00
3.890000e-10,-5.289530e-06,2.710502e-06,6.586551e+00,6.846450e+00
3.892500e-10,-5.289296e-06,2.710508e-06,6.586558e+00,6.846453e+00
3.895000e-10,-5.289072e-06,2.710515e-06,6.586565e+00,6.846455e+00
3.897500e-10,-5.288860e-06,2.710520e-06,6.586571e+00,6.846458e+00
3.900000e-10,-5.288658e-06,2.710523e-06,6.586576e+00,6.846460e+00
3.902500e-10,-5.288466e-06,2.710522e-06,6.586582e+00,6.846462e+00
3.905000e-10,-5.288281e-06,2.710517e-06,6.586587e+00,6.846464e+00
3.907500e-10,-5.288101e-06,2.710509e-06,6.586592e+00,6.846465e+00
3.910000e-10,-5.287924e-06,2.710498e-06,6.586597e+00,6.846467e+00
3.912500e-10,-5.287747e-06,2.710486e-06,6.586602e+00,6.846469e+00
3.915000e-10,-5.287568e-06,2.710476e-06,6.586608e+00,6.846471e+00
3.917500e-10,-5.287386e-06,2.710467e-06,6.586615e+00,6.846473e+00
3.920000e-10,-5.287197e-06,2.710461e-06,6.586621e+00,6.846475e+00
3.922500e-10,-5.287002e-06,2.710458e-06,6.586629e+00,6.846478e+00
3.925000e-10,-5.286801e-06,2.710459e-06,6.586636e+00,6.846480e+00
3.927500e-10,-5.286594e-06,2.710460e-06,6.586644e+00,6.846483e+00
3.930000e-10,-5.286381e-06,2.710463e-06,6.586652e+00,6.846486e+00
3.932500e-10,-5.286164e-06,2.710464e-06,6.586659e+00,6.846488e+00
3.935000e-10,-5.285945e-06,2.710464e-06,6.586667e+00,6.846491e+00
3.937500e-10,-5.285726e-06,2.710461e-06,6.586673e+00,6.846494e+00
3.940000e-10,-5.285509e-06,2.710455e-06,6.586680e+00,6.846496e+00
3.942500e-10,-5.285296e-06,2.710447e-06,6.586686e+00,6.846498e+00
3.945000e-10,-5.285088e-06,2.710437e-06,6.586691e+00,6.846500e+00
3.947500e-10,-5.284887e-06,2.710426e-06,6.586697e+00,6.846502e+00
3.950000e-10,-5.284693e-06,2.710416e-06,6.586702e+00,6.846504e+00
3.952500e-10,-5.284508e-06,2.710408e-06,6.586707e+00,6.846506e+00
3.955000e-10,-5.284329e-06,2.710402e-06,6.586713e+00,6.846508e+00
3.957500e-10,-5.284157e-06,2.710399e-06,6.586718e+00,6.846510e+00
3.960000e-10,-5.283989e-06,2.710398e-06,6.586723e+00,6.846512e+00
3.962500e-10,-5.283824e-06,2.710399e-06,6.586729e+00,6.846514e+00
3.965000e-10,-5.283659e-06,2.710400e-06,6.586734e+00,6.846515e+00
3.967500e-10,-5.283494e-06,2.710401e-06,6.586740e+00,6.846518e+00
3.970000e-10,-5.283325e-06,2.710401e-06,6.586746e+00,6.846520e+00
3.972500e-10,-5.283152e-06,2.710399e-06,6.586752e+00,6.846522e+00
3.975000e-10,-5.282974e-06,2.710395e-06,6.586758e+00,6.846524e+00
3.977500e-10,-5.282790e-06,2.710388e-06,6.586764e+00,6.846526e+00
3.980000e-10,-5.282602e-06,2.710380e-06,6.586771e+00,6.846528e+00
3.982500e-10,-5.282410e-06,2.710371e-06,6.586777e+00,6.846530e+00
3.985000e-10,-5.282215e-06,2.710361e-06,6.586783e+00,6.846532e+00
3.987500e-10,-5.282019e-06,2.710353e-06,6.586789e+00,6.846535e+00
3.990000e-10,-5.281824e-06,2.710345e-06,6.586795e+00,6.846537e+00
3.992500e-10,-5.281632e-06,2.710340e-06,6.586801e+00,6.846539e+00
3.995000e-10,-5.281444e-06,2.710337e-06,6.586807e+00,6.846541e+00
3.997500e-10,-5.281260e-06,2.710334e-06,6.586813e+00,6.846543e+00
4.000000e-10,-5.281083e-06,2.710333e-06,6.586818e+00,6.846545e+00
4.002500e-10,-5.280911e-06,2.710333e-06,6.586823e+00,6.846547e+00
4.005000e-10,-5.280744e-06,2.710331e-06,6.586828e+00,6.846549e+00
4.007500e-10,-5.280582e-06,2.710329e-06,6.586833e+00,6.846551e+00
4.010000e-10,-5.280424e-06,2.710326e-06,6.586838e+00,6.846552e+00
4.012500e-10,-5.280268e-06,2.710321e-06,6.586842e+00,6.846554e+00
4.015000e-10,-5.280113e-06,2.710315e-06,6.586847e+00,6.846556e+00
4.017500e-10,-5.279958e-06,2.710308e-06,6.586852e+00,6.846557e+00
4.020000e-10,-5.279802e-06,2.710301e-06,6.586857e+00,6.846559e+00
4.022500e-10,-5.279643e-06,2.710294e-06,6.586862e+00,6.846561e+00
4.025000e-10,-5.279482e-06,2.710288e-06,6.586868e+00,6.846563e+00
4.027500e-10,-5.279318e-06,2.710283e-06,6.586873e+00,6.846565e+00
4.030000e-10,-5.279151e-06,2.710279e-06,6.586879e+00,6.846567e+00
4.032500e-10,-5.278982e-06,2.710276e-06,6.586885e+00,6.846569e+00
4.035000e-10,-5.278811e-06,2.710273e-06,6.586891e+00,6.846571e+00
4.037500e-10,-5.278638e-06,2.710270e-06,6.586896e+00,6.846573e+00
4.040000e-10,-5.278466e-06,2.710268e-06,6.586902e+00,6.846575e+00
4.042500e-10,-5.278294e-06,2.710264e-06,6.586907e+00,6.846577e+00
4.045000e-10,-5.278125e-06,2.710260e-06,6.586912e+00,6.846578e+00
4.047500e-10,-5.277957e-06,2.710254e-06,6.586917e+00,6.846580e+00
4.050000e-10,-5.277793e-06,2.710249e-06,6.586922e+00,6.846582e+00
4.052500e-10,-5.277633e-06,2.710242e-06,6.586927e+00,6.846584e+00
4.055000e-10,-5.277477e-06,2.710236e-06,6.586931e+00,6.846585e+00
4.057500e-10,-5.277324e-06,2.710230e-06,6.586936e+00,6.846587e+00
4.060000e-10,-5.277174e-06,2.710224e-06,6.586940e+00,6.846588e+00
4.062500e-10,-5.277028e-06,2.710220e-06,6.586945e+00,6.846590e+00
4.065000e-10,-5.276883e-06,2.710216e-06,6.586949e+00,6.846592e+00
4.067500e-10,-5.276740e-06,2.710213e-06,6.586954e+00,6.846593e+00
4.070000e-10,-5.276596e-06,2.710210e-06,6.586959e+00,6.846595e+00
4.072500e-10,-5.276453e-06,2.710208e-06,6.586963e+00,6.846597e+00
4.075000e-10,-5.276307e-06,2.710205e-06,6.586968e+00,6.846598e+00
4.077500e-10,-5.276160e-06,2.710202e-06,6.586973e+00,6.846600e+00
4.080000e-10,-5.276011e-06,2.710198e-06,6.586978e+00,6.846602e+00
4.082500e-10,-5.275860e-06,2.710193e-06,6.586983e+00,6.846604e+00
4.085000e-10,-5.275707e-06,2.710188e-06,6.586988e+00,6.846605e+00
4.087500e-10,-5.275553e-06,2.710182e-06,6.586993e+00,6.846607e+00
4.090000e-10,-5.275398e-06,2.710176e-06,6.586998e+00,6.846609e+00
4.092500e-10,-5.275243e-06,2.710169e-06,6.587003e+00,6.846610e+00
4.095000e-10,-5.275089e-06,2.710164e-06,6.587007e+00,6.846612e+00
4.097500e-10,-5.274937e-06,2.710158e-06,6.587012e+00,6.846614e+00
4.100000e-10,-5.274787e-06,2.710154e-06,6.587017e+00,6.846615e+00
4.102500e-10,-5.274640e-06,2.710150e-06,6.587021e+00,6.846617e+00
4.105000e-10,-5.274496e-06,2.710147e-06,6.587026e+00,6.846619e+00
4.107500e-10,-5.274355e-06,2.710144e-06,6.587030e+00,6.846620e+00
4.110000e-10,-5.274216e-06,2.710141e-06,6.587034e+00,6.846622e+00
4.112500e-10,-5.274080e-06,2.710137e-06,6.587038e+00,6.846623e+00
4.115000e-10,-5.273946e-06,2.710134e-06,6.587042e+00,6.846625e+00
4.117500e-10,-5.273813e-06,2.710130e-06,6.587046e+00,6.846626e+00
4.120000e-10,-5.273680e-06,2.710125e-06,6.587051e+00,6.846628e+00
4.122500e-10,-5.273548e-06,2.710121e-06,6.587055e+00,6.846629e+00
4.125000e-10,-5.273415e-06,2.710116e-06,6.587059e+00,6.846631e+00
4.127500e-10,-5.273281e-06,2.710110e-06,6.587063e+00,6.846632e+00
4.130000e-10,-5.273146e-06,2.710105e-06,6.587068e+00,6.846634e+00
4.132500e-10,-5.273009e-06,2.710101e-06,6.587072e+00,6.846635e+00
4.135000e-10,-5.272872e-06,2.710096e-06,6.587077e+00,6.846637e+00
4.137500e-10,-5.272734e-06,2.710092e-06,6.587081e+00,6.846638e+00
4.140000e-10,-5.272595e-06,2.710088e-06,6.587086e+00,6.846640e+00
4.142500e-10,-5.272456e-06,2.710084e-06,6.587090e+00,6.846642e+00
4.145000e-10,-5.272318e-06,2.710081e-06,6.587095e+00,6.846643e+00
4.147500e-10,-5.272180e-06,2.710077e-06,6.587099e+00,6.846645e+00
4.150000e-10,-5.272044e-06,2.710073e-06,6.587103e+00,6.846646e+00
4.152500e-10,-5.271910e-06,2.710069e-06,6.587107e+00,6.846648e+00
4.155000e-10,-5.271777e-06,2.710065e-06,6.587111e+00,6.846649e+00
4.157500e-10,-5.271647e-06,2.710060e-06,6.587115e+00,6.846650e+00
4.160000e-10,-5.271518e-06,2.710055e-06,6.587119e+00,6.846652e+00
4.162500e-10,-5.271391e-06,2.710051e-06,6.587123e+00,6.846653e+00
4.165000e-10,-5.271266e-06,2.710046e-06,6.587127e+00,6.846654e+00
4.167500e-10,-5.271143e-06,2.710042e-06,6.587130e+00,6.846656e+00
4.170000e-10,-5.271020e-06,2.710038e-06,6.587134e+00,6.846657e+00
4.172500e-10,-5.270898e-06,2.710034e-06,6.587138e+00,6.846659e+00
4.175000e-10,-5.270777e-06,2.710030e-06,6.587142e+00,6.846660e+00
4.177500e-10,-5.270655e-06,2.710027e-06,6.587146e+00,6.846661e+00
4.180000e-10,-5.270532e-06,2.710024e-06,6.587150e+00,6.846663e+00
4.182500e-10,-5.270409e-06,2.710020e-06,6.587154e+00,6.846664e+00
4.185000e-10,-5.270285e-06,2.710016e-06,6.587158e+00,6.846666e+00
4.187500e-10,-5.270161e-06,2.710012e-06,6.587162e+00,6.846667e+00
4.190000e-10,-5.270036e-06,2.710008e-06,6.587166e+00,6.846668e+00
4.192500e-10,-5.269911e-06,2.710004e-06,6.587170e+00,6.846670e+00
4.195000e-10,-5.269786e-06,2.709999e-06,6.587174e+00,6.846671e+00
4.197500e-10,-5.269661e-06,2.709995e-06,6.587178e+00,6.846673e+00
4.200000e-10,-5.269537e-06,2.709990e-06,6.587182e+00,6.846674e+00
4.202500e-10,-5.269414e-06,2.709986e-06,6.587185e+00,6.846675e+00
4.205000e-10,-5.269293e-06,2.709982e-06,6.587189e+00,6.846677e+00
4.207500e-10,-5.269173e-06,2.709978e-06,6.587193e+00,6.846678e+00
4.210000e-10,-5.269054e-06,2.709974e-06,6.587196e+00,6.846679e+00
4.212500e-10,-5.268937e-06,2.709971e-06,6.587200e+00,6.846680e+00
4.215000e-10,-5.268822e-06,2.709967e-06,6.587203e+00,6.846682e+00
4.217500e-10,-5.268708e-06,2.709964e-06,6.587207e+00,6.846683e+00
4.220000e-10,-5.268595e-06,2.709960e-06,6.587210e+00,6.846684e+00
4.222500e-10,-5.268483e-06,2.709957e-06,6.587214e+00,6.846685e+00
4.225000e-10,-5.268371e-06,2.709953e-06,6.587218e+00,6.846687e+00
4.227500e-10,-5.268259e-06,2.709949e-06,6.587221e+00,6.846688e+00
4.230000e-10,-5.268147e-06,2.709945e-06,6.587225e+00,6.846689e+00
4.232500e-10,-5.268035e-06,2.709941e-06,6.587228e+00,6.846690e+00
4.235000e-10,-5.267923e-06,2.709937e-06,6.587232e+00,6.846692e+00
4.237500e-10,-5.267810e-06,2.709933e-06,6.587235e+00,6.846693e+00
4.240000e-10,-5.267697e-06,2.709929e-06,6.587239e+00,6.846694e+00
4.242500e-10,-5.267584e-06,2.709925e-06,6.587243e+00,6.846696e+00
4.245000e-10,-5.267471e-06,2.709922e-06,6.587246e+00,6.846697e+00
4.247500e-10,-5.267358e-06,2.709918e-06,6.587250e+00,6.846698e+00
4.250000e-10,-5.267245e-06,2.709914e-06,6.587253e+00,6.846699e+00
4.252500e-10,-5.267134e-06,2.709911e-06,6.587257e+00,6.846701e+00
4.255000e-10,-5.267023e-06,2.709907e-06,6.587260e+00,6.846702e+00
4.257500e-10,-5.266913e-06,2.709904e-06,6.587264e+00,6.846703e+00
4.260000e-10,-5.266804e-06,2.709900e-06,6.587267e+00,6.846704e+00
4.262500e-10,-5.266697e-06,2.709897e-06,6.587270e+00,6.846705e+00
4.265000e-10,-5.266590e-06,2.709893e-06,6.587273e+00,6.846707e+00
4.267500e-10,-5.266485e-06,2.709889e-06,6.587277e+00,6.846708e+00
4.270000e-10,-5.266381e-06,2.709885e-06,6.587280e+00,6.846709e+00
4.272500e-10,-5.266277e-06,2.709882e-06,6.587283e+00,6.846710e+00
4.275000e-10,-5.266174e-06,2.709878e-06,6.587286e+00,6.846711e+00
4.277500e-10,-5.266072e-06,2.709875e-06,6.587290e+00,6.846712e+00
4.280000e-10,-5.265969e-06,2.709871e-06,6.587293e+00,6.846713e+00
4.282500e-10,-5.265867e-06,2.709868e-06,6.587296e+00,6.846715e+00
4.285000e-10,-5.265765e-06,2.709865e-06,6.587299e+00,6.846716e+00
4.287500e-10,-5.265662e-06,2.709861e-06,6.587303e+00,6.846717e+00
4.290000e-10,-5.265560e-06,2.709858e-06,6.587306e+00,6.846718e+00
4.292500e-10,-5.265457e-06,2.709854e-06,6.587309e+00,6.846719e+00
4.295000e-10,-5.265355e-06,2.709851e-06,6.587312e+00,6.846720e+00
4.297500e-10,-5.265252e-06,2.709847e-06,6.587316e+00,6.846721e+00
4.300000e-10,-5.265150e-06,2.709844e-06,6.587319e+00,6.846723e+00
4.302500e-10,-5.265048e-06,2.709840e-06,6.587322e+00,6.846724e+00
4.305000e-10,-5.264947e-06,2.709837e-06,6.587325e+00,6.846725e+00
4.307500e-10,-5.264847e-06,2.709833e-06,6.587328e+00,6.846726e+00
4.310000e-10,-5.264747e-06,2.709829e-06,6.587331e+00,6.846727e+00
4.312500e-10,-5.264648e-06,2.709826e-06,6.587334e+00,6.846728e+00
4.315000e-10,-5.264550e-06,2.709823e-06,6.587337e+00,6.846729e+00
4.317500e-10,-5.264454e-06,2.709819e-06,6.587340e+00,6.846730e+00
4.320000e-10,-5.264358e-06,2.709816e-06,6.587343e+00,6.846731e+00
4.322500e-10,-5.264262e-06,2.709813e-06,6.587346e+00,6.846732e+00
4.325000e-10,-5.264168e-06,2.709810e-06,6.587349e+00,6.846733e+00
4.327500e-10,-5.264074e-06,2.709807e-06,6.587352e+00,6.846734e+00
4.330000e-10,-5.263980e-06,2.709804e-06,6.587355e+00,6.846736e+00
4.332500e-10,-5.263886e-06,2.709800e-06,6.587358e+00,6.846737e+00
4.335000e-10,-5.263793e-06,2.709797e-06,6.587361e+00,6.846738e+00
4.337500e-10,-5.263699e-06,2.709794e-06,6.587364e+00,6.846739e+00
4.340000e-10,-5.263606e-06,2.709790e-06,6.587367e+00,6.846740e+00
4.342500e-10,-5.263513e-06,2.709787e-06,6.587370e+00,6.846741e+00
4.345000e-10,-5.263419e-06,2.709784e-06,6.587373e+00,6.846742e+00
4.347500e-10,-5.263326e-06,2.709781e-06,6.587376e+00,6.846743e+00
4.350000e-10,-5.263233e-06,2.709777e-06,6.587379e+00,6.846744e+00
4.352500e-10,-5.263141e-06,2.709774e-06,6.587382e+00,6.846745e+00
4.355000e-10,-5.263048e-06,2.709771e-06,6.587385e+00,6.846746e+00
4.357500e-10,-5.262957e-06,2.709768e-06,6.587387e+00,6.846747e+00
4.360000e-10,-5.262865e-06,2.709765e-06,6.587390e+00,6.846748e+00
4.362500e-10,-5.262775e-06,2.709762e-06,6.587393e+00,6.846749e+00
4.365000e-10,-5.262685e-06,2.709759e-06,6.587396e+00,6.846750e+00
4.367500e-10,-5.262596e-06,2.709756e-06,6.587399e+00,6.846751e+00
4.370000e-10,-5.262508e-06,2.709753e-06,6.587401e+00,6.846752e+00
4.372500e-10,-5.262421e-06,2.709749e-06,6.587404e+00,6.846753e+00
4.375000e-10,-5.262334e-06,2.709746e-06,6.587407e+00,6.846754e+00
4.377500e-10,-5.262247e-06,2.709743e-06,6.587409e+00,6.846755e+00
4.380000e-10,-5.262161e-06,2.709740e-06,6.587412e+00,6.846756e+00
4.382500e-10,-5.262075e-06,2.709737e-06,6.587415e+00,6.846757e+00
4.385000e-10,-5.261990e-06,2.709734e-06,6.587417e+00,6.846758e+00
4.387500e-10,-5.261904e-06,2.709731e-06,6.587420e+00,6.846759e+00
4.390000e-10,-5.261819e-06,2.709728e-06,6.587423e+00,6.846760e+00
4.392500e-10,-5.261734e-06,2.709725e-06,6.587426e+00,6.846760e+00
4.395000e-10,-5.261649e-06,2.709722e-06,6.587428e+00,6.846761e+00
4.397500e-10,-5.261564e-06,2.709720e-06,6.587431e+00,6.846762e+00
4.400000e-10,-5.261480e-06,2.709717e-06,6.587434e+00,6.846763e+00
4.402500e-10,-5.261395e-06,2.709714e-06,6.587436e+00,6.846764e+00
4.405000e-10,-5.261311e-06,2.709711e-06,6.587439e+00,6.846765e+00
4.407500e-10,-5.261227e-06,2.709708e-06,6.587442e+00,6.846766e+00
4.410000e-10,-5.261144e-06,2.709705e-06,6.587444e+00,6.846767e+00
4.412500e-10,-5.261061e-06,2.709702e-06,6.587447e+00,6.846768e+00
4.415000e-10,-5.260979e-06,2.709699e-06,6.587449e+00,6.846769e+00
4.417500e-10,-5.260897e-06,2.709696e-06,6.587452e+00,6.846770e+00
4.420000e-10,-5.260816e-06,2.709693e-06,6.587454e+00,6.846771e+00
4.422500e-10,-5.260736e-06,2.709690e-06,6.587457e+00,6.846772e+00
4.425000e-10,-5.260656e-06,2.709688e-06,6.587459e+00,6.846772e+00
4.427500e-10,-5.260576e-06,2.709685e-06,6.587462e+00,6.846773e+00
4.430000e-10,-5.260497e-06,2.709682e-06,6.587464e+00,6.846774e+00
4.432500e-10,-5.260419e-06,2.709679e-06,6.587467e+00,6.846775e+00
4.435000e-10,-5.260341e-06,2.709677e-06,6.587469e+00,6.846776e+00
4.437500e-10,-5.260262e-06,2.709674e-06,6.587472e+00,6.846777e+00
4.440000e-10,-5.260185e-06,2.709671e-06,6.587474e+00,6.846778e+00
4.442500e-10,-5.260107e-06,2.709668e-06,6.587476e+00,6.846778e+00
4.445000e-10,-5.260029e-06,2.709666e-06,6.587479e+00,6.846779e+00
4.447500e-10,-5.259952e-06,2.709663e-06,6.587481e+00,6.846780e+00
4.450000e-10,-5.259875e-06,2.709660e-06,6.587484e+00,6.846781e+00
4.452500e-10,-5.259798e-06,2.709657e-06,6.587486e+00,6.846782e+00
4.455000e-10,-5.259721e-06,2.709655e-06,6.587489e+00,6.846783e+00
4.457500e-10,-5.259644e-06,2.709652e-06,6.587491e+00,6.846784e+00
4.460000e-10,-5.259568e-06,2.709649e-06,6.587493e+00,6.846784e+00
4.462500e-10,-5.259492e-06,2.709647e-06,6.587496e+00,6.846785e+00
4.465000e-10,-5.259417e-06,2.709644e-06,6.587498e+00,6.846786e+00
4.467500e-10,-5.259342e-06,2.709641e-06,6.587500e+00,6.846787e+00
4.470000e-10,-5.259268e-06,2.709639e-06,6.587503e+00,6.846788e+00
4.472500e-10,-5.259194e-06,2.709636e-06,6.587505e+00,6.846789e+00
4.475000e-10,-5.259121e-06,2.709634e-06,6.587507e+00,6.846789e+00
4.477500e-10,-5.259048e-06,2.709631e-06,6.587510e+00,6.846790e+00
4.480000e-10,-5.258975e-06,2.709628e-06,6.587512e+00,6.846791e+00
4.482500e-10,-5.258903e-06,2.709626e-06,6.587514e+00,6.846792e+00
4.485000e-10,-5.258831e-06,2.709623e-06,6.587516e+00,6.846793e+00
4.487500e-10,-5.258760e-06,2.709621e-06,6.587519e+00,6.846793e+00
4.490000e-10,-5.258688e-06,2.709618e-06,6.587521e+00,6.846794e+00
4.492500e-10,-5.258617e-06,2.709616e-06,6.587523e+00,6.846795e+00
4.495000e-10,-5.258546e-06,2.709613e-06,6.587525e+00,6.846796e+00
4.497500e-10,-5.258476e-06,2.709611e-06,6.587527e+00,6.846797e+00
4.500000e-10,-5.258405e-06,2.709608e-06,6.587530e+00,6.846797e+00
4.502500e-10,-5.258335e-06,2.709606e-06,6.587532e+00,6.846798e+00
4.505000e-10,-5.258265e-06,2.709603e-06,6.587534e+00,6.846799e+00
4.507500e-10,-5.258195e-06,2.709601e-06,6.587536e+00,6.846800e+00
4.510000e-10,-5.258125e-06,2.709598e-06,6.587538e+00,6.846800e+00
4.512500e-10,-5.258056e-06,2.709596e-06,6.587541e+00,6.846801e+00
4.515000e-10,-5.257987e-06,2.709593e-06,6.587543e+00,6.846802e+00
4.517500e-10,-5.257919e-06,2.709591e-06,6.587545e+00,6.846803e+00
4.520000e-10,-5.257850e-06,2.709588e-06,6.587547e+00,6.846804e+00
4.522500e-10,-5.257783e-06,2.709586e-06,6.587549e+00,6.846804e+00
4.525000e-10,-5.257715e-06,2.709584e-06,6.587551e+00,6.846805e+00
4.527500e-10,-5.257648e-06,2.709581e-06,6.587553e+00,6.846806e+00
4.530000e-10,-5.257582e-06,2.709579e-06,6.587555e+00,6.846806e+00
4.532500e-10,-5.257516e-06,2.709577e-06,6.587557e+00,6.846807e+00
4.535000e-10,-5.257450e-06,2.709574e-06,6.587560e+00,6.846808e+00
4.537500e-10,-5.257384e-06,2.709572e-06,6.587562e+00,6.846809e+00
4.540000e-10,-5.257319e-06,2.709570e-06,6.587564e+00,6.846809e+00
4.542500e-10,-5.257254e-06,2.709567e-06,6.587566e+00,6.846810e+00
4.545000e-10,-5.257189e-06,2.709565e-06,6.587568e+00,6.846811e+00
4.547500e-10,-5.257124e-06,2.709563e-06,6.587570e+00,6.846812e+00
4.550000e-10,-5.257060e-06,2.709560e-06,6.587572e+00,6.846812e+00
4.552500e-10,-5.256995e-06,2.709558e-06,6.587574e+00,6.846813e+00
4.555000e-10,-5.256931e-06,2.709556e-06,6.587576e+00,6.846814e+00
4.557500e-10,-5.256867e-06,2.709554e-06,6.587578e+00,6.846814e+00
4.560000e-10,-5.256804e-06,2.709551e-06,6.587580e+00,6.846815e+00
4.562500e-10,-5.256740e-06,2.709549e-06,6.587582e+00,6.846816e+00
4.565000e-10,-5.256677e-06,2.709547e-06,6.587584e+00,6.846817e+00
4.567500e-10,-5.256614e-06,2.709545e-06,6.587586e+00,6.846817e+00
4.570000e-10,-5.256552e-06,2.709542e-06,6.587588e+00,6.846818e+00
4.572500e-10,-5.256490e-06,2.709540e-06,6.587590e+00,6.846819e+00
4.575000e-10,-5.256428e-06,2.709538e-06,6.587592e+00,6.846819e+00
4.577500e-10,-5.256367e-06,2.709536e-06,6.587593e+00,6.846820e+00
4.580000e-10,-5.256306e-06,2.709534e-06,6.587595e+00,6.846821e+00
4.582500e-10,-5.256245e-06,2.709531e-06,6.587597e+00,6.846821e+00
