time,"I(L6|XSOURCEA)","I(L6|XSOURCEB)","I(RSINK)","P(B3|XDUT)","P(B1|XLOADCIRCUIT)"
3.177500e-10,1.385032e-05,1.392542e-05,2.649347e-06,2.322669e+00,1.497950e+00
3.180000e-10,1.393479e-05,1.375754e-05,4.654329e-06,2.372811e+00,1.518171e+00
3.182500e-10,1.171003e-05,1.135833e-05,5.790292e-06,2.443020e+00,1.528434e+00
3.185000e-10,8.309874e-06,7.915322e-06,5.892959e-06,2.521555e+00,1.536396e+00
3.187500e-10,5.110698e-06,4.802033e-06,5.177805e-06,2.596059e+00,1.550342e+00
3.190000e-10,3.190609e-06,3.046915e-06,4.122618e-06,2.658199e+00,1.575851e+00
3.192500e-10,2.989524e-06,3.019034e-06,3.275144e-06,2.706742e+00,1.614143e+00
3.195000e-10,4.259307e-06,4.407049e-06,3.059771e-06,2.748456e+00,1.662576e+00
3.197500e-10,6.269621e-06,6.446430e-06,3.652859e-06,2.796971e+00,1.716873e+00
3.200000e-10,8.151222e-06,8.270626e-06,4.967070e-06,2.870448e+00,1.774133e+00
3.202500e-10,9.230980e-06,9.239787e-06,6.742740e-06,2.989327e+00,1.835661e+00
3.205000e-10,9.238692e-06,9.131167e-06,8.707218e-06,3.175292e+00,1.909023e+00
3.207500e-10,8.329772e-06,8.142488e-06,1.074564e-05,3.451025e+00,2.009303e+00
3.210000e-10,6.945021e-06,6.737100e-06,1.303073e-05,3.835971e+00,2.160003e+00
3.212500e-10,5.589089e-06,5.417446e-06,1.607572e-05,4.327071e+00,2.393897e+00
3.215000e-10,4.629401e-06,4.528977e-06,2.070274e-05,4.866195e+00,2.753318e+00
3.217500e-10,4.189887e-06,4.165256e-06,2.796948e-05,5.351438e+00,3.287353e+00
3.220000e-10,4.160240e-06,4.189591e-06,3.902812e-05,5.717225e+00,4.030721e+00
3.222500e-10,4.294048e-06,4.341815e-06,5.464645e-05,5.982221e+00,4.930396e+00
3.225000e-10,4.340066e-06,4.372093e-06,7.466218e-05,6.211616e+00,5.794419e+00
3.227500e-10,4.148536e-06,4.143840e-06,9.832009e-05,6.444270e+00,6.406043e+00
3.230000e-10,3.715790e-06,3.671288e-06,1.250792e-04,6.654712e+00,6.650815e+00
3.232500e-10,3.161967e-06,3.089760e-06,1.553541e-04,6.773187e+00,6.560195e+00
3.235000e-10,2.663238e-06,2.582831e-06,1.905225e-04,6.743585e+00,6.280392e+00
3.237500e-10,2.372210e-06,2.301564e-06,2.308423e-04,6.579625e+00,5.996078e+00
3.240000e-10,2.358264e-06,2.307244e-06,2.708432e-04,6.373228e+00,5.854331e+00
3.242500e-10,2.586312e-06,2.554593e-06,2.980775e-04,6.245887e+00,5.919291e+00
3.245000e-10,2.935516e-06,2.914883e-06,3.008393e-04,6.280141e+00,6.163922e+00
3.247500e-10,3.246210e-06,3.225539e-06,2.762906e-04,6.474526e+00,6.496885e+00
3.250000e-10,3.376124e-06,3.346623e-06,2.320119e-04,6.750085e+00,6.809843e+00
3.252500e-10,3.247301e-06,3.205876e-06,1.817762e-04,6.996630e+00,7.019128e+00
3.255000e-10,2.870548e-06,2.820285e-06,1.390480e-04,7.123853e+00,7.086949e+00
3.257500e-10,2.341599e-06,2.289641e-06,1.117448e-04,7.096773e+00,7.023721e+00
3.260000e-10,1.810995e-06,1.765051e-06,1.002777e-04,6.948353e+00,6.877838e+00
3.262500e-10,1.436917e-06,1.402019e-06,9.906439e-05,6.761369e+00,6.716608e+00
3.265000e-10,1.334908e-06,1.311647e-06,1.002320e-04,6.624735e+00,6.602817e+00
3.267500e-10,1.539232e-06,1.523956e-06,9.743770e-05,6.591203e+00,6.574678e+00
3.270000e-10,1.988192e-06,1.974809e-06,8.812352e-05,6.659778e+00,6.636084e+00
3.272500e-10,2.539702e-06,2.522190e-06,7.366749e-05,6.787076e+00,6.759804e+00
3.275000e-10,3.014394e-06,2.988952e-06,5.787395e-05,6.915026e+00,6.900986e+00
3.277500e-10,3.253720e-06,3.219818e-06,4.476549e-05,6.997519e+00,7.014473e+00
3.280000e-10,3.173706e-06,3.133790e-06,3.672953e-05,7.015216e+00,7.069375e+00
3.282500e-10,2.794866e-06,2.753033e-06,3.374908e-05,6.976567e+00,7.057259e+00
3.285000e-10,2.236607e-06,2.196915e-06,3.384592e-05,6.908348e+00,6.992725e+00
3.287500e-10,1.677378e-06,1.642484e-06,3.429769e-05,6.841574e+00,6.906522e+00
3.290000e-10,1.294524e-06,1.265098e-06,3.294036e-05,6.799317e+00,6.833298e+00
3.292500e-10,1.204978e-06,1.179972e-06,2.898868e-05,6.790817e+00,6.798659e+00
3.295000e-10,1.427293e-06,1.404774e-06,2.313182e-05,6.812330e+00,6.810901e+00
3.297500e-10,1.877690e-06,1.855807e-06,1.699193e-05,6.852093e+00,6.860396e+00
3.300000e-10,2.400940e-06,2.378605e-06,1.226613e-05,6.896036e+00,6.925845e+00
3.302500e-10,2.824831e-06,2.801908e-06,9.957700e-06,6.932058e+00,6.983773e+00
3.305000e-10,3.018767e-06,2.995777e-06,1.001374e-05,6.952297e+00,7.017081e+00
3.307500e-10,2.935731e-06,2.913319e-06,1.146750e-05,6.953935e+00,7.019785e+00
3.310000e-10,2.623336e-06,2.601762e-06,1.294905e-05,6.939113e+00,6.997108e+00
3.312500e-10,2.201524e-06,2.180444e-06,1.329314e-05,6.914097e+00,6.961734e+00
3.315000e-10,1.816853e-06,1.795443e-06,1.198169e-05,6.887508e+00,6.928156e+00
3.317500e-10,1.591067e-06,1.568417e-06,9.270310e-06,6.867744e+00,6.907420e+00
3.320000e-10,1.582274e-06,1.557860e-06,5.993238e-06,6.860327e+00,6.904073e+00
3.322500e-10,1.771033e-06,1.745040e-06,3.162971e-06,6.866233e+00,6.916002e+00
3.325000e-10,2.073982e-06,2.047336e-06,1.546191e-06,6.881948e+00,6.936582e+00
3.327500e-10,2.378028e-06,2.352132e-06,1.387559e-06,6.901199e+00,6.957863e+00
3.330000e-10,2.581657e-06,2.557923e-06,2.373748e-06,6.917524e+00,6.973428e+00
3.332500e-10,2.628486e-06,2.607856e-06,3.820375e-06,6.926599e+00,6.980078e+00
3.335000e-10,2.522027e-06,2.504654e-06,4.976963e-06,6.927416e+00,6.978087e+00
3.337500e-10,2.318181e-06,2.303395e-06,5.314955e-06,6.922016e+00,6.970316e+00
3.340000e-10,2.100226e-06,2.086759e-06,4.692501e-06,6.914086e+00,6.960734e+00
3.342500e-10,1.946848e-06,1.933249e-06,3.352912e-06,6.907195e+00,6.952940e+00
3.345000e-10,1.905184e-06,1.890250e-06,1.781069e-06,6.903457e+00,6.949123e+00
3.347500e-10,1.977792e-06,1.960880e-06,4.902536e-07,6.903096e+00,6.949689e+00
3.350000e-10,2.126596e-06,2.107742e-06,-1.720498e-07,6.904912e+00,6.953524e+00
3.352500e-10,2.290632e-06,2.270442e-06,-1.294048e-07,6.907222e+00,6.958683e+00
3.355000e-10,2.409927e-06,2.389332e-06,4.342513e-07,6.908744e+00,6.963195e+00
3.357500e-10,2.446525e-06,2.426471e-06,1.180207e-06,6.909067e+00,6.965727e+00
3.360000e-10,2.395563e-06,2.376762e-06,1.761708e-06,6.908593e+00,6.965904e+00
3.362500e-10,2.283561e-06,2.266355e-06,1.951145e-06,6.908122e+00,6.964253e+00
3.365000e-10,2.155897e-06,2.140259e-06,1.704119e-06,6.908370e+00,6.961856e+00
3.367500e-10,2.059040e-06,2.044681e-06,1.146857e-06,6.909639e+00,6.959868e+00
3.370000e-10,2.024352e-06,2.010866e-06,5.033628e-07,6.911756e+00,6.959099e+00
3.372500e-10,2.058892e-06,2.045890e-06,-2.013949e-09,6.914214e+00,6.959785e+00
3.375000e-10,2.145589e-06,2.132778e-06,-2.272607e-07,6.916408e+00,6.961598e+00
3.377500e-10,2.251624e-06,2.238821e-06,-1.525109e-07,6.917838e+00,6.963855e+00
3.380000e-10,2.341177e-06,2.328281e-06,1.310981e-07,6.918230e+00,6.965803e+00
3.382500e-10,2.387677e-06,2.374625e-06,4.715157e-07,6.917564e+00,6.966888e+00
3.385000e-10,2.381473e-06,2.368215e-06,7.203299e-07,6.916039e+00,6.966894e+00
3.387500e-10,2.330905e-06,2.317407e-06,7.859434e-07,6.914019e+00,6.965957e+00
3.390000e-10,2.257292e-06,2.243559e-06,6.578994e-07,6.911959e+00,6.964462e+00
3.392500e-10,2.186327e-06,2.172440e-06,3.981752e-07,6.910321e+00,6.962892e+00
3.395000e-10,2.139280e-06,2.125410e-06,1.078373e-07,6.909490e+00,6.961680e+00
3.397500e-10,2.126927e-06,2.113320e-06,-1.150440e-07,6.909679e+00,6.961107e+00
3.400000e-10,2.147814e-06,2.134748e-06,-2.097324e-07,6.910887e+00,6.961266e+00
3.402500e-10,2.190725e-06,2.178436e-06,-1.683794e-07,6.912883e+00,6.962076e+00
3.405000e-10,2.239850e-06,2.228471e-06,-3.034420e-08,6.915268e+00,6.963324e+00
3.407500e-10,2.280514e-06,2.270029e-06,1.391213e-07,6.917570e+00,6.964729e+00
3.410000e-10,2.303484e-06,2.293726e-06,2.755716e-07,6.919354e+00,6.966005e+00
3.412500e-10,2.306711e-06,2.297396e-06,3.370912e-07,6.920319e+00,6.966913e+00
3.415000e-10,2.294415e-06,2.285212e-06,3.143209e-07,6.920355e+00,6.967304e+00
3.417500e-10,2.274344e-06,2.264950e-06,2.274460e-07,6.919543e+00,6.967144e+00
3.420000e-10,2.254488e-06,2.244701e-06,1.136610e-07,6.918126e+00,6.966514e+00
3.422500e-10,2.240477e-06,2.230232e-06,1.131712e-08,6.916444e+00,6.965592e+00
3.425000e-10,2.234391e-06,2.223767e-06,-5.307256e-08,6.914863e+00,6.964606e+00
3.427500e-10,2.235089e-06,2.224279e-06,-7.102193e-08,6.913706e+00,6.963783e+00
3.430000e-10,2.239586e-06,2.228843e-06,-5.072087e-08,6.913198e+00,6.963299e+00
3.432500e-10,2.244744e-06,2.234326e-06,-1.024656e-08,6.913427e+00,6.963240e+00
3.435000e-10,2.248583e-06,2.238695e-06,3.105520e-08,6.914340e+00,6.963592e+00
3.437500e-10,2.250782e-06,2.241542e-06,5.952688e-08,6.915753e+00,6.964253e+00
3.440000e-10,2.252364e-06,2.243788e-06,7.036862e-08,6.917391e+00,6.965067e+00
3.442500e-10,2.254848e-06,2.246859e-06,6.675263e-08,6.918953e+00,6.965865e+00
3.445000e-10,2.259313e-06,2.251763e-06,5.617802e-08,6.920168e+00,6.966502e+00
3.447500e-10,2.265782e-06,2.258486e-06,4.611035e-08,6.920848e+00,6.966886e+00
3.450000e-10,2.273140e-06,2.265913e-06,4.077156e-08,6.920926e+00,6.966986e+00
3.452500e-10,2.279555e-06,2.272241e-06,4.009590e-08,6.920455e+00,6.966831e+00
3.455000e-10,2.283191e-06,2.275688e-06,4.080345e-08,6.919589e+00,6.966490e+00
3.457500e-10,2.282905e-06,2.275178e-06,3.871147e-08,6.918543e+00,6.966055e+00
3.460000e-10,2.278672e-06,2.270754e-06,3.107918e-08,6.917544e+00,6.965616e+00
3.462500e-10,2.271612e-06,2.263595e-06,1.798847e-08,6.916786e+00,6.965253e+00
3.465000e-10,2.263638e-06,2.255650e-06,2.323374e-09,6.916405e+00,6.965020e+00
3.467500e-10,2.256874e-06,2.249059e-06,-1.145803e-08,6.916456e+00,6.964945e+00
3.470000e-10,2.253064e-06,2.245553e-06,-1.911758e-08,6.916917e+00,6.965032e+00
3.472500e-10,2.253139e-06,2.246028e-06,-1.822946e-08,6.917702e+00,6.965263e+00
3.475000e-10,2.257052e-06,2.250381e-06,-8.991440e-09,6.918673e+00,6.965600e+00
3.477500e-10,2.263886e-06,2.257638e-06,5.949905e-09,6.919672e+00,6.965996e+00
3.480000e-10,2.272166e-06,2.266268e-06,2.247549e-08,6.920543e+00,6.966393e+00
3.482500e-10,2.280255e-06,2.274595e-06,3.633147e-08,6.921157e+00,6.966735e+00
3.485000e-10,2.286721e-06,2.281170e-06,4.433553e-08,6.921433e+00,6.966972e+00
3.487500e-10,2.290598e-06,2.285036e-06,4.509044e-08,6.921351e+00,6.967068e+00
3.490000e-10,2.291508e-06,2.285845e-06,3.907544e-08,6.920954e+00,6.967013e+00
3.492500e-10,2.289653e-06,2.283844e-06,2.821464e-08,6.920340e+00,6.966821e+00
3.495000e-10,2.285703e-06,2.279757e-06,1.516517e-08,6.919646e+00,6.966534e+00
3.497500e-10,2.280632e-06,2.274603e-06,2.594347e-09,6.919017e+00,6.966212e+00
3.500000e-10,2.275532e-06,2.269508e-06,-7.356747e-09,6.918583e+00,6.965923e+00
3.502500e-10,2.271425e-06,2.265509e-06,-1.334481e-08,6.918433e+00,6.965730e+00
3.505000e-10,2.269108e-06,2.263397e-06,-1.486167e-08,6.918600e+00,6.965675e+00
3.507500e-10,2.269032e-06,2.263597e-06,-1.212795e-08,6.919055e+00,6.965773e+00
3.510000e-10,2.271232e-06,2.266108e-06,-5.935215e-09,6.919716e+00,6.966005e+00
3.512500e-10,2.275332e-06,2.270511e-06,2.509929e-09,6.920466e+00,6.966328e+00
3.515000e-10,2.280614e-06,2.276052e-06,1.173483e-08,6.921174e+00,6.966680e+00
3.517500e-10,2.286157e-06,2.281781e-06,2.016727e-08,6.921724e+00,6.966996e+00
3.520000e-10,2.291015e-06,2.286739e-06,2.634156e-08,6.922032e+00,6.967222e+00
3.522500e-10,2.294398e-06,2.290139e-06,2.913758e-08,6.922067e+00,6.967323e+00
3.525000e-10,2.295829e-06,2.291523e-06,2.800923e-08,6.921846e+00,6.967293e+00
3.527500e-10,2.295228e-06,2.290838e-06,2.313572e-08,6.921439e+00,6.967149e+00
3.530000e-10,2.292911e-06,2.288435e-06,1.543366e-08,6.920942e+00,6.966930e+00
3.532500e-10,2.289513e-06,2.284981e-06,6.400669e-09,6.920466e+00,6.966688e+00
3.535000e-10,2.285842e-06,2.281308e-06,-2.188275e-09,6.920111e+00,6.966475e+00
3.537500e-10,2.282707e-06,2.278238e-06,-8.663418e-09,6.919948e+00,6.966332e+00
3.540000e-10,2.280760e-06,2.276424e-06,-1.182526e-08,6.920009e+00,6.966286e+00
3.542500e-10,2.280381e-06,2.276230e-06,-1.119827e-08,6.920281e+00,6.966344e+00
3.545000e-10,2.281624e-06,2.277689e-06,-7.110496e-09,6.920713e+00,6.966494e+00
3.547500e-10,2.284237e-06,2.280520e-06,-5.856230e-10,6.921229e+00,6.966705e+00
3.550000e-10,2.287731e-06,2.284208e-06,6.916321e-09,6.921739e+00,6.966940e+00
3.552500e-10,2.291495e-06,2.288119e-06,1.383662e-08,6.922162e+00,6.967159e+00
3.555000e-10,2.294909e-06,2.291623e-06,1.884837e-08,6.922433e+00,6.967326e+00
3.557500e-10,2.297464e-06,2.294208e-06,2.110561e-08,6.922523e+00,6.967419e+00
3.560000e-10,2.298832e-06,2.295558e-06,2.036564e-08,6.922433e+00,6.967428e+00
3.562500e-10,2.298916e-06,2.295593e-06,1.697529e-08,6.922198e+00,6.967360e+00
3.565000e-10,2.297844e-06,2.294466e-06,1.174356e-08,6.921880e+00,6.967234e+00
3.567500e-10,2.295941e-06,2.292524e-06,5.743153e-09,6.921548e+00,6.967081e+00
3.570000e-10,2.293654e-06,2.290233e-06,9.011174e-11,6.921275e+00,6.966932e+00
3.572500e-10,2.291477e-06,2.288098e-06,-4.255560e-09,6.921115e+00,6.966817e+00
3.575000e-10,2.289863e-06,2.286572e-06,-6.638049e-09,6.921102e+00,6.966760e+00
3.577500e-10,2.289142e-06,2.285979e-06,-6.787378e-09,6.921240e+00,6.966771e+00
3.580000e-10,2.289475e-06,2.286464e-06,-4.832094e-09,6.921503e+00,6.966848e+00
3.582500e-10,2.290824e-06,2.287969e-06,-1.249793e-09,6.921847e+00,6.966978e+00
3.585000e-10,2.292966e-06,2.290254e-06,3.231823e-09,6.922211e+00,6.967136e+00
3.587500e-10,2.295541e-06,2.292942e-06,7.766755e-09,6.922536e+00,6.967296e+00
3.590000e-10,2.298119e-06,2.295593e-06,1.153600e-08,6.922772e+00,6.967431e+00
3.592500e-10,2.300283e-06,2.297790e-06,1.388510e-08,6.922888e+00,6.967521e+00
3.595000e-10,2.301709e-06,2.299213e-06,1.443258e-08,6.922876e+00,6.967553e+00
3.597500e-10,2.302220e-06,2.299699e-06,1.313106e-08,6.922751e+00,6.967528e+00
3.600000e-10,2.301819e-06,2.299265e-06,1.026909e-08,6.922549e+00,6.967456e+00
3.602500e-10,2.300678e-06,2.298099e-06,6.412193e-09,6.922319e+00,6.967354e+00
3.605000e-10,2.299101e-06,2.296519e-06,2.292780e-09,6.922111e+00,6.967247e+00
3.607500e-10,2.297459e-06,2.294904e-06,-1.330485e-09,6.921970e+00,6.967155e+00
3.610000e-10,2.296115e-06,2.293620e-06,-3.816546e-09,6.921924e+00,6.967099e+00
3.612500e-10,2.295359e-06,2.292951e-06,-4.760501e-09,6.921985e+00,6.967090e+00
3.615000e-10,2.295354e-06,2.293051e-06,-4.063438e-09,6.922142e+00,6.967128e+00
3.617500e-10,2.296112e-06,2.293922e-06,-1.940519e-09,6.922368e+00,6.967208e+00
3.620000e-10,2.297503e-06,2.295417e-06,1.132576e-09,6.922624e+00,6.967315e+00
3.622500e-10,2.299284e-06,2.297284e-06,4.521951e-09,6.922867e+00,6.967430e+00
3.625000e-10,2.301153e-06,2.299213e-06,7.564062e-09,6.923060e+00,6.967534e+00
3.627500e-10,2.302806e-06,2.300898e-06,9.693773e-09,6.923175e+00,6.967610e+00
3.630000e-10,2.303997e-06,2.302094e-06,1.054671e-08,6.923201e+00,6.967649e+00
3.632500e-10,2.304574e-06,2.302660e-06,1.001746e-08,6.923143e+00,6.967646e+00
3.635000e-10,2.304508e-06,2.302575e-06,8.265015e-09,6.923021e+00,6.967607e+00
3.637500e-10,2.303888e-06,2.301939e-06,5.667964e-09,6.922867e+00,6.967542e+00
3.640000e-10,2.302897e-06,2.300947e-06,2.741178e-09,6.922716e+00,6.967468e+00
3.642500e-10,2.301779e-06,2.299846e-06,3.228932e-11,6.922600e+00,6.967400e+00
3.645000e-10,2.300785e-06,2.298892e-06,-1.981442e-09,6.922545e+00,6.967352e+00
3.647500e-10,2.300130e-06,2.298297e-06,-2.976916e-09,6.922563e+00,6.967334e+00
3.650000e-10,2.299957e-06,2.298198e-06,-2.835627e-09,6.922652e+00,6.967350e+00
3.652500e-10,2.300311e-06,2.298632e-06,-1.653773e-09,6.922796e+00,6.967397e+00
3.655000e-10,2.301140e-06,2.299537e-06,2.872516e-10,6.922972e+00,6.967467e+00
3.657500e-10,2.302304e-06,2.300767e-06,2.582265e-09,6.923149e+00,6.967547e+00
3.660000e-10,2.303609e-06,2.302120e-06,4.782728e-09,6.923300e+00,6.967624e+00
3.662500e-10,2.304845e-06,2.303383e-06,6.480711e-09,6.923403e+00,6.967685e+00
3.665000e-10,2.305821e-06,2.304369e-06,7.381120e-09,6.923446e+00,6.967723e+00
3.667500e-10,2.306405e-06,2.304950e-06,7.349800e-09,6.923428e+00,6.967731e+00
3.670000e-10,2.306542e-06,2.305077e-06,6.430017e-09,6.923359e+00,6.967714e+00
3.672500e-10,2.306262e-06,2.304788e-06,4.825851e-09,6.923260e+00,6.967675e+00
3.675000e-10,2.305668e-06,2.304193e-06,2.857042e-09,6.923153e+00,6.967626e+00
3.677500e-10,2.304917e-06,2.303455e-06,8.948377e-10,6.923064e+00,6.967576e+00
3.680000e-10,2.304188e-06,2.302752e-06,-7.086050e-10,6.923011e+00,6.967538e+00
3.682500e-10,2.303643e-06,2.302249e-06,-1.684010e-09,6.923006e+00,6.967518e+00
3.685000e-10,2.303403e-06,2.302061e-06,-1.890558e-09,6.923052e+00,6.967521e+00
3.687500e-10,2.303528e-06,2.302244e-06,-1.335678e-09,6.923141e+00,6.967547e+00
3.690000e-10,2.304005e-06,2.302776e-06,-1.665559e-10,6.923259e+00,6.967591e+00
3.692500e-10,2.304757e-06,2.303577e-06,1.363737e-09,6.923386e+00,6.967646e+00
3.695000e-10,2.305659e-06,2.304516e-06,2.948066e-09,6.923501e+00,6.967701e+00
3.697500e-10,2.306565e-06,2.305446e-06,4.284546e-09,6.923587e+00,6.967749e+00
3.700000e-10,2.307334e-06,2.306226e-06,5.131991e-09,6.923634e+00,6.967783e+00
3.702500e-10,2.307857e-06,2.306751e-06,5.351442e-09,6.923638e+00,6.967797e+00
3.705000e-10,2.308077e-06,2.306966e-06,4.926743e-09,6.923604e+00,6.967791e+00
3.707500e-10,2.307993e-06,2.306877e-06,3.961424e-09,6.923542e+00,6.967770e+00
3.710000e-10,2.307660e-06,2.306544e-06,2.653648e-09,6.923470e+00,6.967738e+00
3.712500e-10,2.307176e-06,2.306069e-06,1.254948e-09,6.923403e+00,6.967703e+00
3.715000e-10,2.306661e-06,2.305573e-06,2.120579e-11,6.923357e+00,6.967674e+00
3.717500e-10,2.306236e-06,2.305176e-06,-8.347201e-10,6.923342e+00,6.967655e+00
3.720000e-10,2.305996e-06,2.304972e-06,-1.180055e-09,6.923363e+00,6.967652e+00
3.722500e-10,2.305999e-06,2.305016e-06,-9.825639e-10,6.923416e+00,6.967665e+00
3.725000e-10,2.306255e-06,2.305313e-06,-3.114773e-10,6.923493e+00,6.967692e+00
3.727500e-10,2.306725e-06,2.305820e-06,6.803127e-10,6.923582e+00,6.967728e+00
3.730000e-10,2.307334e-06,2.306457e-06,1.788563e-09,6.923667e+00,6.967768e+00
3.732500e-10,2.307983e-06,2.307126e-06,2.797840e-09,6.923737e+00,6.967804e+00
3.735000e-10,2.308571e-06,2.307725e-06,3.521737e-09,6.923781e+00,6.967832e+00
3.737500e-10,2.309013e-06,2.308170e-06,3.835766e-09,6.923796e+00,6.967847e+00
3.740000e-10,2.309254e-06,2.308410e-06,3.697209e-09,6.923782e+00,6.967849e+00
3.742500e-10,2.309279e-06,2.308433e-06,3.148932e-09,6.923746e+00,6.967838e+00
3.745000e-10,2.309113e-06,2.308268e-06,2.307248e-09,6.923699e+00,6.967818e+00
3.747500e-10,2.308814e-06,2.307975e-06,1.336849e-09,6.923651e+00,6.967794e+00
3.750000e-10,2.308462e-06,2.307636e-06,4.180656e-10,6.923614e+00,6.967773e+00
3.752500e-10,2.308143e-06,2.307337e-06,-2.871407e-10,6.923596e+00,6.967757e+00
3.755000e-10,2.307931e-06,2.307151e-06,-6.641096e-10,6.923602e+00,6.967751e+00
3.757500e-10,2.307877e-06,2.307127e-06,-6.642681e-10,6.923633e+00,6.967756e+00
3.760000e-10,2.308001e-06,2.307279e-06,-3.108018e-10,6.923682e+00,6.967772e+00
3.762500e-10,2.308286e-06,2.307592e-06,3.091817e-10,6.923743e+00,6.967796e+00
3.765000e-10,2.308688e-06,2.308016e-06,1.063884e-09,6.923805e+00,6.967823e+00
3.767500e-10,2.309144e-06,2.308489e-06,1.803326e-09,6.923859e+00,6.967850e+00
3.770000e-10,2.309583e-06,2.308937e-06,2.387893e-09,6.923897e+00,6.967872e+00
3.772500e-10,2.309939e-06,2.309297e-06,2.713537e-09,6.923916e+00,6.967887e+00
3.775000e-10,2.310166e-06,2.309525e-06,2.729178e-09,6.923914e+00,6.967891e+00
3.777500e-10,2.310244e-06,2.309603e-06,2.443465e-09,6.923895e+00,6.967887e+00
3.780000e-10,2.310180e-06,2.309540e-06,1.920199e-09,6.923865e+00,6.967876e+00
3.782500e-10,2.310006e-06,2.309371e-06,1.263829e-09,6.923832e+00,6.967860e+00
3.785000e-10,2.309775e-06,2.309149e-06,5.981832e-10,6.923803e+00,6.967844e+00
3.787500e-10,2.309545e-06,2.308933e-06,4.269366e-11,6.923786e+00,6.967832e+00
3.790000e-10,2.309372e-06,2.308778e-06,-3.093772e-10,6.923785e+00,6.967826e+00
3.792500e-10,2.309298e-06,2.308725e-06,-4.068075e-10,6.923801e+00,6.967827e+00
3.795000e-10,2.309345e-06,2.308793e-06,-2.477540e-10,6.923832e+00,6.967835e+00
3.797500e-10,2.309510e-06,2.308979e-06,1.223668e-10,6.923873e+00,6.967850e+00
3.800000e-10,2.309770e-06,2.309256e-06,6.215929e-10,6.923917e+00,6.967869e+00
3.802500e-10,2.310084e-06,2.309583e-06,1.148326e-09,6.923958e+00,6.967889e+00
3.805000e-10,2.310404e-06,2.309911e-06,1.601018e-09,6.923990e+00,6.967906e+00
3.807500e-10,2.310682e-06,2.310193e-06,1.896864e-09,6.924008e+00,6.967918e+00
3.810000e-10,2.310880e-06,2.310393e-06,1.986121e-09,6.924013e+00,6.967924e+00
3.812500e-10,2.310978e-06,2.310491e-06,1.859626e-09,6.924004e+00,6.967923e+00
3.815000e-10,2.310972e-06,2.310487e-06,1.548465e-09,6.923986e+00,6.967917e+00
3.817500e-10,2.310881e-06,2.310399e-06,1.116247e-09,6.923964e+00,6.967908e+00
3.820000e-10,2.310735e-06,2.310260e-06,6.457761e-10,6.923943e+00,6.967897e+00
3.822500e-10,2.310575e-06,2.310110e-06,2.228385e-10,6.923928e+00,6.967887e+00
3.825000e-10,2.310442e-06,2.309989e-06,-7.974235e-11,6.923924e+00,6.967881e+00
3.827500e-10,2.310367e-06,2.309930e-06,-2.148803e-10,6.923932e+00,6.967880e+00
3.830000e-10,2.310373e-06,2.309951e-06,-1.686226e-10,6.923950e+00,6.967885e+00
3.832500e-10,2.310463e-06,2.310056e-06,3.892446e-11,6.923977e+00,6.967894e+00
3.835000e-10,2.310627e-06,2.310233e-06,3.589905e-10,6.924007e+00,6.967906e+00
3.837500e-10,2.310839e-06,2.310455e-06,7.245491e-10,6.924038e+00,6.967920e+00
3.840000e-10,2.311068e-06,2.310691e-06,1.063572e-09,6.924063e+00,6.967933e+00
3.842500e-10,2.311279e-06,2.310906e-06,1.312548e-09,6.924080e+00,6.967943e+00
3.845000e-10,2.311443e-06,2.311073e-06,1.427757e-09,6.924087e+00,6.967949e+00
3.847500e-10,2.311541e-06,2.311172e-06,1.392341e-09,6.924085e+00,6.967951e+00
3.850000e-10,2.311566e-06,2.311198e-06,1.218071e-09,6.924075e+00,6.967948e+00
3.852500e-10,2.311526e-06,2.311161e-06,9.417562e-10,6.924061e+00,6.967942e+00
3.855000e-10,2.311440e-06,2.311079e-06,6.172118e-10,6.924046e+00,6.967935e+00
3.857500e-10,2.311332e-06,2.310979e-06,3.045019e-10,6.924034e+00,6.967928e+00
3.860000e-10,2.311234e-06,2.310889e-06,5.856166e-11,6.924029e+00,6.967923e+00
3.862500e-10,2.311168e-06,2.310835e-06,-8.066737e-11,6.924032e+00,6.967921e+00
3.865000e-10,2.311155e-06,2.310832e-06,-9.484934e-11,6.924042e+00,6.967923e+00
3.867500e-10,2.311200e-06,2.310888e-06,1.044291e-11,6.924059e+00,6.967928e+00
3.870000e-10,2.311300e-06,2.310998e-06,2.079435e-10,6.924080e+00,6.967936e+00
3.872500e-10,2.311441e-06,2.311147e-06,4.547948e-10,6.924102e+00,6.967946e+00
3.875000e-10,2.311601e-06,2.311313e-06,7.012171e-10,6.924122e+00,6.967955e+00
3.877500e-10,2.311758e-06,2.311474e-06,9.000218e-10,6.924136e+00,6.967963e+00
3.880000e-10,2.311889e-06,2.311606e-06,1.015174e-09,6.924144e+00,6.967969e+00
3.882500e-10,2.311977e-06,2.311696e-06,1.027876e-09,6.924145e+00,6.967971e+00
3.885000e-10,2.312016e-06,2.311736e-06,9.391679e-10,6.924140e+00,6.967970e+00
3.887500e-10,2.312006e-06,2.311729e-06,7.687521e-10,6.924132e+00,6.967967e+00
3.890000e-10,2.311959e-06,2.311685e-06,5.504332e-10,6.924121e+00,6.967962e+00
3.892500e-10,2.311890e-06,2.311621e-06,3.251889e-10,6.924113e+00,6.967958e+00
3.895000e-10,2.311820e-06,2.311558e-06,1.332649e-10,6.924108e+00,6.967954e+00
