time,"I(L6|XSOURCEA)","I(L6|XSOURCEB)","I(RSINK)","P(B3|XDUT)","P(B1|XLOADCIRCUIT)"
3.897500e-10,2.311767e-06,2.311512e-06,6.797140e-12,6.924108e+00,6.967952e+00
3.900000e-10,2.311746e-06,2.311500e-06,-3.570467e-11,6.924114e+00,6.967952e+00
3.902500e-10,2.311765e-06,2.311527e-06,7.910707e-12,6.924124e+00,6.967955e+00
3.905000e-10,2.311824e-06,2.311593e-06,1.238529e-10,6.924138e+00,6.967960e+00
3.907500e-10,2.311915e-06,2.311691e-06,2.857224e-10,6.924154e+00,6.967967e+00
3.910000e-10,2.312026e-06,2.311806e-06,4.600007e-10,6.924169e+00,6.967974e+00
3.912500e-10,2.312140e-06,2.311923e-06,6.125775e-10,6.924181e+00,6.967980e+00
3.915000e-10,2.312241e-06,2.312027e-06,7.150638e-10,6.924188e+00,6.967984e+00
3.917500e-10,2.312317e-06,2.312103e-06,7.497354e-10,6.924191e+00,6.967987e+00
3.920000e-10,2.312359e-06,2.312147e-06,7.122676e-10,6.924189e+00,6.967987e+00
3.922500e-10,2.312366e-06,2.312155e-06,6.118641e-10,6.924184e+00,6.967986e+00
3.925000e-10,2.312343e-06,2.312136e-06,4.688885e-10,6.924177e+00,6.967983e+00
3.927500e-10,2.312302e-06,2.312097e-06,3.105573e-10,6.924171e+00,6.967979e+00
3.930000e-10,2.312254e-06,2.312054e-06,1.655850e-10,6.924167e+00,6.967976e+00
3.932500e-10,2.312213e-06,2.312019e-06,5.881980e-11,6.924166e+00,6.967975e+00
3.935000e-10,2.312192e-06,2.312004e-06,6.858482e-12,6.924169e+00,6.967974e+00
3.937500e-10,2.312197e-06,2.312015e-06,1.539901e-11,6.924175e+00,6.967976e+00
3.940000e-10,2.312230e-06,2.312053e-06,7.873285e-11,6.924184e+00,6.967979e+00
3.942500e-10,2.312288e-06,2.312116e-06,1.813635e-10,6.924195e+00,6.967983e+00
3.945000e-10,2.312363e-06,2.312195e-06,3.013478e-10,6.924206e+00,6.967988e+00
3.947500e-10,2.312445e-06,2.312279e-06,4.146581e-10,6.924215e+00,6.967993e+00
3.950000e-10,2.312521e-06,2.312358e-06,4.997117e-10,6.924222e+00,6.967997e+00
3.952500e-10,2.312583e-06,2.312420e-06,5.412248e-10,6.924225e+00,6.967999e+00
3.955000e-10,2.312622e-06,2.312461e-06,5.327139e-10,6.924225e+00,6.968000e+00
3.957500e-10,2.312637e-06,2.312477e-06,4.772519e-10,6.924223e+00,6.967999e+00
3.960000e-10,2.312630e-06,2.312472e-06,3.864262e-10,6.924219e+00,6.967998e+00
3.962500e-10,2.312607e-06,2.312451e-06,2.777805e-10,6.924214e+00,6.967995e+00
3.965000e-10,2.312575e-06,2.312424e-06,1.712860e-10,6.924211e+00,6.967993e+00
3.967500e-10,2.312546e-06,2.312398e-06,8.554162e-11,6.924209e+00,6.967992e+00
3.970000e-10,2.312527e-06,2.312384e-06,3.441597e-11,6.924211e+00,6.967991e+00
3.972500e-10,2.312525e-06,2.312386e-06,2.472759e-11,6.924214e+00,6.967992e+00
3.975000e-10,2.312543e-06,2.312408e-06,5.533938e-11,6.924221e+00,6.967994e+00
3.977500e-10,2.312579e-06,2.312447e-06,1.177636e-10,6.924228e+00,6.967997e+00
3.980000e-10,2.312629e-06,2.312500e-06,1.980906e-10,6.924236e+00,6.968000e+00
3.982500e-10,2.312686e-06,2.312560e-06,2.798210e-10,6.924243e+00,6.968003e+00
3.985000e-10,2.312742e-06,2.312618e-06,3.470329e-10,6.924248e+00,6.968006e+00
3.987500e-10,2.312791e-06,2.312667e-06,3.872865e-10,6.924252e+00,6.968008e+00
3.990000e-10,2.312825e-06,2.312703e-06,3.937415e-10,6.924253e+00,6.968009e+00
3.992500e-10,2.312843e-06,2.312722e-06,3.661387e-10,6.924252e+00,6.968009e+00
3.995000e-10,2.312845e-06,2.312725e-06,3.105197e-10,6.924249e+00,6.968009e+00
3.997500e-10,2.312833e-06,2.312716e-06,2.378002e-10,6.924246e+00,6.968007e+00
4.000000e-10,2.312814e-06,2.312699e-06,1.615169e-10,6.924244e+00,6.968006e+00
4.002500e-10,2.312794e-06,2.312681e-06,9.520261e-11,6.924242e+00,6.968005e+00
4.005000e-10,2.312779e-06,2.312669e-06,4.989381e-11,6.924243e+00,6.968004e+00
4.007500e-10,2.312774e-06,2.312668e-06,3.222145e-11,6.924245e+00,6.968004e+00
4.010000e-10,2.312782e-06,2.312679e-06,4.340845e-11,6.924249e+00,6.968005e+00
4.012500e-10,2.312804e-06,2.312703e-06,7.931323e-11,6.924254e+00,6.968007e+00
4.015000e-10,2.312837e-06,2.312738e-06,1.314593e-10,6.924259e+00,6.968009e+00
4.017500e-10,2.312876e-06,2.312780e-06,1.888124e-10,6.924265e+00,6.968012e+00
4.020000e-10,2.312917e-06,2.312822e-06,2.399395e-10,6.924269e+00,6.968014e+00
4.022500e-10,2.312955e-06,2.312861e-06,2.751352e-10,6.924272e+00,6.968016e+00
4.025000e-10,2.312983e-06,2.312890e-06,2.881231e-10,6.924273e+00,6.968017e+00
4.027500e-10,2.313001e-06,2.312909e-06,2.770409e-10,6.924273e+00,6.968017e+00
4.030000e-10,2.313007e-06,2.312916e-06,2.445639e-10,6.924272e+00,6.968017e+00
4.032500e-10,2.313003e-06,2.312913e-06,1.971861e-10,6.924270e+00,6.968016e+00
4.035000e-10,2.312992e-06,2.312904e-06,1.438338e-10,6.924268e+00,6.968015e+00
4.037500e-10,2.312978e-06,2.312893e-06,9.409985e-11,6.924267e+00,6.968014e+00
4.040000e-10,2.312967e-06,2.312884e-06,5.644354e-11,6.924267e+00,6.968014e+00
4.042500e-10,2.312962e-06,2.312881e-06,3.668832e-11,6.924268e+00,6.968014e+00
4.045000e-10,2.312965e-06,2.312886e-06,3.708008e-11,6.924271e+00,6.968014e+00
4.047500e-10,2.312978e-06,2.312901e-06,5.605130e-11,6.924274e+00,6.968015e+00
4.050000e-10,2.312999e-06,2.312924e-06,8.869930e-11,6.924278e+00,6.968017e+00
4.052500e-10,2.313026e-06,2.312952e-06,1.278552e-10,6.924282e+00,6.968019e+00
4.055000e-10,2.313055e-06,2.312983e-06,1.655169e-10,6.924285e+00,6.968020e+00
4.057500e-10,2.313083e-06,2.313011e-06,1.943648e-10,6.924288e+00,6.968022e+00
4.060000e-10,2.313106e-06,2.313035e-06,2.090756e-10,6.924289e+00,6.968022e+00
4.062500e-10,2.313122e-06,2.313052e-06,2.072035e-10,6.924290e+00,6.968023e+00
4.065000e-10,2.313130e-06,2.313061e-06,1.894876e-10,6.924289e+00,6.968023e+00
4.067500e-10,2.313130e-06,2.313062e-06,1.595570e-10,6.924288e+00,6.968022e+00
4.070000e-10,2.313125e-06,2.313058e-06,1.231182e-10,6.924287e+00,6.968022e+00
4.072500e-10,2.313116e-06,2.313051e-06,8.680057e-11,6.924286e+00,6.968021e+00
4.075000e-10,2.313108e-06,2.313045e-06,5.688906e-11,6.924286e+00,6.968021e+00
4.077500e-10,2.313103e-06,2.313041e-06,3.818336e-11,6.924286e+00,6.968021e+00
4.080000e-10,2.313104e-06,2.313044e-06,3.318759e-11,6.924288e+00,6.968021e+00
4.082500e-10,2.313111e-06,2.313052e-06,4.176309e-11,6.924290e+00,6.968022e+00
4.085000e-10,2.313124e-06,2.313067e-06,6.128531e-11,6.924292e+00,6.968023e+00
4.087500e-10,2.313142e-06,2.313086e-06,8.725083e-11,6.924295e+00,6.968024e+00
4.090000e-10,2.313163e-06,2.313108e-06,1.142003e-10,6.924298e+00,6.968025e+00
4.092500e-10,2.313184e-06,2.313129e-06,1.367715e-10,6.924300e+00,6.968026e+00
4.095000e-10,2.313202e-06,2.313148e-06,1.506823e-10,6.924301e+00,6.968027e+00
4.097500e-10,2.313215e-06,2.313162e-06,1.534653e-10,6.924302e+00,6.968027e+00
4.100000e-10,2.313224e-06,2.313171e-06,1.448322e-10,6.924302e+00,6.968027e+00
4.102500e-10,2.313226e-06,2.313174e-06,1.266182e-10,6.924301e+00,6.968027e+00
4.105000e-10,2.313224e-06,2.313173e-06,1.023384e-10,6.924300e+00,6.968027e+00
4.107500e-10,2.313219e-06,2.313169e-06,7.645605e-11,6.924300e+00,6.968026e+00
4.110000e-10,2.313214e-06,2.313165e-06,5.351376e-11,6.924299e+00,6.968026e+00
4.112500e-10,2.313210e-06,2.313163e-06,3.729213e-11,6.924300e+00,6.968026e+00
4.115000e-10,2.313209e-06,2.313163e-06,3.015140e-11,6.924301e+00,6.968026e+00
4.117500e-10,2.313213e-06,2.313168e-06,3.266715e-11,6.924302e+00,6.968027e+00
4.120000e-10,2.313221e-06,2.313178e-06,4.361296e-11,6.924304e+00,6.968027e+00
4.122500e-10,2.313233e-06,2.313191e-06,6.027594e-11,6.924306e+00,6.968028e+00
4.125000e-10,2.313248e-06,2.313206e-06,7.903031e-11,6.924308e+00,6.968029e+00
4.127500e-10,2.313263e-06,2.313221e-06,9.605059e-11,6.924309e+00,6.968030e+00
4.130000e-10,2.313277e-06,2.313236e-06,1.080262e-10,6.924311e+00,6.968030e+00
4.132500e-10,2.313288e-06,2.313247e-06,1.127455e-10,6.924311e+00,6.968031e+00
4.135000e-10,2.313295e-06,2.313255e-06,1.094485e-10,6.924311e+00,6.968031e+00
4.137500e-10,2.313299e-06,2.313259e-06,9.889438e-11,6.924311e+00,6.968031e+00
4.140000e-10,2.313299e-06,2.313260e-06,8.314626e-11,6.924311e+00,6.968031e+00
4.142500e-10,2.313296e-06,2.313258e-06,6.512585e-11,6.924310e+00,6.968030e+00
4.145000e-10,2.313293e-06,2.313256e-06,4.803259e-11,6.924310e+00,6.968030e+00
4.147500e-10,2.313290e-06,2.313254e-06,3.474038e-11,6.924310e+00,6.968030e+00
4.150000e-10,2.313289e-06,2.313254e-06,2.728429e-11,6.924311e+00,6.968030e+00
4.152500e-10,2.313291e-06,2.313257e-06,2.652729e-11,6.924311e+00,6.968030e+00
4.155000e-10,2.313296e-06,2.313263e-06,3.205958e-11,6.924313e+00,6.968031e+00
4.157500e-10,2.313304e-06,2.313271e-06,4.233733e-11,6.924314e+00,6.968031e+00
4.160000e-10,2.313314e-06,2.313282e-06,5.502335e-11,6.924315e+00,6.968032e+00
4.162500e-10,2.313324e-06,2.313293e-06,6.745713e-11,6.924317e+00,6.968032e+00
4.165000e-10,2.313335e-06,2.313304e-06,7.716084e-11,6.924318e+00,6.968033e+00
4.167500e-10,2.313344e-06,2.313313e-06,8.228668e-11,6.924318e+00,6.968033e+00
4.170000e-10,2.313350e-06,2.313320e-06,8.192579e-11,6.924319e+00,6.968034e+00
4.172500e-10,2.313354e-06,2.313324e-06,7.622894e-11,6.924319e+00,6.968034e+00
4.175000e-10,2.313355e-06,2.313326e-06,6.632587e-11,6.924318e+00,6.968033e+00
4.177500e-10,2.313354e-06,2.313325e-06,5.406848e-11,6.924318e+00,6.968033e+00
4.180000e-10,2.313352e-06,2.313324e-06,4.165367e-11,6.924318e+00,6.968033e+00
4.182500e-10,2.313350e-06,2.313323e-06,3.120138e-11,6.924318e+00,6.968033e+00
4.185000e-10,2.313349e-06,2.313323e-06,2.436789e-11,6.924318e+00,6.968033e+00
4.187500e-10,2.313350e-06,2.313324e-06,2.206371e-11,6.924319e+00,6.968033e+00
4.190000e-10,2.313353e-06,2.313328e-06,2.432289e-11,6.924319e+00,6.968033e+00
4.192500e-10,2.313358e-06,2.313333e-06,3.034031e-11,6.924320e+00,6.968034e+00
4.195000e-10,2.313365e-06,2.313340e-06,3.866171e-11,6.924322e+00,6.968034e+00
4.197500e-10,2.313373e-06,2.313348e-06,4.748376e-11,6.924322e+00,6.968035e+00
4.200000e-10,2.313380e-06,2.313356e-06,5.500363e-11,6.924323e+00,6.968035e+00
4.202500e-10,2.313387e-06,2.313364e-06,5.975097e-11,6.924324e+00,6.968035e+00
4.205000e-10,2.313392e-06,2.313369e-06,6.084218e-11,6.924324e+00,6.968036e+00
4.207500e-10,2.313396e-06,2.313373e-06,5.811390e-11,6.924324e+00,6.968036e+00
4.210000e-10,2.313398e-06,2.313375e-06,5.211725e-11,6.924324e+00,6.968036e+00
4.212500e-10,2.313398e-06,2.313376e-06,4.398066e-11,6.924324e+00,6.968036e+00
4.215000e-10,2.313397e-06,2.313375e-06,3.517326e-11,6.924324e+00,6.968035e+00
4.217500e-10,2.313396e-06,2.313375e-06,2.721724e-11,6.924324e+00,6.968035e+00
4.220000e-10,2.313395e-06,2.313375e-06,2.140474e-11,6.924324e+00,6.968035e+00
4.222500e-10,2.313395e-06,2.313375e-06,1.857125e-11,6.924324e+00,6.968035e+00
4.225000e-10,2.313397e-06,2.313378e-06,1.896436e-11,6.924325e+00,6.968036e+00
4.227500e-10,2.313400e-06,2.313381e-06,2.222737e-11,6.924325e+00,6.968036e+00
4.230000e-10,2.313405e-06,2.313386e-06,2.749502e-11,6.924326e+00,6.968036e+00
4.232500e-10,2.313410e-06,2.313392e-06,3.357815e-11,6.924327e+00,6.968036e+00
4.235000e-10,2.313416e-06,2.313398e-06,3.919880e-11,6.924328e+00,6.968037e+00
4.237500e-10,2.313421e-06,2.313403e-06,4.323002e-11,6.924328e+00,6.968037e+00
4.240000e-10,2.313425e-06,2.313408e-06,4.489592e-11,6.924328e+00,6.968037e+00
4.242500e-10,2.313428e-06,2.313411e-06,4.389705e-11,6.924329e+00,6.968037e+00
4.245000e-10,2.313430e-06,2.313413e-06,4.044185e-11,6.924329e+00,6.968037e+00
4.247500e-10,2.313431e-06,2.313414e-06,3.518291e-11,6.924328e+00,6.968037e+00
4.250000e-10,2.313430e-06,2.313414e-06,2.907464e-11,6.924328e+00,6.968037e+00
4.252500e-10,2.313430e-06,2.313414e-06,2.318239e-11,6.924328e+00,6.968037e+00
4.255000e-10,2.313429e-06,2.313414e-06,1.848065e-11,6.924328e+00,6.968037e+00
4.257500e-10,2.313429e-06,2.313414e-06,1.567801e-11,6.924329e+00,6.968037e+00
4.260000e-10,2.313430e-06,2.313416e-06,1.509985e-11,6.924329e+00,6.968037e+00
4.262500e-10,2.313432e-06,2.313418e-06,1.664742e-11,6.924329e+00,6.968037e+00
4.265000e-10,2.313435e-06,2.313421e-06,1.983708e-11,6.924330e+00,6.968037e+00
4.267500e-10,2.313439e-06,2.313425e-06,2.390857e-11,6.924330e+00,6.968038e+00
4.270000e-10,2.313443e-06,2.313429e-06,2.797871e-11,6.924331e+00,6.968038e+00
4.272500e-10,2.313447e-06,2.313433e-06,3.121024e-11,6.924331e+00,6.968038e+00
4.275000e-10,2.313450e-06,2.313437e-06,3.296370e-11,6.924332e+00,6.968038e+00
4.277500e-10,2.313453e-06,2.313440e-06,3.290536e-11,6.924332e+00,6.968038e+00
4.280000e-10,2.313455e-06,2.313442e-06,3.105345e-11,6.924332e+00,6.968038e+00
4.282500e-10,2.313456e-06,2.313443e-06,2.775725e-11,6.924332e+00,6.968038e+00
4.285000e-10,2.313456e-06,2.313443e-06,2.361627e-11,6.924332e+00,6.968038e+00
4.287500e-10,2.313455e-06,2.313443e-06,1.935729e-11,6.924332e+00,6.968038e+00
4.290000e-10,2.313455e-06,2.313443e-06,1.569418e-11,6.924332e+00,6.968038e+00
4.292500e-10,2.313455e-06,2.313444e-06,1.319696e-11,6.924332e+00,6.968038e+00
4.295000e-10,2.313456e-06,2.313444e-06,1.219394e-11,6.924332e+00,6.968038e+00
4.297500e-10,2.313457e-06,2.313446e-06,1.272326e-11,6.924332e+00,6.968038e+00
4.300000e-10,2.313459e-06,2.313448e-06,1.454027e-11,6.924333e+00,6.968039e+00
4.302500e-10,2.313462e-06,2.313451e-06,1.717661e-11,6.924333e+00,6.968039e+00
4.305000e-10,2.313464e-06,2.313454e-06,2.003765e-11,6.924333e+00,6.968039e+00
4.307500e-10,2.313467e-06,2.313457e-06,2.251823e-11,6.924334e+00,6.968039e+00
4.310000e-10,2.313470e-06,2.313460e-06,2.411469e-11,6.924334e+00,6.968039e+00
4.312500e-10,2.313472e-06,2.313462e-06,2.451251e-11,6.924334e+00,6.968039e+00
4.315000e-10,2.313474e-06,2.313464e-06,2.363488e-11,6.924334e+00,6.968039e+00
4.317500e-10,2.313474e-06,2.313465e-06,2.164494e-11,6.924334e+00,6.968039e+00
4.320000e-10,2.313475e-06,2.313465e-06,1.890379e-11,6.924334e+00,6.968039e+00
4.322500e-10,2.313475e-06,2.313466e-06,1.589412e-11,6.924334e+00,6.968039e+00
4.325000e-10,2.313475e-06,2.313466e-06,1.312517e-11,6.924334e+00,6.968039e+00
4.327500e-10,2.313475e-06,2.313466e-06,1.103763e-11,6.924334e+00,6.968039e+00
4.330000e-10,2.313475e-06,2.313466e-06,9.925828e-12,6.924334e+00,6.968039e+00
4.332500e-10,2.313476e-06,2.313467e-06,9.890767e-12,6.924335e+00,6.968039e+00
4.335000e-10,2.313477e-06,2.313469e-06,1.083113e-11,6.924335e+00,6.968039e+00
4.337500e-10,2.313479e-06,2.313471e-06,1.247201e-11,6.924335e+00,6.968040e+00
4.340000e-10,2.313481e-06,2.313473e-06,1.442411e-11,6.924335e+00,6.968040e+00
4.342500e-10,2.313483e-06,2.313475e-06,1.626120e-11,6.924336e+00,6.968040e+00
4.345000e-10,2.313485e-06,2.313477e-06,1.760041e-11,6.924336e+00,6.968040e+00
4.347500e-10,2.313487e-06,2.313479e-06,1.817058e-11,6.924336e+00,6.968040e+00
4.350000e-10,2.313488e-06,2.313481e-06,1.785666e-11,6.924336e+00,6.968040e+00
4.352500e-10,2.313489e-06,2.313482e-06,1.671308e-11,6.924336e+00,6.968040e+00
4.355000e-10,2.313489e-06,2.313482e-06,1.494532e-11,6.924336e+00,6.968040e+00
4.357500e-10,2.313490e-06,2.313482e-06,1.286448e-11,6.924336e+00,6.968040e+00
4.360000e-10,2.313490e-06,2.313483e-06,1.082472e-11,6.924336e+00,6.968040e+00
4.362500e-10,2.313490e-06,2.313483e-06,9.155867e-12,6.924336e+00,6.968040e+00
4.365000e-10,2.313490e-06,2.313483e-06,8.103846e-12,6.924336e+00,6.968040e+00
4.367500e-10,2.313490e-06,2.313484e-06,7.789530e-12,6.924336e+00,6.968040e+00
4.370000e-10,2.313491e-06,2.313485e-06,8.192694e-12,6.924337e+00,6.968040e+00
4.372500e-10,2.313492e-06,2.313486e-06,9.162730e-12,6.924337e+00,6.968040e+00
4.375000e-10,2.313494e-06,2.313488e-06,1.045289e-11,6.924337e+00,6.968040e+00
4.377500e-10,2.313495e-06,2.313489e-06,1.177047e-11,6.924337e+00,6.968040e+00
4.380000e-10,2.313497e-06,2.313491e-06,1.283305e-11,6.924337e+00,6.968040e+00
4.382500e-10,2.313498e-06,2.313492e-06,1.341994e-11,6.924337e+00,6.968041e+00
4.385000e-10,2.313499e-06,2.313493e-06,1.340980e-11,6.924338e+00,6.968041e+00
4.387500e-10,2.313500e-06,2.313494e-06,1.279799e-11,6.924338e+00,6.968041e+00
4.390000e-10,2.313500e-06,2.313495e-06,1.169163e-11,6.924338e+00,6.968041e+00
4.392500e-10,2.313501e-06,2.313495e-06,1.028428e-11,6.924338e+00,6.968041e+00
4.395000e-10,2.313501e-06,2.313495e-06,8.815980e-12,6.924338e+00,6.968041e+00
4.397500e-10,2.313501e-06,2.313496e-06,7.526711e-12,6.924338e+00,6.968041e+00
4.400000e-10,2.313501e-06,2.313496e-06,6.612162e-12,6.924338e+00,6.968041e+00
4.402500e-10,2.313501e-06,2.313496e-06,6.189881e-12,6.924338e+00,6.968041e+00
4.405000e-10,2.313502e-06,2.313497e-06,6.281506e-12,6.924338e+00,6.968041e+00
4.407500e-10,2.313503e-06,2.313498e-06,6.813530e-12,6.924338e+00,6.968041e+00
4.410000e-10,2.313504e-06,2.313499e-06,7.635569e-12,6.924338e+00,6.968041e+00
4.412500e-10,2.313505e-06,2.313500e-06,8.551879e-12,6.924338e+00,6.968041e+00
4.415000e-10,2.313506e-06,2.313501e-06,9.359658e-12,6.924338e+00,6.968041e+00
4.417500e-10,2.313507e-06,2.313502e-06,9.886748e-12,6.924339e+00,6.968041e+00
4.420000e-10,2.313508e-06,2.313503e-06,1.002181e-11,6.924339e+00,6.968041e+00
4.422500e-10,2.313508e-06,2.313504e-06,9.731786e-12,6.924339e+00,6.968041e+00
4.425000e-10,2.313509e-06,2.313505e-06,9.064115e-12,6.924339e+00,6.968041e+00
4.427500e-10,2.313509e-06,2.313505e-06,8.133941e-12,6.924339e+00,6.968041e+00
4.430000e-10,2.313509e-06,2.313505e-06,7.099550e-12,6.924339e+00,6.968041e+00
4.432500e-10,2.313509e-06,2.313505e-06,6.131038e-12,6.924339e+00,6.968041e+00
4.435000e-10,2.313509e-06,2.313505e-06,5.378396e-12,6.924339e+00,6.968041e+00
4.437500e-10,2.313510e-06,2.313506e-06,4.944859e-12,6.924339e+00,6.968041e+00
4.440000e-10,2.313510e-06,2.313506e-06,4.870217e-12,6.924339e+00,6.968041e+00
4.442500e-10,2.313510e-06,2.313507e-06,5.126622e-12,6.924339e+00,6.968041e+00
4.445000e-10,2.313511e-06,2.313508e-06,5.627087e-12,6.924339e+00,6.968041e+00
4.447500e-10,2.313512e-06,2.313508e-06,6.244432e-12,6.924339e+00,6.968041e+00
4.450000e-10,2.313513e-06,2.313509e-06,6.836713e-12,6.924339e+00,6.968041e+00
4.452500e-10,2.313513e-06,2.313510e-06,7.274095e-12,6.924339e+00,6.968041e+00
4.455000e-10,2.313514e-06,2.313511e-06,7.462149e-12,6.924339e+00,6.968041e+00
4.457500e-10,2.313515e-06,2.313511e-06,7.357490e-12,6.924340e+00,6.968041e+00
4.460000e-10,2.313515e-06,2.313512e-06,6.973209e-12,6.924340e+00,6.968041e+00
4.462500e-10,2.313515e-06,2.313512e-06,6.373655e-12,6.924340e+00,6.968041e+00
4.465000e-10,2.313516e-06,2.313512e-06,5.660012e-12,6.924340e+00,6.968041e+00
4.467500e-10,2.313516e-06,2.313513e-06,4.949831e-12,6.924340e+00,6.968041e+00
4.470000e-10,2.313516e-06,2.313513e-06,4.354542e-12,6.924340e+00,6.968041e+00
4.472500e-10,2.313516e-06,2.313513e-06,3.959236e-12,6.924340e+00,6.968041e+00
4.475000e-10,2.313516e-06,2.313513e-06,3.808287e-12,6.924340e+00,6.968041e+00
4.477500e-10,2.313516e-06,2.313514e-06,3.899200e-12,6.924340e+00,6.968041e+00
4.480000e-10,2.313517e-06,2.313514e-06,4.185397e-12,6.924340e+00,6.968041e+00
4.482500e-10,2.313517e-06,2.313515e-06,4.586982e-12,6.924340e+00,6.968041e+00
4.485000e-10,2.313518e-06,2.313515e-06,5.007111e-12,6.924340e+00,6.968041e+00
4.487500e-10,2.313519e-06,2.313516e-06,5.350668e-12,6.924340e+00,6.968041e+00
4.490000e-10,2.313519e-06,2.313517e-06,5.541697e-12,6.924340e+00,6.968042e+00
4.492500e-10,2.313520e-06,2.313517e-06,5.536431e-12,6.924340e+00,6.968042e+00
4.495000e-10,2.313520e-06,2.313518e-06,5.329747e-12,6.924340e+00,6.968042e+00
4.497500e-10,2.313520e-06,2.313518e-06,4.954184e-12,6.924340e+00,6.968042e+00
4.500000e-10,2.313520e-06,2.313518e-06,4.472063e-12,6.924340e+00,6.968042e+00
4.502500e-10,2.313520e-06,2.313518e-06,3.962527e-12,6.924340e+00,6.968042e+00
4.505000e-10,2.313521e-06,2.313518e-06,3.506113e-12,6.924340e+00,6.968042e+00
4.507500e-10,2.313521e-06,2.313519e-06,3.169847e-12,6.924340e+00,6.968042e+00
4.510000e-10,2.313521e-06,2.313519e-06,2.995557e-12,6.924340e+00,6.968042e+00
4.512500e-10,2.313521e-06,2.313519e-06,2.993425e-12,6.924340e+00,6.968042e+00
4.515000e-10,2.313521e-06,2.313519e-06,3.141674e-12,6.924340e+00,6.968042e+00
4.517500e-10,2.313522e-06,2.313520e-06,3.392169e-12,6.924340e+00,6.968042e+00
4.520000e-10,2.313522e-06,2.313520e-06,3.680589e-12,6.924341e+00,6.968042e+00
4.522500e-10,2.313523e-06,2.313521e-06,3.939076e-12,6.924341e+00,6.968042e+00
4.525000e-10,2.313523e-06,2.313521e-06,4.108907e-12,6.924341e+00,6.968042e+00
4.527500e-10,2.313523e-06,2.313522e-06,4.150853e-12,6.924341e+00,6.968042e+00
4.530000e-10,2.313524e-06,2.313522e-06,4.051427e-12,6.924341e+00,6.968042e+00
4.532500e-10,2.313524e-06,2.313522e-06,3.824091e-12,6.924341e+00,6.968042e+00
4.535000e-10,2.313524e-06,2.313522e-06,3.505417e-12,6.924341e+00,6.968042e+00
4.537500e-10,2.313524e-06,2.313522e-06,3.147214e-12,6.924341e+00,6.968042e+00
4.540000e-10,2.313524e-06,2.313523e-06,2.806205e-12,6.924341e+00,6.968042e+00
4.542500e-10,2.313524e-06,2.313523e-06,2.533341e-12,6.924341e+00,6.968042e+00
4.545000e-10,2.313524e-06,2.313523e-06,2.364690e-12,6.924341e+00,6.968042e+00
4.547500e-10,2.313525e-06,2.313523e-06,2.315539e-12,6.924341e+00,6.968042e+00
4.550000e-10,2.313525e-06,2.313523e-06,2.378596e-12,6.924341e+00,6.968042e+00
4.552500e-10,2.313525e-06,2.313524e-06,2.526465e-12,6.924341e+00,6.968042e+00
4.555000e-10,2.313525e-06,2.313524e-06,2.717683e-12,6.924341e+00,6.968042e+00
4.557500e-10,2.313526e-06,2.313524e-06,2.905054e-12,6.924341e+00,6.968042e+00
4.560000e-10,2.313526e-06,2.313525e-06,3.044624e-12,6.924341e+00,6.968042e+00
4.562500e-10,2.313526e-06,2.313525e-06,3.103620e-12,6.924341e+00,6.968042e+00
4.565000e-10,2.313527e-06,2.313525e-06,3.065918e-12,6.924341e+00,6.968042e+00
4.567500e-10,2.313527e-06,2.313525e-06,2.934187e-12,6.924341e+00,6.968042e+00
4.570000e-10,2.313527e-06,2.313526e-06,2.728455e-12,6.924341e+00,6.968042e+00
4.572500e-10,2.313527e-06,2.313526e-06,2.481554e-12,6.924341e+00,6.968042e+00
4.575000e-10,2.313527e-06,2.313526e-06,2.232437e-12,6.924341e+00,6.968042e+00
4.577500e-10,2.313527e-06,2.313526e-06,2.018687e-12,6.924341e+00,6.968042e+00
4.580000e-10,2.313527e-06,2.313526e-06,1.869661e-12,6.924341e+00,6.968042e+00
4.582500e-10,2.313527e-06,2.313526e-06,1.801491e-12,6.924341e+00,6.968042e+00
4.585000e-10,2.313527e-06,2.313526e-06,1.814766e-12,6.924341e+00,6.968042e+00
4.587500e-10,2.313528e-06,2.313527e-06,1.895192e-12,6.924341e+00,6.968042e+00
4.590000e-10,2.313528e-06,2.313527e-06,2.016966e-12,6.924341e+00,6.968042e+00
4.592500e-10,2.313528e-06,2.313527e-06,2.148098e-12,6.924341e+00,6.968042e+00
4.595000e-10,2.313528e-06,2.313527e-06,2.256607e-12,6.924341e+00,6.968042e+00
4.597500e-10,2.313529e-06,2.313527e-06,2.316413e-12,6.924341e+00,6.968042e+00
4.600000e-10,2.313529e-06,2.313528e-06,2.311839e-12,6.924341e+00,6.968042e+00
4.602500e-10,2.313529e-06,2.313528e-06,2.239989e-12,6.924341e+00,6.968042e+00
4.605000e-10,2.313529e-06,2.313528e-06,2.110629e-12,6.924341e+00,6.968042e+00
4.607500e-10,2.313529e-06,2.313528e-06,1.943764e-12,6.924341e+00,6.968042e+00
4.610000e-10,2.313529e-06,2.313528e-06,1.765443e-12,6.924341e+00,6.968042e+00
4.612500e-10,2.313529e-06,2.313528e-06,1.602650e-12,6.924341e+00,6.968042e+00
4.615000e-10,2.313529e-06,2.313528e-06,1.478290e-12,6.924341e+00,6.968042e+00
4.617500e-10,2.313529e-06,2.313528e-06,1.407169e-12,6.924341e+00,6.968042e+00
4.620000e-10,2.313529e-06,2.313529e-06,1.393664e-12,6.924341e+00,6.968042e+00
